 Date,MDT Price Target,MDT Price Target - High,MDT Price Target - Low,MDT Price Target - StdDev,MDT Price Target - Median,MDT Open,MDT Low,MDT High,MDT Close,MDT Adj. Close,MDT Rating,MDT Price Target - #,Ticker
03-13-2013,48.95,55,45,2.74727,48.0,36.86509295579,36.49596054918,36.905216043465,45.87,36.808920633045,3.78571,20,MDT
03-14-2013,48.95,55,45,2.74727,48.0,36.913240661,36.67250213495,36.921265278535,45.95,36.87311757332501,3.78571,20,MDT
03-15-2013,48.95,55,45,2.74727,48.0,36.7527483103,36.447812843970006,36.88114219086,45.42,36.447812843970006,3.78571,20,MDT
03-18-2013,48.95,55,45,2.74727,48.0,36.118803525035,35.9502865568,36.39966513876,45.11,36.19904970038501,3.78571,20,MDT
03-19-2013,48.95,55,45,2.74727,48.0,36.33546819848,35.96641603804535,36.60830519467,45.12,36.20707431792,3.78571,20,MDT
03-20-2013,48.95,55,45,2.74727,48.0,36.51200978425,36.407689756295,36.696575987555,45.54,36.54410825439,3.78571,20,MDT
03-21-2013,48.95,55,45,2.74727,48.0,36.375591286155,36.33546819848,36.89719142593,45.82,36.76879754537,3.78571,20,MDT
03-22-2013,48.95,55,45,2.74727,48.0,36.824969868115005,36.7647852366025,36.94533913114,45.99,36.905216043465,3.78571,20,MDT
03-25-2013,48.95,55,45,2.74727,48.0,37.04163454156,36.59827442275125,37.049659159095,45.73,36.696575987555,3.78571,20,MDT
03-26-2013,48.95,55,45,2.74727,48.0,36.96138836621,36.824969868115005,37.434840800775,46.65,37.434840800775,3.78571,20,MDT
03-27-2013,48.95,55,45,2.74727,48.0,37.210151509795,36.9374750059557,37.37866847803,46.52,37.33052077282,3.78571,20,MDT
03-28-2013,48.95,55,45,2.74727,48.0,37.274348450075,37.1339176432125,37.723727032035,46.96,37.68360394436,3.78571,20,MDT
04-01-2013,49.1,55,45,2.82666,48.0,37.63545623915,37.338545390355,37.6795916355925,46.8,37.5552100638,3.78571,20,MDT
04-02-2013,49.31579,55,46,2.73482,48.0,37.755825502175,37.58730853394,38.10088405618,47.33,37.980514793155,3.81481,19,MDT
04-03-2013,49.31579,55,46,2.73482,48.0,37.90789430796,37.83123934927,38.14996259856,47.02,37.940170080040005,3.81481,19,MDT
04-04-2013,49.31579,55,46,2.73482,48.0,37.99665268118,37.56899870112,38.06927316836,47.12,38.02085951024,3.81481,19,MDT
04-05-2013,49.31579,55,46,2.73482,48.0,37.61741235924,37.25430992334,37.6819639034,46.28,37.34306829656,3.81481,19,MDT
04-08-2013,49.31579,55,46,2.73482,48.0,37.40761984072,37.20589626522,37.46410244186,46.38,37.42375772676,3.81481,19,MDT
04-09-2013,49.31579,55,46,2.73482,48.0,37.54479187206,37.46410244186,37.93210113702,46.76,37.73037756152,3.81481,19,MDT
04-10-2013,49.31579,55,46,2.73482,48.0,37.794929105680005,37.77879121964,38.18627284215,47.24,38.11768682648,3.81481,19,MDT
04-11-2013,49.31579,55,46,2.73482,48.0,38.2064451997,38.11768682648,38.71478860996,47.72,38.50499609144,3.81481,19,MDT
04-12-2013,49.57895,55,46,2.64208,49.0,38.327479345,37.85141170682,38.48078926238,47.2,38.085411054400005,3.81481,19,MDT
04-15-2013,49.57895,55,46,2.64208,49.0,37.89175642192,37.28658569542,38.14189365554,46.23,37.30272358146,3.81481,19,MDT
04-16-2013,49.57895,55,46,2.64208,49.0,37.41568878374,37.14134472106,37.66582601736,46.65,37.6416191883,3.81481,19,MDT
04-17-2013,49.57895,55,46,2.64208,49.0,37.50444715696,37.16555155012,37.69003284642,46.35,37.3995508977,3.81481,19,MDT
04-18-2013,49.57895,55,46,2.64208,49.0,37.39148195468,36.625739262082,37.435861141290005,45.61,36.80244911422,3.81481,19,MDT
04-19-2013,49.77778,55,46,2.57241,49.5,36.8750696014,36.64107025382,37.20589626522,46.03,37.14134472106,3.84615,18,MDT
04-22-2013,49.77778,55,46,2.57241,49.5,37.3592061826,36.94769008858,37.43182666978,46.06,37.16555155012,3.84615,18,MDT
04-23-2013,49.77778,55,46,2.57241,49.5,37.2785167524,37.25430992334,37.794929105680005,46.59,37.59320553018,3.84615,18,MDT
04-24-2013,49.77778,55,46,2.57241,49.5,37.71423967548,37.38341301166,37.83527382078,46.39,37.43182666978,3.84615,18,MDT
04-25-2013,49.77778,55,46,2.57241,49.5,37.520585043,37.48830927092,38.17416942762,47.03,37.948239023060005,3.84615,18,MDT
04-26-2013,49.77778,55,46,2.57241,49.5,37.98051479514,37.36727512562,38.06927316836,46.36,37.40761984072,3.84615,18,MDT
04-29-2013,49.77778,55,46,2.57241,49.5,37.57706764414,37.5609297581,37.82720487776,46.84,37.794929105680005,3.84615,18,MDT
04-30-2013,49.77778,55,46,2.57241,49.5,37.64968813132,37.25430992334,37.74651544756,46.68,37.66582601736,3.84615,18,MDT
05-01-2013,49.77778,55,46,2.57241,49.5,37.57706764414,37.32693041052,37.95630796608,46.65,37.6416191883,3.84615,18,MDT
05-02-2013,49.77778,55,46,2.57241,49.5,37.60934341622,37.51251609998,38.29116910141,47.44,38.27906568688,3.84615,18,MDT
05-03-2013,49.77778,55,46,2.57241,49.5,38.40009983218,38.35168617406,38.70268519543,47.72,38.50499609144,3.84615,18,MDT
05-06-2013,49.77778,55,46,2.57241,49.5,38.46465137634,38.44044454728,38.803546983180006,47.7,38.4888582054,3.84615,18,MDT
05-07-2013,49.77778,55,46,2.57241,49.5,38.56147869258,38.3678240601,38.8116159262,48.1,38.8116159262,3.84615,18,MDT
05-08-2013,49.77778,55,46,2.57241,49.5,38.74706438204,38.666374951840005,39.40064876666,48.81,39.38451088062,3.84615,18,MDT
05-09-2013,49.77778,55,46,2.57241,49.5,39.28768356438,39.28768356438,39.699199658400005,48.87,39.43292453874,3.84615,18,MDT
05-10-2013,49.77778,55,46,2.57241,49.5,39.34416616552,39.34416616552,39.70726860142,49.17,39.67499282934,3.84615,18,MDT
05-13-2013,49.77778,55,46,2.57241,49.5,39.4571313678,39.4571313678,40.01388843618,49.35,39.8202338037,3.84615,18,MDT
05-14-2013,49.77778,55,46,2.57241,49.5,39.81216486068001,39.72340648746,40.28823249886,49.92,40.280163555840005,3.84615,18,MDT
05-15-2013,50.0,55,46,2.58199,50.0,40.13895705299,40.00581949316,40.48188713134,50.01,40.35278404302,3.84615,18,MDT
05-16-2013,50.16667,55,46,2.67187,50.5,40.11071575242,39.9816126641,40.24788778376,49.64,40.05423315128,3.80769,18,MDT
05-17-2013,50.16667,55,46,2.67187,50.5,40.03809526524,39.73147543048,40.21561201168,49.84,40.21561201168,3.80769,18,MDT
05-20-2013,50.88889,55,46,2.64342,51.5,40.09457786638,40.01388843618,40.40926664416,49.89,40.25595672678,3.80769,18,MDT
05-21-2013,52.44444,59,46,3.89048,52.0,41.81326272964,41.81326272964,43.43512027666,52.35,42.2409167097,3.80769,18,MDT
05-22-2013,55.55556,60,52,2.67129,55.5,41.94236581796,41.24036777522,42.4426402852,51.53,41.57926338206,3.88462,18,MDT
05-23-2013,55.72222,60,52,2.84421,55.5,40.9095411114,40.9095411114,41.672056226790005,51.46,41.52278078092,3.88462,18,MDT
05-24-2013,55.72222,60,52,2.84421,55.5,41.28878143334,40.96844439544601,41.69222858434,51.33,41.41788452166,3.88462,18,MDT
05-28-2013,55.72222,60,52,2.84421,55.5,41.58733232508,41.58733232508,42.27319248178,51.98,41.94236581796,3.88462,18,MDT
05-29-2013,55.72222,60,52,2.84421,55.5,41.61960809716,41.38560874958,41.94236581796,51.77,41.77291801454,3.88462,18,MDT
05-30-2013,55.52632,60,52,2.89043,55.0,41.84553850172,41.73257329944,42.0795378493,52.0,41.958503704,3.85185,19,MDT
05-31-2013,55.33333,60,52,2.848,54.5,41.90202110286,41.1112646869,42.08760679232,51.01,41.15967834502,3.80769,18,MDT
06-03-2013,55.33333,60,52,2.848,54.5,41.34526403448,41.25650566126,42.00691736212,52.06,42.00691736212,3.80769,18,MDT
06-04-2013,55.33333,60,52,2.848,54.5,41.77291801454,41.48243606582,42.031124191180005,51.42,41.49050500884,3.80769,18,MDT
06-05-2013,55.33333,60,52,2.848,54.5,41.34526403448,41.10319574388,41.5954012681,50.96,41.11933362992,3.80769,18,MDT
06-06-2013,55.61111,60,52,2.75154,55.5,41.18388517408,40.829658575502,41.53891866696,51.48,41.53891866696,3.80769,18,MDT
06-07-2013,55.61111,60,52,2.75154,55.5,41.69222858434,41.6357459832,42.06339996326,52.08,42.02305524816,3.80769,18,MDT
06-10-2013,55.61111,60,52,2.75154,55.5,41.958503704,41.68415964132,42.14408939346,52.03,41.98271053306,3.80769,18,MDT
06-11-2013,55.61111,60,52,2.75154,55.5,41.68415964132,41.46629817978,42.26108906725,52.07,42.01498630514,3.80769,18,MDT
06-12-2013,55.61111,60,52,2.75154,55.5,42.16829622252,41.58733232508,42.34581296896,51.61,41.64381492622,3.80769,18,MDT
06-13-2013,55.61111,60,52,2.75154,55.5,41.53084972394,41.22422988918,42.6443638607,52.78,42.58788125956,3.80769,18,MDT
06-14-2013,55.73684,60,52,2.73076,56.0,42.66857068976,42.45877817124,43.0074662966,52.92,42.70084646184,3.80769,19,MDT
06-17-2013,55.73684,60,52,2.73076,56.0,42.90257003734,42.8460874362,43.4109134476,53.51,43.17691410002,3.80769,19,MDT
06-18-2013,55.73684,60,52,2.73076,56.0,42.75732906298,42.321606139900005,42.9671215815,52.92,42.70084646184,3.80769,19,MDT
06-19-2013,55.73684,60,52,2.73076,56.0,42.75732906298,41.9988484191,42.91063898036,52.05,41.9988484191,3.80769,19,MDT
06-20-2013,55.73684,60,52,2.73076,56.0,41.68415964132,41.20002306012,41.94236581796,51.19,41.30491931938,3.80769,19,MDT
06-21-2013,55.73684,60,52,2.73076,56.0,41.69222858434,41.68415964132,42.4022955701,52.49,42.35388191198,3.80769,19,MDT
06-24-2013,55.73684,60,52,2.73076,56.0,42.01498630514,41.30491931938,42.14408939346,51.58,41.61960809716,3.80769,19,MDT
06-25-2013,55.73684,60,52,2.73076,56.0,41.958503704,41.45016029374,42.11181362138,51.83,41.82133167266,3.80769,19,MDT
06-26-2013,55.73684,60,52,2.73076,56.0,42.26512353876,41.958503704,42.5720661312408,52.0,41.958503704,3.80769,19,MDT
06-27-2013,55.73684,60,52,2.73076,56.0,42.06339996326,41.72450435642,42.13602045044,51.93,41.90202110286,3.80769,19,MDT
06-28-2013,55.73684,60,52,2.73076,56.0,41.90202110286,41.53084972394,42.09567573534,51.47,41.53084972394,3.80769,19,MDT
07-01-2013,55.73684,60,52,2.73076,56.0,42.00691736212,41.88588321682,42.466847114260005,52.05,41.9988484191,3.80769,19,MDT
07-02-2013,55.73684,60,52,2.73076,56.0,42.006961003134,41.901497408495,42.420702797487,51.81,42.031298755743,3.80769,19,MDT
07-03-2013,55.73684,60,52,2.73076,56.0,41.909609992698,41.597275500882496,42.079974260961,51.53,41.804146398059,3.80769,19,MDT
07-05-2013,55.73684,60,52,2.73076,56.0,42.079974260961,42.063749092555,42.526166392126,52.41,42.518053807923,3.80769,19,MDT
07-08-2013,55.73684,60,52,2.73076,56.0,42.680305491983,42.599179649952994,42.980471107494,52.79,42.826332007637,3.80769,19,MDT
07-09-2013,55.73684,60,52,2.73076,56.0,42.956133354885,42.574841897344,42.988583691697,52.88,42.899345265464,3.80769,19,MDT
07-10-2013,55.73684,60,52,2.73076,56.0,42.83444459184,42.745206165606994,43.126497623148,53.0,42.9966962759,3.80769,19,MDT
07-11-2013,55.73684,60,52,2.73076,56.0,43.32119964402,43.28874930720799,43.621365259531,53.74,43.597027506922,3.80769,19,MDT
07-12-2013,55.73684,60,52,2.73076,56.0,42.9966962759,42.83444459184,43.4420771486447,53.44,43.353649980832,3.80769,19,MDT
07-15-2013,55.78947,60,52,2.78301,56.0,43.467226159674,43.418550654456,43.73494143837299,53.69,43.556464585906994,3.80769,19,MDT
07-16-2013,55.78947,60,52,2.78301,56.0,43.507789080689,43.2603552624975,43.799842111997,53.52,43.418550654456,3.80769,19,MDT
07-17-2013,55.78947,60,52,2.78301,56.0,43.832292448809,43.743054022576,44.440736264034,54.4,44.13245806432,3.80769,19,MDT
07-18-2013,55.72222,60,52,2.84421,55.5,44.164908401132,44.067557390696,44.416398511424994,54.7,44.37583559041,3.76,18,MDT
07-19-2013,55.72222,60,52,2.84421,55.5,44.335272669395,44.148683232726,44.7125078348345,55.02,44.635438284906,3.76,18,MDT
07-22-2013,55.72222,60,52,2.84421,55.5,44.578650195485,44.578650195485,45.089743000274,55.48,45.00861715824399,3.76,18,MDT
07-23-2013,55.72222,60,52,2.84421,55.5,44.984279405635,44.740901879545,45.130305921289,55.48,45.00861715824399,3.76,18,MDT
07-24-2013,55.72222,60,52,2.84421,55.5,45.03295491085299,44.6313819928045,45.122193337086,55.09,44.692226374327,3.76,18,MDT
07-25-2013,55.88235,60,52,2.84672,56.0,44.765239632154,44.53808727447,45.049180079259,55.38,44.927491316214,3.79167,17,MDT
07-26-2013,55.88235,60,52,2.84672,56.0,44.805802553169,44.489411769252,45.10596816868,55.6,45.10596816868,3.79167,17,MDT
07-29-2013,55.88235,60,52,2.84672,56.0,45.05729266346199,44.773352216357,45.09582743842625,55.32,44.878815810996,3.79167,17,MDT
07-30-2013,55.88235,60,52,2.84672,56.0,45.081630416071,44.643550869109,45.3452894026685,55.07,44.676001205921,3.79167,17,MDT
07-31-2013,55.88235,60,52,2.84672,56.0,44.732789295342,44.643550869109,45.227656931724994,55.24,44.813915137372,3.79167,17,MDT
08-01-2013,55.88235,60,52,2.84672,56.0,44.895040979402,44.805802553169,45.1181370449845,55.49,45.016729742447,3.79167,17,MDT
08-02-2013,55.88235,60,52,2.84672,56.0,44.54619985867299,44.091895143305,44.749014463748,54.94,44.57053761128199,3.79167,17,MDT
08-05-2013,55.88235,60,52,2.84672,56.0,44.424511095628,44.351497837801,44.992391989838,55.36,44.911266147808,3.79167,17,MDT
08-06-2013,55.88235,60,52,2.84672,56.0,44.903153563605,44.692226374327,45.00861715824399,55.13,44.724676711139,3.79167,17,MDT
08-07-2013,55.88235,60,52,2.84672,56.0,44.651663453312,44.4934680613535,44.903153563605,55.18,44.765239632154,3.79167,17,MDT
08-08-2013,55.88235,60,52,2.84672,56.0,45.016729742447,44.935603900417,45.414246368394,55.88,45.333120526364,3.79167,17,MDT
08-09-2013,55.88235,60,52,2.84672,56.0,45.235769515928,44.854478058387,45.251994684334,55.37,44.919378732011,3.79167,17,MDT
08-12-2013,55.88235,60,52,2.84672,56.0,44.789577384763,44.586762779688,44.854478058387,55.22,44.797689968966,3.79167,17,MDT
08-13-2013,56.35294,64,52,3.14252,56.0,44.78146480056,44.335272669395,44.903153563605,54.84,44.489411769252,3.79167,17,MDT
08-14-2013,57.23529,64,52,3.22726,58.0,44.70033895853,44.54619985867299,44.88692839519899,55.2,44.78146480056,3.79167,17,MDT
08-15-2013,57.23529,64,52,3.22726,58.0,44.448848848237,43.872855369824,44.578650195485,54.33,44.07566997489899,3.79167,17,MDT
08-16-2013,57.47059,64,52,3.2741,58.0,43.913418290839,43.718716269967,44.043219638087,53.91,43.73494143837299,3.79167,17,MDT
08-19-2013,57.70588,64,52,3.44306,58.0,43.524014249095,43.459113575471,44.0148255933765,54.1,43.88908053823,3.79167,17,MDT
08-20-2013,57.75,64,52,3.54436,58.0,42.77765650241899,42.50994122372,43.110272454742,52.83,42.858782344449,3.69565,16,MDT
08-21-2013,58.0,63,53,2.76533,58.0,42.769543918216,42.61134852625749,43.142722791554,52.68,42.737093581404,3.75,17,MDT
08-22-2013,58.05882,63,53,2.71099,58.0,42.801994255028,42.75331874981,43.426663238659,53.36,43.28874930720799,3.75,17,MDT
08-23-2013,58.05882,63,53,2.71099,58.0,43.272524138802,42.688418076186,43.580802338516,52.74,42.785769086622,3.75,17,MDT
08-26-2013,58.05882,63,53,2.71099,58.0,42.810106839231,42.469378302705,42.9966962759,52.37,42.485603471111,3.75,17,MDT
08-27-2013,58.05882,63,53,2.71099,58.0,42.096199429367,41.755470892841,42.27078224141556,51.51,41.787921229652994,3.75,17,MDT
08-28-2013,58.05882,63,53,2.71099,58.0,41.763583477044,41.755470892841,42.02318617154,51.56,41.828484150668,3.75,17,MDT
08-29-2013,58.05882,63,53,2.71099,58.0,41.755470892841,41.552656287766,42.469378302705,51.83,42.047523924149,3.75,17,MDT
08-30-2013,58.35294,63,53,2.51913,58.0,42.161100102991,41.804146398059,42.161100102991,51.75,41.982623250525,3.75,17,MDT
09-03-2013,58.35294,63,53,2.51913,58.0,42.388252460675,42.006961003134,42.6519114472725,52.09,42.258451113427,3.75,17,MDT
09-04-2013,58.35294,63,53,2.51913,58.0,43.304974475614,42.8798750633768,43.394212901847,53.2,43.15894795996,3.75,17,MDT
09-05-2013,58.35294,63,53,2.51913,58.0,43.175173128366,43.175173128366,43.597027506922,53.66,43.532126833298,3.75,17,MDT
09-06-2013,58.35294,63,53,2.51913,58.0,43.532126833298,42.899345265464,43.710603685764,53.46,43.369875149238,3.75,17,MDT
09-09-2013,58.35294,63,53,2.51913,58.0,43.386100317644,43.361762565035,43.799842111997,53.92,43.743054022576,3.75,17,MDT
09-10-2013,58.35294,63,53,2.51913,58.0,43.880967954027,43.629477843734,44.018881885478,53.96,43.775504359388,3.75,17,MDT
09-11-2013,58.35294,63,53,2.51913,58.0,43.8079546962,43.775504359388,44.010769301275,54.09,43.880967954027,3.75,17,MDT
09-12-2013,58.35294,63,53,2.51913,58.0,43.864742785621,43.410438070252994,43.978318964463,53.58,43.467226159674,3.75,17,MDT
09-13-2013,58.35294,63,53,2.51913,58.0,43.572689754313,43.353649980832,43.648136787400894,53.58,43.467226159674,3.75,17,MDT
09-16-2013,58.35294,63,53,2.51913,58.0,43.840405033012,43.637590427937,43.99697790812989,54.06,43.856630201418,3.75,17,MDT
09-17-2013,58.35294,63,53,2.51913,58.0,43.840405033012,43.64570301214,43.978318964463,53.94,43.75927919098199,3.75,17,MDT
09-18-2013,58.35294,63,53,2.51913,58.0,43.73494143837299,43.231961217787,44.002656717072,54.08,43.872855369824,3.75,17,MDT
09-19-2013,58.35294,63,53,2.51913,58.0,43.921530875042,43.64570301214,43.92964345924499,54.0,43.8079546962,3.75,17,MDT
09-20-2013,58.35294,63,53,2.51913,58.0,44.010769301275,43.524014249095,44.05133222228999,53.71,43.572689754313,3.75,17,MDT
09-23-2013,58.35294,63,53,2.51913,58.0,43.580802338516,43.418550654456,43.718716269967,53.76,43.613252675328,3.75,17,MDT
09-24-2013,58.35294,63,53,2.51913,58.0,43.686265933155,43.329312228223,43.69997620045807,53.43,43.345537396629,3.75,17,MDT
09-25-2013,58.35294,63,53,2.51913,58.0,43.369875149238,42.801994255028,43.386100317644,52.81,42.842557176043,3.75,17,MDT
09-26-2013,58.35294,63,53,2.51913,58.0,42.785769086622,42.761431334013,43.102159870539,52.94,42.94802077068199,3.75,17,MDT
09-27-2013,58.35294,63,53,2.51913,58.0,42.818219423434,42.704643244592,43.085934702133,53.0,42.9966962759,3.75,17,MDT
09-30-2013,58.35294,63,53,2.51913,58.0,42.850669760246,42.67219290778,43.710603685764,53.25,43.199510880975,3.75,17,MDT
10-01-2013,58.35294,63,53,2.51913,58.0,43.272524138802,43.037259196915,43.467226159674,53.52,43.418550654456,3.75,17,MDT
10-02-2013,58.35294,63,53,2.51913,58.0,43.279911405045,43.20651415563,43.655052902055,53.52,43.64689765212,3.75,17,MDT
10-03-2013,58.35294,63,53,2.51913,58.0,43.491947903355,42.9137406829635,43.5490346529,53.04,43.25544565524,3.75,17,MDT
10-04-2013,58.35294,63,53,2.51913,58.0,43.214669405565,43.002632907255,43.5490346529,53.35,43.508258403225,3.75,17,MDT
10-07-2013,58.35294,63,53,2.51913,58.0,43.19020365576,42.921080407905,43.20651415563,52.72,42.99447765732,3.75,17,MDT
10-08-2013,58.35294,63,53,2.51913,58.0,43.035253906995,42.76613065914,43.48379265342,52.46,42.78244115901,3.75,17,MDT
10-09-2013,58.35294,63,53,2.51913,58.0,42.86399365836,42.839527908555,43.45117165368,53.06,43.27175615511,3.75,17,MDT
10-10-2013,58.35294,63,53,2.51913,58.0,43.606121402445,43.540879402965,44.258541397245,54.27,44.258541397245,3.75,17,MDT
10-11-2013,58.35294,63,53,2.51913,58.0,44.062815398805,44.05466014887,44.88649564224,54.99,44.845719392565,3.75,17,MDT
10-14-2013,58.35294,63,53,2.51913,58.0,44.65814864406,44.57659614471,45.13115314029,55.19,45.008824391264994,3.75,17,MDT
10-15-2013,58.35294,63,53,2.51913,58.0,44.88649564224,44.4583450206525,45.155618890095,54.58,44.51135414523,3.75,17,MDT
10-16-2013,58.35294,63,53,2.51913,58.0,44.59290664458,44.584751394645,45.24532663938,55.48,45.24532663938,3.75,17,MDT
10-17-2013,58.35294,63,53,2.51913,58.0,45.188239889835,45.06591114081,45.971143883595,56.32,45.93036763392,3.75,17,MDT
10-18-2013,58.35294,63,53,2.51913,58.0,46.06085163288,45.78357313509,46.24026713145,56.59,46.150559382165,3.75,17,MDT
10-21-2013,58.35294,63,53,2.51913,58.0,46.020075383205,45.677554885935,46.0975502575875,56.49,46.069006882815,3.75,17,MDT
10-22-2013,58.35294,63,53,2.51913,58.0,46.134248882295,46.01192013327,46.33813013067,56.73,46.26473288125499,3.75,17,MDT
10-23-2013,58.94118,66,53,3.01897,59.0,46.460458879695,46.40337213015,47.20258662378,57.65,47.015015875275,3.83333,17,MDT
10-24-2013,58.94118,66,53,3.01897,59.0,46.933463375924994,46.4890022544675,47.047636875014994,57.5,46.89268712625,3.83333,17,MDT
10-25-2013,58.94118,66,53,3.01897,59.0,46.99055012547,46.4890022544675,47.12103412443,57.36,46.77851362716,3.83333,17,MDT
10-28-2013,58.94118,66,53,3.01897,59.0,46.754047877355,46.737737377485,47.26782862326,57.65,47.015015875275,3.83333,17,MDT
10-29-2013,58.94118,66,53,3.01897,59.0,47.15365512417,46.9991946904011,47.77345411923,58.5,47.70821211975,3.83333,17,MDT
10-30-2013,60.29412,66,53,3.4601,60.0,47.82238561884,47.03948162508,47.96918011767,57.94,47.25151812339,3.83333,17,MDT
10-31-2013,60.29412,66,53,3.4601,60.0,47.300449623,46.7923775520495,47.373846872415,57.4,46.8111346269,3.83333,17,MDT
11-01-2013,60.29412,66,53,3.4601,60.0,46.933463375924994,46.448226004792495,47.10472362456,57.26,46.69696112781,3.83333,17,MDT
11-04-2013,60.41176,68,53,3.67918,60.0,46.036385883075,46.036385883075,46.868221376445,57.27,46.705116377745,3.83333,17,MDT
11-05-2013,60.41176,68,53,3.67918,60.0,46.32181963079999,46.28919863106,46.672495378005,57.1,46.56647712885,3.83333,17,MDT
11-06-2013,60.41176,68,53,3.67918,60.0,46.99055012547,46.770358377225,47.373846872415,57.47,46.868221376445,3.86957,17,MDT
11-07-2013,60.41176,68,53,3.67918,60.0,46.94161862586,46.69696112781,47.145499874235,57.3,46.72958212755,3.86957,17,MDT
11-08-2013,60.41176,68,53,3.67918,60.0,46.72958212755,46.590942878655,47.33307062274,58.03,47.324915372805,3.86957,17,MDT
11-11-2013,60.41176,68,53,3.67918,60.0,47.4635546217,47.275983873195,47.57772812079,58.09,47.373846872415,3.86957,17,MDT
11-12-2013,60.41176,68,53,3.67918,60.0,47.292294373065,46.933463375924994,47.31676012287,57.89,47.210741873715,3.86957,17,MDT
11-13-2013,60.41176,68,53,3.67918,60.0,47.00686062534,46.72958212755,47.4635546217,58.19,47.455399371765,3.86957,17,MDT
11-14-2013,60.41176,68,53,3.67918,60.0,47.57772812079,47.300449623,47.993645867475,58.84,47.98549061754,3.86957,17,MDT
11-15-2013,60.41176,68,53,3.67918,60.0,47.912093368125,47.38200212235,47.977335367604994,58.55,47.74898836942499,3.86957,17,MDT
11-18-2013,60.76471,68,53,3.90368,60.0,47.651125370204994,47.36569162247999,47.80607511896999,58.31,47.553262370985,3.86957,17,MDT
11-19-2013,60.625,68,53,3.98238,60.0,47.178120873975,46.72958212755,47.6796687449775,57.94,47.25151812339,3.81818,16,MDT
11-20-2013,62.64706,68,55,3.58003,63.0,47.33307062274,46.09347263262,47.36569162247999,56.89,46.395216880215,3.78261,17,MDT
