 Date,AAPL Price Target,AAPL Price Target - High,AAPL Price Target - Low,AAPL Price Target - StdDev,AAPL Price Target - Median,AAPL Open,AAPL Low,AAPL High,AAPL Close,AAPL Adj. Close,AAPL Rating,AAPL Price Target - #,Ticker
02-26-2013,22.09395,31.71429,9.64286,3.86993,21.42857,13.710865875931889,13.52056589999989,13.949358455768778,16.034642,13.869963575810168,4.12281,46,AAPL
02-27-2013,22.09395,31.71429,9.64286,3.86993,21.42857,13.853282052919946,13.6129357783175,13.977162147252333,15.8775,13.7340357630015,4.12281,46,AAPL
02-28-2013,22.09395,31.71429,9.64286,3.86993,21.42857,13.717970985033276,13.63610480038722,13.835982055107944,15.764285,13.63610480038722,4.12281,46,AAPL
03-01-2013,22.09395,31.71429,9.64286,3.86993,21.42857,13.531069593671443,13.283308540006775,13.53662721796855,15.373928,13.298446038092276,4.12281,46,AAPL
03-04-2013,22.09395,31.71429,9.64286,3.86993,21.42857,13.215962243524332,12.944104887907224,13.228316171961882,15.001785,12.976542383804722,4.12281,46,AAPL
03-05-2013,22.09395,31.71429,9.64286,3.86993,21.42857,13.020719658217445,12.998167381069722,13.4442607996505,15.398,13.3192683154588,4.12281,46,AAPL
03-06-2013,21.71739,31.71429,9.64286,3.99277,21.42857,13.423253412307387,13.111853451691388,13.446113629416166,15.202214,13.14991344687779,4.05263,46,AAPL
03-07-2013,21.68095,31.71429,9.64286,4.05093,21.42857,13.114015951417889,13.007744659858446,13.346021032075278,15.377928,13.301906037654678,4.07143,45,AAPL
03-08-2013,21.68095,31.71429,9.64286,4.05093,21.42857,13.27774832071,13.2409858253595,13.451674713712832,15.418571,13.337062228208334,4.07143,45,AAPL
03-11-2013,21.6254,31.71429,9.64286,4.08327,21.42857,13.27620343090539,13.133787253917331,13.56227100472528,15.638214,13.527053399179389,4.05357,45,AAPL
03-12-2013,21.56191,31.71429,9.64286,4.1628,21.42857,13.456926128048666,13.208857134422946,13.55825481023322,15.301071,13.235424741062834,4.05357,45,AAPL
