 Date,MA Price Target,MA Price Target - High,MA Price Target - Low,MA Price Target - StdDev,MA Price Target - Median,MA Open,MA Low,MA High,MA Close,MA Adj. Close,MA Rating,MA Price Target - #,Ticker
03-18-2013,57.18438,63.0,42.5,5.58828,59.0,48.524129846410496,48.4695141872715,48.933747289953,51.501,48.495880367545496,4.08108,32,MA
03-19-2013,57.18438,63.0,42.5,5.58828,59.0,48.609819932301,47.8506622702689,48.76235770167904,51.16,48.17477795778,4.08108,32,MA
03-20-2013,57.18438,63.0,42.5,5.58828,59.0,48.5891036478,48.4337315140425,48.84334895758499,51.862,48.835815763221,4.08108,32,MA
03-21-2013,57.18438,63.0,42.5,5.58828,59.0,48.630536216802,48.327325143651,48.7514439863442,51.401,48.4017154379955,4.08108,32,MA
03-22-2013,57.18438,63.0,42.5,5.58828,59.0,48.572153960481,48.544846130911495,48.850411327301245,51.75,48.730351042125,4.10526,32,MA
03-25-2013,57.44194,63.0,42.5,5.48757,59.0,48.9893045983875,48.850034667583046,49.338656487018,51.999,48.9648217167045,4.13514,31,MA
03-26-2013,57.44194,63.0,42.5,5.48757,59.0,49.24825815465,49.174809509601,50.5844585049645,53.547,50.4224948261385,4.13514,31,MA
03-27-2013,57.44194,63.0,42.5,5.48757,59.0,50.1155171558055,49.943195334729,50.918179015289695,53.803,50.6635570457865,4.13514,31,MA
03-28-2013,57.44194,63.0,42.5,5.48757,59.0,50.69839806972,50.557150675395,51.033625218918,54.113,50.9554683273915,4.13514,31,MA
04-01-2013,57.44194,63.0,42.5,5.48757,59.0,51.078824385102,50.4724022388,51.498799970895,53.723,50.588225102146495,4.13514,31,MA
04-02-2013,57.44194,63.0,42.5,5.48757,59.0,50.914977407685,50.756780326041,51.2247800259045,54.059,50.9046192654345,4.13514,31,MA
04-03-2013,57.44194,63.0,42.5,5.48757,59.0,50.9291021471175,49.9441369840245,51.127790148468,53.325,50.2134486825375,4.13514,31,MA
04-04-2013,57.44194,63.0,42.5,5.48757,59.0,50.166366217762494,49.920595751637,50.438502864162,53.422,50.304788664201,4.13514,31,MA
04-05-2013,57.44194,63.0,42.5,5.48757,59.0,49.6505492575092,49.6118982261513,50.2133459824035,53.16,50.114361633804,4.13514,31,MA
04-08-2013,57.44194,63.0,42.5,5.48757,59.0,50.0285751983511,49.9427887628982,50.4971011150554,53.437,50.3754917724903,4.13514,31,MA
04-09-2013,57.44194,63.0,42.5,5.48757,59.0,50.34061157346,49.3177733045985,50.374077710367445,52.764,49.741049233371605,4.13514,31,MA
04-10-2013,57.44194,63.0,42.5,5.48757,59.0,49.9324189739973,49.8155231718417,50.7158093900562,53.443,50.3811480209817,4.13514,31,MA
04-11-2013,57.44194,63.0,42.5,5.48757,59.0,50.3802053128998,50.205804317748296,51.1249446976008,54.124,51.0231322247556,4.13514,31,MA
04-12-2013,57.35667,63.0,42.5,5.55804,59.0,50.4018875987835,49.926762725505895,50.56874692927981,53.299,50.2453980571881,4.08108,30,MA
04-15-2013,57.35667,63.0,42.5,5.55804,59.0,49.9852106265837,49.182023340804896,50.326470952231496,52.171,49.182023340804896,4.08108,30,MA
04-16-2013,57.35667,63.0,42.5,5.55804,59.0,49.3140024722709,49.215018123671406,50.1124762176402,53.158,50.1124762176402,4.08108,30,MA
04-17-2013,57.35667,63.0,42.5,5.55804,59.0,49.7042836181775,49.462007641129205,50.0446012357434,52.576,49.5638201139744,4.08108,30,MA
04-18-2013,57.35667,63.0,42.5,5.55804,59.0,49.5628774058925,49.11509106699,49.6316950958712,52.1,49.11509106699,4.08108,30,MA
04-19-2013,57.35667,63.0,42.5,5.55804,59.0,49.2876066459777,48.88507972208722,49.3705649571849,52.196,49.2055910428524,4.08108,30,MA
04-22-2013,57.35667,63.0,42.5,5.55804,59.0,49.2140754155895,48.9067525808901,49.3686795410211,52.211,49.219731664080896,4.08108,30,MA
04-23-2013,57.35667,63.0,42.5,5.55804,59.0,49.5807888594486,49.3592524602021,50.0757106024461,53.1,50.05779914889,4.08108,30,MA
04-24-2013,57.35667,63.0,42.5,5.55804,59.0,50.1492418328343,50.07949086185452,50.4113146796025,53.202,50.1539553732438,4.08108,30,MA
04-25-2013,57.59333,63.0,42.5,5.61207,59.5,50.3528667785247,49.5063149209785,50.81196561441,53.514,50.44808029479661,4.08108,30,MA
04-26-2013,57.59333,63.0,42.5,5.61207,59.5,50.3613511512618,50.2906480451193,50.7327781355304,53.533,50.4659917483527,4.08108,30,MA
04-29-2013,57.59333,63.0,42.5,5.61207,59.5,50.6686739859612,50.467877164516494,50.9052937145181,53.901,50.8129083224919,4.08108,30,MA
04-30-2013,57.59333,63.0,42.5,5.61207,59.5,50.8864395528801,50.8656999750783,52.1251579724967,55.293,52.1251579724967,4.08108,30,MA
05-01-2013,57.89333,65.0,43.0,5.30088,60.0,50.7902833285263,50.5310386060038,51.3634498423215,53.982,50.8892676771258,4.08108,30,MA
05-02-2013,58.02069,65.0,43.0,5.25812,60.0,50.52915318984,50.4999292393011,51.59724144663269,54.553,51.4275539918907,4.05405,29,MA
05-03-2013,58.02069,65.0,43.0,5.25812,60.0,52.0129757107506,51.9083351136597,52.5710588952354,55.355,52.1836058735745,4.05405,29,MA
05-06-2013,58.02069,65.0,43.0,5.25812,60.0,52.188319413984,51.569054474983886,52.4871578759463,54.773,51.6349497699087,4.05405,29,MA
05-07-2013,58.02069,65.0,43.0,5.25812,60.0,51.6679445527752,51.4190696191536,52.0308871643067,55.126,51.9677257228194,4.05405,29,MA
05-08-2013,58.02069,65.0,43.0,5.25812,60.0,51.95924135008229,51.6867987144132,52.31605635908145,55.372,52.1996319109668,4.05405,29,MA
05-09-2013,58.02069,65.0,43.0,5.25812,60.0,52.1270433886605,51.83857471559909,52.4305953910323,55.188,52.0261736238972,4.05405,29,MA
05-10-2013,58.02069,65.0,43.0,5.25812,60.0,52.2062308675401,50.32128605778105,52.5597463982526,55.513,52.3325537505147,4.05405,29,MA
05-13-2013,58.02069,65.0,43.0,5.25812,60.0,52.13175692907,52.13175692907,52.6417620013779,55.584,52.399486024329605,4.05405,29,MA
05-14-2013,58.02069,65.0,43.0,5.25812,60.0,52.5899130568734,52.45435163469618,53.8521991785375,56.968,53.704194009679206,4.05405,29,MA
05-15-2013,58.02069,65.0,43.0,5.25812,60.0,53.7664127430846,53.6551731894204,54.2010011688405,57.436,54.1453813920084,4.05405,29,MA
05-16-2013,58.02069,65.0,43.0,5.25812,60.0,54.0049178878053,53.74755858144661,54.0793918262754,57.014,53.74755858144661,4.05405,29,MA
05-17-2013,58.02069,65.0,43.0,5.25812,60.0,54.1453813920084,53.9464699867275,55.14842279115,58.478,55.1276832133482,4.05405,29,MA
05-20-2013,58.02069,65.0,43.0,5.25812,60.0,54.9730790879166,54.8674957827438,55.4821414521426,58.334,54.991933249554606,4.05405,29,MA
05-21-2013,58.02069,65.0,43.0,5.25812,60.0,55.10411551130071,54.903318689856,55.52550602391,58.485,55.1342821699215,4.05405,29,MA
05-22-2013,58.02069,65.0,43.0,5.25812,60.0,55.33696440753,54.3131834305866,55.4585737500951,57.671,54.3669177912549,4.05405,29,MA
05-23-2013,58.02069,65.0,43.0,5.25812,60.0,53.7126783824163,53.5816419590322,54.393313617548095,56.973,53.708907550088696,4.05405,29,MA
05-24-2013,58.02069,65.0,43.0,5.25812,60.0,53.427980541682494,53.1046316695908,54.0049178878053,57.146,53.8719960482574,4.05405,29,MA
05-28-2013,58.63103,79.0,43.0,6.48702,60.0,54.6770687502,54.27311833710585,55.1738759093613,57.574,54.2754751073106,4.05405,29,MA
05-29-2013,58.63103,79.0,43.0,6.48702,60.0,53.9530689433008,53.7767825319855,54.31972582467498,57.301,54.018115800951904,4.05405,29,MA
05-30-2013,58.63103,79.0,43.0,6.48702,60.0,54.069022037374495,53.9238449927619,54.9259436838216,57.616,54.3150688467504,4.05405,29,MA
05-31-2013,58.63103,79.0,43.0,6.48702,60.0,54.224568870888,53.6975950531059,54.733631235114,57.025,53.7579283703475,4.05405,29,MA
06-03-2013,58.63103,79.0,43.0,6.48702,60.0,53.8606835512746,53.60841486855816,54.2915011447029,57.591,54.2915011447029,4.05405,29,MA
06-04-2013,58.80345,79.0,43.0,6.52103,60.0,54.2509646971812,53.1677931110781,54.38481981773018,56.822,53.56655862972181,4.05405,29,MA
06-05-2013,58.80345,79.0,43.0,6.52103,60.0,53.26300662735,52.7237776045032,53.565615921639896,55.957,52.7511161388783,4.05405,29,MA
06-06-2013,58.80345,79.0,43.0,6.52103,60.0,52.5795432679725,52.518267242649,53.2780899566604,56.495,53.2582930869405,4.05405,29,MA
06-07-2013,58.80345,79.0,43.0,6.52103,60.0,53.5222513498725,53.1376264524573,53.6749700591403,56.625,53.3808451375875,4.05405,29,MA
06-10-2013,58.80345,79.0,43.0,6.52103,60.0,53.508110728644,53.04242236326622,53.648574232847096,56.578,53.3365378577382,4.05405,29,MA
06-11-2013,58.80345,79.0,43.0,6.52103,60.0,52.9962202401723,52.7916525864,53.2856316213156,56.044,52.8331317420036,4.05405,29,MA
06-12-2013,59.27667,79.0,43.0,6.82645,60.0,53.241324341466296,52.6012255538562,53.273376416250905,55.798,52.6012255538562,4.05405,30,MA
06-13-2013,59.41,79.0,43.0,6.93606,60.0,52.5616318144164,52.5144964103214,54.2566209456726,57.372,54.0850480747668,4.05405,30,MA
06-14-2013,59.41,79.0,43.0,6.93606,60.0,54.1123866091419,53.658944021748,54.18496570436738,57.116,53.8437148058004,4.05405,30,MA
06-17-2013,59.41,79.0,43.0,6.93606,60.0,54.1180428576333,54.1180428576333,54.7694541422262,57.819,54.5064385873761,4.05405,30,MA
06-18-2013,59.41,79.0,43.0,6.93606,60.0,54.8231885028945,54.6987510360837,55.1371102941672,58.441,55.0928030143179,4.05405,30,MA
06-19-2013,59.55806,79.0,43.0,6.87129,60.0,55.1993290275726,55.1748186174432,55.79793923249828,58.637,55.2775737983703,4.05263,31,MA
06-20-2013,59.55806,79.0,43.0,6.87129,60.0,54.639360426924,53.9408137382361,55.214318086074805,57.272,53.9907772665768,4.05263,31,MA
06-21-2013,60.11,79.0,46.0,6.27255,60.0,54.6007093955661,53.6287773631272,54.667641669381,57.329,54.0445116272451,4.10811,30,MA
06-24-2013,60.11,79.0,46.0,6.27255,60.0,53.10934521000031,52.5540901497612,53.6947669288602,56.26,53.036756687694,4.10811,30,MA
06-25-2013,60.38667,79.0,46.0,5.97906,60.0,53.47653000790035,52.9443712956678,53.5109388528897,56.458,53.2234128879102,4.10811,30,MA
06-26-2013,60.38667,79.0,46.0,5.97906,60.0,53.54581905192,53.1489389494401,53.993605390822495,57.0,53.7343606683,4.10811,30,MA
06-27-2013,60.38667,79.0,46.0,5.97906,60.0,53.8785950048307,53.7343606683,54.4347927731517,57.068,53.7984648178692,4.10811,30,MA
06-28-2013,60.38667,79.0,46.0,5.97906,60.0,53.6561158975023,53.4015847153893,54.158579305155,57.45,54.158579305155,4.10811,30,MA
07-01-2013,60.38667,79.0,46.0,5.97906,60.0,54.5460323268159,54.4461052701345,55.6197768321,58.321,54.97967804448989,4.10811,30,MA
07-02-2013,60.30968,79.0,46.0,5.89693,60.0,54.856183285761,54.649730215824896,55.5207924835005,58.306,54.9655374232614,4.07895,31,MA
07-03-2013,60.30968,79.0,46.0,5.89693,60.0,54.6563291723982,54.6563291723982,55.3982404328535,58.618,55.2596623448142,4.07895,31,MA
07-05-2013,60.30968,79.0,46.0,5.89693,60.0,55.6767662537,55.29929665198,56.1514342778629,59.503,56.1514342778629,4.07895,31,MA
07-08-2013,61.07742,79.0,46.0,6.18008,60.3,56.35432418878741,55.5984413113431,56.87900693517821,58.929,55.6097653993947,4.07895,31,MA
07-09-2013,61.24516,79.0,46.0,6.07713,60.3,56.0278129832996,55.8532332925041,56.28921068249071,59.359,56.015545221243705,4.07895,31,MA
07-10-2013,61.24516,79.0,46.0,6.07713,60.3,56.016488895248,55.4295236645734,56.1618146919102,59.091,55.7626405880913,4.07895,31,MA
07-11-2013,61.24516,79.0,46.0,6.07713,60.3,56.32035192463261,55.88069420602923,56.7733154466966,60.102,56.7166950064386,4.07895,31,MA
07-12-2013,61.24516,79.0,46.0,6.07713,60.3,56.6912158083225,56.276942920434806,56.79218892678261,59.886,56.51286142150981,4.07895,31,MA
07-15-2013,62.55312,79.0,46.0,6.80868,61.75,56.5487210336732,56.05423585542,56.620440258,59.587,56.2307028942241,4.10256,32,MA
07-16-2013,62.55312,79.0,46.0,6.80868,61.75,56.2637314843746,55.61825846543341,56.4232123911013,58.979,55.6569490996097,4.10256,32,MA
07-17-2013,62.55312,79.0,46.0,6.80868,61.75,55.01619445069,55.0114760806685,56.0485738113942,59.335,55.9928970451405,4.10256,32,MA
07-18-2013,62.74062,79.0,46.0,6.88135,61.75,56.245801678292906,56.1033069036436,56.6902721343182,59.692,56.3297886646756,4.10256,32,MA
07-19-2013,62.74062,79.0,46.0,6.88135,61.75,56.505312029475405,55.9277835388438,56.7100892884085,59.333,55.9910096971319,4.10256,32,MA
07-22-2013,62.98065,79.0,46.0,7.09327,62.0,56.0863207715662,55.9655304990158,56.983660382255074,60.26,56.865795499118,4.07895,31,MA
07-23-2013,63.20645,79.0,46.0,6.90964,62.0,56.9818674016469,56.38452175692501,57.0781221500855,59.8,56.43170545714,4.07895,31,MA
07-24-2013,63.20645,79.0,46.0,6.90964,62.0,56.4628466992819,55.64373766354951,56.620440258,59.099,55.7701899801257,4.07895,31,MA
07-25-2013,63.20645,79.0,46.0,6.90964,62.0,56.073109335506,56.06744729148021,56.7959636227998,59.898,56.524185509561406,4.07895,31,MA
07-26-2013,63.20645,79.0,46.0,6.90964,62.0,56.30053477054231,55.9523190629556,56.5949610598839,59.815,56.4458605672045,4.07895,31,MA
07-29-2013,63.20645,79.0,46.0,6.90964,62.0,56.5138050955141,56.1042505776479,56.7138639844257,59.702,56.3392254047186,4.07895,31,MA
07-30-2013,63.20645,79.0,46.0,6.90964,62.0,56.58741166784951,56.5326785756001,56.988473119677,60.142,56.75444196661061,4.07895,31,MA
07-31-2013,64.66452,79.0,47.5,6.01303,64.0,58.9314978945307,53.5082033918186,59.0956971712789,61.061,57.6216783765623,4.07895,31,MA
08-01-2013,66.95161,79.0,52.5,5.53166,68.3,58.3888853420582,58.3888853420582,61.30578168934951,64.638,60.99720028994341,4.07895,31,MA
08-02-2013,66.95161,79.0,52.5,5.53166,68.3,60.7990287490404,60.43288323537201,61.0575954262186,64.557,60.9207626955951,4.07895,31,MA
08-05-2013,66.95161,79.0,52.5,5.53166,68.3,60.5102645037246,60.43571425738491,60.947657404717646,64.245,60.62633640625351,4.07895,31,MA
08-06-2013,67.29032,79.0,52.5,5.5089,68.5,60.603688230150304,60.3904179051785,61.997494734501394,65.4,61.71627988122001,4.07895,31,MA
08-07-2013,67.47742,79.0,52.5,5.66351,68.5,61.62191248079,60.87074797336721,61.62191248079,64.632,60.99153824591761,4.07895,31,MA
08-08-2013,67.47742,79.0,52.5,5.66351,68.5,61.250104923095805,60.5357437018407,61.3388102795,64.584,60.9462418937112,4.07895,31,MA
08-09-2013,67.47742,79.0,52.5,5.66351,68.5,61.0906240163691,60.1762039062024,61.0906240163691,63.796,60.2026267783228,4.07895,31,MA
08-12-2013,67.47742,79.0,52.5,5.66351,68.5,60.3583329890323,59.37549651355385,60.3583329890323,63.072,59.519406799209605,4.07895,31,MA
08-13-2013,67.47742,79.0,52.5,5.66351,68.5,60.0941042678283,59.4712794249903,60.0941042678283,63.333,59.7657057143319,4.07895,31,MA
08-14-2013,67.8871,79.0,52.5,5.8463,69.0,59.980863387312304,59.26933318807011,60.1243018359659,62.998,59.4495749228914,4.07895,31,MA
08-15-2013,67.91935,79.0,52.5,5.89682,69.0,58.87204643225981,58.09587456372305,58.9598081146597,61.874,58.3888853420582,4.07895,31,MA
08-16-2013,67.91935,79.0,52.5,5.89682,69.0,58.347363685869,58.1416427529316,58.9069623704189,61.821,58.3388706198303,4.07895,31,MA
08-19-2013,67.91935,79.0,52.5,5.89682,69.0,58.4275759762345,58.27186976552501,59.074521126622415,61.989,58.4974078525527,4.07895,31,MA
08-20-2013,67.91935,79.0,52.5,5.89682,69.0,58.616310777094505,58.41115604855968,58.987174660784405,62.241,58.73521370163631,4.07895,31,MA
08-21-2013,67.91935,79.0,52.5,5.89682,69.0,58.4709849804323,58.3199971397443,59.2240368358637,61.931,58.4426747603033,4.07895,31,MA
08-22-2013,67.91935,79.0,52.5,5.89682,69.0,58.79089046789,58.2114746292498,58.79089046789,62.108,58.6097050590644,4.07895,31,MA
08-23-2013,67.91935,79.0,52.5,5.89682,69.0,58.699354089472905,58.3199971397443,59.1287257614294,62.611,59.0843730832273,4.07895,31,MA
08-26-2013,67.91935,79.0,52.5,5.89682,69.0,59.05040081907251,57.9925422602522,59.05040081907251,61.518,58.052937396527405,4.07895,31,MA
08-27-2013,67.91935,79.0,52.5,5.89682,69.0,57.3923655935174,57.1743768985241,57.80851639267366,60.792,57.367830069405606,4.07895,31,MA
08-28-2013,67.91935,79.0,52.5,5.89682,69.0,57.17720792053701,57.131534098728885,57.8679772916846,61.061,57.6216783765623,4.07895,31,MA
08-29-2013,67.91935,79.0,52.5,5.89682,69.0,57.611297962515,57.6065795924935,58.356800425912006,61.257,57.8066384814051,4.07895,31,MA
08-30-2013,67.91935,79.0,52.5,5.89682,69.0,57.9368654939985,56.959219225543706,58.0340639164414,60.608,57.1941940526144,4.07895,31,MA
09-03-2013,67.91935,79.0,52.5,5.89682,69.0,57.752849063160006,57.6103542885107,58.9626391366726,62.345,58.8333557980835,4.07895,31,MA
09-04-2013,67.91935,79.0,52.5,5.89682,69.0,58.8333557980835,58.27186976552501,59.231586227898106,62.34,58.828637428062,4.07895,31,MA
09-05-2013,67.91935,79.0,52.5,5.89682,69.0,58.79089046789,58.7408757456621,59.6052811336009,62.9,59.35709487047,4.07895,31,MA
09-06-2013,67.91935,79.0,52.5,5.89682,69.0,59.64019707176001,59.17921232065945,60.3706007510882,63.662,60.07617446174661,4.07895,31,MA
09-09-2013,67.91935,79.0,52.5,5.89682,69.0,60.2073451483443,59.9733139952779,60.4791232615827,64.04,60.43288323537201,4.07895,31,MA
09-10-2013,67.91935,79.0,52.5,5.89682,69.0,60.7707185289114,60.738161775763054,61.536981820403,65.15,61.480361380145006,4.07895,31,MA
09-11-2013,68.03226,79.0,52.5,5.85405,69.0,61.574728780575,60.8462124492554,62.58738535458933,65.846,62.1371584871378,4.07895,31,MA
09-12-2013,69.06452,79.0,57.9,5.42625,70.0,62.4476272345525,61.763463581435005,63.44320330908901,66.752,62.9921271350336,4.07895,31,MA
09-13-2013,69.30645,79.0,57.9,5.62609,70.0,62.92418260672401,62.72514288573705,63.20728480801401,66.641,62.88737932055631,4.07895,31,MA
09-16-2013,69.30645,79.0,57.9,5.62609,70.0,63.584754409734,63.0987622975195,63.697995290250006,67.1,63.32052568853,4.07895,31,MA
09-17-2013,69.30645,79.0,57.9,5.62609,70.0,63.53851438352331,63.37072914555876,64.24957274576336,67.917,64.0915073500431,4.07895,31,MA
09-18-2013,69.30645,79.0,57.9,5.62609,70.0,64.07546489197001,63.83355406096769,64.9738425440636,68.764,64.8907992316852,4.07895,31,MA
09-19-2013,69.30645,79.0,57.9,5.62609,70.0,65.2786492474525,64.65181379009623,65.58628697285431,68.637,64.7709526331391,4.07895,31,MA
09-20-2013,69.30645,79.0,57.9,5.62609,70.0,65.0823650545581,64.40386344546641,65.08283689156025,68.574,64.7115011708682,4.07895,31,MA
09-23-2013,69.30645,79.0,57.9,5.62609,70.0,64.6756415587048,64.18021270644729,65.11256262269569,68.299,64.4519908196857,4.07895,31,MA
09-24-2013,69.30645,79.0,57.9,5.62609,70.0,64.40575079347501,64.0134655098875,65.2701561814138,68.537,64.67658523270912,4.07895,31,MA
09-25-2013,69.30645,79.0,57.9,5.62609,70.0,64.5171043259824,63.39035756484821,64.7398113909972,67.194,63.4092310449342,4.07895,31,MA
09-26-2013,69.30645,79.0,57.9,5.62609,70.0,63.7196997923489,63.46158607869277,64.14818441074135,67.758,63.9414631833594,4.07895,31,MA
09-27-2013,69.30645,79.0,57.9,5.62609,70.0,63.927308073294896,63.71026305230591,64.4161312075223,68.185,64.3444119831955,4.07895,31,MA
09-30-2013,69.30645,79.0,57.9,5.62609,70.0,63.94901257539381,63.2431444201774,63.963158248718265,67.278,63.48849966129541,4.07895,31,MA
10-01-2013,69.30645,79.0,57.9,5.62609,70.0,63.6432621980006,63.460189441166406,64.13018854747935,67.779,63.9612803374497,4.07895,31,MA
10-02-2013,69.25,79.0,57.9,5.71044,70.0,63.738573272434905,63.35286539665736,63.8319969988606,67.631,63.821616584813306,4.08108,30,MA
10-03-2013,69.25,79.0,57.9,5.71044,70.0,63.5262466214674,62.664672255541504,63.78292595063701,66.906,63.137452931695805,4.08108,30,MA
10-04-2013,69.25,79.0,57.9,5.71044,70.0,63.0430855312658,62.9845777429992,63.6715724181296,67.333,63.5404017315319,4.08108,30,MA
10-07-2013,69.25,79.0,57.9,5.71044,70.0,63.07286648304581,62.826347896803696,63.37700052430999,66.607,62.9113543058527,4.08108,30,MA
10-08-2013,69.47586,79.0,57.9,5.67479,70.0,62.933078165943,61.5295279009784,63.032252309833495,65.387,61.7590452054107,4.11111,29,MA
10-09-2013,69.47586,79.0,57.9,5.67479,70.0,61.934725117445296,61.15173108369496,62.76013734931109,65.723,62.0764024658603,4.11111,29,MA
10-10-2013,69.47586,79.0,57.9,5.67479,70.0,63.1257593597874,62.9878600739968,64.0938879072899,67.859,64.0938879072899,4.11111,29,MA
10-11-2013,69.47586,79.0,57.9,5.67479,70.0,64.1184453143485,63.824700945301394,64.74985403045135,68.418,64.6218721590498,4.11111,29,MA
10-14-2013,69.52759,79.0,57.9,5.64965,70.0,64.17228270674619,63.68869069082301,65.1763028491805,68.91,65.086573861851,4.11111,29,MA
10-15-2013,69.52759,79.0,57.9,5.64965,70.0,64.9118384654725,64.47830577932261,65.4776033434764,68.639,64.83061011904789,4.11111,29,MA
10-16-2013,69.7,79.0,57.9,5.42821,70.0,65.1205764254706,64.96076437645847,66.0773707850999,69.55,65.691063881755,4.11111,29,MA
10-17-2013,69.7,79.0,57.9,5.42821,70.0,65.42565498239091,65.4180988571421,66.58835375505,70.464,66.5543511914304,4.11111,29,MA
10-18-2013,69.7,79.0,57.9,5.42821,70.0,66.77725688627,66.219992649171,67.66415708734789,71.519,67.5508152086159,4.11111,29,MA
10-21-2013,69.7,79.0,57.9,5.42821,70.0,67.7236615736822,66.98316129929981,67.99284853567069,71.784,67.80111185748241,4.11111,29,MA
10-22-2013,69.95862,79.0,57.9,5.49549,70.5,68.1713619946736,67.6849364317821,68.704068824714,71.868,67.88045117259479,4.11111,29,MA
10-23-2013,70.38966,80.0,57.9,5.76914,70.7,67.62732097675999,66.7782014019261,67.6858809474382,71.097,67.1522296017417,4.11111,29,MA
10-24-2013,70.67241,84.0,57.9,6.21139,70.7,67.4903662066255,67.43937180635265,68.6653436828139,72.469,68.4481050819109,4.11111,29,MA
10-25-2013,71.06897,84.0,57.9,5.84153,71.0,68.47738506725,68.01007650123796,69.1810492310445,72.378,68.3621541572058,4.11111,29,MA
10-28-2013,72.51724,84.0,57.9,6.67177,73.5,68.3857670486083,68.13359081358615,69.10076540027599,72.994,68.9439758013634,4.11111,29,MA
