 Date,GS Price Target,GS Price Target - High,GS Price Target - Low,GS Price Target - StdDev,GS Price Target - Median,GS Open,GS Low,GS High,GS Close,GS Adj. Close,GS Rating,GS Price Target - #,Ticker
09-19-2013,163.5,190.0,117.0,18.28748,165.0,144.785733026743,142.388137942736,145.050236399,167.78,143.156050958966,3.25926,22,GS
09-20-2013,163.5,190.0,117.0,18.28748,165.0,143.3437630296,139.95641339134102,144.83692722782502,169.75,144.83692722782502,3.25926,22,GS
09-23-2013,163.90909,190.0,117.0,18.12559,165.0,143.49734563284602,140.545146703784,143.736251904562,165.25,140.99736214667502,3.25926,22,GS
09-24-2013,163.90909,190.0,117.0,18.12559,165.0,141.227736051544,139.051982505559,141.97858433408,162.97,139.051982505559,3.25926,22,GS
09-25-2013,163.90909,190.0,117.0,18.12559,165.0,139.299421144122,137.507624106252,139.666312918543,162.31,138.48884629365702,3.25926,22,GS
09-26-2013,163.90909,190.0,117.0,18.12559,165.0,138.99225593763,137.405235704088,139.871089722871,162.29,138.471781559963,3.25926,22,GS
09-27-2013,163.59091,190.0,117.0,17.72174,165.0,137.106602864443,136.031524641721,137.32844440246498,159.85,136.389884049295,3.18519,22,GS
09-30-2013,163.59091,190.0,117.0,17.72174,165.0,134.572489910884,133.591267723479,135.784086003158,158.21,134.990575886387,3.18519,22,GS
10-01-2013,163.59091,190.0,117.0,17.72174,165.0,135.545179731442,134.435972041332,136.782372924257,159.0,135.6646328673,3.18519,22,GS
10-02-2013,163.45455,187.0,117.0,17.52849,165.0,134.546892810343,134.401842573944,136.159510144426,158.67,135.383064761349,3.18519,22,GS
10-03-2013,163.45455,187.0,117.0,17.52849,165.0,135.348935293961,132.644175003462,135.801150736852,156.85,133.830173995195,3.18519,22,GS
10-04-2013,163.45455,187.0,117.0,17.52849,165.0,134.02641843267602,133.181714114823,134.171468669075,156.55,133.57420298978502,3.18519,22,GS
10-07-2013,163.73913,187.0,117.0,17.19509,165.0,132.396736364899,131.586161514434,133.27557015014,154.25,131.611758614975,3.17857,23,GS
10-08-2013,163.73913,187.0,117.0,17.19509,165.0,131.927456188314,130.5452127591,132.976937310495,153.05,130.58787459333502,3.17857,23,GS
10-09-2013,163.73913,187.0,117.0,17.19509,165.0,131.023025302532,130.400162522701,132.524721867604,154.44,131.773873585068,3.17857,23,GS
10-10-2013,163.73913,187.0,117.0,17.19509,165.0,133.813109261501,133.1049228132,135.016172986928,158.01,134.81992854944698,3.17857,23,GS
10-11-2013,163.73913,187.0,117.0,17.19509,165.0,135.22948215810302,134.401842573944,136.93834459022014,160.0,136.517869552,3.17857,23,GS
10-14-2013,163.73913,187.0,117.0,17.19509,165.0,134.999108253234,134.38477784025,136.44961061722398,159.46,136.057121742262,3.17857,23,GS
10-15-2013,163.73913,187.0,117.0,17.19509,165.0,136.355754581907,134.393310207097,136.551999019388,157.63,134.495698609261,3.17857,23,GS
10-16-2013,163.73913,187.0,117.0,17.19509,165.0,135.306273459726,134.38477784025,138.65096126375,162.25,138.437652092575,3.17857,23,GS
10-17-2013,163.73913,187.0,117.0,17.19509,165.0,133.5102102384325,133.096390446353,135.83528020424,158.32,135.084431921704,3.17857,23,GS
10-18-2013,163.91304,185.0,117.0,17.20443,165.0,135.52811499774802,133.685123758796,136.26189854659,158.69,135.400129495043,3.17857,23,GS
10-21-2013,163.91304,185.0,117.0,17.20443,165.0,135.383064761349,135.024705353775,137.072473397055,159.77,136.321625114519,3.17857,23,GS
10-22-2013,163.91304,185.0,117.0,17.20443,165.0,137.063941030208,135.007640620081,137.12366759813702,159.25,135.877942038475,3.17857,23,GS
10-23-2013,164.69565,185.0,117.0,17.55101,169.0,134.828460916294,133.582735356632,134.87965511737602,157.74,134.58955464457802,3.25,23,GS
10-24-2013,164.69565,185.0,117.0,17.55101,169.0,136.048589375415,135.51958263090103,136.816502391645,159.96,136.483740084612,3.25,23,GS
10-25-2013,164.69565,185.0,117.0,17.55101,169.0,136.517869552,136.441078250377,138.429119725728,162.09,138.301134223023,3.25,23,GS
10-28-2013,164.69565,185.0,117.0,17.55101,169.0,138.2243429214,136.731178723175,138.386457891493,161.45,137.755062744815,3.25,23,GS
10-29-2013,164.69565,185.0,117.0,17.55101,169.0,138.284069489329,137.379638603547,139.17143564141702,162.11,138.31819895671703,3.25,23,GS
10-30-2013,164.69565,185.0,117.0,17.55101,169.0,138.702155464832,137.499091739405,139.0477163221355,162.05,138.267004755635,3.25,23,GS
10-31-2013,164.69565,185.0,117.0,17.55101,169.0,138.301134223023,137.25165310084202,139.376212445745,160.86,137.25165310084202,3.25,23,GS
11-01-2013,164.69565,185.0,117.0,17.55101,169.0,137.396703337241,137.13228528865247,138.73628493222,162.05,138.267004755635,3.25,23,GS
11-04-2013,164.69565,185.0,117.0,17.55101,169.0,138.582702328974,137.87451588067302,139.282356410428,163.16,139.214097475652,3.25,23,GS
11-05-2013,164.69565,185.0,117.0,17.55101,169.0,137.94277481544898,137.183394166066,138.7638444771358,161.95,138.181681087165,3.25,23,GS
11-06-2013,164.69565,185.0,117.0,17.55101,169.0,138.676558364291,138.505911027351,140.18678729621,163.52,139.52126268214403,3.25,23,GS
