 Date,META Price Target,META Price Target - High,META Price Target - Low,META Price Target - StdDev,META Price Target - Median,META Open,META Low,META High,META Close,META Adj. Close,META Rating,META Price Target - #,Ticker
07-13-2018,224.74419,275.0,138.0,26.82683,228.0,207.81,206.45,208.43,207.32,207.32,4.56522,43,META
07-16-2018,225.4186,275.0,142.0,27.12438,228.0,207.5,206.84,208.72,207.23,207.23,4.56522,43,META
07-17-2018,225.4186,275.0,142.0,27.12438,228.0,204.9,204.84,210.46,209.99,209.99,4.56522,43,META
07-18-2018,225.88372,275.0,142.0,26.85466,228.0,209.82,208.44,210.99,209.36,209.36,4.56522,43,META
07-19-2018,226.81395,275.0,142.0,26.70359,230.0,208.77,207.76,209.99,208.09,208.09,4.56522,43,META
07-20-2018,228.36364,275.0,142.0,26.35258,230.0,208.85,208.5,211.5,209.94,209.94,4.55319,44,META
07-23-2018,228.36364,275.0,142.0,26.35258,230.0,210.58,208.8,211.62,210.91,210.91,4.55319,44,META
07-24-2018,228.36364,275.0,142.0,26.35258,230.0,215.11,212.6,216.2,214.67,214.67,4.55319,44,META
07-25-2018,229.22727,275.0,140.0,25.13768,230.0,215.715,214.27,218.62,217.5,217.5,4.55319,44,META
07-26-2018,209.0,275.0,140.0,24.98177,205.0,174.89,173.75,180.13,176.26,176.26,4.45833,45,META
07-27-2018,207.68889,275.0,140.0,24.48566,205.0,179.87,173.0,179.93,174.89,174.89,4.45833,45,META
07-30-2018,206.91111,275.0,140.0,24.15949,205.0,175.3,166.56,175.3,171.06,171.06,4.4375,45,META
07-31-2018,206.91111,275.0,140.0,24.15949,205.0,170.67,170.0,174.24,172.58,172.58,4.4375,45,META
08-01-2018,206.91111,275.0,140.0,24.15949,205.0,173.93,170.9,175.08,171.65,171.65,4.4375,45,META
08-02-2018,206.35556,275.0,140.0,23.32014,205.0,170.68,170.27,176.79,176.37,176.37,4.4375,45,META
08-03-2018,205.91111,275.0,140.0,23.15054,205.0,177.69,176.15,178.85,177.78,177.78,4.4375,45,META
08-06-2018,205.91111,275.0,140.0,23.15054,205.0,178.97,178.38,185.79,185.69,185.69,4.4375,45,META
08-07-2018,205.91111,275.0,140.0,23.15054,205.0,186.5,183.72,188.3,183.81,183.81,4.4375,45,META
08-08-2018,205.91111,275.0,140.0,23.15054,205.0,184.75,183.76,186.85,185.18,185.18,4.4375,45,META
08-09-2018,205.91111,275.0,140.0,23.15054,205.0,185.849,182.48,186.57,183.09,183.09,4.4375,45,META
08-10-2018,205.91111,275.0,140.0,23.15054,205.0,182.04,179.42,182.1,180.26,180.26,4.4375,45,META
08-13-2018,205.91111,275.0,140.0,23.15054,205.0,180.1,178.9,182.61,180.05,180.05,4.4375,45,META
08-14-2018,205.91111,275.0,140.0,23.15054,205.0,180.71,178.62,181.99,181.11,181.11,4.4375,45,META
08-15-2018,205.91111,275.0,140.0,23.15054,205.0,179.34,174.78,180.87,179.53,179.53,4.4375,45,META
08-16-2018,205.91111,275.0,140.0,23.15054,205.0,180.42,174.01,180.5,174.7,174.7,4.4375,45,META
08-17-2018,205.91111,275.0,140.0,23.15054,205.0,174.5,172.04,176.22,173.8,173.8,4.4375,45,META
08-20-2018,205.91111,275.0,140.0,23.15054,205.0,174.04,170.91,174.57,172.5,172.5,4.4375,45,META
08-21-2018,205.91111,275.0,140.0,23.15054,205.0,172.81,171.39,174.17,172.62,172.62,4.4375,45,META
08-22-2018,205.91111,275.0,140.0,23.15054,205.0,172.21,172.13,174.24,173.64,173.64,4.4375,45,META
08-23-2018,206.04545,275.0,140.0,23.39479,205.0,173.09,172.83,175.55,172.9,172.9,4.42553,44,META
08-24-2018,206.04545,275.0,140.0,23.39479,205.0,173.7,172.92,174.82,174.645,174.645,4.42553,44,META
08-27-2018,206.04545,275.0,140.0,23.39479,205.0,175.99,175.79,178.67,177.46,177.46,4.42553,44,META
08-28-2018,206.04545,275.0,140.0,23.39479,205.0,178.1,175.83,178.2399,176.26,176.26,4.42553,44,META
08-29-2018,206.04545,275.0,140.0,23.39479,205.0,176.295,174.75,176.79,175.9,175.9,4.42553,44,META
08-30-2018,206.04545,275.0,140.0,23.39479,205.0,175.9,175.7,179.7901,177.64,177.64,4.42553,44,META
08-31-2018,206.04545,275.0,140.0,23.39479,205.0,177.15,174.9815,177.62,175.73,175.73,4.42553,44,META
09-04-2018,206.04545,275.0,140.0,23.39479,205.0,173.5,168.8,173.89,171.16,171.16,4.42553,44,META
09-05-2018,206.04545,275.0,140.0,23.39479,205.0,169.49,166.67,171.125,167.18,167.18,4.42553,44,META
09-06-2018,206.04545,275.0,140.0,23.39479,205.0,166.98,160.0,166.98,162.53,162.53,4.42553,44,META
09-07-2018,206.04545,275.0,140.0,23.39479,205.0,160.31,160.16,164.6269,163.04,163.04,4.42553,44,META
09-10-2018,206.04545,275.0,140.0,23.39479,205.0,163.51,162.16,165.01,164.18,164.18,4.42553,44,META
09-11-2018,206.04545,275.0,140.0,23.39479,205.0,163.94,163.72,167.19,165.94,165.94,4.42553,44,META
09-12-2018,205.81818,275.0,140.0,23.40384,203.5,163.25,161.8,164.49,162.0,162.0,4.42553,44,META
09-13-2018,205.81818,275.0,140.0,23.40384,203.5,162.0,160.86,163.32,161.36,161.36,4.42553,44,META
09-14-2018,205.81818,275.0,140.0,23.40384,203.5,161.715,160.34,162.84,162.32,162.32,4.42553,44,META
09-17-2018,205.81818,275.0,140.0,23.40384,203.5,161.92,159.77,162.06,160.58,160.58,4.42553,44,META
09-18-2018,205.59091,275.0,140.0,23.45917,201.0,159.39,158.8656,161.7639,160.3,160.3,4.42553,44,META
09-19-2018,205.59091,275.0,140.0,23.45917,201.0,160.08,159.48,163.44,163.06,163.06,4.42553,44,META
09-20-2018,205.59091,275.0,140.0,23.45917,201.0,164.5,164.4722,166.45,166.02,166.02,4.42553,44,META
09-21-2018,205.59091,275.0,140.0,23.45917,201.0,166.64,162.81,167.25,162.93,162.93,4.4130400000000005,44,META
09-24-2018,205.59091,275.0,140.0,23.45917,201.0,161.03,160.88,165.7,165.41,165.41,4.4130400000000005,44,META
09-25-2018,205.59091,275.0,140.0,23.45917,201.0,161.99,161.15,165.59,164.91,164.91,4.4130400000000005,44,META
09-26-2018,205.59091,275.0,140.0,23.45917,201.0,164.3,164.21,169.3,166.95,166.95,4.4130400000000005,44,META
09-27-2018,205.59091,275.0,140.0,23.45917,201.0,167.55,167.21,171.77,168.84,168.84,4.4130400000000005,44,META
09-28-2018,205.59091,275.0,140.0,23.45917,201.0,168.33,162.56,168.79,164.46,164.46,4.4130400000000005,44,META
10-01-2018,205.25581,275.0,140.0,23.62605,200.0,163.03,161.26,165.88,162.44,162.44,4.4,43,META
10-02-2018,204.44186,275.0,140.0,24.04773,200.0,161.58,158.67,162.28,159.33,159.33,4.3555600000000005,43,META
10-03-2018,204.56818,275.0,140.0,23.78731,200.0,160.0,159.53,163.66,162.43,162.43,4.3555600000000005,44,META
10-04-2018,204.45455,275.0,140.0,23.82078,200.0,161.46,157.35,161.46,158.85,158.85,4.3555600000000005,44,META
10-05-2018,204.45455,275.0,140.0,23.82078,200.0,159.21,156.2,160.9,157.33,157.33,4.3555600000000005,44,META
10-08-2018,204.11364,275.0,140.0,23.63089,200.0,155.54,154.39,158.34,157.25,157.25,4.3555600000000005,44,META
10-09-2018,204.11364,275.0,140.0,23.63089,200.0,157.69,157.42,160.59,157.9,157.9,4.3555600000000005,44,META
10-10-2018,204.11364,275.0,140.0,23.63089,200.0,156.82,151.31,157.69,151.38,151.38,4.3555600000000005,44,META
10-11-2018,204.11364,275.0,140.0,23.63089,200.0,150.13,149.16,154.81,153.35,153.35,4.37778,44,META
10-12-2018,203.68182,275.0,131.0,24.43895,200.0,156.73,151.2998,156.89,153.74,153.74,4.37778,44,META
10-15-2018,203.53333,275.0,131.0,24.2456,200.0,153.32,152.55,155.57,153.52,153.52,4.3913,45,META
10-16-2018,203.2,275.0,131.0,24.39453,200.0,155.4,155.01,159.46,158.78,158.78,4.3913,45,META
10-17-2018,203.41304,275.0,131.0,24.17021,200.0,159.56,157.95,160.49,159.42,159.42,4.40426,46,META
10-18-2018,203.41304,275.0,131.0,24.17021,200.0,158.51,153.28,158.66,154.92,154.92,4.40426,46,META
10-19-2018,203.41304,275.0,131.0,24.17021,200.0,155.86,153.55,157.35,154.05,154.05,4.40426,46,META
10-22-2018,203.41304,275.0,131.0,24.17021,200.0,154.76,154.46,157.34,154.78,154.78,4.40426,46,META
10-23-2018,202.97826,275.0,131.0,24.0475,200.0,151.22,150.85,154.77,154.39,154.39,4.40426,46,META
10-24-2018,202.65217,275.0,131.0,24.11946,200.0,154.28,145.6,154.65,146.04,146.04,4.40426,46,META
10-25-2018,202.65217,275.0,131.0,24.11946,200.0,147.73,147.0,152.21,150.95,150.95,4.40426,46,META
10-26-2018,202.65217,275.0,131.0,24.11946,200.0,145.82,143.8,149.0,145.37,145.37,4.40426,46,META
10-29-2018,202.65217,275.0,131.0,24.11946,200.0,148.5,139.03,148.83,142.09,142.09,4.40426,46,META
10-30-2018,202.52174,275.0,125.0,24.5195,200.0,139.935,139.7419,146.64,146.22,146.22,4.40426,46,META
10-31-2018,193.97826,275.0,125.0,23.29442,195.0,155.0,148.96,156.4,151.79,151.79,4.40426,46,META
11-01-2018,193.56522,275.0,125.0,23.25908,195.0,151.52,149.35,152.75,151.75,151.75,4.40426,46,META
11-02-2018,193.56522,275.0,125.0,23.25908,195.0,151.8,148.96,154.13,150.35,150.35,4.40426,46,META
11-05-2018,193.23913,275.0,125.0,23.20156,192.5,150.1,147.44,150.19,148.68,148.68,4.40426,46,META
11-06-2018,192.78261,275.0,125.0,23.30974,190.0,149.31,148.0,150.97,149.94,149.94,4.40426,46,META
11-07-2018,192.78261,275.0,125.0,23.30974,190.0,151.57,149.83,153.01,151.53,151.53,4.40426,46,META
11-08-2018,192.78261,275.0,125.0,23.30974,190.0,150.49,146.74,150.94,147.87,147.87,4.40426,46,META
11-09-2018,192.78261,275.0,125.0,23.30974,190.0,146.75,144.07,147.76,144.96,144.96,4.40426,46,META
11-12-2018,192.78261,275.0,125.0,23.30974,190.0,144.48,140.4899,145.04,141.55,141.55,4.40426,46,META
11-13-2018,192.78261,275.0,125.0,23.30974,190.0,142.0,141.62,144.88,142.16,142.16,4.40426,46,META
11-14-2018,192.78261,275.0,125.0,23.30974,190.0,143.7,141.55,145.58,144.22,144.22,4.40426,46,META
11-15-2018,192.78261,275.0,125.0,23.30974,190.0,142.33,140.83,144.84,143.85,143.85,4.40426,46,META
11-16-2018,192.78261,275.0,125.0,23.30974,190.0,141.07,137.77,141.77,139.53,139.53,4.40426,46,META
11-19-2018,192.78261,275.0,125.0,23.30974,190.0,137.61,131.21,137.75,131.55,131.55,4.40426,46,META
11-20-2018,192.67391,275.0,125.0,23.38064,190.0,127.03,126.85,134.1592,132.43,132.43,4.40426,46,META
11-21-2018,192.67391,275.0,125.0,23.38064,190.0,134.4,134.13,137.19,134.82,134.82,4.40426,46,META
11-23-2018,192.67391,275.0,125.0,23.38064,190.0,133.65,131.2551,134.5,131.73,131.73,4.40426,46,META
11-26-2018,191.02174,275.0,125.0,23.50346,190.0,133.0,132.78,137.0,136.38,136.38,4.40426,46,META
11-27-2018,191.02174,275.0,125.0,23.50346,190.0,135.75,133.71,136.6126,135.0,135.0,4.40426,46,META
11-28-2018,191.02174,275.0,125.0,23.50346,190.0,136.28,131.85,136.7899,136.76,136.76,4.40426,46,META
11-29-2018,191.02174,275.0,125.0,23.50346,190.0,135.92,135.66,139.99,138.68,138.68,4.40426,46,META
11-30-2018,191.02174,275.0,125.0,23.50346,190.0,138.26,137.36,140.966,140.61,140.61,4.40426,46,META
12-03-2018,191.02174,275.0,125.0,23.50346,190.0,143.0,140.76,143.6799,141.09,141.09,4.40426,46,META
12-04-2018,190.55319,275.0,125.0,23.46823,190.0,140.73,137.16,143.39,137.93,137.93,4.40426,47,META
12-06-2018,189.70833,275.0,125.0,23.9339,190.0,133.82,133.67,139.7,139.63,139.63,4.33333,48,META
12-07-2018,189.70833,275.0,125.0,23.9339,190.0,139.25,136.6566,140.87,137.42,137.42,4.33333,48,META
12-10-2018,189.70833,275.0,125.0,23.9339,190.0,139.6,139.01,143.05,141.85,141.85,4.33333,48,META
12-11-2018,189.70833,275.0,125.0,23.9339,190.0,143.88,141.1,143.88,142.08,142.08,4.33333,48,META
12-12-2018,189.70833,275.0,125.0,23.9339,190.0,143.08,142.51,147.19,144.5,144.5,4.33333,48,META
12-13-2018,189.70833,275.0,125.0,23.9339,190.0,145.57,143.19,145.85,145.01,145.01,4.33333,48,META
12-14-2018,189.70833,275.0,125.0,23.9339,190.0,143.34,142.51,146.01,144.06,144.06,4.33333,48,META
12-17-2018,189.70833,275.0,125.0,23.9339,190.0,143.08,138.42,144.92,140.19,140.19,4.33333,48,META
12-18-2018,189.70833,275.0,125.0,23.9339,190.0,141.08,139.8301,145.93,143.66,143.66,4.33333,48,META
12-19-2018,189.70833,275.0,125.0,23.9339,190.0,141.21,132.5,144.91,133.24,133.24,4.33333,48,META
12-20-2018,189.8125,275.0,125.0,23.85866,190.0,130.7,130.0,135.57,133.4,133.4,4.33333,48,META
12-21-2018,188.875,275.0,125.0,23.73431,190.0,133.39,123.42,134.9,124.95,124.95,4.33333,48,META
12-24-2018,188.875,275.0,125.0,23.73431,190.0,123.1,123.02,129.74,124.06,124.06,4.30612,48,META
12-26-2018,187.27083,275.0,100.0,26.87683,190.0,126.0,125.89,134.24,134.18,134.18,4.2449,48,META
12-27-2018,187.27083,275.0,100.0,26.87683,190.0,132.44,129.67,134.99,134.52,134.52,4.2449,48,META
12-28-2018,187.27083,275.0,100.0,26.87683,190.0,135.34,132.2,135.92,133.2,133.2,4.2449,48,META
12-31-2018,187.27083,275.0,100.0,26.87683,190.0,134.45,129.95,134.64,131.09,131.09,4.2449,48,META
01-02-2019,186.95833,275.0,100.0,27.10393,190.0,128.99,128.56,137.51,135.68,135.68,4.2449,48,META
01-03-2019,186.85417,275.0,100.0,27.12086,190.0,134.69,131.12,137.17,131.74,131.74,4.2449,48,META
01-04-2019,186.85417,275.0,100.0,27.12086,190.0,134.01,133.75,138.0,137.95,137.95,4.2449,48,META
01-07-2019,186.33333,275.0,100.0,28.04857,190.0,137.56,135.91,138.87,138.05,138.05,4.2449,48,META
01-08-2019,186.33333,275.0,100.0,28.04857,190.0,139.89,139.54,143.14,142.53,142.53,4.2449,48,META
01-09-2019,185.91667,275.0,100.0,27.99095,190.0,142.95,141.27,144.7,144.23,144.23,4.2449,48,META
01-10-2019,185.6875,275.0,100.0,27.96065,190.0,143.08,140.84,144.56,144.2,144.2,4.2449,48,META
01-11-2019,185.6875,275.0,100.0,27.96065,190.0,143.15,142.57,145.36,143.8,143.8,4.2449,48,META
01-14-2019,185.6875,275.0,100.0,27.96065,190.0,142.0,141.27,146.57,145.39,145.39,4.2449,48,META
01-15-2019,185.6875,275.0,100.0,27.96065,190.0,146.01,145.99,150.68,148.95,148.95,4.2449,48,META
01-16-2019,185.6875,275.0,100.0,27.96065,190.0,149.0,146.9975,149.6499,147.54,147.54,4.2449,48,META
01-17-2019,185.27083,275.0,100.0,27.59283,190.0,146.95,146.5,149.0,148.3,148.3,4.2449,48,META
01-18-2019,185.27083,275.0,100.0,27.59283,190.0,149.75,148.55,152.43,150.04,150.04,4.2449,48,META
01-22-2019,185.27083,275.0,100.0,27.59283,190.0,149.2,146.37,151.53,147.57,147.57,4.2449,48,META
01-23-2019,185.27083,275.0,100.0,27.59283,190.0,148.28,143.055,148.8,144.3,144.3,4.2449,48,META
01-24-2019,184.64583,275.0,100.0,28.70213,190.0,144.64,142.52,146.44,145.83,145.83,4.2449,48,META
01-25-2019,184.64583,275.0,100.0,28.70213,190.0,147.48,146.54,149.83,149.01,149.01,4.2449,48,META
01-28-2019,184.35417,275.0,100.0,28.8014,190.0,148.05,146.21,148.96,147.47,147.47,4.2449,48,META
01-29-2019,184.35417,275.0,100.0,28.8014,190.0,148.09,143.43,148.1,144.19,144.19,4.2449,48,META
01-30-2019,184.35417,275.0,100.0,28.8014,190.0,146.22,145.6953,150.95,150.42,150.42,4.2449,48,META
01-31-2019,191.52083,275.0,100.0,27.40893,195.0,165.6,165.0,171.68,166.69,166.69,4.2449,48,META
02-01-2019,191.52083,275.0,100.0,27.40893,195.0,165.84,165.66,169.1,165.71,165.71,4.2449,48,META
02-04-2019,192.25,275.0,100.0,27.82123,195.0,165.7,163.62,169.3,169.25,169.25,4.2449,48,META
02-05-2019,192.35417,275.0,100.0,27.80324,195.0,169.15,168.69,171.98,171.16,171.16,4.22449,48,META
02-06-2019,192.35417,275.0,100.0,27.80324,195.0,171.2,169.27,172.47,170.49,170.49,4.22449,48,META
02-07-2019,193.89362,275.0,100.0,25.99446,195.0,168.2,165.25,169.24,166.38,166.38,4.29167,47,META
02-08-2019,193.89362,275.0,100.0,25.99446,195.0,164.47,164.21,167.37,167.33,167.33,4.29167,47,META
02-11-2019,193.89362,275.0,100.0,25.99446,195.0,167.9,165.08,168.3,165.79,165.79,4.29167,47,META
02-12-2019,193.89362,275.0,100.0,25.99446,195.0,166.86,164.5,168.34,165.04,165.04,4.29167,47,META
02-13-2019,193.89362,275.0,100.0,25.99446,195.0,165.38,163.73,166.22,164.07,164.07,4.29167,47,META
02-14-2019,193.1087,275.0,100.0,25.71857,195.0,163.19,162.2468,164.8697,163.95,163.95,4.29167,46,META
02-15-2019,193.1087,275.0,100.0,25.71857,195.0,164.51,160.86,164.7,162.5,162.5,4.29167,46,META
02-19-2019,193.1087,275.0,100.0,25.71857,195.0,160.5,160.33,164.15,162.29,162.29,4.29167,46,META
02-20-2019,193.1087,275.0,100.0,25.71857,195.0,162.25,161.25,163.72,162.56,162.56,4.29167,46,META
02-21-2019,193.1087,275.0,100.0,25.71857,195.0,161.93,159.59,162.24,160.04,160.04,4.29167,46,META
02-22-2019,193.1087,275.0,100.0,25.71857,195.0,160.58,160.31,162.41,161.89,161.89,4.29167,46,META
02-25-2019,193.1087,275.0,100.0,25.71857,195.0,163.07,162.9,166.07,164.62,164.62,4.29167,46,META
02-26-2019,193.1087,275.0,100.0,25.71857,195.0,164.335,163.8,166.24,164.13,164.13,4.29167,46,META
02-27-2019,193.1087,275.0,100.0,25.71857,195.0,162.9,160.41,163.93,162.81,162.81,4.29167,46,META
02-28-2019,193.1087,275.0,100.0,25.71857,195.0,162.37,160.86,163.5,161.45,161.45,4.29167,46,META
03-01-2019,193.1087,275.0,100.0,25.71857,195.0,162.6,161.69,163.132,162.28,162.28,4.29167,46,META
03-04-2019,193.1087,275.0,100.0,25.71857,195.0,163.9,163.83,167.5,167.37,167.37,4.29167,46,META
03-05-2019,193.1087,275.0,100.0,25.71857,195.0,167.37,166.55,171.88,171.26,171.26,4.29167,46,META
03-06-2019,193.1087,275.0,100.0,25.71857,195.0,172.9,171.27,173.57,172.51,172.51,4.29167,46,META
03-07-2019,193.1087,275.0,100.0,25.71857,195.0,171.5,167.61,171.74,169.13,169.13,4.29167,46,META
03-08-2019,193.1087,275.0,100.0,25.71857,195.0,166.2,165.97,169.62,169.6,169.6,4.29167,46,META
03-11-2019,194.04348,275.0,100.0,25.7158,197.5,171.6,171.58,174.3,172.07,172.07,4.3125,46,META
03-12-2019,194.04348,275.0,100.0,25.7158,197.5,172.09,171.2178,173.8,171.92,171.92,4.3125,46,META
03-13-2019,194.04348,275.0,100.0,25.7158,197.5,172.32,172.12,174.03,173.37,173.37,4.3125,46,META
03-14-2019,194.04348,275.0,100.0,25.7158,197.5,169.76,168.16,171.15,170.17,170.17,4.3125,46,META
03-15-2019,194.04348,275.0,100.0,25.7158,197.5,167.16,162.51,167.58,165.98,165.98,4.28571,46,META
03-18-2019,194.17778,275.0,100.0,25.72097,195.0,163.57,159.28,163.9,160.47,160.47,4.26531,45,META
03-19-2019,194.17778,275.0,100.0,25.72097,195.0,161.48,160.82,163.82,161.57,161.57,4.26531,45,META
03-20-2019,194.17778,275.0,100.0,25.72097,195.0,161.5,161.24,166.12,165.44,165.44,4.26531,45,META
03-21-2019,194.17778,275.0,100.0,25.72097,195.0,164.89,163.75,166.39,166.08,166.08,4.26531,45,META
03-22-2019,194.17778,275.0,100.0,25.72097,195.0,165.65,164.09,167.42,164.34,164.34,4.26531,45,META
03-25-2019,194.17778,275.0,100.0,25.72097,195.0,163.0,162.0,166.54,166.29,166.29,4.26531,45,META
03-26-2019,194.25581,275.0,100.0,26.30421,200.0,167.35,166.3499,169.45,167.68,167.68,4.25532,43,META
03-27-2019,194.25581,275.0,100.0,26.30421,200.0,167.85,164.79,168.94,165.87,165.87,4.25532,43,META
03-28-2019,194.25581,275.0,100.0,26.30421,200.0,164.57,163.33,166.72,165.55,165.55,4.25532,43,META
03-29-2019,194.25581,275.0,100.0,26.30421,200.0,166.39,164.81,167.19,166.69,166.69,4.25532,43,META
04-01-2019,194.37209,275.0,100.0,26.31829,200.0,167.83,167.2789,168.9,168.7,168.7,4.25532,43,META
04-02-2019,194.37209,275.0,100.0,26.31829,200.0,170.14,169.55,174.9,174.2,174.2,4.25532,43,META
04-03-2019,194.37209,275.0,100.0,26.31829,200.0,174.5,172.95,177.96,173.54,173.54,4.25532,43,META
04-04-2019,194.95349,275.0,100.0,26.15958,200.0,176.02,175.5301,178.0,176.02,176.02,4.29787,43,META
04-05-2019,194.95349,275.0,100.0,26.15958,200.0,176.88,175.1,177.0,175.72,175.72,4.29787,43,META
04-08-2019,194.95349,275.0,100.0,26.15958,200.0,175.21,174.23,175.5,174.93,174.93,4.29787,43,META
04-09-2019,195.06977,275.0,100.0,26.14841,200.0,175.62,175.55,179.19,177.58,177.58,4.29787,43,META
04-10-2019,195.06977,275.0,100.0,26.14841,200.0,178.18,176.54,178.79,177.82,177.82,4.29787,43,META
04-11-2019,195.06977,275.0,100.0,26.14841,200.0,178.24,177.0,178.4,177.51,177.51,4.29787,43,META
04-12-2019,195.06977,275.0,100.0,26.14841,200.0,178.0,177.95,179.63,179.1,179.1,4.29787,43,META
04-15-2019,195.06977,275.0,100.0,26.14841,200.0,178.5,176.87,180.5,179.65,179.65,4.29787,43,META
04-16-2019,195.06977,275.0,100.0,26.14841,200.0,179.0,178.3,180.17,178.87,178.87,4.29787,43,META
04-17-2019,195.06977,275.0,100.0,26.14841,200.0,179.6,178.36,180.74,178.78,178.78,4.29787,43,META
04-18-2019,195.18605,275.0,100.0,26.18117,200.0,178.8,177.34,178.88,178.28,178.28,4.29787,43,META
04-22-2019,195.67442,275.0,100.0,25.88231,200.0,178.25,178.25,181.665,181.44,181.44,4.29787,43,META
04-23-2019,195.69767,275.0,100.0,25.89562,200.0,182.74,181.48,184.22,183.78,183.78,4.29787,43,META
04-24-2019,195.69767,275.0,100.0,25.89562,200.0,184.49,181.65,185.14,182.58,182.58,4.29787,43,META
04-25-2019,215.16279,275.0,100.0,30.26236,225.0,196.98,192.12,198.48,193.26,193.26,4.34043,43,META
04-26-2019,215.48837,275.0,100.0,30.23733,225.0,192.5,189.09,192.9,191.49,191.49,4.34043,43,META
04-29-2019,216.18605,275.0,100.0,29.98624,225.0,190.95,190.65,195.41,194.78,194.78,4.34043,43,META
04-30-2019,216.76744,275.0,100.0,30.39112,225.0,194.19,192.28,197.39,193.4,193.4,4.34043,43,META
05-01-2019,216.76744,275.0,100.0,30.39112,225.0,194.78,193.01,196.1769,193.03,193.03,4.34043,43,META
05-02-2019,216.76744,275.0,100.0,30.39112,225.0,193.0,189.75,194.0,192.53,192.53,4.34043,43,META
05-03-2019,216.76744,275.0,100.0,30.39112,225.0,194.38,193.71,196.16,195.47,195.47,4.34043,43,META
05-06-2019,216.76744,275.0,100.0,30.39112,225.0,191.24,190.55,194.28,193.88,193.88,4.34043,43,META
05-07-2019,216.76744,275.0,100.0,30.39112,225.0,192.54,187.85,192.9,189.77,189.77,4.34043,43,META
05-08-2019,216.76744,275.0,100.0,30.39112,225.0,189.39,188.55,190.72,189.54,189.54,4.34043,43,META
05-09-2019,216.76744,275.0,100.0,30.39112,225.0,187.2,186.26,189.77,188.65,188.65,4.34043,43,META
05-10-2019,216.76744,275.0,100.0,30.39112,225.0,188.25,184.59,190.0,188.34,188.34,4.34043,43,META
05-13-2019,216.76744,275.0,100.0,30.39112,225.0,183.5,180.84,185.43,181.54,181.54,4.34043,43,META
05-14-2019,216.76744,275.0,100.0,30.39112,225.0,182.52,178.1,183.49,180.73,180.73,4.34043,43,META
05-15-2019,216.76744,275.0,100.0,30.39112,225.0,180.42,180.02,187.28,186.27,186.27,4.34043,43,META
05-16-2019,216.76744,275.0,100.0,30.39112,225.0,185.05,185.05,188.575,186.99,186.99,4.34043,43,META
05-17-2019,216.76744,275.0,100.0,30.39112,225.0,184.84,184.28,187.58,185.3,185.3,4.34043,43,META
05-20-2019,216.76744,275.0,100.0,30.39112,225.0,181.88,181.37,184.23,182.72,182.72,4.34043,43,META
05-21-2019,216.76744,275.0,100.0,30.39112,225.0,184.57,183.885,185.7,184.82,184.82,4.34043,43,META
05-22-2019,216.76744,275.0,100.0,30.39112,225.0,184.73,183.61,186.74,185.32,185.32,4.34043,43,META
05-23-2019,216.76744,275.0,100.0,30.39112,225.0,182.42,179.67,183.9,180.87,180.87,4.34043,43,META
05-24-2019,216.76744,275.0,100.0,30.39112,225.0,182.33,180.83,183.63,181.06,181.06,4.34043,43,META
05-28-2019,217.40909,275.0,100.0,30.33698,225.0,181.54,181.4537,184.7119,184.31,184.31,4.35417,44,META
05-29-2019,217.46667,275.0,100.0,30.00044,225.0,183.5,181.35,184.56,182.19,182.19,4.36735,45,META
05-30-2019,217.75556,275.0,100.0,29.65067,225.0,183.08,180.89,183.48,183.01,183.01,4.36735,45,META
05-31-2019,217.75556,275.0,100.0,29.65067,225.0,180.28,177.16,180.54,177.47,177.47,4.36735,45,META
06-03-2019,217.75556,275.0,100.0,29.65067,225.0,175.0,161.01,175.05,164.15,164.15,4.36735,45,META
06-04-2019,218.86364,275.0,100.0,29.04979,225.0,163.71,160.84,168.28,167.5,167.5,4.36735,44,META
06-05-2019,218.86364,275.0,100.0,29.04979,225.0,167.48,164.63,168.72,168.17,168.17,4.36735,44,META
06-06-2019,218.86364,275.0,100.0,29.04979,225.0,168.3,167.23,169.7,168.33,168.33,4.36735,44,META
06-07-2019,218.86364,275.0,100.0,29.04979,225.0,170.17,168.84,173.87,173.35,173.35,4.36735,44,META
06-10-2019,218.86364,275.0,100.0,29.04979,225.0,174.75,173.8,177.86,174.82,174.82,4.36735,44,META
06-11-2019,218.86364,275.0,100.0,29.04979,225.0,178.48,176.79,179.98,178.1,178.1,4.36735,44,META
06-12-2019,218.86364,275.0,100.0,29.04979,225.0,178.38,172.88,179.27,175.04,175.04,4.36735,44,META
06-13-2019,218.86364,275.0,100.0,29.04979,225.0,175.53,174.606,178.03,177.47,177.47,4.36735,44,META
06-14-2019,218.86364,275.0,100.0,29.04979,225.0,180.51,180.0,181.8398,181.33,181.33,4.36735,44,META
06-17-2019,218.86364,275.0,100.0,29.04979,225.0,185.01,184.4105,189.5,189.01,189.01,4.36735,44,META
06-18-2019,218.86364,275.0,100.0,29.04979,225.0,194.0,187.28,194.53,188.47,188.47,4.36735,44,META
06-19-2019,218.86364,275.0,100.0,29.04979,225.0,187.0,184.55,188.1,187.48,187.48,4.36735,44,META
06-20-2019,218.86364,275.0,100.0,29.04979,225.0,190.95,187.64,191.16,189.53,189.53,4.36735,44,META
06-21-2019,218.86364,275.0,100.0,29.04979,225.0,188.75,188.75,192.0,191.14,191.14,4.36735,44,META
06-24-2019,218.86364,275.0,100.0,29.04979,225.0,192.42,191.57,193.98,192.6,192.6,4.36735,44,META
