 Date,HON Price Target,HON Price Target - High,HON Price Target - Low,HON Price Target - StdDev,HON Price Target - Median,HON Open,HON Low,HON High,HON Close,HON Adj. Close,HON Rating,HON Price Target - #,Ticker
02-05-2013,73.86957,81.0,63.0,5.32675,76.0,53.51704425417,53.5054067409225,54.440286971805,69.88,54.21529504901999,4.18519,23,HON
02-06-2013,73.86957,81.0,63.0,5.32675,76.0,53.943753073245,53.773069545615,54.308395155,69.92,54.24632841768,4.18519,23,HON
02-07-2013,73.86957,81.0,63.0,5.32675,76.0,54.24632841768,53.98254478407,54.64976221025999,70.37,54.595453815105,4.18519,23,HON
02-08-2013,73.86957,81.0,63.0,5.32675,76.0,54.52562873562,54.44804531397,54.925493690804096,70.53,54.719587289745,4.18519,23,HON
02-11-2013,73.86957,81.0,63.0,5.32675,76.0,54.63424552593,54.24632841768,54.66527889458999,70.09,54.378220234485,4.18519,23,HON
02-12-2013,73.86957,81.0,63.0,5.32675,76.0,54.36270355015499,54.27736178634,54.746741487322495,70.42,54.63424552593,4.18519,23,HON
02-13-2013,73.86957,81.0,63.0,5.32675,76.0,54.63424552593,54.223053391185,54.91354584387,70.18,54.44804531397,4.18519,23,HON
02-14-2013,73.86957,81.0,63.0,5.32675,76.0,54.308395155,54.13771162737,54.6013501551504,70.09,54.378220234485,4.18519,23,HON
02-15-2013,73.86957,81.0,63.0,5.32675,76.0,54.60321215727,54.12995328520499,54.64976221025999,70.11,54.393736918814994,4.18519,23,HON
02-19-2013,74.04348,81.0,63.0,5.19597,76.0,54.486837024795,54.331670181495,55.045437660675,70.93,55.02992097634501,4.18519,23,HON
02-20-2013,74.04348,81.0,63.0,5.19597,76.0,54.936820870365,54.57217878861,55.417838084595004,70.35,54.579937130774994,4.18519,23,HON
02-21-2013,74.17391,81.0,63.0,5.30506,76.0,54.345822445788,54.11365871549475,54.61107438503733,69.8,54.47068361165999,4.18519,23,HON
02-22-2013,74.17391,81.0,63.0,5.30506,76.0,54.626760069,54.267784217118006,54.81405181780799,69.89,54.540918017463,4.18519,23,HON
02-25-2013,74.43478,86.0,63.0,5.71669,76.0,54.540918017463,53.807358667965,54.72820976627099,68.95,53.807358667965,4.18519,23,HON
02-26-2013,74.43478,86.0,63.0,5.71669,76.0,53.901004542369,53.721516616428005,54.275588039985,69.12,53.940023656704,4.18519,23,HON
02-27-2013,74.43478,86.0,63.0,5.71669,76.0,53.92441601096999,53.861985428034,55.024755035217005,70.35,54.89989386934499,4.18519,23,HON
02-28-2013,74.43478,86.0,63.0,5.71669,76.0,54.931109160813,54.70479829767,55.30631696425836,70.1,54.70479829767,4.18519,23,HON
03-01-2013,74.43478,86.0,63.0,5.71669,76.0,54.400449205856994,54.025865708241,54.829659463542,70.05,54.665779183335,4.18519,23,HON
03-04-2013,74.43478,86.0,63.0,5.71669,76.0,54.30680333145301,53.76833955363,54.505800814561496,69.7,54.39264538299,4.18519,23,HON
03-05-2013,74.43478,86.0,63.0,5.71669,76.0,54.626760069,54.603348600399,55.30428797031294,70.68,55.15742002395601,4.18519,23,HON
03-06-2013,74.43478,86.0,63.0,5.71669,76.0,55.26667354409399,55.25106589836,55.727099093247,71.27,55.617845573108994,4.18519,23,HON
03-07-2013,75.81818,86.0,64.0,5.44089,77.0,55.898783196321,55.75441247328149,56.468462265612,72.17,56.320189631139,4.23077,22,HON
03-08-2013,76.13636,87.0,64.0,5.86434,77.0,56.710380774489,56.710380774489,57.576605112726,73.7,57.51417452979,4.23077,22,HON
03-11-2013,76.13636,87.0,64.0,5.86434,77.0,57.248844552312,56.928887814765,57.6975643671645,73.86,57.639035695662,4.23077,22,HON
03-12-2013,76.13636,87.0,64.0,5.86434,77.0,57.646839518529,57.022533689169,57.67025098713,73.59,57.428332478253004,4.23077,22,HON
03-13-2013,76.13636,87.0,64.0,5.86434,77.0,57.537585998391,57.389313363918006,57.76389686153399,73.95,57.709270101465,4.23077,22,HON
03-14-2013,76.13636,87.0,64.0,5.86434,77.0,57.888758027406006,57.295667489514,57.966796256076,73.81,57.600016581327,4.23077,22,HON
03-15-2013,76.68182,87.0,66.0,5.23438,77.0,57.412724832519,57.225433083711,57.639035695662,73.46,57.326882780982,4.23077,22,HON
03-18-2013,76.68182,87.0,66.0,5.23438,77.0,56.749399888824,56.616734900085,57.958992433209,73.89,57.662447164263,4.23077,22,HON
03-19-2013,77.09091,87.0,66.0,5.65612,77.0,57.80291597586899,57.303471312381006,58.037030661879,74.03,57.771700684401,4.23077,22,HON
03-20-2013,77.09091,87.0,66.0,5.65612,77.0,58.037030661879,58.037030661879,58.427221805229,74.7,58.29455681649,4.23077,22,HON
03-21-2013,77.56522,88.0,66.0,5.96239,77.0,58.208714764953,58.091657421948,58.5286715025,74.59,58.208714764953,4.22222,23,HON
03-22-2013,77.56522,88.0,66.0,5.96239,77.0,58.403810336628,58.27894917075601,58.708159428441,75.19,58.676944136973,4.22222,23,HON
03-25-2013,78.17391,88.0,66.0,6.27384,78.0,58.879843531515,58.037030661879,59.1178601289585,74.86,58.419417982362,4.22222,23,HON
03-26-2013,78.17391,88.0,66.0,6.27384,78.0,58.614513554037,58.466240919564,59.02031234312099,75.48,58.903255000116005,4.22222,23,HON
03-27-2013,78.17391,88.0,66.0,6.27384,78.0,58.552082971101,58.200910942086,58.68474795984,75.17,58.661336491239,4.22222,23,HON
03-28-2013,78.17391,88.0,66.0,6.27384,78.0,58.645728845505005,58.5286715025,58.942274114451,75.35,58.801805302845,4.22222,23,HON
04-01-2013,78.3913,88.0,66.0,6.41831,78.0,58.68474795984,57.82632744447,58.747178542776,74.33,58.005815370411,4.22222,23,HON
04-02-2013,78.3913,88.0,66.0,6.41831,78.0,58.317968285091,57.740485392933,58.396006513760994,74.21,57.912169496007,4.22222,23,HON
04-03-2013,78.3913,88.0,66.0,6.41831,78.0,58.122872713416,57.108375740706,58.19310711921899,73.33,57.225433083711,4.22222,23,HON
04-04-2013,78.3913,88.0,66.0,6.41831,78.0,57.365901895317,57.233236906578,57.576605112726,73.75,57.553193644125,4.22222,23,HON
04-05-2013,78.3913,88.0,66.0,6.41831,78.0,56.725988420223,56.523089025681,57.092768094972,72.98,56.952299283366,4.22222,23,HON
04-08-2013,78.47826,88.0,66.0,6.42596,79.0,56.928887814765,56.796222826026,57.443940123987,73.55,57.397117186785,4.22222,23,HON
04-09-2013,78.65217,88.0,66.0,6.16165,79.0,57.467351592588,57.108375740706,57.529782175524,73.54,57.389313363918006,4.22222,23,HON
04-10-2013,78.65217,88.0,66.0,6.16165,79.0,57.381509541051,57.20202161511,58.091657421948,74.41,58.068245953347,4.22222,23,HON
04-11-2013,78.65217,88.0,66.0,6.16165,79.0,58.091657421948,57.90436567314,58.419417982362,74.7,58.29455681649,4.22222,23,HON
04-12-2013,78.65217,88.0,66.0,6.16165,79.0,58.044834484746,57.58440893559301,58.16181378952233,74.25,57.943384787475,4.22222,23,HON
04-15-2013,78.65217,88.0,66.0,6.16165,79.0,57.646839518529,56.327993454006005,57.685858632864,72.2,56.34360109974,4.22222,23,HON
04-16-2013,78.65217,88.0,66.0,6.16165,79.0,56.757203711691005,56.562108140016,57.147394855041,73.18,57.108375740706,4.22222,23,HON
04-17-2013,78.65217,88.0,66.0,6.16165,79.0,56.765007534558,55.734902916114,56.765007534558,71.89,56.101682590863,4.22222,23,HON
04-18-2013,78.65217,88.0,66.0,6.16165,79.0,56.07046729939499,55.344711772764,56.101682590863,71.47,55.773922030449,4.22222,23,HON
04-19-2013,79.0,88.0,66.0,6.11484,80.0,57.529782175524,56.702576951622,58.091657421948,74.18,57.888758027406006,4.22222,23,HON
04-22-2013,80.3913,88.0,72.0,5.04535,80.0,57.974600078943006,57.7756025958345,58.442829450963,74.59,58.208714764953,4.22222,23,HON
04-23-2013,80.3913,88.0,72.0,5.04535,80.0,58.5286715025,57.55295952943899,58.5286715025,74.76,58.341379753692,4.22222,23,HON
04-24-2013,80.3913,88.0,72.0,5.04535,80.0,58.505260033899,58.239930056421,58.661336491239,74.83,58.396006513760994,4.22222,23,HON
04-25-2013,80.3913,88.0,72.0,5.04535,80.0,58.474044742431005,58.083853599081,58.56402282008751,74.53,58.161891827751,4.22222,23,HON
04-26-2013,80.52174,88.0,72.0,5.12343,80.0,58.169695650618,57.498566884056,58.27894917075601,73.9,57.67025098713,4.22222,23,HON
04-29-2013,80.52174,88.0,72.0,5.12343,80.0,57.76389686153399,57.319078958115,57.834131267337,73.8,57.59221275845999,4.19231,23,HON
04-30-2013,80.52174,88.0,72.0,5.12343,80.0,57.724877747199,56.9679069291,57.732681570066,73.54,57.389313363918006,4.19231,23,HON
05-01-2013,80.3913,88.0,72.0,5.04535,80.0,57.12398338644,56.554304317149,57.272256020913,72.53,56.601127254351,4.19231,23,HON
05-02-2013,80.3913,88.0,72.0,5.04535,80.0,56.835241940360994,56.819634294627,57.84973891307099,73.97,57.724877747199,4.19231,23,HON
05-03-2013,80.3913,88.0,72.0,5.04535,80.0,58.30243867758567,58.30243867758567,59.07493910319,75.24,58.715963251308,4.19231,23,HON
05-06-2013,80.43478,88.0,72.0,5.05471,80.0,58.747178542776,58.72384511240367,59.441718777939,76.08,59.371484372136,4.19231,23,HON
05-07-2013,80.43478,88.0,72.0,5.05471,80.0,59.46513024654,59.41050348647099,60.128455190235,76.9,60.01139784723,4.19231,23,HON
05-08-2013,80.43478,88.0,72.0,5.05471,80.0,59.85532138989,59.761675515486,60.518646333585,77.48,60.464019573516005,4.19231,23,HON
05-09-2013,80.43478,88.0,72.0,5.05471,80.0,60.432804282048,60.354766053378,60.87762218546701,77.78,60.698134259526,4.19231,23,HON
05-10-2013,80.6087,88.0,72.0,4.89666,80.0,60.674722790925,60.268924001841,60.932248945536,77.74,60.66691896805799,4.19231,23,HON
05-13-2013,80.6087,88.0,72.0,4.89666,80.0,60.627899853722994,60.456215750649,60.883631129074594,77.86,60.760564842462,4.19231,23,HON
05-14-2013,80.6087,88.0,72.0,4.89666,80.0,60.744957196728,60.744957196728,61.775061815172,79.16,61.775061815172,4.19231,23,HON
05-15-2013,80.6087,88.0,72.0,4.89666,80.0,61.55655477489599,61.27951906311751,62.344740884463,79.89,62.344740884463,4.19231,23,HON
05-16-2013,80.69565,88.0,72.0,5.00812,80.0,62.19570338212501,61.615241526875,62.19570338212501,78.73,61.756434951125,4.19231,23,HON
05-17-2013,81.08696,88.0,72.0,5.20796,81.0,62.148638907375,62.007445483125,63.407613606937495,80.75,63.340938934375,4.19231,23,HON
05-20-2013,81.34783,88.0,72.0,5.09568,82.0,63.00364353199999,62.933046819875,63.7252988115,80.53,63.168369193625,4.19231,23,HON
05-21-2013,81.34783,88.0,72.0,5.09568,82.0,63.14483695625,62.68203628787499,63.43820551552499,80.15,62.870294186875,4.19231,23,HON
05-22-2013,81.34783,88.0,72.0,5.09568,82.0,62.87813826599999,62.211391540375,63.4115356465,79.59,62.431025755875,4.19231,23,HON
05-23-2013,81.34783,88.0,72.0,5.09568,82.0,61.73290271375,61.615241526875,62.446713914125,79.24,62.1564829865,4.19231,23,HON
05-24-2013,81.34783,88.0,72.0,5.09568,82.0,61.976069166625,61.5768055391625,62.29767641075,79.29,62.19570338212501,4.19231,23,HON
05-28-2013,81.34783,88.0,72.0,5.09568,82.0,62.9722672155,62.556531021875,63.44291196299999,79.77,62.572219180125,4.19231,23,HON
05-29-2013,81.34783,88.0,72.0,5.09568,82.0,62.10941851175,61.60739744775,62.501622468,78.8,61.811343505,4.19231,23,HON
05-30-2013,81.34783,88.0,72.0,5.09568,82.0,61.976069166625,61.73290271375,62.63497181312499,79.44,62.313364569,4.19231,23,HON
05-31-2013,81.34783,88.0,72.0,5.09568,82.0,62.132950749124994,61.54464481475,62.86245010775,78.46,61.54464481475,4.19231,23,HON
06-03-2013,81.34783,88.0,72.0,5.09568,82.0,61.615241526875,61.19950533325,62.117262590874994,78.85,61.85056390062499,4.19231,23,HON
06-04-2013,81.34783,88.0,72.0,5.09568,82.0,61.73290271375,60.69748426925,62.148638907375,77.74,60.97987111775,4.19231,23,HON
06-05-2013,81.34783,88.0,72.0,5.09568,82.0,60.783769139624994,60.015049385375,60.85436585175,76.7,60.16408688875,4.19231,23,HON
06-06-2013,81.34783,88.0,72.0,5.09568,82.0,60.2111513635,59.85032372375,60.91711848474999,77.66,60.91711848474999,4.19231,23,HON
06-07-2013,81.34783,88.0,72.0,5.09568,82.0,61.489736260875,61.08968822549999,62.14079482825,79.08,62.0309777205,4.19231,23,HON
06-10-2013,81.34783,88.0,72.0,5.09568,82.0,62.1564829865,61.411295469625,62.211391540375,78.68,61.7172145555,4.19231,23,HON
06-11-2013,81.34783,88.0,72.0,5.09568,82.0,61.121064542,60.932806643000006,61.88978429625,78.16,61.30932244099999,4.19231,23,HON
06-12-2013,81.34783,88.0,72.0,5.09568,82.0,61.7799671885,60.60335531975,61.92116061274999,77.32,60.6504197945,4.19231,23,HON
06-13-2013,81.34783,88.0,72.0,5.09568,82.0,60.66610795275,60.536680647187495,61.583865210375,78.31,61.426983627875,4.19231,23,HON
06-14-2013,81.34783,88.0,72.0,5.09568,82.0,61.30932244099999,61.07400006725,61.693682318125,78.18,61.32501059925,4.19231,23,HON
06-17-2013,81.30435,88.0,72.0,5.0942,81.0,61.834875742375,61.748590872,62.729100762625,79.71,62.525154705375,4.19231,23,HON
06-18-2013,81.30435,88.0,72.0,5.0942,81.0,62.650659971375,62.525154705375,63.607637624625,80.85,63.41937972562499,4.19231,23,HON
06-19-2013,81.30435,88.0,72.0,5.0942,81.0,63.403691567375,62.501622468,63.482132358625,79.68,62.501622468,4.19231,23,HON
06-20-2013,81.30435,88.0,72.0,5.0942,81.0,61.976069166625,60.783769139624994,62.19570338212501,77.67,60.924962563875,4.19231,23,HON
06-21-2013,81.30435,88.0,72.0,5.0942,81.0,61.426983627875,60.626887557125,61.57602113125,78.25,61.379919153125,4.19231,23,HON
06-24-2013,81.30435,88.0,72.0,5.0942,81.0,60.783769139624994,59.73266253687501,60.82298953525,76.65,60.124866493125005,4.19231,23,HON
06-25-2013,81.73913,90.0,72.0,5.38288,82.0,60.76023690224999,60.532758607625,61.175973095874994,77.65,60.909274405625005,4.19231,23,HON
06-26-2013,81.73913,90.0,72.0,5.38288,82.0,61.57602113125,61.52895665649999,62.646737931812496,79.75,62.556531021875,4.19231,23,HON
