 Date,NKE Price Target,NKE Price Target - High,NKE Price Target - Low,NKE Price Target - StdDev,NKE Price Target - Median,NKE Open,NKE Low,NKE High,NKE Close,NKE Adj. Close,NKE Rating,NKE Price Target - #,Ticker
08-04-2015,59.09615,70.0,42.5,5.66198,60.0,53.0817043911275,52.795400287408505,53.5342495873285,57.885,53.4603646573365,4.03333,26,NKE
08-05-2015,59.09615,70.0,42.5,5.66198,60.0,53.8482605397945,53.7281975285575,54.36079106353276,58.375,53.9129098535375,4.03333,26,NKE
08-06-2015,59.09615,70.0,42.5,5.66198,60.0,54.02835505665,52.813871519906506,54.259245462875,57.56,53.16020712924401,4.03333,26,NKE
08-07-2015,59.09615,70.0,42.5,5.66198,60.0,52.975494804264,52.227409888095,53.08586041843955,57.255,52.8785208336495,4.03333,26,NKE
08-10-2015,59.09615,70.0,42.5,5.66198,60.0,53.2848879486055,53.0355263098825,53.6450769823165,57.68,53.271034524232,4.03333,26,NKE
08-11-2015,59.09615,70.0,42.5,5.66198,60.0,52.707661933043006,52.4721537186935,53.1001756236255,57.23,52.855431793027,4.03333,26,NKE
08-12-2015,59.09615,70.0,42.5,5.66198,60.0,52.430593445573,51.09604689759251,52.5275674161875,56.53,52.208938655597,4.03333,26,NKE
08-13-2015,59.09615,70.0,42.5,5.66198,60.0,52.3059126262115,52.15814276622751,52.88544754583626,56.8,52.45830029432,4.03333,26,NKE
08-14-2015,59.09615,70.0,42.5,5.66198,60.0,52.453682486195504,52.232027696219504,52.903872600253,57.18,52.809253711782006,4.03333,26,NKE
08-17-2015,59.09615,70.0,42.5,5.66198,60.0,52.698426316794006,52.2227920799705,53.1648249373685,57.49,53.095557815501,4.03333,26,NKE
08-18-2015,59.09615,70.0,42.5,5.66198,60.0,53.16020712924401,52.91546329864551,53.418804384216,57.41,53.021672885509,4.03333,26,NKE
08-19-2015,59.28846,70.5,42.5,5.95362,60.0,52.6430126193,52.4352112536975,53.5896632848225,57.48,53.086322199252,4.03333,26,NKE
08-20-2015,59.48077,70.5,42.5,5.87609,60.0,52.5090961836895,51.830278389388,52.8508139849025,56.15,51.857985238135,4.03333,26,NKE
08-21-2015,59.48077,70.5,42.5,5.87609,60.0,51.474707163801504,49.336662002158,51.562445518167,53.435,49.3505154265315,4.03333,26,NKE
08-24-2015,59.61538,70.5,42.5,5.86926,60.25,46.298144256237,43.638286776525,49.586023640881,51.935,47.965172989181504,4.1,26,NKE
08-25-2015,59.61538,70.5,42.5,5.86926,60.25,49.539845559636,47.78493993808227,49.5536989840095,51.765,47.8081675129485,4.1,26,NKE
08-26-2015,59.98077,70.5,42.5,5.64406,60.75,49.179656525925004,48.01596887855101,50.3387263651745,54.38,50.22328116206201,4.16667,26,NKE
08-27-2015,59.98077,70.5,42.5,5.64406,60.75,50.96674827010651,50.6250304688935,52.0380797549905,56.31,52.005755098119,4.16667,26,NKE
08-28-2015,59.98077,70.5,42.5,5.64406,60.75,51.99651948187,51.553209901918,52.18123180685,56.25,51.950341400625,4.16667,26,NKE
08-31-2015,59.98077,70.5,42.5,5.64406,60.75,51.8995455112555,51.363879768813504,51.9457235925005,55.875,51.60400579128751,4.16667,26,NKE
09-01-2015,59.98077,70.5,42.5,5.64406,60.75,50.324872940801,49.8861811689735,50.71738663138351,54.315,50.1632496564435,4.16667,26,NKE
09-02-2015,59.98077,70.5,42.5,5.64406,60.75,50.86515649136751,50.42646471954,51.156078403211005,55.35,51.119135938215,4.16667,26,NKE
09-03-2015,59.98077,70.5,42.5,5.64406,60.75,51.4941268842665,51.1145064217555,51.8922654181195,55.425,51.3182052065175,4.16667,26,NKE
09-04-2015,59.98077,70.5,42.5,5.64406,60.75,50.563593799331,50.433967299937,51.1237654574265,54.845,50.781181137599496,4.16667,26,NKE
09-08-2015,59.98077,70.5,42.5,5.64406,60.75,51.600605794483,51.02659187805936,51.7904160257385,55.875,51.7348618117125,4.16667,26,NKE
09-09-2015,59.98077,70.5,42.5,5.64406,60.75,52.179295523920494,50.7441449949155,52.308922023314494,54.93,50.859882940803,4.16667,26,NKE
09-10-2015,60.09259,70.5,42.5,5.56783,61.0,50.767292584093,50.433967299937,51.406166045392006,55.19,51.100617868249,4.19355,27,NKE
09-11-2015,60.09259,70.5,42.5,5.56783,61.0,51.0311751007165,50.9200666726645,51.776527472232,55.91,51.767268436561,4.19355,27,NKE
09-14-2015,60.09259,70.5,42.5,5.56783,61.0,51.6237533836605,51.452461223747,51.878376864613,55.945,51.7996750614095,4.19355,27,NKE
09-15-2015,60.09259,70.5,42.5,5.56783,61.0,51.804304579245,51.29505761734,52.813539467384,56.92,52.702431039332,4.19355,27,NKE
09-16-2015,60.18519,70.5,42.5,5.58627,61.0,52.9292774132715,52.702431039332,53.6607412312805,57.79,53.507967142709,4.19355,27,NKE
09-17-2015,60.61111,70.5,42.5,5.49298,61.0,53.350563536302,53.035756323488,54.068138800804505,57.635,53.364452089808495,4.19355,27,NKE
09-18-2015,60.61111,70.5,42.5,5.49298,61.0,52.8459460922325,52.665394896648,53.5311147318865,57.525,53.262602697427496,4.19355,27,NKE
09-21-2015,60.81481,70.5,42.5,5.57964,62.5,53.5496328032285,53.12880963198155,54.2070243358695,58.28,53.961659890588,4.19355,27,NKE
09-22-2015,61.11111,70.5,42.5,5.48623,62.5,53.3551930541375,52.952425002449,53.776479177168,57.985,53.6885183382935,4.19355,27,NKE
09-23-2015,61.11111,70.5,42.5,5.48623,62.5,53.6885183382935,53.33204546496,53.98017796193,57.715,53.438524375176506,4.19355,27,NKE
09-24-2015,61.11111,70.5,42.5,5.48623,62.5,52.915388859765,52.545027432925,53.3088978757825,57.395,53.1422352337045,4.19355,27,NKE
09-25-2015,66.48214,76.0,45.0,6.27706,67.75,57.00093834959375,56.804183841585,58.3087771381225,62.5,57.86897294375,4.25806,28,NKE
09-28-2015,66.48214,76.0,45.0,6.27706,67.75,57.637497051975,55.94772304201749,57.757864515698,61.07,56.544930842797,4.25806,28,NKE
09-29-2015,66.48214,76.0,45.0,6.27706,67.75,56.4801175931,55.1144098316275,56.5217832536195,59.835,55.4014399374285,4.29032,28,NKE
09-30-2015,66.48214,76.0,45.0,6.27706,67.75,55.896798345826994,55.896798345826994,56.998623590676,61.485,56.9291808231435,4.29032,28,NKE
10-01-2015,66.48214,76.0,45.0,6.27706,67.75,57.017141662018,56.146792308944,57.378244053187,61.915,57.3273193569965,4.29032,28,NKE
10-02-2015,66.48214,76.0,45.0,6.27706,67.75,56.5217832536195,56.276418808338,57.9661928182955,62.605,57.9661928182955,4.29032,28,NKE
10-05-2015,66.48214,76.0,45.0,6.27706,67.75,58.257852441932,57.447686820719504,58.5587711012395,62.135,57.531018141758494,4.29032,28,NKE
10-06-2015,66.48214,76.0,45.0,6.27706,67.75,57.531018141758494,56.7532591453945,57.77638258704,61.595,57.031030215524495,4.29032,28,NKE
10-07-2015,66.48214,76.0,45.0,6.27706,67.75,57.2254699646155,56.01716580955,57.6143494627975,61.05,56.526412771455,4.29032,28,NKE
10-08-2015,66.48214,76.0,45.0,6.27706,67.75,56.906033233966,56.7902952880785,57.980081371802,62.455,57.827307283230496,4.35484,28,NKE
10-09-2015,66.48214,76.0,45.0,6.27706,67.75,57.665274158988,57.447686820719504,58.026376550157,62.47,57.841195836737,4.35484,28,NKE
10-12-2015,66.5,76.0,45.0,6.27353,67.75,57.96156330046,57.878231979421,58.841171689205,63.215,58.530993994226506,4.35484,28,NKE
10-13-2015,66.5,76.0,45.0,6.27353,67.75,58.3319247273,58.1421144960445,58.581918690417005,62.905,58.2439638884255,4.35484,28,NKE
10-14-2015,66.5,76.0,45.0,6.27353,67.75,58.327295209464495,58.0495241393345,58.614325315265496,62.92,58.257852441932,4.35484,28,NKE
10-15-2015,68.51786,76.0,58.0,4.69704,70.0,58.896725903231,58.776358439508,59.7994818811535,64.395,59.623560203404494,4.4516100000000005,28,NKE
10-16-2015,68.51786,76.0,58.0,4.69704,70.0,59.952255969725,59.6605963460885,60.4568734137945,65.235,60.4013191997685,4.4516100000000005,28,NKE
10-19-2015,68.98333,100.0,53.0,7.78298,70.0,60.9753794113705,60.6976083412405,61.813322139596,66.605,61.66980708669551,4.4375,30,NKE
10-20-2015,68.98333,100.0,53.0,7.78298,70.0,61.5957348013275,61.095746875093496,61.73924985422801,66.185,61.2809275885135,4.4375,30,NKE
10-21-2015,69.18333,100.0,53.0,7.85757,70.0,61.4105540879075,61.03093362539651,61.674436604531,66.235,61.3272227668685,4.4375,30,NKE
10-22-2015,69.18333,100.0,53.0,7.85757,70.0,61.512403480288505,60.45224389595901,61.78091551474749,66.205,61.2994456598555,4.4375,30,NKE
10-23-2015,69.18333,100.0,53.0,7.85757,70.0,61.604993836998496,59.6791144174305,61.66517756886,65.265,60.4290963067815,4.4375,30,NKE
10-26-2015,69.18333,100.0,53.0,7.85757,70.0,60.3087288430585,60.3087288430585,61.2151884352494,65.69,60.822605322799,4.4375,30,NKE
10-27-2015,69.18333,100.0,53.0,7.85757,70.0,60.64668364505,60.026328255093,60.757792073102,65.41,60.563352324011,4.4375,30,NKE
10-28-2015,69.18333,100.0,53.0,7.85757,70.0,60.980008929206,60.1513252366515,61.13278301777751,65.645,60.78093966227949,4.4375,30,NKE
10-29-2015,69.18333,100.0,53.0,7.85757,70.0,60.498539074314,60.165213790158006,60.86195622440075,65.56,60.702237859076,4.4375,30,NKE
10-30-2015,69.18333,100.0,53.0,7.85757,70.0,60.90130712600251,60.2161384863485,60.93297302799732,65.515,60.6605721985565,4.4375,30,NKE
11-02-2015,69.26667,100.0,53.0,7.86313,70.0,60.9846384470415,59.933737898383,61.1096354286,65.595,60.7346444839245,4.4375,30,NKE
11-03-2015,69.26667,100.0,53.0,7.86313,70.0,60.757792073102,60.498539074314,60.97074989353499,65.7,60.83186435847,4.4375,30,NKE
11-04-2015,69.26667,100.0,53.0,7.86313,70.0,60.827234840634496,60.128177647474,61.0494516967385,65.18,60.35039450357801,4.4375,30,NKE
11-05-2015,69.26667,100.0,53.0,7.86313,70.0,60.730014966089,60.39784706139188,61.313334213362,65.93,61.04482217890301,4.4375,30,NKE
11-06-2015,69.26667,100.0,53.0,7.86313,70.0,60.92445471518,60.813346287128006,61.544810105137,65.89,61.007786036219,4.4375,30,NKE
11-09-2015,69.26667,100.0,53.0,7.86313,70.0,60.7624215909375,59.84577705950851,60.84112339414099,65.24,60.405948717604,4.4375,30,NKE
11-10-2015,69.26667,100.0,53.0,7.86313,70.0,60.2253975220195,59.9661445232315,60.5031685921495,65.0,60.1837318615,4.4375,30,NKE
11-11-2015,69.26667,100.0,53.0,7.86313,70.0,60.313358360894,58.924503010244,60.4568734137945,63.71,58.989316259941,4.4375,30,NKE
11-12-2015,69.26667,100.0,53.0,7.86313,70.0,58.79487651085,58.058783175005495,59.2578282944,62.99,58.322665691629,4.4375,30,NKE
11-13-2015,69.26667,100.0,53.0,7.86313,70.0,57.906009086434,56.08855297457341,57.970822336131,60.93,56.415304343403,4.4375,30,NKE
11-16-2015,69.26667,100.0,53.0,7.86313,70.0,56.38752723639,56.174569415957,57.165286232754,61.73,57.156027197083,4.4375,30,NKE
11-17-2015,69.26667,100.0,53.0,7.86313,70.0,56.9662169658275,55.748653775091,57.22084044678,61.29,56.748629627559,4.4375,30,NKE
11-18-2015,69.51667,100.0,53.0,7.6163,70.0,56.961587447992,56.785665770243,58.3458132808065,62.89,58.230075334919,4.4375,30,NKE
11-19-2015,69.51667,100.0,53.0,7.6163,70.0,58.452292191023005,58.044894621499,58.7902469930145,62.89,58.230075334919,4.4375,30,NKE
11-20-2015,69.51667,100.0,53.0,7.6163,70.0,61.1420420534485,60.405948717604,61.47999685544001,66.325,61.4105540879075,4.4375,30,NKE
11-23-2015,69.51667,100.0,53.0,7.6163,70.0,61.48925589111099,61.007786036219,61.57258721215,66.23,61.322593249033005,4.4375,30,NKE
11-24-2015,69.51667,100.0,53.0,7.6163,70.0,60.938343268686495,60.767051108773,61.563328176479,66.255,61.345740838210496,4.4375,30,NKE
11-25-2015,69.51667,100.0,53.0,7.6163,70.0,61.60962335483401,61.5864757656565,62.290162476652505,67.065,62.09572272756149,4.4375,30,NKE
11-27-2015,69.51667,100.0,53.0,7.6163,70.0,62.461454636566,61.72582425250504,62.637376314315006,67.165,62.18831308427151,4.4375,30,NKE
11-30-2015,69.51667,100.0,53.0,7.6163,70.0,62.0031323708515,60.94297278652199,62.123499834574496,66.14,61.239261927994,4.4375,30,NKE
12-01-2015,69.51667,100.0,53.0,7.6163,70.0,61.165189642626,61.07259928591599,61.767026961240994,66.655,61.7161022650505,4.4375,30,NKE
12-02-2015,69.48333,100.0,53.0,7.59439,70.0,61.5031444446175,61.155930606955,61.674436604531,66.325,61.4105540879075,4.4375,30,NKE
12-03-2015,69.61667,100.0,53.0,7.55831,70.0,61.6235119083405,59.72078007795,61.73924985422801,64.56,59.776334291976,4.4375,30,NKE
12-04-2015,69.61667,100.0,53.0,7.55831,70.0,60.09114150479,60.09114150479,61.535551069466,66.165,61.26240951717151,4.4375,30,NKE
12-07-2015,69.61667,100.0,53.0,7.55831,70.0,61.60582427658751,60.61270590406851,61.67543537746501,65.8,61.07213916986,4.4375,30,NKE
12-08-2015,69.61667,100.0,53.0,7.55831,70.0,60.7333651455895,60.52917258301551,61.60118353652901,65.85,61.118546570445,4.4375,30,NKE
12-09-2015,69.61667,100.0,53.0,7.55831,70.0,60.682317004946,59.280813507279,61.044294729509,64.42,59.791294913714005,4.4375,30,NKE
12-10-2015,69.95,100.0,53.0,7.78497,70.0,59.735606033012,59.4061134888585,60.162554118394,64.32,59.698480112544,4.4375,30,NKE
12-11-2015,69.95,100.0,53.0,7.78497,70.0,59.225124626577006,58.3201803151695,59.280813507279,63.145,58.607906198796506,4.4375,30,NKE
12-14-2015,70.44828,100.0,53.0,7.68826,70.0,58.7656913607855,58.52901361780201,59.55461717073051,63.93,59.336502387981,4.4375,29,NKE
12-15-2015,70.63793,100.0,53.0,7.68103,70.0,60.14399115816,59.5638986508475,60.329620760500006,64.305,59.68455789236851,4.4375,29,NKE
12-16-2015,70.63793,100.0,53.0,7.68103,70.0,60.0372541368145,59.782013433597,60.88650956752,65.465,60.761209585940506,4.4375,29,NKE
12-17-2015,70.72414,100.0,53.0,7.7154,70.0,61.118546570445,60.3621059409095,61.1881576713225,65.11,60.431717041787,4.4375,29,NKE
12-18-2015,70.7931,100.0,53.0,7.71755,70.0,60.2043207789205,59.5731801309645,60.57669376121454,64.26,59.64279123184201,4.4375,29,NKE
12-21-2015,70.94828,100.0,53.0,7.57303,70.0,60.181117078628006,59.68455789236851,60.4734837023135,64.9,60.236805959330006,4.4375,29,NKE
12-22-2015,70.94828,100.0,53.0,7.57303,70.0,61.016450289158,60.246087439447,61.1881576713225,65.925,61.1881576713225,4.4375,29,NKE
12-23-2015,73.0,100.0,53.0,7.40224,73.5,63.22544255700401,59.317939427747,63.295053657881496,64.355,59.73096529295351,4.375,29,NKE
12-24-2015,73.01724,100.0,53.0,7.40163,73.5,59.911954155235,57.684398927155,60.07902079734101,63.18,58.640391379206,4.375,29,NKE
12-28-2015,73.01724,100.0,53.0,7.40163,73.5,58.668235819557005,58.28769513476,59.290094987396,63.81,59.225124626577006,4.375,29,NKE
12-29-2015,73.08621,100.0,55.0,7.22194,73.5,59.68919863242701,59.420035709034,59.846983794416005,64.26,59.64279123184201,4.375,29,NKE
12-30-2015,73.08621,100.0,55.0,7.22194,73.5,59.735606033012,58.631109899089005,59.77273195348001,63.25,58.705361740025005,4.375,29,NKE
12-31-2015,73.08621,100.0,55.0,7.22194,73.5,58.61254693885501,58.009250731250006,58.631109899089005,62.5,58.009250731250006,4.375,29,NKE
01-04-2016,73.08621,100.0,55.0,7.22194,73.5,56.719124994987006,56.487087992062,57.461643404347,61.52,57.099665679784,4.375,29,NKE
01-05-2016,73.08621,100.0,55.0,7.22194,73.5,57.285295282124,57.285295282124,58.09278405230301,62.38,57.897872969846006,4.375,29,NKE
01-06-2016,73.08621,100.0,55.0,7.22194,73.5,56.89547311721,56.756250915455,57.582302645868005,61.49,57.07182123943301,4.375,29,NKE
01-07-2016,73.08621,100.0,55.0,7.22194,73.5,56.050858426563,55.484688139426005,56.858347196742,59.85,55.549658500245,4.375,29,NKE
01-08-2016,73.08621,100.0,55.0,7.22194,73.5,55.744569582702006,54.445162366322,56.422117631243005,58.87,54.640073448779,4.40625,29,NKE
01-11-2016,73.08621,100.0,55.0,7.22194,73.5,54.732888249949,54.3291438648595,55.726006622468,59.55,55.271214096735,4.40625,29,NKE
01-12-2016,73.08621,100.0,55.0,7.22194,73.5,56.013732506095,55.289777056969,56.449962071594,59.94,55.633191821298,4.40625,29,NKE
01-13-2016,73.08621,100.0,55.0,7.22194,73.5,56.18079914820101,54.454443846439005,56.18079914820101,58.78,54.556540127726,4.40625,29,NKE
01-14-2016,73.08621,100.0,55.0,7.22194,73.5,54.7607326903,53.164318110176005,55.08558449439501,58.51,54.305940164567,4.40625,29,NKE
01-15-2016,73.08621,100.0,55.0,7.22194,73.5,52.839466306081,52.52389598210301,53.962525400238,57.56,53.424199553452006,4.40625,29,NKE
01-19-2016,73.08621,100.0,55.0,7.22194,73.5,54.00893280082301,53.526295834739,54.82570305111901,58.32,54.129592042344,4.40625,29,NKE
01-20-2016,73.08621,100.0,55.0,7.22194,73.5,53.136473669825,52.672399663975,55.30834001720301,59.04,54.797858610768,4.40625,29,NKE
01-21-2016,73.03448,100.0,55.0,7.20982,73.5,54.834984531236,54.816421571002,56.765532395572,60.56,56.20864358855201,4.40625,29,NKE
01-22-2016,72.93103,100.0,55.0,7.23107,73.5,56.886191637093,56.23648802890301,57.053258279199,60.88,56.50565095229601,4.40625,29,NKE
01-25-2016,72.93103,100.0,55.0,7.23107,73.5,56.700562034753005,56.264332469254,56.89547311721,60.7,56.33858431019001,4.40625,29,NKE
01-26-2016,72.93103,100.0,55.0,7.23107,73.5,56.14367322773301,55.94087288717655,56.960443478029,61.11,56.719124994987006,4.40625,29,NKE
01-27-2016,72.93103,100.0,55.0,7.23107,73.5,56.579902793232,54.94636229264,56.70975070006883,59.58,55.299058537086005,4.40625,29,NKE
01-28-2016,72.93103,100.0,55.0,7.23107,73.5,55.98588806574401,55.670317741766,57.17391752072,61.2,56.80265831604001,4.40625,29,NKE
01-29-2016,72.93103,100.0,55.0,7.23107,73.5,56.80265831604001,56.80265831604001,57.693680407272,62.01,57.554458205517,4.40625,29,NKE
02-01-2016,72.93103,100.0,55.0,7.23107,73.5,57.313139722475,57.26673232189,58.909554302599005,63.16,58.621828418972,4.40625,29,NKE
02-02-2016,72.93103,100.0,55.0,7.23107,73.5,58.49188769733401,57.832902609027,58.93739874295,62.55,58.055658131835,4.40625,29,NKE
02-03-2016,72.93103,100.0,55.0,7.23107,73.5,58.36194697569601,56.89547311721,58.38050993593,62.49,57.999969251133,4.40625,29,NKE
02-04-2016,72.93103,100.0,55.0,7.23107,73.5,57.563739685634005,55.679599221883,57.693680407272,60.17,55.846665863989,4.40625,29,NKE
02-05-2016,72.93103,100.0,55.0,7.23107,73.5,55.466125179192,52.88123296660751,55.540377020128005,57.17,53.062221828889,4.40625,29,NKE
02-08-2016,72.75862,100.0,55.0,7.23929,73.5,52.06910345637,49.785859347588,52.171199737657005,55.04,51.085266563968005,4.40625,29,NKE
02-09-2016,72.75862,100.0,55.0,7.23929,73.5,50.58406663765,50.379874075076,52.551740422454,55.68,51.679281291456,4.40625,29,NKE
02-10-2016,72.63793,100.0,55.0,7.25508,73.0,52.477488581518,51.911318294381005,53.999651320706,57.41,53.284977351697,4.40625,29,NKE
02-11-2016,72.63793,100.0,55.0,7.25508,73.0,52.403236740582,51.410118368063,52.820903345847,56.0,51.9762886552,4.40625,29,NKE
02-12-2016,72.63793,100.0,55.0,7.25508,73.0,53.247851431229,51.51221464935,53.31978290213575,56.42,52.366110820114,4.40625,29,NKE
02-16-2016,72.63793,100.0,55.0,7.25508,73.0,53.433481033569,52.737370024794,53.8325846786,57.79,53.637673596143,4.40625,29,NKE
02-17-2016,72.31667,100.0,55.0,7.33994,72.5,54.38947348562,52.99725146807,54.38947348562,58.17,53.99036984058901,4.36364,30,NKE
02-18-2016,72.31667,100.0,55.0,7.33994,72.5,53.99036984058901,53.814021718366,54.723606769832,58.6,54.38947348562,4.36364,30,NKE
02-19-2016,72.31667,100.0,55.0,7.33994,72.5,54.29665868445,53.489169914271,55.04845857392701,59.31,55.04845857392701,4.36364,30,NKE
02-22-2016,72.31667,100.0,55.0,7.33994,72.5,55.364028897905,55.002051173342,56.1297510075575,60.17,55.846665863989,4.36364,30,NKE
02-23-2016,72.31667,100.0,55.0,7.33994,72.5,55.930199185042,55.586784420713,56.37571023065801,60.21,55.883791784457,4.36364,30,NKE
02-24-2016,72.31667,100.0,55.0,7.33994,72.5,55.447562218958005,54.94636229264,56.3339435701315,60.4,56.06013990668,4.36364,30,NKE
02-25-2016,72.31667,100.0,55.0,7.33994,72.5,56.320021349956,56.27352113456983,57.897872969846006,62.38,57.897872969846006,4.36364,30,NKE
02-26-2016,72.31667,100.0,55.0,7.33994,72.5,58.13919145288801,57.97741525444869,58.928117262833005,62.6,58.102065532420006,4.36364,30,NKE
02-29-2016,72.31667,100.0,55.0,7.33994,72.5,57.972124810782006,57.155354560486,58.176317373356,61.59,57.16463604060301,4.36364,30,NKE
03-01-2016,72.31667,100.0,55.0,7.33994,72.5,57.517332285049,57.313139722475,58.56613953827001,62.92,58.39907289616401,4.36364,30,NKE
03-02-2016,72.31667,100.0,55.0,7.33994,72.5,58.027813691484006,57.08110271955,58.37122845581301,62.22,57.749369287974005,4.36364,30,NKE
03-03-2016,72.31667,100.0,55.0,7.33994,72.5,57.740063881235,56.688552645364005,57.87964501874001,61.47,57.200350149549,4.36364,30,NKE
03-04-2016,72.31667,100.0,55.0,7.33994,72.5,57.153823103714,56.18615360443767,57.265394959626335,61.26,57.004936557042,4.36364,30,NKE
03-07-2016,72.33333,100.0,55.0,7.34317,72.5,56.828133782869,54.706500492793005,56.893271647038006,59.25,55.134549314475,4.36364,30,NKE
03-08-2016,72.33333,100.0,55.0,7.34317,72.5,54.929830312801,54.632057219457,56.39077955202001,59.81,55.655652227827005,4.36364,30,NKE
03-09-2016,72.33333,100.0,55.0,7.34317,72.5,55.441627816986,53.92484612276501,55.478849453654,58.33,54.278451671111,4.36364,30,NKE
03-10-2016,72.33333,100.0,55.0,7.34317,72.5,54.622751810290005,53.943456941099,54.939135721968,58.88,54.790249175296005,4.36364,30,NKE
03-11-2016,72.33333,100.0,55.0,7.34317,72.5,55.02288440447101,55.02288440447101,56.241893005348,60.08,55.906898275336005,4.36364,30,NKE
03-14-2016,72.33333,100.0,55.0,7.34317,72.5,56.009257776173,55.92550909367,57.07007442121101,60.81,56.58619314452701,4.36364,30,NKE
03-15-2016,72.33333,100.0,55.0,7.34317,72.5,56.29772546035,56.1627970274285,57.460901606225,61.4,57.13521228538,4.42424,30,NKE
03-16-2016,72.33333,100.0,55.0,7.34317,72.5,57.200350149549,57.03266667635966,57.907561246241,61.86,57.563261107062,4.42424,30,NKE
03-17-2016,72.33333,100.0,55.0,7.34317,72.5,57.470207015392,57.451596197058,58.977683300446,63.18,58.79157511710601,4.42424,30,NKE
03-18-2016,72.33333,100.0,55.0,7.34317,72.5,59.13587525628501,58.484496614595,59.53135514588251,62.99,58.61477234293301,4.42424,30,NKE
03-21-2016,72.6,100.0,55.0,7.27599,73.25,59.13587525628501,58.99629411878,60.75501645134301,64.72,60.224608128824,4.42424,30,NKE
03-22-2016,72.6,100.0,55.0,7.27599,73.25,60.326967629661,59.712810624639005,60.894597588848,64.9,60.39210549383001,4.42424,30,NKE
03-23-2016,71.93333,100.0,57.0,7.45512,72.0,57.07007442121101,56.90257705620501,59.042821164615006,62.44,58.102974838748,4.39394,30,NKE
03-24-2016,71.93333,100.0,57.0,7.45512,72.0,57.74936929040201,56.874660828704,57.823812563738,61.65,57.367847514555,4.42424,30,NKE
03-28-2016,71.93333,100.0,57.0,7.45512,72.0,57.302709650386,56.995631147875,57.674926017066,61.34,57.07937983037801,4.42424,30,NKE
03-29-2016,71.93333,100.0,57.0,7.45512,72.0,57.004936557042,56.995631147875,57.600482743730005,61.49,57.21896096788301,4.42424,30,NKE
03-30-2016,71.93333,100.0,57.0,7.45512,72.0,57.479512424559005,57.479512424559005,58.075058611247,62.04,57.730758472068,4.42424,30,NKE
03-31-2016,71.93333,100.0,57.0,7.45512,72.0,57.684231426233005,57.05146360287701,58.289083022088,61.47,57.200350149549,4.42424,30,NKE
04-01-2016,71.93333,100.0,57.0,7.45512,72.0,56.967714920374,56.90257705620501,57.52594641630233,61.59,57.312015059553005,4.42424,30,NKE
04-04-2016,71.93333,100.0,57.0,7.45512,72.0,57.44229078789101,55.292741270314,57.553955697895006,59.97,55.804538774499,4.42424,30,NKE
04-05-2016,71.93333,100.0,57.0,7.45512,72.0,55.478849453654,55.311352088648,55.990646957839004,59.67,55.525376499489006,4.42424,30,NKE
04-06-2016,71.93333,100.0,57.0,7.45512,72.0,55.46023863532,55.078716859473,56.465222825356,60.31,56.120922686177,4.42424,30,NKE
04-07-2016,71.93333,100.0,57.0,7.45512,72.0,55.637041409493,55.56259813615701,56.372168733686,60.3,56.11161727701,4.42424,30,NKE
04-08-2016,71.93333,100.0,57.0,7.45512,72.0,56.288420051183,55.199687178644005,56.353557915352006,59.42,55.292741270314,4.42424,30,NKE
04-11-2016,71.93333,100.0,57.0,7.45512,72.0,55.58120895449101,53.803875803594,55.627736000326,57.92,53.896929895264,4.42424,30,NKE
04-12-2016,71.93333,100.0,57.0,7.45512,72.0,53.9713731686,52.938472751063,54.548308536954,58.55,54.483170672785,4.42424,30,NKE
04-13-2016,71.93333,100.0,57.0,7.45512,72.0,54.920524903634,54.743722129461,55.78592795616501,59.58,55.441627816986,4.42424,30,NKE
04-14-2016,71.93333,100.0,57.0,7.45512,72.0,55.56259813615701,55.311352088648,56.148838913678006,59.49,55.35787913448301,4.42424,30,NKE
04-15-2016,71.93333,100.0,57.0,7.45512,72.0,54.920524903634,54.334284126113005,55.450933226153005,59.5,55.367184543650005,4.42424,30,NKE
04-18-2016,71.93333,100.0,57.0,7.45512,72.0,55.255519633646,55.255519633646,55.832455002,59.57,55.432322407819,4.42424,30,NKE
04-19-2016,71.93333,100.0,57.0,7.45512,72.0,55.795233365332,55.20899258781101,55.823149592833005,59.56,55.423016998652,4.42424,30,NKE
04-20-2016,71.93333,100.0,57.0,7.45512,72.0,55.302046679481,55.302046679481,56.05578482200801,59.62,55.478849453654,4.42424,30,NKE
04-21-2016,71.93333,100.0,57.0,7.45512,72.0,56.32564168785101,55.56259813615701,56.32564168785101,60.08,55.906898275336005,4.42424,30,NKE
04-22-2016,71.93333,100.0,57.0,7.45512,72.0,55.999952367006,54.87399785779901,56.037174003674,59.43,55.302046679481,4.42424,30,NKE
04-25-2016,71.93333,100.0,57.0,7.45512,72.0,55.21829799697801,54.678584265292,55.292741270314,59.21,55.097327677807,4.42424,30,NKE
04-26-2016,71.93333,100.0,57.0,7.45512,72.0,55.19038176947701,55.153160132809006,55.804538774499,59.54,55.404406180318006,4.42424,30,NKE
04-27-2016,71.93333,100.0,57.0,7.45512,72.0,55.488154862821006,54.55752089202933,55.58120895449101,59.27,55.153160132809006,4.42424,30,NKE
04-28-2016,71.93333,100.0,57.0,7.45512,72.0,54.85538703946501,54.36220035361401,55.73009550116301,58.54,54.473865263618,4.42424,30,NKE
04-29-2016,71.93333,100.0,57.0,7.45512,72.0,54.352894944447,54.06442726027,54.9828711450529,58.94,54.846081630298,4.42424,30,NKE
