 Date,MMM Price Target,MMM Price Target - High,MMM Price Target - Low,MMM Price Target - StdDev,MMM Price Target - Median,MMM Open,MMM Low,MMM High,MMM Close,MMM Adj. Close,MMM Rating,MMM Price Target - #,Ticker
04-11-2013,108.82353,125,97,6.95562,110.0,81.164705698904,81.164705698904,81.811856143008,108.25,81.45818090030001,3.52632,17,MMM
04-12-2013,108.82353,125,97,6.95562,110.0,81.18728071439601,80.750830414884,81.47315566057637,107.68,81.02925560595202,3.52632,17,MMM
04-15-2013,108.82353,125,97,6.95562,110.0,80.63043033226,79.569404604136,81.202330724724,105.76,79.58445461446401,3.52632,17,MMM
04-16-2013,108.82353,125,97,6.95562,110.0,80.284280094716,79.53937983353165,80.40468017734,106.15,79.87792981586001,3.52632,17,MMM
04-17-2013,108.82353,125,97,6.95562,110.0,79.366229464708,78.959879185852,79.61455463512,105.48,79.37375446987201,3.52632,17,MMM
04-18-2013,108.82353,125,97,6.95562,110.0,79.64465465577601,78.47075385019201,79.742479722908,104.98,78.99750421167201,3.52632,17,MMM
04-19-2013,108.82353,125,97,6.95562,110.0,79.24582938208401,78.87710412904799,79.674754676432,105.71,79.546829588644,3.52632,17,MMM
04-22-2013,108.82353,125,97,6.95562,110.0,79.546829588644,79.11790429429601,79.84030479004,105.8,79.61455463512,3.52632,17,MMM
04-23-2013,108.82353,125,97,6.95562,110.0,79.945654862336,79.659704666104,80.901330518164,107.39,80.81103045619601,3.52632,17,MMM
04-24-2013,108.82353,125,97,6.95562,110.0,80.976580569804,80.698155378736,81.38293084866001,107.87,81.17223070406801,3.52632,17,MMM
04-25-2013,109.0,125,97,7.32442,110.0,78.606203943144,77.8838034474,79.494154552496,104.88,78.922254160032,3.52632,17,MMM
04-26-2013,109.23529,125,97,7.11692,110.0,78.989979206508,77.853703426744,79.148004314952,103.79,78.102028597156,3.52632,17,MMM
04-29-2013,109.11765,125,95,7.3315,110.0,78.192328659124,77.424778132396,78.41055380888001,103.83,78.132128617812,3.52632,17,MMM
04-30-2013,109.11765,125,95,7.3315,110.0,78.245003695272,77.484978173708,78.816904087736,104.71,78.794329072244,3.52632,17,MMM
05-01-2013,109.11765,125,95,7.3315,110.0,78.847004108392,78.576103922488,79.10285428396801,104.55,78.67392898962001,3.52632,17,MMM
05-02-2013,109.11765,125,95,7.3315,110.0,79.04265424265601,78.944829175524,80.04724243205,106.04,79.795154759056,3.52632,17,MMM
05-03-2013,109.35294,125,95,7.4197,110.0,80.487455234144,80.40468017734,81.72155608104,107.83,81.142130683412,3.52632,17,MMM
05-06-2013,109.35294,125,95,7.4197,110.0,80.991630580132,80.85618048718001,81.262530766036,107.84,81.149655688576,3.52632,17,MMM
05-07-2013,109.35294,125,95,7.4197,110.0,80.976580569804,80.93143053882,81.5492334627844,108.01,81.277580776364,3.52632,17,MMM
05-08-2013,109.35294,125,95,7.4197,110.0,81.292630786692,81.096980652428,81.48828092095602,108.2,81.42055587448,3.52632,17,MMM
05-09-2013,109.35294,125,95,7.4197,110.0,81.352830828004,81.352830828004,83.158832067364,109.92,82.714856762688,3.52632,17,MMM
05-10-2013,109.35294,125,95,7.4197,110.0,82.835256845312,82.5869316749,83.25665713449601,110.48,83.13625705187201,3.52632,17,MMM
05-13-2013,109.35294,125,95,7.4197,110.0,82.767531798836,82.556831654244,83.31685717580801,110.5,83.1513070622,3.52632,17,MMM
05-14-2013,109.35294,125,95,7.4197,110.0,83.015856969248,82.978231943428,83.36953221195601,110.59,83.219032108676,3.52632,17,MMM
05-15-2013,109.35294,125,95,7.4197,110.0,83.07605701056,82.99328195375601,84.06559518962601,111.5,83.90380757860001,3.52632,17,MMM
05-16-2013,109.29412,125,95,7.37057,110.0,83.685582428844,83.48993229458,84.05430768188,111.07,83.580232356548,3.52632,17,MMM
05-17-2013,109.29412,125,95,7.37057,110.0,83.64795740302401,83.482407289416,84.114507723192,111.39,83.821032521796,3.52632,17,MMM
05-20-2013,109.70588,125,95,7.25797,111.0,83.625382387532,83.497457299744,84.32144536520201,111.72,84.069357692208,3.52632,17,MMM
05-21-2013,109.70588,125,95,7.25797,111.0,84.36283289360401,83.918857588928,84.53590801237601,112.01,84.28758284196401,3.52632,17,MMM
05-22-2013,109.70588,125,95,7.25797,111.0,84.450292870848,83.67836618630399,84.98004647788801,110.79,83.84486017708801,3.52632,17,MMM
05-23-2013,109.70588,125,95,7.25797,111.0,83.292402844032,82.929143227776,83.77674899904,110.41,83.557279647552,3.52632,17,MMM
05-24-2013,109.70588,125,95,7.25797,111.0,83.141044670592,82.861032049728,83.61782291692799,110.27,83.451328926144,3.52632,17,MMM
05-28-2013,109.70588,125,95,7.25797,111.0,84.11730488928,84.034057893888,85.048157655936,111.59,84.450292870848,3.52632,17,MMM
05-29-2013,109.70588,125,95,7.25797,111.0,84.034057893888,83.610255008256,84.276230971392,111.13,84.10216907193599,3.52632,17,MMM
05-30-2013,109.70588,125,95,7.25797,111.0,84.26109515404801,84.0121109587392,84.7605771264,111.42,84.321638423424,3.52632,17,MMM
05-31-2013,109.70588,125,95,7.25797,111.0,83.84486017708801,83.451328926144,84.9202599993792,110.27,83.451328926144,3.52632,17,MMM
06-03-2013,109.70588,125,95,7.25797,111.0,83.77674899904,83.01246590225472,83.96594671584,110.61,83.708637820992,3.52632,17,MMM
06-04-2013,109.70588,125,95,7.25797,111.0,83.73890945568,82.891303684416,84.15514443264,110.02,83.26213120934399,3.52632,17,MMM
06-05-2013,109.70588,125,95,7.25797,111.0,83.09563721856,82.032346050144,83.163748396608,108.59,82.179920269248,3.52632,17,MMM
06-06-2013,109.70588,125,95,7.25797,111.0,82.081537456512,81.460968945408,82.31992657968,108.67,82.240463538624,3.52632,17,MMM
06-07-2013,110.17647,128,95,8.1185,111.0,82.777785054336,82.467500798784,84.094601163264,111.11,84.087033254592,3.52632,17,MMM
06-10-2013,110.17647,128,95,8.1185,111.0,84.314070514752,83.655662460288,84.34434214944,110.81,83.859995994432,3.52632,17,MMM
06-11-2013,110.17647,128,95,8.1185,111.0,83.17131630528,82.876167867072,84.064329528576,110.22,83.413489382784,3.52632,17,MMM
06-12-2013,110.17647,128,95,8.1185,111.0,83.996218350528,82.45236498144,84.04919371123201,109.03,82.512908250816,3.52632,17,MMM
06-13-2013,110.17647,128,95,8.1185,111.0,82.45236498144,82.172352360576,84.336774240768,111.2,84.15514443264,3.52632,17,MMM
06-14-2013,110.17647,128,95,8.1185,111.0,84.23082351936,83.8145885424,84.81355248710399,111.03,84.026489985216,3.52632,17,MMM
06-17-2013,110.17647,128,95,8.1185,111.0,84.64705849632,84.4915379731104,85.418985180864,111.91,84.692465948352,3.52632,17,MMM
06-18-2013,110.17647,128,95,8.1185,111.0,84.81355248710399,84.68489803968001,85.691429893056,112.97,85.494664267584,3.52632,17,MMM
06-19-2013,110.17647,128,95,8.1185,111.0,85.487096358912,84.404885418816,85.7065657104,111.57,84.435157053504,3.52632,17,MMM
06-20-2013,110.17647,128,95,8.1185,111.0,83.784316907712,82.12694490854399,83.822156451072,108.78,82.323710534016,3.52632,17,MMM
06-21-2013,110.17647,128,95,8.1185,111.0,82.8685999584,82.293438899328,83.292402844032,109.59,82.936711136448,3.52632,17,MMM
06-24-2013,110.17647,128,95,8.1185,111.0,82.3267376974848,81.09014142048001,82.3267376974848,107.5,81.355018224,3.52632,17,MMM
