 Date,CMCSA Price Target,CMCSA Price Target - High,CMCSA Price Target - Low,CMCSA Price Target - StdDev,CMCSA Price Target - Median,CMCSA Open,CMCSA Low,CMCSA High,CMCSA Close,CMCSA Adj. Close,CMCSA Rating,CMCSA Price Target - #,Ticker
02-05-2013,21.37931,24.0,16.5,1.59014,21.5,15.818556054444,15.711673918941,16.22758576531125,19.62,16.130980758222,4.15625,29,CMCSA
02-06-2013,21.37931,24.0,16.5,1.59014,21.5,16.081650541835998,15.86788627083,16.0939830959325,19.365,15.9213273385815,4.15625,29,CMCSA
02-07-2013,21.37931,24.0,16.5,1.59014,21.5,15.8966622303885,15.654121999824,15.925438189947002,19.31,15.876107973561,4.15625,29,CMCSA
02-08-2013,21.37931,24.0,16.5,1.59014,21.5,15.9048839331195,15.847332014002498,15.982990109064,19.375,15.9295490413125,4.15625,29,CMCSA
02-11-2013,21.44643,24.0,16.5,1.5774,21.75,15.9213273385815,15.7815583921545,15.9377707440435,19.32,15.884329676292,4.19355,28,CMCSA
02-12-2013,21.53571,24.0,16.5,1.5637,22.0,15.86788627083,15.748671581230502,16.0446528795465,19.485,16.0199877713535,4.19355,28,CMCSA
02-13-2013,22.18214,28.5,16.5,2.15892,22.25,17.2121346673485,16.377631840152002,17.2655757351,20.065,16.4968465297515,4.2,28,CMCSA
02-14-2013,22.52143,28.5,16.5,2.15118,23.0,16.6037286652545,16.402296948345,16.722943354854,20.17,16.583174408427002,4.2333300000000005,28,CMCSA
02-15-2013,22.61071,28.5,16.5,2.12965,23.0,16.5543984488685,16.5543984488685,16.959317308370252,20.62,16.953151031322,4.2333300000000005,28,CMCSA
02-19-2013,22.71786,28.5,16.5,2.10447,23.0,16.9654835854185,16.936707625860002,17.0888091263835,20.725,17.039478909997502,4.2333300000000005,28,CMCSA
02-20-2013,22.71786,28.5,16.5,2.10447,23.0,17.068254869556,16.821603787626,17.154582748231498,20.475,16.833936341722502,4.2333300000000005,28,CMCSA
02-21-2013,22.71786,28.5,16.5,2.10447,23.0,16.739386760316,16.426962056538002,16.7846061253365,20.04,16.476292272924,4.2333300000000005,28,CMCSA
02-22-2013,22.77143,28.5,16.5,2.07899,23.0,16.369410137421,16.2913039614765,16.480403124289502,19.955,16.4064077997105,4.16667,28,CMCSA
02-25-2013,22.77143,28.5,16.5,2.07899,23.0,16.468070570193,16.1679784205115,16.574952705696,19.705,16.2008652314355,4.16667,28,CMCSA
02-26-2013,22.77143,28.5,16.5,2.07899,23.0,16.246084596456,16.217308636897503,16.3488558805935,19.845,16.3159690696695,4.16667,28,CMCSA
02-27-2013,22.77143,28.5,16.5,2.07899,23.0,16.3488558805935,16.217308636897503,16.5790635570615,20.075,16.5050682324825,4.16667,28,CMCSA
02-28-2013,22.77143,28.5,16.5,2.07899,23.0,16.4721814215585,16.3570775833245,16.599001186184175,19.895,16.3570775833245,4.16667,28,CMCSA
03-01-2013,22.92321,28.5,19.0,1.85532,23.0,16.328301623766,16.221419488263,16.46601514451025,20.015,16.4557380160965,4.2,28,CMCSA
03-04-2013,22.92321,28.5,19.0,1.85532,23.0,16.389964394248498,16.2913039614765,16.640726327543998,20.19,16.599617813889,4.2,28,CMCSA
03-05-2013,22.92321,28.5,19.0,1.85532,23.0,16.731165057585002,16.7023890980265,16.870934004012,20.475,16.833936341722502,4.2,28,CMCSA
03-06-2013,22.92321,28.5,19.0,1.85532,23.0,16.9161533690325,16.739386760316,16.981926990880503,20.425,16.7928278280675,4.2,28,CMCSA
03-07-2013,22.92321,28.5,19.0,1.85532,23.0,16.7846061253365,16.6941673952955,16.8503797471845,20.31,16.698278246660998,4.2,28,CMCSA
03-08-2013,22.92321,28.5,19.0,1.85532,23.0,16.796938679433,16.63867090186125,16.9243750717635,20.5,16.85449059855,4.2,28,CMCSA
03-11-2013,22.92321,28.5,19.0,1.85532,23.0,16.7846061253365,16.739386760316,16.912042517667,20.5675,16.90998709198425,4.2,28,CMCSA
