 Date,MO Price Target,MO Price Target - High,MO Price Target - Low,MO Price Target - StdDev,MO Price Target - Median,MO Open,MO Low,MO High,MO Close,MO Adj. Close,MO Rating,MO Price Target - #,Ticker
04-15-2013,35.91667,45.0,28.0,4.07141,36.0,20.527508500176,19.924771253946,20.52756590372326,34.81,19.982174801206,3.73333,12,MO
04-16-2013,35.91667,45.0,28.0,4.07141,36.0,20.108462605178,20.06253976737,20.49306637182,35.38,20.309375020588,3.73333,12,MO
04-17-2013,35.91667,45.0,28.0,4.07141,36.0,20.211788990246,20.1193692791574,20.26345218278,35.14,20.171606507164,3.73333,12,MO
04-18-2013,35.91667,45.0,28.0,4.07141,36.0,20.114202959904,19.77552203107,20.14864508826,34.68,19.907550189768,3.73333,12,MO
04-19-2013,35.91667,45.0,28.0,4.07141,36.0,19.982174801206,19.930511608672,20.211788990246,35.02,20.102722250452,3.73333,12,MO
04-22-2013,35.91667,45.0,28.0,4.07141,36.0,20.125683669356,20.06253976737,20.286413601684,35.28,20.251971473328,3.73333,12,MO
04-23-2013,35.91667,45.0,28.0,4.07141,36.0,20.332336439492,20.102722250452,20.45391715258868,35.53,20.395480341478,3.73333,12,MO
04-24-2013,35.91667,45.0,28.0,4.07141,36.0,20.332336439492,20.326596084766,20.55046991908,35.53,20.395480341478,3.73333,12,MO
04-25-2013,36.16667,45.0,30.0,3.78227,36.0,20.481585662368,20.40696105093,20.639445417333,35.94,20.630834885244,3.73333,12,MO
04-26-2013,36.5,45.0,30.0,3.79693,36.5,20.602133111614,20.424182115108,20.734161270312,36.07,20.705459496682,3.73333,12,MO
04-29-2013,36.5,45.0,30.0,3.79693,36.5,20.728420915586,20.6652770136,21.015438651886,36.61,21.015438651886,3.73333,12,MO
04-30-2013,36.5,45.0,30.0,3.79693,36.5,20.986736878256,20.826006945928,21.00390053888674,36.51,20.958035104626,3.73333,12,MO
05-01-2013,36.5,45.0,30.0,3.79693,36.5,20.958035104626,20.826006945928,21.184779116303,36.32,20.848968364832,3.73333,12,MO
05-02-2013,36.5,45.0,30.0,3.79693,36.5,20.871929783736,20.848968364832,21.141726455858,36.65,21.03840007079,3.73333,12,MO
05-03-2013,36.5,45.0,30.0,3.79693,36.5,21.147466810584003,20.935073685722,21.15320716531,36.51,20.958035104626,3.73333,12,MO
05-06-2013,36.5,45.0,30.0,3.79693,36.5,20.940814040448,20.671017368326,20.946554395174,36.08,20.711199851408,3.73333,12,MO
05-07-2013,36.5,45.0,30.0,3.79693,36.5,20.78008410812,20.75138233449,21.003957942434003,36.47,20.935073685722,3.73333,12,MO
05-08-2013,36.5,45.0,30.0,3.79693,36.5,20.958035104626,20.900631557366,21.021179006612,36.52,20.963775459352,3.73333,12,MO
05-09-2013,36.5,45.0,30.0,3.79693,36.5,20.975256168804,20.785824462846,21.026919361338003,36.35,20.86618942901,3.73333,12,MO
05-10-2013,36.5,45.0,30.0,3.79693,36.5,20.83748765538,20.83748765538,21.084322908598,36.68,21.055621134968,3.73333,12,MO
05-13-2013,36.58333,45.0,30.0,3.79601,37.0,21.021179006612,20.969515814078,21.273754614556,36.92,21.193389648392,3.73333,12,MO
05-14-2013,36.58333,45.0,30.0,3.79601,37.0,21.193389648392,21.15320716531,21.319677452364,37.06,21.273754614556,3.73333,12,MO
05-15-2013,36.58333,45.0,30.0,3.79601,37.0,21.2393124862,21.233572131474,21.589474124486,37.46,21.503368803596,3.73333,12,MO
05-16-2013,36.58333,45.0,30.0,3.79601,37.0,21.445965256336,21.32541780709,21.549291641404,37.18,21.342638871268,3.73333,12,MO
05-17-2013,36.58333,45.0,30.0,3.79601,37.0,21.29671603346,21.29671603346,21.520589867774,37.44,21.491888094144,3.73333,12,MO
05-20-2013,36.58333,45.0,30.0,3.79601,37.0,21.474667029966,21.365600290172,21.543551286678,37.34,21.434484546884,3.73333,12,MO
05-21-2013,36.58333,45.0,30.0,3.79601,37.0,21.44022490161,21.158947520036,21.474667029966,36.92,21.193389648392,3.73333,12,MO
05-22-2013,36.58333,45.0,30.0,3.79601,37.0,21.176168584214,21.12450539168,21.480407384692,36.9,21.18190893894,3.73333,12,MO
05-23-2013,36.58333,45.0,30.0,3.79601,37.0,21.021179006612,20.958035104626,21.227831776748,36.86,21.158947520036,3.73333,12,MO
05-24-2013,36.58333,45.0,30.0,3.79601,37.0,21.084322908598,20.960905281989,21.302456388186,37.09,21.290975678734,3.73333,12,MO
05-28-2013,36.58333,45.0,30.0,3.79601,37.0,21.445965256336,21.158947520036,21.543551286678,37.07,21.279494969282,3.73333,12,MO
05-29-2013,36.58333,45.0,30.0,3.79601,37.0,21.164687874762,20.8107950059041,21.233572131474,36.44,20.917852621544,3.73333,12,MO
05-30-2013,36.58333,45.0,30.0,3.79601,37.0,20.9522947499,20.877670138462,21.032659716064,36.43,20.912112266818,3.73333,12,MO
05-31-2013,36.58333,45.0,30.0,3.79601,37.0,20.831747300654,20.705459496682,21.00969829716,36.1,20.72268056086,3.73333,12,MO
06-03-2013,36.58333,45.0,30.0,3.79601,37.0,20.699719141956,20.447143534012,20.9522947499,36.46,20.929333330996,3.73333,12,MO
06-04-2013,36.58333,45.0,30.0,3.79601,37.0,20.929333330996,20.7278468801134,21.00969829716,36.21,20.785824462846,3.73333,12,MO
06-05-2013,36.58333,45.0,30.0,3.79601,37.0,20.682498077778,20.441403179286,20.78008410812,35.71,20.498806726546,3.73333,12,MO
06-06-2013,36.58333,45.0,30.0,3.79601,37.0,20.43566282456,20.211788990246,20.556210273806,35.81,20.556210273806,3.73333,12,MO
06-07-2013,36.58333,45.0,30.0,3.79601,37.0,20.659536658874,20.470104952916,20.774343753394,36.15,20.75138233449,3.73333,12,MO
06-10-2013,36.58333,45.0,30.0,3.79601,37.0,20.843228010106,20.75138233449,20.946554395174,36.23,20.797305172298,3.73333,12,MO
06-11-2013,36.58333,45.0,30.0,3.79601,37.0,20.716940206134,20.648055949422,20.9522947499,36.16,20.757122689216,3.73333,12,MO
06-12-2013,36.58333,45.0,30.0,3.79601,37.0,20.954698882692,20.675767782756,20.966321011856,35.6,20.68738991192,3.73333,12,MO
06-13-2013,36.58333,45.0,30.0,3.79601,37.0,20.669956718174,20.617657136936,20.914021430618,35.76,20.780366945232,3.73333,12,MO
06-14-2013,36.58333,45.0,30.0,3.79601,37.0,20.768744816068,20.640901395264,20.89077717229,35.58,20.675767782756,3.73333,12,MO
06-17-2013,36.58333,45.0,30.0,3.79601,37.0,20.74550055774,20.699012041084,20.896588236872,35.79,20.797800138978,3.73333,12,MO
06-18-2013,36.58333,45.0,30.0,3.79601,37.0,20.826855461888,20.826855461888,21.03605378684,36.15,21.00699846393,3.73333,12,MO
06-19-2013,36.58333,45.0,30.0,3.79601,37.0,20.989565270184,20.449136264058,21.06510910975,35.19,20.449136264058,3.73333,12,MO
06-20-2013,36.58333,45.0,30.0,3.79601,37.0,20.414269876566,19.90289619335,20.472380522386,34.34,19.955195774588,3.73333,12,MO
06-21-2013,36.58333,45.0,30.0,3.79601,37.0,20.141149841211995,20.109188986010995,20.414269876566,34.93,20.298048584926,3.73333,12,MO
06-24-2013,36.58333,45.0,30.0,3.79601,37.0,20.10628345372,19.99006216208,20.36778135991,34.63,20.123716647466,3.73333,12,MO
06-25-2013,36.58333,45.0,30.0,3.79601,37.0,20.245749003688,20.205071551614,20.582790749444,34.93,20.298048584926,3.73333,12,MO
06-26-2013,36.58333,45.0,30.0,3.79601,37.0,20.443325199476,20.344537101582,20.611846072354,35.27,20.495624780714,3.73333,12,MO
06-27-2013,36.58333,45.0,30.0,3.79601,37.0,20.646712459846,20.565357555698,20.786178009814,35.45,20.60022394319,3.73333,12,MO
06-28-2013,36.58333,45.0,30.0,3.79601,37.0,20.576979684862,20.315481778672,20.7306823430559,34.99,20.332914972418,3.73333,12,MO
07-01-2013,36.58333,45.0,30.0,3.79601,37.0,20.466569457804,20.411364344275,20.728067363994,35.38,20.559546491116,3.73333,12,MO
07-02-2013,36.45455,45.0,30.0,3.93963,37.0,20.507246909878,20.45494732864,20.728067363994,35.46,20.606035007772,3.64286,11,MO
07-03-2013,36.45455,45.0,30.0,3.93963,37.0,20.547924361952,20.434608602603,20.6292792661,35.49,20.623468201518,3.64286,11,MO
07-05-2013,36.45455,45.0,30.0,3.93963,37.0,20.704823105666,20.402647747402,20.774497770004174,35.49,20.623468201518,3.64286,11,MO
07-08-2013,36.54545,45.0,30.0,3.93963,37.0,20.739689493158,20.71644523483,21.018620593094,36.04,20.943076753528,3.64286,11,MO
07-09-2013,36.54545,45.0,30.0,3.93963,37.0,21.047675916004,20.983754205602,21.18133040139,36.27,21.076731238914,3.64286,11,MO
07-10-2013,36.54545,45.0,30.0,3.93963,37.0,21.105786561824,21.076731238914,21.378906597178,36.5,21.2103857243,3.64286,11,MO
07-11-2013,36.54545,45.0,30.0,3.93963,37.0,21.437017242998,21.38471766176,21.550333002347,36.86,21.419584049252,3.64286,11,MO
07-12-2013,36.54545,45.0,30.0,3.93963,37.0,21.47188363049,21.32660701594,21.5009389534,36.92,21.454450436744,3.64286,11,MO
07-15-2013,36.58333,45.0,30.0,3.774,37.0,21.44282830758,21.38471766176,21.541616405474,37.05,21.52999427631,3.66667,12,MO
07-16-2013,36.58333,45.0,30.0,3.774,37.0,21.489316824236,21.460261501326,21.76243685959,37.23,21.634593438785995,3.66667,12,MO
07-17-2013,36.58333,45.0,30.0,3.774,37.0,21.715948342933995,21.5009389534,21.779870053336,37.02,21.512561082564,3.66667,12,MO
07-18-2013,36.58333,45.0,30.0,3.774,37.0,21.44282830758,21.402150855506,21.686893020024,37.0,21.5009389534,3.66667,12,MO
07-19-2013,36.58333,45.0,30.0,3.774,37.0,21.518372147146,21.448639372161995,21.70432621377,37.15,21.58810492213,3.66667,12,MO
07-22-2013,36.54545,45.0,30.0,3.93963,37.0,21.553238534638,21.346945741977,21.576482792966,36.88,21.431206178416,3.64286,11,MO
07-23-2013,36.90909,45.0,31.0,3.47601,37.0,21.506750017982,20.762933751486,21.506750017982,35.99,20.914021430618,3.64286,11,MO
07-24-2013,36.90909,45.0,31.0,3.47601,37.0,20.931454624364,20.60022394319,20.931454624364,35.57,20.669956718174,3.64286,11,MO
07-25-2013,36.90909,45.0,31.0,3.47601,37.0,20.635090330682,20.606035007772,20.914021430618,35.91,20.867532913961995,3.64286,11,MO
07-26-2013,36.90909,45.0,31.0,3.47601,37.0,20.80361120356,20.431703070312,20.86172184938,35.9,20.86172184938,3.64286,11,MO
07-29-2013,36.90909,45.0,31.0,3.47601,37.0,20.821044397306,20.635090330682,20.850099720216,35.67,20.728067363994,3.64286,11,MO
07-30-2013,36.90909,45.0,31.0,3.47601,37.0,20.786178009814,20.620562669227,20.826855461888,35.56,20.664145653592,3.64286,11,MO
07-31-2013,36.90909,45.0,31.0,3.47601,37.0,20.65833458901,20.344537101582,20.704823105666,35.06,20.373592424492,3.64286,11,MO
08-01-2013,36.90909,45.0,31.0,3.47601,37.0,20.495624780714,20.361970295328,20.704823105666,35.54,20.652523524428,3.64286,11,MO
08-02-2013,36.90909,45.0,31.0,3.47601,37.0,20.640901395264,20.501435845296,20.733878428576,35.68,20.733878428576,3.64286,11,MO
08-05-2013,36.90909,45.0,31.0,3.47601,37.0,20.693200976502,20.594412878608,20.728067363994,35.61,20.693200976502,3.64286,11,MO
08-06-2013,36.90909,45.0,31.0,3.47601,37.0,20.65833458901,20.431703070312,20.675767782756,35.4,20.57116862028,3.64286,11,MO
08-07-2013,36.90909,45.0,31.0,3.47601,37.0,20.547924361952,20.385214553656,20.553735426534,35.2,20.45494732864,3.64286,11,MO
08-08-2013,36.90909,45.0,31.0,3.47601,37.0,20.54211329737,20.51305797446,20.739689493158,35.57,20.669956718174,3.64286,11,MO
08-09-2013,36.90909,45.0,31.0,3.47601,37.0,20.675767782756,20.489813716132,20.68738991192,35.37,20.553735426534,3.64286,11,MO
08-12-2013,36.90909,45.0,31.0,3.47601,37.0,20.48400265155,20.36778135991,20.501435845296,35.16,20.431703070312,3.64286,11,MO
08-13-2013,36.90909,45.0,31.0,3.47601,37.0,20.437514134894,20.344537101582,20.495624780714,35.22,20.466569457804,3.64286,11,MO
08-14-2013,36.90909,45.0,31.0,3.47601,37.0,20.472380522386,20.228315809942,20.48400265155,35.06,20.373592424492,3.64286,11,MO
08-15-2013,36.90909,45.0,31.0,3.47601,37.0,20.210882616196,20.0481728079,20.29520116328082,34.57,20.088850259974,3.64286,11,MO
08-16-2013,36.90909,45.0,31.0,3.47601,37.0,20.053983872482,19.90289619335,20.123716647466,34.29,19.926140451678,3.64286,11,MO
08-19-2013,36.90909,45.0,31.0,3.47601,37.0,19.920329387096,19.67045361007,19.93195151626,33.93,19.716942126726,3.64286,11,MO
08-20-2013,36.90909,45.0,31.0,3.47601,37.0,19.740186385054,19.61234296425,19.78667490171,33.77,19.623965093414,3.64286,11,MO
08-21-2013,36.90909,45.0,31.0,3.47601,37.0,19.606531899668,19.391522510134,19.623965093414,33.46,19.443822091372,3.64286,11,MO
08-22-2013,36.90909,45.0,31.0,3.47601,37.0,19.449633155954,19.246245895584,19.548421253848,33.56,19.501932737192,3.64286,11,MO
08-23-2013,36.90909,45.0,31.0,3.47601,37.0,19.478688478864,19.478688478864,19.937762580842,34.28,19.920329387096,3.64286,11,MO
08-26-2013,36.90909,45.0,31.0,3.47601,37.0,19.972628968334,19.7576195788,19.984251097498,34.05,19.78667490171,3.64286,11,MO
08-27-2013,36.90909,45.0,31.0,3.47601,37.0,19.647209351742,19.618154028832,19.891274064186,33.99,19.751808514218,3.64286,11,MO
08-28-2013,36.90909,45.0,31.0,3.47601,37.0,19.69950893298,19.507743801774,19.69950893298,33.6,19.52517699552,3.64286,11,MO
08-29-2013,36.90909,45.0,31.0,3.47601,37.0,19.52517699552,19.490310608028,19.838974482948,33.94,19.722753191308,3.64286,11,MO
08-30-2013,36.90909,45.0,31.0,3.47601,37.0,19.751808514218,19.594909770504,19.763430643382,33.88,19.687886803816,3.64286,11,MO
09-03-2013,36.90909,45.0,31.0,3.47601,37.0,19.798297030874,19.594909770504,19.90289619335,33.83,19.658831480906,3.64286,11,MO
09-04-2013,36.90909,45.0,31.0,3.47601,37.0,19.623965093414,19.594909770504,19.897085128768,34.17,19.856407676694,3.64286,11,MO
09-05-2013,36.90909,45.0,31.0,3.47601,37.0,19.891274064186,19.833163418366,19.937762580842,34.25,19.90289619335,3.64286,11,MO
09-06-2013,36.90909,45.0,31.0,3.47601,37.0,19.966817903752,19.833163418366,20.084956846704056,34.4,19.99006216208,3.64286,11,MO
09-09-2013,36.72727,45.0,31.0,3.51855,37.0,20.01911748499,19.96100683917,20.100472389138,34.59,20.100472389138,3.64286,11,MO
09-10-2013,36.72727,45.0,31.0,3.51855,37.0,20.146960905794,20.100472389138,20.338726037,34.98,20.327103907836,3.64286,11,MO
09-11-2013,36.72727,45.0,31.0,3.51855,37.0,20.344537101582,20.298048584926,20.585696281735,35.41,20.576979684862,3.64286,11,MO
09-12-2013,36.72727,45.0,31.0,3.51855,37.0,20.606434280718,20.305997417277,20.629997956282,34.54,20.347233849514,3.64286,11,MO
09-13-2013,36.72727,45.0,31.0,3.51855,37.0,20.412033957315,20.394361200642,20.588761524045,34.84,20.523961416244003,3.64286,11,MO
09-16-2013,36.72727,45.0,31.0,3.51855,37.0,20.730143577429,20.635888875173,20.85385287414,35.13,20.694798064083,3.64286,11,MO
09-17-2013,36.72727,45.0,31.0,3.51855,37.0,20.730143577429,20.683016226301,20.918652981941,35.36,20.830289198576,3.64286,11,MO
09-18-2013,36.72727,45.0,31.0,3.51855,37.0,20.836180117467,20.724252658538,21.124835143126,35.79,21.083598710889,3.64286,11,MO
09-19-2013,36.72727,45.0,31.0,3.51855,37.0,21.101271467562,21.036471359761,21.2073080076,35.8,21.08948962978,3.64286,11,MO
09-20-2013,36.72727,45.0,31.0,3.51855,37.0,21.118944224235,20.91276206305,21.154289737581,35.55,20.942216657505,3.64286,11,MO
09-23-2013,36.72727,45.0,31.0,3.51855,37.0,20.847961955249,20.73603449632,20.877416549704,35.25,20.765489090775,3.64286,11,MO
09-24-2013,36.72727,45.0,31.0,3.51855,37.0,20.753707252993,20.606434280718,20.765489090775,35.08,20.665343469628,3.64286,11,MO
09-25-2013,36.72727,45.0,31.0,3.51855,37.0,20.67712530741,20.4485576544392,20.721307199092497,34.79,20.494506821789,3.64286,11,MO
09-26-2013,36.72727,45.0,31.0,3.51855,37.0,20.50039774068,20.476834065116,20.6182161185,35.0,20.6182161185,3.64286,11,MO
09-27-2013,36.72727,45.0,31.0,3.51855,37.0,20.512179578462,20.341342930623,20.55930692959,34.71,20.447379470661,3.64286,11,MO
09-30-2013,36.72727,45.0,31.0,3.51855,37.0,20.32367017395,20.188179039457,20.347233849514,34.35,20.235306390585,3.64286,11,MO
10-01-2013,36.72727,45.0,31.0,3.51855,37.0,20.188179039457,20.164615363893,20.476834065116,34.71,20.447379470661,3.64286,11,MO
10-02-2013,37.27273,51.0,31.0,4.93763,37.0,20.376688443969,20.26476098504,20.476834065116,34.75,20.470943146225,3.64286,11,MO
10-03-2013,37.27273,51.0,31.0,4.93763,37.0,20.406143038424,20.32367017395,20.547525091808,34.7,20.44148855177,3.64286,11,MO
10-04-2013,37.27273,51.0,31.0,4.93763,37.0,20.44148855177,20.335452011732,20.535743254026,34.65,20.412033957315,3.64286,11,MO
10-07-2013,37.27273,51.0,31.0,4.93763,37.0,20.305997417277,20.282433741713,20.612325199609,34.75,20.470943146225,3.64286,11,MO
10-08-2013,37.27273,51.0,31.0,4.93763,37.0,20.494506821789,20.3914157411965,20.571088767372,34.68,20.429706713988,3.64286,11,MO
10-09-2013,37.27273,51.0,31.0,4.93763,37.0,20.482724984007003,20.270651903931,20.55930692959,34.45,20.294215579495003,3.64286,11,MO
10-10-2013,37.27273,51.0,31.0,4.93763,37.0,20.653561631846,20.582870605154,20.900980225268,35.48,20.900980225268,3.64286,11,MO
10-11-2013,37.36364,51.0,31.0,4.90404,37.0,20.930434819723,20.824398279685,21.001125846415,35.54,20.936325738614,3.64286,11,MO
10-14-2013,37.36364,51.0,31.0,4.90404,37.0,20.859743793031,20.81255753271409,21.095380548671,35.74,21.054144116434,3.64286,11,MO
10-15-2013,37.36364,51.0,31.0,4.90404,37.0,20.989344008633,20.771380009666,21.007016765306,35.33,20.812616441903,3.64286,11,MO
10-16-2013,37.36364,51.0,31.0,4.90404,37.0,20.85385287414,20.8155619013485,21.03058044087,35.69,21.024689521979,3.64286,11,MO
10-17-2013,37.36364,51.0,31.0,4.90404,37.0,21.048253197543,20.959889414178,21.177853413145,35.62,20.983453089742,3.64286,11,MO
10-18-2013,37.36364,51.0,31.0,4.90404,37.0,21.142507899799,20.983453089742,21.201417088709,35.86,21.124835143126,3.64286,11,MO
10-21-2013,37.36364,51.0,31.0,4.90404,37.0,21.177853413145,21.071816873107,21.219089845382,36.02,21.219089845382,3.64286,11,MO
10-22-2013,37.36364,51.0,31.0,4.90404,37.0,21.26621719651,21.189635250927,21.490072114368,36.41,21.448835682131,3.64286,11,MO
10-23-2013,37.36364,51.0,31.0,4.90404,37.0,21.378144655439,21.260326277619,21.525417627714,36.38,21.431162925458,3.64286,11,MO
10-24-2013,37.81818,51.0,32.0,4.70625,37.0,21.601999573297,21.142507899799,21.649126924425,35.96,21.183744332036,3.64286,11,MO
10-25-2013,38.0,51.0,32.0,4.82418,37.0,21.26621719651,21.14839881869,21.413490168785,36.25,21.354580979875,3.64286,11,MO
10-28-2013,38.0,51.0,32.0,4.82418,37.0,21.366362817657,21.366362817657,21.761054383354,36.81,21.684472437771,3.64286,11,MO
10-29-2013,38.0,51.0,32.0,4.82418,37.0,21.731599788899,21.708036113335,22.067382165686,37.43,22.049709409013,3.64286,11,MO
10-30-2013,38.0,51.0,32.0,4.82418,37.0,22.09094584125,21.819963572264,22.09094584125,37.06,21.831745410046,3.64286,11,MO
10-31-2013,38.0,51.0,32.0,4.82418,37.0,21.819963572264,21.73749070779,22.120400435705,37.23,21.931891031193,3.64286,11,MO
11-01-2013,38.0,51.0,32.0,4.82418,37.0,21.943672868975,21.884763680065,22.202873300179,37.33,21.990800220103,3.64286,11,MO
11-04-2013,38.09091,51.0,32.0,4.81389,38.0,22.108618597923,21.955454706757003,22.202873300179,37.43,22.049709409013,3.64286,11,MO
11-05-2013,38.09091,51.0,32.0,4.81389,38.0,22.043818490122,21.949563787866,22.161636867942,37.54,22.114509516814,3.64286,11,MO
11-06-2013,38.09091,51.0,32.0,4.81389,38.0,22.196982381288,22.120400435705,22.320691677999,37.82,22.279455245762,3.64286,11,MO
11-07-2013,38.09091,51.0,32.0,4.81389,38.0,22.285346164653,21.943672868975,22.308909840217,37.5,22.09094584125,3.64286,11,MO
11-08-2013,38.09091,51.0,32.0,4.81389,38.0,22.03203665234,21.811068284738592,22.120400435705,37.55,22.120400435705,3.64286,11,MO
