 Date,WFC Price Target,WFC Price Target - High,WFC Price Target - Low,WFC Price Target - StdDev,WFC Price Target - Median,WFC Open,WFC Low,WFC High,WFC Close,WFC Adj. Close,WFC Rating,WFC Price Target - #,Ticker
02-05-2013,39.17062,46.5,35.0,2.45942,39.0,26.260537745640004,26.177910195525,26.365700082150003,34.85,26.177910195525,3.7027,32,WFC
02-06-2013,39.20188,46.5,35.0,2.4634,39.0,26.162887004595,26.072747859015003,26.27556093657,34.97,26.268049341105,3.7027,32,WFC
02-07-2013,39.20188,46.5,35.0,2.4634,39.0,26.24551455471,25.952562331575,26.253026150175003,34.66,26.03518988169,3.7027,32,WFC
02-08-2013,39.20188,46.5,35.0,2.4634,39.0,26.057724668085,26.05021307262,26.226735566047505,34.88,26.200444981920004,3.7027,32,WFC
02-11-2013,39.28667,46.5,35.0,2.47276,39.0,26.253026150175003,26.230491363780004,26.583536350635,35.26,26.48588560959,3.75676,33,WFC
02-12-2013,39.28667,46.5,35.0,2.47276,39.0,26.538466777845,26.45583922773,26.703721878075,35.51,26.673675496215,3.75676,33,WFC
02-13-2013,39.28667,46.5,35.0,2.47276,39.0,26.628605923425003,26.253026150175003,26.681187091680005,35.13,26.388234868545005,3.75676,33,WFC
02-14-2013,39.40788,46.5,35.0,2.50455,39.0,26.305607318430003,26.222979768315,26.493397205055004,35.21,26.448327632265,3.78378,33,WFC
02-15-2013,39.32688,46.5,35.0,2.50045,39.0,26.470862418660005,26.305607318430003,26.56100156424,35.16,26.41076965494,3.75,32,WFC
02-19-2013,39.32688,46.5,35.0,2.50045,39.0,26.418281250405,26.35067689122,26.493397205055004,35.14,26.395746464010003,3.75,32,WFC
02-20-2013,39.32688,46.5,35.0,2.50045,39.0,26.358188486685005,26.335653700290003,26.53103029833465,35.1,26.365700082150003,3.75,32,WFC
02-21-2013,39.32688,46.5,35.0,2.50045,39.0,26.328142104825,26.305607318430003,26.80137261912,35.46,26.636117518890003,3.75,32,WFC
02-22-2013,39.32688,46.5,35.0,2.50045,39.0,26.718745069005003,26.583536350635,26.914046551095,35.82,26.90653495563,3.77143,32,WFC
02-25-2013,39.32688,46.5,35.0,2.50045,39.0,26.92155814656001,26.117817431805005,27.004185696675005,34.79,26.132840622735003,3.77143,32,WFC
02-26-2013,39.32688,46.5,35.0,2.50045,39.0,26.35067689122,25.930027545180003,26.365700082150003,34.75,26.102794240875003,3.77143,32,WFC
02-27-2013,39.32688,46.5,35.0,2.50045,39.0,26.15537540913,25.990120308900003,26.45583922773,35.13,26.388234868545005,3.77143,32,WFC
02-28-2013,39.32688,46.5,35.0,2.50045,39.0,26.343165295755004,26.305607318430003,26.568513159705,35.08,26.35067689122,3.77143,32,WFC
03-01-2013,39.32688,46.5,35.0,2.50045,39.0,26.24551455471,26.177910195525,26.7149892712725,35.39,26.583536350635,3.77143,32,WFC
03-04-2013,39.32688,46.5,35.0,2.50045,39.0,26.568513159705,26.538466777845,26.951604528420003,35.85,26.929069742025003,3.77143,32,WFC
03-05-2013,39.32688,46.5,35.0,2.50045,39.0,27.034232078535,26.899023360165003,27.259579942485,35.88,26.951604528420003,3.77143,32,WFC
03-06-2013,39.32688,46.5,35.0,2.50045,39.0,27.109348033185004,26.9027791578975,27.14690601051,36.05,27.079301651325,3.77143,32,WFC
03-07-2013,39.43419,46.5,35.0,2.46686,39.0,27.139394415045004,27.10183643772,27.40230025632,36.42,27.35723068353,3.79412,31,WFC
03-08-2013,39.46645,46.5,35.0,2.50642,39.0,27.379765469925005,27.214510369695,27.50746259283,36.5,27.41732344725,3.79412,31,WFC
03-11-2013,39.46645,46.5,35.0,2.50642,39.0,27.47741621097,27.439858233645,27.898065557010003,37.13,27.890553961545,3.79412,31,WFC
03-12-2013,39.46645,46.5,35.0,2.50642,39.0,27.86050757968501,27.514974188295003,27.9243561411375,36.66,27.53750897469,3.79412,31,WFC
03-13-2013,39.48312,46.5,35.0,2.46869,39.0,27.597601738410003,27.439858233645,27.687740883990003,36.77,27.620136524805005,3.77143,32,WFC
03-14-2013,39.48312,46.5,35.0,2.46869,39.0,27.755345243175004,27.6426713112,27.815438006895004,36.97,27.770368434105,3.77143,32,WFC
03-15-2013,39.61938,46.5,35.0,2.60718,39.0,28.06332065724,28.01825108445,28.694294676300004,38.2,28.694294676300004,3.77143,32,WFC
03-18-2013,39.61938,46.5,35.0,2.60718,39.0,28.318714903050004,28.25862213933,28.46894681235,37.76,28.36378447584,3.77143,32,WFC
03-19-2013,39.61938,46.5,35.0,2.60718,39.0,28.483970003280003,28.040785870845,28.491481598745,37.49,28.160971398285003,3.77143,32,WFC
03-20-2013,39.61938,46.5,35.0,2.60718,39.0,28.281156925725,28.055809061775005,28.423877239560003,37.44,28.12341342096,3.77143,32,WFC
03-21-2013,39.61938,46.5,35.0,2.60718,39.0,27.91308874794,27.868019175150003,28.078343848170004,37.14,27.898065557010003,3.77143,32,WFC
03-22-2013,39.61938,46.5,35.0,2.60718,39.0,27.995716298055005,27.868019175150003,28.078343848170004,37.2,27.943135129800005,3.77143,32,WFC
