 Date,F Price Target,F Price Target - High,F Price Target - Low,F Price Target - StdDev,F Price Target - Median,F Open,F Low,F High,F Close,F Adj. Close,F Rating,F Price Target - #,Ticker
02-26-2013,15.2125,20.0,11.0,2.31473,15.0,8.20421554752,8.11707927128,8.2779462428,12.34,8.27124345232,3.57692,20,F
02-27-2013,15.2125,20.0,11.0,2.31473,15.0,8.2779462428,8.2779462428,8.613085766800001,12.76,8.55276065248,3.57692,20,F
02-28-2013,15.2125,20.0,11.0,2.31473,15.0,8.56616623344,8.4455160048,8.62649134776,12.61,8.45221879528,3.57692,20,F
03-01-2013,15.2125,20.0,11.0,2.31473,15.0,8.41870484288,8.298054614240002,8.546057862000001,12.61,8.45221879528,3.57692,20,F
03-04-2013,15.2125,20.0,11.0,2.31473,15.0,8.412002052400002,8.39859647144,8.546057862000001,12.75,8.546057862000001,3.57692,20,F
03-05-2013,15.2125,20.0,11.0,2.31473,15.0,8.62649134776,8.57286902392,8.70022204304,12.87,8.62649134776,3.57692,20,F
03-06-2013,15.2125,20.0,11.0,2.31473,15.0,8.693519252560002,8.613085766800001,8.713627624,12.89,8.63989692872,3.57692,20,F
03-07-2013,15.2125,20.0,11.0,2.31473,15.0,8.63989692872,8.55946344296,8.653302509680001,12.83,8.59968018584,3.57692,20,F
03-08-2013,15.2125,20.0,11.0,2.31473,15.0,8.67341088112,8.58292320964,8.70692483352,12.98,8.70022204304,3.57692,20,F
03-11-2013,15.2125,20.0,11.0,2.31473,15.0,8.693519252560002,8.646599719200001,8.981739243200002,13.34,8.94152250032,3.57692,20,F
03-12-2013,15.2625,21.0,11.0,2.42574,15.0,8.96163087176,8.827575062160001,9.02865877656,13.39,8.975036452720001,3.57692,20,F
03-13-2013,15.2625,21.0,11.0,2.42574,15.0,8.96163087176,8.9482252908,9.0152531956,13.4,8.981739243200002,3.57692,20,F
03-14-2013,15.2625,21.0,11.0,2.42574,15.0,9.00184761464,8.96163087176,9.0152531956,13.43,9.00184761464,3.57692,20,F
03-15-2013,15.2625,21.0,11.0,2.42574,15.0,8.92141412888,8.88790017648,9.0152531956,13.45,9.0152531956,3.57692,20,F
03-18-2013,15.2625,21.0,11.0,2.42574,15.0,8.82087227168,8.579571814400001,8.975036452720001,13.26,8.88790017648,3.57692,20,F
03-19-2013,15.2625,21.0,11.0,2.42574,15.0,8.89460296696,8.77395273832,8.9482252908,13.16,8.82087227168,3.57692,20,F
03-20-2013,15.43421,21.0,11.0,2.36732,15.0,8.861089014560001,8.83427785264,8.981739243200002,13.36,8.95492808128,3.6,19,F
03-21-2013,15.43421,21.0,11.0,2.36732,15.0,8.881197386,8.867791805040001,8.99514482416,13.26,8.88790017648,3.6,19,F
03-22-2013,15.43421,21.0,11.0,2.36732,15.0,8.87449459552,8.8476834336,8.92141412888,13.26,8.88790017648,3.6,19,F
03-25-2013,15.43421,21.0,11.0,2.36732,15.0,8.92141412888,8.88790017648,8.981739243200002,13.29,8.90800854792,3.6,19,F
03-26-2013,15.43421,21.0,11.0,2.36732,15.0,8.9482252908,8.87449459552,8.96163087176,13.31,8.92141412888,3.6,19,F
03-27-2013,15.43421,21.0,11.0,2.36732,15.0,8.867791805040001,8.7806555288,8.881197386,13.22,8.861089014560001,3.6,19,F
03-28-2013,15.43421,21.0,11.0,2.36732,15.0,8.87114320028,8.7806555288,8.87114320028,13.15,8.8141694812,3.6,19,F
04-01-2013,15.43421,21.0,11.0,2.36732,15.0,8.720330414480001,8.646599719200001,8.8141694812,12.9,8.646599719200001,3.6,19,F
04-02-2013,15.43421,21.0,11.0,2.36732,15.0,8.713627624,8.686816462080001,8.84098064312,13.01,8.720330414480001,3.6,19,F
04-03-2013,15.43421,21.0,11.0,2.36732,15.0,8.7471415764,8.43881321432,8.7471415764,12.68,8.49913832864,3.6,19,F
04-04-2013,15.43421,21.0,11.0,2.36732,15.0,8.49913832864,8.3424941151224,8.56616623344,12.65,8.479029957200002,3.6,19,F
04-05-2013,15.43421,21.0,11.0,2.36732,15.0,8.33156856664,8.143890433200001,8.3784881,12.44,8.33827135712,3.6,19,F
04-08-2013,15.43421,21.0,11.0,2.36732,15.0,8.35167693808,8.3114601952,8.59968018584,12.78,8.56616623344,3.6,19,F
04-09-2013,15.43421,21.0,11.0,2.36732,15.0,8.613085766800001,8.546057862000001,8.686816462080001,12.8,8.579571814400001,3.6,19,F
04-10-2013,15.43421,21.0,11.0,2.36732,15.0,8.62649134776,8.59297739536,8.800763900240002,13.12,8.79406110976,3.6,19,F
04-11-2013,15.43421,21.0,11.0,2.36732,15.0,8.8141694812,8.800763900240002,9.10238947184,13.55,9.0822811004,3.6,19,F
04-12-2013,15.43421,21.0,11.0,2.36732,15.0,9.00184761464,8.88790017648,9.0822811004,13.53,9.06887551944,3.6,19,F
04-15-2013,15.43421,21.0,11.0,2.36732,15.0,8.95492808128,8.653302509680001,9.021955986080002,12.95,8.680113671600001,3.6,19,F
04-16-2013,15.43421,21.0,11.0,2.36732,15.0,8.827575062160001,8.71027622876,8.87449459552,13.12,8.79406110976,3.6,19,F
04-17-2013,15.43421,21.0,11.0,2.36732,15.0,8.693519252560002,8.5784323400184,8.7471415764,12.925,8.663356695400001,3.6,19,F
04-18-2013,15.43421,21.0,11.0,2.36732,15.0,8.67341088112,8.479029957200002,8.70022204304,12.75,8.546057862000001,3.6,19,F
04-19-2013,15.43421,21.0,11.0,2.36732,15.0,8.63319413824,8.546057862000001,8.693519252560002,12.93,8.66670809064,3.6,19,F
04-22-2013,15.43421,21.0,11.0,2.36732,15.0,8.693519252560002,8.579571814400001,8.76724994784,13.06,8.753844366880001,3.6,19,F
04-23-2013,15.43421,21.0,11.0,2.36732,15.0,8.79406110976,8.78735831928,9.0152531956,13.36,8.95492808128,3.6,19,F
04-24-2013,15.43421,21.0,11.0,2.36732,15.0,9.03536156704,8.79406110976,9.07557830992,13.33,8.934819709840001,3.6,19,F
04-25-2013,15.53947,21.0,11.0,2.27727,15.0,8.981739243200002,8.9482252908,9.087375221164802,13.47,9.02865877656,3.6,19,F
04-26-2013,15.53947,21.0,11.0,2.27727,15.0,9.06217272896,9.0152531956,9.22303970048,13.67,9.16271458616,3.6,19,F
04-29-2013,15.53947,21.0,11.0,2.27727,15.0,9.20293132904,9.09568668136,9.22303970048,13.66,9.15601179568,3.6,19,F
04-30-2013,15.53947,21.0,11.0,2.27727,15.0,9.15601179568,9.06217272896,9.20963411952,13.71,9.18952574808,3.6,19,F
05-01-2013,15.53947,21.0,11.0,2.27727,15.0,9.209781865724,9.013972720485,9.304310418598,13.38,9.034228838958,3.6,19,F
05-02-2013,15.53947,21.0,11.0,2.27727,15.0,9.142261470814,9.034228838958,9.149013510305,13.41,9.054484957431,3.6,19,F
05-03-2013,15.53947,21.0,11.0,2.27727,15.0,9.169269628778,9.162517589287,9.338070616053,13.83,9.338070616053,3.6,19,F
05-06-2013,15.53947,21.0,11.0,2.27727,15.0,9.358326734526,9.338070616053,9.554135879765,14.09,9.513623642819,3.6,19,F
05-07-2013,15.53947,21.0,11.0,2.27727,15.0,9.58789607722,9.513623642819,9.621656274675,14.19,9.581144037729,3.6,19,F
05-08-2013,15.53947,21.0,11.0,2.27727,15.0,9.554135879765,9.52037568231,9.614904235184,14.21,9.594648116711,3.6,19,F
05-09-2013,15.53947,21.0,11.0,2.27727,15.0,9.581144037729,9.560887919256,9.628408314166,14.2,9.58789607722,3.6,19,F
05-10-2013,15.53947,21.0,11.0,2.27727,15.0,9.594648116711,9.466359366382,9.608152195693,14.11,9.527127721801,3.6,19,F
05-13-2013,15.53947,21.0,11.0,2.27727,15.0,9.52037568231,9.398838971472,9.533879761292,14.01,9.459607326891,3.6,19,F
05-14-2013,15.53947,21.0,11.0,2.27727,15.0,9.4528552874,9.439351208418,9.655416472130002,14.27,9.635160353657,3.6,19,F
05-15-2013,15.53947,21.0,11.0,2.27727,15.0,9.641912393148,9.635160353657,9.972762328207,14.67,9.905241933297,3.6,19,F
05-16-2013,15.69737,21.0,11.0,2.33759,15.0,9.972762328207,9.85797765686,10.026778644135,14.64,9.884985814824,3.68,19,F
05-17-2013,15.69737,21.0,11.0,2.33759,15.0,9.986266407189,9.959258249225,10.229339828865,15.08,10.182075552428,3.68,19,F
05-20-2013,15.69737,21.0,11.0,2.33759,15.0,10.134811275991,10.1280592365,10.283356144793,15.05,10.161819433955,3.68,19,F
05-21-2013,15.69737,21.0,11.0,2.33759,15.0,10.175323512937,9.959258249225,10.276604105302,14.95,10.094299039045,3.68,19,F
05-22-2013,15.69737,21.0,11.0,2.33759,15.0,10.182075552428,10.033530683626,10.344124500212,14.97,10.107803118027,3.68,19,F
05-23-2013,15.69737,21.0,11.0,2.33759,15.0,9.79045726195,9.702680748567,10.087546999554,14.81,9.999770486171,3.68,19,F
05-24-2013,15.69737,21.0,11.0,2.33759,15.0,9.932250091261,9.898489893806,10.047034762608002,14.79,9.986266407189,3.68,19,F
05-28-2013,15.90789,24.0,11.0,2.84144,15.0,10.276604105302,10.19557963141,10.364380618685,15.28,10.317116342248,3.68,19,F
05-29-2013,16.10526,24.0,11.0,2.86347,16.0,10.310364302757,10.290108184284,10.614206079852002,15.63,10.553437724433,3.68,19,F
05-30-2013,16.26316,24.0,11.0,2.88083,16.0,10.641214237816,10.627710158834,10.816767264582,15.9,10.73574279069,3.68,19,F
05-31-2013,16.36842,24.0,11.0,2.94172,16.0,10.722238711708002,10.587197921888,10.830271343564,15.68,10.587197921888,3.68,19,F
06-03-2013,16.36842,24.0,11.0,2.94172,16.0,10.755998909163,10.472413250541,10.857279501528,15.89,10.728990751199,3.68,19,F
06-04-2013,16.47368,24.0,11.0,2.96237,17.0,10.789759106618002,10.553437724433,10.864031541019,15.78,10.654718316798,3.68,19,F
06-05-2013,16.47368,24.0,11.0,2.96237,17.0,10.60070200087,10.249595947338,10.607454040361,15.25,10.296860223775,3.68,19,F
06-06-2013,16.47368,24.0,11.0,2.96237,17.0,10.296860223775,10.168571473446,10.452157132068,15.44,10.425148974104,3.68,19,F
06-07-2013,16.47368,24.0,11.0,2.96237,17.0,10.519677526978,10.438653053086002,10.641214237816,15.73,10.620958119343,3.68,19,F
06-10-2013,16.47368,24.0,11.0,2.96237,17.0,10.708734632726,10.53318160596,10.73574279069,15.71,10.607454040361,3.68,19,F
06-11-2013,16.47368,24.0,11.0,2.96237,17.0,10.479165290032,10.398140816140002,10.587197921888,15.51,10.472413250541,3.68,19,F
06-12-2013,16.47368,24.0,11.0,2.96237,17.0,10.553437724433,10.337372460721,10.607454040361,15.37,10.377884697667,3.68,19,F
06-13-2013,16.47368,24.0,11.0,2.96237,17.0,10.337372460721,10.249595947338,10.53237136122108,15.58,10.519677526978,3.68,19,F
06-14-2013,16.47368,24.0,11.0,2.96237,17.0,10.479165290032,10.364380618685,10.512925487487,15.37,10.377884697667,3.68,19,F
06-17-2013,16.47368,24.0,11.0,2.96237,17.0,10.485917329523,10.425148974104,10.614206079852002,15.55,10.499421408505,3.68,19,F
06-18-2013,16.47368,24.0,11.0,2.96237,17.0,10.492669369014,10.425148974104,10.607454040361,15.65,10.566941803415,3.64,19,F
06-19-2013,16.47368,24.0,11.0,2.96237,17.0,10.53318160596,10.337372460721,10.546685684942,15.32,10.344124500212,3.64,19,F
06-20-2013,16.73684,24.0,11.0,3.04081,17.0,10.256347986829,9.959258249225,10.317116342248,14.82,10.006522525662,3.64,19,F
06-21-2013,16.73684,24.0,11.0,3.04081,17.0,10.141563315482,9.851225617369,10.1651954537005,15.0,10.1280592365,3.64,19,F
06-24-2013,16.80556,24.0,11.0,3.04202,17.0,9.905241933297,9.655416472130002,10.013274565153,14.67,9.905241933297,3.64,18,F
06-25-2013,16.80556,24.0,11.0,3.04202,17.0,10.026778644135,10.020026604644,10.1280592365,14.97,10.107803118027,3.64,18,F
06-26-2013,16.80556,24.0,11.0,3.04202,17.0,10.236091868356,10.1922036116645,10.337372460721,15.29,10.323868381739,3.64,18,F
06-27-2013,16.80556,24.0,11.0,3.04202,17.0,10.418396934613,10.391388776649,10.60070200087,15.65,10.566941803415,3.64,18,F
06-28-2013,16.80556,24.0,11.0,3.04202,17.0,10.506173447996002,10.425148974104,10.566941803415,15.47,10.445405092577,3.64,18,F
07-01-2013,16.80556,24.0,11.0,3.04202,17.0,10.539933645451,10.5027974282505,10.661470356289,15.74,10.627710158834,3.64,18,F
07-02-2013,16.80556,24.0,11.0,3.04202,17.0,10.641214237816,10.593949961379,10.945056014911,16.18,10.924799896438,3.64,18,F
07-03-2013,16.80556,24.0,11.0,3.04202,17.0,10.904543777965,10.897791738474002,11.107104962695,16.43,11.093600883713,3.64,18,F
07-05-2013,16.80556,24.0,11.0,3.04202,17.0,11.161121278623002,11.127361081168,11.302914107934,16.7,11.27590594997,3.64,18,F
07-08-2013,16.80556,24.0,11.0,3.04202,17.0,11.377186542335002,11.309666147425,11.431202858263,16.81,11.350178384371,3.64,18,F
07-09-2013,16.80556,24.0,11.0,3.04202,17.0,11.383938581826,11.289410028952,11.437954897754002,16.84,11.370434502844,3.64,18,F
07-10-2013,16.80556,24.0,11.0,3.04202,17.0,11.316418186916,11.242145752515,11.397442660808,16.72,11.289410028952,3.66667,18,F
07-11-2013,16.80556,24.0,11.0,3.04202,17.0,11.444706937245,11.383938581826,11.471715095209,16.98,11.464963055718,3.66667,18,F
07-12-2013,16.86111,24.0,11.0,3.01757,17.0,11.464963055718,11.45807597543718,11.552739569101,17.11,11.552739569101,3.66667,18,F
07-15-2013,16.97368,24.0,11.0,3.14757,17.0,11.640516082484,11.545987529610002,11.674276279939,17.12,11.559491608592,3.6,19,F
07-16-2013,17.13158,24.0,11.0,3.21936,18.0,11.444706937245,11.080096804731,11.444706937245,16.6,11.20838555506,3.6,19,F
07-17-2013,17.23684,24.0,11.0,3.27819,18.0,11.235393713024,11.221889634042002,11.363682463353,16.78,11.329922265898002,3.6,19,F
07-18-2013,17.23684,24.0,11.0,3.27819,18.0,11.356930423862,11.329922265898002,11.464963055718,16.93,11.431202858263,3.6,19,F
07-19-2013,17.23684,24.0,11.0,3.27819,18.0,11.404194700299,11.242145752515,11.404194700299,16.76,11.316418186916,3.6,19,F
07-22-2013,17.41667,24.0,11.0,3.27554,18.0,11.390690621317,11.363682463353,11.505475292664,17.04,11.505475292664,3.66667,18,F
07-23-2013,17.41667,24.0,11.0,3.27554,18.0,11.586499766556,11.356930423862,11.593251806047002,16.94,11.437954897754002,3.66667,18,F
07-24-2013,17.47222,24.0,11.0,3.32696,18.0,11.802565030268,11.647268121975,11.934229800342502,17.37,11.728292595867002,3.66667,18,F
07-25-2013,18.52778,24.0,12.0,3.12904,19.5,11.654020161466002,11.397442660808,11.660772200957,16.96,11.451458976736,3.625,18,F
07-26-2013,18.63889,24.0,12.0,3.2481,19.5,11.424450818772002,11.41094673979,11.566243648083,17.02,11.491971213682,3.625,18,F
07-29-2013,18.91176,24.0,12.0,3.13535,20.0,11.532483450628,11.512227332155,11.606755885029,17.08,11.532483450628,3.65217,17,F
07-30-2013,18.91176,24.0,12.0,3.13535,20.0,11.606755885029,11.518979371646,11.647268121975,17.08,11.532483450628,3.65217,17,F
07-31-2013,18.91176,24.0,12.0,3.13535,20.0,11.607193297476998,11.437398193652,11.647944122394998,16.88,11.464565410264,3.65217,17,F
08-01-2013,19.02941,24.0,12.0,3.00231,20.0,11.573234276711998,11.512108039335,11.688694947313,17.19,11.675111339007,3.65217,17,F
08-02-2013,19.02941,24.0,12.0,3.00231,20.0,11.647944122394998,11.627568709936,11.885657267749998,17.5,11.885657267749998,3.65217,17,F
08-05-2013,19.02941,24.0,12.0,3.00231,20.0,11.844906442832,11.620776905782998,11.885657267749998,17.19,11.675111339007,3.65217,17,F
08-06-2013,19.02941,24.0,12.0,3.00231,20.0,11.668319534854,11.5460670601,11.702278555619,17.03,11.566442472559,3.65217,17,F
08-07-2013,19.08824,24.0,12.0,3.04976,20.0,11.512108039335,11.355896543815998,11.518899843488,16.77,11.389855564581,3.65217,17,F
08-08-2013,19.08824,24.0,12.0,3.04976,20.0,11.505316235182,11.457773606111,11.566442472559,16.98,11.532483451794,3.65217,17,F
08-09-2013,19.08824,24.0,12.0,3.04976,20.0,11.512108039335,11.505316235182,11.620776905782998,17.02,11.559650668406,3.65217,17,F
08-12-2013,19.08824,24.0,12.0,3.04976,20.0,11.484940822723,11.471357214417,11.641152318242,17.07,11.593609689171,3.65217,17,F
08-13-2013,19.08824,24.0,12.0,3.04976,20.0,11.647944122394998,11.518899843488,11.688694947313,17.06,11.586817885017998,3.65217,17,F
08-14-2013,19.08824,24.0,12.0,3.04976,20.0,11.573234276711998,11.444189997805,11.586817885017998,16.89,11.471357214417,3.65217,17,F
08-15-2013,19.08824,24.0,12.0,3.04976,20.0,11.349104739663,11.016306336165998,11.362688347969,16.43,11.158934223379,3.69565,17,F
08-16-2013,19.08824,24.0,12.0,3.04976,20.0,11.172517831685,11.016306336165998,11.27439489398,16.3,11.07064076939,3.69565,17,F
08-19-2013,19.08824,24.0,12.0,3.04976,20.0,11.063848965236998,10.941596490483,11.077432573542998,16.12,10.948388294636,3.69565,17,F
08-20-2013,19.08824,24.0,12.0,3.04976,20.0,10.907637469718,10.744634170046,11.111391594308,16.31,11.077432573542998,3.69565,17,F
08-21-2013,19.08824,24.0,12.0,3.04976,20.0,11.077432573542998,10.941596490483,11.152142419226,16.25,11.036681748625,3.69565,17,F
08-22-2013,19.08824,24.0,12.0,3.04976,20.0,11.063848965236998,11.036681748625,11.199685048297,16.41,11.145350615073,3.69565,17,F
08-23-2013,19.08824,24.0,12.0,3.04976,20.0,11.186101439991,11.104599790155,11.220060460756,16.45,11.172517831685,3.69565,17,F
08-26-2013,19.08824,24.0,12.0,3.04976,20.0,11.165726027532,11.124975202613998,11.287978502286,16.41,11.145350615073,3.69565,17,F
08-27-2013,19.08824,24.0,12.0,3.04976,20.0,10.975555511248,10.765009582505,10.989139119553998,15.88,10.785384994964,3.69565,17,F
08-28-2013,19.08824,24.0,12.0,3.04976,20.0,10.771801386657998,10.669924324363,10.968763707095,16.02,10.880470253106,3.69565,17,F
08-29-2013,19.08824,24.0,12.0,3.04976,20.0,11.009514532013,10.968763707095,11.315145718898,16.5,11.20647685245,3.69565,17,F
08-30-2013,19.08824,24.0,12.0,3.04976,20.0,11.260811285674,10.9490674750513,11.267603089827,16.19,10.995930923707,3.69565,17,F
09-03-2013,19.08824,24.0,12.0,3.04976,20.0,11.152142419226,11.009514532013,11.233644069062,16.34,11.097807986002,3.69565,17,F
09-04-2013,19.08824,24.0,12.0,3.04976,20.0,11.124975202613998,11.118183398461,11.559650668406,16.91,11.484940822723,3.69565,17,F
09-05-2013,19.14706,24.0,12.0,3.03782,20.0,11.61398510163,11.566442472559,11.783780205455,17.3,11.74982118469,3.69565,17,F
09-06-2013,19.14706,24.0,12.0,3.03782,20.0,11.770196597148995,11.423814585346,11.776988401302,17.0,11.5460670601,3.69565,17,F
09-09-2013,19.14706,24.0,12.0,3.03782,20.0,11.620776905782998,11.61398510163,11.824531030373,17.31,11.756612988843,3.69565,17,F
09-10-2013,19.14706,24.0,12.0,3.03782,20.0,11.878865463596998,11.797363813761,12.007909742504,17.55,11.919616288515,3.69565,17,F
09-11-2013,19.14706,24.0,12.0,3.03782,20.0,11.885657267749998,11.810947422067,11.939991700973998,17.54,11.912824484361998,3.69565,17,F
09-12-2013,19.26471,24.0,12.0,3.02984,20.0,11.919616288515,11.756612988843,11.926408092667998,17.39,11.810947422067,3.69565,17,F
09-13-2013,19.26471,24.0,12.0,3.02984,20.0,11.851698246985,11.736237576384,11.87723543060028,17.35,11.783780205455,3.72727,17,F
09-16-2013,19.26471,24.0,12.0,3.02984,20.0,11.906032680209,11.74982118469,11.946783505127,17.35,11.783780205455,3.72727,17,F
09-17-2013,19.26471,24.0,12.0,3.02984,20.0,11.783780205455,11.74982118469,11.851698246985,17.44,11.844906442832,3.72727,17,F
09-18-2013,19.26471,24.0,12.0,3.02984,20.0,11.790572009608,11.776988401302,12.069035979881,17.625,11.9705548196625,3.72727,17,F
09-19-2013,19.26471,24.0,12.0,3.02984,20.0,12.055452371575,11.892449071903,12.069035979881,17.66,11.994326134198,3.72727,17,F
09-20-2013,19.26471,24.0,12.0,3.02984,20.0,12.028285154963,11.74982118469,12.028285154963,17.39,11.810947422067,3.72727,17,F
09-23-2013,19.26471,24.0,12.0,3.02984,20.0,11.729445772231,11.532483451794,11.783780205455,17.2,11.68190314316,3.72727,17,F
09-24-2013,19.26471,24.0,12.0,3.02984,20.0,11.702278555619,11.600401493323998,11.81773922622,17.26,11.722653968078,3.72727,17,F
09-25-2013,19.26471,24.0,12.0,3.02984,20.0,11.715862163925,11.654735926548,11.81773922622,17.19,11.675111339007,3.72727,17,F
09-26-2013,19.26471,24.0,12.0,3.02984,20.0,11.722653968078,11.627568709936,11.804155617914,17.27,11.729445772231,3.72727,17,F
09-27-2013,19.26471,24.0,12.0,3.02984,20.0,11.661527730701,11.5460670601,11.68190314316,17.05,11.580026080865,3.72727,17,F
09-30-2013,19.26471,24.0,12.0,3.02984,20.0,11.389855564581,11.335521131357,11.552858864253,16.87,11.457773606111,3.72727,17,F
10-01-2013,19.26471,24.0,12.0,3.02984,20.0,11.498524431029,11.491732626876,11.776988401302,17.19,11.675111339007,3.72727,17,F
10-02-2013,19.26471,24.0,12.0,3.02984,20.0,11.607193297476998,11.512108039335,11.695486751465998,17.21,11.688694947313,3.72727,17,F
10-03-2013,19.26471,24.0,12.0,3.02984,20.0,11.620776905782998,11.383063760428,11.661527730701,16.95,11.512108039335,3.72727,17,F
10-04-2013,19.26471,24.0,12.0,3.02984,20.0,11.525691647641,11.505316235182,11.641152318242,17.09,11.607193297476998,3.72727,17,F
10-07-2013,19.26471,24.0,12.0,3.02984,20.0,11.450981801958,11.417022781192998,11.512108039335,16.81,11.417022781192998,3.72727,17,F
10-08-2013,19.26471,24.0,12.0,3.02984,20.0,11.430606389498998,11.172517831685,11.444189997805,16.5,11.20647685245,3.72727,17,F
10-09-2013,19.26471,24.0,12.0,3.02984,20.0,11.213268656603,11.104599790155,11.369480152121998,16.62,11.287978502286,3.72727,17,F
10-10-2013,19.26471,24.0,12.0,3.02984,20.0,11.457773606111,11.430606389498998,11.5460670601,16.93,11.498524431029,3.72727,17,F
10-11-2013,19.26471,24.0,12.0,3.02984,20.0,11.559650668406,11.464565410264,11.627568709936,17.11,11.620776905782998,3.72727,17,F
10-14-2013,19.26471,24.0,12.0,3.02984,20.0,11.498524431029,11.491732626876,11.715862163925,17.18,11.668319534854,3.72727,17,F
10-15-2013,19.26471,24.0,12.0,3.02984,20.0,11.668319534854,11.512108039335,11.688694947313,16.97,11.525691647641,3.72727,17,F
10-16-2013,19.32353,24.0,12.0,3.03383,20.0,11.600401493323998,11.566442472559,11.743029380537,17.29,11.743029380537,3.72727,17,F
10-17-2013,19.32353,24.0,12.0,3.03383,20.0,11.709070359771998,11.709070359771998,11.878865463596998,17.46,11.858490051138,3.72727,17,F
10-18-2013,19.32353,24.0,12.0,3.03383,20.0,11.899240876055998,11.838114638679,11.919616288515,17.53,11.906032680209,3.72727,17,F
10-21-2013,19.38235,24.0,12.0,3.09425,20.0,11.946783505127,11.824531030373,11.95357530928,17.5,11.885657267749998,3.72727,17,F
10-22-2013,19.38235,24.0,12.0,3.09425,20.0,11.919616288515,11.844906442832,12.007909742504,17.6,11.95357530928,3.72727,17,F
10-23-2013,19.38235,24.0,12.0,3.09425,20.0,11.994326134198,11.810947422067,12.028285154963,17.52,11.899240876055998,3.72727,17,F
10-24-2013,19.61765,26.0,12.0,3.38478,20.0,12.232039279553,11.980742525892,12.238831083706,17.76,12.062244175728,3.72727,17,F
10-25-2013,20.26471,26.0,12.0,3.17211,21.0,12.116578608952,11.831322834526,12.123370413105,17.6,11.95357530928,3.81818,17,F
10-28-2013,20.26471,26.0,12.0,3.17211,21.0,11.994326134198,11.899240876055998,12.035076959116,17.57,11.933199896821,3.81818,17,F
10-29-2013,20.35294,26.0,12.0,3.08585,21.0,11.933199896821,11.824531030373,11.967158917586,17.61,11.960367113433,3.81818,17,F
10-30-2013,20.35294,26.0,12.0,3.08585,21.0,12.035503629076,11.78277171405,12.049164813672,17.34,11.844247044732,3.81818,17,F
10-31-2013,20.35294,26.0,12.0,3.08585,21.0,11.810094083242,11.680312829580002,11.837416452434,17.11,11.687143421878,3.81818,17,F
11-01-2013,20.35294,26.0,12.0,3.08585,21.0,11.775941121751998,11.448072691448,11.775941121751998,16.89,11.536870391322,3.81818,17,F
11-04-2013,20.35294,26.0,12.0,3.08585,21.0,11.591515129706,11.461733876044,11.618837498898,17.0,11.6120069066,3.81818,17,F
11-05-2013,20.35294,26.0,12.0,3.08585,21.0,11.536870391322,11.49766279153148,11.707635198772,17.09,11.673482237282,3.81818,17,F
11-06-2013,20.35294,26.0,12.0,3.08585,21.0,11.721296383368,11.50954802213,11.74861875256,16.91,11.550531575918,3.81818,17,F
11-07-2013,20.35294,26.0,12.0,3.08585,21.0,11.550531575918,11.290969068594,11.557362168216,16.55,11.30463025319,3.81818,17,F
11-08-2013,20.35294,26.0,12.0,3.08585,21.0,11.379766768468,11.345613806978,11.523209206726,16.85,11.50954802213,3.81818,17,F
11-11-2013,20.35294,26.0,12.0,3.08585,21.0,11.523209206726,11.427580914554,11.707635198772,16.89,11.536870391322,3.81818,17,F
11-12-2013,20.35294,26.0,12.0,3.08585,21.0,11.47539506064,11.379766768468,11.50954802213,16.72,11.420750322256,3.81818,17,F
