 Date,AMGN Price Target,AMGN Price Target - High,AMGN Price Target - Low,AMGN Price Target - StdDev,AMGN Price Target - Median,AMGN Open,AMGN Low,AMGN High,AMGN Close,AMGN Adj. Close,AMGN Rating,AMGN Price Target - #,Ticker
05-07-2013,113.13636,133.0,83.0,11.87547,115.0,81.49839186300001,80.86200584882405,81.933049952936,104.46,81.079257276276,3.66667,22,AMGN
05-08-2013,113.13636,133.0,83.0,11.87547,115.0,81.218968805184,80.892975237732,81.894241194906,105.07,81.55272412424199,3.66667,22,AMGN
05-09-2013,113.13636,133.0,83.0,11.87547,115.0,81.350918582486,80.823119473278,82.084404109253,104.56,81.156874792336,3.68966,22,AMGN
05-10-2013,113.13636,133.0,83.0,11.87547,115.0,81.156874792336,81.03268676664001,82.85669839405,106.72,82.83341313923201,3.68966,22,AMGN
05-13-2013,113.59091,133.0,83.0,11.70726,115.0,82.41427855250801,81.979620462572,83.51132452450004,106.89,82.965362916534,3.68966,22,AMGN
05-14-2013,113.59091,133.0,83.0,11.70726,115.0,83.04332322393999,83.04332322393999,85.41331667682,107.94,84.15035963943,3.68966,22,AMGN
05-15-2013,113.59091,133.0,83.0,11.70726,115.0,84.25950407476,82.988751006275,85.10147543302,107.42,83.74496602249,3.68966,22,AMGN
05-16-2013,113.59091,133.0,83.0,11.70726,115.0,83.440920809785,80.7668821442,83.440920809785,104.97,81.834938404215,3.68966,22,AMGN
05-17-2013,113.81818,133.0,83.0,11.78071,115.0,82.552173264955,81.33599241413499,82.67690976247499,105.63,82.349476456485,3.68966,22,AMGN
05-20-2013,113.81818,133.0,83.0,11.78071,115.0,82.115595523635,78.9387128524225,82.24812805225,102.18,79.65984572871001,3.68966,22,AMGN
05-21-2013,113.81818,133.0,83.0,11.78071,115.0,79.870338568275,79.870338568275,81.60885350246001,104.24,81.26582813428,3.68966,22,AMGN
05-22-2013,113.81818,133.0,83.0,11.78071,115.0,81.28142019647001,80.7785761908425,83.72937396030001,104.53,81.491913036035,3.68966,22,AMGN
05-23-2013,113.81818,133.0,83.0,11.78071,115.0,80.37708058945,80.2991202785,82.895198633135,105.62,82.34168042539001,3.68966,22,AMGN
05-24-2013,113.81818,133.0,83.0,11.78071,115.0,81.93628680844999,81.367176538515,82.7665641200675,105.91,82.567765327145,3.68966,22,AMGN
05-28-2013,113.81818,133.0,83.0,11.78071,115.0,83.23042797022,82.2099274998845,84.220523919285,106.2,82.7938502289,3.68966,22,AMGN
05-29-2013,113.81818,133.0,83.0,11.78071,115.0,82.489805016195,81.195663854425,82.598949451525,104.39,81.382768600705,3.68966,22,AMGN
05-30-2013,113.81818,133.0,83.0,11.78071,115.0,81.460728911655,81.226847978805,82.51319310948,105.22,82.02983918159,3.68966,22,AMGN
05-31-2013,113.81818,133.0,83.0,11.78071,115.0,81.3905646318,78.264356162705,81.881714590785,100.53,78.37350059803501,3.68966,22,AMGN
06-03-2013,114.36364,133.0,83.0,11.30384,115.0,78.435868846795,75.79301430559,78.934814836875,99.13,77.282056244735,3.68966,22,AMGN
06-04-2013,114.36364,133.0,83.0,11.30384,115.0,77.204095933785,75.71505399464,78.24096806942,97.29,75.847586523255,3.68966,22,AMGN
06-05-2013,114.36364,133.0,83.0,11.30384,115.0,75.6215016215,73.72706606541499,76.658373757135,94.6,73.7504541587,3.68966,22,AMGN
06-06-2013,114.36364,133.0,83.0,11.30384,115.0,74.07009143359501,73.399632759425,76.034691269535,97.49,76.003507145155,3.68966,22,AMGN
06-07-2013,114.36364,133.0,83.0,11.30384,115.0,77.001399125315,76.65057772604,78.16300775847,98.81,77.03258324969501,3.68966,22,AMGN
06-10-2013,114.36364,133.0,83.0,11.30384,115.0,77.141727685025,76.299756326765,77.52373320868,98.31,76.642781694945,3.68966,22,AMGN
06-11-2013,114.36364,133.0,83.0,11.30384,115.0,75.82427639028094,75.3263438842433,77.188503871595,97.93,76.346532513335,3.68966,22,AMGN
06-12-2013,114.36364,133.0,83.0,11.30384,115.0,77.157319747215,74.818510418715,77.57050939525,96.37,75.130351662515,3.68966,22,AMGN
06-13-2013,114.36364,133.0,83.0,11.30384,115.0,75.13814769361,74.79512232543,76.94682690765,98.51,76.79870231684501,3.68966,22,AMGN
06-14-2013,114.36364,133.0,83.0,11.30384,115.0,76.580413446185,75.55913337274,77.10274752955,97.42,75.94893492749,3.68966,22,AMGN
06-17-2013,114.36364,133.0,83.0,11.30384,115.0,76.96241896984,76.79090628575,78.030475229855,99.08,77.24307608926,3.68966,22,AMGN
06-18-2013,114.36364,133.0,83.0,11.30384,115.0,77.27426021364,77.232161645727,79.745602070755,101.5,79.12971561425,3.68966,22,AMGN
06-19-2013,114.36364,133.0,83.0,11.30384,115.0,79.277840205055,77.297648306925,79.519517169,99.18,77.32103640021,3.68966,22,AMGN
06-20-2013,114.36364,133.0,83.0,11.30384,115.0,76.80649834793999,74.771734232145,76.85327453450999,96.28,75.06018738266,3.68966,22,AMGN
06-21-2013,114.36364,133.0,83.0,11.30384,115.0,75.68386987026,74.10907158907,77.27426021364,98.282,76.620952807879,3.68966,22,AMGN
06-24-2013,114.36364,133.0,83.0,11.30384,115.0,75.41100878193501,74.381932677395,75.800810336685,96.14,74.95104294733,3.68966,22,AMGN
06-25-2013,115.3913,138.0,83.0,12.0605,115.0,76.12044761158,74.56124139258,76.985807063125,96.378,75.136588487391,3.68966,23,AMGN
06-26-2013,115.3913,138.0,83.0,12.0605,115.0,75.878770647635,75.81648035918596,78.092843478615,99.6,77.64846970619999,3.68966,23,AMGN
06-27-2013,115.3913,138.0,83.0,12.0605,115.0,78.33452044256,76.67396581932499,78.44366487789,98.99,77.172911809405,3.68966,23,AMGN
06-28-2013,115.3913,138.0,83.0,12.0605,115.0,76.97801103203,76.22967000722096,77.86675857686,98.66,76.91564278327,3.68966,23,AMGN
07-01-2013,114.90909,133.0,83.0,11.32138,115.0,78.1162315719,75.83979049216,79.30122829833999,97.49,76.003507145155,3.75,22,AMGN
07-02-2013,114.90909,133.0,83.0,11.32138,115.0,75.45778496850501,74.3741366463,75.83979049216,96.06,74.88867469857,3.75,22,AMGN
07-03-2013,114.90909,133.0,83.0,11.32138,115.0,74.22601205549499,74.101275557975,75.2278020512025,95.81,74.693773921195,3.75,22,AMGN
07-05-2013,114.90909,133.0,83.0,11.32138,115.0,75.55913337274,75.44998893741,76.32314442005,97.64,76.12044761158,3.75,22,AMGN
07-08-2013,114.90909,133.0,83.0,11.32138,115.0,76.75972216137,76.32314442005,77.35222052459,98.18,76.54143329071,3.75,22,AMGN
07-09-2013,114.90909,133.0,83.0,11.32138,115.0,77.094951498455,76.455676948665,77.71083795496,98.33,76.658373757135,3.75,22,AMGN
07-10-2013,114.90909,133.0,83.0,11.32138,115.0,76.52584122852,76.41669679319,79.776786195135,102.06,79.56629335557,3.75,22,AMGN
07-11-2013,114.90909,133.0,83.0,11.32138,115.0,80.79806626858,78.872446588115,80.805862299675,103.26,80.50181708697001,3.75,22,AMGN
07-12-2013,114.90909,133.0,83.0,11.32138,115.0,80.73569801982,79.70662191528,81.28921622756499,104.27,81.28921622756499,3.75,22,AMGN
07-15-2013,114.77273,130.0,83.0,11.11891,115.0,81.273624165375,80.244548060835,81.582346996737,104.45,81.429544787275,3.75,22,AMGN
07-16-2013,114.77273,130.0,83.0,11.11891,115.0,81.28921622756499,80.72010595763001,81.78036618655,104.05,81.117703543475,3.75,22,AMGN
07-17-2013,114.77273,130.0,83.0,11.11891,115.0,81.46852494275,80.992967045955,81.819346342025,104.31,81.320400351945,3.75,22,AMGN
07-18-2013,114.77273,130.0,83.0,11.11891,115.0,81.507505098225,81.28921622756499,82.637929607,104.77,81.679017782315,3.75,22,AMGN
07-19-2013,114.52174,130.0,83.0,10.93805,115.0,82.06102330597001,81.133295605665,85.50686904996,109.39,85.280784148205,3.72414,23,AMGN
07-22-2013,114.56522,130.0,83.0,10.91798,115.0,84.392036603375,84.05680726629,85.05469924645,108.95,84.937758780025,3.72414,23,AMGN
07-23-2013,114.56522,130.0,83.0,10.91798,115.0,85.140455588495,82.98095497518,85.140455588495,106.62,83.12128353489,3.72414,23,AMGN
07-24-2013,114.56522,130.0,83.0,10.91798,115.0,83.76055808468,82.54437723385999,83.799538240155,106.6,83.1056914727,3.72414,23,AMGN
07-25-2013,114.56522,130.0,83.0,10.91798,115.0,83.03552719284501,82.13898361692,85.50686904996,109.51,85.374336521345,3.72414,23,AMGN
07-26-2013,114.56522,130.0,83.0,10.91798,115.0,84.99233099768999,84.516773100895,85.66278967186,109.6,85.4445008012,3.72414,23,AMGN
07-29-2013,114.56522,130.0,83.0,10.91798,115.0,85.42890873901,84.52456913199,85.6004214231,109.37,85.265192086015,3.72414,23,AMGN
07-30-2013,114.56522,130.0,83.0,10.91798,115.0,85.69397379624,85.2885801793,86.76982608735,111.2,86.69186577640001,3.72414,23,AMGN
07-31-2013,116.6087,130.0,87.0,9.81011,119.0,84.10358345286,82.98095497518,85.405520645725,108.29,84.42322072775501,3.68966,23,AMGN
08-01-2013,116.6087,130.0,87.0,9.81011,119.0,85.4445008012,84.52456913199,85.66278967186,109.39,85.280784148205,3.68966,23,AMGN
08-02-2013,116.78261,130.0,87.0,9.8155,119.0,85.701769827335,84.3530564479,85.748546013905,109.06,85.02351512207001,3.68966,23,AMGN
08-05-2013,116.78261,130.0,87.0,9.8155,119.0,84.89877862455,83.62022952497,84.953350842215,107.43,83.752762053585,3.68966,23,AMGN
08-06-2013,116.78261,130.0,87.0,9.8155,119.0,83.4175327165,81.52309716041499,83.72937396030001,105.22,82.02983918159,3.68966,23,AMGN
08-07-2013,116.78261,130.0,87.0,9.8155,119.0,81.538689222605,80.540797242445,88.32903230635,112.4,87.6273895078,3.68966,23,AMGN
08-08-2013,116.78261,130.0,87.0,9.8155,119.0,87.11285145552999,85.249600023825,87.2368083499405,110.38,86.05259122660999,3.68966,23,AMGN
08-09-2013,116.78261,130.0,87.0,9.8155,119.0,84.92216671783501,84.47779294542,86.83219433610999,109.63,85.467888894485,3.68966,23,AMGN
08-12-2013,116.78261,130.0,87.0,9.8155,119.0,84.80522625141,84.314076292425,85.30417224149001,108.21,84.360852478995,3.68966,23,AMGN
08-13-2013,116.86957,130.0,87.0,9.79931,119.0,84.688285784985,83.44364942066825,84.91437068674,107.86,84.08799139067,3.68966,23,AMGN
08-14-2013,116.86957,130.0,87.0,9.79931,119.0,83.806105960346,83.406768260264,84.737893927204,106.64,83.500730072048,3.68966,23,AMGN
08-15-2013,116.86957,130.0,87.0,9.79931,119.0,82.952619503308,81.89554912073801,84.972798456664,105.76,82.811676785632,3.68966,23,AMGN
08-16-2013,116.86957,130.0,87.0,9.79931,119.0,82.811676785632,82.09130289528801,83.62601248776001,104.91,82.146113952162,3.68966,23,AMGN
08-19-2013,116.86957,130.0,87.0,9.79931,119.0,82.302716971802,81.70762549717,83.148373277858,104.47,81.801587308954,3.68966,23,AMGN
08-20-2013,116.86957,130.0,87.0,9.79931,119.0,81.527532024584,81.527532024584,83.171863730804,105.6,82.68639436992,3.68966,23,AMGN
08-21-2013,116.86957,130.0,87.0,9.79931,119.0,82.63941346402801,81.339608401016,83.14054312687601,104.65,81.94253002663001,3.68966,23,AMGN
08-22-2013,116.86957,130.0,87.0,9.79931,119.0,82.9996004092,82.08347274430601,84.064500942752,106.29,83.22667478767801,3.68966,23,AMGN
08-23-2013,116.86957,130.0,87.0,9.79931,119.0,83.14054312687601,82.09913304627,83.3911079583,105.6,82.68639436992,3.68966,23,AMGN
08-26-2013,121.54545,140.0,107.0,9.12901,120.5,86.734582427614,86.71892212565001,91.02550516575,113.75,89.06796742025,3.75,22,AMGN
08-27-2013,121.78261,140.0,107.0,9.25464,121.0,87.46278646894001,85.01977936255601,88.202735736739,109.13,85.450437666566,3.72414,23,AMGN
08-28-2013,122.13043,140.0,107.0,9.33113,121.0,85.03543966452,84.80053513506,86.20996231182,109.2,85.50524872344,3.72414,23,AMGN
08-29-2013,122.26087,140.0,107.0,9.33538,121.0,85.15289192925,84.9571381547,87.30618344930001,108.86,85.239023590052,3.72414,23,AMGN
08-30-2013,122.26087,140.0,107.0,9.33538,121.0,85.52873917638601,84.581290907564,85.99463315981501,108.94,85.301664797908,3.72414,23,AMGN
09-03-2013,122.26087,140.0,107.0,9.33538,121.0,86.546658804046,86.139490952982,87.68594577192701,111.01,86.92250605118201,3.72414,23,AMGN
09-04-2013,122.26087,140.0,107.0,9.33538,121.0,87.165240731624,86.28826382164,88.629478965258,113.02,88.496366398564,3.72414,23,AMGN
09-05-2013,122.26087,140.0,107.0,9.33538,121.0,88.394574435798,87.548918129742,88.69995032409601,112.93,88.42589503972602,3.72414,23,AMGN
09-06-2013,122.26087,140.0,107.0,9.33538,121.0,88.51202670052801,86.123830651018,88.51202670052801,111.01,86.92250605118201,3.72414,23,AMGN
09-09-2013,122.26087,140.0,107.0,9.33538,121.0,87.180901033588,86.491847747172,87.666370394472,111.67,87.439296015994,3.72414,23,AMGN
09-10-2013,122.26087,140.0,107.0,9.33538,121.0,87.94825582982399,86.46052714324401,88.16750005732,111.16,87.039958315912,3.72414,23,AMGN
09-11-2013,122.69565,140.0,107.0,9.9014,121.0,87.877784470986,87.21378766771241,88.394574435798,111.97,87.674200545454,3.72414,23,AMGN
09-12-2013,122.82609,140.0,107.0,9.83186,121.0,87.869954320004,87.666370394472,89.01315636337601,113.46,88.840893041772,3.72414,23,AMGN
09-13-2013,122.82609,140.0,107.0,9.83186,121.0,89.240230741854,88.692120173114,90.218999614604,115.06,90.093717198892,3.72414,23,AMGN
09-16-2013,123.17391,140.0,108.0,9.39774,121.0,90.994184561822,90.367772483262,91.753709207076,117.18,91.753709207076,3.72414,23,AMGN
09-17-2013,123.17391,140.0,108.0,9.39774,121.0,91.84767101886,90.305131275406,91.84767101886,115.73,90.618337314686,3.72414,23,AMGN
09-18-2013,123.17391,140.0,108.0,9.39774,121.0,90.508715200938,90.05456644398201,92.325310228762,117.521,92.0207173555622,3.72414,23,AMGN
09-19-2013,123.17391,140.0,108.0,9.39774,121.0,92.27832932287,90.563526257812,92.27832932287,117.182,91.7552752372724,3.72414,23,AMGN
09-20-2013,123.17391,140.0,108.0,9.39774,121.0,91.73021875413,90.884562448074,92.090405699302,116.852,91.4968802548664,3.72414,23,AMGN
09-23-2013,123.17391,140.0,108.0,9.39774,121.0,90.743619730398,90.070226745946,91.2212589403,115.05,90.08588704791,3.72414,23,AMGN
09-24-2013,122.77273,140.0,108.0,8.43656,121.0,90.195509161658,89.725700102738,91.205598638336,114.78,89.874472971396,3.71429,22,AMGN
09-25-2013,122.77273,140.0,108.0,8.43656,121.0,89.89013327336001,88.01089703768001,89.89013327336001,112.48,88.07353824553601,3.71429,22,AMGN
09-26-2013,122.77273,140.0,108.0,8.43656,121.0,88.974005608466,88.12834930241,89.326362402656,112.85,88.36325383187,3.71429,22,AMGN
09-27-2013,122.77273,140.0,108.0,8.43656,121.0,88.034387490626,87.830803565094,89.475135271314,113.19,88.629478965258,3.71429,22,AMGN
09-30-2013,122.77273,140.0,108.0,8.43656,121.0,87.76033220625601,87.30618344930001,88.692120173114,111.925,87.638964866035,3.71429,22,AMGN
10-01-2013,122.77273,140.0,108.0,8.43656,121.0,87.689860847418,87.494107072868,89.74136040470201,114.58,89.717869951756,3.71429,22,AMGN
10-02-2013,123.22727,140.0,108.0,9.06006,121.0,89.169759383016,88.01089703768001,89.169759383016,113.06,88.527687002492,3.71429,22,AMGN
10-03-2013,123.22727,140.0,108.0,9.06006,121.0,88.472875945618,86.186471858874,88.527687002492,111.118,87.0070716817876,3.71429,22,AMGN
10-04-2013,123.22727,140.0,108.0,9.06006,121.0,86.711091974668,86.21779246280201,88.860468419227,112.91,88.410234737762,3.71429,22,AMGN
10-07-2013,123.22727,140.0,108.0,9.06006,121.0,87.282692996354,86.194302009856,87.4670930519801,110.22,86.303924123604,3.71429,22,AMGN
10-08-2013,123.22727,140.0,108.0,9.06006,121.0,86.26477336869401,83.712144148562,86.75807288056001,107.76,84.37770698203201,3.71429,22,AMGN
10-09-2013,123.36364,140.0,108.0,9.04808,122.5,84.667422568366,82.811676785632,84.894496946844,106.28,83.218844636696,3.71429,22,AMGN
10-10-2013,123.36364,140.0,108.0,9.04808,122.5,83.915728074094,83.774785356418,86.123830651018,109.92,86.06901959414401,3.71429,22,AMGN
10-11-2013,123.36364,140.0,108.0,9.04808,122.5,86.131660802,85.86543566861201,87.31401360028201,110.89,86.828544239398,3.71429,22,AMGN
10-14-2013,123.36364,140.0,108.0,9.04808,122.5,86.147321103964,85.810624611738,87.45495631795801,111.58,87.368824657156,3.71429,22,AMGN
10-15-2013,123.36364,140.0,108.0,9.04808,122.5,87.400145261084,86.828544239398,87.791652810184,111.44,87.25920254340801,3.71429,22,AMGN
10-16-2013,123.36364,140.0,108.0,9.04808,122.5,88.026557339644,87.97237269484857,89.92928402827,114.28,89.482965422296,3.71429,22,AMGN
10-17-2013,123.45455,140.0,108.0,9.18362,122.5,89.00532621239401,88.981835759448,90.806260938254,115.85,90.71229912647,3.71429,22,AMGN
10-18-2013,123.45455,140.0,108.0,9.18362,122.5,90.79060063629,89.091457873196,90.8297513912,114.918,89.9825290549476,3.71429,22,AMGN
10-21-2013,123.59091,140.0,108.0,9.30132,122.5,90.015415689072,88.292782473032,90.414753389154,113.64,88.981835759448,3.71429,22,AMGN
10-22-2013,123.59091,140.0,108.0,9.30132,122.5,89.561266932116,88.79391213588,91.330881054048,116.21,90.994184561822,3.71429,22,AMGN
10-23-2013,125.5,140.0,109.0,8.72171,125.0,89.999755387108,89.34202270462,90.94720365593,115.67,90.571356408794,3.71429,22,AMGN
10-24-2013,125.5,140.0,109.0,8.72171,125.0,91.048995618696,90.63399761665,92.027764491446,116.2,90.98635441084,3.71429,22,AMGN
10-25-2013,125.5,140.0,109.0,8.72171,125.0,91.315220752084,90.179848859694,91.33871120503,116.32,91.080316222624,3.71429,22,AMGN
10-28-2013,125.5,140.0,109.0,8.72171,125.0,90.821921240218,90.67314837156,93.147476081872,118.33,92.654176570006,3.71429,22,AMGN
10-29-2013,125.5,140.0,109.0,8.72171,125.0,92.63068611706,91.37786195994,92.693327324916,118.269,92.6064126490158,3.71429,22,AMGN
