 Date,XOM Price Target,XOM Price Target - High,XOM Price Target - Low,XOM Price Target - StdDev,XOM Price Target - Median,XOM Open,XOM Low,XOM High,XOM Close,XOM Adj. Close,XOM Rating,XOM Price Target - #,Ticker
04-15-2013,95.1,106,85.0,5.25262,96.0,58.17769537736701,56.846639259321,58.42809207284101,86.49,56.991605767227,3.52174,20,XOM
04-16-2013,95.1,106,85.0,5.25262,96.0,57.452862837837,56.7247356049455,57.47922038472901,86.61,57.070678407903,3.52174,20,XOM
04-17-2013,95.1,106,85.0,5.25262,96.0,56.807102938983,56.022965918946,56.919122513274,86.08,56.721440911584,3.52174,20,XOM
04-18-2013,95.1,106,85.0,5.25262,96.0,56.853228646044,56.523759309894,57.380379583884,86.62,57.077267794626,3.52174,20,XOM
04-19-2013,95.1,106,85.0,5.25262,96.0,57.505577931621,56.952069446889006,57.650544439527,87.45,57.624186892635,3.52174,20,XOM
04-22-2013,95.1,106,85.0,5.25262,96.0,57.729617080203,57.5154620117055,58.197463537536,88.09,58.04590764290701,3.52174,20,XOM
04-23-2013,95.1,106,85.0,5.25262,96.0,58.24358924459701,57.947066842062,58.968421784127,89.3,58.84322343639,3.52174,20,XOM
04-24-2013,95.1,106,85.0,5.25262,96.0,58.942064237235,58.876170370005,59.231997253047005,89.43,58.92888546378901,3.52174,20,XOM
04-25-2013,94.84211,106,85.0,5.26421,96.0,58.573058580747,57.75597462709501,58.57964796747001,88.07,58.032728869461,3.52174,19,XOM
04-26-2013,94.84211,106,85.0,5.26421,96.0,57.86140481466301,57.72302769348,58.171105990644,88.0,57.9866031624,3.52174,19,XOM
04-29-2013,94.84211,106,85.0,5.26421,96.0,58.15792721719801,57.99319254912301,58.533522260409,88.21,58.124980283583,3.47826,19,XOM
04-30-2013,94.84211,106,85.0,5.26421,96.0,58.15792721719801,57.828457881048,58.638952447977,88.99,58.638952447977,3.47826,19,XOM
05-01-2013,94.84211,106,85.0,5.26421,96.0,58.329251271996,57.643955052804,58.54011164713201,87.51,57.66372321297301,3.47826,19,XOM
