 Date,XOM Price Target,XOM Price Target - High,XOM Price Target - Low,XOM Price Target - StdDev,XOM Price Target - Median,XOM Open,XOM Low,XOM High,XOM Close,XOM Adj. Close,XOM Rating,XOM Price Target - #,Ticker
02-10-2015,94.83333,113,82.0,7.86871,93.0,63.934266372042,62.93072000649,63.934266372042,91.01,63.42552411728301,3.33333,18,XOM
02-11-2015,94.83333,113,82.0,7.86871,93.0,62.735585990966,62.57529733535701,63.300080821589,90.6,63.13979216598,3.33333,18,XOM
02-12-2015,94.83333,113,82.0,7.86871,93.0,63.739132356518,63.432493189266,64.575420994478,92.37,64.37331790697101,3.33333,18,XOM
02-13-2015,94.83333,113,82.0,7.86871,93.0,64.60329728241001,64.310596259124,65.125977681135,93.37,65.070225105271,3.33333,18,XOM
02-17-2015,94.83333,113,82.0,7.86871,93.0,64.63814264232501,64.317565331107,64.861152945781,93.05,64.847214801815,3.33333,18,XOM
02-18-2015,94.83333,113,82.0,7.86871,93.0,64.108493171617,62.993441654337005,64.108493171617,91.01,63.42552411728301,3.33333,18,XOM
02-19-2015,94.83333,113,82.0,7.86871,93.0,62.470761255612,61.732039625414,63.01434887028601,89.44,62.331379815952,3.33333,18,XOM
02-20-2015,94.83333,113,82.0,7.86871,93.0,62.30350352802001,61.920204568955,62.679833415102,89.92,62.665895271136,3.33333,18,XOM
02-23-2015,94.78947,113,82.0,7.6611,93.0,62.20593652025801,61.843544777142,62.408039607765,89.01,62.03170972068301,3.33333,19,XOM
02-24-2015,94.78947,113,82.0,7.6611,93.0,62.25472002413901,62.115338584479,62.568328263374006,89.42,62.317441671986,3.33333,19,XOM
02-25-2015,94.78947,113,82.0,7.6611,93.0,62.421977751731,62.080493224564,62.51257568751001,89.6,62.44288496768,3.33333,19,XOM
02-26-2015,94.78947,113,82.0,7.6611,93.0,62.115338584479,61.383586026264,62.15018394439401,88.65,61.78082312929501,3.33333,19,XOM
02-27-2015,94.78947,113,82.0,7.6611,93.0,61.948080856887,61.564781897822,62.219874664224,88.54,61.70416333748201,3.33333,19,XOM
03-02-2015,94.78947,113,82.0,7.6611,93.0,61.564781897822,60.874843771505,61.690225193516,88.04,61.35570973833201,3.33333,19,XOM
03-03-2015,95.16667,113,82.0,7.6974,93.5,61.27904994651901,60.721524187879,61.341771594366,87.62,61.063008715046,3.33333,18,XOM
03-04-2015,95.16667,113,82.0,7.6974,93.5,61.299957162468,60.582142748219006,61.299957162468,87.18,60.75636954779401,3.33333,18,XOM
03-05-2015,95.33333,113,85.0,7.43864,93.5,60.679709755981,60.296410796916,60.76082975386313,86.74,60.449730380542,3.25,18,XOM
03-06-2015,94.58824,113,85.0,6.97102,93.0,60.219751005103,59.460122158956,60.35216337278,85.63,59.676163390429,3.21739,17,XOM
03-09-2015,94.72222,113,85.0,6.7971,93.5,60.01764791759601,59.320740719296005,60.198843789154,85.16,59.348617007228,3.25,18,XOM
03-10-2015,94.72222,113,85.0,6.7971,93.5,59.111668559806,58.707462384792,59.60647267059901,84.26,58.721400528758,3.25,18,XOM
03-11-2015,94.72222,113,85.0,6.7971,93.5,59.188328351619006,58.5402046572,59.188328351619006,84.02,58.554142801166,3.25,18,XOM
03-12-2015,94.89474,113,85.0,6.65618,94.0,58.83987475246901,58.582019089098,59.041977839976,84.22,58.693524240826,3.28,19,XOM
03-13-2015,94.89474,113,85.0,6.65618,94.0,58.47051393737001,57.62028715544401,58.665647952894005,83.87,58.449606721421006,3.28,19,XOM
03-16-2015,94.89474,113,85.0,6.65618,94.0,58.338101569693,58.031462402441,59.139544847738,84.76,59.06985412790801,3.28,19,XOM
03-17-2015,94.89474,113,85.0,6.65618,94.0,58.91653454428201,58.550658265174505,59.132575775755,84.08,58.595957233064,3.28,19,XOM
03-18-2015,94.89474,113,85.0,6.65618,94.0,58.219627345982005,58.142967554169005,60.19187471717101,86.07,59.982802557681,3.28,19,XOM
03-19-2015,94.89474,113,85.0,6.65618,94.0,59.369524223177,58.766699496647504,59.58556545465,84.41,58.825936608503,3.28,19,XOM
03-20-2015,94.89474,113,85.0,6.65618,94.0,59.007132480061,58.811998464537005,59.51587473482001,84.54,58.91653454428201,3.28,19,XOM
03-23-2015,94.89474,113,85.0,6.65618,94.0,59.251049999466,59.244080927483004,59.78076916089383,85.43,59.53678195076901,3.28,19,XOM
03-24-2015,94.89474,113,85.0,6.65618,94.0,59.44618401499,58.888658256350006,59.78069947017401,84.52,58.902596400316,3.28,19,XOM
03-25-2015,94.89474,113,85.0,6.65618,94.0,59.271957215415,59.076823199891,59.634348958531,84.86,59.139544847738,3.28,19,XOM
03-26-2015,94.89474,113,85.0,6.65618,94.0,59.44618401499,58.602926305047006,59.634348958531,84.32,58.763214960656,3.28,19,XOM
03-27-2015,94.89474,113,85.0,6.65618,94.0,58.56808094513201,58.073276834339,58.57505001711501,83.58,58.247503633914,3.28,19,XOM
03-30-2015,94.89474,113,85.0,6.65618,94.0,58.728369600741,58.714431456775,59.808575758106,85.63,59.676163390429,3.28,19,XOM
03-31-2015,94.89474,113,85.0,6.65618,94.0,59.132575775755,58.860781968418,59.474060302922005,85.0,59.2371118555,3.28,19,XOM
04-01-2015,94.89474,113,85.0,6.65618,94.0,59.72494689431,58.721400528758,59.9340190538,84.46,58.860781968418,3.28,19,XOM
04-02-2015,94.89474,113,85.0,6.65618,94.0,58.602926305047006,58.438456206248205,59.195297423602,84.3,58.74927681669,3.28,19,XOM
04-06-2015,94.78947,113,85.0,6.71666,94.0,59.34164793524501,58.67958609686001,59.683132462412,85.13,59.327709791279,3.28,19,XOM
04-07-2015,94.78947,113,85.0,6.71666,94.0,59.244080927483004,59.0670664991148,60.052493277511005,85.75,59.759792254225005,3.28,19,XOM
04-08-2015,94.78947,113,85.0,6.71666,94.0,59.79463761414,58.554142801166,59.86432833397001,84.06,58.582019089098,3.28,19,XOM
04-09-2015,94.78947,113,85.0,6.71666,94.0,58.5402046572,58.407792289523,59.04894691195901,84.65,58.99319433609501,3.28,19,XOM
04-10-2015,94.78947,113,85.0,6.71666,94.0,59.49496751887101,59.076823199891,59.96189534173201,85.56,59.627379886548006,3.28,19,XOM
04-13-2015,94.88889,113,85.0,7.01498,93.5,59.878266477936,59.404369583092,60.108245853375,85.34,59.474060302922005,3.29167,18,XOM
04-14-2015,94.88889,113,85.0,7.01498,93.5,59.65525617448,59.60647267059901,60.9619571712925,86.63,60.373070588729,3.29167,18,XOM
04-15-2015,94.94444,113,85.0,7.0354,93.5,60.728493259862006,60.728493259862006,61.697194265499,88.08,61.383586026264,3.29167,18,XOM
04-16-2015,94.94444,113,85.0,7.0354,93.5,61.244204586604,60.70758604391301,61.439338602128,87.73,61.139668506859,3.29167,18,XOM
04-17-2015,94.64706,113,85.0,7.12858,93.0,60.728493259862006,60.0420396695365,60.881812843488,86.93,60.582142748219006,3.29167,17,XOM
04-20-2015,94.64706,113,85.0,7.12858,93.0,60.721524187879,60.686678827964,61.39752417023,87.24,60.798183979692,3.29167,17,XOM
04-21-2015,94.64706,113,85.0,7.12858,93.0,60.895750987454,60.41133079391568,61.063008715046,86.88,60.547297388304,3.29167,17,XOM
04-22-2015,94.64706,113,85.0,7.12858,93.0,60.658802540032006,60.170967501222,61.18845201074,87.46,60.951503563318,3.29167,17,XOM
04-23-2015,94.47059,113,85.0,7.22836,93.0,60.881812843488,60.846967483573,61.592658185754,87.54,61.007256139182005,3.29167,17,XOM
04-24-2015,94.47059,113,85.0,7.22836,93.0,60.763338619777,60.393977804678,60.881812843488,86.97,60.610019036151,3.29167,17,XOM
04-27-2015,94.52941,113,85.0,7.25273,93.0,60.916658203403,60.4601839885165,61.04907057108,87.01,60.63789532408301,3.29167,17,XOM
04-28-2015,94.52941,113,85.0,7.25273,93.0,60.784245835726,60.658802540032006,61.230266442638005,87.8,61.18845201074,3.29167,17,XOM
04-29-2015,94.52941,113,85.0,7.25273,93.0,60.97937985125,60.603049964168,61.376616954281,87.87,61.237235514621005,3.29167,17,XOM
04-30-2015,94.64706,113,85.0,7.32394,93.0,61.794761273261,60.784245835726,61.794761273261,87.37,60.88878191547101,3.29167,17,XOM
05-01-2015,94.70588,113,85.0,7.24987,93.0,61.223297370655,61.11876129091,61.98989528878501,88.85,61.920204568955,3.29167,17,XOM
05-04-2015,94.82353,113,85.0,7.31827,93.0,62.317441671986,61.98989528878501,62.638018983204,89.11,62.10140044051301,3.29167,17,XOM
05-05-2015,94.82353,113,85.0,7.31827,93.0,62.700740631051005,61.690225193516,62.784369494847006,88.61,61.752946841363006,3.29167,17,XOM
05-06-2015,94.82353,113,85.0,7.31827,93.0,62.477730327595005,61.18148293875701,62.693771559068,88.19,61.460245818077,3.29167,17,XOM
05-07-2015,94.82353,113,85.0,7.31827,93.0,61.3278334504,60.575173676236005,61.39752417023,87.6,61.04907057108,3.29167,17,XOM
05-08-2015,94.82353,113,85.0,7.31827,93.0,61.655379833601,61.202390154706,62.073524152581,88.99,62.017771576717,3.29167,17,XOM
05-11-2015,94.82353,113,85.0,7.31827,93.0,62.207492827194,60.88647072717001,62.235599680386,86.78,60.977818000044,3.29167,17,XOM
05-12-2015,94.82353,113,85.0,7.31827,93.0,61.055111846322,60.724856321316,61.455634504308,87.02,61.146459119196,3.29167,17,XOM
05-13-2015,94.88235,113,85.0,7.27512,93.0,61.329153664944,60.71227850451258,61.645355763354,86.56,60.823230307488,3.29167,17,XOM
05-14-2015,94.88235,113,85.0,7.27512,93.0,61.083218699514006,60.95673786015,61.371313944732,86.97,61.111325552706,3.29167,17,XOM
05-15-2015,94.88235,113,85.0,7.27512,93.0,60.99187142664,60.85133716068,61.56806191707601,87.35,61.37834065803,3.29167,17,XOM
05-18-2015,94.64706,113,85.0,7.16972,93.0,61.350233804838005,60.977818000044,61.455634504308,86.85,61.02700499313,3.29167,17,XOM
05-19-2015,94.64706,113,85.0,7.16972,93.0,60.759989887806,60.577295342058,61.279966671858,86.99,61.125378979302,3.29167,17,XOM
05-20-2015,94.64706,113,85.0,7.16972,93.0,61.406447511222005,61.069165272918,61.41347422452001,87.13,61.223752965474,3.29167,17,XOM
05-21-2015,94.64706,113,85.0,7.16972,93.0,61.329153664944,61.104298839408,61.441581077712,87.21,61.279966671858,3.29167,17,XOM
05-22-2015,94.64706,113,85.0,7.16972,93.0,61.125378979302,60.7810700277,61.20267282558,86.52,60.795123454296,3.29167,17,XOM
05-26-2015,94.64706,113,85.0,7.16972,93.0,60.457841215992005,59.748143172894,60.68972275482601,85.35,59.97299799843,3.29167,17,XOM
05-27-2015,94.64706,113,85.0,7.16972,93.0,59.93786443194,59.565448627146,60.352440516522,85.11,59.804356879278,3.29167,17,XOM
05-28-2015,94.64706,113,85.0,7.16972,93.0,59.804356879278,59.600582193636,60.127585690986,85.11,59.804356879278,3.29167,17,XOM
05-29-2015,94.64706,113,85.0,7.16972,93.0,59.79733016598,59.642742473424,60.134612404284,85.2,59.86759729896001,3.29167,17,XOM
06-01-2015,94.52941,113,85.0,7.24461,93.0,59.90273086545,59.58652876704,60.057318558006,85.13,59.818410305874,3.29167,17,XOM
06-02-2015,94.52941,113,85.0,7.24461,93.0,59.81138359257601,59.663822613318,60.141639117582,85.14,59.825437019172,3.29167,17,XOM
06-03-2015,94.52941,113,85.0,7.24461,93.0,59.888677438854,59.628689046828,60.317306950032005,84.95,59.69192946651,3.29167,17,XOM
06-04-2015,94.52941,113,85.0,7.24461,93.0,59.51626163406,58.869804010644,59.649769186722,84.22,59.178979395756,3.29167,17,XOM
06-05-2015,94.52941,113,85.0,7.24461,93.0,59.115738976074,59.010338276604,59.727063033,84.28,59.221139675544,3.29167,17,XOM
06-08-2015,94.70588,113,85.0,7.48146,93.0,59.15087254256401,58.975204710114006,59.873921340928206,84.85,59.62166233353,3.29167,17,XOM
06-09-2015,94.70588,113,85.0,7.48146,93.0,59.930837718642,59.368700654802,60.02921170481401,84.58,59.431941074484,3.29167,17,XOM
06-10-2015,94.70588,113,85.0,7.48146,93.0,60.317306950032005,59.727063033,60.408654222906,85.21,59.874624012258,3.29167,17,XOM
06-11-2015,94.70588,113,85.0,7.48146,93.0,59.93786443194,59.649769186722,60.218932963860006,85.09,59.790303452682,3.29167,17,XOM
06-12-2015,94.70588,113,85.0,7.48146,93.0,59.431941074484,58.926017717028,59.50220820746401,84.02,59.038445129796,3.29167,17,XOM
06-15-2015,94.70588,113,85.0,7.48146,93.0,58.694136178194,58.455227926062,59.010338276604,83.72,58.827643730856,3.29167,17,XOM
06-16-2015,94.70588,113,85.0,7.48146,93.0,58.89088415053801,58.60278890532,59.55139520055,84.68,59.50220820746401,3.29167,17,XOM
06-17-2015,94.70588,113,85.0,7.48146,93.0,59.748143172894,59.312486948418,59.818410305874,84.73,59.537341773954005,3.29167,17,XOM
06-18-2015,94.70588,113,85.0,7.48146,93.0,59.58652876704,59.530315060656,60.401627509608,85.48,60.064345271304006,3.29167,17,XOM
06-19-2015,94.70588,113,85.0,7.48146,93.0,59.670849326616,59.670849326616,60.064345271304006,85.21,59.874624012258,3.29167,17,XOM
06-22-2015,94.70588,113,85.0,7.48146,93.0,60.001104851622,59.705982893106,60.14866583088,85.17,59.846517159066,3.29167,17,XOM
06-23-2015,94.70588,113,85.0,7.48146,93.0,59.881650725556,59.438967787782005,59.923811005344,85.07,59.776250026086,3.29167,17,XOM
06-24-2015,94.70588,113,85.0,7.48146,93.0,59.649769186722,59.488154780868,59.96597128513201,84.68,59.50220820746401,3.33333,17,XOM
06-25-2015,94.70588,113,85.0,7.48146,93.0,59.62166233353,58.975204710114006,59.62166233353,83.93,58.975204710114006,3.33333,17,XOM
06-26-2015,94.70588,113,85.0,7.48146,93.0,58.904937577134,58.666029325002,59.09465883618,83.86,58.926017717028,3.33333,17,XOM
06-29-2015,94.70588,113,85.0,7.48146,93.0,58.35685393989,58.18118610744,58.63792247181,82.82,58.195239534036,3.33333,17,XOM
06-30-2015,94.70588,113,85.0,7.48146,93.0,58.841697157452,58.18118610744,59.65679590002001,83.2,58.462254639360005,3.33333,17,XOM
07-01-2015,94.70588,113,85.0,7.48146,93.0,58.518468345744,57.696342889878,58.694136178194,82.37,57.879037435626,3.33333,17,XOM
07-02-2015,94.70588,113,85.0,7.48146,93.0,58.17415939414201,58.00551827499,58.518468345744,83.14,58.420094359572005,3.33333,17,XOM
07-06-2015,94.64706,113,85.0,7.49856,93.0,57.91417100211601,57.70336960317601,58.363880653188005,82.53,57.991464848394,3.33333,17,XOM
07-07-2015,94.35294,113,85.0,7.5766,92.0,57.752556596262,57.260686665402,58.48333477925401,82.87,58.230373100526,3.33333,17,XOM
07-08-2015,94.17647,113,85.0,7.68677,92.0,57.79471687605,57.555808623918,58.307666946804005,81.97,57.597968903706,3.33333,17,XOM
07-09-2015,94.17647,113,85.0,7.68677,92.0,58.230373100526,57.323927085084,58.42712107287001,81.6,57.33798051168,3.33333,17,XOM
07-10-2015,94.17647,113,85.0,7.68677,92.0,57.682289463282,57.33798051168,57.963357995202,82.22,57.773636736156,3.33333,17,XOM
07-13-2015,94.17647,113,85.0,7.68677,92.0,57.696342889878,57.668236036686,58.04760828764502,82.42,57.91417100211601,3.33333,17,XOM
07-14-2015,94.17647,113,85.0,7.68677,92.0,57.886064148924,57.80174358934801,58.546575198936,83.11,58.399014219678,3.33333,17,XOM
07-15-2015,94.17647,113,85.0,7.68677,92.0,58.047678554778,57.90285799370622,58.616842331916,82.76,58.153079254248006,3.33333,17,XOM
07-16-2015,93.88235,113,85.0,7.38745,92.0,58.448201212764005,58.18118610744,58.659002611704,82.91,58.258479953718,3.33333,17,XOM
07-17-2015,93.52941,113,85.0,7.56243,90.0,57.977411421798,57.471488064342005,58.209292960632006,82.61,58.047678554778,3.33333,17,XOM
07-20-2015,93.52941,113,85.0,7.56243,90.0,57.72444974307,57.33798051168,57.90426333636582,81.76,57.45040792444801,3.33333,17,XOM
07-21-2015,93.47059,113,85.0,7.54685,90.0,57.569862050514,57.218526385614005,57.92119771541401,81.66,57.380140791468,3.33333,17,XOM
07-22-2015,93.47059,113,85.0,7.54685,90.0,57.86498400903,57.323927085084,57.949304568606,81.79,57.471488064342005,3.33333,17,XOM
07-23-2015,93.29412,113,85.0,7.66017,90.0,57.429327784554005,56.895297573906,57.597968903706,81.14,57.014751699972,3.33333,17,XOM
07-24-2015,93.29412,113,85.0,7.66017,90.0,57.028805126568,56.016958411656,57.028805126568,79.94,56.171546104212,3.33333,17,XOM
07-27-2015,93.29412,113,85.0,7.66017,90.0,55.672649460054,55.489954914306,56.305053656874,79.26,55.69372959994801,3.33333,17,XOM
07-28-2015,93.29412,113,85.0,7.66017,90.0,56.002904985060006,55.908044355537,58.08632547791701,82.48,57.956331281904006,3.33333,17,XOM
07-29-2015,93.29412,113,85.0,7.66017,90.0,57.74552988296401,57.555808623918,58.462254639360005,83.14,58.420094359572005,3.33333,17,XOM
07-30-2015,92.83333,113,85.0,7.68295,90.0,58.448201212764005,57.91417100211601,58.546575198936,83.01,58.32874708669801,3.33333,18,XOM
07-31-2015,91.55556,106,82.0,7.14316,89.5,57.387167504766005,55.461848061114,57.387167504766005,79.21,55.658596033458,3.33333,18,XOM
08-03-2015,91.05882,106,80.0,7.80249,89.0,55.30023365526,54.548375332374,55.461848061114,78.06,54.850524004188,3.33333,17,XOM
08-04-2015,91.05882,106,80.0,7.80249,89.0,54.724043164824,54.05650540151401,55.236993235578,77.17,54.225146520666,3.375,17,XOM
08-05-2015,91.05882,106,80.0,7.80249,89.0,54.71701645152601,54.035425261620006,54.969978130254006,77.17,54.225146520666,3.30435,17,XOM
08-06-2015,90.64706,106,80.0,7.38792,89.0,54.063532114812,54.042451974918,54.991058270148,78.09,54.871604144082006,3.30435,17,XOM
08-07-2015,90.64706,106,80.0,7.38792,89.0,54.49216162599,53.837131412350445,54.787283584506,76.83,53.986238268534,3.30435,17,XOM
08-10-2015,90.64706,106,80.0,7.38792,89.0,54.168932814282,54.168932814282,55.335367221750005,78.75,55.335367221750005,3.30435,17,XOM
08-11-2015,90.52941,106,80.0,7.42902,88.0,54.619028838270005,54.13674160791,55.37082952089,77.49,54.95946688322999,3.30435,17,XOM
08-12-2015,90.52941,106,80.0,7.42902,88.0,54.92400458688,54.58356654191999,55.938226262490005,78.79,55.881486588330006,3.30435,17,XOM
08-13-2015,90.52941,106,80.0,7.42902,88.0,55.54814100264,55.51267870629,56.236109551830005,78.65,55.78219215855,3.30435,17,XOM
08-14-2015,90.52941,106,80.0,7.42902,88.0,55.77509969928,55.49849378775,56.22901709256,78.36,55.57651083972,3.30435,17,XOM
08-17-2015,90.52941,106,80.0,7.42902,88.0,55.27153509111,54.93109704615,56.154546270225,78.77,55.86730166979,3.30435,17,XOM
08-18-2015,90.52941,106,80.0,7.42902,88.0,55.69708264731,55.02329901666,55.79637707709,77.9,55.2502577133,3.30435,17,XOM
08-19-2015,90.52941,106,80.0,7.42902,88.0,54.97365180177,53.85304323711001,55.02329901666,76.23,54.06581701521,3.30435,17,XOM
08-20-2015,90.52941,106,80.0,7.42902,88.0,53.902690452,52.88846877638999,54.03035471886,74.57,52.88846877638999,3.30435,17,XOM
08-21-2015,90.05882,106,80.0,6.71671,88.0,52.5551231907,51.11535395889,53.11542747303,72.13,51.15790871450999,3.30435,17,XOM
08-24-2015,89.4375,100,80.0,6.07216,87.5,48.22163057672999,47.20031644185,50.62597426926,68.72,48.73938010344,3.30435,16,XOM
08-25-2015,89.4375,100,80.0,6.07216,87.5,50.576327054370005,48.3705722214,50.66852902488,68.71,48.73228764416999,3.30435,16,XOM
08-26-2015,89.4375,100,80.0,6.07216,87.5,50.09403982401,49.04435585205,51.59764118925,72.5,51.4203297075,3.30435,16,XOM
08-27-2015,89.4375,100,80.0,6.07216,87.5,52.3423494126,51.782045130270006,53.11542747303,74.85,53.08705763595,3.30435,16,XOM
08-28-2015,89.4375,100,80.0,6.07216,87.5,52.98776320617,52.77498942807,53.888505533460005,75.07,53.24309173989,3.30435,16,XOM
08-31-2015,88.625,100,77.0,6.77196,87.0,52.68278745756,51.9877264491,53.58352978485,75.24,53.36366354748,3.30435,16,XOM
09-01-2015,88.625,100,77.0,6.77196,87.0,51.9877264491,50.71817623977,52.02318874544999,72.08,51.12244641816,3.30435,16,XOM
09-02-2015,88.0,100,77.0,6.53197,87.0,51.81750742662,51.065706744,51.94517169348,73.23,51.93807923421,3.30435,15,XOM
09-03-2015,88.0,100,77.0,6.53197,87.0,52.22887006428,52.01609628618,53.12961239157,73.79,52.33525695333,3.30435,15,XOM
09-04-2015,87.66667,100,77.0,6.79869,87.0,51.72530545611001,51.24301822575,51.87424710078,72.46,51.39195987042,3.30435,15,XOM
09-08-2015,86.0,100,67.0,8.80909,86.0,52.28560973844,51.75140570622361,52.28560973844,73.5,52.1295756345,3.30435,15,XOM
09-09-2015,86.0,100,67.0,8.80909,86.0,52.74661959099,50.95931985495,52.96648582836001,72.0,51.065706744,3.30435,15,XOM
09-10-2015,86.0,100,67.0,8.80909,86.0,51.64019594487,50.9238575586,51.760767752460005,72.52,51.43451462604,3.30435,15,XOM
09-11-2015,85.0625,100,67.0,8.57663,85.0,51.34940511480001,51.07279920327,51.57636381144,72.69,51.55508643363,3.375,16,XOM
09-14-2015,85.0625,100,67.0,8.57663,85.0,51.28557298137,50.895487721520006,51.47706938166,72.49,51.41323724823,3.375,16,XOM
09-15-2015,85.0625,100,67.0,8.57663,85.0,51.37777495188,51.35649757407,51.9970884953364,72.86,51.67565824122,3.375,16,XOM
09-16-2015,85.0625,100,67.0,8.57663,85.0,52.136668093770005,52.03737366399,52.9806707469,74.3,52.6969723761,3.375,16,XOM
09-17-2015,85.0625,100,67.0,8.57663,85.0,52.77498942807,52.37781170895,53.52679011069,74.46,52.81045172442,3.375,16,XOM
09-18-2015,84.125,100,67.0,8.13845,83.0,51.95935661202,51.15081625524,52.17213039012,72.68,51.54799397436,3.375,16,XOM
09-21-2015,84.125,100,67.0,8.13845,83.0,51.8458772637,51.58345627071,52.20759268647,73.39,52.05155858253,3.375,16,XOM
09-22-2015,84.125,100,67.0,8.13845,83.0,51.31394281845,51.07989166254,52.14376055304,72.74,51.59054872997999,3.375,16,XOM
09-23-2015,82.70588,100,60.0,9.72423,81.0,51.68275070049,51.271388062830006,51.9168018564,72.3,51.2784805221,3.28,17,XOM
09-24-2015,82.70588,100,60.0,9.72423,81.0,51.065706744,50.86711788444,51.88133956005,72.73,51.58345627071,3.28,17,XOM
09-25-2015,82.70588,100,60.0,9.72423,81.0,51.98063398983,51.60473364852,52.15085301231,73.23,51.93807923421,3.28,17,XOM
09-28-2015,82.70588,100,60.0,9.72423,81.0,51.50543921874,51.34940511480001,52.10120579741999,72.6,51.4912543002,3.28,17,XOM
09-29-2015,82.47059,100,60.0,9.64132,81.0,51.52671659655,51.16500117378,51.90970939713,72.97,51.75367529319,3.28,17,XOM
09-30-2015,82.47059,100,60.0,9.64132,81.0,52.058651041800005,52.00900382691,52.73243467245,74.35,52.73243467245,3.28,17,XOM
10-01-2015,82.47059,100,60.0,9.64132,81.0,53.3352937104,51.9877264491,53.60480716266,74.06,52.52675335362,3.28,17,XOM
10-02-2015,82.47059,100,60.0,9.64132,81.0,52.05155858253,51.79623004881,53.831765859300006,75.88,53.81758094076,3.28,17,XOM
10-05-2015,82.47059,100,60.0,9.64132,81.0,54.36370030455,53.753748807330005,54.71832326805001,76.81,54.47717965287,3.24,17,XOM
10-06-2015,82.29412,100,60.0,9.74839,81.0,54.58356654191999,54.08709439302,55.71836002512,77.89,55.24316525403,3.24,17,XOM
10-07-2015,82.29412,100,60.0,9.74839,81.0,56.00915085519,54.98783672031,56.236109551830005,79.2,56.1722774184,3.24,17,XOM
10-08-2015,81.72222,100,60.0,9.76277,80.5,56.25029447037,55.70417510658,56.81769121197,80.03,56.76095153781,3.16,18,XOM
10-09-2015,81.72222,100,60.0,9.76277,80.5,56.77513645635,55.76091478074,56.856699737955005,79.26,56.21483217402,3.16,18,XOM
10-12-2015,81.88889,100,60.0,9.81433,82.5,56.448883329930005,55.83183937344,56.448883329930005,79.3,56.2432020111,3.2,18,XOM
10-13-2015,81.88889,100,60.0,9.81433,82.5,55.83183937344,55.66871281023,56.42051349285,79.16,56.14390758132,3.2,18,XOM
10-14-2015,81.88889,100,60.0,9.81433,82.5,56.00915085519,55.87439412906,57.08011220496,80.16,56.85315350832,3.2,18,XOM
10-15-2015,82.0,100,60.0,9.76957,82.5,56.87443088613,56.6687495673,57.82482042831,81.48,57.78935813196,3.2,18,XOM
10-16-2015,82.0,100,60.0,9.76957,82.5,58.34256995502,57.76808075415,58.5127889775,82.48,58.498604058960005,3.2,18,XOM
10-19-2015,82.11111,100,60.0,9.81433,82.5,58.16525847327,57.27870106452001,58.27873782159,80.99,57.44182762773,3.2,18,XOM
10-20-2015,82.11111,100,60.0,9.81433,82.5,57.12975941985,56.881523345400005,57.487928612985,80.83,57.32834827941,3.2,18,XOM
10-21-2015,82.11111,100,60.0,9.81433,82.5,57.34962565722,56.81769121197,57.555306976050005,80.21,56.88861580467,3.2,18,XOM
10-22-2015,82.11111,100,60.0,9.81433,82.5,57.22196139036001,57.20777647182,58.83904210392,82.89,58.78939488903,3.2,18,XOM
10-23-2015,82.11111,100,60.0,9.81433,82.5,58.44895684407,58.08014896203,58.867411941,82.98,58.85322702246,3.2,18,XOM
10-26-2015,81.83333,100,60.0,9.5989,82.5,58.52697389604,57.56949189459,58.67591554071,81.22,57.60495419094,3.2,18,XOM
10-27-2015,81.83333,100,60.0,9.5989,82.5,57.14394433838999,56.54817775971,57.56239943532,81.09,57.51275222043,3.2,18,XOM
10-28-2015,81.83333,100,60.0,9.5989,82.5,57.66878632437,57.4023935541888,58.56952865166,82.28,58.35675487356,3.2,18,XOM
10-29-2015,81.83333,100,60.0,9.5989,82.5,58.009224369330006,58.009224369330006,59.02344604494,82.23,58.32129257721,3.2,18,XOM
10-30-2015,82.38889,100,60.0,9.59247,84.5,58.49151159969,57.633324028020006,59.49154835676,82.74,58.68300799998,3.2,18,XOM
11-02-2015,82.77778,100,60.0,9.27096,84.5,58.3709397921,58.22199814743,60.94550250711001,85.28,60.48449265456,3.2,18,XOM
11-03-2015,83.42105,100,60.0,9.42737,85.0,60.75400610682,60.69726643266,62.012917627245,86.85,61.59800875995,3.24,19,XOM
11-04-2015,83.42105,100,60.0,9.42737,85.0,61.54126908579,60.7823759439,61.76113532316,85.98,60.98096480346,3.24,19,XOM
11-05-2015,83.42105,100,60.0,9.42737,85.0,60.67598905485,59.9312808315,61.15827628521,84.81,60.15114706887,3.24,19,XOM
11-06-2015,83.42105,100,60.0,9.42737,85.0,59.52701065311,59.02344604494,59.91000345369,84.47,59.91000345369,3.24,19,XOM
11-09-2015,83.42105,100,60.0,9.42737,85.0,59.781226283152,58.52207168456,59.80927109012064,81.95,58.62938599694,3.24,19,XOM
11-10-2015,83.42105,100,60.0,9.42737,85.0,58.615077421956,58.564997409512,59.101568971412,82.35,58.91555749662,3.24,19,XOM
11-11-2015,83.78947,100,60.0,9.38408,85.0,58.965637509064,58.23590018488,59.065797533952,81.62,58.393294509704,3.24,19,XOM
11-12-2015,83.78947,100,60.0,9.38408,85.0,57.64209432304399,56.747808386544,58.150048734976,79.41,56.812196973972,3.28,19,XOM
11-13-2015,83.78947,100,60.0,9.38408,85.0,56.719191236576,55.760516712648,56.933819861336,78.1,55.87498531252,3.28,19,XOM
11-16-2015,83.78947,100,60.0,9.38408,85.0,55.760516712648,55.739053850172,57.94257439770799,80.9,57.87818581028,3.28,19,XOM
11-17-2015,83.78947,100,60.0,9.38408,85.0,57.742254347932,56.969591298796,57.863877235296,79.96,57.20568278603199,3.28,19,XOM
