 Date,RTX Price Target,RTX Price Target - High,RTX Price Target - Low,RTX Price Target - StdDev,RTX Price Target - Median,RTX Open,RTX Low,RTX High,RTX Close,RTX Adj. Close,RTX Rating,RTX Price Target - #,Ticker
10-30-2015,109.70588,125.0,96.0,8.87007,108.0,48.983370566475,48.60250420945,49.05756531135,98.41,48.676698954325,4.15,17,RTX
11-02-2015,109.70588,125.0,96.0,8.87007,108.0,48.87949792364999,48.647021056375,49.25541796435,99.39,49.161437954175,4.15,17,RTX
11-03-2015,109.70588,125.0,96.0,8.87007,108.0,49.15649163785,48.869605291,49.63133800505,100.0,49.46316325,4.15,17,RTX
11-04-2015,109.70588,125.0,96.0,8.87007,108.0,49.67090853565,49.46316325,49.9775801478,100.33,49.62639168872499,4.15,17,RTX
11-05-2015,109.70588,125.0,96.0,8.87007,108.0,49.67585485197501,49.3246663929,49.95284856617499,100.8,49.858868556,4.15,17,RTX
11-06-2015,109.70588,125.0,96.0,8.87007,108.0,49.4829485153,49.11197479092501,49.858868556,100.8,49.858868556,4.15,17,RTX
11-09-2015,109.70588,125.0,96.0,8.87007,108.0,49.75994222949999,49.072404260324994,49.87860435813675,99.66,49.29498849495,4.15,17,RTX
11-10-2015,109.88235,125.0,96.0,8.78423,108.0,49.200401061799,48.762311889135,49.4916307958995,98.68,49.125726771004,4.15,17,RTX
11-11-2015,109.88235,125.0,96.0,8.78423,108.0,49.304945068912005,48.822051321771,49.48411358395947,98.26,48.916638756778006,4.15,17,RTX
11-12-2015,109.88235,125.0,96.0,8.78423,108.0,48.418810151478006,48.229635281464,49.648446806569005,99.22,49.394554217866,4.15,17,RTX
11-13-2015,109.88235,125.0,96.0,8.78423,108.0,49.145639915216,47.985699264867,49.60115308906551,96.48,48.030503839344,4.15,17,RTX
11-16-2015,109.77778,125.0,96.0,8.54762,108.0,48.070330127768,47.980720978814,48.717507314658,97.83,48.702572456499,4.09524,18,RTX
11-17-2015,109.77778,125.0,96.0,8.54762,108.0,48.871834182301,48.488506156220005,48.93655190099,97.55,48.563180447015,4.09524,18,RTX
11-18-2015,109.77778,125.0,96.0,8.54762,108.0,48.603006735439,48.209722137252,48.717507314658,97.71,48.642833023863,4.09524,18,RTX
11-19-2015,109.77778,125.0,96.0,8.54762,108.0,48.772268461241,48.702572456499,49.230270778117,98.3,48.93655190099,4.09524,18,RTX
11-20-2015,109.77778,125.0,96.0,8.54762,108.0,49.105813626792,48.856899324142,49.558837657615,98.22,48.896725612566,4.09524,18,RTX
11-23-2015,109.77778,125.0,96.0,8.54762,108.0,48.876812468354,48.732442172817,49.075894127613466,98.09,48.832007893877005,4.09524,18,RTX
11-24-2015,109.63158,125.0,96.0,8.34273,108.0,48.573137019121,48.020547267238,48.727463886764,97.36,48.468593012008,4.09524,19,RTX
11-25-2015,109.63158,125.0,96.0,8.34273,108.0,48.493484442273,48.413831865425,48.812094749665,97.27,48.423788437531,4.09524,19,RTX
11-27-2015,109.63158,125.0,96.0,8.34273,108.0,48.294353000153,48.060373555662,48.374005577001,96.8,48.18980899304,4.09524,19,RTX
11-30-2015,109.63158,125.0,96.0,8.34273,108.0,48.319244430418,47.761676392482,48.413831865425,96.05,47.816437539065,4.09524,19,RTX
12-01-2015,109.63158,125.0,96.0,8.34273,108.0,47.811459253012,47.801502680906,48.513397586485,96.7,48.14002613251,4.09524,19,RTX
12-02-2015,109.63158,125.0,96.0,8.34273,108.0,48.020547267238,47.358435222189,48.204743851199,95.25,47.418174654825,4.09524,19,RTX
12-03-2015,109.63158,125.0,96.0,8.34273,108.0,47.44306608509,46.99502034032,47.69198038774,94.7,47.14436892191,4.09524,19,RTX
12-04-2015,109.63158,125.0,96.0,8.34273,108.0,47.288739217447,47.189173496387006,48.105178130139,95.73,47.657132385369,4.09524,19,RTX
12-07-2015,109.63158,125.0,96.0,8.34273,108.0,47.602371238786006,47.477914087461,47.916003260125,95.91,47.746741534323,4.09524,19,RTX
12-08-2015,109.63158,125.0,96.0,8.34273,108.0,47.283760931394,46.7436168946435,47.453022657196,94.23,46.910389477419,4.09524,19,RTX
12-09-2015,109.63158,125.0,96.0,8.34273,108.0,46.586800883974,46.402604300013,47.582458094574,94.16,46.875541475048,4.09524,19,RTX
12-10-2015,109.63158,125.0,96.0,8.34273,108.0,46.830736900571,45.616035103639,47.129434063751,93.87,46.731171179511,4.09524,19,RTX
12-11-2015,109.68421,125.0,94.0,8.41085,108.0,46.303038578953,46.263212290529005,47.109520919539,93.3,46.44740887449,4.09524,19,RTX
12-14-2015,109.61111,125.0,94.0,8.71231,107.5,46.44740887449,45.89979740866,46.581822597921,93.03,46.312995151059,4.09524,18,RTX
12-15-2015,109.16667,125.0,94.0,8.23441,107.5,46.636583744504,46.412560872119,47.124455777698,93.26,46.427495730278,4.09524,18,RTX
12-16-2015,109.11111,125.0,94.0,8.26565,107.5,46.780954040041,46.517104879232,47.507783803779006,95.13,47.358435222189,4.09524,18,RTX
12-17-2015,109.11111,125.0,94.0,8.26565,107.5,47.358435222189,46.716236321352,47.657132385369,93.87,46.731171179511,4.09524,18,RTX
12-18-2015,109.33333,125.0,98.0,7.90218,107.5,46.452387160543005,45.969493413402,46.960172337949,92.34,45.969493413402,4.09524,18,RTX
12-21-2015,109.33333,125.0,98.0,7.90218,107.5,46.308016865006,46.143733425257,46.741127751617,93.61,46.601735742133,4.09524,18,RTX
12-22-2015,109.33333,125.0,98.0,7.90218,107.5,46.950215765843005,46.7958888982,47.497827231673,94.87,47.228999784811,4.09524,18,RTX
12-23-2015,109.33333,125.0,98.0,7.90218,107.5,47.54263180615,47.507783803779006,48.09024327198,96.3,47.94089469039,4.09524,18,RTX
12-24-2015,109.33333,125.0,98.0,7.90218,107.5,47.736784962217,47.726828390111,48.050416983556,96.3,47.94089469039,4.09524,18,RTX
12-28-2015,109.33333,125.0,98.0,7.90218,107.5,47.781589536694,47.64219752721,47.945872976443,96.09,47.83635068327701,4.09524,18,RTX
12-29-2015,109.33333,125.0,98.0,7.90218,107.5,48.125091274351,47.965786120655,48.672702740181,97.27,48.423788437531,4.09524,18,RTX
12-30-2015,109.33333,125.0,98.0,7.90218,107.5,48.249548425676,48.050416983556,48.53828901675,96.9,48.239591853570005,4.09524,18,RTX
12-31-2015,109.33333,125.0,98.0,7.90218,107.5,47.995655836973,47.647175813263,48.130069560404,96.07,47.826394111171,4.09524,18,RTX
01-04-2016,108.55556,120.0,98.0,6.92998,108.0,47.01991177058501,46.775975753988,47.612327810892,95.57,47.577479808521,4.09524,18,RTX
01-05-2016,108.55556,120.0,98.0,6.92998,108.0,47.363413508242,47.19415178244,47.7915461088,95.72,47.652154099316,4.09524,18,RTX
01-06-2016,108.66667,120.0,98.0,6.83943,108.0,46.74610603767,46.069059134462,47.114499205592,93.12,46.357799725536005,4.0,18,RTX
01-07-2016,108.66667,120.0,98.0,6.83943,108.0,45.536382526791,45.51646938257901,46.472300304755,91.9,45.75044882707,4.0,18,RTX
01-08-2016,108.0,120.0,98.0,6.67499,106.5,45.586165387321,44.914096770166,45.740492254964,90.4,45.00370591912,3.90476,18,RTX
01-11-2016,108.05556,120.0,98.0,6.67892,106.5,45.347207656777,44.764748188576,45.50153452442,90.5,45.05348877965,3.90476,18,RTX
01-12-2016,108.05556,120.0,98.0,6.67892,106.5,45.297424796247,44.64029103725101,45.377077373095005,90.5,45.05348877965,3.90476,18,RTX
01-13-2016,108.05556,120.0,98.0,6.67892,106.5,45.13811964255101,44.013026994573,45.13811964255101,88.83,44.222115008799,3.90476,18,RTX
01-14-2016,108.05556,120.0,98.0,6.67892,106.5,44.346572160124,43.739221261658,44.595486462774,89.01,44.311724157753005,3.90476,18,RTX
01-15-2016,108.0,120.0,98.0,6.68331,106.0,43.306110375047,42.549410894991,43.838786982718,85.63,42.629063471839,3.90476,18,RTX
01-19-2016,108.0,120.0,98.0,6.68331,106.0,42.987500067655,42.051582289691,42.987500067655,85.24,42.434910315772,3.90476,18,RTX
01-20-2016,107.10526,120.0,91.0,7.53165,105.0,42.036647431532,41.513927395967,42.604172041574,84.83,42.230800587599,3.90476,19,RTX
01-21-2016,107.10526,120.0,91.0,7.53165,105.0,42.230800587599,42.086430292062005,43.206544653987,85.57,42.599193755521,3.90476,19,RTX
01-22-2016,107.10526,120.0,91.0,7.53165,105.0,43.286197230835,42.753520623164,43.500263531114,86.35,42.987500067655,3.90476,19,RTX
01-25-2016,107.10526,120.0,91.0,7.53165,105.0,42.803303483694,42.161104582857,42.887934346595,84.9,42.265648589970006,3.90476,19,RTX
01-26-2016,107.10526,120.0,91.0,7.53165,105.0,42.459801746037,42.419975457613,43.047239500291,85.65,42.639020043945,3.90476,19,RTX
01-27-2016,107.10526,120.0,91.0,7.53165,105.0,42.66391147421,42.19097429917501,43.594850966120994,85.81,42.718672620793,3.90476,19,RTX
01-28-2016,106.10526,120.0,88.0,8.77133,104.0,42.96260863739,42.773433767376,43.41065438216,86.45,43.037282928185,3.90476,19,RTX
01-29-2016,106.94444,120.0,88.0,8.23591,105.5,43.246370942411005,43.19165957868853,43.654590398757,87.69,43.654590398757,3.90476,18,RTX
02-01-2016,106.88889,120.0,88.0,8.23872,105.0,43.340958377418005,43.037282928185,43.729264689552,87.56,43.589872680068,3.90476,18,RTX
02-02-2016,106.88889,120.0,88.0,8.23872,105.0,42.897890918701,42.355257738924,43.176276674784766,85.42,42.524519464726,3.90476,18,RTX
02-03-2016,106.88889,120.0,88.0,8.23872,105.0,42.808281769747,41.961973140737,42.997456639761005,85.96,42.793346911588,3.90476,18,RTX
02-04-2016,106.88889,120.0,88.0,8.23872,105.0,42.858064630277,42.828194913959,44.162375576163,88.12,43.868656699036,3.90476,18,RTX
02-05-2016,106.66667,120.0,88.0,8.3666,105.0,43.82883041061201,43.530133247432,44.062809855103005,87.84,43.729264689552,3.90476,18,RTX
02-08-2016,106.66667,120.0,88.0,8.3666,105.0,43.480350386902,42.723650906846,43.51022010322,86.78,43.201566367934,3.90476,18,RTX
02-09-2016,106.66667,120.0,88.0,8.3666,105.0,42.942695493178,42.778412053429,43.694416687181,87.24,43.430567526372,3.90476,18,RTX
02-10-2016,106.66667,120.0,88.0,8.3666,105.0,43.490306959008,43.181653223722,44.032940138785,86.96,43.291175516888,3.90476,18,RTX
02-11-2016,106.66667,120.0,88.0,8.3666,105.0,42.509584606567,41.7404394113785,43.087065788715,84.66,42.146169724698,3.90476,18,RTX
02-12-2016,106.66667,120.0,88.0,8.3666,105.0,42.310453164447,42.265648589970006,42.877977774489,85.95,42.788368625535,3.90476,18,RTX
02-16-2016,106.66667,120.0,88.0,8.3666,105.0,43.480350386902,42.594215469468,43.56000296375,86.48,43.052217786344,3.90476,18,RTX
02-17-2016,106.66667,120.0,88.0,8.3666,105.0,43.488557834878,43.453450015152,44.381299536482,88.12,44.195729632216,3.90476,18,RTX
02-18-2016,106.66667,120.0,88.0,8.3666,105.0,44.41139195339,44.215791243488,44.657146691472,88.36,44.316099299848,3.90476,18,RTX
02-19-2016,106.66667,120.0,88.0,8.3666,105.0,44.31108389703,43.844651434956,44.632069677382,88.23,44.250899063214,3.90476,18,RTX
02-22-2016,106.66667,120.0,88.0,8.3666,105.0,44.732377733742,44.571884843566,47.601188145638,92.37,46.327275829866,3.90476,18,RTX
02-23-2016,106.66667,120.0,88.0,8.3666,105.0,46.257060190414,45.381872398673,46.357368246774,91.6,45.94108981288,3.90476,18,RTX
02-24-2016,106.5,120.0,88.0,8.408,103.5,45.695335074798,45.695335074798,47.22001753147,93.61,46.949185779298,3.90476,18,RTX
02-25-2016,106.5,120.0,88.0,8.408,103.5,47.099647863838,46.984293599024,49.517072022114,98.07,49.186055436126,3.90476,18,RTX
02-26-2016,107.33333,120.0,88.0,8.46562,107.0,50.25935163917799,48.3986371937,50.42987533499,97.69,48.995470129042,3.90476,18,RTX
02-29-2016,107.76471,120.0,88.0,8.51662,110.0,48.865069655774,48.403652596518,49.587287661566,96.62,48.458822027516,3.95,17,RTX
03-01-2016,107.83333,120.0,88.0,8.28151,109.5,46.252044787596,46.176813745326,47.67140378509,95.05,47.67140378509,3.95238,18,RTX
03-02-2016,107.83333,120.0,88.0,8.28151,109.5,47.525957103368,47.34540260192,48.1478670528,95.53,47.912143120354,3.95238,18,RTX
03-03-2016,107.83333,120.0,88.0,8.28151,109.5,47.74663482736,47.68143459072599,48.22309809507,96.11,48.203036483798,3.95238,18,RTX
03-04-2016,107.83333,120.0,88.0,8.28151,109.5,48.233128900706,48.037528190804,48.797361717731,97.0,48.6494073346,3.95238,18,RTX
03-07-2016,107.61111,120.0,88.0,8.24715,108.0,48.42371420779,48.17294406689,48.880115864228,96.92,48.609284112056,3.95238,18,RTX
03-08-2016,107.61111,120.0,88.0,8.24715,108.0,48.218082692252,48.210559588025,48.895162072682,96.9,48.59925330642,3.95238,18,RTX
03-09-2016,107.61111,120.0,88.0,8.24715,108.0,48.809900224776,48.34848316552,48.890146669864,96.6,48.44879122187999,3.95238,18,RTX
03-10-2016,107.61111,120.0,88.0,8.24715,108.0,48.44879122187999,47.67140378509,48.709592168416,96.18,48.238144303524,3.95238,18,RTX
03-11-2016,107.88889,120.0,94.0,7.5784,108.0,48.739684585324,48.3850956060914,48.97540851777,96.75,48.52402226415,3.95238,18,RTX
03-14-2016,107.88889,120.0,94.0,7.5784,108.0,48.29832913734,48.293313734522,48.834977238866,96.83,48.564145486694,3.95238,18,RTX
03-15-2016,107.88889,120.0,94.0,7.5784,108.0,48.177959469708,48.087682218984,48.49894525006,96.29,48.293313734522,3.95238,18,RTX
03-16-2016,107.88889,120.0,94.0,7.5784,108.0,48.24817510916,48.1478670528,49.1509476164,97.49,48.895162072682,3.95238,18,RTX
03-17-2016,107.88889,120.0,94.0,7.5784,108.0,49.060670365676,48.84505819853018,49.787903774286,98.84,49.572241453112,3.95238,18,RTX
03-18-2016,107.88889,120.0,94.0,7.5784,108.0,49.757811357378,49.56221064747599,50.299474861722,99.05,49.67756491229,3.95238,18,RTX
03-21-2016,107.88889,120.0,94.0,7.5784,108.0,49.692611120744,49.547164439022005,49.95341206728,99.17,49.737749746106,3.95238,18,RTX
03-22-2016,107.88889,120.0,94.0,7.5784,108.0,49.491995008024006,49.306425103758,49.787903774286,98.66,49.481964202388,3.95238,18,RTX
03-23-2016,107.88889,120.0,94.0,7.5784,108.0,49.537133633386,49.291378895304,49.885704129237,99.11,49.707657329198,3.95238,18,RTX
03-24-2016,107.88889,120.0,94.0,7.5784,108.0,49.22617865867,49.1509476164,49.692611120744,99.06,49.682580315108,3.95238,18,RTX
03-28-2016,107.88889,120.0,94.0,7.5784,108.0,49.632426286928,49.47694879957,49.797934579922,98.91,49.607349272838,3.95238,18,RTX
03-29-2016,107.88889,120.0,94.0,7.5784,108.0,49.356579131938,49.191070838944,50.31452107017599,100.12,50.214213013816,3.95238,18,RTX
03-30-2016,107.88889,120.0,94.0,7.5784,108.0,50.565291211076,50.10387415182,50.6555684618,100.25,50.27941325045,3.95238,18,RTX
03-31-2016,107.88889,120.0,94.0,7.5784,108.0,50.194151402544,49.647472495382,50.364675098356,100.1,50.20418220817999,3.95238,18,RTX
04-01-2016,107.88889,120.0,94.0,7.5784,108.0,49.848088608102,49.56221064747599,50.384736709628,99.97,50.138981971546,3.95238,18,RTX
04-04-2016,107.88889,120.0,94.0,7.5784,108.0,50.30449026454,50.05372012364,50.745845712524,100.27,50.289444056086,3.95238,18,RTX
04-05-2016,107.94444,120.0,94.0,7.53858,108.0,50.02864310955,49.823011594012,50.32956727863,99.86,50.083812540548,3.95238,18,RTX
04-06-2016,107.94444,120.0,94.0,7.53858,108.0,49.948396664462,49.361594534756,50.424859932172005,100.37,50.339598084266,3.95238,18,RTX
04-07-2016,108.16667,120.0,94.0,7.56637,109.5,50.10387415182,49.988519887006,50.861199977338,100.89,50.600399030802,3.95238,18,RTX
04-08-2016,108.16667,120.0,94.0,7.56637,109.5,50.876246185792,50.635506850528,51.3318955318073,101.32,50.816061351976,3.95238,18,RTX
04-11-2016,108.16667,120.0,94.0,7.56637,109.5,50.946461825244,50.710737892798,51.623541205674,102.14,51.227324383052,3.95238,18,RTX
04-12-2016,108.16667,120.0,94.0,7.56637,109.5,51.302555425322005,51.302555425322005,51.899388360664,103.08,51.698772247944,3.95238,18,RTX
04-13-2016,108.16667,120.0,94.0,7.56637,109.5,51.974619402934,51.964588597298,52.53634451855,104.61,52.466128879098,3.95238,18,RTX
04-14-2016,108.16667,120.0,94.0,7.56637,109.5,52.661729589,51.10695471542,52.877391910174005,104.68,52.501236698824,3.95238,18,RTX
04-15-2016,108.0,120.0,94.0,7.39844,109.0,52.395913239646,52.265512766378,52.741976034088,104.57,52.446067267826,3.95238,19,RTX
04-18-2016,108.0,120.0,94.0,7.39844,109.0,52.47615968473399,52.175235515654,52.8335071355165,105.13,52.726929825634,3.95238,19,RTX
04-19-2016,108.0,120.0,94.0,7.39844,109.0,52.96265375808,52.415974850918005,53.306208851113,105.0,52.661729589,3.95238,19,RTX
04-20-2016,108.52632,120.0,94.0,7.16254,110.0,52.872376507356,52.76203764536,53.218439301798,105.53,52.927545938354,3.95238,19,RTX
04-21-2016,108.52632,120.0,94.0,7.16254,110.0,52.942592146808,52.78711465945,53.143208259528,105.43,52.877391910174005,3.95238,19,RTX
04-22-2016,108.52632,120.0,94.0,7.16254,110.0,53.027853994714,52.626621769274,53.318747358158,105.7,53.01280778626,3.95238,19,RTX
04-25-2016,108.52632,120.0,94.0,7.16254,110.0,52.757022242542,52.2993667353995,52.76203764536,105.2,52.76203764536,3.95238,19,RTX
04-26-2016,108.52632,120.0,94.0,7.16254,110.0,52.88742271581,51.969604000116,53.045407904577,104.8,52.56142153264,3.95238,19,RTX
04-27-2016,109.05263,120.0,94.0,7.60522,110.0,53.323762760976,52.601544755184,53.699917972326,105.89,53.108100439802,3.95238,19,RTX
04-28-2016,110.94444,120.0,99.0,6.13254,110.0,52.73696063127,52.004711819842,52.957638355262,104.23,52.275543572014,3.95238,18,RTX
04-29-2016,112.33333,120.0,103.0,5.12076,113.0,51.924465374754,51.924465374754,52.631637172092,104.37,52.345759211466,3.95238,18,RTX
05-02-2016,112.55556,120.0,103.0,4.78681,113.0,52.105019876202,51.929480777572,52.61157556082,104.37,52.345759211466,3.90476,18,RTX
05-03-2016,112.5,120.0,103.0,4.83333,113.0,51.889357555028,51.091908506966,52.092481369157,102.13,51.222308980234,3.85714,18,RTX
05-04-2016,112.5,120.0,103.0,4.83333,113.0,50.851169171702,50.269382444814,51.046769881604,100.67,50.490060168806,3.85714,18,RTX
05-05-2016,112.5,120.0,103.0,4.83333,113.0,50.715753295616,50.108889554638,50.770922726614,100.29,50.299474861722,3.85714,18,RTX
05-06-2016,112.5,120.0,103.0,4.83333,113.0,50.284428653268,50.058735526458,50.801015143522,101.12,50.715753295616,3.85714,18,RTX
05-09-2016,112.5,120.0,103.0,4.83333,113.0,50.319536472994,50.143997374364,50.841138366066,100.09,50.199166805362,3.85714,18,RTX
05-10-2016,112.5,120.0,103.0,4.83333,113.0,50.30449026454,50.25433623636,51.367755661956,102.16,51.237355188688,3.85714,18,RTX
05-11-2016,112.5,120.0,103.0,4.83333,113.0,51.43295589859,50.876246185792,51.498156135224,101.6,50.95649263087999,3.85714,18,RTX
05-12-2016,112.5,120.0,103.0,4.83333,113.0,51.046769881604,50.73079950407,51.297540022504,101.46,50.886276991428,3.85714,18,RTX
05-13-2016,112.5,120.0,103.0,4.83333,113.0,50.775938129432,50.133966568728,51.016677464696,100.27,50.289444056086,3.85714,18,RTX
05-16-2016,112.5,120.0,103.0,4.83333,113.0,50.17910519409,50.17910519409,51.197231966144,101.82,51.066831492876,3.85714,18,RTX
05-17-2016,112.5,120.0,103.0,4.83333,113.0,50.986585047788,50.02362770673199,51.127016326692,100.06,50.184120596908,3.85714,18,RTX
05-18-2016,112.5,120.0,103.0,4.83333,113.0,50.209364114325,49.876149631515,50.73947806425,99.29,50.128584845765,3.85714,18,RTX
05-19-2016,112.5,120.0,103.0,4.83333,113.0,49.815565180095,49.44700976729,49.95188019579,98.51,49.734785911535,3.85714,18,RTX
05-20-2016,112.5,120.0,103.0,4.83333,113.0,50.057902985775,49.815565180095,50.431507102865,99.1,50.03265946435,3.85714,18,RTX
05-23-2016,112.5,120.0,103.0,4.83333,113.0,49.956928900075,49.61366749573784,50.01751335149499,98.9,49.93168537865,3.85714,18,RTX
05-24-2016,112.5,120.0,103.0,4.83333,113.0,50.22955893146499,50.19421800147,50.66879620426,99.91,50.441604511435,3.85714,18,RTX
05-25-2016,112.5,120.0,103.0,4.83333,113.0,50.633455274265,50.633455274265,50.96162105279,100.32,50.64860138712,3.85714,18,RTX
05-26-2016,112.5,120.0,103.0,4.83333,113.0,50.70918583854,50.630930922122495,50.9919132785,100.41,50.694039725685,3.85714,18,RTX
05-27-2016,112.5,120.0,103.0,4.83333,113.0,50.73442935996499,50.532481188565,50.875793079945,100.76,50.87074437566,3.85714,18,RTX
05-31-2016,112.5,120.0,103.0,4.83333,113.0,50.875793079945,50.663747499975,51.0928873642,100.58,50.77986769853,3.85714,18,RTX
06-01-2016,112.5,120.0,103.0,4.83333,113.0,50.532481188565,49.855954814375,50.73947806425,100.35,50.663747499975,3.85714,18,RTX
06-02-2016,112.5,120.0,103.0,4.83333,113.0,50.613260457124994,50.522383779995,50.895987897085,100.79,50.885890488515,3.85714,18,RTX
06-03-2016,112.5,120.0,103.0,4.83333,113.0,50.86569567137499,50.431507102865,50.880791297187145,100.43,50.704137134255,3.85714,18,RTX
06-06-2016,112.5,120.0,103.0,4.83333,113.0,50.86064696708999,50.744526768535,51.279689422744994,101.36,51.17366663276,3.85714,18,RTX
06-07-2016,112.61111,120.0,103.0,4.93445,113.0,51.38571221273,51.219104971325,51.69868139135715,101.45,51.219104971325,3.85714,18,RTX
06-08-2016,111.84211,120.0,98.0,5.8062,113.0,51.219104971325,51.18376404133,51.55736815842,102.07,51.53212463699499,3.85714,19,RTX
06-09-2016,111.84211,120.0,98.0,5.8062,113.0,51.279689422744994,51.24081439975049,51.67348835697499,102.32,51.65834224411999,3.85714,19,RTX
06-10-2016,111.84211,120.0,98.0,5.8062,113.0,51.269592014175,51.09793606848499,51.693683174114994,102.0,51.496783707,3.85714,19,RTX
06-13-2016,111.84211,120.0,98.0,5.8062,113.0,51.48668629843,51.08783865991499,51.6987318784,101.21,51.09793606848499,3.85714,19,RTX
06-14-2016,111.84211,120.0,98.0,5.8062,113.0,51.09793606848499,50.744526768535,51.45134536843499,101.19,51.08783865991499,3.85714,19,RTX
06-15-2016,111.84211,120.0,98.0,5.8062,113.0,51.24434849275,50.75967288139,51.36551739559,100.54,50.75967288139,3.85714,19,RTX
06-16-2016,111.84211,120.0,98.0,5.8062,113.0,50.633455274265,50.158877071475,51.26454330989,101.12,51.05249772992,3.85714,19,RTX
06-17-2016,111.84211,120.0,98.0,5.8062,113.0,50.916182714225,50.653650091405,51.34027387416499,101.2,51.0928873642,3.85714,19,RTX
06-20-2016,111.84211,120.0,98.0,5.8062,113.0,51.50688111557,51.32512776130999,51.93097227551,101.7,51.34532257845,3.85714,19,RTX
06-21-2016,111.84211,120.0,98.0,5.8062,113.0,51.491735002715,51.1938614499,51.54727074984999,101.57,51.279689422744994,3.85714,19,RTX
06-22-2016,111.84211,120.0,98.0,5.8062,113.0,51.380663508445,51.04240032135,51.481637594145,101.35,51.168617928474994,3.85714,19,RTX
06-23-2016,111.84211,120.0,98.0,5.8062,113.0,51.74921892125,51.360468691305,51.74921892125,102.33,51.663390948405,3.85714,19,RTX
06-24-2016,111.84211,120.0,98.0,5.8062,113.0,50.19421800147,49.86100351866,50.6934338811708,98.89,49.926636674365,3.85714,19,RTX
06-27-2016,111.84211,120.0,98.0,5.8062,113.0,49.477301993,48.916895817365,49.583324782985,97.21,49.078454354485,3.85714,19,RTX
06-28-2016,111.63158,120.0,98.0,6.04553,113.0,49.553032557275,49.44206203709069,50.04275687292,99.03,49.997318534355,3.85714,19,RTX
06-29-2016,111.63158,120.0,98.0,6.04553,113.0,50.47694544143,50.21441281860999,50.84045214995,100.47,50.724331951394994,3.85714,19,RTX
06-30-2016,111.63158,120.0,98.0,6.04553,113.0,50.926280122795,50.772294642102494,51.78455985124499,102.55,51.774462442675,3.85714,19,RTX
07-01-2016,111.63158,120.0,98.0,6.04553,113.0,51.73912151268,51.66843965269,52.602449945415,102.73,51.865339119805,3.85714,19,RTX
07-05-2016,111.63158,120.0,98.0,6.04553,113.0,51.54727074984999,50.59311612702785,51.6695503676327,100.62,50.80006251567,3.85714,19,RTX
07-06-2016,111.63158,120.0,98.0,6.04553,113.0,50.764721585675,50.138682254335,51.239299788465,101.38,51.18376404133,3.85714,19,RTX
07-07-2016,111.63158,120.0,98.0,6.04553,113.0,51.259494605605,51.178715337045,51.56746556699,101.97,51.481637594145,3.85714,19,RTX
07-08-2016,111.44444,120.0,98.0,6.1574,111.5,51.956215796935,51.78461033828785,52.37525825259,103.66,52.33486861831,3.9,18,RTX
07-11-2016,111.44444,120.0,98.0,6.1574,111.5,52.33486861831,52.30457639259999,52.75391107396499,103.96,52.48632974686,3.9,18,RTX
07-12-2016,111.61111,120.0,98.0,6.23733,111.5,52.622644762555,52.551962902565,53.04168721821,104.5,52.75895977825,3.9,18,RTX
07-13-2016,111.61111,120.0,98.0,6.23733,111.5,53.046735922495,52.804398116815,53.11741778248499,105.09,53.056833331065,3.9,18,RTX
07-14-2016,111.84211,120.0,98.0,6.14957,113.0,53.50616801243,52.98110276679,53.51121671671499,105.14,53.08207685249,3.90476,19,RTX
07-15-2016,111.84211,120.0,98.0,6.14957,113.0,53.188099642475,52.945761836795,53.339560771025,105.5,53.26383020675,3.90476,19,RTX
07-18-2016,111.78947,120.0,98.0,6.22879,113.0,53.25373279818,52.95081054108,53.480924491005,105.49,53.25878150246499,3.90476,19,RTX
07-19-2016,111.78947,120.0,98.0,6.22879,113.0,53.00634628821499,52.955859245365,53.48597319528999,105.62,53.32441465817,3.90476,19,RTX
07-20-2016,111.78947,120.0,98.0,6.22879,113.0,53.359755588164994,53.29412243246,53.65762914098,106.04,53.53646023814,3.90476,19,RTX
07-21-2016,111.78947,120.0,98.0,6.22879,113.0,53.703067479545,53.319365953885,53.88986953809,105.85,53.440534856724994,3.90476,19,RTX
07-22-2016,111.78947,120.0,98.0,6.22879,113.0,52.89527479394499,52.75895977825,53.1123690782,105.13,53.077028148205,3.90476,19,RTX
07-25-2016,111.78947,120.0,98.0,6.22879,113.0,53.036638513925,52.71857014397,53.1123690782,104.65,52.834690342525,3.90476,19,RTX
07-26-2016,112.10526,122.0,98.0,6.29866,113.0,54.04133066664,53.76870063525,54.50581146086,107.89,54.47047053086499,3.90476,19,RTX
07-27-2016,114.38889,130.0,102.0,6.14762,114.0,54.55629850371,54.26347365518,54.773392787964994,107.69,54.369496445165,3.90476,18,RTX
07-28-2016,114.38889,130.0,102.0,6.18366,114.5,54.369496445165,54.07162289234999,54.518433221572494,107.58,54.31396069803,3.90476,18,RTX
07-29-2016,114.38889,130.0,102.0,6.18366,114.5,54.27357106375,54.117061230915,54.56639591228,107.65,54.349301628025,3.90476,18,RTX
08-01-2016,114.38889,130.0,102.0,6.18366,114.5,54.25337624661,53.76870063525,54.349301628025,106.94,53.99084362378999,3.90476,18,RTX
08-02-2016,114.38889,130.0,102.0,6.18366,114.5,53.763651930965,53.460729673865,53.884820833805,106.27,53.652580436695,3.90476,18,RTX
08-03-2016,114.38889,130.0,102.0,6.18366,114.5,53.652580436695,53.52636282957,53.77879804382,106.29,53.662677845265,3.90476,18,RTX
