 Date,RTX Price Target,RTX Price Target - High,RTX Price Target - Low,RTX Price Target - StdDev,RTX Price Target - Median,RTX Open,RTX Low,RTX High,RTX Close,RTX Adj. Close,RTX Rating,RTX Price Target - #,Ticker
04-24-2013,102.65,110.0,95.0,4.2104,104.0,43.421418596259,42.995305246506,43.580625781881,92.0,43.079591403600006,4.32,20,RTX
04-25-2013,102.65,110.0,95.0,4.2104,104.0,43.26689397492,43.079591403600006,43.636816553277,92.11,43.131099610713,4.32,20,RTX
04-26-2013,102.65,110.0,95.0,4.2104,104.0,43.093639096449,42.672208310979,43.177925253543,91.15,42.681573439545005,4.32,20,RTX
04-29-2013,102.65,110.0,95.0,4.2104,104.0,42.737764210941,42.433397532546,42.981257553657,91.62,42.901653960846005,4.32,20,RTX
04-30-2013,102.65,110.0,95.0,4.2104,104.0,43.12641704643,42.630065232432,43.187290382109005,91.29,42.747129339507005,4.32,20,RTX
05-01-2013,102.65,110.0,95.0,4.2104,104.0,42.630065232432,42.573874461036006,42.915701653695,91.05,42.63474779671501,4.32,20,RTX
05-02-2013,102.65,110.0,95.0,4.2104,104.0,42.747129339507005,42.747129339507005,43.168560124977,91.75,42.962527296525,4.32,20,RTX
05-03-2013,102.65,110.0,95.0,4.2104,104.0,43.421418596259,43.28094166776901,43.772610917484,93.11,43.599356039013,4.32,20,RTX
05-06-2013,102.65,110.0,95.0,4.2104,104.0,43.52443501048501,43.45419654624,43.936500667389005,93.49,43.777293481767,4.32,20,RTX
05-07-2013,102.65,110.0,95.0,4.2104,104.0,43.82411912459701,43.674277067541,43.96927861737001,93.87,43.95523092452101,4.32,20,RTX
05-08-2013,102.65,110.0,95.0,4.2104,104.0,43.899040153125,43.82411912459701,44.194041702954,94.38,44.194041702954,4.32,20,RTX
05-09-2013,102.65,110.0,95.0,4.2104,104.0,44.25491503863301,44.165993142898834,44.7582906990555,94.76,44.371979145708,4.32,20,RTX
05-10-2013,102.65,110.0,95.0,4.2104,104.0,44.442217609953,44.283010424331,44.601424795575,95.25,44.601424795575,4.32,20,RTX
05-13-2013,102.65,110.0,95.0,4.2104,104.0,44.498408381349,44.376661709991,44.63303210448525,94.95,44.46094786708501,4.32,20,RTX
05-14-2013,102.65,110.0,95.0,4.2104,104.0,44.470312995651,44.470312995651,44.937164654666105,95.93,44.919839166819,4.32,20,RTX
05-15-2013,102.65,110.0,95.0,4.2104,104.0,44.955155358681,44.634955236717005,45.148217196924,95.81,45.115255419663,4.32,20,RTX
05-16-2013,102.65,110.0,95.0,4.2104,104.0,44.973990659973005,44.757384695115,45.12401383476378,95.17,44.813890598991,4.32,20,RTX
05-17-2013,102.65,110.0,95.0,4.2104,104.0,44.865687677544,44.672625839301,45.868667471343,97.35,45.840414519405,4.32,20,RTX
05-20-2013,102.65,110.0,95.0,4.2104,104.0,45.694440934392,45.647352681162,46.014641056356,97.23,45.783908615529,4.32,20,RTX
05-21-2013,103.0,115.0,95.0,4.87852,104.0,45.939299851188,45.779199790206,46.217120545245,97.55,45.934591025865,4.32,20,RTX
05-22-2013,103.0,115.0,95.0,4.87852,104.0,45.95813515248,45.256520179353,46.231247021214,96.25,45.322443733875,4.32,20,RTX
05-23-2013,103.0,115.0,95.0,4.87852,104.0,44.912775930774,44.700878791239,45.190596624831,95.49,44.964573009327,4.32,20,RTX
05-24-2013,103.0,115.0,95.0,4.87852,104.0,44.7338405685,44.352425717337,44.860978852221,95.04,44.752675869792,4.32,20,RTX
05-28-2013,103.0,115.0,95.0,4.87852,104.0,45.176470148862,44.96928183465,45.496670270826,95.97,45.190596624831,4.32,20,RTX
05-29-2013,103.0,115.0,95.0,4.87852,104.0,44.917484756097,44.644372887363,45.030496563849,95.12,44.790346472376,4.32,20,RTX
05-30-2013,103.3,115.0,95.0,4.93052,105.0,44.941028882712,44.82801707496,45.444873192273,95.96,45.185887799508,4.32,20,RTX
05-31-2013,103.3,115.0,95.0,4.93052,105.0,45.030496563849,44.68675231527,45.491961445503,94.9,44.68675231527,4.32,20,RTX
06-03-2013,103.3,115.0,95.0,4.93052,105.0,44.809181773668,44.268137744055295,45.087002467725,95.23,44.842143550929,4.32,20,RTX
06-04-2013,103.3,115.0,95.0,4.93052,105.0,44.696169965916,44.093440324572,44.931611232066,94.28,44.394805145244,4.32,20,RTX
06-05-2013,103.3,115.0,95.0,4.93052,105.0,44.234705084262,43.730860774701,44.277084512169,93.01,43.796784329223,4.32,20,RTX
06-06-2013,103.3,115.0,95.0,4.93052,105.0,43.749696075993,43.245851766432,43.857999058422,92.75,43.674354870825,4.32,20,RTX
06-07-2013,103.3,115.0,95.0,4.93052,105.0,44.131110927156,43.217598814494,44.554905206226,94.5,44.49839930235,4.32,20,RTX
06-10-2013,103.3,115.0,95.0,4.93052,105.0,44.540778730257,44.23941390958501,44.649081712686,94.14,44.328881590722,4.32,20,RTX
06-11-2013,103.9,115.0,95.0,4.97896,105.0,43.942757914236,43.735569600024,44.559614031549,93.68,44.112275625864,4.32,20,RTX
06-12-2013,103.9,115.0,95.0,4.97896,105.0,44.54548755558,43.542507761781,44.658499363332,92.68,43.641393093564005,4.32,20,RTX
06-13-2013,103.9,115.0,95.0,4.97896,105.0,43.70731664808599,43.410660652737,44.479564001058,94.29,44.399513970567,4.32,20,RTX
06-14-2013,103.9,115.0,95.0,4.97896,105.0,44.423058097182,44.098149149895,44.663208188655,94.02,44.272375686846,4.32,20,RTX
06-17-2013,103.9,115.0,95.0,4.97896,105.0,44.719714092531,44.583158158164,45.129381895632,94.98,44.724422917854,4.32,20,RTX
06-18-2013,103.9,115.0,95.0,4.97896,105.0,44.710296441885,44.710296441885,45.402493764366,96.17,45.284773131291,4.32,20,RTX
06-19-2013,103.9,115.0,95.0,4.97896,105.0,45.228267227415,44.347716892014,45.39307611372,94.18,44.347716892014,4.32,20,RTX
06-20-2013,103.9,115.0,95.0,4.97896,105.0,43.905087311652,43.41536947806,44.013390294081,92.35,43.486001857905,4.32,20,RTX
06-21-2013,103.9,115.0,95.0,4.97896,105.0,43.754404901316,43.019828150928,43.815619630515,92.18,43.405951827414,4.32,20,RTX
06-24-2013,103.65,115.0,95.0,5.04257,105.0,42.977448723021,42.52069266669,43.542507761781,91.49,43.081042880126994,4.32,20,RTX
06-25-2013,103.65,115.0,95.0,5.04257,105.0,43.382407700799,43.005701674959,43.528381285812,91.78,43.217598814494,4.32,20,RTX
06-26-2013,103.65,115.0,95.0,5.04257,105.0,43.617848966949,43.387116526122,43.971010866174,92.98,43.782657853254,4.32,20,RTX
06-27-2013,103.4,115.0,95.0,4.994,104.0,43.966302040851,43.655519569533,44.069896197957,93.51,44.032225595373,4.32,20,RTX
06-28-2013,103.4,115.0,95.0,4.994,104.0,43.895669661006,43.518963635166,44.187616831032,92.94,43.763822551962,4.32,20,RTX
07-01-2013,103.8,115.0,95.0,5.55518,104.0,43.938049088913,43.938049088913,44.842143550929,94.74,44.611411110102,4.32,20,RTX
07-02-2013,103.9,115.0,95.0,5.64712,104.0,44.597284634133,44.022807944727,44.785637647053,93.8,44.16878152974,4.32,20,RTX
07-03-2013,103.9,115.0,95.0,5.64712,104.0,44.051060896665,43.848581407776,44.785637647053,94.73,44.60670228477901,4.32,20,RTX
07-05-2013,103.9,115.0,95.0,5.64712,104.0,44.96928183465,44.931611232066,45.501379096149,96.53,45.454290842919,4.32,20,RTX
07-08-2013,104.4,115.0,95.0,5.72189,105.0,45.699149759715,45.58142912664,46.038185182971,96.98,45.666187982454,4.32,20,RTX
07-09-2013,104.4,115.0,95.0,5.72189,105.0,46.038185182971,45.939299851188,46.396055907519,98.02,46.155905816046,4.32,20,RTX
07-10-2013,104.4,115.0,95.0,5.72189,105.0,46.151196990723,45.854540995374,46.19357641863,97.79,46.047602833617,4.32,20,RTX
07-11-2013,104.4,115.0,95.0,5.72189,105.0,46.584408920439,46.532611841886,46.984659072894,99.69,46.942279644987,4.32,20,RTX
07-12-2013,104.4,115.0,95.0,5.72189,105.0,46.904609042403,46.626788348346,47.41787100261,99.83,47.008203199509,4.32,20,RTX
07-15-2013,104.90476,115.0,95.0,5.85463,105.0,47.125923832584,46.956406120956,47.32369449615,100.24,47.201265037752,4.32,21,RTX
07-16-2013,104.90476,115.0,95.0,5.85463,105.0,47.140050308553,47.017620850155,47.399035701318,99.99,47.083544404677,4.32,21,RTX
07-17-2013,104.90476,115.0,95.0,5.85463,105.0,47.47437690648599,47.281315068243,47.5591357623,100.86,47.493212207778,4.32,21,RTX
07-18-2013,104.90476,115.0,95.0,5.85463,105.0,47.530882810362,47.436706303902,47.785159377804,101.34,47.719235823282,4.32,21,RTX
07-19-2013,104.90476,115.0,95.0,5.85463,105.0,47.756906425866,47.65331226876,48.26545956075,102.48,48.256041910104,4.32,21,RTX
07-22-2013,105.61905,120.0,95.0,6.67958,105.0,48.750468569019,48.039435945246,48.750468569019,102.11,48.081815373153,4.32,21,RTX
07-23-2013,107.61905,123.0,95.0,7.31259,108.0,48.64216558659,48.515027302869,49.753448362818,105.12,49.499171795376,4.32,21,RTX
07-24-2013,113.52381,128.0,95.0,8.00963,115.0,49.663980681681,48.858771551448,49.67810715765,104.99,49.437957066177,4.32,21,RTX
07-25-2013,113.52381,128.0,95.0,8.00963,115.0,49.480336494084,48.919986280647,49.485045319407,104.79,49.34378055971701,4.32,21,RTX
07-26-2013,113.52381,128.0,95.0,8.00963,115.0,49.150718721474,48.96288367933953,49.470918843438,104.97,49.428539415531,4.32,21,RTX
07-29-2013,113.52381,128.0,95.0,8.00963,115.0,49.169554022766,49.127174594859,49.541551223282994,105.07,49.47562766876099,4.32,21,RTX
07-30-2013,113.52381,128.0,95.0,8.00963,115.0,49.67810715765,49.428539415531,49.918257249123,105.57,49.711068934911,4.32,21,RTX
07-31-2013,113.52381,128.0,95.0,8.00963,115.0,49.805245441371,49.598057127159,50.172533816565,105.57,49.711068934911,4.32,21,RTX
08-01-2013,113.52381,128.0,95.0,8.00963,115.0,50.111319087366,50.111319087366,50.784681108555,107.18,50.469189811914,4.32,21,RTX
08-02-2013,114.33333,128.0,95.0,7.9662,115.0,50.412683908038,50.191369117857,50.789389933878,107.77,50.747010505971,4.32,21,RTX
08-05-2013,114.80952,128.0,95.0,7.99178,117.0,50.544531017082,50.1937235305185,50.563366318374,106.64,50.214913244472,4.32,21,RTX
08-06-2013,114.80952,128.0,95.0,7.99178,117.0,50.125445563335,49.3362464392002,50.125445563335,105.2,49.53684239796,4.32,21,RTX
08-07-2013,114.80952,128.0,95.0,7.99178,117.0,49.395577638270005,49.30140113181,50.012433755583,106.03,49.927674899769,4.32,21,RTX
08-08-2013,114.80952,128.0,95.0,7.99178,117.0,50.18195146721099,49.729904236203,50.459772161268,106.26,50.035977882198,4.32,21,RTX
08-09-2013,114.80952,128.0,95.0,7.99178,117.0,49.941801375738,49.433248240854,50.144280864627,105.62,49.734613061526,4.32,21,RTX
08-12-2013,115.0,128.0,95.0,7.82548,117.0,49.503880620699,49.400286463593,49.781701314756,105.54,49.696942458942,4.32,21,RTX
08-13-2013,115.0,128.0,95.0,7.82548,117.0,49.82878956798599,49.607474777805,50.568075143697,106.8,50.29025444964,4.32,21,RTX
08-14-2013,115.0,128.0,95.0,7.82548,117.0,50.297353241888,49.658461381928,50.47245693684,105.06,49.719984301776,4.32,21,RTX
08-15-2013,115.0,128.0,95.0,7.82548,117.0,49.199405749216,48.593641615328,49.30115519358,102.99,48.740350116504,4.32,21,RTX
08-16-2013,115.0,128.0,95.0,7.82548,117.0,48.726152519616,48.612571744512,49.08525707023648,103.08,48.782942907168,4.32,21,RTX
08-19-2013,115.0,128.0,95.0,7.82548,117.0,48.664629599768,48.522653630888,48.948581537528,102.63,48.569978953848,4.32,21,RTX
08-20-2013,115.0,128.0,95.0,7.82548,117.0,48.569978953848,48.2254506026992,48.716687455024,102.4,48.46113071104,4.32,21,RTX
08-21-2013,115.0,128.0,95.0,7.82548,117.0,48.36648006512,47.89795936781599,48.498990969408,101.7,48.12985345032,4.32,21,RTX
08-22-2013,115.0,128.0,95.0,7.82548,117.0,48.314422209864,48.10619078884,49.2183358784,102.96,48.726152519616,4.32,21,RTX
08-23-2013,115.0,128.0,95.0,7.82548,117.0,48.7450826488,48.57944401844,49.100022571,102.8,48.65043200288,4.32,21,RTX
08-26-2013,115.0,128.0,95.0,7.82548,117.0,48.69775732584,48.41380538808,48.97172362045544,102.3,48.41380538808,4.32,21,RTX
08-27-2013,115.0,128.0,95.0,7.82548,117.0,47.89795936781599,47.18334699112,48.186643837872,99.94,47.296927766224,4.32,21,RTX
08-28-2013,115.66667,128.0,95.0,7.9662,117.0,47.225939781784,47.18807952341599,47.5027929211,99.98,47.315857895408,4.32,21,RTX
08-29-2013,115.66667,128.0,95.0,7.9662,117.0,47.197544588008,47.0886963452,47.748884600492,100.46,47.543019445616,4.32,21,RTX
08-30-2013,115.66667,128.0,95.0,7.9662,117.0,47.670797817608,47.197544588008,47.699193011384,100.1,47.37264828295999,4.32,21,RTX
09-03-2013,115.66667,128.0,95.0,7.9662,117.0,47.84590151256,47.841168980264,48.806605568648,102.66,48.584176550736,4.32,21,RTX
09-04-2013,115.66667,128.0,95.0,7.9662,117.0,48.480060840224,48.300224612976,48.939116472936,103.36,48.915453811456,4.32,21,RTX
09-05-2013,115.66667,128.0,95.0,7.9662,117.0,48.853930891608,48.669362132064,49.279858798248,103.68,49.066894844928,4.32,21,RTX
09-06-2013,115.66667,128.0,95.0,7.9662,117.0,49.275126265952,48.357015000528,49.4066906637808,103.23,48.853930891608,4.32,21,RTX
09-09-2013,115.66667,128.0,95.0,7.9662,117.0,49.000639392784,49.000639392784,49.59693846208,104.48,49.445497428608,4.32,21,RTX
09-10-2013,115.66667,128.0,95.0,7.9662,117.0,49.8099024154,49.691589108,50.358876161736,106.26,50.287888177296,4.32,21,RTX
09-11-2013,115.66667,128.0,95.0,7.9662,117.0,50.529247324392,50.361242427884,51.030895747768,107.83,51.030895747768,4.32,21,RTX
09-12-2013,115.66667,128.0,95.0,7.9662,117.0,51.01669815088,50.94571016644,51.646124946248,107.83,51.030895747768,4.32,21,RTX
09-13-2013,115.66667,128.0,95.0,7.9662,117.0,51.116081329096005,50.82739685904,51.295917556344,108.39,51.295917556344,4.32,21,RTX
09-16-2013,115.66667,128.0,95.0,7.9662,117.0,51.835426238088,51.60826468788,52.057855256,109.7,51.91587928712,4.32,21,RTX
09-17-2013,115.66667,128.0,95.0,7.9662,117.0,51.86855396415999,51.816496108904,52.753537503512,110.39,52.242424015544,4.32,21,RTX
09-18-2013,115.66667,128.0,95.0,7.9662,117.0,52.10518057896,51.542009235736,52.573701276264,111.01,52.535841017896,4.32,21,RTX
09-19-2013,115.66667,128.0,95.0,7.9662,117.0,52.777200164992,52.692014583664,53.222058200816,112.0,53.0043617152,4.32,21,RTX
09-20-2013,115.66667,128.0,95.0,7.9662,117.0,53.0043617152,51.859088899568,53.094279828824,109.58,51.859088899568,4.32,21,RTX
09-23-2013,115.66667,128.0,95.0,7.9662,117.0,51.906414222528,51.63192734936,52.455387968864,109.42,51.783368382832,4.32,21,RTX
09-24-2013,115.66667,128.0,95.0,7.9662,117.0,51.84489130268,51.63192734936,52.34180719376,110.0,52.057855256,4.32,21,RTX
09-25-2013,115.66667,128.0,95.0,7.9662,117.0,51.991599803856,51.693450269208,52.479050630344,109.26,51.707647866096,4.32,21,RTX
09-26-2013,115.66667,128.0,95.0,7.9662,117.0,51.901681690232,51.636659881656,52.237691483248,109.66,51.896949157936,4.32,21,RTX
09-27-2013,115.95238,128.0,95.0,8.00878,118.0,51.579869494104,51.25332476568,51.854356367272,109.36,51.754973189056,4.32,21,RTX
09-30-2013,115.95238,128.0,95.0,8.00878,118.0,51.518346574256,50.874722182,51.589334558696,107.82,51.026163215472,4.32,21,RTX
10-01-2013,115.95238,128.0,95.0,8.00878,118.0,51.149209055168,50.33048096796,51.338510347008,107.38,50.817931794448,4.32,21,RTX
10-02-2013,115.95238,128.0,95.0,8.00878,118.0,50.515049727504,49.47862515468,50.524514792096,104.98,49.682124043408,4.32,21,RTX
10-03-2013,115.95238,128.0,95.0,8.00878,118.0,49.611136058968,48.617304276808,49.67975777726,103.69,49.071627377224,4.32,21,RTX
10-04-2013,115.95238,128.0,95.0,8.00878,118.0,49.109487635592,48.88705861768,49.511752880752,104.27,49.346114250392,4.32,21,RTX
10-07-2013,115.95,128.0,95.0,8.059,117.5,48.953314069824,48.7450826488,49.5732758006,104.03,49.232533475288,4.29167,20,RTX
10-08-2013,116.25,128.0,95.0,7.3951,117.5,49.223068410696,48.617304276808,49.44313116246,102.76,48.631501873696,4.29167,20,RTX
10-09-2013,116.25,128.0,95.0,7.3951,117.5,48.7450826488,48.371212597416,48.929651408344,102.84,48.669362132064,4.29167,20,RTX
10-10-2013,116.25,128.0,95.0,7.3951,117.5,49.393439573352,49.208870813808,50.126982079232,105.92,50.126982079232,4.29167,20,RTX
10-11-2013,116.25,128.0,95.0,7.3951,117.5,50.013401304128,49.86432653680399,50.652293164088,107.01,50.642828099496,4.29167,20,RTX
10-14-2013,116.25,128.0,95.0,7.3951,117.5,50.179039934488,50.013401304128,50.67122329327199,106.9,50.590770244240005,4.29167,20,RTX
10-15-2013,116.25,128.0,95.0,7.3951,117.5,50.552909985872,50.055994094792,50.595502776536,105.8,50.07019169168,4.29167,20,RTX
10-16-2013,116.25,128.0,95.0,7.3951,117.5,50.406201484696,50.150644740712,50.704351019344,106.43,50.368341226328,4.29167,20,RTX
10-17-2013,116.25,128.0,95.0,7.3951,117.5,50.155377273008,50.155377273008,51.187069313536,108.02,51.120813861392,4.29167,20,RTX
10-18-2013,116.25,128.0,95.0,7.3951,117.5,51.149209055168,50.666490760976,51.319580217824,107.74,50.988302957104,4.29167,20,RTX
10-21-2013,116.25,128.0,95.0,7.3951,117.5,51.06402347384,50.61443290572,51.082953603024,107.62,50.931512569552,4.29167,20,RTX
10-22-2013,116.25,128.0,95.0,7.3951,117.5,50.931512569552,49.724716834072,51.376370605376,106.13,50.226365257448,4.29167,20,RTX
10-23-2013,117.3,128.0,95.0,7.81089,120.0,50.25949298352,50.003936239536,50.600235308832,106.39,50.349411097144,4.29167,20,RTX
10-24-2013,118.05,128.0,102.0,6.18446,120.0,50.80373419756,50.264225515816,50.869989649704,107.06,50.666490760976,4.29167,20,RTX
10-25-2013,118.05,128.0,102.0,6.18446,120.0,50.595502776536,50.415666549288,50.888919778888,107.52,50.884187246592,4.29167,20,RTX
10-28-2013,118.05,128.0,102.0,6.18446,120.0,50.680688357864,50.122249546936,50.751676342304,105.99,50.160109805304,4.29167,20,RTX
10-29-2013,118.05,128.0,102.0,6.18446,120.0,50.174307402192,50.051261562496,50.37780629092,106.42,50.363608694032,4.29167,20,RTX
10-30-2013,118.05,128.0,102.0,6.18446,120.0,50.444061743064,50.013401304128,50.746943810008,105.95,50.14117967612,4.29167,20,RTX
10-31-2013,118.05,128.0,102.0,6.18446,120.0,50.11751701464,50.037063965608,50.751676342304,106.25,50.283155645,4.29167,20,RTX
11-01-2013,118.05,128.0,102.0,6.18446,120.0,50.37780629092,50.356509895588,50.983570424808,107.51,50.879454714296,4.29167,20,RTX
11-04-2013,118.05,128.0,102.0,6.18446,120.0,51.258057297976,50.865257117408,51.319580217824,107.98,51.101883732208,4.29167,20,RTX
11-05-2013,118.05,128.0,102.0,6.18446,120.0,50.917314972664,50.50231921562776,51.234394636496,107.68,50.959907763328005,4.29167,20,RTX
11-06-2013,118.05,128.0,102.0,6.18446,120.0,51.220197039608,51.15867411975999,51.575136961808,108.67,51.428428460632,4.29167,20,RTX
11-07-2013,118.05,128.0,102.0,6.18446,120.0,51.480486315888,50.680688357864,51.712380398392,107.27,50.765873939192,4.29167,20,RTX
