 Date,BK Price Target,BK Price Target - High,BK Price Target - Low,BK Price Target - StdDev,BK Price Target - Median,BK Open,BK Low,BK High,BK Close,BK Adj. Close,BK Rating,BK Price Target - #,Ticker
02-05-2013,26.95238,35.0,22.0,2.96369,27.0,21.709565800134,21.629926894044,21.90069917475,27.39,21.813096378051,3.125,21,BK
02-06-2013,26.95238,35.0,22.0,2.96369,27.0,21.669746347089,21.58214355039,22.020157533885,27.65,22.020157533885,3.125,21,BK
02-07-2013,26.95238,35.0,22.0,2.96369,27.0,22.036085315103,21.90069917475,22.183417291369494,27.81,22.147579783629,3.125,21,BK
02-08-2013,27.19048,35.0,22.0,2.83463,27.0,22.13961589302,22.103778385279497,22.2988937052,27.9,22.21925479911,3.125,21,BK
02-11-2013,27.19048,35.0,22.0,2.83463,27.0,22.163507564847,21.98033808084,22.251110361546,27.93,22.243146470937,3.125,21,BK
02-12-2013,27.19048,35.0,22.0,2.83463,27.0,22.107760330584,22.020157533885,22.2988937052,27.9,22.21925479911,3.125,21,BK
02-13-2013,27.19048,35.0,22.0,2.83463,27.0,22.267038142764,22.243146470937,22.657268782605,28.17,22.434279845553,3.125,21,BK
02-14-2013,27.19048,35.0,22.0,2.83463,27.0,22.37853261129,22.322785377027,22.46677251923772,28.1,22.37853261129,3.125,21,BK
02-15-2013,27.19048,35.0,22.0,2.83463,27.0,22.426315954944,22.13961589302,22.585593767124,27.99,22.290929814591,3.13043,21,BK
02-19-2013,27.19048,35.0,22.0,2.83463,27.0,22.37853261129,22.267038142764,22.501972915729496,28.24,22.490027079816,3.13043,21,BK
02-20-2013,27.19048,35.0,22.0,2.83463,27.0,22.45817151738,22.155543674238,22.50245074916604,27.86,22.187399236674,3.13043,21,BK
02-21-2013,27.19048,35.0,22.0,2.83463,27.0,22.171471455456,21.66178245648,22.187399236674,27.32,21.757349143788,3.13043,21,BK
02-22-2013,27.19048,35.0,22.0,2.83463,27.0,21.964410299622,21.8330061045735,22.028121424494,27.63,22.004229752667,3.13043,21,BK
02-25-2013,27.30952,35.0,22.0,2.81356,27.0,22.13961589302,21.359154613338,22.203327017892,26.82,21.359154613338,3.13043,21,BK
02-26-2013,27.30952,35.0,22.0,2.81356,27.0,21.486576863082,21.239696254203,21.598071331608,27.07,21.558251878563,3.13043,21,BK
02-27-2013,27.30952,35.0,22.0,2.81356,27.0,21.526396316127,21.422945377116086,21.868843612314,27.4,21.82106026866,3.13043,21,BK
02-28-2013,27.30952,35.0,22.0,2.81356,27.0,21.82106026866,21.598071331608,21.90069917475,27.14,21.613999112826,3.13043,21,BK
03-01-2013,27.30952,35.0,22.0,2.81356,27.0,21.494540753691,21.295443488466,21.781240815615,27.2,21.66178245648,3.13043,21,BK
03-04-2013,27.5,35.0,23.0,2.73426,27.0,21.629926894044,21.574179659781,21.972374190231,27.58,21.964410299622,3.13043,21,BK
03-05-2013,27.5,35.0,23.0,2.73426,27.0,22.155543674238,22.091832549366,22.306857595809,27.84,22.171471455456,3.13043,21,BK
03-06-2013,27.5,35.0,23.0,2.73426,27.0,22.322785377027,22.083868658757,22.45817151738,27.75,22.099796439975,3.13043,21,BK
03-07-2013,27.5,35.0,23.0,2.73426,27.0,22.155543674238,22.115724221193,22.362604830072,28.01,22.306857595809,3.13043,21,BK
03-08-2013,27.5,35.0,23.0,2.73426,27.0,22.474099298598,22.442243736162,22.816546594785,28.52,22.713016016868,3.13043,21,BK
03-11-2013,27.5,35.0,23.0,2.73426,27.0,22.61744932956,22.442243736162,22.864329938439,28.63,22.800618813567,3.13043,21,BK
03-12-2013,27.5,35.0,23.0,2.73426,27.0,22.744871579304,22.689124345041,22.868311883743495,28.61,22.784691032349,3.13043,21,BK
03-13-2013,27.5,35.0,23.0,2.73426,27.0,22.800618813567,22.752835469913,23.071391094273,28.87,22.991752188183,3.13043,21,BK
03-14-2013,27.5,35.0,23.0,2.73426,27.0,23.031571641228,22.951932735138,23.1948313987125,28.99,23.087318875491,3.13043,21,BK
03-15-2013,27.7381,35.0,23.0,2.77583,28.0,22.983788297574,22.713016016868,23.151030000363,28.85,22.975824406965,3.13043,21,BK
03-18-2013,27.7381,35.0,23.0,2.77583,28.0,22.529846532861,22.513918751643,22.681160454432,28.36,22.585593767124,3.13043,21,BK
03-19-2013,27.7381,35.0,23.0,2.77583,28.0,22.673196563823,22.354640939463,22.792654922958,28.21,22.466135407989,3.13043,21,BK
03-20-2013,27.7381,35.0,23.0,2.77583,28.0,22.61744932956,22.418352064335,22.800618813567,28.26,22.505954861034,3.13043,21,BK
03-21-2013,27.7381,35.0,23.0,2.77583,28.0,22.37853261129,22.147579783629,22.4780812439025,27.85,22.179435346065,3.13043,21,BK
03-22-2013,27.7381,35.0,23.0,2.77583,28.0,22.267038142764,22.251110361546,22.601521548342,28.27,22.513918751643,3.13043,21,BK
03-25-2013,27.7381,35.0,23.0,2.77583,28.0,22.553738204688,22.362604830072,22.681160454432,28.19,22.450207626771,3.13043,21,BK
03-26-2013,27.7381,35.0,23.0,2.77583,28.0,22.53781042347,22.462153462684498,22.681160454432,28.31,22.545774314079,3.13043,21,BK
03-27-2013,27.7381,35.0,23.0,2.77583,28.0,22.394460392508,22.115724221193,22.394460392508,27.9,22.21925479911,3.13043,21,BK
03-28-2013,27.7381,35.0,23.0,2.77583,28.0,22.235182580328,22.107760330584,22.354640939463,27.99,22.290929814591,3.13043,21,BK
04-01-2013,27.775,35.0,23.0,2.83934,28.0,22.227218689719,22.0544022635037,22.482063189207,27.87,22.195363127283,3.13636,20,BK
04-02-2013,27.92857,35.0,23.0,2.78724,28.0,22.243146470937,22.21925479911,22.410388173726,28.12,22.394460392508,3.13043,21,BK
04-03-2013,27.97619,35.0,23.0,2.7795,28.0,22.450207626771,21.805132487442,22.450207626771,27.43,21.844951940487,3.13043,21,BK
04-04-2013,28.07143,35.0,23.0,2.63803,28.0,21.892735284141,21.813096378051,22.0958144946705,27.47,21.876807502923,3.13043,21,BK
04-05-2013,28.02381,35.0,23.0,2.62985,28.0,21.518432425518,21.383046285165,21.829024159269,27.36,21.789204706224,3.13043,21,BK
04-08-2013,28.02381,35.0,23.0,2.62985,28.0,21.765313034397,21.621963003435,21.924590846577,27.5,21.90069917475,3.13043,21,BK
04-09-2013,28.02381,35.0,23.0,2.62985,28.0,21.964410299622,21.860879721705,22.203327017892,27.71,22.067940877539,3.13043,21,BK
04-10-2013,28.28571,35.0,23.0,2.43277,28.0,22.123688111802,22.123688111802,22.808582704176,28.62,22.792654922958,3.13043,21,BK
04-11-2013,28.28571,35.0,23.0,2.43277,28.0,22.824510485394,22.641341001387,23.111210547318,28.65,22.816546594785,3.13043,21,BK
04-12-2013,28.28571,35.0,23.0,2.43277,28.0,22.593557657733,22.585593767124,22.852384102525495,28.45,22.657268782605,3.13043,21,BK
04-15-2013,28.38095,35.0,23.0,2.49716,28.0,22.577629876515,21.757349143788,22.585593767124,27.33,21.765313034397,3.13043,21,BK
04-16-2013,28.38095,35.0,23.0,2.49716,28.0,21.98033808084,21.765313034397,22.1595256195425,27.76,22.107760330584,3.13043,21,BK
04-17-2013,28.38095,35.0,23.0,2.49716,28.0,21.574179659781,21.311371269684,21.860879721705,27.19,21.653818565871,3.13043,21,BK
04-18-2013,28.57143,35.0,25.0,2.25877,28.0,21.725493581352,21.2118226370715,21.8011505421375,26.7,21.26358792603,3.13043,21,BK
04-19-2013,28.61905,35.0,25.0,2.23556,28.0,21.398974066383,21.2118226370715,21.510468534909,26.99,21.494540753691,3.13043,21,BK
04-22-2013,28.61905,35.0,25.0,2.23556,28.0,21.526396316127,21.335262941511,21.725493581352,27.15,21.621963003435,3.13043,21,BK
04-23-2013,28.61905,35.0,25.0,2.23556,28.0,21.797168596833,21.629926894044,21.9683922449265,27.54,21.932554737186,3.13043,21,BK
04-24-2013,28.61905,35.0,25.0,2.23556,28.0,21.988301971449,21.940518627795,22.235182580328,27.85,22.179435346065,3.13043,21,BK
04-25-2013,28.61905,35.0,25.0,2.23556,28.0,22.28352655771,22.17142832853,22.4783372659921,27.78,22.24349147586,3.13043,21,BK
04-26-2013,28.61905,35.0,25.0,2.23556,28.0,22.21146341038,22.12338623031,22.37961075415,27.89,22.33156865593,3.13043,21,BK
04-29-2013,28.61905,35.0,25.0,2.23556,28.0,22.25149849223,22.25149849223,22.535747573365,28.08,22.48370196696,3.13043,21,BK
04-30-2013,28.61905,35.0,25.0,2.23556,28.0,22.51573003244,22.333170059204,22.6598563271,28.22,22.59580019614,3.13043,21,BK
05-01-2013,28.61905,35.0,25.0,2.23556,28.0,22.52373704881,22.11537921394,22.59580019614,27.7,22.1794353449,3.13043,21,BK
05-02-2013,28.61905,35.0,25.0,2.23556,28.0,22.26751252497,22.20345639401,22.54775809792,27.94,22.37160373778,3.13043,21,BK
05-03-2013,28.7381,35.0,25.0,2.31773,28.0,22.64384229436,22.60380721251,22.8199966545,28.38,22.72391245806,3.13043,21,BK
05-06-2013,28.7381,35.0,25.0,2.31773,28.0,22.71590544169,22.535747573365,22.880049277275,28.2,22.5797861634,3.13043,21,BK
05-07-2013,28.7381,35.0,25.0,2.31773,28.0,22.66786334347,22.48370196696,22.79597560539,28.41,22.74793350717,3.13043,21,BK
05-08-2013,28.7381,35.0,25.0,2.31773,28.0,22.72391245806,22.4997159997,22.75594052354,28.39,22.73191947443,3.13043,21,BK
05-09-2013,28.7381,35.0,25.0,2.31773,28.0,22.73191947443,22.55576511429,22.79597560539,28.18,22.56377213066,3.13043,21,BK
05-10-2013,28.78571,35.0,25.0,2.31234,28.0,22.5797861634,22.4997159997,22.66786334347,28.29,22.65184931073,3.13043,21,BK
05-13-2013,28.78571,35.0,25.0,2.31234,28.0,22.59580019614,22.53975108155,23.19632642389,28.82,23.07622117834,3.13043,21,BK
05-14-2013,28.78571,35.0,25.0,2.31234,28.0,23.10024222745,23.05220012923,24.02104911,29.95,23.98101402815,3.13043,21,BK
05-15-2013,28.78571,35.0,25.0,2.31234,28.0,23.9409789463,23.78884563527,24.2612596011,30.21,24.18919645377,3.13043,21,BK
05-16-2013,28.78571,35.0,25.0,2.31234,28.0,24.04507015911,23.81286668438,24.22923153562,29.86,23.90895088082,3.13043,21,BK
05-17-2013,28.83333,35.0,25.0,2.32652,28.0,23.96499999541,23.96499999541,24.46944202672,30.44,24.37335783028,3.13043,21,BK
05-20-2013,28.83333,35.0,25.0,2.32652,28.0,24.3413297648,24.26926661747,24.53349815768,30.41,24.34933678117,3.13043,21,BK
05-21-2013,29.02381,35.0,25.0,2.49034,28.0,24.34933678117,24.0533974561348,24.5014700922,30.09,24.09311225733,3.13043,21,BK
05-22-2013,29.02381,35.0,25.0,2.49034,28.0,24.10912629007,23.752814061605,24.43741396124,29.78,23.84489474986,3.13043,21,BK
05-23-2013,29.07143,35.0,25.0,2.54617,28.0,23.56464917691,23.4605579641,23.87692281534,29.64,23.73279652068,3.13043,21,BK
05-24-2013,29.11905,35.0,25.0,2.57231,28.0,23.56464917691,23.41251586588,23.64471934061,29.51,23.62870530787,3.13043,21,BK
05-28-2013,29.11905,35.0,25.0,2.57231,28.0,23.9409789463,23.90094386445,24.33332274843,30.09,24.09311225733,3.13043,21,BK
05-29-2013,29.11905,35.0,25.0,2.57231,28.0,23.90895088082,23.89293684808,24.37335783028,30.09,24.09311225733,3.13043,21,BK
05-30-2013,29.11905,35.0,25.0,2.57231,28.0,24.15716838829,24.05307717548,24.65360340323,30.55,24.46143501035,3.13043,21,BK
05-31-2013,29.21429,35.0,25.0,2.63932,28.0,24.40538589576,24.06909120822,24.70164550145,30.06,24.06909120822,3.13043,21,BK
06-03-2013,29.35714,35.0,25.0,2.70424,28.0,24.14916137192,23.70877547157,24.38136484665,30.21,24.18919645377,3.13043,21,BK
06-04-2013,29.40476,35.0,25.0,2.72388,28.0,24.18919645377,23.85290176623,24.41339291213,29.9,23.9409789463,3.13043,21,BK
06-05-2013,29.45238,35.0,25.0,2.65431,28.0,23.86891579897,23.19632642389,23.9248848433963,29.01,23.22835448937,3.13043,21,BK
06-06-2013,29.45238,35.0,25.0,2.65431,28.0,23.22835448937,22.96412294916,23.64471934061,29.51,23.62870530787,3.13043,21,BK
06-07-2013,29.35714,35.0,25.0,2.59644,28.0,23.82888071712,23.58066320965,23.95699297904,29.85,23.90094386445,3.13043,21,BK
06-10-2013,29.45238,35.0,25.0,2.68995,28.0,24.03706314274,23.86891579897,24.38937186302,30.16,24.14916137192,3.13043,21,BK
06-11-2013,29.45238,35.0,25.0,2.68995,28.0,23.91695789719,23.58867022602,24.042908264690094,29.49,23.61269127513,3.13043,21,BK
06-12-2013,29.525,35.0,25.0,2.73622,29.0,23.81286668438,23.248372030295,23.85290176623,29.06,23.26838957122,3.13636,20,BK
06-13-2013,29.45238,35.0,25.0,2.68995,28.0,23.21234045663,23.13227029293,23.624701799685,29.48,23.60468425876,3.13043,21,BK
06-14-2013,29.45238,35.0,25.0,2.68995,28.0,23.60468425876,23.264386063035,23.69276143883,29.13,23.32443868581,3.13043,21,BK
06-17-2013,29.45238,35.0,25.0,2.68995,28.0,23.51660707869,23.33244570218,23.70877547157,29.37,23.51660707869,3.13043,21,BK
06-18-2013,29.45238,35.0,25.0,2.68995,28.0,23.59667724239,23.464561472285,23.920961405375,29.77,23.83688773349,3.13043,21,BK
06-19-2013,29.45238,35.0,25.0,2.68995,28.0,23.82888071712,23.58867022602,24.18919645377,29.65,23.74080353705,3.13043,21,BK
06-20-2013,29.57143,35.0,25.0,2.67833,30.0,23.52461409506,23.10824924382,23.52461409506,28.97,23.19632642389,3.13043,21,BK
06-21-2013,29.52381,35.0,25.0,2.67918,29.0,23.42852989862,22.4997159997,23.45255094773,28.45,22.77996157265,3.13043,21,BK
06-24-2013,29.52381,35.0,25.0,2.67918,29.0,22.53174406518,22.05132308298,22.60380721251,27.86,22.30754760682,3.13043,21,BK
06-25-2013,29.52381,35.0,25.0,2.67918,29.0,22.5797861634,22.40363180326,22.72391245806,28.27,22.63583527799,3.13043,21,BK
06-26-2013,29.61905,35.0,25.0,2.65879,30.0,22.83601068724,22.65184931073,22.93209488368,28.33,22.68387737621,3.13043,21,BK
06-27-2013,29.61905,35.0,25.0,2.65879,30.0,22.88405278546,22.727915966245,23.0602071456,28.72,22.99615101464,3.13043,21,BK
