 Date,JPM Price Target,JPM Price Target - High,JPM Price Target - Low,JPM Price Target - StdDev,JPM Price Target - Median,JPM Open,JPM Low,JPM High,JPM Close,JPM Adj. Close,JPM Rating,JPM Price Target - #,Ticker
09-11-2013,62.39286,71,51.0,4.75349,63.0,40.966664672115,40.72870952787,41.26602759552,53.26,40.88222897577,4.28125,28,JPM
09-12-2013,62.39286,71,51.0,4.75349,63.0,41.012720506485,39.97646423316,41.227647733545005,52.24,40.09927979148,4.28125,28,JPM
09-13-2013,62.39286,71,51.0,4.75349,63.0,40.137659653455,40.091603819085,40.5291342456,52.59,40.367938825305,4.28125,28,JPM
09-16-2013,62.46429,71,53.0,4.59411,63.0,41.028072451275,40.6634637625125,41.058776340855005,53.14,40.79011730703,4.28125,28,JPM
09-17-2013,62.46429,71,53.0,4.59411,63.0,40.828497169005,40.5867040385625,40.92828481014,53.09,40.75173744505501,4.28125,28,JPM
09-18-2013,62.46429,71,53.0,4.59411,63.0,40.444698549255,40.344910908120006,41.350463291865,53.41,40.997368561695,4.28125,28,JPM
09-19-2013,62.2,71,53.0,4.59275,63.0,41.166239954385006,40.321882990935,41.258351623125,52.75,40.490754383625,4.27273,30,JPM
09-20-2013,62.2,71,53.0,4.59275,63.0,40.644273831525005,40.5291342456,41.043424396065,52.8,40.5291342456,4.27273,30,JPM
09-23-2013,62.2,71,53.0,4.59275,63.0,39.97646423316,39.446822137905,40.20674340501,51.46,39.50055394467,4.27273,30,JPM
09-24-2013,62.2,71,53.0,4.59275,63.0,39.155135186895,38.61014114685,39.3585484553625,50.32,38.62549309164,4.27273,30,JPM
09-25-2013,62.2,71,53.0,4.59275,63.0,38.54873336769,38.425917809370006,39.83829673005,51.7,39.68477728215,4.27273,30,JPM
09-26-2013,62.2,71,53.0,4.59275,63.0,39.861324647235,39.56196172383,40.344910908120006,51.89,39.830620757655005,4.27273,30,JPM
09-27-2013,62.1,71,53.0,4.54129,63.0,39.53125783425,39.446822137905,40.2220953498,52.24,40.09927979148,4.27273,30,JPM
09-30-2013,62.1,71,53.0,4.54129,63.0,39.707805199335,39.48520199988,39.984140205555,51.69,39.677101309755,4.27273,30,JPM
10-01-2013,62.1,71,53.0,4.54129,63.0,39.63872144778,39.49287797227501,39.984140205555,51.96,39.884352564420006,4.27273,30,JPM
10-02-2013,62.1,71,53.0,4.54129,63.0,39.683306973676,39.660109405297,40.557082049285,52.09,40.278711228737,4.27273,30,JPM
10-03-2013,62.1,71,53.0,4.54129,63.0,40.2091185236,39.82249238395,40.36376897946,51.94,40.162723386842,4.27273,30,JPM
10-04-2013,62.1,71,53.0,4.54129,63.0,40.263246183151,40.216851046393,40.734930073524,52.67,40.727197550731,4.27273,30,JPM
10-07-2013,62.06452,71,53.0,4.47167,63.0,40.433361684597,40.077665636118994,40.487489344148,51.83,40.077665636118994,4.26471,31,JPM
10-08-2013,62.06452,71,53.0,4.47167,63.0,40.077665636118994,39.312145879612,40.178188432428,50.87,39.335343447990994,4.26471,31,JPM
10-09-2013,62.06452,71,53.0,4.47167,63.0,39.567319131781,38.855927034825,39.698772019262,50.75,39.242553174475,4.26471,31,JPM
10-10-2013,62.06452,71,53.0,4.47167,63.0,40.085398158912,39.729702110434,40.642139800008,52.52,40.611209708836,4.26471,31,JPM
10-11-2013,62.06452,71,53.0,4.47167,63.0,40.951440711728,40.332838888288,41.253009100655,52.51,40.603477186042994,4.26471,31,JPM
10-14-2013,62.0,71,53.0,4.20445,63.0,40.162723386842,40.023537976568,40.858650438212,52.71,40.758127641903,4.26471,31,JPM
10-15-2013,62.12903,71,53.0,4.26344,63.0,40.912778097763,40.348303933874,41.013300894072,52.31,40.448826730183,4.26471,31,JPM
10-16-2013,62.09677,71,53.0,4.26051,63.0,40.680802413973,40.657604845594,41.794285696165,54.0,41.7556230822,4.26471,31,JPM
10-17-2013,62.06452,71,52.0,4.33244,63.0,41.593240103547,41.454054693272994,41.979866243196994,54.21,41.918006060853,4.26471,31,JPM
10-18-2013,62.06452,71,52.0,4.33244,63.0,41.956668674818,41.60097262634,42.20410940419399,54.3,41.98759876598999,4.26471,31,JPM
10-21-2013,62.06452,71,52.0,4.33244,63.0,41.964401197611,41.670565331477,42.412887519605,54.27,41.964401197611,4.26471,31,JPM
10-22-2013,62.06452,71,52.0,4.33244,63.0,42.258237063745,41.46178721606599,42.281434632124,53.62,41.46178721606599,4.26471,31,JPM
10-23-2013,62.06452,71,52.0,4.33244,63.0,41.222079009483,40.765860164696,41.260741623448,52.75,40.789057733075,4.26471,31,JPM
10-24-2013,62.12903,73,52.0,4.47748,63.0,40.858650438212,40.294176274323,40.897313052177,52.48,40.580279617664,4.26471,31,JPM
10-25-2013,62.12903,73,52.0,4.47748,63.0,40.332838888288,40.263246183151,40.912778097763,52.77,40.804522778661,4.26471,31,JPM
10-28-2013,62.12903,73,52.0,4.47748,63.0,40.897313052177,40.59574466325,41.051963508037,52.68,40.734930073524,4.26471,31,JPM
10-29-2013,62.12903,73,52.0,4.47748,63.0,40.850917915419,40.402431593425,40.974638280107,52.73,40.77359268748899,4.26471,31,JPM
10-30-2013,62.12903,73,52.0,4.47748,63.0,40.9823708029,40.59574466325,41.167951349932,52.6,40.67306989118,4.26471,31,JPM
10-31-2013,62.12903,73,52.0,4.47748,63.0,40.711732505144994,39.853422475122,40.758127641903,51.54,39.853422475122,4.26471,31,JPM
11-01-2013,62.25806,73,52.0,4.29529,63.0,39.783829769985,39.66784192809,40.7542613805065,52.51,40.603477186042994,4.26471,31,JPM
11-04-2013,62.25806,73,52.0,4.29529,63.0,40.781325210282,40.20641214062245,40.796790255868,52.04,40.240048614772,4.26471,31,JPM
11-05-2013,62.35484,73,52.0,4.34443,63.0,40.093130681705,39.946212748638,40.309641319909,51.95,40.170455909635,4.26471,31,JPM
11-06-2013,62.35484,73,52.0,4.34443,63.0,40.410164116218,40.077665636118994,40.472024298562,52.1,40.28644375153,4.26471,31,JPM
11-07-2013,62.35484,73,52.0,4.34443,63.0,40.309641319909,39.884352566294,40.472024298562,51.65,39.938480225845,4.26471,31,JPM
11-08-2013,62.35484,73,52.0,4.34443,63.0,40.077665636118994,40.05446806774,41.732425513821,53.96,41.724692991028,4.26471,31,JPM
