 Date,COF Price Target,COF Price Target - High,COF Price Target - Low,COF Price Target - StdDev,COF Price Target - Median,COF Open,COF Low,COF High,COF Close,COF Adj. Close,COF Rating,COF Price Target - #,Ticker
03-01-2013,64.625,74,50.0,5.10011,65.0,41.854980599643,41.854980599643,43.30544198668501,51.87,43.238754106821,4.16667,28,COF
03-04-2013,64.625,74,50.0,5.10011,65.0,43.130386302042,43.122050317059,44.372448064508994,53.12,44.280752229696,4.16667,28,COF
03-05-2013,64.625,74,50.0,5.10011,65.0,44.689215493863,44.539167764169,45.722877631755,53.95,44.972638983285,4.16667,28,COF
03-06-2013,64.625,74,50.0,5.10011,65.0,45.256062472707,44.972638983285,45.5103100146885,54.31,45.272734442673,4.16667,28,COF
03-07-2013,64.625,74,50.0,5.10011,65.0,45.314414367588,45.039326863149,45.606173841993,54.42,45.364430277486,4.16667,28,COF
03-08-2013,64.77778,74,50.0,5.1304,65.0,45.68119770684,44.672543523897005,45.714541646772005,54.2,45.18103860786,4.2069,27,COF
03-11-2013,64.77778,74,50.0,5.1304,65.0,45.231054517758,44.88102650832183,45.864589376466,54.98,45.831245436534,4.2069,27,COF
03-12-2013,64.77778,74,50.0,5.1304,65.0,45.8479174065,45.3769342549605,46.039645061109,54.6,45.51447800718,4.2069,27,COF
03-13-2013,64.77778,74,50.0,5.1304,65.0,45.5269819846545,45.456126112299,45.947949226296,54.63,45.539485962129,4.2069,27,COF
03-14-2013,64.77778,74,50.0,5.1304,65.0,45.697869676806,45.197710577826,45.881261346432,54.51,45.439454142333,4.2069,27,COF
03-15-2013,64.92593,74,56.0,4.65018,65.0,45.564493917078,45.322750352571,46.064653016058,55.19,46.006301121177,4.2069,27,COF
03-18-2013,64.96154,74,56.0,4.73514,65.0,45.456126112299,45.222718532775,45.831245436534,54.66,45.564493917078,4.2069,26,COF
03-19-2013,64.96154,74,56.0,4.73514,65.0,45.797901496602,44.322432154611,45.797901496602,53.64,44.714223448812,4.2069,26,COF
03-20-2013,64.96154,74,56.0,4.73514,65.0,44.989310953251,44.630863598982,45.09767875803,53.91,44.939295043353,4.2069,26,COF
03-21-2013,64.96154,74,56.0,4.73514,65.0,44.580847689084,44.580847689084,45.072670803081,53.71,44.772575343693,4.2069,26,COF
03-22-2013,64.80769,74,56.0,4.66591,65.0,44.755903373726994,44.664207538914,45.14769466792799,54.1,45.09767875803,4.2069,26,COF
03-25-2013,64.80769,74,56.0,4.66591,65.0,45.34775830752,44.93095905837,45.606173841993,54.59,45.50614202219701,4.2069,26,COF
03-26-2013,64.80769,74,56.0,4.66591,65.0,45.76455755667,45.7187096392635,46.281388625616,55.06,45.897933316398,4.2069,26,COF
03-27-2013,64.80769,74,56.0,4.66591,65.0,45.556157932095,45.489470052231,46.022973091143,54.82,45.697869676806,4.2069,26,COF
03-28-2013,64.80769,74,56.0,4.66591,65.0,45.639517781925,45.556157932095,45.8479174065,54.95,45.806237481585,4.2069,26,COF
04-01-2013,64.80769,74,56.0,4.66591,65.0,45.897933316398,44.547503749152,45.897933316398,53.68,44.747567388744,4.2069,26,COF
04-02-2013,64.80769,74,56.0,4.66591,65.0,44.889279133455,44.889279133455,45.581165887044,54.63,45.539485962129,4.2069,26,COF
04-03-2013,64.80769,74,56.0,4.66591,65.0,45.539485962129,44.964302998302,45.606173841993,54.16,45.14769466792799,4.2069,26,COF
04-04-2013,64.84615,74,56.0,4.69609,65.0,45.139358682945,45.0843411820572,45.956285211279,55.07,45.906269301381,4.2069,26,COF
04-05-2013,64.84615,74,56.0,4.69609,65.0,45.314414367588,44.864271178506,45.714541646772005,54.71,45.606173841993,4.2069,26,COF
04-08-2013,64.84615,74,56.0,4.69609,65.0,45.456126112299,45.281070427656,46.239708700701,55.41,46.189692790802994,4.2069,26,COF
04-09-2013,64.84615,74,56.0,4.69609,65.0,46.26471665565,46.18135680582,46.814141425879534,55.81,46.523132190123,4.2069,26,COF
04-10-2013,64.84615,74,56.0,4.69609,65.0,46.648171964868,46.464780295242,47.09831515395,55.76,46.481452265208,4.2069,26,COF
04-11-2013,64.84615,74,56.0,4.69609,65.0,46.489788250191005,45.672861721857,46.531468175106,54.82,45.697869676806,4.2069,26,COF
04-12-2013,64.84615,74,56.0,4.69609,65.0,45.50614202219701,44.939295043353,45.68119770684,54.66,45.564493917078,4.2069,26,COF
04-15-2013,64.84615,74,56.0,4.69609,65.0,45.314414367588,44.230736319798,45.339422322537,53.1,44.26408025973,4.2069,26,COF
04-16-2013,64.84615,74,56.0,4.69609,65.0,44.639199583965,43.972320785325,44.772575343693,53.33,44.455807914339,4.2069,26,COF
04-17-2013,64.73077,74,56.0,4.67857,65.0,44.039008665189,43.7180732433435,44.280752229696,52.76,43.980656770308,4.2069,26,COF
04-18-2013,64.73077,74,56.0,4.67857,65.0,44.055680635155,43.630545401022005,44.40579200444101,52.79,44.005664725257,4.2069,26,COF
04-19-2013,64.84615,74,56.0,4.42625,65.0,45.822909451551,45.34775830752,47.089979168967,56.17,46.82322764951101,4.2069,26,COF
04-22-2013,64.80769,74,56.0,4.40296,65.0,46.923259469307,45.956285211279,46.964939394222,55.36,46.148012865888,4.2069,26,COF
04-23-2013,65.0,74,56.0,4.29669,65.0,46.706523859749,46.256380670667,47.165003033814,56.34,46.964939394222,4.2069,26,COF
04-24-2013,65.0,74,56.0,4.29669,65.0,46.889915529375,46.8357316269855,47.606810237913,57.06,47.565130312998,4.2069,26,COF
04-25-2013,65.0,74,56.0,4.29669,65.0,47.556794328015,47.331722733474,47.973593577165,57.03,47.540122358049,4.2069,26,COF
04-26-2013,65.07692,74,56.0,4.31387,65.0,47.656826147811,47.240026898661,47.840217817437,57.15,47.640154177845,4.2069,26,COF
04-29-2013,65.07692,74,56.0,4.31387,65.0,47.76519395259,47.68183410276,47.990265547131,57.51,47.940249637233,4.2069,26,COF
04-30-2013,65.07692,74,56.0,4.31387,65.0,47.92357766726701,47.790201907539,48.290361006519,57.78,48.165321231774,4.2069,26,COF
05-01-2013,65.07692,74,56.0,4.31387,65.0,48.165321231774,47.648490162828,48.223673126655,57.35,47.806873877505,4.2069,26,COF
05-02-2013,65.07692,74,56.0,4.31387,65.0,47.790201907539,47.556794328015,48.612296746562464,58.18,48.498760631094,4.2069,26,COF
05-03-2013,65.07692,74,56.0,4.31387,65.0,48.93223185021,48.68006830447425,49.715814438612,58.52,48.782184120516,4.2069,26,COF
05-06-2013,65.07692,74,56.0,4.31387,65.0,48.740504195601,48.565448510958,49.40738299424101,59.05,49.223991324615,4.2069,26,COF
05-07-2013,65.07692,74,56.0,4.31387,65.0,49.26567124953,49.090615564887,49.5115828065285,59.08,49.248999279564,4.2069,26,COF
05-08-2013,65.23077,74,56.0,4.41421,65.0,49.048935639972,48.740504195601,49.890870123255,59.84,49.882534138272,4.2069,26,COF
05-09-2013,65.23077,74,56.0,4.41421,65.0,50.008203943387,49.296075054932,50.008203943387,59.15,49.555792649545,4.2069,26,COF
05-10-2013,65.23077,74,56.0,4.41421,65.0,49.673084466467,49.296075054932,49.857400178773,59.51,49.857400178773,4.2069,26,COF
05-13-2013,65.23077,74,56.0,4.41421,65.0,49.748486348774,49.01122349955,49.86577816569601,58.81,49.27094109416301,4.2069,26,COF
05-14-2013,65.23077,74,56.0,4.41421,65.0,49.396610898008,49.33796498954701,50.10036179954,59.6,49.93280206108,4.2069,26,COF
05-15-2013,65.23077,74,56.0,4.41421,65.0,49.924424074157,49.706596414159,50.502505171844,60.11,50.36007939415301,4.2069,26,COF
05-16-2013,65.23077,74,56.0,4.41421,65.0,50.200897642616006,49.409177878392505,50.267921538,59.15,49.555792649545,4.2069,26,COF
05-17-2013,65.23077,74,56.0,4.41421,65.0,49.857400178773,49.748486348774,51.063830295685,60.83,50.963294452609,4.2069,26,COF
05-20-2013,65.23077,74,56.0,4.41421,65.0,50.871136596456,50.871136596456,51.9979758375995,61.81,51.784337171063,4.2069,26,COF
05-21-2013,65.23077,74,56.0,4.41421,65.0,51.826227105678,51.600021458757006,52.287016386443,62.11,52.035676778753,4.2069,26,COF
05-22-2013,65.46154,76,56.0,4.79768,65.0,52.052432752599,51.298413929529,53.30913079104901,61.54,51.558131524142,4.2069,26,COF
05-23-2013,65.46154,76,56.0,4.79768,65.0,51.088964256454,50.68682088415,51.658667367218,61.24,51.306791916452006,4.2069,26,COF
05-24-2013,65.61538,76,56.0,4.84432,65.0,50.946538478763,50.68682088415,51.290035942606,61.13,51.214634060299005,4.2069,26,COF
05-28-2013,65.61538,76,56.0,4.84432,65.0,51.9435189226,51.725691262602005,52.3917412229805,61.81,51.784337171063,4.2069,26,COF
05-29-2013,65.61538,76,56.0,4.84432,65.0,51.373815811836,51.16436613876101,51.960274896446,61.6,51.60839944568,4.2069,26,COF
05-30-2013,65.61538,76,56.0,4.84432,65.0,51.717313275679,51.558131524142,52.764561641054,62.43,52.303772360289,4.2069,26,COF
05-31-2013,65.61538,76,56.0,4.84432,65.0,52.002164831061,51.047074321839006,52.044054765676,60.93,51.047074321839006,4.2069,26,COF
06-03-2013,65.61538,76,56.0,4.84432,65.0,51.256523994914005,50.9507274722245,51.9435189226,61.91,51.868117040293,4.2069,26,COF
06-04-2013,65.61538,76,56.0,4.84432,65.0,51.842983079524,51.197878086453,52.161346582598,61.26,51.323547890298,4.2069,26,COF
06-05-2013,65.61538,76,56.0,4.84432,65.0,51.16436613876101,50.175763681847,51.407327759528,60.19,50.427103289537,4.2069,26,COF
06-06-2013,65.61538,76,56.0,4.84432,65.0,50.37683536799901,49.99153174941023,50.929782504917,60.77,50.91302653107101,4.2069,26,COF
06-07-2013,65.61538,76,56.0,4.84432,65.0,51.365437824913,51.315169903375,52.27026041259701,62.33,52.219992491059,4.2069,26,COF
06-10-2013,65.61538,76,56.0,4.84432,65.0,52.228370477982,52.094322687214,52.731049693362,62.54,52.395930216442,4.2069,26,COF
06-11-2013,65.65385,76,56.0,4.9142,65.0,51.85973905337,51.33200965709023,52.085944700291,61.46,51.491107628758,4.2069,26,COF
06-12-2013,65.65385,76,56.0,4.9142,65.0,51.826227105678,51.206256073376,52.035676778753,61.38,51.424083733374005,4.2069,26,COF
06-13-2013,65.65385,76,56.0,4.9142,65.0,51.465973667989005,51.239768021068,52.3582292752885,62.35,52.236748464905006,4.2069,26,COF
06-14-2013,65.65385,76,56.0,4.9142,65.0,52.111078661060006,50.753844779534,52.1236456414445,61.01,51.114098217223,4.2069,26,COF
06-17-2013,65.65385,76,56.0,4.9142,65.0,51.457595681066,50.996806400301,51.977030870292005,62.0,51.9435189226,4.2069,26,COF
06-18-2013,65.65385,76,56.0,4.9142,65.0,51.884873014139,51.767581197217,52.178102556444,62.1,52.027298791830006,4.2069,26,COF
06-19-2013,65.65385,76,56.0,4.9142,65.0,52.152968595675006,51.62306092279525,52.27026041259701,61.81,51.784337171063,4.2069,26,COF
06-20-2013,65.65385,76,56.0,4.9142,65.0,51.708935288756,51.432461720297006,52.362418268750005,61.62,51.625155419526,4.2069,26,COF
06-21-2013,65.65385,76,56.0,4.9142,65.0,52.018920804907005,50.862758609533,52.077566713368,61.36,51.407327759528,4.2069,26,COF
06-24-2013,65.65385,76,56.0,4.9142,65.0,51.047074321839006,50.108739786463005,51.1057202303,59.97,50.242787577231,4.2069,26,COF
06-25-2013,65.65385,76,56.0,4.9142,65.0,50.695198871073,50.619796988766005,51.457595681066,61.11,51.197878086453,4.2069,26,COF
06-26-2013,65.65385,76,56.0,4.9142,65.0,51.60839944568,51.231390034145,51.842983079524,61.57,51.583265484911,4.2069,26,COF
06-27-2013,65.65385,76,56.0,4.9142,65.0,51.9435189226,51.809471131832005,52.7813176149,62.69,52.521600020287,4.2069,26,COF
06-28-2013,65.76923,76,56.0,5.02538,65.0,52.287016386443,51.750825223371,52.8776644645145,62.81,52.622135863363006,4.2069,26,COF
07-01-2013,65.76923,76,56.0,5.02538,65.0,52.92374339259101,52.856719497207,53.610738320277,63.59,53.275618843357,4.2069,26,COF
07-02-2013,66.5,76,56.0,5.24221,66.0,53.317508777972,53.275618843357,54.222331365656,64.24,53.820187993352,4.2069,26,COF
07-03-2013,66.5,76,56.0,5.24221,66.0,53.468312542586006,53.057791183359,53.7322191306605,63.92,53.552092411816005,4.2069,26,COF
07-05-2013,66.5,76,56.0,5.24221,66.0,54.063149614119006,53.86207792796701,55.009862136418,65.66,55.009862136418,4.2069,26,COF
07-08-2013,67.26923,81,56.0,6.17413,67.5,55.353359600260994,54.69233643203631,55.571187260259,65.54,54.909326293342005,4.2069,26,COF
07-09-2013,67.26923,81,56.0,6.17413,67.5,55.23606778333901,54.7710895091125,55.412005508722,65.53,54.90094830641901,4.2069,26,COF
07-10-2013,67.5,81,56.0,6.30781,67.5,54.90094830641901,54.12179552258,54.90094830641901,64.91,54.381513117193,4.2069,26,COF
07-11-2013,67.5,81,56.0,6.30781,67.5,55.051752071033,54.54069486873,55.23606778333901,65.81,55.13553194026301,4.2069,26,COF
07-12-2013,67.5,81,56.0,6.30781,67.5,55.286335704877,55.143909927186,56.099000436408,66.81,55.973330632563005,4.2069,26,COF
07-15-2013,67.92308,81,56.0,6.49214,68.5,56.660325560249,55.43295047602951,56.71897146871,66.85,56.006842580255,4.2333300000000005,26,COF
07-16-2013,69.0,81,56.0,6.14567,69.5,55.931440697948005,55.244445770262,56.199536279484,66.68,55.86441680256401,4.2333300000000005,26,COF
07-17-2013,69.0,81,56.0,6.14567,69.5,55.939818684871,55.269579731031,56.182780305638005,66.9,56.04873251487,4.2333300000000005,26,COF
07-18-2013,69.0,81,56.0,6.14567,69.5,56.04873251487,55.646589142566,56.568167704096,67.05,56.174402318715,4.2333300000000005,26,COF
07-19-2013,73.53846,81,60.0,5.48586,75.0,57.858377690238,57.154626788706,58.645908461000005,69.14,57.925401585622005,4.2333300000000005,26,COF
07-22-2013,73.44,81,60.0,5.57193,75.0,58.034315415621,57.64055003024,58.143229245620006,69.19,57.967291520237,4.2069,25,COF
07-23-2013,73.44,81,60.0,5.57193,75.0,58.009181454852,57.590282108702,58.126473271774,69.01,57.81648775562301,4.2069,25,COF
07-24-2013,73.44,81,60.0,5.57193,75.0,57.925401585622005,57.531636200241,58.2194689266193,68.72,57.573526134856,4.2069,25,COF
07-25-2013,73.44,81,60.0,5.57193,75.0,57.020578997938,56.341962057175,57.60703808254801,68.72,57.573526134856,4.17241,25,COF
07-26-2013,73.92,81,60.0,4.86555,75.0,57.38921042255,56.853019259478,57.61960506293251,68.76,57.60703808254801,4.17241,25,COF
07-29-2013,73.92,81,60.0,4.86555,75.0,57.322186527166,57.121114841014005,57.422722370242006,68.45,57.34732048793501,4.17241,25,COF
07-30-2013,74.48,84,60.0,5.1778,75.0,57.782975807931,57.18813873639801,57.992425481006,69.17,57.950535546391,4.17241,25,COF
07-31-2013,74.48,84,60.0,5.1778,75.0,57.917023598699,57.38921042255,58.2395760952345,69.02,57.824865742546,4.17241,25,COF
08-01-2013,74.48,84,60.0,5.1778,75.0,58.464372405708005,57.95949872344799,58.72522380820901,69.7,58.64949275587,4.17241,25,COF
08-02-2013,74.48,84,60.0,5.1778,75.0,58.447543282966,58.354983107885,58.666321878612,69.59,58.556932580789,4.17241,25,COF
08-05-2013,74.48,84,60.0,5.1778,75.0,58.371812230627,58.169862757723,58.599005387644,69.5,58.48120152845,4.17241,25,COF
08-06-2013,74.48,84,60.0,5.1778,75.0,58.430714160224,57.925840477964,58.506445212563,69.29,58.30449573965901,4.17241,25,COF
08-07-2013,74.48,84,60.0,5.1778,75.0,58.085717144013,57.109628024977006,58.085717144013,67.93,57.16011539320301,4.17241,25,COF
08-08-2013,74.48,84,60.0,5.1778,75.0,57.622916268608,57.35785758542151,57.900596793851,68.42,57.572428900382,4.17241,25,COF
08-09-2013,74.48,84,60.0,5.1778,75.0,57.564014339011,57.362064866107005,57.917425916593,68.23,57.412552234333006,4.17241,25,COF
08-12-2013,74.48,84,60.0,5.1778,75.0,57.2190173228,57.000238727154,57.63974539135,68.42,57.572428900382,4.17241,25,COF
08-13-2013,74.48,84,60.0,5.1778,75.0,57.538770654898,57.143286270461,57.95949872344799,68.56,57.690232759576,4.17241,25,COF
08-14-2013,74.48,84,60.0,5.1778,75.0,57.597672584495,57.50519655502772,57.858523986996005,68.36,57.521941532156,4.17241,25,COF
08-15-2013,74.48,84,60.0,5.1778,75.0,57.286333813768,56.22609908102199,57.429381357075,67.01,56.38597574707101,4.17241,25,COF
08-16-2013,74.48,84,60.0,5.1778,75.0,56.285001010619,56.242928203764,56.958165920299,67.16,56.512194167636,4.17241,25,COF
08-19-2013,74.48,84,60.0,5.1778,75.0,56.268171887877,55.443544873519,56.562681535862,65.91,55.460373996261,4.17241,25,COF
08-20-2013,74.48,84,60.0,5.1778,75.0,55.502446803116,55.258424523357,56.41121943118401,66.59,56.032564169489,4.17241,25,COF
08-21-2013,74.48,84,60.0,5.1778,75.0,55.855858380698,55.409886628035,56.22609908102199,66.16,55.670738030536,4.17241,25,COF
08-22-2013,74.48,84,60.0,5.1778,75.0,56.024149608118,55.695981714649,56.40280486981301,66.68,56.10829522182801,4.17241,25,COF
08-23-2013,74.48,84,60.0,5.1778,75.0,56.428048553926,55.6177262938987,56.428048553926,66.67,56.099880660457,4.17241,25,COF
08-26-2013,74.48,84,60.0,5.1778,75.0,56.024149608118,55.5361050486,56.217684519651,66.0,55.5361050486,4.17241,25,COF
08-27-2013,74.48,84,60.0,5.1778,75.0,55.02281680496901,53.979411194965,55.224766277873,64.31,54.11404417690101,4.17241,25,COF
08-28-2013,74.48,84,60.0,5.1778,75.0,54.147702422385,53.558683126415,54.332822772547,64.04,53.886851019884006,4.17241,25,COF
08-29-2013,74.48,84,60.0,5.1778,75.0,53.777461722061,53.592341371899,54.560015929564,64.38,54.172946106498,4.17241,25,COF
08-30-2013,74.48,84,60.0,5.1778,75.0,54.24026259746599,54.055142247304,54.442212070370005,64.55,54.315993649804994,4.17241,25,COF
09-03-2013,74.48,84,60.0,5.1778,75.0,54.955500314001,53.844778213029,55.19952259376,64.4,54.189775229240006,4.17241,25,COF
09-04-2013,74.48,84,60.0,5.1778,75.0,54.139287861014,54.029898563191,54.86294013892,65.03,54.71989259561301,4.17241,25,COF
09-05-2013,74.48,84,60.0,5.1778,75.0,54.6946489115,54.627332420532,55.519275925858,65.58,55.182693471018,4.17241,25,COF
09-06-2013,74.48,84,60.0,5.1778,75.0,55.233180839244,54.139287861014,55.308911891583,65.38,55.014402243598,4.17241,25,COF
09-09-2013,74.48,84,60.0,5.1778,75.0,55.106962418679,54.980743998114,55.940003994408,66.46,55.92317487166599,4.17241,25,COF
09-10-2013,74.48,84,60.0,5.1778,75.0,56.3775611857,56.217684519651,57.239380561317816,67.85,57.092798902235,4.17241,25,COF
09-11-2013,74.48,84,60.0,5.1778,75.0,57.126457147719,56.655241710943,57.30316293651,67.62,56.899263990702,4.17241,25,COF
09-12-2013,74.48,84,60.0,5.1778,75.0,56.85719118384699,56.840362061105,57.38310126953449,67.95,57.176944515945,4.17241,25,COF
09-13-2013,74.48,84,60.0,5.1778,75.0,57.185359077316,56.646827149572,57.370479427478,67.49,56.789874692879,4.17241,25,COF
09-16-2013,74.72,84,64.0,4.60886,75.0,57.378893988849,56.77725285082249,57.80803661877,67.65,56.92450767481501,4.17241,25,COF
09-17-2013,74.88,84,64.0,4.68461,75.0,57.143286270461,57.084384340864005,58.26242293280399,69.12,58.161448196352005,4.17241,25,COF
09-18-2013,74.88,84,64.0,4.68461,75.0,58.026815214416,57.799622057399,58.60741994901501,69.28,58.296081178288,4.17241,25,COF
09-19-2013,74.88,84,64.0,4.68461,75.0,58.523274335305,57.93425503933499,58.699980124096,69.04,58.09413170538401,4.17241,25,COF
09-20-2013,74.88,84,64.0,4.68461,75.0,58.13620451223901,58.018400653045,58.531688896676,69.1,58.14461907361,4.17241,25,COF
09-23-2013,74.88,84,64.0,4.68461,75.0,57.850109425625,57.193773638687,57.925840477964,68.45,57.597672584495,4.17241,25,COF
09-24-2013,74.88,84,64.0,4.68461,75.0,57.505112409414,57.092798902235,58.3760195113125,68.49,57.63133082997899,4.17241,25,COF
09-25-2013,74.88,84,64.0,4.68461,75.0,57.824865741512,57.53035609352701,58.64831471727806,69.19,58.220350125949,4.17241,25,COF
09-26-2013,74.88,84,64.0,4.68461,75.0,58.119375389496994,57.95949872344799,58.767296615064005,69.12,58.161448196352005,4.17241,25,COF
09-27-2013,74.88,84,64.0,4.68461,75.0,57.841694864254,57.72389100506,58.153033634981,68.92,57.993156968932,4.17241,25,COF
09-30-2013,74.88,84,64.0,4.68461,75.0,57.622916268608,57.27791925239699,58.102546266755,68.74,57.841694864254,4.17241,25,COF
10-01-2013,74.88,84,64.0,4.68461,75.0,58.09413170538401,58.018400653045,58.901929597,69.79,58.72522380820901,4.17241,25,COF
10-02-2013,74.88,84,64.0,4.68461,75.0,58.430714160224,57.9552914427625,58.523274335305,69.55,58.523274335305,4.17241,25,COF
10-03-2013,74.88,84,64.0,4.68461,75.0,58.195106441836,57.538770654898,58.64949275587,68.78,57.875353109738,4.17241,25,COF
10-04-2013,74.88,84,64.0,4.68461,75.0,57.95949872344799,57.83328030288301,59.314158958565294,70.32,59.17119556087199,4.17241,25,COF
10-07-2013,75.0,84,64.0,4.77493,75.0,58.590590826272994,57.9048040745365,58.60741994901501,68.88,57.95949872344799,4.17241,25,COF
10-08-2013,75.0,84,64.0,4.77493,75.0,57.95949872344799,56.88243486796,58.1740700384085,67.83,57.075969779493,4.17241,25,COF
10-09-2013,75.0,84,64.0,4.77493,75.0,57.13487170909001,56.680485395056,57.538770654898,68.1,57.30316293651,4.17241,25,COF
10-10-2013,75.2,84,64.0,4.70744,76.0,58.14461907361,58.127789950868,59.667654681761,70.76,59.541436261196,4.24138,25,COF
10-11-2013,75.2,84,64.0,4.70744,76.0,59.533021699825,59.423632402002006,60.534354502974,71.91,60.509110818861,4.24138,25,COF
10-14-2013,75.61538,84,64.0,4.82842,76.5,60.265088539102,59.8064949443825,60.87935151918499,72.1,60.66898748491,4.26667,26,COF
10-15-2013,76.03846,84,64.0,4.9883,78.0,60.525939941603006,59.987408013859,60.72788941450701,71.59,60.239844854989,4.26667,26,COF
10-16-2013,76.03846,84,64.0,4.9883,78.0,60.492281696119,60.441794327893,61.12758107962949,72.25,60.795205905475,4.26667,26,COF
10-17-2013,76.03846,84,64.0,4.9883,78.0,60.66898748491,60.2743445566101,61.039228185234,72.15,60.71106029176501,4.26667,26,COF
10-18-2013,78.46154,85,66.0,4.24473,79.5,61.25800678088,59.701312927245006,61.417883446929,71.6,60.24825941635999,4.2,26,COF
10-21-2013,78.42308,85,66.0,4.22605,79.5,60.41655064378,59.878018716036,60.542769064345,71.27,59.97057889111699,4.2,26,COF
10-22-2013,78.42308,85,66.0,4.22605,79.5,60.12204099579501,59.339486788292,60.265088539102,71.0,59.7433857341,4.2,26,COF
10-23-2013,78.42308,85,66.0,4.22605,79.5,59.625581874906,59.028148017565,59.625581874906,70.54,59.356315911034,4.2,26,COF
10-24-2013,78.5,85,66.0,4.23584,80.0,59.59192362942199,59.002904333452,59.6129600328495,70.65,59.44887608611501,4.2,26,COF
10-25-2013,78.5,85,66.0,4.23584,80.0,59.398388717889006,58.960831526597,59.5877163487365,70.38,59.221682929098,4.2,26,COF
10-28-2013,78.5,85,66.0,4.23584,80.0,59.21326836772701,58.9145514390565,59.852775031923,70.77,59.549850822567,4.2,26,COF
10-29-2013,78.5,85,66.0,4.23584,80.0,59.633996436277,59.608752752164,60.063139066198,70.93,59.684483804503,4.2,26,COF
10-30-2013,78.5,85,66.0,4.23584,80.0,59.59192362942199,58.632663633128,59.7433857341,69.8,58.73363836958,4.2,26,COF
10-31-2013,78.5,85,66.0,4.23584,80.0,58.548518019418,57.782792934657,58.624249071757,68.67,57.782792934657,4.2,26,COF
11-01-2013,78.5,85,66.0,4.23584,80.0,57.883767671109005,57.749134689173,58.43912872159501,69.39,58.388641353369,4.2,26,COF
11-04-2013,78.5,85,66.0,4.23584,80.0,58.498030651192,58.195106441836,58.641078194499,69.61,58.573761703531,4.2,26,COF
11-05-2013,78.5,85,66.0,4.23584,80.0,58.48120152845,58.161448196352005,59.023940736879496,69.96,58.86827135151599,4.2,26,COF
11-06-2013,78.5,85,66.0,4.23584,80.0,59.561236934016,58.242912166464,59.561236934016,69.29,58.555591758768,4.2,26,COF
11-07-2013,78.5,85,66.0,4.23584,80.0,58.809115752528,58.154178768648,59.0719356260592,68.85,58.18375656791999,4.2,26,COF
11-08-2013,78.5,85,66.0,4.23584,80.0,58.22601056688001,58.18375656791999,59.155598544,69.59,58.809115752528,4.2,26,COF
11-11-2013,78.5,85,66.0,4.23584,80.0,58.842918951696,58.699255355232,59.11334454504,69.68,58.885172950656006,4.2,26,COF
11-12-2013,78.5,85,66.0,4.23584,80.0,58.868271351072,58.58094415814399,59.054188946496,69.51,58.741509354192,4.2,26,COF
11-13-2013,78.5,85,66.0,4.23584,80.0,58.547140958976,58.14150256896,59.214754142544,70.06,59.206303342752,4.2,26,COF
11-14-2013,78.5,85,66.0,4.23584,80.0,59.265458941296,59.248557341712,59.899268925696,70.69,59.738703729648,4.2,26,COF
