 Date,C Price Target,C Price Target - High,C Price Target - Low,C Price Target - StdDev,C Price Target - Median,C Open,C Low,C High,C Close,C Adj. Close,C Rating,C Price Target - #,Ticker
02-05-2013,48.58929,74.0,36.0,7.16272,46.5,34.841920569792,34.78442565136,35.48257823232,42.92,35.252598558592,4.03125,28,C
02-06-2013,49.08929,74.0,36.0,7.13899,48.0,34.924056167552,34.907629048,35.35937483568,43.05,35.35937483568,4.03125,28,C
02-07-2013,49.08929,74.0,36.0,7.13899,48.0,35.408656194336,34.75986710762976,35.720771465824,42.87,35.211530759712,4.03125,28,C
02-08-2013,49.08929,74.0,36.0,7.13899,48.0,35.27723923792,34.952803626768,35.392229074784005,42.68,35.055473123968,4.03125,28,C
02-11-2013,49.08929,74.0,36.0,7.13899,48.0,35.039046004416,34.899415488224,35.64684942784,43.15,35.44151043344,4.03125,28,C
02-12-2013,49.08929,74.0,36.0,7.13899,48.0,35.515432471424,35.3183070368,36.5503410032,44.35,36.42713760656,4.03125,28,C
02-13-2013,49.08929,74.0,36.0,7.13899,48.0,36.525700323872,35.942537579776,36.698185079168,44.0,36.1396630144,4.03125,28,C
02-14-2013,49.08929,74.0,36.0,7.13899,48.0,36.000032498208,35.93432402,36.484632524992,44.32,36.402496927232,4.03125,28,C
02-15-2013,49.26786,74.0,36.0,7.2216,48.0,36.533913883648,35.835761302688006,36.558554562976,43.84,36.008246057984,4.03125,28,C
02-19-2013,49.26786,74.0,36.0,7.2216,48.0,36.131449454624,36.09859521552,36.722825758496,44.5,36.5503410032,4.03125,28,C
02-20-2013,49.26786,74.0,36.0,7.2216,48.0,36.533913883648,35.416869754112,36.533913883648,43.22,35.499005351872,4.03125,28,C
02-21-2013,49.26786,74.0,36.0,7.2216,48.0,35.145822281504,34.406601901664004,35.15403584128,42.35,34.78442565136,4.03125,28,C
02-22-2013,49.26786,74.0,36.0,7.2216,48.0,35.15403584128,34.833707010016,35.293666357472,42.79,35.145822281504,4.06452,28,C
02-25-2013,49.26786,74.0,36.0,7.2216,48.0,35.416869754112,33.708449320704,35.622208748512,41.15,33.79879847824,4.06452,28,C
02-26-2013,49.26786,74.0,36.0,7.2216,48.0,34.012351032416,33.084218777728005,34.151981548608,41.29,33.913788315104,4.06452,28,C
02-27-2013,49.26786,74.0,36.0,7.2216,48.0,33.92200187488,33.692022201152,34.776212091584,42.16,34.628368015616,4.06452,28,C
02-28-2013,49.26786,74.0,36.0,7.2216,48.0,34.562659537407995,34.2916120648,35.063686683743995,41.97,34.472310379872,4.06452,28,C
03-01-2013,49.26786,74.0,36.0,7.2216,48.0,34.135554429056,33.692022201152,34.924056167552,42.11,34.587300216736,4.06452,28,C
03-04-2013,49.26786,74.0,36.0,7.2216,48.0,34.488737499424005,34.472310379872,35.269025678144,42.94,35.269025678144,4.06452,28,C
03-05-2013,49.26786,74.0,36.0,7.2216,48.0,35.655062987616,35.40044263456,36.164303693728,43.6,35.811120623360004,4.06452,28,C
