 Date,ABBV Price Target,ABBV Price Target - High,ABBV Price Target - Low,ABBV Price Target - StdDev,ABBV Price Target - Median,ABBV Open,ABBV Low,ABBV High,ABBV Close,ABBV Adj. Close,ABBV Rating,ABBV Price Target - #,Ticker
07-19-2013,46.5,52.0,40.0,4.39525,47.0,30.167950726746003,29.917059700248,30.452745946014,44.52,30.188293242408005,3.61538,11,ABBV
07-22-2013,46.5,52.0,40.0,4.39525,47.0,30.03911479422,29.70007286652,30.581581878540003,44.97,30.493430977338,3.61538,11,ABBV
07-23-2013,46.5,52.0,40.0,4.39525,47.0,30.459526784568,29.991648924342,30.574801039986003,44.31,30.045895632774,3.61538,11,ABBV
07-24-2013,46.5,52.0,40.0,4.39525,47.0,30.025553117112004,29.422058485806,30.086580664098,43.64,29.591579449656003,3.61538,11,ABBV
07-25-2013,46.5,52.0,40.0,4.39525,47.0,29.435620162914,29.394935131590003,30.127265695422,44.24,29.998429762896,3.61538,11,ABBV
07-26-2013,46.59091,52.0,40.0,4.41494,48.0,30.520554331554,29.950963893018,30.595143555648,44.79,30.371375883366003,3.69231,11,ABBV
07-29-2013,47.04545,52.0,40.0,4.05897,48.0,30.323910013488,30.154389049638,30.818911227930005,45.06,30.554458524324005,3.69231,11,ABBV
07-30-2013,47.04545,52.0,40.0,4.05897,48.0,30.568020201432,29.971306408680004,30.669732779742,44.7,30.31034833638,3.69231,11,ABBV
07-31-2013,47.04545,52.0,40.0,4.05897,48.0,30.405280076136005,30.384937560474004,31.130829801414,45.48,30.839253743592,3.69231,11,ABBV
08-01-2013,47.04545,52.0,40.0,4.05897,48.0,30.608705232756,30.540896847216,31.12404896286,45.25,30.683294456850003,3.75,11,ABBV
08-02-2013,47.04545,52.0,40.0,4.05897,48.0,30.588362717094,30.384937560474004,30.798568712268004,45.32,30.730760326728003,3.75,11,ABBV
08-05-2013,47.31818,54.0,40.0,4.40182,48.0,30.54767768577,30.164560307469003,30.761274100221005,44.71,30.317129174934003,3.75,11,ABBV
08-06-2013,47.31818,54.0,40.0,4.40182,48.0,30.120484856868003,30.120484856868003,30.506992654446,44.88,30.432403430352004,3.75,11,ABBV
08-07-2013,47.31818,54.0,40.0,4.40182,48.0,30.31034833638,29.984868085788,30.418841753244003,44.57,30.222197435178003,3.75,11,ABBV
08-08-2013,47.31818,54.0,40.0,4.40182,48.0,30.418841753244003,30.249320789394,30.635828586972004,45.06,30.554458524324005,3.75,11,ABBV
08-09-2013,47.31818,54.0,40.0,4.40182,48.0,30.44596510746,30.154389049638,30.513773493,44.71,30.317129174934003,3.75,11,ABBV
08-12-2013,47.31818,54.0,40.0,4.40182,48.0,30.317129174934003,30.100142341206,30.649390264080004,45.04,30.540896847216,3.75,11,ABBV
08-13-2013,47.31818,54.0,40.0,4.40182,48.0,30.595143555648,30.296786659272,30.635828586972004,44.93,30.466307623122,3.84615,11,ABBV
08-14-2013,47.31818,54.0,40.0,4.40182,48.0,30.41206091469,30.140827372530005,30.669732779742,44.58,30.228978273732,3.84615,11,ABBV
08-15-2013,47.31818,54.0,40.0,4.40182,48.0,30.242539950840005,29.24799436012482,30.256101627948,43.21,29.300003391834004,3.84615,11,ABBV
08-16-2013,47.31818,54.0,40.0,4.40182,48.0,29.116920750876,28.764317146068,29.252537521956004,43.0,29.1576057822,3.84615,11,ABBV
08-19-2013,47.31818,54.0,40.0,4.40182,48.0,29.164386620754,29.12370158943,29.706853705074003,43.37,29.408496808698,3.84615,11,ABBV
08-20-2013,47.31818,54.0,40.0,4.40182,48.0,29.354250100266,29.055893203890005,29.483086032792,42.97,29.137263266538,3.84615,11,ABBV
08-21-2013,47.31818,54.0,40.0,4.40182,48.0,29.035550688228003,28.64904289065,29.076235719552,42.31,28.689727921974004,3.84615,11,ABBV
08-22-2013,47.31818,54.0,40.0,4.40182,48.0,28.75075546896,28.676166244866,29.22541416774,42.92,29.103359073768004,3.84615,11,ABBV
08-23-2013,47.31818,54.0,40.0,4.40182,48.0,29.164386620754,29.055893203890005,29.496647709900003,43.43,29.449181840022003,3.84615,11,ABBV
08-26-2013,47.31818,54.0,40.0,4.40182,48.0,29.449181840022003,29.286441714726,29.659387835196004,43.45,29.462743517130004,3.84615,11,ABBV
08-27-2013,47.31818,54.0,40.0,4.40182,48.0,29.171167459308005,28.886372240040004,29.2179552453306,42.63,28.906714755702005,3.84615,11,ABBV
08-28-2013,47.31818,54.0,40.0,4.40182,48.0,28.838906370162004,28.716851276190003,29.027413681963203,42.56,28.859248885824005,3.84615,11,ABBV
08-29-2013,47.31818,54.0,40.0,4.40182,48.0,28.696508760528,28.655823729204,29.218633329186005,42.62,28.899933917148,3.84615,11,ABBV
08-30-2013,47.31818,54.0,40.0,4.40182,48.0,28.994865656904,28.68294708342,29.177948297862,42.61,28.893153078594,3.84615,11,ABBV
09-03-2013,47.31818,54.0,40.0,4.40182,48.0,29.1576057822,28.689727921974004,29.347469261712003,42.59,28.879591401486003,3.84615,11,ABBV
09-04-2013,47.31818,54.0,40.0,4.40182,48.0,28.886372240040004,28.879591401486003,29.252537521956004,43.13,29.245756683402004,3.84615,11,ABBV
09-05-2013,47.31818,54.0,40.0,4.40182,48.0,29.177948297862,29.1576057822,29.605141126764,43.51,29.503428548454,3.84615,11,ABBV
09-06-2013,47.31818,54.0,40.0,4.40182,48.0,29.516990225562004,29.0836946419614,30.073018986990004,43.89,29.761100413506004,3.84615,11,ABBV
09-09-2013,47.31818,54.0,40.0,4.40182,48.0,29.754319574952003,29.496647709900003,30.134046533976,44.43,30.127265695422,3.84615,11,ABBV
09-10-2013,47.31818,54.0,40.0,4.40182,48.0,30.228978273732,29.903498023140003,30.388327979751,44.78,30.364595044812003,3.84615,11,ABBV
09-11-2013,47.31818,54.0,40.0,4.40182,48.0,30.384937560474004,30.100142341206,30.493430977338,44.95,30.479869300230003,3.84615,11,ABBV
09-12-2013,47.31818,54.0,40.0,4.40182,48.0,30.405280076136005,30.174731565300004,30.479869300230003,44.7,30.31034833638,3.84615,11,ABBV
09-13-2013,47.31818,54.0,40.0,4.40182,48.0,30.317129174934003,30.127265695422,30.439184268906004,44.89,30.439184268906004,3.84615,11,ABBV
09-16-2013,47.31818,54.0,40.0,4.40182,48.0,30.730760326728003,30.642609425526,31.157953155630004,45.82,31.069802254428,3.84615,11,ABBV
09-17-2013,47.31818,54.0,40.0,4.40182,48.0,31.137610639968003,31.096925608644003,32.341209483303004,47.6,32.27679151704,3.84615,11,ABBV
09-18-2013,47.5,54.0,40.0,4.627,48.0,31.998777136326,31.791961560429,32.832820278468006,47.92,32.493778350768004,3.84615,11,ABBV
09-19-2013,47.5,54.0,40.0,4.627,48.0,32.690422668834,32.080147198974004,32.703984345942,47.4,32.14117474596,3.84615,11,ABBV
09-20-2013,47.5,54.0,40.0,4.627,48.0,32.168298100176,32.093708876082,32.5480250592,47.84,32.43953164233601,3.84615,11,ABBV
09-23-2013,47.5,54.0,40.0,4.627,48.0,32.249668162824,31.822475333922004,32.249668162824,47.1,31.937749589340005,3.84615,11,ABBV
09-24-2013,47.5,54.0,40.0,4.627,48.0,31.836037011030005,31.151172317076,31.836037011030005,45.98,31.178295671292,3.84615,11,ABBV
09-25-2013,48.04545,54.0,41.0,4.02523,48.0,31.252884895386003,30.527335170108003,31.300350765264,45.33,30.737541165282,3.84615,11,ABBV
09-26-2013,48.04545,54.0,41.0,4.02523,48.0,30.737541165282,30.384937560474004,30.93364301626368,45.0,30.513773493,3.84615,11,ABBV
09-27-2013,48.04545,54.0,41.0,4.02523,48.0,30.425622591798,29.845860895431,30.44596510746,44.33,30.059457309882,3.84615,11,ABBV
09-30-2013,48.0,54.0,41.0,4.06761,48.0,30.188293242408005,29.856032153262003,30.479869300230003,44.73,30.330690852042,3.84615,11,ABBV
10-01-2013,48.0,54.0,41.0,4.06761,48.0,30.384937560474004,30.384937560474004,31.122353753221503,45.8,31.05624057732,3.84615,11,ABBV
10-02-2013,48.0,54.0,41.0,4.06761,48.0,30.744322003836004,30.595143555648,31.171514832738,45.95,31.157953155630004,3.84615,11,ABBV
10-03-2013,48.0,54.0,41.0,4.06761,48.0,30.92062380624,30.581581878540003,31.422338050850463,46.01,31.198638186954,3.84615,11,ABBV
10-04-2013,48.0,54.0,41.0,4.06761,48.0,31.313912442372,31.191857348400003,31.788571141152005,46.8,31.73432443272,3.84615,11,ABBV
10-07-2013,48.0,54.0,41.0,4.06761,48.0,31.273227411048,31.252884895386003,31.856379526692,46.09,31.252884895386003,3.84615,11,ABBV
10-08-2013,48.0,54.0,41.0,4.06761,48.0,31.388501666466,30.100142341206,31.408844182128004,44.52,30.188293242408005,3.84615,11,ABBV
10-09-2013,48.5,54.0,41.0,4.23281,48.5,30.323910013488,30.052676471328,30.723979488174,44.81,30.384937560474004,3.85714,12,ABBV
10-10-2013,48.5,54.0,41.0,4.23281,48.5,30.85702958734,30.453356694734,31.253860566512,45.68,31.253860566512,3.85714,12,ABBV
10-11-2013,48.58333,55.0,41.0,4.34853,48.5,31.26754439338,30.757821842547,31.26754439338,45.65,31.23333482621,3.85714,12,ABBV
10-14-2013,48.58333,55.0,41.0,4.34853,48.5,30.932290635114,30.836503847038,31.78068790093,46.33,31.698584939722,3.85714,12,ABBV
10-15-2013,48.58333,55.0,41.0,4.34853,48.5,31.50701136357,31.30175396055,31.732794506892,46.08,31.527537103872,3.85714,12,ABBV
10-16-2013,48.58333,55.0,41.0,4.34853,48.5,31.684901112854,31.611692639110203,32.341724802518,47.06,32.198044620404,3.85714,12,ABBV
10-17-2013,48.58333,55.0,41.0,4.34853,48.5,32.12278357263,32.12278357263,33.060125713088,48.17,32.957497011578,3.85714,12,ABBV
10-18-2013,48.58333,55.0,41.0,4.34853,48.5,33.101177193692,32.6831362828746,33.49116625943,48.33,33.066967626522,3.85714,12,ABBV
10-21-2013,48.58333,55.0,41.0,4.34853,48.5,32.895919790672,32.676978560784,33.21748972207,48.35,33.08065145339,3.85714,12,ABBV
10-22-2013,48.58333,55.0,41.0,4.34853,48.5,33.108019107126,32.916445530974,33.737475143054,49.0,33.5253758266,3.85714,12,ABBV
10-23-2013,48.58333,55.0,41.0,4.34853,48.5,33.361169904184,33.032758059352,33.429589038524,48.33,33.066967626522,3.85714,12,ABBV
10-24-2013,48.58333,55.0,41.0,4.34853,48.5,33.272225029542,32.663294733916004,33.51162358059766,47.93,32.793291089162,3.85714,12,ABBV
10-25-2013,49.5,55.0,41.0,4.68152,49.5,33.59379496094,33.224331635504,34.093254641622,49.3,33.73063322962,3.92857,12,ABBV
10-28-2013,49.27273,55.0,41.0,4.71151,49.0,33.614320701242,33.504850086298,34.189041429698,49.42,33.812736190828,3.92857,11,ABBV
10-29-2013,49.81818,57.0,41.0,5.05997,52.0,33.853787671431995,33.853787671431995,34.34640543868,49.79,34.065886987886,3.92857,11,ABBV
10-30-2013,49.81818,57.0,41.0,5.05997,52.0,33.915364892338,33.333802250447995,33.915364892338,48.8,33.38853755792,3.92857,11,ABBV
