 Date,DHR Price Target,DHR Price Target - High,DHR Price Target - Low,DHR Price Target - StdDev,DHR Price Target - Median,DHR Open,DHR Low,DHR High,DHR Close,DHR Adj. Close,DHR Rating,DHR Price Target - #,Ticker
04-03-2013,66.95652,77.0,54.0,5.24594,69.0,44.737264794936,44.021063434215,44.780670938010005,61.09,44.19468800651101,4.22222,23,DHR
04-04-2013,66.95652,77.0,54.0,5.24594,69.0,44.252562863943005,43.854673219098,44.46597640072351,60.75,43.948719862425,4.22222,23,DHR
04-05-2013,66.95652,77.0,54.0,5.24594,69.0,43.420611788358,43.246987216062,43.82935296897151,60.55,43.804032718845,4.22222,23,DHR
04-08-2013,67.0,77.0,54.0,5.24197,69.0,43.789564004487005,43.688283003981006,44.055788348674206,60.77,43.96318857678301,4.22222,23,DHR
04-09-2013,67.0,77.0,54.0,5.24197,69.0,43.999360362678,43.53997868181151,44.021063434215,60.54,43.796798361666,4.22222,23,DHR
04-10-2013,67.0,77.0,54.0,5.24197,69.0,43.94148550524601,43.746157861413,44.737264794936,61.78,44.693858651862,4.22222,23,DHR
04-11-2013,67.0,77.0,54.0,5.24197,69.0,44.67215558032501,44.527468436745,44.93620961735851,61.94,44.809608366726,4.22222,23,DHR
04-12-2013,67.0,77.0,54.0,5.24197,69.0,44.693858651862,44.245328506764,44.838545795442,61.56,44.534702793924005,4.22222,23,DHR
04-15-2013,67.0,77.0,54.0,5.24197,69.0,44.33214079291201,43.341033859389,44.549171508282,59.91,43.341033859389,4.22222,23,DHR
04-16-2013,67.0,77.0,54.0,5.24197,69.0,43.579767646296006,43.456783574253,44.115110077542,60.96,44.100641363184,4.22222,23,DHR
04-17-2013,67.0,77.0,54.0,5.24197,69.0,43.883610647814,43.102300072482,43.927016790888,59.74,43.218049787346,4.22222,23,DHR
04-18-2013,66.73913,77.0,54.0,5.3342,68.0,41.930334209484,41.677131708219,42.364395640224,58.05,41.995443424095,4.22222,23,DHR
04-19-2013,66.73913,77.0,55.0,5.16861,68.0,42.219708496644,42.053318281527005,42.798457070964,59.1,42.75505092789,4.22222,23,DHR
04-22-2013,66.73913,77.0,55.0,5.16861,68.0,42.769519642248,42.32098949715,42.98655035761801,58.99,42.675472998921,4.22222,23,DHR
04-23-2013,66.73913,77.0,55.0,5.16861,68.0,42.93590985736501,42.310572022812245,43.05889392940801,59.09,42.747816570711,4.22222,23,DHR
04-24-2013,66.73913,77.0,55.0,5.16861,68.0,42.870800642754,42.704410427637,43.601470717833,59.96,43.377205645284,4.22222,23,DHR
04-25-2013,66.73913,77.0,55.0,5.16861,68.0,43.442314859895,43.283159001957,44.0680867558785,60.44,43.724454789876,4.22222,23,DHR
04-26-2013,66.73913,77.0,55.0,5.16861,68.0,43.681048646802,43.355502573747,43.948719862425,59.94,43.362736930926005,4.22222,23,DHR
04-29-2013,66.73913,77.0,55.0,5.16861,68.0,43.406143074000006,43.319330787852,43.702751718339,60.23,43.57253328911701,4.22222,23,DHR
04-30-2013,66.73913,77.0,55.0,5.16861,68.0,43.615939432191006,43.464017931432,44.512999722387,60.94,44.086172648826,4.22222,23,DHR
05-01-2013,66.73913,77.0,55.0,5.16861,68.0,43.89084500499301,43.474869467200506,44.40448436470201,60.14,43.507424074506005,4.22222,23,DHR
05-02-2013,66.73913,77.0,55.0,5.16861,68.0,43.64487686090701,43.47848664579001,43.876376290635,60.46,43.738923504234,4.22222,23,DHR
05-03-2013,66.73913,77.0,55.0,5.16861,68.0,44.19468800651101,43.847438861919,44.339375150091,60.8,43.98489164832,4.22222,23,DHR
05-06-2013,66.73913,77.0,55.0,5.16861,68.0,43.977657291141,43.796798361666,44.455124864955,61.31,44.35384386444901,4.22222,23,DHR
05-07-2013,66.73913,77.0,55.0,5.16861,68.0,44.498531008029005,44.288734649838005,44.68662429468301,61.53,44.512999722387,4.22222,23,DHR
05-08-2013,66.73913,77.0,55.0,5.16861,68.0,44.49129665085,44.382781293165,44.650452508788,61.64,44.592577651356,4.22222,23,DHR
05-09-2013,66.73913,77.0,55.0,5.16861,68.0,44.570874579819005,44.455124864955,44.939826795948,61.74,44.664921223146,4.22222,23,DHR
05-10-2013,66.73913,77.0,55.0,5.16861,68.0,44.650452508788,44.512999722387,44.816842723905005,61.9,44.780670938010005,4.22222,23,DHR
05-13-2013,66.73913,77.0,55.0,5.16861,68.0,44.621515080072,44.541937151103006,44.820459902494505,61.6,44.56364022264,4.22222,23,DHR
05-14-2013,66.73913,77.0,55.0,5.16861,68.0,44.628749437251,44.578181280569794,44.90727218864251,61.85,44.74449915211501,4.22222,23,DHR
05-15-2013,66.73913,77.0,55.0,5.16861,68.0,44.67215558032501,44.549171508282,44.954295510306,62.06,44.896420652874006,4.22222,23,DHR
05-16-2013,66.82609,77.0,55.0,5.25566,68.0,44.679389937504,44.664921223146,45.46793487001501,62.27,45.04834215363301,4.22222,23,DHR
05-17-2013,66.82609,77.0,55.0,5.25566,68.0,45.395591298225,45.388356941046005,45.82241837178601,63.25,45.757309157175,4.22222,23,DHR
05-20-2013,66.82609,77.0,55.0,5.25566,68.0,45.706668656922005,45.64879379949,46.36499516021101,64.07,46.350526445853,4.22222,23,DHR
05-21-2013,66.82609,77.0,55.0,5.25566,68.0,46.2998859456,46.126261373304,46.582025875581,63.84,46.18413623073601,4.22222,23,DHR
05-22-2013,66.82609,77.0,55.0,5.25566,68.0,46.176901873557,45.200263654392,46.32882337431601,62.76,45.402825655404,4.22222,23,DHR
05-23-2013,66.82609,77.0,55.0,5.25566,68.0,45.07727958234901,44.983232939022,45.366653869509,62.39,45.135154439781004,4.22222,23,DHR
05-24-2013,66.82609,77.0,55.0,5.25566,68.0,44.853014509800005,44.643218151609005,45.135154439781004,62.1,44.925358081590005,4.22222,23,DHR
05-28-2013,66.82609,77.0,55.0,5.25566,68.0,45.373888226688,45.193029297213,45.728371728459,62.59,45.279841583361005,4.22222,23,DHR
05-29-2013,66.82609,77.0,55.0,5.25566,68.0,44.925358081590005,44.7770537594205,45.200263654392,62.21,45.00493601055901,4.22222,23,DHR
05-30-2013,66.82609,77.0,55.0,5.25566,68.0,45.156857511318,44.91812372441101,45.50410665591,62.5,45.214732368750006,4.22222,23,DHR
05-31-2013,66.82609,77.0,55.0,5.25566,68.0,45.00493601055901,44.722796080578,45.388356941046005,61.82,44.722796080578,4.22222,23,DHR
06-03-2013,66.82609,77.0,55.0,5.25566,68.0,44.751733509294006,44.68662429468301,45.156857511318,62.37,45.120685725423,4.22222,23,DHR
06-04-2013,66.82609,77.0,55.0,5.25566,68.0,45.019404724917,44.44427332918651,45.410060012583,61.79,44.701093009041,4.22222,23,DHR
