 Date,MDLZ Price Target,MDLZ Price Target - High,MDLZ Price Target - Low,MDLZ Price Target - StdDev,MDLZ Price Target - Median,MDLZ Open,MDLZ Low,MDLZ High,MDLZ Close,MDLZ Adj. Close,MDLZ Rating,MDLZ Price Target - #,Ticker
03-05-2013,29.8,33.0,24.0,2.61916,31.0,23.292771166348,23.268131422519,23.547381852581005,28.51,23.415969885493,3.82609,20,MDLZ
03-06-2013,29.8,33.0,24.0,2.61916,31.0,23.40775663755,23.366690397835,23.547381852581005,28.52,23.424183133436,3.82609,20,MDLZ
03-07-2013,29.8,33.0,24.0,2.61916,31.0,23.547381852581005,23.358477149892003,23.555595100524,28.55,23.448822877265,3.82609,20,MDLZ
03-08-2013,29.8,33.0,24.0,2.61916,31.0,23.506315612866,23.317410910177003,23.613087836125,28.58,23.473462621094,3.82609,20,MDLZ
03-11-2013,29.8,33.0,24.0,2.61916,31.0,23.440609629322,23.342050654006,23.473462621094,28.43,23.350263901949003,3.82609,20,MDLZ
03-12-2013,29.8,33.0,24.0,2.61916,31.0,23.399543389607,23.128506207488,23.448822877265,28.21,23.169572447203,3.82609,20,MDLZ
03-13-2013,29.8,33.0,24.0,2.61916,31.0,23.243491678690003,23.169572447203,23.415969885493,28.47,23.383116893721,3.82609,20,MDLZ
03-14-2013,29.8,33.0,24.0,2.61916,31.0,23.40775663755,23.276344670462,23.448822877265,28.525,23.4282897574075,3.82609,20,MDLZ
03-15-2013,29.8,33.0,24.0,2.61916,31.0,23.366690397835,23.292771166348,23.555595100524,28.41,23.333837406063,3.82609,20,MDLZ
03-18-2013,29.8,33.0,24.0,2.61916,31.0,23.210638686918003,23.054586976001,23.3790102697495,28.31,23.251704926633,3.82609,20,MDLZ
03-19-2013,29.8,33.0,24.0,2.61916,31.0,23.235278430747,23.1326128314595,23.440609629322,28.34,23.276344670462,3.82609,20,MDLZ
03-20-2013,29.8,33.0,24.0,2.61916,31.0,23.481675869037,23.342050654006,23.588448092296,28.69,23.563808348467003,3.82609,20,MDLZ
03-21-2013,29.8,33.0,24.0,2.61916,31.0,23.473462621094,23.333837406063,23.604874588182,28.56,23.457036125208,3.82609,20,MDLZ
03-22-2013,29.9,33.0,24.0,2.42693,31.0,24.081242968876,24.040176729161,24.74035611630175,29.73,24.417986134539003,3.82609,20,MDLZ
03-25-2013,30.1,33.0,24.0,2.54755,31.0,24.598677589285,24.39334639071,24.886141267290004,29.88,24.541184853684,3.82609,20,MDLZ
03-26-2013,30.1,33.0,24.0,2.54755,31.0,24.623317333114,24.508331861912,24.886141267290004,30.29,24.877928019347,3.82609,20,MDLZ
03-27-2013,30.1,33.0,24.0,2.54755,31.0,24.671711773134,24.638717173638003,25.059398317212,30.35,25.03465236759,3.82609,20,MDLZ
03-28-2013,30.25,36.0,24.0,2.79061,31.0,25.108890216456,24.927419919228,25.290360513684,30.615,25.253241589251,3.82609,20,MDLZ
04-01-2013,30.15789,36.0,24.0,2.83332,31.0,25.092392916708004,25.059398317212,25.414090261794,30.68,25.306857813432,3.82609,19,MDLZ
04-02-2013,30.15789,36.0,24.0,2.83332,31.0,25.298609163558,25.273863213936,25.52957136003,30.8,25.40584161192,3.82609,19,MDLZ
04-03-2013,30.31579,36.0,24.0,2.67646,31.0,25.372847012424003,24.82843612074,25.430587561542,30.29,24.985160468346,3.82609,19,MDLZ
04-04-2013,30.31579,36.0,24.0,2.67646,31.0,25.07589561696,24.927419919228,25.084144266834,30.275,24.972787493535,3.82609,19,MDLZ
04-05-2013,30.31579,36.0,24.0,2.67646,31.0,24.646965823512,24.613971224016,24.919171269354003,30.03,24.770695571622003,3.82609,19,MDLZ
04-08-2013,30.4,36.0,24.0,2.63439,31.0,24.86967937011,24.679960423008,24.91092261948,30.15,24.86967937011,3.82609,20,MDLZ
04-09-2013,30.45,36.0,24.0,2.69212,31.0,24.844933420488,24.688209072882,24.943917218976,30.13,24.853182070362,3.82609,20,MDLZ
04-10-2013,30.55,36.0,24.0,2.78343,31.0,24.886176669858003,24.865555045173,25.038776692527,30.225,24.931544244165003,3.875,20,MDLZ
04-11-2013,30.47368,36.0,24.0,2.83527,31.0,25.183128065322,25.018155067842,25.28211186381,30.345,25.030528042653,3.86957,19,MDLZ
04-12-2013,30.47368,36.0,24.0,2.83527,31.0,25.191376715196,24.968663168598,25.224371314692,30.55,25.19962536507,3.86957,19,MDLZ
04-15-2013,30.47368,36.0,24.0,2.83527,31.0,25.306857813432,24.86967937011,25.36459836255,30.19,24.902673969606003,3.86957,19,MDLZ
04-16-2013,30.47368,36.0,24.0,2.83527,31.0,24.91092261948,24.91092261948,25.348101062802,30.63,25.265614564062,3.86957,19,MDLZ
04-17-2013,30.65,36.0,24.0,2.83328,31.0,25.067646967086,24.53973337515,25.174879415448,29.82,24.597473924268,3.875,20,MDLZ
04-18-2013,30.65,36.0,24.0,2.83328,31.0,24.572727974646,24.523236075402,24.877928019984,30.1,24.82843612074,3.875,20,MDLZ
04-19-2013,30.65,36.0,24.0,2.83328,31.0,24.861430720236,24.787192871370003,26.23070659932,31.685,26.135847125769,3.875,20,MDLZ
04-22-2013,30.95,38.0,24.0,3.24769,31.0,25.90076060436,25.785279506124,26.10697685121,31.53,26.007993052722,3.83333,20,MDLZ
04-23-2013,30.95,38.0,24.0,3.24769,31.0,26.032739002344,25.9832471031,26.412176896548004,31.86,26.280198498564,3.83333,20,MDLZ
04-24-2013,30.95,38.0,24.0,3.24769,31.0,26.420425546422003,25.917257904108,26.47816609554,31.46,25.950252503604,3.83333,20,MDLZ
04-25-2013,30.95,38.0,24.0,3.24769,31.0,26.115225501084,25.966749803352,26.255452548942,31.68,26.131722800832,3.83333,20,MDLZ
04-26-2013,31.4,38.0,26.0,2.98998,31.0,26.214209299572,25.933755203856,26.23070659932,31.555,26.028614677407,3.875,20,MDLZ
04-29-2013,31.42105,38.0,26.0,3.06621,31.0,25.999744402848,25.85951735499,26.115225501084,31.62,26.082230901588,3.86957,19,MDLZ
04-30-2013,31.42105,38.0,26.0,3.06621,31.0,25.991495752974004,25.81827410562,26.139971450706003,31.45,25.94200385373,3.86957,19,MDLZ
05-01-2013,31.47368,38.0,26.0,3.0326,31.0,25.81827410562,25.81827410562,26.139971450706003,31.46,25.950252503604,3.86957,19,MDLZ
05-02-2013,31.47368,38.0,26.0,3.0326,31.0,25.950252503604,25.826522755494,26.181214700076,31.42,25.917257904108,3.86957,19,MDLZ
05-03-2013,31.47368,38.0,26.0,3.0326,31.0,26.131722800832,25.991495752974004,26.255452548942,31.73,26.172966050202,3.86957,19,MDLZ
05-06-2013,31.52632,38.0,26.0,3.04991,31.0,26.098728201336,25.661549758014,26.23070659932,31.15,25.69454435751,3.86957,19,MDLZ
05-07-2013,31.52632,38.0,26.0,3.04991,31.0,25.620306508644,25.603809208896,25.925506553982,31.41,25.909009254234,3.86957,19,MDLZ
05-08-2013,32.78947,38.0,26.0,2.87602,34.0,25.702793007384003,25.269738888999,25.9832471031,30.92,25.504825410408003,3.90909,19,MDLZ
05-09-2013,32.78947,38.0,26.0,2.87602,34.0,25.537820009904003,25.183128065322,25.61205785877,30.58,25.224371314692,3.90909,19,MDLZ
05-10-2013,32.78947,38.0,26.0,2.87602,34.0,25.348101062802,25.096517241645003,25.389344312172003,30.63,25.265614564062,3.90909,19,MDLZ
05-13-2013,32.78947,38.0,26.0,2.87602,34.0,25.174879415448,25.11713886633,25.492452435597,30.83,25.430587561542,3.90909,19,MDLZ
05-14-2013,32.78947,38.0,26.0,2.87602,34.0,25.438836211416,25.430587561542,25.793528155998,31.18,25.719290307132,3.90909,19,MDLZ
05-15-2013,32.78947,38.0,26.0,2.87602,34.0,25.73578760688,25.661549758014,26.007993052722,31.5,25.9832471031,3.90909,19,MDLZ
05-16-2013,32.78947,38.0,26.0,2.87602,34.0,25.90076060436,25.73578760688,26.131722800832,31.46,25.950252503604,3.90909,19,MDLZ
05-17-2013,32.78947,38.0,26.0,2.87602,34.0,25.909009254234,25.69454435751,26.082230901588,31.5,25.9832471031,3.90909,19,MDLZ
05-20-2013,32.78947,38.0,26.0,2.87602,34.0,25.974998453226,25.356349712676,25.991495752974004,30.8,25.40584161192,3.90909,19,MDLZ
05-21-2013,32.78947,38.0,26.0,2.87602,34.0,25.504825410408003,25.232619964566,25.579063259274,31.005,25.574938934337,3.90909,19,MDLZ
05-22-2013,32.78947,38.0,26.0,2.87602,34.0,25.521322710156003,25.48832811066,26.387430946926,31.77,26.205960649698,3.90909,19,MDLZ
05-23-2013,32.78947,38.0,26.0,2.87602,34.0,25.925506553982,25.554317309652003,26.197711999824,31.23,25.760533556502,3.90909,19,MDLZ
05-24-2013,32.89474,38.0,26.0,2.84503,34.0,25.5708146094,25.372847012424003,25.843020055242,30.95,25.52957136003,3.90909,19,MDLZ
05-28-2013,32.89474,38.0,26.0,2.84503,34.0,25.760533556502,25.661549758014,26.329690397808,31.28,25.801776805872,3.90909,19,MDLZ
05-29-2013,32.89474,38.0,26.0,2.84503,34.0,25.636803808392,24.968663168598,25.744036256754,30.28,24.976911818472,3.90909,19,MDLZ
05-30-2013,32.84211,38.0,26.0,2.83332,33.0,24.787192871370003,24.399506327292,24.886176669858003,29.6,24.41600362704,3.90909,19,MDLZ
05-31-2013,32.84211,38.0,26.0,2.83332,33.0,24.242781979686,24.094306281954,24.613971224016,29.475,24.312895503615003,3.90909,19,MDLZ
06-03-2013,32.84211,38.0,26.0,2.83332,33.0,24.308771178678,24.094306281954,24.53973337515,29.74,24.531484725276,3.90909,19,MDLZ
06-04-2013,32.84211,38.0,26.0,2.83332,33.0,24.679960423008,24.218036030064,24.795441521244,29.57,24.391257677418,3.90909,19,MDLZ
06-05-2013,32.84211,38.0,26.0,2.83332,33.0,24.29227387893,24.193290080442,24.407754977166,29.47,24.308771178678,3.90909,19,MDLZ
06-06-2013,32.84211,38.0,26.0,2.83332,33.0,24.341765778174,23.982949508655,24.399506327292,29.29,24.160295480946,3.90909,19,MDLZ
06-07-2013,32.84211,38.0,26.0,2.83332,33.0,24.366511727796,24.176792780694,24.712955022504,29.86,24.630468523764,3.90909,19,MDLZ
06-10-2013,32.84211,38.0,26.0,2.83332,33.0,24.613971224016,24.300522528804,24.894425319732,29.58,24.399506327292,3.90909,19,MDLZ
06-11-2013,32.68421,36.0,26.0,2.6168,33.0,24.696457722756,24.094306281954,24.721203672378,29.8,24.58097662452,3.90909,19,MDLZ
06-12-2013,32.68421,36.0,26.0,2.6168,33.0,24.745949622,24.296398203867,24.787192871370003,29.53,24.358263077922,3.90909,19,MDLZ
06-13-2013,32.63158,36.0,26.0,2.57948,33.0,24.317019828552,24.077808982206,24.745949622,29.97,24.721203672378,3.90909,19,MDLZ
06-14-2013,32.57895,36.0,26.0,2.58163,33.0,24.597473924268,24.432500926788,24.935668569102003,29.81,24.589225274394,3.90909,19,MDLZ
06-17-2013,32.57895,36.0,26.0,2.58163,33.0,24.671711773134,24.671711773134,25.273863213936,30.34,25.026403717716,3.90909,19,MDLZ
06-18-2013,32.57895,36.0,26.0,2.58163,33.0,25.018155067842,24.943917218976,25.249117264314,30.5,25.1583821157,3.90909,19,MDLZ
06-19-2013,32.57895,36.0,26.0,2.58163,33.0,25.084144266834,24.358263077922,25.216122664818,29.53,24.358263077922,3.90909,19,MDLZ
06-20-2013,32.57895,36.0,26.0,2.58163,33.0,24.094306281954,23.294187244176,24.284025229056,28.34,23.376673742916,3.90909,19,MDLZ
06-21-2013,32.57895,36.0,26.0,2.58163,33.0,23.607635939388,23.277689944428,23.929333284474,28.845,23.793230561553,3.90909,19,MDLZ
06-24-2013,32.57895,36.0,26.0,2.58163,33.0,23.578765664829003,23.446787266845,23.805603536364,28.64,23.624133239136,3.90909,19,MDLZ
06-25-2013,32.52632,36.0,26.0,2.56224,33.0,23.822100836112,23.533398090522,23.896338684978,28.62,23.607635939388,3.90909,19,MDLZ
06-26-2013,32.52632,36.0,26.0,2.56224,33.0,23.772608936868,23.657127838632,23.954079234096,28.85,23.79735488649,3.90909,19,MDLZ
06-27-2013,32.52632,36.0,26.0,2.56224,33.0,24.079078445762,23.938216665453,24.302800096841,29.15,24.153652329455,3.90909,19,MDLZ
06-28-2013,32.52632,36.0,26.0,2.56224,33.0,23.938216665453,23.639921130681,24.19508226484,28.53,23.639921130681,3.90909,19,MDLZ
07-01-2013,32.52632,36.0,26.0,2.56224,33.0,23.855356794683,23.789068898067,24.402231941765,29.045,24.0666494651465,3.90909,19,MDLZ
07-02-2013,32.44444,36.0,26.0,2.60815,33.0,23.86364278176,23.772496923913,24.1660813100705,28.78,23.847070807606,3.72727,18,MDLZ
07-03-2013,32.44444,36.0,26.0,2.60815,33.0,23.681351066066,23.648207117758,23.855356794683,28.58,23.681351066066,3.72727,18,MDLZ
07-05-2013,32.44444,36.0,26.0,2.60815,33.0,23.94650265253,23.61506316945,24.021076536223,28.78,23.847070807606,3.72727,18,MDLZ
07-08-2013,32.44444,36.0,26.0,2.60815,33.0,23.987932587915,23.772496923913,24.070792458685,28.75,23.822212846375,3.72727,18,MDLZ
07-09-2013,32.44444,36.0,26.0,2.60815,33.0,24.062506471608,23.8097838657595,24.170224303609,29.04,24.062506471608,3.72727,18,MDLZ
07-10-2013,32.44444,36.0,26.0,2.60815,33.0,24.054220484531,23.94650265253,24.211654238994,29.15,24.153652329455,3.72727,18,MDLZ
07-11-2013,32.44444,36.0,26.0,2.60815,33.0,24.52652174792,24.402231941765,25.02368097254,30.165,24.9946800177705,3.72727,18,MDLZ
07-12-2013,32.44444,36.0,26.0,2.60815,33.0,24.990537024232,24.882819192231,25.201829694695498,30.36,25.156256765772,3.72727,18,MDLZ
07-15-2013,32.42105,36.0,26.0,2.54053,33.0,25.247402623619,24.932535114693,25.27226058485,30.18,25.007108998386,3.65217,19,MDLZ
07-16-2013,32.42105,36.0,26.0,2.54053,33.0,24.94082110177,24.650811554075,25.007108998386,29.865,24.7461004054605,3.65217,19,MDLZ
07-17-2013,32.42105,36.0,26.0,2.54053,33.0,24.965679063001,24.7295284313065,25.835707706086,30.5,25.27226058485,3.65217,19,MDLZ
07-18-2013,32.42105,36.0,26.0,2.54053,33.0,25.346834468543,25.172828739926,25.611986055007,30.58,25.338548481466,3.65217,19,MDLZ
07-19-2013,32.42105,36.0,26.0,2.54053,33.0,25.346834468543,25.0112519919245,25.446266313467,30.69,25.429694339313,3.65217,19,MDLZ
07-22-2013,32.44444,36.0,26.0,2.60815,33.0,25.429694339313,25.230830649465,25.993141460549,30.7,25.43798032639,3.72727,18,MDLZ
07-23-2013,32.44444,36.0,26.0,2.60815,33.0,25.495982235929,25.4338373328515,25.951711525164,31.08,25.752847835316,3.72727,18,MDLZ
07-24-2013,32.44444,36.0,26.0,2.60815,33.0,25.727989874085,25.35512045562,25.76941980947,30.8,25.52084019716,3.72727,18,MDLZ
07-25-2013,32.44444,36.0,26.0,2.60815,33.0,25.330262494389,25.297118546081,25.843993693163,31.14,25.802563757778,3.72727,18,MDLZ
07-26-2013,32.44444,36.0,26.0,2.60815,33.0,25.545698158391,25.52084019716,26.179576169781495,31.58,26.167147189166,3.72727,18,MDLZ
07-29-2013,32.44444,36.0,26.0,2.60815,33.0,26.059429357165,25.901995602702,26.26657903409,31.61,26.192005150397,3.72727,18,MDLZ
07-30-2013,32.44444,36.0,26.0,2.60815,33.0,26.357724891937,25.678273951623,26.399154827322,31.05,25.727989874085,3.72727,18,MDLZ
07-31-2013,32.55556,38.0,26.0,2.79329,33.0,25.719703887008,25.6865599387,26.10085929255,31.27,25.910281589779,3.72727,18,MDLZ
08-01-2013,32.55556,38.0,26.0,2.79329,33.0,26.158861202089,25.943425538087,26.332866930706,31.71,26.274865021167,3.72727,18,MDLZ
08-02-2013,32.55556,38.0,26.0,2.79329,33.0,26.241721072859,26.084287318396,26.5151586464,31.943,26.4679285200611,3.72727,18,MDLZ
08-05-2013,32.55556,38.0,26.0,2.79329,33.0,26.316294956552,26.0851159171037,26.399154827322,31.77,26.324580943629,3.72727,18,MDLZ
08-06-2013,32.55556,38.0,26.0,2.79329,33.0,26.125717253781,26.10085929255,26.448870749784,31.86,26.399154827322,3.72727,18,MDLZ
08-07-2013,32.55556,38.0,26.0,2.79329,33.0,26.440584762707,25.802563757778,26.440584762707,31.26,25.901995602702,3.72727,18,MDLZ
08-08-2013,33.11111,38.0,26.0,2.62232,33.5,26.473728711015,26.158861202089,27.269183470407,32.7,27.095177741790003,3.72727,18,MDLZ
08-09-2013,33.11111,38.0,26.0,2.62232,33.5,26.92945800025,26.490300685169,27.095177741790003,32.16,26.647734439632,3.68182,18,MDLZ
08-12-2013,33.27778,38.0,26.0,2.66261,34.0,26.482014698092,26.179576169781495,26.589732530093,31.88,26.415726801476,3.68182,18,MDLZ
08-13-2013,33.27778,38.0,26.0,2.66261,34.0,26.5151586464,26.424012788553,26.780310232864,32.08,26.581446543016,3.68182,18,MDLZ
08-14-2013,33.27778,38.0,26.0,2.66261,34.0,26.482014698092,26.175433176243,26.506872659323,31.6,26.18371916332,3.68182,18,MDLZ
08-15-2013,33.27778,38.0,26.0,2.66261,34.0,25.901995602702,25.6161290485455,25.968283499318,31.17,25.827421719009003,3.68182,18,MDLZ
08-16-2013,33.27778,38.0,26.0,2.66261,34.0,25.736275861162,25.462838287621,25.8315647125475,30.96,25.653415990392,3.68182,18,MDLZ
08-19-2013,33.27778,38.0,26.0,2.66261,34.0,25.678273951623,25.35512045562,25.7072749063925,30.66,25.404836378082,3.68182,18,MDLZ
08-20-2013,33.27778,38.0,26.0,2.66261,34.0,25.43798032639,25.346834468543,25.711417899931,30.75,25.479410261775,3.68182,18,MDLZ
08-21-2013,33.27778,38.0,26.0,2.66261,34.0,25.43798032639,25.239116636542,25.694845925777003,30.52,25.288832559004,3.68182,18,MDLZ
08-22-2013,33.27778,38.0,26.0,2.66261,34.0,25.330262494389,25.18940071408,26.979173922712,31.1,25.76941980947,3.68182,18,MDLZ
08-23-2013,33.27778,38.0,26.0,2.66261,34.0,25.85227968024,25.645130003315,26.0635723507035,31.32,25.951711525164,3.68182,18,MDLZ
08-26-2013,33.27778,38.0,26.0,2.66261,34.0,25.868851654394,25.3924073974665,25.93513955101,30.715,25.4504093070055,3.68182,18,MDLZ
08-27-2013,33.27778,38.0,26.0,2.66261,34.0,25.27226058485,25.18940071408,25.529126184237,30.7,25.43798032639,3.68182,18,MDLZ
08-28-2013,33.27778,38.0,26.0,2.66261,34.0,25.35512045562,25.007108998386,25.60370006793,30.55,25.313690520235,3.68182,18,MDLZ
08-29-2013,33.27778,38.0,26.0,2.66261,34.0,25.139684791618,24.982251037155,25.578842106699,30.7,25.43798032639,3.68182,18,MDLZ
08-30-2013,33.27778,38.0,26.0,2.66261,34.0,25.388264403928,25.313690520235,25.669987964546,30.67,25.413122365159,3.68182,18,MDLZ
09-03-2013,33.27778,38.0,26.0,2.66261,34.0,25.802563757778,25.297118546081,25.885423628548,30.79,25.512554210083,3.68182,18,MDLZ
09-04-2013,33.27778,38.0,26.0,2.66261,34.0,25.429694339313,25.4089793716205,25.843993693163,30.88,25.587128093776,3.68182,18,MDLZ
09-05-2013,33.27778,38.0,26.0,2.66261,34.0,25.587128093776,25.43798032639,25.645130003315,30.74,25.471124274698,3.68182,18,MDLZ
09-06-2013,33.27778,38.0,26.0,2.66261,34.0,25.60370006793,25.214258675311,25.8647086608555,30.94,25.636844016238,3.68182,18,MDLZ
09-09-2013,33.27778,38.0,26.0,2.66261,34.0,25.611986055007,25.512554210083,25.810849744855,31.11,25.777705796547,3.68182,18,MDLZ
09-10-2013,33.27778,38.0,26.0,2.66261,34.0,25.959997512241,25.429694339313,26.067715344242,31.04,25.719703887008,3.68182,18,MDLZ
09-11-2013,33.27778,38.0,26.0,2.66261,34.0,25.926853563933,25.479410261775,25.968283499318,31.29,25.926853563933,3.68182,18,MDLZ
09-12-2013,33.27778,38.0,26.0,2.66261,34.0,25.968283499318,25.752847835316,25.9972844540875,31.27,25.910281589779,3.68182,18,MDLZ
09-13-2013,33.27778,38.0,26.0,2.66261,34.0,25.959997512241,25.860565667317,26.158861202089,31.55,26.142289227935,3.68182,18,MDLZ
09-16-2013,33.27778,38.0,26.0,2.66261,34.0,26.291436995321,26.216863111628,26.482014698092,31.86,26.399154827322,3.68182,18,MDLZ
09-17-2013,33.55556,38.0,26.0,2.91018,34.0,26.332866930706,26.241721072859,26.5938755236315,31.98,26.498586672246,3.68182,18,MDLZ
09-18-2013,33.55556,38.0,26.0,2.91018,34.0,26.43229877563,26.382582853168,27.285755444561,32.73,27.120035703021,3.68182,18,MDLZ
09-19-2013,33.55556,38.0,26.0,2.91018,34.0,27.153179651329,26.92945800025,27.410045250716,32.94,27.294041431638,3.68182,18,MDLZ
09-20-2013,33.55556,38.0,26.0,2.91018,34.0,27.26089748333,26.726451316863503,27.26089748333,32.3,26.76373825871,3.68182,18,MDLZ
09-23-2013,33.55556,38.0,26.0,2.91018,34.0,26.324580943629,26.26657903409,26.796882207018,31.945,26.4695857174765,3.68182,18,MDLZ
09-24-2013,33.55556,38.0,26.0,2.91018,34.0,26.473728711015,26.43229877563,26.805168194095,32.055,26.560731575323494,3.68182,18,MDLZ
09-25-2013,33.55556,38.0,26.0,2.91018,34.0,24.899391166385,24.899391166385,26.805168194095,32.1,26.59801851717,3.68182,18,MDLZ
09-26-2013,33.55556,38.0,26.0,2.91018,34.0,26.664596785764,26.481506545662,26.731175054892,31.97,26.606340800277,3.68182,18,MDLZ
09-27-2013,33.55556,38.0,26.0,2.91018,34.0,26.398283709252,26.348350007406,26.722852771251,31.8,26.46486197838,3.68182,18,MDLZ
09-30-2013,33.55556,38.0,26.0,2.91018,34.0,26.206871185509,25.699211883408,26.46486197838,31.421,26.1494474283861,3.68182,18,MDLZ
10-01-2013,33.55556,38.0,26.0,2.91018,34.0,26.057070079971,25.516121643306,26.140292916381,30.85,25.674245032485,3.68182,18,MDLZ
10-02-2013,33.55556,38.0,26.0,2.91018,34.0,25.566055345152,25.0209457666665,25.674245032485,30.65,25.507799359665,3.68182,18,MDLZ
10-03-2013,33.55556,38.0,26.0,2.91018,34.0,25.416254239614,25.249808566794,25.541088494229,30.54,25.416254239614,3.68182,18,MDLZ
10-04-2013,33.55556,38.0,26.0,2.91018,34.0,25.366320537768,25.366320537768,25.907268974433,30.86,25.682567316126,3.68182,18,MDLZ
10-07-2013,33.55556,38.0,26.0,2.91018,34.0,25.374642821409,25.241486283153,25.724178734331,30.76,25.599344479716,3.68182,18,MDLZ
10-08-2013,33.55556,38.0,26.0,2.91018,34.0,25.624311330639,25.532766210588,25.8448518471255,30.69,25.541088494229,3.68182,18,MDLZ
10-09-2013,33.55556,38.0,26.0,2.91018,34.0,25.665922748844,25.424576523255,25.790757003459,30.61,25.474510225101,3.68182,18,MDLZ
10-10-2013,33.55556,38.0,26.0,2.91018,34.0,25.732501017972,25.599344479716,26.090359214535003,31.2,25.96552495992,3.68182,18,MDLZ
10-11-2013,33.55556,38.0,26.0,2.91018,34.0,25.940558108997003,25.541088494229,25.982169527202,30.851,25.6750772608491,3.68182,18,MDLZ
10-14-2013,33.55556,38.0,26.0,2.91018,34.0,25.599344479716,25.316386835922003,25.724178734331,30.68,25.532766210588,3.68182,18,MDLZ
10-15-2013,33.55556,38.0,26.0,2.91018,34.0,25.574377628793,25.316386835922003,25.665922748844,30.56,25.432898806896,3.68182,18,MDLZ
10-16-2013,33.55556,38.0,26.0,2.91018,34.0,25.674245032485,25.566554682170462,26.21519346915,31.435,26.1610986254835,3.68182,18,MDLZ
10-17-2013,33.55556,38.0,26.0,2.91018,34.0,26.073714647253,25.940558108997003,26.9184264368145,32.29,26.872653876789,3.68182,18,MDLZ
10-18-2013,33.55556,38.0,26.0,2.91018,34.0,26.864331593148,26.697885920328,27.039099549609,32.445,27.0016492732245,3.68182,18,MDLZ
10-21-2013,33.61111,38.0,26.0,2.90859,34.0,26.930909862276,26.864331593148,27.04742183325,32.49,27.039099549609,3.68182,18,MDLZ
10-22-2013,33.61111,38.0,26.0,2.90859,34.0,27.114000102378,27.030777265968,27.946228466478,33.261,27.680747618330106,3.68182,18,MDLZ
10-23-2013,33.61111,38.0,26.0,2.90859,34.0,27.546758851710003,27.505147433505,27.754815942735,33.109,27.554248906986903,3.68182,18,MDLZ
10-24-2013,33.61111,38.0,26.0,2.90859,34.0,27.538436568069,27.313734909762,27.696559957248,33.25,27.671593106325,3.68182,18,MDLZ
10-25-2013,33.61111,38.0,26.0,2.90859,34.0,27.763138226376,27.471858298941,27.87965019735,33.48,27.863005630068,3.68182,18,MDLZ
