 Date,MDLZ Price Target,MDLZ Price Target - High,MDLZ Price Target - Low,MDLZ Price Target - StdDev,MDLZ Price Target - Median,MDLZ Open,MDLZ Low,MDLZ High,MDLZ Close,MDLZ Adj. Close,MDLZ Rating,MDLZ Price Target - #,Ticker
09-24-2014,39.52941,44.0,31.0,4.14612,41.0,29.106228790656004,29.06445596229904,29.704186615927004,35.265,29.699975645326504,3.77273,17,MDLZ
09-25-2014,39.52941,44.0,31.0,4.14612,41.0,29.636811086319,29.21562980685699,29.695764674726,34.74,29.257823732274005,3.77273,17,MDLZ
09-26-2014,39.52941,44.0,31.0,4.14612,41.0,29.156322174714,28.864505199075,29.333104052709803,34.45,29.13940524859,3.77273,17,MDLZ
09-29-2014,39.52941,44.0,31.0,4.14612,41.0,28.987152913474,28.834900578358003,29.088654470218,34.2,28.92794367204,3.77273,17,MDLZ
09-30-2014,39.52941,44.0,31.0,4.14612,41.0,28.92794367204,28.699565169366,29.046362154908003,34.265,28.982923681943,3.77273,17,MDLZ
10-01-2014,39.52941,44.0,31.0,4.14612,41.0,28.851817504482,28.352768183824004,28.987152913474,33.75,28.54731283425,3.77273,17,MDLZ
10-02-2014,39.52941,44.0,31.0,4.14612,41.0,28.479645129754,28.234349700956,28.902568282854,33.84,28.623439001808,3.77273,17,MDLZ
10-03-2014,39.41176,44.0,31.0,4.13107,40.0,29.418534529636,28.691106706304,29.528071626288902,34.25,28.97023598735,3.77273,17,MDLZ
10-06-2014,39.47059,44.0,31.0,4.1744,40.0,29.13940524859,28.792608263048,29.173239100838003,34.42,29.114029859404003,3.77273,17,MDLZ
10-07-2014,39.47059,44.0,31.0,4.1744,40.0,28.911026745916,28.682648243242,29.046362154908003,33.92,28.691106706304,3.77273,17,MDLZ
10-08-2014,39.47059,44.0,31.0,4.1744,40.0,28.63189746487,28.46272820363,29.09711293328,34.39,29.088654470218,3.77273,17,MDLZ
10-09-2014,39.47059,44.0,31.0,4.1744,40.0,29.004069839598,28.46272820363,29.13940524859,33.65,28.46272820363,3.77273,17,MDLZ
10-10-2014,39.47059,44.0,31.0,4.1744,40.0,28.54731283425,28.327392794638,28.754545179269,33.49,28.327392794638,3.77273,17,MDLZ
10-13-2014,39.47059,44.0,31.0,4.1744,40.0,28.25126662708,27.896011178476,28.445811277506003,32.98,27.896011178476,3.77273,17,MDLZ
10-14-2014,39.47059,44.0,31.0,4.1744,40.0,28.107472755026,27.709924991112,28.208974311770003,32.8,27.74375884336,3.77273,17,MDLZ
10-15-2014,39.47059,44.0,31.0,4.1744,40.0,27.540755729872004,26.923287926346,27.853718863166,32.67,27.633798823554,3.77273,17,MDLZ
10-16-2014,39.47059,44.0,31.0,4.1744,40.0,27.210875670454,26.978267936249,27.426566478535,32.1,27.15166642902,3.77273,17,MDLZ
10-17-2014,39.35294,44.0,31.0,4.3783,40.0,27.100915650648,27.033247946152,27.769134232546,32.62,27.591506508244,3.77273,17,MDLZ
10-20-2014,39.35294,44.0,31.0,4.3783,40.0,27.456171099252,27.3352150774654,27.896011178476,32.94,27.862177326228,3.77273,17,MDLZ
10-21-2014,39.35294,44.0,31.0,4.3783,40.0,27.904469641538,27.78605115867,28.115931218088,33.23,28.107472755026,3.77273,17,MDLZ
10-22-2014,39.35294,44.0,31.0,4.3783,40.0,28.454269740568,28.3358512577,28.894109819792,33.89,28.665731317118,3.77273,17,MDLZ
10-23-2014,39.35294,44.0,31.0,4.3783,40.0,28.894109819792,28.750315947738,29.029445228784,34.11,28.851817504482,3.77273,17,MDLZ
10-24-2014,39.52941,44.0,31.0,4.13191,40.0,28.936402135102,28.708023632428,29.105571396342,34.37,29.071737544094,3.77273,17,MDLZ
10-27-2014,39.52941,44.0,31.0,4.13191,40.0,28.978694450412,28.978694450412,29.431222224229003,34.73,29.376242214326,3.81818,17,MDLZ
10-28-2014,39.52941,44.0,31.0,4.13191,40.0,29.52003608638,29.376242214326,29.85837460886,35.29,29.849916145798,3.81818,17,MDLZ
10-29-2014,39.52941,44.0,31.0,4.13191,40.0,29.892208461108,29.245136036865,30.019085407038,34.93,29.545411475566,3.81818,17,MDLZ
10-30-2014,39.52941,44.0,31.0,4.13191,40.0,29.401617603512,29.3525585177524,29.824540756612,35.155,29.735726894461003,3.81818,17,MDLZ
10-31-2014,39.52941,44.0,31.0,4.13191,40.0,30.40817470789,29.655371495372,30.40817470789,35.26,29.824540756612,3.81818,17,MDLZ
11-03-2014,39.52941,44.0,31.0,4.13191,40.0,29.782248441302,29.706122273744,29.993710017852003,35.41,29.951417702542,3.81818,17,MDLZ
11-04-2014,39.47059,44.0,31.0,4.08898,40.0,30.0275438701,29.562328401690003,30.052919259286,35.03,29.629996106186,3.81818,17,MDLZ
11-05-2014,39.52941,44.0,31.0,4.03102,40.0,30.66192859975,30.602719358316,31.672714935659,37.15,31.42319027533,3.7619,17,MDLZ
11-06-2014,40.82353,50.0,31.0,4.9018,42.0,31.7192364825,31.516233369012,32.201368877034,37.84,32.006824226608,3.95455,17,MDLZ
11-07-2014,40.82353,50.0,31.0,4.9018,42.0,32.006824226608,31.66857028875862,32.116784246414,37.76,31.939156522112,3.95455,17,MDLZ
11-10-2014,40.82353,50.0,31.0,4.9018,42.0,31.905322669864,31.660027241066,32.070262699573,37.9,32.05757500498,3.95455,17,MDLZ
11-11-2014,40.82353,50.0,31.0,4.9018,42.0,32.091408857228,31.905322669864,32.260578118468004,37.77,31.947614985174003,3.95455,17,MDLZ
11-12-2014,40.82353,50.0,31.0,4.9018,42.0,31.88840574374,31.693861093314,32.133701172538004,37.92,32.074491931104,3.95455,17,MDLZ
11-13-2014,40.82353,50.0,31.0,4.9018,42.0,32.260578118468004,31.97299037436,32.421288916646,38.23,32.336704286026,3.95455,17,MDLZ
11-14-2014,40.82353,50.0,31.0,4.9018,42.0,32.362079675212,32.159076561724,32.514332010328,38.16,32.277495044591994,3.95455,17,MDLZ
11-17-2014,40.82353,50.0,31.0,4.9018,42.0,32.277495044591994,32.133701172538004,32.472039695018,38.37,32.455122768894,3.95455,17,MDLZ
11-18-2014,40.82353,50.0,31.0,4.9018,42.0,32.26903658153,32.22674426622,32.873816690463,38.695,32.730022818409,3.95455,17,MDLZ
11-19-2014,40.82353,50.0,31.0,4.9018,42.0,32.785002828311995,32.649667419320004,33.195238286819,39.1,33.072590572420005,3.95455,17,MDLZ
11-20-2014,40.82353,50.0,31.0,4.9018,42.0,32.81883668056,32.692044319260624,33.004922867924,38.93,32.928796700366,3.90909,17,MDLZ
11-21-2014,40.82353,50.0,31.0,4.9018,42.0,33.334802927342,32.920338237304,33.334802927342,39.0,32.9880059418,3.90909,17,MDLZ
11-24-2014,40.82353,50.0,31.0,4.9018,42.0,33.140258276916,32.785002828311995,33.182550592226,38.99,32.979547478738,3.90909,17,MDLZ
11-25-2014,40.82353,50.0,31.0,4.9018,42.0,32.962630552614,32.717335123816,33.03029825711,38.76,32.785002828311995,3.90909,17,MDLZ
11-26-2014,40.82353,50.0,31.0,4.9018,42.0,32.768085902188005,32.768085902188005,33.03029825711,39.0,32.9880059418,3.90909,17,MDLZ
11-28-2014,40.82353,50.0,31.0,4.9018,42.0,33.343261390404,33.013381330986,33.343261390404,39.2,33.157175203040005,3.90909,17,MDLZ
12-01-2014,40.82353,50.0,31.0,4.9018,42.0,33.157175203040005,32.852670532808006,33.216384444474,38.98,32.971089015676,3.85714,17,MDLZ
12-02-2014,40.82353,50.0,31.0,4.9018,42.0,32.725793586878,32.725793586878,33.034527488641,38.89,32.894962848118,3.85714,17,MDLZ
12-03-2014,40.82353,50.0,31.0,4.9018,42.0,32.835753606684,32.26903658153,32.962630552614,38.67,32.708876660754,3.85714,17,MDLZ
12-04-2014,40.82353,50.0,31.0,4.9018,42.0,32.581999714824,32.404371990522,32.700418197691995,38.41,32.488956621141995,3.85714,17,MDLZ
12-05-2014,40.82353,50.0,31.0,4.9018,42.0,32.598916640948,32.345162749088004,32.649667419320004,38.5,32.5650827887,3.85714,17,MDLZ
12-08-2014,40.82353,50.0,31.0,4.9018,42.0,32.48049815808,32.277495044591994,32.641208956258005,38.24,32.345162749088004,3.85714,17,MDLZ
12-09-2014,40.82353,50.0,31.0,4.9018,42.0,32.192910413972,32.049116541918,32.725793586878,38.56,32.615833567072,3.85714,17,MDLZ
12-10-2014,40.82353,50.0,31.0,4.9018,42.0,32.505873547266,32.188681182441,32.683501271568,38.11,32.235202729282,3.85714,17,MDLZ
12-11-2014,40.82353,50.0,31.0,4.9018,42.0,32.598916640948,32.192910413972,32.598916640948,38.13,32.252119655406005,3.85714,17,MDLZ
12-12-2014,40.82353,50.0,31.0,4.9018,42.0,31.896864206802,31.490857979826,32.1421596356,37.23,31.490857979826,3.85714,17,MDLZ
12-15-2014,40.82353,50.0,31.0,4.9018,42.0,31.668485704128,30.928370186203,31.668485704128,36.67,31.017184048354,3.85714,17,MDLZ
12-16-2014,40.82353,50.0,31.0,4.9018,42.0,30.924140954672,30.442008560138003,31.245562551028,36.02,30.467383949324,3.85714,17,MDLZ
12-17-2014,40.76471,50.0,31.0,4.86922,42.0,30.509676264634,30.184025436747003,30.594260895254003,36.0,30.4504670232,3.85714,17,MDLZ
12-18-2014,40.76471,50.0,31.0,4.86922,42.0,30.805722471804003,30.594260895254003,31.076393289788,36.58,30.941057880796,3.85714,17,MDLZ
12-19-2014,40.76471,50.0,31.0,4.86922,42.0,30.890307102424003,30.856473250176,31.786904186996,37.3,31.55006722126,3.85714,17,MDLZ
12-22-2014,40.76471,50.0,31.0,4.86922,42.0,31.626193388818,31.457024127578,31.871488817616,37.5,31.7192364825,3.85714,17,MDLZ
12-23-2014,40.76471,50.0,31.0,4.86922,42.0,31.786904186996,31.617734925756004,31.964531911298,37.58,31.786904186996,3.85714,17,MDLZ
12-24-2014,40.76471,50.0,31.0,4.86922,42.0,31.913781132926,31.710778019438003,31.981448837422,37.63,31.829196502306,3.85714,17,MDLZ
12-26-2014,40.76471,50.0,31.0,4.86922,42.0,31.837654965368,31.778445723934,32.01528268967,37.76,31.939156522112,3.85714,17,MDLZ
12-29-2014,40.76471,50.0,31.0,4.86922,42.0,31.837250148291,31.540023219726,31.900941632983496,37.34,31.709867178906,3.85714,17,MDLZ
12-30-2014,40.76471,50.0,31.0,4.86922,42.0,31.607960803398,31.416886349320496,31.735343772783,37.02,31.438116844218,3.85714,17,MDLZ
12-31-2014,40.76471,50.0,31.0,4.86922,42.0,31.446609042177,30.835170789129,31.540023219726,36.325,30.8479090860675,3.85714,17,MDLZ
01-02-2015,40.76471,50.0,31.0,4.86922,42.0,30.937077164637,30.801201997293003,31.370179260546,36.79,31.242796291161,3.85714,17,MDLZ
01-05-2015,40.76471,50.0,31.0,4.86922,42.0,31.174858707489,30.676366687295697,31.224283299610377,36.24,30.775725403416,3.85714,17,MDLZ
01-06-2015,40.76471,50.0,31.0,4.86922,42.0,30.886123976882995,30.393576495261,31.123905519735,35.99,30.563420454441,3.85714,17,MDLZ
01-07-2015,40.76471,50.0,31.0,4.86922,42.0,30.733264413621,30.546436058523,31.59097640748,37.12,31.523038823808,3.85714,17,MDLZ
01-08-2015,40.76471,50.0,31.0,4.86922,42.0,31.497562229931003,31.497562229931003,32.164199769712496,37.59,31.922172127881,3.85714,17,MDLZ
01-09-2015,40.70588,50.0,31.0,4.82353,42.0,31.684390585029,31.472085636054,32.049555097266,37.22,31.607960803398,3.85714,17,MDLZ
01-12-2015,40.70588,50.0,31.0,4.82353,42.0,31.395655854423,31.1621204105505,31.625794419111894,36.87,31.310733874833,3.85714,17,MDLZ
01-13-2015,40.52941,50.0,30.0,4.91238,42.0,31.463593438095,30.860647383006,31.748082069721494,36.625,31.1026750248375,3.7619,17,MDLZ
01-14-2015,40.52941,50.0,30.0,4.91238,42.0,30.733264413621,30.631358038113,31.123905519735,36.545,31.0347374411655,3.7619,17,MDLZ
01-15-2015,40.58824,50.0,30.0,4.92364,42.0,31.234304093202,30.886123976882995,31.412640250341,36.54,31.030491342186,3.7619,17,MDLZ
01-16-2015,40.58824,50.0,30.0,4.92364,42.0,31.005014748309,30.801201997293003,31.387163656464,36.94,31.370179260546,3.7619,17,MDLZ
01-20-2015,40.88235,50.0,30.0,4.47059,42.0,31.67589838707,31.16636650953,31.803281356455003,37.02,31.438116844218,3.85714,17,MDLZ
01-21-2015,40.88235,50.0,30.0,4.47059,42.0,31.310733874833,31.157874311571,31.582484209520995,37.15,31.548515417685,3.85714,17,MDLZ
01-22-2015,40.88235,50.0,30.0,4.47059,42.0,31.794789158496,31.378671458505,31.93066432584,37.59,31.922172127881,3.85714,17,MDLZ
01-23-2015,40.88235,50.0,30.0,4.47059,42.0,31.939156523799,31.353194864628,31.939156523799,36.94,31.370179260546,3.85714,17,MDLZ
01-26-2015,40.88235,50.0,30.0,4.47059,42.0,31.25128848912,30.886123976882995,31.404148052381995,36.58,31.064460134022,3.85714,17,MDLZ
01-27-2015,40.88235,50.0,30.0,4.47059,42.0,30.733264413621,30.554928256482,30.8249801515782,36.08,30.639850236072,3.85714,17,MDLZ
01-28-2015,40.88235,50.0,30.0,4.47059,42.0,30.639850236072,30.283177921794,30.971045956473,35.665,30.287424020773496,3.85714,17,MDLZ
01-29-2015,40.88235,50.0,30.0,4.47059,42.0,30.113333962614,29.858568023844,30.402068693219995,35.74,30.351115505466,3.85714,17,MDLZ
01-30-2015,40.88235,50.0,30.0,4.47059,42.0,30.113333962614,29.901029013639,30.37361983005735,35.24,29.926505607516,3.85714,17,MDLZ
02-02-2015,40.88235,50.0,30.0,4.47059,42.0,29.926505607516,29.629278678951,30.385084297302,35.76,30.368099901384,3.85714,17,MDLZ
02-03-2015,40.82353,50.0,30.0,4.46207,42.0,30.427545287097,30.359607703425,30.699295621785,36.06,30.622865840154,3.85714,17,MDLZ
02-04-2015,40.70588,50.0,30.0,4.40274,42.0,30.495482870769,30.495482870769,30.928584966678,36.015,30.5846509493385,3.90909,17,MDLZ
02-05-2015,40.70588,50.0,30.0,4.40274,42.0,30.580404850358995,30.503975068728,30.801201997293003,36.255,30.7884637003545,3.90909,17,MDLZ
02-06-2015,40.64706,50.0,30.0,4.47136,42.0,30.792709799334,30.410560891179,30.809694195252,35.91,30.495482870769,3.90909,17,MDLZ
02-09-2015,40.64706,50.0,30.0,4.47136,42.0,30.079365170778,30.079365170778,30.707787819743995,35.71,30.325638911589,3.90909,17,MDLZ
02-10-2015,40.64706,50.0,30.0,4.47136,42.0,30.172779348327,30.155794952409,30.580404850358995,35.81,30.410560891179,3.90909,17,MDLZ
02-11-2015,40.70588,50.0,30.0,4.40274,42.0,30.928584966678,30.784217601375,31.803281356455003,36.74,31.200335301366,3.95455,17,MDLZ
02-12-2015,40.76471,50.0,30.0,4.42625,42.0,31.404148052381995,30.988030352391,31.616453001356994,36.98,31.404148052381995,3.95455,17,MDLZ
02-13-2015,40.52941,46.0,30.0,4.0164,42.0,31.540023219726,31.047475738104,31.557007615644,36.78,31.234304093202,3.95455,17,MDLZ
02-17-2015,40.52941,46.0,30.0,4.0164,42.0,31.25128848912,31.089936727899,31.557007615644,37.15,31.548515417685,3.95455,17,MDLZ
02-18-2015,40.52941,46.0,30.0,4.0164,42.0,31.387163656464,31.285257280956003,31.633437397275,36.94,31.370179260546,3.95455,17,MDLZ
02-19-2015,40.52941,46.0,30.0,4.0164,42.0,31.378671458505,31.1791048064685,31.540023219726,36.995,31.416886349320496,3.95455,17,MDLZ
02-20-2015,40.52941,46.0,30.0,4.0164,42.0,31.455101240136,31.174858707489,31.480577834013,36.97,31.395655854423,3.95455,17,MDLZ
02-23-2015,40.52941,46.0,30.0,4.0164,42.0,31.208827499325,31.208827499325,31.50605442789,36.995,31.416886349320496,3.95455,17,MDLZ
02-24-2015,40.52941,46.0,30.0,4.0164,42.0,31.412640250341,31.293749478915,31.514546625849,37.005,31.4253785472795,3.86364,17,MDLZ
02-25-2015,40.47059,46.0,29.0,4.1744,42.0,31.344702666669,31.132397717693998,31.50605442789,36.66,31.132397717693998,3.86364,17,MDLZ
02-26-2015,40.47059,46.0,29.0,4.1744,42.0,31.191843103406995,31.047475738104,31.353194864628,36.72,31.183350905448,3.86364,17,MDLZ
02-27-2015,40.47059,46.0,29.0,4.1744,42.0,31.327718270751,31.123905519735,31.429624646259,36.935,31.3659331615665,3.86364,17,MDLZ
03-02-2015,40.47059,46.0,29.0,4.1744,42.0,31.370179260546,31.242796291161,31.429624646259,36.89,31.327718270751,3.86364,17,MDLZ
03-03-2015,40.47059,46.0,29.0,4.1744,42.0,31.25128848912,31.08144452994,31.319226072792,36.64,31.115413321776,3.86364,17,MDLZ
03-04-2015,40.47059,46.0,29.0,4.1744,42.0,30.99652255035,30.809694195252,31.038983540145,36.44,30.945569362596,3.86364,17,MDLZ
03-05-2015,40.47059,46.0,29.0,4.1744,42.0,31.064460134022,30.894616174842,31.072952331981,36.51,31.005014748309,3.86364,17,MDLZ
03-06-2015,40.47059,46.0,29.0,4.1744,42.0,30.843662987088,29.731185054459,30.894616174842,35.22,29.909521211598,3.86364,17,MDLZ
03-09-2015,40.47059,46.0,29.0,4.1744,42.0,29.918013409556995,29.909521211598,30.266193525876,35.42,30.079365170778,3.86364,17,MDLZ
03-10-2015,40.47059,46.0,29.0,4.1744,42.0,29.773646044254,29.289590760591,30.036904180983,34.5,29.29808295855,3.86364,17,MDLZ
03-11-2015,40.47059,46.0,29.0,4.1744,42.0,29.179192187124,29.04331701978,29.357528344263,34.34,29.162207791206,3.86364,17,MDLZ
03-12-2015,40.47059,46.0,29.0,4.1744,42.0,29.340543948345,29.289590760591,29.858568023844,35.0,29.7226928565,3.86364,17,MDLZ
03-13-2015,40.47059,46.0,29.0,4.1744,42.0,29.535864501402,29.102762405493003,29.765153846295,34.51,29.306575156509,3.86364,17,MDLZ
03-16-2015,40.47059,46.0,29.0,4.1744,42.0,29.493403511607,29.323559552427,29.684477965684497,34.71,29.476419115689,3.86364,17,MDLZ
03-17-2015,40.47059,46.0,29.0,4.1744,42.0,29.29808295855,29.111254603452,29.416973729976,34.36,29.179192187124,3.86364,17,MDLZ
03-18-2015,40.47059,46.0,29.0,4.1744,42.0,29.204668781001,28.847996466723,29.8543219248645,35.02,29.739677252418,3.86364,17,MDLZ
03-19-2015,40.47059,46.0,29.0,4.1744,42.0,29.714200658541,29.349036146304,29.782138242213,34.66,29.433958125893994,3.86364,17,MDLZ
03-20-2015,40.47059,46.0,29.0,4.1744,42.0,29.612294283033,29.484911313648,29.951982201393,34.74,29.501895709566,3.86364,17,MDLZ
03-23-2015,40.88235,46.0,29.0,3.95389,42.0,29.595309887115,29.408481532017,30.23222473404,35.295,29.9732126962905,3.90909,17,MDLZ
03-24-2015,40.88235,46.0,29.0,3.95389,42.0,30.121826160573,29.680231866705,30.257701327917,35.01,29.731185054459,3.90909,17,MDLZ
03-25-2015,40.88235,46.0,29.0,3.95389,42.0,30.23222473404,30.14730275445,30.966799857493505,35.805,30.4063147921995,3.90909,17,MDLZ
03-26-2015,40.88235,46.0,29.0,3.95389,42.0,30.461514078933,29.6674935697665,30.597389246277,35.08,29.790630440172,3.90909,17,MDLZ
03-27-2015,40.88235,46.0,29.0,3.95389,42.0,29.901503097674,29.645643116804,30.438809057501,35.55,30.319407733095,3.90909,17,MDLZ
03-30-2015,40.88235,46.0,29.0,3.95389,42.0,30.575267713965005,30.455866389559,31.172274335995,36.5,31.12963100585,3.90909,17,MDLZ
03-31-2015,40.88235,46.0,29.0,3.95389,42.0,31.04434434556,30.7330480355015,31.121102339821004,36.09,30.77995569866101,3.90909,17,MDLZ
04-01-2015,40.88235,46.0,29.0,3.95389,42.0,30.890828357038,30.643497042197,30.967586351299005,36.295,30.954793352255503,3.90909,17,MDLZ
04-02-2015,40.88235,46.0,29.0,3.95389,42.0,30.95905768527,30.788484364690003,31.274618328343003,36.63,31.240503664227003,3.90909,17,MDLZ
04-06-2015,40.88235,46.0,29.0,3.95389,42.0,31.035815679531,31.014494014458503,31.666936965677003,37.0,31.5560643073,3.90909,17,MDLZ
04-07-2015,40.88235,46.0,29.0,3.95389,42.0,31.453720314952005,31.402548318778003,31.683994297735,37.0,31.5560643073,3.90909,17,MDLZ
04-08-2015,40.88235,46.0,29.0,3.95389,42.0,31.598707637445,31.51350626381529,31.922796946547003,37.39,31.888682282431,3.90909,17,MDLZ
04-09-2015,40.88235,46.0,29.0,3.95389,42.0,31.786338290083005,31.666936965677003,31.9185326135325,37.375,31.8758892833875,3.90909,17,MDLZ
04-10-2015,40.88235,46.0,29.0,3.95389,42.0,31.914268280518,31.701051629793003,32.101898933156,37.4,31.89721094846,3.90909,17,MDLZ
04-13-2015,40.88235,46.0,29.0,3.95389,42.0,31.880153616402005,31.747959292952505,31.914268280518,37.25,31.769280958025004,3.90909,17,MDLZ
04-14-2015,40.88235,46.0,29.0,3.95389,42.0,31.641350967590004,31.598707637445,32.025140938895,37.47,31.956911610663,3.90909,17,MDLZ
04-15-2015,40.88235,46.0,29.0,3.95389,42.0,31.939854278605004,31.854567618315,32.187185593446,37.55,32.025140938895,3.90909,17,MDLZ
04-16-2015,40.88235,46.0,29.0,3.95389,42.0,31.905739614489,31.786338290083005,31.986761941764502,37.31,31.820452954199,3.90909,17,MDLZ
04-17-2015,40.82353,46.0,29.0,3.92931,42.0,31.513420977155004,31.283146994372,31.598707637445,36.965,31.526213976198505,3.90909,17,MDLZ
04-20-2015,40.82353,46.0,29.0,3.92931,42.0,31.598707637445,31.487834979068005,31.683994297735,36.99,31.547535641271004,3.90909,17,MDLZ
04-21-2015,40.82353,46.0,29.0,3.92931,42.0,31.641350967590004,31.061401677618004,31.675465631706004,36.525,31.1509526709225,3.90909,17,MDLZ
04-22-2015,40.82353,46.0,29.0,3.92931,42.0,31.240503664227003,31.078459009676,31.453720314952005,36.83,31.411076984807,3.90909,17,MDLZ
04-23-2015,40.82353,46.0,29.0,3.92931,42.0,31.342847656575003,31.231974998198,31.479306313039,36.81,31.394019652749005,3.90909,17,MDLZ
04-24-2015,40.82353,46.0,29.0,3.92931,42.0,31.069930343647,31.069930343647,31.436662982894003,36.82,31.402548318778003,3.90909,17,MDLZ
04-27-2015,40.82353,46.0,29.0,3.92931,42.0,31.394019652749005,31.249032330256004,31.573121639358003,36.795,31.381226653705504,3.90909,17,MDLZ
04-28-2015,40.82353,46.0,29.0,3.92931,42.0,31.274618328343003,31.112573673792,31.402548318778003,36.8,31.38549098672,3.90909,17,MDLZ
04-29-2015,40.94118,46.0,29.0,3.96263,42.0,32.315115583881,32.195714259475004,33.133867522665,38.7,33.00593753223001,3.90909,17,MDLZ
04-30-2015,41.88235,46.0,29.0,3.86359,43.0,33.09122419252,32.681848223128,33.330026841332,38.37,32.724491553273,3.95455,17,MDLZ
05-01-2015,42.0,46.0,29.0,3.71008,43.0,32.860950209737005,32.758606217389,32.988880200172,38.65,32.963294202085,3.95455,17,MDLZ
05-04-2015,42.0,46.0,29.0,3.71008,43.0,32.83536421165,32.818306879592,33.082695526491,38.62,32.937708203998,3.95455,17,MDLZ
05-05-2015,42.0,46.0,29.0,3.71008,43.0,32.878007541795,32.545389566664,32.988880200172,38.32,32.681848223128,3.95455,17,MDLZ
05-06-2015,42.0,46.0,29.0,3.71008,43.0,32.767134883418,32.477160238432,32.801249547534006,38.45,32.792720881505005,3.95455,17,MDLZ
05-07-2015,42.0,46.0,29.0,3.71008,43.0,32.767134883418,32.588032896809004,33.364141505448,38.98,33.244740181042,3.95455,17,MDLZ
05-08-2015,42.0,46.0,29.0,3.71008,43.0,33.51765749397,33.449428165738,33.756460142782004,39.44,33.637058818376,3.95455,17,MDLZ
05-11-2015,42.0,46.0,29.0,3.71008,43.0,33.543243492057,33.52618615999901,33.799103472927,39.33,33.543243492057,3.95455,17,MDLZ
05-12-2015,42.0,46.0,29.0,3.71008,43.0,33.355612839419,33.185039518839,33.620001486318,39.31,33.52618615999901,3.95455,17,MDLZ
05-13-2015,42.0,46.0,29.0,3.71008,43.0,33.568829490144005,33.278854845158,33.7607244757965,39.31,33.52618615999901,3.95455,17,MDLZ
05-14-2015,42.0,46.0,29.0,3.71008,43.0,33.722345478666,33.705288146608005,34.2298011073915,40.05,34.157307446145,3.95455,17,MDLZ
05-15-2015,42.0,46.0,29.0,3.71008,43.0,34.268180104522,34.063492119826,34.549626083479,40.45,34.49845408730501,3.95455,17,MDLZ
05-18-2015,42.0,46.0,29.0,3.71008,43.0,34.217008108348,34.063492119826,34.379052762899,40.0,34.114664116,3.95455,17,MDLZ
05-19-2015,42.0,46.0,29.0,3.71008,43.0,34.114664116,33.995262791594,34.37052409687,40.25,34.327880766725,3.95455,17,MDLZ
05-20-2015,42.0,46.0,29.0,3.71008,43.0,34.404638760986,34.19995077629,34.822543396407,40.66,34.677556073914,3.95455,17,MDLZ
05-21-2015,42.17647,46.0,29.0,3.77664,43.0,34.669027407885004,34.293766102609005,34.720199404059,40.31,34.379052762899,3.95455,17,MDLZ
05-22-2015,42.17647,46.0,29.0,3.77664,43.0,34.302294768638,34.234065440406,34.421696093044,40.17,34.259651438493,3.95455,17,MDLZ
05-26-2015,42.17647,46.0,29.0,3.77664,43.0,34.242594106435,33.884390133217,34.259651438493,39.94,34.063492119826,3.95455,17,MDLZ
05-27-2015,42.17647,46.0,29.0,3.77664,43.0,34.089078117913004,34.020848789681004,34.285237436580005,40.14,34.234065440406,3.95455,17,MDLZ
05-28-2015,42.17647,46.0,29.0,3.77664,43.0,34.225536774377005,34.0762851188695,34.677556073914,40.47,34.515511419363,3.95455,17,MDLZ
05-29-2015,42.17647,46.0,29.0,3.77664,43.0,34.583740747595,34.515511419363,35.47925068064,41.59,35.470722014611006,3.95455,17,MDLZ
06-01-2015,42.23529,46.0,29.0,3.79674,43.0,35.47925068064,34.472868089218004,35.658352667249005,40.69,34.703142072001,3.95455,17,MDLZ
06-02-2015,42.23529,46.0,29.0,3.79674,43.0,34.49845408730501,34.123192782029,34.814014730378005,40.8,34.79695739832,3.95455,17,MDLZ
06-03-2015,42.47059,50.0,29.0,4.13191,43.0,34.984588050958,34.754314068175,35.0656103782335,41.03,34.993116716987004,3.95455,17,MDLZ
06-04-2015,42.47059,50.0,29.0,4.13191,43.0,34.788428732291,34.421696093044,34.899301390668,40.42,34.472868089218004,3.95455,17,MDLZ
06-05-2015,42.47059,50.0,29.0,4.13191,43.0,34.413167427015004,33.9312977963765,34.472868089218004,40.02,34.131721448058,3.95455,17,MDLZ
06-08-2015,42.82353,50.0,29.0,4.32823,43.0,34.174364778203,34.063492119826,34.293766102609005,40.05,34.157307446145,3.95455,17,MDLZ
06-09-2015,42.82353,50.0,29.0,4.32823,43.0,34.182893444232,34.097606783942,34.379052762899,40.22,34.302294768638,3.95455,17,MDLZ
06-10-2015,42.82353,50.0,29.0,4.32823,43.0,34.387581428928,34.332997966342404,34.651970075827,40.37,34.430224759073,3.95455,17,MDLZ
06-11-2015,42.82353,50.0,29.0,4.32823,43.0,34.421696093044,34.353466764812005,34.643441409798,40.36,34.421696093044,3.95455,17,MDLZ
06-12-2015,43.11765,50.0,29.0,4.43094,44.0,34.788428732291,34.268180104522,34.788428732291,40.47,34.515511419363,4.0,17,MDLZ
06-15-2015,43.75,55.0,29.0,5.35607,44.0,34.242594106435,34.106135449971006,34.481396755247005,40.11,34.208479442319,3.95238,16,MDLZ
06-16-2015,43.75,55.0,29.0,5.35607,44.0,34.285237436580005,34.148778780116004,34.788428732291,40.745,34.7500497351605,3.95238,16,MDLZ
06-17-2015,43.75,55.0,29.0,5.35607,44.0,34.694613405972,34.45581075716,34.88224405861,40.79,34.788428732291,3.95238,16,MDLZ
