 Date,WMT Price Target,WMT Price Target - High,WMT Price Target - Low,WMT Price Target - StdDev,WMT Price Target - Median,WMT Open,WMT Low,WMT High,WMT Close,WMT Adj. Close,WMT Rating,WMT Price Target - #,Ticker
03-25-2013,77.76913,88.0,67.0,5.39617,78.0,59.7616983942,59.7455770836,60.5435819583,74.85,60.3340049205,3.52941,23,WMT
03-26-2013,77.76913,88.0,67.0,5.39617,78.0,60.39849016290001,59.995457397900005,60.5274606477,74.77,60.2695196781,3.52941,23,WMT
03-27-2013,77.76913,88.0,67.0,5.39617,78.0,59.8987295343,59.8423049472,60.42670245645,74.78,60.2775803334,3.52941,23,WMT
03-28-2013,77.76913,88.0,67.0,5.39617,78.0,60.32594426520001,59.9551541214,60.4307327841,74.83,60.3178836099,3.52941,23,WMT
04-01-2013,77.76913,88.0,67.0,5.39617,78.0,60.45491475,60.374308197000005,61.20455569290001,75.43,60.80152292790001,3.52941,23,WMT
04-02-2013,78.03136,88.0,67.0,5.37221,79.0,60.8982507915,60.7934622726,61.3012835565,76.02,61.2771015906,3.54545,22,WMT
04-03-2013,78.21318,88.0,67.0,5.60015,79.0,61.510860594300006,61.0352819316,61.80910484040001,76.0,61.260980280000005,3.54545,22,WMT
04-04-2013,78.21318,88.0,67.0,5.60015,79.0,61.2287376588,61.2287376588,61.7284982874,76.2,61.422193386,3.54545,22,WMT
04-05-2013,78.21318,88.0,67.0,5.60015,79.0,60.8982507915,60.80353809172501,61.5914671473,76.39,61.5753458367,3.54545,22,WMT
04-08-2013,78.21318,88.0,67.0,5.60015,79.0,61.341586833,61.1239491399,62.42574497085,77.29,62.300804813700005,3.54545,22,WMT
04-09-2013,78.21318,88.0,67.0,5.60015,79.0,62.2605015372,62.0831671206,63.2439014838,78.12,62.9698392036,3.54545,22,WMT
04-10-2013,78.21318,88.0,67.0,5.60015,79.0,63.0988096884,62.36529005610001,63.1794162414,77.37,62.36529005610001,3.54545,22,WMT
04-11-2013,78.21318,88.0,67.0,5.60015,79.0,62.3572294008,62.2846835031,63.171355586100006,77.79,62.70383757870001,3.54545,22,WMT
04-12-2013,78.21318,88.0,67.0,5.60015,79.0,62.5748670939,62.5345638174,63.5582670405,78.56,63.324508036800005,3.54545,22,WMT
04-15-2013,78.21318,88.0,67.0,5.60015,79.0,63.2277801732,63.21971951790001,63.9048752184,78.47,63.2519621391,3.625,22,WMT
04-16-2013,78.68217,89.0,67.0,5.90229,80.0,63.058506411900005,62.897373912453006,63.566327695800005,78.68,63.421235900400006,3.66667,23,WMT
04-17-2013,78.68217,89.0,67.0,5.90229,80.0,63.300326070900006,62.9617785483,63.7356014571,78.51,63.28420476030001,3.66667,23,WMT
04-18-2013,78.68217,89.0,67.0,5.90229,80.0,63.48572114280001,61.752760859853005,63.7194801465,77.16,62.1960162948,3.66667,23,WMT
04-19-2013,78.68217,89.0,67.0,5.90229,80.0,62.470078575,62.38947202200001,63.2277801732,78.29,63.10687034370001,3.66667,23,WMT
04-22-2013,78.68217,89.0,67.0,5.90229,80.0,63.10687034370001,62.470078575,63.2277801732,77.97,62.8489293741,3.66667,23,WMT
04-23-2013,78.68217,89.0,67.0,5.90229,80.0,62.9617785483,62.9134146165,63.8565112866,79.09,63.7517227677,3.66667,23,WMT
04-24-2013,78.76913,90.0,67.0,6.05177,80.0,63.8645719419,62.808626097600005,64.082209635,78.03,62.8972933059,3.66667,23,WMT
04-25-2013,78.76913,90.0,67.0,6.05177,80.0,63.01820313540001,62.77718954193,63.540130566075,78.65,63.39705393450001,3.66667,23,WMT
04-26-2013,78.98652,90.0,67.0,6.35395,80.0,63.3406293474,63.3325686921,63.80008669950001,79.04,63.7114194912,3.66667,23,WMT
04-29-2013,78.98652,90.0,67.0,6.35395,80.0,63.7436621124,62.99402116950001,63.8806932525,78.39,63.187476896700005,3.66667,23,WMT
04-30-2013,78.98652,90.0,67.0,6.35395,80.0,63.0988096884,62.36529005610001,63.114930999,77.72,62.6474129916,3.66667,23,WMT
05-01-2013,78.98652,90.0,67.0,6.35395,80.0,62.7522015105,62.6232310257,63.4051145898,78.06,62.921475271800006,3.6875,23,WMT
05-02-2013,78.98652,90.0,67.0,6.35395,80.0,62.8005654423,62.711898234,63.2680834497,78.46,63.2439014838,3.6875,23,WMT
05-03-2013,79.4213,90.0,67.0,6.7389,80.0,63.6146916276,63.598570317,63.953239150200005,79.25,63.8806932525,3.6875,23,WMT
05-06-2013,79.4213,90.0,67.0,6.7389,80.0,63.759783423,63.4937817981,63.8081473548,78.83,63.5421457299,3.6875,23,WMT
05-07-2013,79.4213,90.0,67.0,6.7389,80.0,63.759783423,63.4937817981,63.79444424079,78.83,63.5421457299,3.6875,23,WMT
05-08-2013,79.4213,90.0,67.0,6.7389,80.0,63.704325784688,63.071823568394,63.785415812418,78.25,63.452946698725,3.6875,23,WMT
05-09-2013,79.46478,90.0,67.0,6.70693,80.0,63.50160071536301,63.16913160167001,64.02868589560799,78.4,63.574581740320006,3.6875,23,WMT
05-10-2013,79.46478,90.0,67.0,6.70693,80.0,63.631344759731,63.477273707044006,63.988140881743,78.89,63.971922876197006,3.6875,23,WMT
05-13-2013,79.81261,90.0,67.0,6.29834,80.0,63.89894185124,63.18129510582951,64.012467890062,78.5,63.65567176805,3.6875,23,WMT
05-14-2013,80.11696,90.0,67.0,6.56036,80.0,63.23400362385401,62.982624537891006,63.947595867878,78.78,63.882723845694,3.6875,23,WMT
05-15-2013,80.55174,90.0,67.0,6.73471,80.0,63.89894185124,63.777306809645005,64.839586172908,79.86,64.758496145178,3.6875,23,WMT
05-16-2013,80.55174,90.0,67.0,6.73471,80.0,63.33131165713,62.715027446382,63.947595867878,78.5,63.65567176805,3.65625,23,WMT
05-17-2013,81.79913,90.0,67.0,6.13421,80.0,63.49349171259,62.763681463020006,63.7278418927297,77.87,63.144804593351004,3.65625,23,WMT
05-20-2013,81.79913,90.0,67.0,6.13421,80.0,63.152913596124,62.72719095054151,63.16913160167001,77.4,62.763681463020006,3.65625,23,WMT
05-21-2013,81.79913,90.0,67.0,6.13421,80.0,62.942079524026006,62.642046421425,63.39618367931401,77.39,62.755572460247,3.65625,23,WMT
05-22-2013,81.79913,90.0,67.0,6.13421,80.0,62.59339240478701,62.23659628277501,63.08804157394,77.03,62.463648360419,3.65625,23,WMT
05-23-2013,81.79913,90.0,67.0,6.13421,80.0,62.301468304959,61.831146144125,62.390667335462,76.33,61.896018166309,3.65625,23,WMT
05-24-2013,81.79913,90.0,67.0,6.13421,80.0,61.887909163536,61.75005611639501,62.771790465793,77.31,62.69070043806301,3.65625,23,WMT
05-28-2013,81.79913,90.0,67.0,6.13421,80.0,62.860989496296,62.487975368738006,63.282657640492005,77.32,62.698809440836,3.65625,23,WMT
05-29-2013,81.79913,90.0,67.0,6.13421,80.0,62.479866365965,61.677075091438006,62.479866365965,76.23,61.814928138579006,3.65625,23,WMT
05-30-2013,81.79913,90.0,67.0,6.13421,80.0,62.025762210677,61.312169966653,62.06630722454201,75.63,61.328387972199,3.65625,23,WMT
05-31-2013,81.79913,90.0,67.0,6.13421,80.0,61.109444897328,60.671558747586,61.328387972199,74.84,60.687776753132006,3.65625,23,WMT
06-03-2013,81.79913,90.0,67.0,6.13421,80.0,60.866174814138006,60.52300181678464,61.46624101934,75.69,61.377041988837,3.65625,23,WMT
06-04-2013,81.79913,90.0,67.0,6.13421,80.0,61.441914011021,61.198643927831,61.936563180174,75.94,61.579767058162,3.65625,23,WMT
06-05-2013,81.79913,90.0,67.0,6.13421,80.0,61.401368997156,60.874283816911,61.58779497090728,75.25,61.020245866825,3.65625,23,WMT
06-06-2013,81.79913,90.0,67.0,6.13421,80.0,61.036463872371,60.6837222517455,61.4135325013155,75.63,61.328387972199,3.65625,23,WMT
06-07-2013,81.79913,90.0,67.0,6.13421,80.0,61.936563180174,61.78249212748701,62.333904316051004,76.33,61.896018166309,3.65625,23,WMT
06-10-2013,81.79913,90.0,67.0,6.13421,80.0,61.855473152444006,61.352714980518,62.155506255045005,75.75,61.42569600547501,3.65625,23,WMT
06-11-2013,81.79913,90.0,67.0,6.13421,80.0,61.158098913966,60.809411794727,61.490568027659,75.25,61.020245866825,3.65625,23,WMT
06-12-2013,81.79913,90.0,67.0,6.13421,80.0,61.198643927831,60.533705700445005,61.393259994382994,74.84,60.687776753132006,3.65625,23,WMT
06-13-2013,81.79913,90.0,67.0,6.13421,80.0,60.639122736494,60.460724675488,61.085117889009,75.0,60.8175207975,3.65625,23,WMT
06-14-2013,81.79913,90.0,67.0,6.13421,80.0,60.687776753132006,60.65534074204,61.036463872371,74.87,60.71210376145101,3.65625,23,WMT
06-17-2013,81.79913,90.0,67.0,6.13421,80.0,60.8175207975,60.420179661623,61.17837142089849,74.95,60.776975783635,3.65625,23,WMT
06-18-2013,81.79913,90.0,67.0,6.13421,80.0,60.8175207975,60.65534074204,61.531113041524,75.73,61.409477999929,3.65625,23,WMT
06-19-2013,81.79913,90.0,67.0,6.13421,80.0,61.417587002702,60.282326614482,61.595985063708,74.46,60.379634647758,3.65625,23,WMT
06-20-2013,81.89083,90.0,67.0,6.02114,80.69,60.41207065885,59.203829245673006,60.541814703218,73.03,59.220047251219,3.6875,24,WMT
06-21-2013,81.89083,90.0,67.0,6.02114,80.69,59.617388387096,59.4024998136115,60.16880057566001,73.51,59.609279384323,3.6875,24,WMT
06-24-2013,81.89083,90.0,67.0,6.02114,80.69,59.236265256765,59.11463021517001,60.647231739267006,74.2,60.16880057566001,3.66667,24,WMT
06-25-2013,81.89083,90.0,67.0,6.02114,80.69,60.225563595071,59.876876475832006,60.61479572817501,74.37,60.30665362280101,3.66667,24,WMT
06-26-2013,81.89083,90.0,67.0,6.02114,80.69,60.509378692126006,60.44450666994201,60.96348284741401,75.01,60.825629800273006,3.66667,24,WMT
06-27-2013,81.89083,90.0,67.0,6.02114,80.69,61.206752930604,61.012136864052,61.717620105303,75.26,61.028354869598,3.66667,24,WMT
06-28-2013,81.89083,90.0,67.0,6.02114,80.69,60.906719828003,60.371525644985006,61.352714980518,74.49,60.403961656077,3.66667,24,WMT
07-01-2013,81.6152,90.0,67.0,6.05205,80.0,60.809411794727,60.08771054793,61.04051837375751,74.59,60.48505168380701,3.66667,25,WMT
07-02-2013,81.6152,90.0,67.0,6.05205,80.0,60.25799960616301,60.176909578433,61.36893298606401,74.71,60.582359717082994,3.66667,25,WMT
07-03-2013,81.6152,90.0,67.0,6.05205,80.0,60.339089633893,60.07960154515701,60.914828830776,74.76,60.62290473094801,3.66667,25,WMT
07-05-2013,81.6152,90.0,67.0,6.05205,80.0,60.93915583909501,60.339089633893,61.02827377957027,75.21,60.987809855733,3.66667,25,WMT
07-08-2013,81.6152,90.0,67.0,6.05205,80.0,61.36893298606401,61.36893298606401,62.252814288321,76.71,62.204160271682994,3.66667,25,WMT
07-09-2013,81.6152,90.0,67.0,6.05205,80.0,62.406885341008,62.228487280002,62.796117474112,77.03,62.463648360419,3.66667,25,WMT
07-10-2013,81.6152,90.0,67.0,6.05205,80.0,62.406885341008,61.993326199585006,62.844771490750006,76.77,62.252814288321,3.66667,25,WMT
07-11-2013,81.6152,90.0,67.0,6.05205,80.0,62.804226476885006,62.706918443609,63.04749656007501,77.63,62.950188526799,3.66667,25,WMT
07-12-2013,81.6152,90.0,67.0,6.05205,80.0,62.933970521253,62.706918443609,62.982624537891006,77.63,62.950188526799,3.66667,25,WMT
07-15-2013,81.6152,90.0,67.0,6.05205,80.0,62.68259143529,62.19605126891,62.68259143529,77.03,62.463648360419,3.66667,25,WMT
07-16-2013,81.6152,90.0,67.0,6.05205,80.0,62.42310334655401,62.35823132437001,62.804226476885006,77.37,62.73935445470101,3.66667,25,WMT
07-17-2013,81.6152,90.0,67.0,6.05205,80.0,62.942079524026006,62.51230237705701,63.07993257116701,77.2,62.60150140756001,3.66667,25,WMT
07-18-2013,81.6152,90.0,67.0,6.05205,80.0,62.617719413106,62.447430354873006,62.885316504615,77.34,62.715027446382,3.66667,25,WMT
07-19-2013,81.6152,90.0,67.0,6.05205,80.0,62.804226476885006,62.715027446382,63.388074676541,78.08,63.315093651584,3.66667,25,WMT
07-22-2013,81.6152,90.0,67.0,6.05205,80.0,63.161022598897006,63.031278554529,63.452946698725,77.87,63.144804593351004,3.66667,25,WMT
07-23-2013,81.6152,90.0,67.0,6.05205,80.0,63.217785618308,63.08804157394,63.761088804099,78.55,63.696216781915,3.66667,25,WMT
07-24-2013,81.6152,90.0,67.0,6.05205,80.0,63.80163381796401,63.0272240531425,63.809742820737,78.23,63.436728693179006,3.66667,25,WMT
07-25-2013,81.6152,90.0,67.0,6.05205,80.0,63.290766643265,62.950188526799,63.623235756958,78.01,63.258330632173006,3.66667,25,WMT
07-26-2013,81.6152,90.0,67.0,6.05205,80.0,63.19345860998901,62.52041137983,63.274548637719,78.0,63.2502216294,3.66667,25,WMT
07-29-2013,81.6152,90.0,67.0,6.05205,80.0,63.112368582259,63.071823568394,63.4570012001115,77.99,63.242112626627,3.66667,25,WMT
07-30-2013,81.6152,90.0,67.0,6.05205,80.0,63.420510687633,62.998842543437,63.542145729228,77.89,63.161022598897006,3.66667,25,WMT
07-31-2013,81.6152,90.0,67.0,6.05205,80.0,63.185349607216,63.031278554529,63.639453762504,77.94,63.201567612762,3.66667,25,WMT
08-01-2013,81.6152,90.0,67.0,6.05205,80.0,63.590799745866,63.33536615851651,63.79555206588425,78.22,63.428619690406,3.66667,25,WMT
08-02-2013,81.6152,90.0,67.0,6.05205,80.0,63.452946698725,63.2502216294,63.85839683737501,78.75,63.85839683737501,3.66667,25,WMT
08-05-2013,81.6152,90.0,67.0,6.05205,80.0,63.752979801326006,63.598908748639005,64.06112190670001,78.77,63.874614842921,3.66667,25,WMT
08-06-2013,81.6152,90.0,67.0,6.05205,80.0,63.704325784688,62.893425507388,63.712434787461,77.87,63.144804593351004,3.66667,25,WMT
08-07-2013,81.6152,90.0,67.0,6.05205,80.0,62.949006753408,62.508461605056006,63.332444197344,77.37,63.120329866656,3.66667,25,WMT
08-08-2013,81.6152,90.0,67.0,6.05205,80.0,63.234545275488,62.761367153184,63.544558528032,77.25,63.0224309448,3.66667,25,WMT
08-09-2013,81.6152,90.0,67.0,6.05205,80.0,62.989797970848,62.630835257376,63.07953864921599,76.9,62.73689242272,3.66667,25,WMT
08-12-2013,81.6152,90.0,67.0,6.05205,80.0,62.459512144128,62.402404439712,63.136646353632,77.08,62.883740805504,3.66667,25,WMT
08-13-2013,81.6152,90.0,67.0,6.05205,80.0,62.957164996896,62.182131865536,63.0224309448,76.86,62.704259448768,3.66667,25,WMT
08-14-2013,81.4552,90.0,67.0,5.87865,80.0,62.663468231328,62.194369230768,62.997956214336,76.4,62.32898024832,3.66667,25,WMT
08-15-2013,81.1752,90.0,67.0,5.80819,80.0,60.746281011648,60.395476541664,61.252092107904,74.41,60.705489794208,3.69697,25,WMT
08-16-2013,81.0164,90.0,67.0,5.87374,80.0,60.468900733056,60.12625450656,60.7789139856,74.11,60.460742489568,3.72727,25,WMT
08-19-2013,81.0164,90.0,67.0,5.87374,80.0,60.273102889344,59.726500575648,60.313894106784005,73.58,60.028355584704,3.72727,25,WMT
08-20-2013,80.7764,90.0,67.0,5.82848,80.0,60.00388085424,59.71842391459489,60.060988558656,73.23,59.742817062624,3.69697,25,WMT
08-21-2013,80.7764,90.0,67.0,5.82848,80.0,59.685709358208,59.498069757984005,60.477058976544,73.55,60.00388085424,3.69697,25,WMT
08-22-2013,80.7764,90.0,67.0,5.82848,80.0,60.215995184928,59.750975306112,60.399555663408,73.46,59.930456662848,3.69697,25,WMT
08-23-2013,80.7764,90.0,67.0,5.82848,80.0,60.08546328912001,59.57973377529888,60.167045724,73.44,59.914140175872,3.69697,25,WMT
08-26-2013,80.7764,90.0,67.0,5.82848,80.0,60.077305045632,59.579652192864,60.167045724,73.03,59.579652192864,3.69697,25,WMT
08-27-2013,80.7764,90.0,67.0,5.82848,80.0,59.29411367078401,59.155423531488005,59.644918140768,72.86,59.440962053568,3.69697,25,WMT
08-28-2013,80.7764,90.0,67.0,5.82848,80.0,59.277797183808,58.95970727021088,59.440962053568,72.38,59.04936636614399,3.69697,25,WMT
08-29-2013,80.7764,90.0,67.0,5.82848,80.0,59.02489163567999,58.926992713824,59.457278540544,72.43,59.090157583584,3.69697,25,WMT
08-30-2013,80.7764,90.0,67.0,5.82848,80.0,59.261480696832,59.212531235904,59.612285166816,72.98,59.538860975424,3.69697,25,WMT
09-03-2013,80.7764,90.0,67.0,5.82848,80.0,59.946773149824,59.179898261952005,60.028355584704,72.68,59.29411367078401,3.69697,25,WMT
09-04-2013,80.7764,90.0,67.0,5.82848,80.0,59.31043015776,59.10647407056,59.653076384256,72.91,59.481753271008,3.69697,25,WMT
09-05-2013,80.7764,90.0,67.0,5.82848,80.0,59.424645566592005,59.245164209856,59.946773149824,72.67,59.285955427296,3.69697,25,WMT
09-06-2013,80.64208,90.0,67.0,5.91063,80.0,59.31043015776,58.894359739872,59.685709358208,72.59,59.220689479392,3.71875,24,WMT
09-09-2013,80.7364,90.0,67.0,5.80962,80.0,59.43280381008,59.31043015776,60.08546328912001,73.51,59.971247880288,3.72727,25,WMT
09-10-2013,80.7364,90.0,67.0,5.80962,80.0,60.093621532608,60.02019734121599,60.542324924448,73.96,60.33836883724799,3.72727,25,WMT
09-11-2013,80.7364,90.0,67.0,5.80962,80.0,60.3710018112,60.093621532608,60.566799654912,74.05,60.41179302864,3.72727,25,WMT
09-12-2013,80.7364,90.0,67.0,5.80962,80.0,60.517850193984,60.18336221097599,60.795230472576,73.91,60.297577619808,3.72727,25,WMT
09-13-2013,80.7364,90.0,67.0,5.80962,80.0,60.477058976544,60.354685324224,60.69733155072,74.36,60.664698576768,3.72727,25,WMT
09-16-2013,80.7364,90.0,67.0,5.80962,80.0,61.105243725120005,60.933920611872,61.341832786272,74.78,61.007344803264,3.72727,25,WMT
09-17-2013,80.7364,90.0,67.0,5.80962,80.0,61.056294264192005,61.015503046752,61.570263603936,75.15,61.30919981232,3.72727,25,WMT
09-18-2013,80.7364,90.0,67.0,5.80962,80.0,61.31735805580799,61.105243725120005,62.435037413664,76.42,62.345296735296,3.72727,25,WMT
09-19-2013,80.7364,90.0,67.0,5.80962,80.0,62.4105626832,61.692637256256006,62.435037413664,76.21,62.173973622048,3.72727,25,WMT
09-20-2013,80.7364,90.0,67.0,5.80962,80.0,62.26371430041599,61.863960369504,62.36977146576,75.83,61.863960369504,3.72727,25,WMT
09-23-2013,80.7364,90.0,67.0,5.80962,80.0,61.504997656032,61.34999102976,62.35345497878401,76.42,62.345296735296,3.72727,25,WMT
09-24-2013,80.7364,90.0,67.0,5.80962,80.0,62.32898024832,61.745665838928,62.598202283424,75.75,61.7986944216,3.72727,25,WMT
09-25-2013,80.7364,90.0,67.0,5.80962,80.0,61.929226317408,60.012039097728,61.953701047872,74.65,60.90128763792001,3.72727,25,WMT
09-26-2013,80.7364,90.0,67.0,5.80962,80.0,61.007344803264,60.550483167936,61.170509673024,74.62,60.876812907456,3.72727,25,WMT
09-27-2013,80.7364,90.0,67.0,5.80962,80.0,60.681015063744,60.42810951561599,60.746281011648,74.36,60.664698576768,3.72727,25,WMT
09-30-2013,80.7364,90.0,67.0,5.80962,80.0,60.599432628864,60.15888748051199,60.86049642048,73.96,60.33836883724799,3.72727,25,WMT
10-01-2013,80.7364,90.0,67.0,5.80962,80.0,60.264944645856005,59.81624125401599,60.281261132832,73.59,60.036513828192,3.72727,25,WMT
10-02-2013,80.7364,90.0,67.0,5.80962,80.0,59.873348958432,59.587810436352,60.142570993536,73.72,60.142570993536,3.72727,25,WMT
10-03-2013,80.7364,90.0,67.0,5.80962,80.0,59.987564367264,59.51438624496,59.987564367264,73.16,59.685709358208,3.72727,25,WMT
10-04-2013,80.7364,90.0,67.0,5.80962,80.0,59.563335705888,59.383854349152,59.86519071494399,72.8,59.39201259263999,3.72727,25,WMT
10-07-2013,80.7364,90.0,67.0,5.80962,80.0,59.081999340096,58.339599182688005,59.081999340096,71.87,58.633295948256006,3.72727,25,WMT
10-08-2013,80.7364,90.0,67.0,5.80962,80.0,58.61697946128,58.57618824384,59.710184088672,72.9,59.473595027520005,3.72727,25,WMT
10-09-2013,80.7364,90.0,67.0,5.80962,80.0,59.416487323104,59.20437299241599,59.832557740992,73.0,59.5551774624,3.72727,25,WMT
10-10-2013,80.6964,90.0,67.0,5.85226,80.0,59.946773149824,59.775450036576,61.080768994656005,74.79,61.015503046752,3.72727,25,WMT
10-11-2013,80.6964,90.0,67.0,5.85226,80.0,60.868654663968,60.232311671904,61.048136020704,74.82,61.039977777216,3.72727,25,WMT
10-14-2013,80.6964,90.0,67.0,5.85226,80.0,60.648382089792,60.16696414156512,60.95023709884799,74.68,60.92576236838401,3.72727,25,WMT
10-15-2013,80.6964,90.0,67.0,5.85226,80.0,60.721806281184,60.362843567712,61.488681169056,74.37,60.672856820256,3.72727,25,WMT
10-16-2013,80.9364,90.0,67.0,5.77729,80.0,61.031819533728,60.836021690016,61.692637256256006,75.6,61.67632076928,3.72727,25,WMT
10-17-2013,80.9364,90.0,67.0,5.77729,80.0,61.586580090912,58.486447565472,62.100549430656,75.78,61.823169152064,3.72727,25,WMT
10-18-2013,80.9364,90.0,67.0,5.77729,80.0,61.83948563904,61.578421847424,61.945542804384,75.71,61.76606144764799,3.72727,25,WMT
10-21-2013,80.9364,90.0,67.0,5.77729,80.0,61.774219691136,61.039977777216,61.855802126016,75.15,61.30919981232,3.72727,25,WMT
10-22-2013,80.9364,90.0,67.0,5.77729,80.0,61.53763062998401,61.358149273248,62.402404439712,76.32,62.26371430041599,3.72727,25,WMT
10-23-2013,80.9364,90.0,67.0,5.77729,80.0,62.149498891584,61.847643882528,62.28818903087999,75.9,61.92106807392,3.72727,25,WMT
10-24-2013,80.9364,90.0,67.0,5.77729,80.0,62.027125239264,61.855802126016,62.418720926688,76.42,62.345296735296,3.72727,25,WMT
10-25-2013,80.9364,90.0,67.0,5.77729,80.0,62.304505517856,61.823169152064,62.622677013888,76.08,62.067916456704,3.72727,25,WMT
10-28-2013,80.9364,90.0,67.0,5.77729,80.0,62.13318240460799,62.04344172624,62.989797970848,77.14,62.932690266432,3.72727,25,WMT
10-29-2013,80.60042,90.0,67.0,5.65205,80.0,63.0224309448,62.6145187704,63.33252577977888,77.06,62.867424318528,3.6875,24,WMT
10-30-2013,80.60042,90.0,67.0,5.65205,80.0,63.038747431776,62.459512144128,63.246782640720006,76.91,62.745050666208,3.6875,24,WMT
10-31-2013,80.60042,90.0,67.0,5.65205,80.0,62.720575935744,62.49214511808,62.94084850992,76.75,62.6145187704,3.6875,24,WMT
