 Date,AMZN Price Target,AMZN Price Target - High,AMZN Price Target - Low,AMZN Price Target - StdDev,AMZN Price Target - Median,AMZN Open,AMZN Low,AMZN High,AMZN Close,AMZN Adj. Close,AMZN Rating,AMZN Price Target - #,Ticker
06-10-2015,23.22083,30.0,15.6,2.72948,23.5,21.323,21.283,21.61,21.5385,21.5385,4.11628,36,AMZN
06-11-2015,23.22083,30.0,15.6,2.72948,23.5,21.6145,21.5735,21.9445,21.6485,21.6485,4.11628,36,AMZN
06-12-2015,23.22083,30.0,15.6,2.72948,23.5,21.5625,21.413,21.618,21.496,21.496,4.11628,36,AMZN
06-15-2015,23.17714,30.0,15.6,2.69548,23.25,21.383,21.132,21.4025,21.1835,21.1835,4.09524,35,AMZN
06-16-2015,23.17714,30.0,15.6,2.69548,23.25,21.2075,21.1335,21.3985,21.363,21.363,4.09524,35,AMZN
06-17-2015,23.06111,30.0,15.6,2.745,23.25,21.418,21.23765,21.5675,21.3905,21.3905,4.0232600000000005,36,AMZN
06-18-2015,23.06111,30.0,15.6,2.745,23.25,21.515,21.47025,21.9865,21.9695,21.9695,4.0232600000000005,36,AMZN
06-19-2015,23.06111,30.0,15.6,2.745,23.25,22.013,21.662,22.2495,21.746,21.746,4.0232600000000005,36,AMZN
06-22-2015,23.06111,30.0,15.6,2.745,23.25,21.85,21.709,21.962,21.8145,21.8145,4.0232600000000005,36,AMZN
06-23-2015,23.06111,30.0,15.6,2.745,23.25,21.7795,21.6845,22.352,22.2995,22.2995,4.0232600000000005,36,AMZN
06-24-2015,23.06111,30.0,15.6,2.745,23.25,22.2485,22.0115,22.3235,22.042,22.042,4.0232600000000005,36,AMZN
06-25-2015,23.10789,30.0,15.6,2.688,23.25,21.9035,21.8195,22.1735,22.005,22.005,4.02222,38,AMZN
06-26-2015,23.10789,30.0,15.6,2.688,23.25,22.088,21.753,22.1745,21.905,21.905,4.02222,38,AMZN
06-29-2015,23.10789,30.0,15.6,2.688,23.25,21.749,21.45,21.85,21.493,21.493,4.02222,38,AMZN
06-30-2015,23.10789,30.0,15.6,2.688,23.25,21.71,21.523,21.7785,21.7045,21.7045,4.02222,38,AMZN
07-01-2015,23.10789,30.0,15.6,2.688,23.25,21.9675,21.779,22.0,21.8695,21.8695,4.02222,38,AMZN
07-02-2015,23.10789,30.0,15.6,2.688,23.25,21.85,21.674,21.91,21.8855,21.8855,4.02222,38,AMZN
07-06-2015,23.19342,30.0,15.6,2.69513,23.5,21.7615,21.676,21.9865,21.802,21.802,4.02222,38,AMZN
07-07-2015,23.27895,30.0,15.6,2.59452,23.5,21.784,21.2785,21.8865,21.836,21.836,4.02222,38,AMZN
07-08-2015,23.29211,30.0,15.6,2.59561,23.75,21.7175,21.4415,21.7995,21.485,21.485,4.02222,38,AMZN
07-09-2015,23.29211,30.0,15.6,2.59561,23.75,21.745,21.7075,21.936,21.7195,21.7195,4.02222,38,AMZN
07-10-2015,23.31842,30.0,15.6,2.58234,23.75,22.0245,21.95,22.236,22.1755,22.1755,4.02222,38,AMZN
07-13-2015,23.31842,30.0,15.6,2.58234,23.75,22.4145,22.377,22.8935,22.7785,22.7785,4.02222,38,AMZN
07-14-2015,23.59054,30.0,15.6,2.55633,23.75,23.116,22.908,23.48,23.2785,23.2785,4.04545,37,AMZN
07-15-2015,23.60405,30.0,15.6,2.56242,23.75,23.152,23.01,23.235,23.0595,23.0595,4.04545,37,AMZN
07-16-2015,23.60405,30.0,15.6,2.56242,23.75,23.275,23.24,23.794,23.774,23.774,4.04545,37,AMZN
07-17-2015,23.60405,30.0,15.6,2.56242,23.75,23.885,23.8625,24.271,24.1505,24.1505,4.04545,37,AMZN
07-20-2015,24.20541,30.0,15.6,2.85929,24.25,24.6285,24.27,24.66,24.405,24.405,4.13636,37,AMZN
07-21-2015,24.44324,30.0,19.0,2.45217,24.25,24.395,24.1275,24.444,24.4,24.4,4.13636,37,AMZN
07-22-2015,24.55658,30.0,19.0,2.51598,24.375,24.2995,24.245,24.625,24.4135,24.4135,4.15909,38,AMZN
07-23-2015,24.55658,30.0,19.0,2.51598,24.375,24.583,23.785,24.583,24.109,24.109,4.15909,38,AMZN
07-24-2015,32.07237,37.0,19.0,3.2964,32.5,28.9495,26.4675,29.0285,26.471,26.471,4.25,38,AMZN
07-27-2015,32.21711,37.0,19.0,3.1091,32.5,26.3875,26.33,27.2475,26.5705,26.5705,4.25,38,AMZN
07-28-2015,32.21711,37.0,19.0,3.1091,32.5,26.8,26.156,26.8195,26.3015,26.3015,4.25,38,AMZN
07-29-2015,32.54487,37.0,26.25,2.30128,32.5,26.546,26.251,26.648275,26.45,26.45,4.29545,39,AMZN
07-30-2015,32.54487,37.0,26.25,2.30128,32.5,26.3825,26.2145,26.96,26.838,26.838,4.29545,39,AMZN
07-31-2015,32.54487,37.0,26.25,2.30128,32.5,26.9545,26.726005,27.142,26.8075,26.8075,4.29545,39,AMZN
08-03-2015,32.28205,37.0,18.75,3.12794,32.5,26.8725,26.468,27.022,26.7515,26.7515,4.29545,39,AMZN
08-04-2015,32.28205,37.0,18.75,3.12794,32.5,26.4845,26.45815,26.8475,26.595,26.595,4.29545,39,AMZN
08-05-2015,32.28205,37.0,18.75,3.12794,32.5,26.94,26.70595,26.957,26.8505,26.8505,4.29545,39,AMZN
08-06-2015,32.28205,37.0,18.75,3.12794,32.5,26.965,26.376,27.137,26.473,26.473,4.29545,39,AMZN
08-07-2015,32.28205,37.0,18.75,3.12794,32.5,26.458,25.9105,26.472995,26.131,26.131,4.29545,39,AMZN
08-10-2015,32.37821,37.0,18.75,3.11392,32.5,26.426,26.15,26.61382,26.2,26.2,4.29545,39,AMZN
08-11-2015,32.37821,37.0,18.75,3.11392,32.5,26.1825,26.1,26.449,26.373,26.373,4.29545,39,AMZN
08-12-2015,32.37821,37.0,18.75,3.11392,32.5,26.1875,25.653,26.375,26.2955,26.2955,4.29545,39,AMZN
08-13-2015,32.37821,37.0,18.75,3.11392,32.5,26.3685,26.27423,26.733,26.483,26.483,4.29545,39,AMZN
08-14-2015,32.37821,37.0,18.75,3.11392,32.5,26.4125,26.4125,26.7055,26.576,26.576,4.29545,39,AMZN
08-17-2015,32.37821,37.0,18.75,3.11392,32.5,26.5645,26.356,26.937,26.761,26.761,4.29545,39,AMZN
08-18-2015,32.37821,37.0,18.75,3.11392,32.5,26.752,26.65,26.9745,26.751,26.751,4.29545,39,AMZN
08-19-2015,32.37821,37.0,18.75,3.11392,32.5,26.687,26.45,26.8625,26.646,26.646,4.29545,39,AMZN
08-20-2015,32.37821,37.0,18.75,3.11392,32.5,26.5195,25.7885,26.6625,25.789,25.789,4.29545,39,AMZN
08-21-2015,32.37821,37.0,18.75,3.11392,32.5,25.368,24.7235,25.6165,24.7235,24.7235,4.31818,39,AMZN
08-24-2015,32.37821,37.0,18.75,3.11392,32.5,23.179,22.55,24.488,23.1685,23.1685,4.31818,39,AMZN
08-25-2015,32.37821,37.0,18.75,3.11392,32.5,24.3745,23.3125,24.472,23.3185,23.3185,4.31818,39,AMZN
08-26-2015,32.37821,37.0,18.75,3.11392,32.5,24.201,23.938,25.186,25.0385,25.0385,4.36364,39,AMZN
08-27-2015,32.37821,37.0,18.75,3.11392,32.5,25.6855,25.36305,26.1345,25.9185,25.9185,4.36364,39,AMZN
08-28-2015,32.37821,37.0,18.75,3.11392,32.5,25.875,25.652,26.075,25.9005,25.9005,4.36364,39,AMZN
08-31-2015,32.37821,37.0,18.75,3.11392,32.5,25.822,25.4535,25.9705,25.6445,25.6445,4.34884,39,AMZN
09-01-2015,32.37821,37.0,18.75,3.11392,32.5,24.957,24.6715,25.5,24.827,24.827,4.34884,39,AMZN
09-02-2015,32.37821,37.0,18.75,3.11392,32.5,25.2545,24.886,25.543,25.5275,25.5275,4.37209,39,AMZN
09-03-2015,32.37821,37.0,18.75,3.11392,32.5,25.725,25.1285,25.792,25.236,25.236,4.37209,39,AMZN
09-04-2015,32.37821,37.0,18.75,3.11392,32.5,24.8825,24.782,25.1425,24.95,24.95,4.37209,39,AMZN
09-08-2015,32.40625,37.5,18.75,3.14003,32.5,25.4345,25.42572,25.9175,25.877,25.877,4.38636,40,AMZN
09-09-2015,32.40625,37.5,18.75,3.14003,32.5,26.2,25.753,26.4975,25.8445,25.8445,4.38636,40,AMZN
09-10-2015,32.40625,37.5,18.75,3.14003,32.5,25.7575,25.739,26.3065,26.112,26.112,4.38636,40,AMZN
09-11-2015,32.475,37.5,18.75,3.17128,32.5,26.0535,26.03025,26.472,26.472,26.472,4.38636,40,AMZN
09-14-2015,32.475,37.5,18.75,3.17128,32.5,26.472,25.929,26.6225,26.069,26.069,4.38636,40,AMZN
09-15-2015,32.475,37.5,18.75,3.17128,32.5,26.1625,25.86,26.396,26.1185,26.1185,4.38636,40,AMZN
09-16-2015,32.475,37.5,18.75,3.17128,32.5,26.099,25.926,26.415,26.3695,26.3695,4.38636,40,AMZN
09-17-2015,32.475,37.5,18.75,3.17128,32.5,26.349,26.3285,27.3485,26.9435,26.9435,4.38636,40,AMZN
09-18-2015,32.475,37.5,18.75,3.17128,32.5,26.731,26.5675,27.31185,27.013,27.013,4.38636,40,AMZN
09-21-2015,32.475,37.5,18.75,3.17128,32.5,27.2165,26.9795,27.489,27.4195,27.4195,4.38636,40,AMZN
09-22-2015,32.475,37.5,18.75,3.17128,32.5,26.9855,26.633,27.1775,26.92,26.92,4.38636,40,AMZN
09-23-2015,32.475,37.5,18.75,3.17128,32.5,26.915,26.7,27.0605,26.8035,26.8035,4.38636,40,AMZN
09-24-2015,32.475,37.5,18.75,3.17128,32.5,26.5275,26.1435,26.728,26.6875,26.6875,4.38636,40,AMZN
09-25-2015,32.475,37.5,18.75,3.17128,32.5,27.1285,26.07,27.14,26.2125,26.2125,4.38636,40,AMZN
09-28-2015,32.475,37.5,18.75,3.17128,32.5,26.001,24.716685,26.014,25.203,25.203,4.38636,40,AMZN
09-29-2015,32.475,37.5,18.75,3.17128,32.5,25.3,24.525,25.574,24.8035,24.8035,4.38636,40,AMZN
09-30-2015,32.475,37.5,18.75,3.17128,32.5,25.272,25.08362,25.64,25.5945,25.5945,4.38636,40,AMZN
10-01-2015,32.475,37.5,18.75,3.17128,32.5,25.55,25.3,26.04,26.036,26.036,4.38636,40,AMZN
10-02-2015,32.47949,37.5,18.75,3.21155,32.5,25.6495,25.405,26.63,26.627,26.627,4.37209,39,AMZN
10-05-2015,32.47949,37.5,18.75,3.21155,32.5,26.8495,26.8,27.2955,27.184,27.184,4.37209,39,AMZN
10-06-2015,32.47949,37.5,18.75,3.21155,32.5,27.275,26.6665,27.575,26.874,26.874,4.37209,39,AMZN
10-07-2015,32.47949,37.5,18.75,3.21155,32.5,27.0895,26.45,27.1,27.097,27.097,4.37209,39,AMZN
10-08-2015,32.47949,37.5,18.75,3.21155,32.5,26.8355,25.9945,26.9693,26.658,26.658,4.37209,39,AMZN
10-09-2015,32.50513,37.5,18.75,3.23548,32.5,26.724,26.5135,27.0895,26.99,26.99,4.37209,39,AMZN
10-12-2015,32.50513,37.5,18.75,3.23548,32.5,26.998,26.99,27.541,27.5095,27.5095,4.37209,39,AMZN
10-13-2015,32.50513,37.5,18.75,3.23548,32.5,27.313,27.155,27.66,27.445,27.445,4.37209,39,AMZN
10-14-2015,32.50513,37.5,18.75,3.23548,32.5,27.567,26.984,27.6125,27.2415,27.2415,4.37209,39,AMZN
10-15-2015,32.50513,37.5,18.75,3.23548,32.5,27.3875,27.35,28.15,28.122,28.122,4.37209,39,AMZN
10-16-2015,32.50513,37.5,18.75,3.23548,32.5,28.2635,28.0155,28.547,28.538,28.538,4.37209,39,AMZN
10-19-2015,32.58205,37.5,18.75,3.23444,32.5,28.538,28.369,28.95,28.6575,28.6575,4.37209,39,AMZN
10-20-2015,32.58205,37.5,18.75,3.23444,32.5,28.6,27.764,28.65,28.044,28.044,4.37209,39,AMZN
10-21-2015,32.56282,37.5,18.75,3.31488,32.5,28.1935,27.626,28.2625,27.7885,27.7885,4.37209,39,AMZN
10-22-2015,32.56282,37.5,18.75,3.31488,32.5,28.135,27.8335,28.4573,28.1955,28.1955,4.37209,39,AMZN
10-23-2015,35.56026,40.0,18.75,3.63461,36.0,30.884,29.768,30.9725,29.9515,29.9515,4.36364,39,AMZN
10-26-2015,35.67564,40.0,18.75,3.55053,36.0,30.115,29.8145,30.4925,30.4305,30.4305,4.36364,39,AMZN
10-27-2015,35.67564,40.0,18.75,3.55053,36.0,30.43,30.2765,30.7355,30.5505,30.5505,4.36364,39,AMZN
10-28-2015,35.67564,40.0,18.75,3.55053,36.0,30.615,30.475,30.8615,30.855,30.855,4.36364,39,AMZN
10-29-2015,35.67564,40.0,18.75,3.55053,36.0,30.885,30.7695,31.377,31.3275,31.3275,4.36364,39,AMZN
10-30-2015,35.8359,40.0,18.75,3.60069,36.25,31.3005,31.264,31.536,31.295,31.295,4.36364,39,AMZN
11-02-2015,35.93205,40.0,18.75,3.66005,36.25,31.3565,31.0205,31.4315,31.4175,31.4175,4.34884,39,AMZN
11-03-2015,35.93205,40.0,18.75,3.66005,36.25,31.4765,31.1,31.4945,31.2655,31.2655,4.34884,39,AMZN
11-04-2015,35.93205,40.0,18.75,3.66005,36.25,31.388,31.3675,32.2965,32.0475,32.0475,4.34884,39,AMZN
11-05-2015,35.93205,40.0,18.75,3.66005,36.25,32.355,32.154505,32.85,32.7825,32.7825,4.34884,39,AMZN
11-06-2015,35.93205,40.0,18.75,3.66005,36.25,32.75,32.6,33.113,32.9685,32.9685,4.34884,39,AMZN
11-09-2015,35.93205,40.0,18.75,3.66005,36.25,32.9325,32.392385,33.09775,32.7745,32.7745,4.34884,39,AMZN
11-10-2015,35.93205,40.0,18.75,3.66005,36.25,32.5505,32.3631,33.0,32.984,32.984,4.34884,39,AMZN
11-11-2015,35.99615,40.0,18.75,3.70852,36.25,33.1625,33.1625,33.798,33.6625,33.6625,4.34884,39,AMZN
11-12-2015,35.99615,40.0,18.75,3.70852,36.25,33.65,33.211,33.782,33.28,33.28,4.34884,39,AMZN
11-13-2015,35.99615,40.0,18.75,3.70852,36.25,33.1785,32.0225,33.35,32.1175,32.1175,4.34884,39,AMZN
11-16-2015,36.10513,40.0,18.75,3.73996,37.0,32.046,31.1145,32.4995,32.3905,32.3905,4.34884,39,AMZN
11-17-2015,36.10513,40.0,18.75,3.73996,37.0,32.5325,32.05,32.6625,32.165,32.165,4.34884,39,AMZN
11-18-2015,36.10513,40.0,18.75,3.73996,37.0,32.3255,32.3185,33.244,33.177,33.177,4.34884,39,AMZN
11-19-2015,36.10513,40.0,18.75,3.73996,37.0,33.2495,32.95,33.643,33.0635,33.0635,4.34884,39,AMZN
11-20-2015,36.10513,40.0,18.75,3.73996,37.0,33.397,32.8785,33.4435,33.4225,33.4225,4.34884,39,AMZN
11-23-2015,36.10513,40.0,18.75,3.73996,37.0,33.575,33.4225,34.1385,33.9495,33.9495,4.34884,39,AMZN
11-24-2015,36.10513,40.0,18.75,3.73996,37.0,33.707,33.060625,33.79,33.5575,33.5575,4.34884,39,AMZN
11-25-2015,36.10513,40.0,18.75,3.73996,37.0,33.75,33.562,33.985,33.767,33.767,4.34884,39,AMZN
11-27-2015,36.10513,40.0,18.75,3.73996,37.0,34.04,33.605,34.0495,33.663,33.663,4.34884,39,AMZN
11-30-2015,36.10513,40.0,18.75,3.73996,37.0,33.795,33.23,34.0645,33.24,33.24,4.34884,39,AMZN
12-01-2015,36.29744,42.5,18.75,3.86879,37.0,33.6875,33.393,34.05,33.953,33.953,4.34884,39,AMZN
12-02-2015,36.29744,42.5,18.75,3.86879,37.0,34.05,33.7125,34.241,33.8005,33.8005,4.34884,39,AMZN
12-03-2015,36.29744,42.5,18.75,3.86879,37.0,33.972,33.074,34.1395,33.3125,33.3125,4.34884,39,AMZN
12-04-2015,36.29744,42.5,18.75,3.86879,37.0,33.3,33.07,33.73875,33.632,33.632,4.34884,39,AMZN
12-07-2015,36.39,42.5,18.75,3.86362,37.0,33.737,33.025,33.773,33.4915,33.4915,4.36364,40,AMZN
12-08-2015,36.39,42.5,18.75,3.86362,37.0,33.1565,32.9895,33.9995,33.8665,33.8665,4.36364,40,AMZN
12-09-2015,36.5775,42.5,18.75,3.97207,37.125,33.9,32.784,33.95,33.2395,33.2395,4.36364,40,AMZN
12-10-2015,36.5775,42.5,18.75,3.97207,37.125,33.2795,32.978,33.4263,33.116,33.116,4.36364,40,AMZN
12-11-2015,36.65488,42.5,18.75,3.95374,37.25,32.5615,31.981,32.894,32.0075,32.0075,4.36364,41,AMZN
12-14-2015,36.65488,42.5,18.75,3.95374,37.25,32.0875,31.7635,32.92925,32.8955,32.8955,4.36364,41,AMZN
12-15-2015,36.73452,42.5,18.75,3.93954,37.25,33.2515,32.8675,33.575,32.932,32.932,4.37778,42,AMZN
12-16-2015,36.77619,42.5,18.75,3.95136,37.375,33.178,32.966,33.8675,33.7885,33.7885,4.37778,42,AMZN
12-17-2015,36.77619,42.5,18.75,3.95136,37.375,34.0,33.5325,34.125,33.5325,33.5325,4.37778,42,AMZN
12-18-2015,36.95476,42.5,18.75,3.92345,37.5,33.4325,33.2065,33.842,33.207,33.207,4.37778,42,AMZN
12-21-2015,36.95476,42.5,18.75,3.92345,37.5,33.425,32.9465,33.495,33.2255,33.2255,4.37778,42,AMZN
12-22-2015,36.97857,42.5,18.75,3.92668,37.75,33.3415,32.963,33.4245,33.1575,33.1575,4.37778,42,AMZN
12-23-2015,36.97857,42.5,18.75,3.92668,37.75,33.325,32.8315,33.32985,33.185,33.185,4.37778,42,AMZN
12-24-2015,36.97857,42.5,18.75,3.92668,37.75,33.1675,33.03,33.234,33.1395,33.1395,4.37778,42,AMZN
12-28-2015,36.97857,42.5,18.75,3.92668,37.75,33.278,33.275,33.775,33.76,33.76,4.37778,42,AMZN
12-29-2015,36.97857,42.5,18.75,3.92668,37.75,33.899,33.894465,34.822,34.6985,34.6985,4.37778,42,AMZN
12-30-2015,36.97857,42.5,18.75,3.92668,37.75,34.5945,34.31875,34.7745,34.4535,34.4535,4.37778,42,AMZN
12-31-2015,36.97857,42.5,18.75,3.92668,37.75,34.304,33.7945,34.3875,33.7945,33.7945,4.37778,42,AMZN
01-04-2016,37.02073,42.5,18.75,3.96488,38.0,32.8145,31.3755,32.88575,31.8495,31.8495,4.33333,41,AMZN
01-05-2016,37.02073,42.5,18.75,3.96488,38.0,32.343,31.3825,32.3455,31.6895,31.6895,4.33333,41,AMZN
01-06-2016,37.11829,42.5,18.75,3.92607,38.0,31.1,31.0155,31.9895,31.6325,31.6325,4.33333,41,AMZN
01-07-2016,37.11829,42.5,18.75,3.92607,38.0,31.09,30.2605,31.5,30.397,30.397,4.33333,41,AMZN
01-08-2016,37.11829,42.5,18.75,3.92607,38.0,30.983,30.3,31.207,30.3525,30.3525,4.33333,41,AMZN
01-11-2016,37.11829,42.5,18.75,3.92607,38.0,30.624,29.9285,30.9925,30.887,30.887,4.33333,41,AMZN
01-12-2016,37.14634,42.5,18.75,3.94241,38.0,31.2625,30.612075,31.2995,30.8945,30.8945,4.33333,41,AMZN
01-13-2016,37.20732,42.5,18.75,3.92805,38.0,31.044,28.958,31.044,29.0905,29.0905,4.33333,41,AMZN
01-14-2016,37.39286,45.0,18.75,4.05877,38.0,29.0125,28.494,30.1125,29.65,29.65,4.36957,42,AMZN
01-15-2016,37.39286,45.0,18.75,4.05877,38.0,28.612,28.265,29.231,28.509,28.509,4.36957,42,AMZN
01-19-2016,37.39286,45.0,18.75,4.05877,38.0,28.8545,28.3225,29.2,28.724,28.724,4.36957,42,AMZN
01-20-2016,37.39286,45.0,18.75,4.05877,38.0,28.218,27.359,28.9225,28.5885,28.5885,4.36957,42,AMZN
01-21-2016,37.4878,45.0,18.75,4.06163,38.0,28.679,28.411,29.4405,28.751,28.751,4.4,41,AMZN
01-22-2016,37.4878,45.0,18.75,4.06163,38.0,29.4365,29.205395,30.005,29.819,29.819,4.4,41,AMZN
01-25-2016,37.4878,45.0,18.75,4.06163,38.0,29.8995,29.728,30.425,29.8265,29.8265,4.4,41,AMZN
01-26-2016,37.4878,45.0,18.75,4.06163,38.0,30.1725,29.519,30.225,30.0625,30.0625,4.4,41,AMZN
01-27-2016,37.4878,45.0,18.75,4.06163,38.0,30.0995,28.939,30.1695,29.1675,29.1675,4.4,41,AMZN
01-28-2016,37.4878,45.0,18.75,4.06163,38.0,30.4185,29.8775,31.903,31.7675,31.7675,4.4,41,AMZN
01-29-2016,37.06875,45.0,18.75,4.04776,37.5,28.599,28.5,29.65,29.35,29.35,4.36364,40,AMZN
02-01-2016,37.05,45.0,18.75,4.05902,37.5,28.9075,28.5155,29.09,28.7405,28.7405,4.38636,40,AMZN
02-02-2016,37.51923,45.0,30.0,2.84446,37.5,28.5,27.5045,28.578,27.605,27.605,4.46512,39,AMZN
02-03-2016,37.39375,45.0,30.0,2.91595,37.5,27.675,26.095,27.8,26.5535,26.5535,4.46512,40,AMZN
02-04-2016,37.39375,45.0,30.0,2.91595,37.5,26.25,25.961005,26.9495,26.813,26.813,4.46512,40,AMZN
02-05-2016,37.39375,45.0,30.0,2.91595,37.5,26.464,24.9595,26.4725,25.1065,25.1065,4.46512,40,AMZN
02-08-2016,37.39375,45.0,30.0,2.91595,37.5,24.3235,23.7605,24.675,24.405,24.405,4.46512,40,AMZN
02-09-2016,37.39375,45.0,30.0,2.91595,37.5,23.9005,23.7,24.919,24.1035,24.1035,4.46512,40,AMZN
02-10-2016,37.39375,45.0,30.0,2.91595,37.5,24.588,24.3,25.233,24.524,24.524,4.46512,40,AMZN
02-11-2016,37.39375,45.0,30.0,2.91595,37.5,24.5585,24.2,25.465,25.191,25.191,4.46512,40,AMZN
02-12-2016,37.39375,45.0,30.0,2.91595,37.5,25.535,25.07466,25.8375,25.354,25.354,4.46512,40,AMZN
02-16-2016,37.39375,45.0,30.0,2.91595,37.5,25.974,25.583,26.2225,26.055,26.055,4.46512,40,AMZN
02-17-2016,37.39375,45.0,30.0,2.91595,37.5,26.437,25.9695,26.874,26.705,26.705,4.46512,40,AMZN
02-18-2016,37.58125,45.0,30.0,2.66481,37.5,27.0595,26.1865,27.06,26.25,26.25,4.51163,40,AMZN
02-19-2016,37.58125,45.0,30.0,2.66481,37.5,26.0355,25.7675,26.7975,26.745,26.745,4.51163,40,AMZN
02-22-2016,37.46951,45.0,30.0,2.67109,37.5,27.11,27.054,28.0325,27.975,27.975,4.52273,41,AMZN
02-23-2016,37.46951,45.0,30.0,2.67109,37.5,27.7775,27.2665,27.8455,27.647,27.647,4.52273,41,AMZN
02-24-2016,37.46951,45.0,30.0,2.67109,37.5,27.2875,26.657505,27.7135,27.702,27.702,4.52273,41,AMZN
02-25-2016,37.46951,45.0,30.0,2.67109,37.5,27.776,27.26473,27.9695,27.7575,27.7575,4.52273,41,AMZN
02-26-2016,37.37195,45.0,30.0,2.64985,37.5,28.006,27.6585,28.125,27.7615,27.7615,4.52273,41,AMZN
02-29-2016,37.33537,45.0,30.0,2.62354,37.5,27.7,27.6255,28.2405,27.626,27.626,4.52273,41,AMZN
03-01-2016,37.27976,45.0,30.0,2.61646,37.5,27.8145,27.8,28.9625,28.952,28.952,4.51111,42,AMZN
03-02-2016,37.27976,45.0,30.0,2.61646,37.5,29.0875,28.685,29.25,29.0105,29.0105,4.51111,42,AMZN
03-03-2016,37.27976,45.0,30.0,2.61646,37.5,28.898,28.6555,28.9933,28.8745,28.8745,4.51111,42,AMZN
03-04-2016,37.27976,45.0,30.0,2.61646,37.5,29.0535,28.55325,29.07,28.757,28.757,4.51111,42,AMZN
03-07-2016,37.27976,45.0,30.0,2.61646,37.5,28.677,27.7775,28.6815,28.14,28.14,4.51111,42,AMZN
03-08-2016,37.27976,45.0,30.0,2.61646,37.5,27.8935,27.737,28.5675,28.013,28.013,4.51111,42,AMZN
03-09-2016,37.27976,45.0,30.0,2.61646,37.5,27.978,27.50625,28.0175,27.9735,27.9735,4.51111,42,AMZN
03-10-2016,37.27976,45.0,30.0,2.61646,37.5,28.337,27.395,28.35,27.9465,27.9465,4.51111,42,AMZN
03-11-2016,37.27976,45.0,30.0,2.61646,37.5,28.3475,28.1365,28.503,28.4805,28.4805,4.51111,42,AMZN
03-14-2016,37.27976,45.0,30.0,2.61646,37.5,28.35,28.1525,28.8445,28.6685,28.6685,4.51111,42,AMZN
03-15-2016,37.27976,45.0,30.0,2.61646,37.5,28.55,28.35,29.076,28.851,28.851,4.51111,42,AMZN
03-16-2016,37.27976,45.0,30.0,2.61646,37.5,28.832,28.557,29.066,28.7135,28.7135,4.51111,42,AMZN
03-17-2016,37.27976,45.0,30.0,2.61646,37.5,28.4755,27.7505,28.57,27.972,27.972,4.51111,42,AMZN
03-18-2016,37.27976,45.0,30.0,2.61646,37.5,28.047,27.3045,28.1165,27.604,27.604,4.51111,42,AMZN
03-21-2016,37.23214,45.0,30.0,2.67506,37.5,27.4455,26.929,27.762,27.699,27.699,4.51111,42,AMZN
03-22-2016,37.10714,45.0,30.0,2.75764,37.5,27.2555,27.2525,28.138,28.024,28.024,4.48889,42,AMZN
03-23-2016,37.10714,45.0,30.0,2.75764,37.5,28.05,27.905,28.624,28.4815,28.4815,4.48889,42,AMZN
03-24-2016,37.10714,45.0,30.0,2.75764,37.5,28.3555,28.354,29.1775,29.1475,29.1475,4.48889,42,AMZN
03-28-2016,37.1369,45.0,30.0,2.76845,37.5,29.22,28.778,29.2375,28.9935,28.9935,4.48889,42,AMZN
03-29-2016,37.1369,45.0,30.0,2.76845,37.5,29.0075,28.825,29.7925,29.693,29.693,4.48889,42,AMZN
03-30-2016,37.1369,45.0,30.0,2.76845,37.5,29.8355,29.75,30.162,29.9345,29.9345,4.48889,42,AMZN
03-31-2016,37.1369,45.0,30.0,2.76845,37.5,29.964,29.6105,30.0375,29.682,29.682,4.48889,42,AMZN
04-01-2016,37.1369,45.0,30.0,2.76845,37.5,29.5245,29.415,29.9515,29.925,29.925,4.47727,42,AMZN
04-04-2016,37.1131,45.0,30.0,2.7566,37.5,29.95,29.5275,29.975,29.6595,29.6595,4.47727,42,AMZN
04-05-2016,37.1131,45.0,30.0,2.7566,37.5,29.5385,29.2625,29.6735,29.307,29.307,4.47727,42,AMZN
04-06-2016,37.1131,45.0,30.0,2.7566,37.5,29.376,29.375,30.1195,30.104,30.104,4.47727,42,AMZN
04-07-2016,37.10952,45.0,30.0,2.75133,37.5,29.938,29.454,29.98,29.5715,29.5715,4.45455,42,AMZN
04-08-2016,37.10952,45.0,30.0,2.75133,37.5,29.716,29.45,29.893,29.73,29.73,4.45455,42,AMZN
04-11-2016,37.10952,45.0,30.0,2.75133,37.5,29.807,29.7455,30.2,29.7965,29.7965,4.45455,42,AMZN
04-12-2016,37.10952,45.0,30.0,2.75133,37.5,29.92,29.6155,30.203,30.1585,30.1585,4.45455,42,AMZN
04-13-2016,37.10952,45.0,30.0,2.75133,37.5,30.384,30.2645,30.8405,30.741,30.741,4.45455,42,AMZN
04-14-2016,37.10952,45.0,30.0,2.75133,37.5,30.7535,30.7535,31.219,31.0375,31.0375,4.45455,42,AMZN
04-15-2016,37.10952,45.0,30.0,2.75133,37.5,31.096,30.9055,31.3385,31.2945,31.2945,4.45455,42,AMZN
04-18-2016,37.10952,45.0,30.0,2.75133,37.5,31.2675,31.248015,31.882,31.7675,31.7675,4.45455,42,AMZN
04-19-2016,37.10952,45.0,30.0,2.75133,37.5,31.857,31.04,31.9005,31.395,31.395,4.45455,42,AMZN
04-20-2016,37.13929,45.0,31.25,2.6801,37.5,31.5,31.15,31.8275,31.6495,31.6495,4.45455,42,AMZN
