 Date,AMZN Price Target,AMZN Price Target - High,AMZN Price Target - Low,AMZN Price Target - StdDev,AMZN Price Target - Median,AMZN Open,AMZN Low,AMZN High,AMZN Close,AMZN Adj. Close,AMZN Rating,AMZN Price Target - #,Ticker
04-24-2013,15.85938,18.5,13.0,1.19049,16.125,13.475,13.3405,13.5735,13.439,13.439,4.175,32,AMZN
04-25-2013,15.83438,18.5,13.0,1.16816,16.125,13.5765,13.525,13.79,13.735,13.735,4.175,32,AMZN
04-26-2013,15.78281,18.5,13.0,1.16046,16.0,13.4985,12.6405,13.601,12.7405,12.7405,4.175,32,AMZN
04-29-2013,15.80806,18.5,13.0,1.17034,16.0,12.745,12.4575,12.8505,12.487,12.487,4.15385,31,AMZN
04-30-2013,15.80806,18.5,13.0,1.17034,16.0,12.4685,12.428,12.734,12.6905,12.6905,4.15385,31,AMZN
05-01-2013,15.80806,18.5,13.0,1.17034,16.0,12.695,12.2875,12.71,12.4115,12.4115,4.15385,31,AMZN
05-02-2013,15.80806,18.5,13.0,1.17034,16.0,12.447,12.289,12.6465,12.6275,12.6275,4.15385,31,AMZN
05-03-2013,15.80806,18.5,13.0,1.17034,16.0,12.807,12.735,12.9625,12.9025,12.9025,4.15385,31,AMZN
05-06-2013,15.80806,18.5,13.0,1.17034,16.0,12.9045,12.671005,12.975,12.786,12.786,4.15385,31,AMZN
05-07-2013,15.80806,18.5,13.0,1.17034,16.0,12.8155,12.645505,12.987,12.8865,12.8865,4.15385,31,AMZN
05-08-2013,15.80806,18.5,13.0,1.17034,16.0,12.8435,12.7667,13.01475,12.934,12.934,4.15385,31,AMZN
05-09-2013,15.80806,18.5,13.0,1.17034,16.0,12.9365,12.844,13.1775,13.008,13.008,4.15385,31,AMZN
05-10-2013,15.80806,18.5,13.0,1.17034,16.0,13.044,13.0105,13.1825,13.1815,13.1815,4.15385,31,AMZN
05-13-2013,15.80806,18.5,13.0,1.17034,16.0,13.1385,13.1,13.294,13.2255,13.2255,4.15385,31,AMZN
05-14-2013,15.80806,18.5,13.0,1.17034,16.0,13.225,13.2014,13.47,13.4165,13.4165,4.15385,31,AMZN
05-15-2013,15.80806,18.5,13.0,1.17034,16.0,13.3535,13.228,13.4525,13.328,13.328,4.15385,31,AMZN
05-16-2013,15.79844,18.5,13.0,1.15315,16.0,13.298,13.1925,13.4215,13.206,13.206,4.15,32,AMZN
05-17-2013,15.79844,18.5,13.0,1.15315,16.0,13.2915,13.25,13.499,13.495,13.495,4.15,32,AMZN
05-20-2013,15.79844,18.5,13.0,1.15315,16.0,13.45,13.325,13.5895,13.3815,13.3815,4.15,32,AMZN
05-21-2013,15.79844,18.5,13.0,1.15315,16.0,13.437,13.383,13.5385,13.443,13.443,4.15,32,AMZN
05-22-2013,15.79844,18.5,13.0,1.15315,16.0,13.3695,13.04,13.3795,13.148,13.148,4.15,32,AMZN
05-23-2013,15.79844,18.5,13.0,1.15315,16.0,13.0245,12.9795,13.1585,13.09,13.09,4.15,32,AMZN
05-24-2013,15.79844,18.5,13.0,1.15315,16.0,12.9925,12.917,13.0965,13.087,13.087,4.15,32,AMZN
05-28-2013,15.79844,18.5,13.0,1.15315,16.0,13.324,13.3,13.555,13.3645,13.3645,4.15,32,AMZN
05-29-2013,15.79844,18.5,13.0,1.15315,16.0,13.273,13.2422,13.4125,13.2765,13.2765,4.15,32,AMZN
05-30-2013,15.79844,18.5,13.0,1.15315,16.0,13.2855,13.28075,13.4285,13.3415,13.3415,4.15,32,AMZN
05-31-2013,15.79844,18.5,13.0,1.15315,16.0,13.3,13.297,13.5955,13.46,13.46,4.15,32,AMZN
06-03-2013,15.79844,18.5,13.0,1.15315,16.0,13.448,13.1475,13.4555,13.344,13.344,4.15,32,AMZN
06-04-2013,15.79844,18.5,13.0,1.15315,16.0,13.35,13.151,13.444,13.285,13.285,4.15,32,AMZN
06-05-2013,15.79844,18.5,13.0,1.15315,16.0,13.2905,13.251,13.583,13.3585,13.3585,4.15,32,AMZN
06-06-2013,15.79844,18.5,13.0,1.15315,16.0,13.3875,13.2105,13.525,13.3915,13.3915,4.15,32,AMZN
06-07-2013,15.79844,18.5,13.0,1.15315,16.0,13.487,13.4565,14.005,13.8435,13.8435,4.15,32,AMZN
06-10-2013,15.84531,18.5,13.0,1.19028,16.125,13.834,13.762,14.1235,14.0535,14.0535,4.15,32,AMZN
06-11-2013,15.84531,18.5,13.0,1.19028,16.125,13.8,13.712,13.92055,13.739,13.739,4.15,32,AMZN
06-12-2013,15.84531,18.5,13.0,1.19028,16.125,13.83,13.5225,13.84,13.5835,13.5835,4.15,32,AMZN
06-13-2013,15.84531,18.5,13.0,1.19028,16.125,13.575,13.514505,13.84,13.7895,13.7895,4.15,32,AMZN
06-14-2013,15.84531,18.5,13.0,1.19028,16.125,13.75,13.6721,13.8535,13.6995,13.6995,4.15,32,AMZN
06-17-2013,15.84531,18.5,13.0,1.19028,16.125,13.8175,13.7825,14.01,13.903,13.903,4.15,32,AMZN
06-18-2013,15.84531,18.5,13.0,1.19028,16.125,13.954,13.9055,14.1455,14.088,14.088,4.15,32,AMZN
06-19-2013,15.84531,18.5,13.0,1.19028,16.125,14.063,13.8935,14.167,13.908,13.908,4.15,32,AMZN
06-20-2013,15.84531,18.5,13.0,1.19028,16.125,13.757,13.6195,13.93,13.672,13.672,4.15,32,AMZN
06-21-2013,15.84531,18.5,13.0,1.19028,16.125,13.7285,13.4895,13.791995,13.668,13.668,4.15,32,AMZN
06-24-2013,15.84531,18.5,13.0,1.19028,16.125,13.5645,13.25,13.658,13.5305,13.5305,4.15,32,AMZN
06-25-2013,15.84531,18.5,13.0,1.19028,16.125,13.615,13.45,13.6735,13.6044,13.6044,4.15,32,AMZN
06-26-2013,15.84531,18.5,13.0,1.19028,16.125,13.699,13.675005,13.899,13.8785,13.8785,4.15,32,AMZN
06-27-2013,15.84531,18.5,13.0,1.19028,16.125,13.959,13.727,14.01,13.8775,13.8775,4.15,32,AMZN
06-28-2013,15.84531,18.5,13.0,1.19028,16.125,13.8095,13.8095,13.9915,13.8845,13.8845,4.15,32,AMZN
07-01-2013,15.84531,18.5,13.0,1.19028,16.125,13.95,13.858,14.1645,14.105,14.105,4.15,32,AMZN
07-02-2013,15.84531,18.5,13.0,1.19028,16.125,14.052,14.0295,14.329,14.1865,14.1865,4.15,32,AMZN
07-03-2013,15.84531,18.5,13.0,1.19028,16.125,14.1,14.1,14.27,14.2015,14.2015,4.15,32,AMZN
07-05-2013,15.84531,18.5,13.0,1.19028,16.125,14.25,14.1035,14.318995,14.294,14.294,4.15,32,AMZN
07-08-2013,15.84531,18.5,13.0,1.19028,16.125,14.321,14.307,14.5835,14.5295,14.5295,4.15,32,AMZN
07-09-2013,15.84531,18.5,13.0,1.19028,16.125,14.55,14.4005,14.6285,14.5765,14.5765,4.15,32,AMZN
07-10-2013,15.95735,18.5,13.0,1.25195,16.25,14.5705,14.47,14.667,14.6165,14.6165,4.16667,34,AMZN
07-11-2013,15.95735,18.5,13.0,1.25195,16.25,14.7495,14.605,15.0345,14.983,14.983,4.16667,34,AMZN
07-12-2013,15.95735,18.5,13.0,1.25195,16.25,14.9345,14.925,15.3775,15.3775,15.3775,4.16667,34,AMZN
07-15-2013,16.07286,18.5,13.0,1.31113,16.25,15.3635,15.2175,15.3995,15.3285,15.3285,4.18605,35,AMZN
07-16-2013,16.08333,18.5,13.0,1.29427,16.25,15.365,15.275595,15.4695,15.3435,15.3435,4.18605,36,AMZN
07-17-2013,16.08333,18.5,13.0,1.29427,16.25,15.3485,15.2845,15.44,15.4345,15.4345,4.18605,36,AMZN
07-18-2013,16.08333,18.5,13.0,1.29427,16.25,15.3135,15.0935,15.31704,15.2055,15.2055,4.18605,36,AMZN
07-19-2013,16.08333,18.5,13.0,1.29427,16.25,15.2195,15.0955,15.2895,15.2615,15.2615,4.18605,36,AMZN
07-22-2013,16.14286,18.5,13.0,1.30757,16.25,15.4625,15.1,15.4625,15.174,15.174,4.19048,35,AMZN
07-23-2013,16.14286,18.5,13.0,1.30757,16.25,15.158,15.028,15.253,15.053,15.053,4.19048,35,AMZN
07-24-2013,16.14286,18.5,13.0,1.30757,16.25,15.151,14.902,15.192,14.947,14.947,4.19048,35,AMZN
07-25-2013,16.14286,18.5,13.0,1.30757,16.25,14.95,14.8375,15.225,15.17,15.17,4.19048,35,AMZN
07-26-2013,16.57973,18.5,14.0,1.10346,16.5,14.9775,14.7775,15.681,15.6005,15.6005,4.20455,37,AMZN
07-29-2013,16.57973,18.5,14.0,1.10346,16.5,15.5535,15.295,15.65,15.305,15.305,4.20455,37,AMZN
07-30-2013,16.57973,18.5,14.0,1.10346,16.5,15.386,15.0785,15.489165,15.1205,15.1205,4.20455,37,AMZN
07-31-2013,16.57973,18.5,14.0,1.10346,16.5,15.1955,15.05,15.2575,15.061,15.061,4.20455,37,AMZN
08-01-2013,16.61351,18.75,14.0,1.1493,16.5,15.154,14.94525,15.3105,15.2785,15.2785,4.20455,37,AMZN
08-02-2013,16.61351,18.75,14.0,1.1493,16.5,15.2315,15.075,15.2665,15.2105,15.2105,4.20455,37,AMZN
08-05-2013,16.61351,18.75,14.0,1.1493,16.5,15.17,14.915,15.181,15.0495,15.0495,4.20455,37,AMZN
08-06-2013,16.61351,18.75,14.0,1.1493,16.5,15.0255,14.876,15.068,15.0375,15.0375,4.20455,37,AMZN
08-07-2013,16.61351,18.75,14.0,1.1493,16.5,15.0075,14.8075,15.0495,14.8455,14.8455,4.20455,37,AMZN
08-08-2013,16.61351,18.75,14.0,1.1493,16.5,14.926,14.627505,14.926,14.787,14.787,4.20455,37,AMZN
08-09-2013,16.61351,18.75,14.0,1.1493,16.5,14.784,14.714935,14.9635,14.863,14.863,4.20455,37,AMZN
08-12-2013,16.61351,18.75,14.0,1.1493,16.5,14.7895,14.763,14.954,14.8345,14.8345,4.20455,37,AMZN
08-13-2013,16.61351,18.75,14.0,1.1493,16.5,14.794,14.5335,14.8185,14.6985,14.6985,4.20455,37,AMZN
08-14-2013,16.61351,18.75,14.0,1.1493,16.5,14.7145,14.527,14.7145,14.567,14.567,4.20455,37,AMZN
08-15-2013,16.61351,18.75,14.0,1.1493,16.5,14.4395,14.2575,14.465,14.3235,14.3235,4.20455,37,AMZN
08-16-2013,16.61351,18.75,14.0,1.1493,16.5,14.3275,14.225,14.4165,14.241,14.241,4.20455,37,AMZN
08-19-2013,16.61351,18.75,14.0,1.1493,16.5,14.2595,14.174,14.478,14.2785,14.2785,4.20455,37,AMZN
08-20-2013,16.61351,18.75,14.0,1.1493,16.5,14.294,14.287,14.47575,14.3545,14.3545,4.20455,37,AMZN
08-21-2013,16.61351,18.75,14.0,1.1493,16.5,14.2545,14.1915,14.425,14.2285,14.2285,4.20455,37,AMZN
08-22-2013,16.61351,18.75,14.0,1.1493,16.5,14.24,14.24,14.4935,14.4865,14.4865,4.20455,37,AMZN
08-23-2013,16.61351,18.75,14.0,1.1493,16.5,14.5605,14.395,14.575,14.5005,14.5005,4.20455,37,AMZN
08-26-2013,16.61351,18.75,14.0,1.1493,16.5,14.5215,14.281035,14.552495,14.3105,14.3105,4.20455,37,AMZN
08-27-2013,16.61351,18.75,14.0,1.1493,16.5,14.1935,13.987,14.264,14.0465,14.0465,4.20455,37,AMZN
08-28-2013,16.61351,18.75,14.0,1.1493,16.5,14.018,13.9665,14.15,14.079,14.079,4.20455,37,AMZN
08-29-2013,16.61351,18.75,14.0,1.1493,16.5,14.0725,14.0,14.299,14.199,14.199,4.20455,37,AMZN
08-30-2013,16.61351,18.75,14.0,1.1493,16.5,14.2295,14.0,14.2435,14.049,14.049,4.20455,37,AMZN
09-03-2013,16.68611,18.75,14.25,1.07823,16.525,14.2365,14.2085,14.5695,14.44,14.44,4.23256,36,AMZN
09-04-2013,16.68611,18.75,14.25,1.07823,16.525,14.4165,14.379,14.7615,14.682,14.682,4.23256,36,AMZN
09-05-2013,16.68611,18.75,14.25,1.07823,16.525,14.6815,14.6355,14.85,14.705,14.705,4.23256,36,AMZN
09-06-2013,16.68611,18.75,14.25,1.07823,16.525,14.7665,14.54,14.944,14.793,14.793,4.23256,36,AMZN
09-09-2013,16.68611,18.75,14.25,1.07823,16.525,14.861,14.83,14.998,14.9855,14.9855,4.23256,36,AMZN
09-10-2013,16.68108,18.75,14.25,1.06399,16.5,15.0275,14.861,15.05,15.018,15.018,4.20455,37,AMZN
09-11-2013,16.68108,18.75,14.25,1.06399,16.5,14.9455,14.892,15.093,14.982,14.982,4.20455,37,AMZN
09-12-2013,16.68108,18.75,14.25,1.06399,16.5,14.9695,14.88305,15.1,14.943,14.943,4.20455,37,AMZN
09-13-2013,16.68108,18.75,14.25,1.06399,16.5,15.007,14.81005,15.011,14.896,14.896,4.20455,37,AMZN
09-16-2013,16.68108,18.75,14.25,1.06399,16.5,14.991,14.763,15.05,14.803,14.803,4.20455,37,AMZN
09-17-2013,16.68108,18.75,14.25,1.06399,16.5,14.8815,14.800505,15.2325,15.2085,15.2085,4.20455,37,AMZN
09-18-2013,16.70263,18.75,14.25,1.05805,16.525,15.203,15.1455,15.637,15.6017,15.6017,4.22222,38,AMZN
09-19-2013,16.70263,18.75,14.25,1.05805,16.525,15.6885,15.552,15.727,15.603,15.603,4.22222,38,AMZN
09-20-2013,16.70263,18.75,14.25,1.05805,16.525,15.627,15.6205,16.0285,15.817,15.817,4.22222,38,AMZN
09-23-2013,16.74211,20.0,14.25,1.14848,16.525,15.7005,15.43855,15.795,15.5745,15.5745,4.22222,38,AMZN
09-24-2013,16.74211,20.0,14.25,1.14848,16.525,15.6215,15.564,15.903995,15.7065,15.7065,4.22222,38,AMZN
09-25-2013,16.74211,20.0,14.25,1.14848,16.525,15.7265,15.5375,15.8355,15.6325,15.6325,4.22222,38,AMZN
09-26-2013,16.74211,20.0,14.25,1.14848,16.525,15.695,15.663,15.9685,15.906,15.906,4.22222,38,AMZN
09-27-2013,16.74211,20.0,14.25,1.14848,16.525,15.846,15.6675,15.8605,15.8005,15.8005,4.22222,38,AMZN
09-30-2013,16.74211,20.0,14.25,1.14848,16.525,15.6705,15.553,15.7655,15.632,15.632,4.22222,38,AMZN
10-01-2013,16.74211,20.0,14.25,1.14848,16.525,15.711,15.6825,16.05,16.0475,16.0475,4.22222,38,AMZN
10-02-2013,16.74211,20.0,14.25,1.14848,16.525,15.902,15.876,16.0865,16.0255,16.0255,4.22222,38,AMZN
10-03-2013,16.74211,20.0,14.25,1.14848,16.525,16.0195,15.651,16.146,15.738,15.738,4.22222,38,AMZN
10-04-2013,16.74211,20.0,14.25,1.14848,16.525,15.7565,15.631,15.96,15.952,15.952,4.22222,38,AMZN
10-07-2013,16.75658,20.0,14.25,1.13868,16.525,15.762,15.487,15.766995,15.5015,15.5015,4.22222,38,AMZN
10-08-2013,16.75658,20.0,14.25,1.13868,16.525,15.575,15.0135,15.57725,15.1615,15.1615,4.22222,38,AMZN
10-09-2013,16.75658,20.0,14.25,1.13868,16.525,15.171,14.825125,15.17489,14.9115,14.9115,4.22222,38,AMZN
10-10-2013,16.75658,20.0,14.25,1.13868,16.525,15.2315,15.129505,15.335,15.2587,15.2587,4.22222,38,AMZN
10-11-2013,16.75658,20.0,14.25,1.13868,16.525,15.2385,15.192,15.5465,15.54445,15.54445,4.22222,38,AMZN
10-14-2013,16.75658,20.0,14.25,1.13868,16.525,15.461,15.35,15.58225,15.535,15.535,4.22222,38,AMZN
10-15-2013,16.77632,20.0,14.25,1.11431,16.525,15.4935,15.263,15.5395,15.32,15.32,4.22222,38,AMZN
10-16-2013,16.77632,20.0,14.25,1.11431,16.525,15.419,15.2777,15.54,15.5245,15.5245,4.22222,38,AMZN
10-17-2013,16.77632,20.0,14.25,1.11431,16.525,15.3535,15.262,15.55,15.5385,15.5385,4.22222,38,AMZN
10-18-2013,16.88158,20.0,14.25,1.15339,16.65,15.968,15.8375,16.5945,16.44655,16.44655,4.26667,38,AMZN
10-21-2013,16.93421,20.0,14.25,1.1689,16.75,16.4945,16.19,16.5,16.322,16.322,4.26667,38,AMZN
10-22-2013,16.93421,20.0,14.25,1.1689,16.75,16.386,16.284,16.8555,16.627,16.627,4.26667,38,AMZN
10-23-2013,17.07895,21.25,14.25,1.34113,16.875,16.542,16.203005,16.586,16.3378,16.3378,4.26667,38,AMZN
10-24-2013,17.29474,21.25,14.25,1.55084,17.0,16.4815,16.3375,16.632495,16.6105,16.6105,4.26667,38,AMZN
10-25-2013,19.68205,23.0,15.5,1.72733,20.0,17.93,17.631,18.42,18.1695,18.1695,4.31111,39,AMZN
10-28-2013,19.73462,23.0,15.5,1.67532,20.0,17.996,17.86,18.1375,17.908,17.908,4.31111,39,AMZN
10-29-2013,19.73462,23.0,15.5,1.67532,20.0,17.948,17.8145,18.1445,18.135,18.135,4.31111,39,AMZN
10-30-2013,19.73462,23.0,15.5,1.67532,20.0,18.131,17.9325,18.25,18.054,18.054,4.31111,39,AMZN
10-31-2013,19.73462,23.0,15.5,1.67532,20.0,18.0865,17.95,18.3,18.2015,18.2015,4.31111,39,AMZN
11-01-2013,19.73462,23.0,15.5,1.67532,20.0,18.2815,17.805,18.2885,17.9501,17.9501,4.31111,39,AMZN
11-04-2013,19.73462,23.0,15.5,1.67532,20.0,18.006,17.72,18.05,17.937,17.937,4.31111,39,AMZN
11-05-2013,19.73462,23.0,15.5,1.67532,20.0,17.839,17.742,18.0085,17.9446,17.9446,4.31111,39,AMZN
11-06-2013,19.73462,23.0,15.5,1.67532,20.0,18.0225,17.725,18.1435,17.809,17.809,4.31111,39,AMZN
11-07-2013,19.76711,23.0,15.5,1.68505,20.0,17.793,17.094,17.895,17.178,17.178,4.31818,38,AMZN
11-08-2013,19.76711,23.0,15.5,1.68505,20.0,17.2975,17.202,17.5525,17.5155,17.5155,4.31818,38,AMZN
11-11-2013,19.76711,23.0,15.5,1.68505,20.0,17.5295,17.403,17.7685,17.7189,17.7189,4.31818,38,AMZN
11-12-2013,19.87237,23.0,15.5,1.60048,20.0,17.6495,17.3641,17.77413,17.4765,17.4765,4.34091,38,AMZN
11-13-2013,19.87237,23.0,15.5,1.60048,20.0,17.37,17.284,17.811,17.811,17.811,4.34091,38,AMZN
11-14-2013,19.87237,23.0,15.5,1.60048,20.0,17.8695,17.8215,18.447,18.3698,18.3698,4.34091,38,AMZN
11-15-2013,19.90395,23.0,15.5,1.59479,20.0,18.3815,18.2775,18.645,18.4585,18.4585,4.34091,38,AMZN
11-18-2013,20.03553,23.0,15.5,1.60754,20.225,18.514,18.2335,18.6745,18.309,18.309,4.34091,38,AMZN
11-19-2013,20.03553,23.0,15.5,1.60754,20.225,18.291,18.125,18.439,18.247,18.247,4.34091,38,AMZN
11-20-2013,20.03553,23.0,15.5,1.60754,20.225,18.378,18.0225,18.378,18.1285,18.1285,4.34091,38,AMZN
11-21-2013,20.03553,23.0,15.5,1.60754,20.225,18.2025,18.165,18.4625,18.446,18.446,4.34091,38,AMZN
11-22-2013,20.03553,23.0,15.5,1.60754,20.225,18.5,18.3155,18.725,18.6155,18.6155,4.34091,38,AMZN
11-25-2013,20.08158,23.0,15.5,1.64483,20.225,18.691,18.659,18.8895,18.832,18.832,4.34091,38,AMZN
11-26-2013,20.08158,23.0,15.5,1.64483,20.225,18.8805,18.740875,19.125,19.0685,19.0685,4.34091,38,AMZN
11-27-2013,20.08158,23.0,15.5,1.64483,20.225,19.175,19.13055,19.35,19.3355,19.3355,4.34091,38,AMZN
11-29-2013,20.08158,23.0,15.5,1.64483,20.225,19.455,19.431,19.704995,19.681,19.681,4.34091,38,AMZN
12-02-2013,20.26579,23.0,16.5,1.50766,20.25,19.95,19.455,19.95,19.615,19.615,4.34091,38,AMZN
12-03-2013,20.26579,23.0,16.5,1.50766,20.25,19.5055,19.155,19.54745,19.233,19.233,4.34091,38,AMZN
12-04-2013,20.26579,23.0,16.5,1.50766,20.25,19.175,19.07457,19.4845,19.298,19.298,4.3555600000000005,38,AMZN
12-05-2013,20.26579,23.0,16.5,1.50766,20.25,19.3325,19.06855,19.3325,19.2245,19.2245,4.3555600000000005,38,AMZN
12-06-2013,20.26579,23.0,16.5,1.50766,20.25,19.4175,19.1915,19.4175,19.3475,19.3475,4.3555600000000005,38,AMZN
12-09-2013,20.26579,23.0,16.5,1.50766,20.25,19.4055,19.1285,19.4105,19.2445,19.2445,4.3555600000000005,38,AMZN
12-10-2013,20.26579,23.0,16.5,1.50766,20.25,19.206,19.151,19.453,19.389,19.389,4.3555600000000005,38,AMZN
12-11-2013,20.26579,23.0,16.5,1.50766,20.25,19.367,19.1,19.449,19.1095,19.1095,4.3555600000000005,38,AMZN
12-12-2013,20.26579,23.0,16.5,1.50766,20.25,19.063,18.975,19.25,19.0625,19.0625,4.3555600000000005,38,AMZN
