 Date,UPS Price Target,UPS Price Target - High,UPS Price Target - Low,UPS Price Target - StdDev,UPS Price Target - Median,UPS Open,UPS Low,UPS High,UPS Close,UPS Adj. Close,UPS Rating,UPS Price Target - #,Ticker
02-05-2013,86.89474,105,65,7.76561,88.0,59.664141726016,59.51542751433601,60.199512888064,80.8,60.08054151872,3.77778,19,UPS
02-06-2013,86.89474,105,65,7.76561,88.0,59.797984516528,59.693884568352,60.199512888064,80.91,60.162334335144,3.77778,19,UPS
02-07-2013,86.89474,105,65,7.76561,88.0,60.125155782224006,59.983877281128,60.831548287704,81.8,60.824112577120005,3.77778,19,UPS
02-08-2013,86.89474,105,65,7.76561,88.0,60.7869340242,60.720012628944,61.31858733095601,82.38,61.255383790992,3.77778,19,UPS
02-11-2013,86.89474,105,65,7.76561,88.0,61.054619605224005,61.054619605224005,61.515633661432005,82.69,61.485890819096,3.77778,19,UPS
02-12-2013,86.89474,105,65,7.76561,88.0,61.768447821288,61.14384813223201,61.775883531872005,82.31,61.203333816904006,3.77778,19,UPS
02-13-2013,86.89474,105,65,7.76561,88.0,61.299998054496,61.262819501576,61.485890819096,82.5,61.344612318,3.77778,19,UPS
02-14-2013,87.31579,105,65,7.81397,89.0,61.114105289896,60.891033972376,61.589990767272,82.69,61.485890819096,3.77778,19,UPS
02-15-2013,87.63158,105,65,7.9948,90.0,61.820497795376006,61.56024792493601,62.541761722024006,83.48,62.07331195523201,3.77778,19,UPS
02-19-2013,87.63158,105,65,7.9948,90.0,62.0881833764,62.07331195523201,63.106875726408006,84.76,63.02508290998401,3.77778,19,UPS
02-20-2013,87.63158,105,65,7.9948,90.0,62.935854382976,62.318690404504,62.973032935896,83.81,62.318690404504,3.77778,19,UPS
02-21-2013,87.63158,105,65,7.9948,90.0,62.078974321756,61.62950666647599,62.281234766632,82.61,61.884205004468,3.77778,19,UPS
02-22-2013,87.63158,105,65,7.9948,90.0,62.165122289018,61.929151769996,62.318690404572,82.94,62.13141221487199,3.77778,19,UPS
02-25-2013,87.63158,105,65,7.9948,90.0,62.386110552864,61.38229945607199,62.67736559348544,81.94,61.38229945607199,3.77778,19,UPS
02-26-2013,88.42105,105,80,6.27707,90.0,61.67445343200399,61.060180969788,61.809293728588,81.94,61.38229945607199,3.85185,19,UPS
02-27-2013,88.42105,105,80,6.27707,90.0,61.307388180192,61.262441414664,62.243779128692,82.83,62.04900981140399,3.85185,19,UPS
02-28-2013,88.42105,105,80,6.27707,90.0,62.16886785281199,61.91416951482,62.32618153216,82.65,61.91416951482,3.85185,19,UPS
03-01-2013,88.65,105,80,6.19899,90.0,61.83925823893999,61.636997794064,62.16886785281199,82.87,62.078974321756,3.89286,20,UPS
03-04-2013,88.65,105,80,6.19899,90.0,62.06399206657999,61.72689132512,62.13890334246,82.93,62.123921087284,3.89286,20,UPS
03-05-2013,88.95238,105,80,6.1989,90.0,62.348654914924,62.266252511456,63.27006360824799,84.07,62.97790963231599,3.93103,21,UPS
03-06-2013,88.95238,105,80,6.1989,90.0,63.31501037377599,63.08278541854799,63.479815180712,84.43,63.247590225484,3.93103,21,UPS
03-07-2013,88.95238,105,80,6.1989,90.0,63.25508135307199,62.910489484024,63.41239503242,84.3,63.15020556683999,3.93103,21,UPS
03-08-2013,88.95238,105,80,6.1989,90.0,63.44985067036,63.10525880131199,63.48730630829999,84.44,63.25508135307199,3.93103,21,UPS
03-11-2013,88.95238,105,80,6.1989,90.0,63.17267894960399,63.17267894960399,63.63712886006,84.68,63.434868415184,3.9,21,UPS
03-12-2013,88.95238,105,80,6.1989,90.0,63.52476194623999,63.015365270256,63.63712886006,84.53,63.322501501364,3.9,21,UPS
03-13-2013,88.95238,105,80,6.1989,90.0,63.322501501364,63.285045863424,63.91430058081599,85.18,63.809424794584,3.9,21,UPS
03-14-2013,88.95238,105,80,6.1989,90.0,63.83938930493599,63.809424794584,64.19896342916,85.63,64.146525536044,3.9,21,UPS
03-15-2013,88.95238,105,80,6.1989,90.0,63.78695141182,63.659602242824,64.16899891880799,85.47,64.026667494636,3.9,21,UPS
03-18-2013,88.95238,105,80,6.1989,90.0,63.532253073828,63.367448266892,64.139034408456,85.43,63.996702984284,3.9,21,UPS
03-19-2013,88.95238,105,80,6.1989,90.0,64.094087642928,63.53974420141599,64.30765969046188,85.08,63.73451351870399,3.9,21,UPS
03-20-2013,88.95238,105,80,6.1989,90.0,63.052820908196,62.798122570204,63.64461998764799,84.03,62.947945121964,3.9,21,UPS
03-21-2013,88.95238,105,80,6.1989,90.0,62.768158059852,61.929151769996,63.03783865302,83.0,62.1763589804,3.9,21,UPS
03-22-2013,88.95238,105,80,6.1989,90.0,62.40109280803999,62.37861942527599,63.569708711768,84.76,63.494797435888,3.9,21,UPS
03-25-2013,88.95238,105,80,6.1989,90.0,63.659602242824,63.007874142668,63.697057880764,84.61,63.38243052206799,3.9,21,UPS
03-26-2013,88.95238,105,80,6.1989,90.0,63.56221758417999,63.31501037377599,63.73451351870399,85.04,63.704549008352,3.9,21,UPS
03-27-2013,88.95238,105,80,6.1989,90.0,63.554726456592,63.41239503242,64.079105387752,85.43,63.996702984284,3.9,21,UPS
03-28-2013,89.0,105,80,6.0603,90.0,63.794442539408,63.682075625588,64.36751379988999,85.9,64.34878598092,3.87097,22,UPS
04-01-2013,89.0,105,80,6.0603,90.0,64.281365832628,63.17267894960399,64.38624161886,84.47,63.27755473583599,3.87097,22,UPS
04-02-2013,89.0,105,80,6.0603,90.0,62.805613697792,62.66328227362,63.183915640986,83.92,62.865542718496,3.87097,22,UPS
04-03-2013,88.69565,105,80,6.09658,90.0,62.932962866788,62.258761383868,62.985400759904,83.33,62.423566190804,3.87097,23,UPS
04-04-2013,88.69565,105,80,6.09658,90.0,62.52095084944799,62.37861942527599,62.82059595296799,83.67,62.678264528796,3.87097,23,UPS
04-05-2013,88.69565,105,80,6.09658,90.0,62.034027556228,61.67445343200399,62.655791146032,83.54,62.580879870152,3.87097,23,UPS
04-08-2013,88.69565,105,80,6.09658,90.0,62.58837099773999,62.06399206657999,62.70073791156,83.23,62.348654914924,3.87097,23,UPS
04-09-2013,88.69565,105,80,6.09658,90.0,62.5509153598,62.15388559763599,62.79063144261599,83.55,62.58837099773999,3.87097,23,UPS
04-10-2013,88.69565,105,80,6.09658,90.0,62.723211294324,62.678264528796,63.53974420141599,84.56,63.344974884128,3.87097,23,UPS
04-11-2013,88.78261,100,80,5.94143,90.0,63.41988616000799,63.052820908196,63.50985460233988,84.32,63.16518782201599,3.87097,23,UPS
04-12-2013,88.91304,100,80,6.02107,90.0,63.03783865302,62.83557820814399,63.21013458754399,84.14,63.030347525432,3.87097,23,UPS
04-15-2013,89.21739,100,80,5.94874,90.0,62.902998356436,61.704417942356,62.992891887492,82.41,61.73438245270799,3.87097,23,UPS
04-16-2013,89.21739,100,80,5.94874,90.0,62.078974321756,61.801802601,62.348654914924,83.22,62.341163787336,3.87097,23,UPS
04-17-2013,89.21739,100,80,5.94874,90.0,62.093956576932,61.494666369892,62.1763589804,82.52,61.81678485617599,3.87097,23,UPS
04-18-2013,90.08696,100,80,5.99937,91.0,62.21381461834,61.38979058366,62.318690404572,82.37,61.704417942356,3.90323,23,UPS
04-19-2013,90.08696,100,80,5.99937,91.0,61.936642897584,61.73438245270799,62.498477466684,82.99,62.16886785281199,3.90323,23,UPS
04-22-2013,90.08696,100,80,5.99937,91.0,62.183850107988,61.60703328371199,62.498477466684,83.26,62.371128297688,3.90323,23,UPS
04-23-2013,90.08696,100,80,5.99937,91.0,62.461021828744,62.183850107988,62.917980611612,83.74,62.73070242191199,3.90323,23,UPS
04-24-2013,90.08696,100,80,5.99937,91.0,62.77564918744,62.266252511456,62.880524973672,83.5,62.5509153598,3.90323,23,UPS
04-25-2013,90.73913,100,80,6.36032,92.0,63.33748375654,63.060312035784,64.33380372574399,85.42,63.989211856696,3.90323,23,UPS
04-26-2013,91.86364,100,80,6.18867,94.5,63.94426509116799,63.77196915664399,64.408715001624,85.71,64.20645455674799,3.90323,22,UPS
04-29-2013,91.78261,100,80,6.21329,95.0,64.251401322276,64.12405215327999,64.76828912584799,86.27,64.62595770167599,3.90323,23,UPS
04-30-2013,92.0,100,80,5.87552,95.0,64.71585123273199,64.131543280868,64.71585123273199,85.84,64.303839215392,3.90323,23,UPS
05-01-2013,92.0,100,80,5.87552,95.0,64.288856960216,63.41239503242,64.34878598092,84.82,63.53974420141599,3.90323,23,UPS
05-02-2013,92.0,100,80,5.87552,95.0,63.547235329004,63.52476194623999,64.01168523946,85.33,63.921791708404,3.90323,23,UPS
05-03-2013,92.0,100,80,5.87552,95.0,64.371259363684,64.27387470503999,64.783271381024,86.09,64.491117405092,3.90323,23,UPS
05-06-2013,91.63636,100,80,5.74888,94.0,64.52108191544399,64.47613514991599,65.58482203294,87.04,65.202774525952,3.86667,22,UPS
05-07-2013,91.95652,100,80,5.81959,95.0,65.494928501884,65.405034970828,66.63357989526,88.66,66.41633719520799,3.86667,23,UPS
05-08-2013,91.95652,100,80,5.81959,95.0,66.214076750332,65.802064732992,67.39018378164799,89.03,66.693508915964,3.86667,23,UPS
05-09-2013,91.95652,100,80,5.81959,95.0,66.7614018678,66.40684979008401,67.13858492920001,88.23,66.55772301464401,3.86667,23,UPS
05-10-2013,91.95652,100,80,5.81959,95.0,66.504917386048,66.467199079908,67.010342688324,88.34,66.64070328815201,3.86667,23,UPS
05-13-2013,92.17391,100,80,5.45059,95.0,66.48983006359201,66.23334558184,66.670877933064,88.04,66.41439345131201,3.86667,23,UPS
05-14-2013,92.17391,100,80,5.45059,95.0,66.58035399832801,66.50499282266028,66.927362414816,88.4,66.68596525552,3.86667,23,UPS
05-15-2013,92.17391,100,80,5.45059,95.0,66.64070328815201,66.45965541868,66.904731431132,88.6,66.83683848008,3.86667,23,UPS
