 Date,UPS Price Target,UPS Price Target - High,UPS Price Target - Low,UPS Price Target - StdDev,UPS Price Target - Median,UPS Open,UPS Low,UPS High,UPS Close,UPS Adj. Close,UPS Rating,UPS Price Target - #,Ticker
05-16-2013,92.17391,100,80,5.45059,95.0,66.678421594292,66.15790896956001,66.87455678622001,87.85,66.27106388798,3.86667,23,UPS
05-17-2013,92.17391,100,80,5.45059,95.0,66.354044161488,66.286151210436,66.942449737272,88.7,66.91227509236,3.86667,23,UPS
05-20-2013,92.17391,100,80,5.45059,95.0,66.851925802536,66.64824694938,67.02543001078,88.55,66.79912017394,3.86667,23,UPS
05-21-2013,92.17391,100,80,5.45059,95.0,66.79912017394,66.768945529028,67.45541870077601,88.78,66.97262438218401,3.86667,23,UPS
05-22-2013,92.3913,100,80,5.33845,95.0,66.934906076044,66.210714598156,67.5429251710208,88.14,66.48983006359201,3.86667,23,UPS
05-23-2013,92.63636,100,80,5.33041,95.0,66.08247235728,65.63060704972281,66.24088924306801,87.31,65.86370618166801,3.86667,22,UPS
05-24-2013,92.63636,100,80,5.33041,95.0,65.418630169216,65.16290005358681,65.55441607132,86.83,65.501610442724,3.86667,22,UPS
05-28-2013,92.63636,100,80,5.33041,95.0,65.803356891844,65.15083019562199,66.00703574500001,86.75,65.4412611529,3.86667,22,UPS
05-29-2013,92.63636,100,80,5.33041,95.0,65.13951470378,64.920748528168,65.335649895708,86.34,65.13197104255201,3.86667,22,UPS
05-30-2013,92.63636,100,80,5.33041,95.0,65.184776671148,65.109340058868,65.456348475356,86.36,65.14705836500801,3.86667,22,UPS
05-31-2013,92.63636,100,80,5.33041,95.0,65.116883720096,64.777418964836,65.46389213658401,85.9,64.80004994852001,3.86667,22,UPS
06-03-2013,92.43478,100,80,5.29829,95.0,64.777418964836,64.58875199752373,65.192320332376,86.25,65.06407809150001,3.86667,23,UPS
06-04-2013,92.43478,100,80,5.29829,95.0,65.06407809150001,64.70575418317,65.509154103952,85.96,64.845311915888,3.86667,23,UPS
06-05-2013,92.43478,100,80,5.29829,95.0,64.701982352556,63.879723278704006,64.807593609748,84.96,64.090945793088,3.86667,23,UPS
06-06-2013,92.43478,100,80,5.29829,95.0,63.902354262388,63.51755210314772,64.15883874414,84.76,63.94007256852801,3.86667,23,UPS
06-07-2013,92.43478,100,80,5.29829,95.0,64.279537323788,64.19655705027999,65.2526696222,86.37,65.154602026236,3.86667,23,UPS
06-10-2013,92.43478,100,80,5.29829,95.0,65.28284426711201,64.830224593432,65.305475250796,86.35,65.13951470378,3.86667,23,UPS
06-11-2013,92.43478,100,80,5.29829,95.0,64.679351368872,64.49830349940001,65.06407809150001,85.65,64.61145841782,3.86667,23,UPS
06-12-2013,92.43478,100,80,5.29829,95.0,65.041447107816,64.226731695192,65.192320332376,85.51,64.50584716062801,3.86667,23,UPS
06-13-2013,92.43478,100,80,5.29829,95.0,64.50584716062801,64.204100711508,65.237582299744,86.32,65.116883720096,3.86667,23,UPS
06-14-2013,92.43478,100,80,5.29829,95.0,65.04899076904401,64.5669508165748,65.4895405847592,85.91,64.807593609748,3.86667,23,UPS
06-17-2013,92.43478,100,80,5.29829,95.0,65.207407654832,64.845311915888,65.47897945904,86.54,65.28284426711201,3.86667,23,UPS
06-18-2013,92.43478,100,80,5.29829,95.0,65.47897945904,65.456348475356,66.2476785381732,87.43,65.954230116404,3.86667,23,UPS
06-19-2013,92.43478,100,80,5.29829,95.0,66.022123067456,65.109340058868,66.127734324648,86.37,65.154602026236,3.86667,23,UPS
06-20-2013,92.43478,100,80,5.29829,95.0,64.739700658696,63.653413441864,64.754787981152,84.89,64.038140164492,3.86667,23,UPS
06-21-2013,92.91304,100,80,5.19124,95.0,64.56619645045201,64.053227486948,64.769875303608,85.41,64.43041054834801,3.86667,23,UPS
06-24-2013,92.91304,100,80,5.19124,95.0,64.10603311554401,63.89481060116,65.094252736412,85.27,64.324799291156,3.86667,23,UPS
06-25-2013,92.91304,100,80,5.19124,95.0,64.739700658696,64.33988661361201,64.90566120571201,85.72,64.66426404641601,3.86667,23,UPS
06-26-2013,92.91304,100,80,5.19124,95.0,65.109340058868,65.033903446588,65.569503393776,86.42,65.192320332376,3.86667,23,UPS
06-27-2013,92.91304,100,80,5.19124,95.0,65.644940006056,65.343193556936,65.85616252044,87.09,65.69774563465201,3.86667,23,UPS
06-28-2013,92.91304,100,80,5.19124,95.0,65.607221699916,65.230038638516,65.976861100088,86.48,65.237582299744,3.86667,23,UPS
07-01-2013,92.91304,100,80,5.19124,95.0,65.569503393776,65.53178508763601,66.123962494034,87.05,65.66757098974,3.86667,23,UPS
07-02-2013,92.91304,100,80,5.19124,95.0,65.539328748864,65.079165413956,65.99194842254401,86.61,65.335649895708,3.86667,23,UPS
07-03-2013,92.91304,100,80,5.19124,95.0,65.13197104255201,64.754787981152,65.237582299744,86.16,64.996185140448,3.86667,23,UPS
07-05-2013,92.91304,100,80,5.19124,95.0,65.388455524304,65.350737218164,66.17299629201601,87.54,66.037210389912,3.86667,23,UPS
07-08-2013,92.91304,100,80,5.19124,95.0,66.3842188064,66.27106388798,66.97262438218401,88.35,66.64824694938,3.86667,23,UPS
07-09-2013,92.91304,100,80,5.19124,95.0,66.867013124992,66.867013124992,68.677491819712,89.73,67.68927219884401,3.86667,23,UPS
07-10-2013,92.91304,100,80,5.19124,95.0,67.613835586564,67.45541870077601,68.669948158484,90.24,68.073998921472,3.86667,23,UPS
07-11-2013,93.83333,115,80,6.73094,95.0,68.8359087055,68.692579142168,69.235722750584,91.45,68.98678193006,3.90323,24,UPS
07-12-2013,93.625,115,80,6.81795,95.0,65.320562573252,64.486988007558,66.00703574500001,86.12,64.96601049553601,3.90323,24,UPS
07-15-2013,92.69565,115,80,7.0182,94.0,64.596371095364,64.46058519326,65.109340058868,85.48,64.48321617694401,3.77419,23,UPS
07-16-2013,92.59091,115,80,7.15833,93.5,64.49830349940001,64.3097119687,64.920748528168,85.98,64.860399238344,3.73333,22,UPS
07-17-2013,92.59091,115,80,7.15833,93.5,65.192320332376,65.06407809150001,65.471435797812,86.65,65.36582454062001,3.73333,22,UPS
07-18-2013,92.59091,115,80,7.15833,93.5,65.418630169216,65.343193556936,66.618072304468,87.85,66.27106388798,3.73333,22,UPS
07-19-2013,92.59091,115,80,7.15833,93.5,66.316325855348,65.92405547149201,66.452111757452,88.08,66.444568096224,3.73333,22,UPS
07-22-2013,92.59091,115,80,7.15833,93.5,66.248432904296,65.939142793948,66.482286402364,87.61,66.09001601850801,3.73333,22,UPS
07-23-2013,92.72727,115,82,7.02063,93.5,66.165452630788,65.36582454062001,66.3842188064,87.51,66.01457940622801,3.73333,22,UPS
07-24-2013,92.68182,115,82,6.98951,93.5,66.27106388798,65.55441607132,66.429480773768,86.98,65.61476536114401,3.73333,22,UPS
07-25-2013,92.68182,115,82,6.98951,93.5,65.561959732548,65.10179639764,65.773182246932,86.83,65.501610442724,3.73333,22,UPS
07-26-2013,92.68182,115,82,6.98951,93.5,65.207407654832,65.06407809150001,65.712832957108,86.99,65.622309022372,3.73333,22,UPS
07-29-2013,92.68182,115,82,6.98951,93.5,65.4412611529,65.350737218164,65.66757098974,86.81,65.486523120268,3.73333,22,UPS
07-30-2013,93.0,115,82,6.99689,94.0,65.577047055004,65.10179639764,65.795813230616,86.41,65.184776671148,3.77419,23,UPS
07-31-2013,93.0,115,82,6.99689,94.0,65.162145687464,65.162145687464,66.112647002192,86.8,65.47897945904,3.77419,23,UPS
08-01-2013,93.0,115,82,6.99689,94.0,65.90896814903601,65.901424487808,66.753858206572,88.04,66.41439345131201,3.77419,23,UPS
08-02-2013,93.0,115,82,6.99689,94.0,66.12019066342,65.92405547149201,66.376675145172,87.92,66.32386951657601,3.77419,23,UPS
08-05-2013,93.0,115,82,6.99689,94.0,66.105103340964,66.08247235728,66.587897659556,87.86,66.278607549208,3.77419,23,UPS
08-06-2013,93.0,115,82,6.99689,94.0,66.248432904296,66.18053995324401,66.904731431132,87.95,66.34650050026,3.77419,23,UPS
08-07-2013,93.0,115,82,6.99689,94.0,66.14282164710401,65.901424487808,66.369131483944,87.88,66.293694871664,3.77419,23,UPS
08-08-2013,93.0,115,82,6.99689,94.0,66.520004708504,66.24088924306801,66.746314545344,88.12,66.47474274113601,3.77419,23,UPS
08-09-2013,93.0,115,82,6.99689,94.0,66.47474274113601,66.050411797061,66.595441320784,87.81,66.24088924306801,3.77419,23,UPS
08-12-2013,93.0,115,82,6.99689,94.0,65.99194842254401,65.93159913272001,66.33141317780401,87.77,66.210714598156,3.77419,23,UPS
08-13-2013,93.0,115,82,6.99689,94.0,66.278607549208,65.90896814903601,66.3842188064,87.71,66.165452630788,3.77419,23,UPS
08-14-2013,93.0,115,82,6.99689,94.0,65.99194842254401,65.886337165352,66.22580192061201,87.45,65.96931743886,3.77419,23,UPS
08-15-2013,93.0,115,82,6.99689,94.0,65.559051042874,64.875273711334,65.581843620592,85.96,65.30833268797599,3.77419,23,UPS
08-16-2013,93.0,115,82,6.99689,94.0,65.217162377104,65.209564851198,65.707202798041,86.05,65.37671042113,3.77419,23,UPS
08-19-2013,93.0,115,82,6.99689,94.0,65.194369799386,65.14126309330305,65.52866093925,86.08,65.39950299884799,3.77419,23,UPS
08-20-2013,93.0,115,82,6.99689,94.0,65.41469805066,65.270345058446,65.90853723455,86.3,65.56664856878,3.77419,23,UPS
08-21-2013,93.0,115,82,6.99689,94.0,65.53625846515601,65.26274753254,65.79457434596,86.09,65.407100524754,3.77419,23,UPS
08-22-2013,93.0,115,82,6.99689,94.0,65.41469805066,65.331125265694,66.32640115938,86.96,66.06808527857599,3.77419,23,UPS
08-23-2013,93.0,115,82,6.99689,94.0,66.037695174952,65.999707545422,66.432766522064,87.17,66.227633322602,3.77419,23,UPS
08-26-2013,93.0,115,82,6.99689,94.0,66.21243827079,66.21243827079,66.80967978226066,87.2,66.25042590032,3.77419,23,UPS
08-27-2013,93.0,115,82,6.99689,94.0,65.695806509182,65.03482175536,65.771781768242,85.84,65.217162377104,3.77419,23,UPS
08-28-2013,93.0,115,82,6.99689,94.0,65.194369799386,65.027224229454,65.40330176180099,85.64,65.065211858984,3.77419,23,UPS
08-29-2013,93.0,115,82,6.99689,94.0,64.943651444488,64.83728608180401,65.771781768242,85.71,65.118394540326,3.77419,23,UPS
08-30-2013,93.0,115,82,6.99689,94.0,65.156382169856,64.715725667308,65.28554011025801,85.58,65.019626703548,3.77419,23,UPS
09-03-2013,93.0,115,82,6.99689,94.0,65.513465887438,65.11079701442,65.7185990869,85.96,65.30833268797599,3.77419,23,UPS
09-04-2013,93.0,115,82,6.99689,94.0,65.391905472942,65.24755248072799,66.0984753822,86.55,65.75658671643,3.77419,23,UPS
09-05-2013,93.0,115,82,6.99689,94.0,65.748989190524,65.68061145737,66.296011055756,86.81,65.954122389986,3.77419,23,UPS
09-06-2013,93.0,115,82,6.99689,94.0,66.14406053763601,65.384307947036,66.387181366628,86.76,65.916134760456,3.77419,23,UPS
09-09-2013,93.0,115,82,6.99689,94.0,66.037695174952,65.97683899244494,66.30360858166199,87.13,66.197243218978,3.77419,23,UPS
09-10-2013,93.0,115,82,6.99689,94.0,66.539131884748,66.447961573876,67.01017849092,88.07,66.91141065414199,3.77419,23,UPS
09-11-2013,93.0,115,82,6.99689,94.0,66.926605705954,66.805045291458,67.549602830246,88.75,67.42804241575,3.77419,23,UPS
09-12-2013,93.0,115,82,6.99689,94.0,67.511615200716,67.2381042681,67.823113762862,88.59,67.306482001254,3.77419,23,UPS
09-13-2013,93.0,115,82,6.99689,94.0,67.443237467562,67.192519112664,67.610383037494,88.66,67.35966468259599,3.77419,23,UPS
09-16-2013,93.86957,115,82,7.42677,94.0,68.316952946752,68.01305191051199,68.689231716146,89.59,68.066234591854,3.80645,23,UPS
09-17-2013,93.86957,115,82,7.42677,94.0,68.089027169572,67.80791871105,68.52968367212,89.89,68.294160369034,3.80645,23,UPS
09-18-2013,93.86957,115,82,7.42677,94.0,68.37013562809399,68.18779500635,69.21346100366,90.97,69.114693166882,3.80645,23,UPS
09-19-2013,93.86957,115,82,7.42677,94.0,69.09949811507,68.993132752386,69.93522596473,91.7,69.66931255802,3.80645,23,UPS
09-20-2013,93.86957,115,82,7.42677,94.0,69.684507609832,69.464179358558,69.988408646072,91.55,69.55534966943,3.80645,23,UPS
09-23-2013,93.86957,115,82,7.42677,94.0,69.532557091712,68.651244086616,69.585739773054,91.29,69.35781399587401,3.80645,23,UPS
09-24-2013,93.86957,115,82,7.42677,94.0,69.28943626272,69.167875848224,69.889640809294,91.26,69.335021418156,3.80645,23,UPS
09-25-2013,93.86957,115,82,7.42677,94.0,69.281838736814,68.879169863796,69.54775214352401,91.0,69.1374857446,3.80645,23,UPS
09-26-2013,93.86957,115,82,7.42677,94.0,69.274241210908,69.190668425942,69.74528781708,91.8,69.74528781708,3.80645,23,UPS
09-27-2013,94.21739,115,82,7.55246,94.0,69.5173620399,68.94754759695,69.6723515683824,91.25,69.32742389225,3.80645,23,UPS
09-30-2013,94.21739,115,82,7.55246,94.0,68.901962441514,68.71962181977,69.798470498422,91.37,69.418594203122,3.80645,23,UPS
10-01-2013,94.30435,115,82,7.45674,94.0,69.464179358558,69.418594203122,69.78327544660999,91.8,69.74528781708,3.80645,23,UPS
10-02-2013,94.56522,115,82,7.63189,94.0,69.335021418156,69.000730278292,69.47557564741699,91.28,69.350216469968,3.80645,23,UPS
10-03-2013,94.56522,115,82,7.63189,94.0,69.20586347775401,68.22578263588,69.25144863319001,90.1,68.45370841306,3.80645,23,UPS
10-04-2013,94.56522,115,82,7.63189,94.0,68.499293568496,68.104222221384,69.198265951848,91.0,69.1374857446,3.80645,23,UPS
10-07-2013,94.56522,115,82,7.63189,94.0,68.537281198026,68.020649436418,68.787999552924,90.03,68.400525731718,3.80645,23,UPS
10-08-2013,94.56522,115,82,7.63189,94.0,68.286562843128,67.54200530434001,68.50111697471344,88.93,67.564797882058,3.80645,23,UPS
10-09-2013,94.56522,115,82,7.63189,94.0,67.754736029708,67.20011663857001,67.80791871105,88.7,67.39005478622,3.80645,23,UPS
10-10-2013,94.73913,115,82,7.7078,94.0,67.906686547828,67.549602830246,68.62085398299199,90.28,68.590463879368,3.80645,23,UPS
10-11-2013,94.73913,115,82,7.7078,94.0,68.537281198026,68.537281198026,68.98553522648,90.77,68.962742648762,3.80645,23,UPS
10-14-2013,94.73913,115,82,7.7078,94.0,68.636049034804,68.49169604259001,68.89436491560801,90.36,68.651244086616,3.80645,23,UPS
10-15-2013,94.73913,115,82,7.7078,94.0,68.66643913842799,68.514488620308,69.56294719533601,90.28,68.590463879368,3.80645,23,UPS
10-16-2013,94.73913,115,82,7.7078,94.0,68.803194604736,68.7576094493,69.4953292147726,91.33,69.388204099498,3.80645,23,UPS
10-17-2013,94.73913,115,82,7.7078,94.0,69.297033788626,69.160278322318,69.90483586110601,91.92,69.836458127952,3.80645,23,UPS
10-18-2013,94.73913,115,82,7.7078,94.0,70.132761638286,69.851653179764,70.66458845170601,93.0,70.6569909258,3.80645,23,UPS
10-21-2013,94.73913,115,82,7.7078,94.0,70.73296618485999,70.60380824445801,71.371158360964,93.78,71.249597946468,3.80645,23,UPS
10-22-2013,94.73913,115,82,7.7078,94.0,71.38635341277599,71.15083010969,72.054935692504,93.77,71.242000420562,3.80645,23,UPS
10-23-2013,95.17391,115,82,7.76644,97.0,71.052062272912,70.824136495732,71.43946011885893,93.95,71.37875588687,3.80645,23,UPS
10-24-2013,95.30435,115,82,7.82101,97.0,71.553498982708,71.553498982708,72.48039714324,94.49,71.78902228579399,3.80645,23,UPS
10-25-2013,97.04348,115,82,8.27505,100.0,73.445282933302,71.53830393089599,73.6960012882,95.61,72.639945187266,3.80645,23,UPS
10-28-2013,99.52174,118,82,7.82898,100.0,72.51838477277,72.51838477277,75.048360899468,97.77,74.281010782962,3.80645,23,UPS
10-29-2013,100.65217,118,82,8.28098,102.0,74.318998412492,73.433886644443,74.767252440946,98.31,74.69127718188601,3.80645,23,UPS
10-30-2013,100.65217,118,82,8.28098,102.0,74.61530192282599,74.463351404706,75.055958425374,98.28,74.668484604168,3.80645,23,UPS
10-31-2013,100.65217,118,82,8.28098,102.0,74.34179099021,73.954317169004,75.20790894349399,98.24,74.638094500544,3.80645,23,UPS
11-01-2013,100.65217,118,82,8.28098,102.0,74.668484604168,74.26581573115,75.078751003092,98.22,74.622899448732,3.80645,23,UPS
11-04-2013,100.82609,118,82,8.45269,102.0,75.040763373562,74.941995536784,75.89928380094,99.88,75.884088749128,3.80645,23,UPS
11-05-2013,100.82609,118,82,8.45269,102.0,75.489017402016,75.223103995306,76.484293295702,100.3,76.20318483718,3.80645,23,UPS
11-06-2013,100.82609,118,82,8.45269,102.0,76.210782363086,75.048360899468,76.423513088454,99.1,75.29148172846,3.80645,23,UPS
11-07-2013,100.82609,118,82,8.45269,102.0,75.61057781651199,74.862221514771,75.922076378658,98.59,74.904007907254,3.80645,23,UPS
11-08-2013,100.82609,118,82,8.45269,102.0,74.820435122288,74.81291357164106,75.876491223222,99.62,75.68655307557201,3.80645,23,UPS
11-11-2013,100.82609,118,82,8.45269,102.0,75.602980290606,75.283884202554,75.82330854188,99.28,75.428237194768,3.80645,23,UPS
11-12-2013,100.82609,118,82,8.45269,102.0,75.169921313964,75.03316584765601,76.036039267248,99.82,75.838503593692,3.80645,23,UPS
11-13-2013,101.26087,118,82,8.65381,102.0,75.397847091144,75.32946935799,76.780596806036,101.04,76.765401754224,3.80645,23,UPS
11-14-2013,101.26087,118,82,8.65381,102.0,77.03295692365799,76.65073524595799,77.636867174424,100.97,77.185845594738,3.80645,23,UPS
11-15-2013,101.26087,118,82,8.65381,102.0,77.28522323093999,76.71189071439,77.491622936898,100.94,77.162912294076,3.80645,23,UPS
11-18-2013,102.34783,118,82,8.09513,103.0,77.36931200003399,77.185845594738,77.778289195173,101.28,77.422823034912,3.80645,23,UPS
