 Date,TMUS Price Target,TMUS Price Target - High,TMUS Price Target - Low,TMUS Price Target - StdDev,TMUS Price Target - Median,TMUS Open,TMUS Low,TMUS High,TMUS Close,TMUS Adj. Close,TMUS Rating,TMUS Price Target - #,Ticker
07-24-2013,22.85714,30.0,12,4.61143,23.0,24.215119,23.9456185,24.454675,24.21,24.1652115,3.5,14,TMUS
07-25-2013,22.85714,30.0,12,4.61143,23.0,24.1252855,24.1053225,24.3848045,24.41,24.3648415,3.42105,14,TMUS
07-26-2013,23.14286,30.0,12,4.7937,23.0,24.215119,24.06040575,24.474638,24.17,24.1252855,3.5,14,TMUS
07-29-2013,23.14286,30.0,12,4.7937,23.0,24.1252855,23.7859145,24.195156,23.94,23.895711,3.5,14,TMUS
07-30-2013,23.14286,30.0,12,4.7937,23.0,24.0653965,23.696081,24.394786,23.78,23.736007,3.47619,14,TMUS
07-31-2013,23.33333,30.0,12,4.68568,24.0,23.835822,23.7060625,24.1771893,24.11,24.0653965,3.47619,15,TMUS
08-01-2013,23.33333,30.0,12,4.68568,24.0,24.255045,24.015489,24.3049525,24.23,24.1851745,3.47619,15,TMUS
08-02-2013,23.33333,30.0,12,4.68568,24.0,24.235082,24.115304,24.694231,24.72,24.674268,3.47619,15,TMUS
08-05-2013,23.33333,30.0,12,4.68568,24.0,24.614379,24.35486,24.734157,24.7,24.654305,3.47619,15,TMUS
08-06-2013,23.33333,30.0,12,4.68568,24.0,24.4646565,23.8857295,24.774083,24.06,24.015489,3.47619,15,TMUS
08-07-2013,23.33333,30.0,12,4.68568,24.0,24.15523,23.5064325,24.1652115,24.01,23.965581500000003,3.47619,15,TMUS
08-08-2013,23.33333,30.0,12,4.68568,24.0,25.692381,24.5045825,25.692381,25.0,24.95375,3.47619,15,TMUS
08-09-2013,25.6,32.0,12,5.45038,26.0,25.123435500000003,25.07851875,25.852085,25.23,25.1833245,3.47619,15,TMUS
08-12-2013,25.8,32.0,12,5.51604,26.0,25.5426585,24.913824,25.652455,25.01,24.9637315,3.57143,15,TMUS
08-13-2013,26.46667,32.0,12,4.74506,26.0,24.95375,24.394786,25.233232,25.01,24.9637315,3.57143,15,TMUS
08-14-2013,26.5,32.0,12,4.59619,26.5,24.8639165,24.2051375,24.913724185,24.4,24.35486,3.52174,16,TMUS
08-15-2013,26.5,32.0,12,4.59619,26.5,24.1652115,23.835822,24.275008,24.14,24.095341,3.52174,16,TMUS
08-16-2013,26.5,32.0,12,4.59619,26.5,24.0055075,23.7060625,24.095341,23.85,23.8058775,3.52174,16,TMUS
08-19-2013,26.5,32.0,12,4.59619,26.5,23.6062475,23.0672465,23.705563425,23.33,23.2868395,3.52174,16,TMUS
08-20-2013,26.5,32.0,12,4.59619,26.5,23.197006,23.1071725,23.616229,23.49,23.4465435,3.52174,16,TMUS
08-21-2013,26.5,32.0,12,4.59619,26.5,23.716044,23.177043,24.135267,23.29,23.2469135,3.52174,16,TMUS
08-22-2013,26.6875,32.0,12,4.59237,27.0,23.5064325,23.456525,23.84081275,23.63,23.5862845,3.52174,16,TMUS
08-23-2013,26.6875,32.0,12,4.59237,27.0,23.7859145,23.64118275,23.9456185,23.89,23.8458035,3.52174,16,TMUS
08-26-2013,26.6875,32.0,12,4.59237,27.0,23.9256555,23.7060625,24.015489,23.83,23.7859145,3.52174,16,TMUS
08-27-2013,26.23529,32.0,12,4.80844,27.0,23.55634,23.3666915,23.6860995,23.58,23.536377,3.52174,17,TMUS
08-28-2013,26.23529,32.0,12,4.80844,27.0,23.396636,22.9075425,23.576303,23.14,23.097191,3.52174,17,TMUS
08-29-2013,26.23529,32.0,12,4.80844,27.0,23.1271355,22.997376,23.456525,23.24,23.197006,3.52174,17,TMUS
08-30-2013,26.23529,32.0,12,4.80844,27.0,23.2668765,23.15708,23.456525,23.35,23.3068025,3.52174,17,TMUS
09-03-2013,26.23529,32.0,12,4.80844,27.0,23.496451,23.476488,24.3049525,24.04,23.995526,3.52174,17,TMUS
09-04-2013,26.23529,32.0,12,4.80844,27.0,23.9556,23.895711,24.594416,24.64,24.594416,3.52174,17,TMUS
09-05-2013,26.23529,32.0,12,4.80844,27.0,24.6842495,24.26003575,24.833972,24.58,24.534527,3.52174,17,TMUS
09-06-2013,26.23529,32.0,12,4.80844,27.0,24.833972,24.4646565,24.9637315,24.53,24.4846195,3.52174,17,TMUS
09-09-2013,26.23529,32.0,12,4.80844,27.0,24.4646565,24.4247305,24.833972,24.74,24.694231,3.52174,17,TMUS
09-10-2013,26.23529,32.0,12,4.80844,27.0,24.7641015,24.7641015,25.273158,25.26,25.213269,3.52174,17,TMUS
09-11-2013,26.23529,32.0,12,4.80844,27.0,25.213269,25.073528,25.5226955,25.55,25.5027325,3.52174,17,TMUS
09-12-2013,26.23529,32.0,12,4.80844,27.0,25.5825845,25.2831395,25.692381,25.44,25.392936,3.52174,17,TMUS
09-13-2013,26.23529,32.0,12,4.80844,27.0,25.3629915,24.45966575,25.592566,24.71,24.6642865,3.52174,17,TMUS
09-16-2013,26.23529,32.0,12,4.80844,27.0,24.893861,24.574453,25.053565000000003,24.67,24.6243605,3.52174,17,TMUS
09-17-2013,26.23529,32.0,12,4.80844,27.0,24.6842495,24.51955475,25.1034725,25.09,25.0435835,3.52174,17,TMUS
09-18-2013,26.44444,32.0,12,4.75187,27.0,25.0435835,24.9637315,25.273158,25.2,25.15338,3.54167,18,TMUS
09-19-2013,26.23684,32.0,12,4.70825,27.0,25.293121,24.79903675,25.293121,25.06,25.013639,3.48,19,TMUS
09-20-2013,26.23684,32.0,12,4.70825,27.0,25.0236205,24.654305,25.0635465,24.97,24.9238055,3.48,19,TMUS
09-23-2013,26.675,35.0,12,4.9706,27.0,24.973713,24.6243605,25.0635465,24.92,24.873898,3.53846,20,TMUS
09-24-2013,26.675,35.0,12,4.9706,27.0,25.093491,24.9677241,25.8221405,25.44,25.392936,3.53846,20,TMUS
09-25-2013,26.675,35.0,12,4.9706,27.0,25.452825,25.452825,26.4409935,26.08,26.031752,3.53846,20,TMUS
09-26-2013,26.675,35.0,12,4.9706,27.0,26.111604,25.9419185,26.61566975,26.12,26.071678,3.53846,20,TMUS
09-27-2013,26.675,35.0,12,4.9706,27.0,25.9019925,25.55264,26.051715,26.07,26.0217705,3.53846,20,TMUS
09-30-2013,26.675,35.0,12,4.9706,27.0,25.7622515,25.6025475,26.111604,25.97,25.9219555,3.53846,20,TMUS
10-01-2013,26.92857,35.0,12,4.9816,27.0,26.3012525,26.2413635,26.670568,26.44,26.391086,3.61538,21,TMUS
10-02-2013,26.92857,35.0,12,4.9816,27.0,26.291271,26.0018075,26.610679,26.61,26.5607715,3.61538,21,TMUS
10-03-2013,26.92857,35.0,12,4.9816,27.0,26.391086,26.291271,26.7204755,26.48,26.431012,3.61538,21,TMUS
10-04-2013,26.92857,35.0,12,4.9816,27.0,26.4010675,26.291271,26.67555875,26.38,26.331197,3.61538,21,TMUS
10-07-2013,26.92857,35.0,12,4.9816,27.0,26.2812895,25.88702025,26.3012525,25.95,25.9019925,3.61538,21,TMUS
10-08-2013,26.92857,35.0,12,4.9816,27.0,25.9419185,25.62750125,26.141548500000003,25.82,25.772233,3.61538,21,TMUS
10-09-2013,26.92857,35.0,12,4.9816,27.0,25.6823995,25.0835095,25.75227,25.36,25.313084,3.61538,21,TMUS
10-10-2013,26.92857,35.0,12,4.9816,27.0,25.712344,25.6823995,26.2413635,25.97,25.9219555,3.61538,21,TMUS
10-11-2013,26.92857,35.0,12,4.9816,27.0,25.7622515,25.7622515,26.291271,26.21,26.1615115,3.61538,21,TMUS
10-14-2013,26.97619,35.0,12,5.02488,27.0,26.0816595,26.0217705,26.44598425,26.48,26.431012,3.61538,21,TMUS
10-15-2013,26.97619,35.0,12,5.02488,27.0,26.251345,26.071678,26.510864,26.19,26.141548500000003,3.61538,21,TMUS
10-16-2013,26.97619,35.0,12,5.02488,27.0,26.411049,26.3212155,26.95005,26.86,26.810309,3.61538,21,TMUS
10-17-2013,27.02381,35.0,12,5.06735,27.0,26.7604015,26.7005125,27.3992175,27.44,27.389236,3.61538,21,TMUS
10-18-2013,27.02381,35.0,12,5.06735,27.0,28.0380335,27.4990325,28.0779595,27.69,27.6387735,3.61538,21,TMUS
10-21-2013,27.02381,35.0,12,5.06735,27.0,27.9382185,27.289421,27.9382185,27.36,27.309384,3.61538,21,TMUS
10-22-2013,27.02381,35.0,12,5.06735,27.0,27.3992175,27.049865,27.6387735,27.47,27.4191805,3.61538,21,TMUS
10-23-2013,27.02381,35.0,12,5.06735,27.0,27.289421,27.0398835,27.429162,27.4,27.34931,3.61538,21,TMUS
10-24-2013,28.07143,57.0,12,8.02123,27.0,27.4191805,27.229532,27.5589215,27.58,27.528977,3.61538,21,TMUS
10-25-2013,28.07143,57.0,12,8.02123,27.0,27.528977,27.209569,27.688681,27.56,27.509014,3.61538,21,TMUS
10-28-2013,28.07143,57.0,12,8.02123,27.0,27.509014,27.1796245,27.5389585,27.44,27.389236,3.61538,21,TMUS
10-29-2013,28.07143,57.0,12,8.02123,27.0,27.449125,27.4391435,27.7785145,27.7,27.648755,3.61538,21,TMUS
10-30-2013,28.07143,57.0,12,8.02123,27.0,27.728607,27.289421,27.7785145,27.82,27.768533,3.61538,21,TMUS
10-31-2013,28.07143,57.0,12,8.02123,27.0,27.768533,27.0798095,27.7984775,27.73,27.6786995,3.61538,21,TMUS
11-01-2013,28.07143,57.0,12,8.02123,27.0,27.7785145,27.5589215,28.1977375,27.89,27.8384035,3.61538,21,TMUS
11-04-2013,28.07143,57.0,12,8.02123,27.0,28.34746,27.5788845,28.34746,28.34,28.287571,3.61538,21,TMUS
11-05-2013,27.425,35.0,12,4.85612,27.5,29.1958875,26.8801795,29.445425,28.12,28.067978,3.69231,20,TMUS
11-06-2013,29.02381,38.0,12,5.43024,30.0,28.507164,27.908274,28.646905,28.03,27.9781445,3.76923,21,TMUS
11-07-2013,29.2619,38.0,12,5.55839,30.0,27.928237,26.4010675,27.928237,26.56,26.510864,3.76923,21,TMUS
11-08-2013,29.45238,38.0,12,5.71528,30.0,26.5607715,26.450975,27.648755,27.68,27.628792,3.76923,21,TMUS
11-11-2013,29.40476,38.0,12,5.68963,30.0,27.5589215,26.8801795,27.8982925,26.97,26.9201055,3.76923,21,TMUS
11-12-2013,29.275,38.0,12,5.77381,30.0,26.2014375,25.4827695,27.209569,26.09,26.0417335,3.76,20,TMUS
11-13-2013,29.275,38.0,12,5.77381,30.0,26.0417335,25.6823995,26.071678,26.05,26.0018075,3.76,20,TMUS
11-14-2013,29.275,38.0,12,5.77381,30.0,26.051715,25.233232,26.2014375,25.5,25.452825,3.76,20,TMUS
11-15-2013,29.275,38.0,12,5.77381,30.0,24.9836945,24.853935,26.211419,26.05,26.0018075,3.76,20,TMUS
11-18-2013,29.35714,38.0,12,5.73033,30.0,26.4010675,25.872048,26.4010675,25.99,25.9419185,3.76923,21,TMUS
11-19-2013,29.175,38.0,12,5.81222,30.0,25.9219555,25.7622515,26.211419,26.1,26.051715,3.76,20,TMUS
11-20-2013,29.35714,38.0,12,5.73033,30.0,26.031752,26.031752,26.55079,26.36,26.311234,3.76923,21,TMUS
11-21-2013,29.30952,38.0,12,5.70396,30.0,26.3611415,26.191456,26.75042,26.78,26.730457,3.76923,21,TMUS
11-22-2013,29.21429,38.0,12,5.65806,30.0,26.6605865,26.0816595,26.70550325,26.43,26.3811045,3.76923,21,TMUS
11-25-2013,29.21429,38.0,12,5.65806,30.0,26.530827,25.8620665,26.530827,26.12,26.071678,3.76923,21,TMUS
11-26-2013,29.21429,38.0,12,5.65806,30.0,26.2812895,25.991826,26.391086,26.34,26.291271,3.76923,21,TMUS
11-27-2013,29.21429,38.0,12,5.65806,30.0,26.431012,25.85707575,26.510864,26.06,26.011789,3.76923,21,TMUS
11-29-2013,29.21429,38.0,12,5.65806,30.0,26.051715,25.72731625,26.1215855,26.01,25.9618815,3.76923,21,TMUS
12-02-2013,29.21429,38.0,12,5.65806,30.0,25.9818445,25.9618815,26.450975,26.49,26.4409935,3.76923,21,TMUS
12-03-2013,29.21429,38.0,12,5.65806,30.0,26.271308,26.191456,27.009939,26.98,26.930087,3.76923,21,TMUS
12-04-2013,29.21429,38.0,12,5.65806,30.0,26.8202905,26.570753,26.9999575,26.92,26.870198,3.76923,21,TMUS
12-05-2013,29.21429,38.0,12,5.65806,30.0,26.7803645,26.1615115,26.8402535,26.3,26.251345,3.76923,21,TMUS
12-06-2013,29.21429,38.0,12,5.65806,30.0,26.411049,26.1814745,26.610679,26.33,26.2812895,3.76923,21,TMUS
12-09-2013,29.21429,38.0,12,5.65806,30.0,26.2413635,26.2214005,26.6805495,26.61,26.5607715,3.76923,21,TMUS
12-10-2013,29.21429,38.0,12,5.65806,30.0,26.530827,26.16650225,26.630642,26.26,26.211419,3.76923,21,TMUS
12-11-2013,29.21429,38.0,12,5.65806,30.0,26.291271,25.971863,26.331197,26.06,26.011789,3.76923,21,TMUS
12-12-2013,29.21429,38.0,12,5.65806,30.0,26.0616965,25.1633615,26.0616965,25.44,25.392936,3.76923,21,TMUS
12-13-2013,29.21429,38.0,12,5.65806,30.0,25.5426585,25.193306,28.1378485,27.64,27.588866,3.76923,21,TMUS
12-16-2013,29.2619,38.0,12,5.66867,31.0,26.9201055,26.191456,27.54894,26.39,26.3411785,3.76923,21,TMUS
12-17-2013,29.35714,38.0,12,5.62973,31.0,26.141548500000003,26.0816595,26.690531,26.68,26.630642,3.76923,21,TMUS
12-18-2013,29.54762,38.0,12,5.60592,31.0,26.710494,26.5208455,27.4990325,27.25,27.1995875,3.69231,21,TMUS
12-19-2013,29.54762,38.0,12,5.60592,31.0,27.3393285,27.3193655,29.784796,29.61,29.5552215,3.69231,21,TMUS
12-20-2013,29.54762,38.0,12,5.60592,31.0,29.665018,29.665018,31.0724095,31.0,30.94265,3.69231,21,TMUS
12-23-2013,29.64286,38.0,12,5.64662,31.0,30.9725945,30.91769625,31.8908925,31.86,31.801059,3.69231,21,TMUS
12-24-2013,29.64286,38.0,12,5.64662,31.0,31.840985,31.461688,32.360023,32.19,32.1304485,3.69231,21,TMUS
12-26-2013,29.64286,38.0,12,5.64662,31.0,32.7892275,31.980726,32.8890425,32.93,32.8690795,3.69231,21,TMUS
12-27-2013,29.64286,38.0,12,5.64662,31.0,32.859098,32.499863815,34.036915,33.31,33.2483765,3.69231,21,TMUS
12-30-2013,29.64286,38.0,12,5.64662,31.0,33.378136,32.9489315,33.517877,33.05,32.988857499999995,3.69231,21,TMUS
12-31-2013,29.64286,38.0,12,5.64662,31.0,33.1685245,33.038765,33.71251625,33.64,33.577766,3.69231,21,TMUS
01-02-2014,29.88095,38.0,12,5.84299,31.0,32.9688945,32.679431,33.417363295,33.37,33.3082655,3.69231,21,TMUS
01-03-2014,30.14286,38.0,12,5.87599,32.0,32.360023,31.840985,32.5097455,32.28,32.220282,3.69231,21,TMUS
01-06-2014,30.14286,38.0,12,5.87599,32.0,32.200319,31.960763000000004,33.457988,33.48,33.418062,3.65385,21,TMUS
01-07-2014,30.33333,38.0,12,6.02837,32.0,33.8273035,32.719357,33.857248,33.22,33.158543,3.65385,21,TMUS
01-08-2014,30.33333,38.0,12,6.02837,32.0,33.1685245,32.699394,33.6476365,33.25,33.1884875,3.65385,21,TMUS
01-09-2014,31.0,39.0,12,6.31137,33.0,33.438025,32.7892275,33.837285,33.03,32.9688945,3.65385,21,TMUS
01-10-2014,31.0,39.0,12,6.31137,33.0,32.839135,32.579616,33.038765,33.02,32.958913,3.65385,21,TMUS
01-13-2014,31.0,39.0,12,6.31137,33.0,32.998839000000004,32.4099305,33.16353375,32.49,32.4298935,3.65385,21,TMUS
01-14-2014,31.0,39.0,12,6.31137,33.0,32.599579,32.439875,32.9688945,32.94,32.879061,3.65385,21,TMUS
01-15-2014,31.0,39.0,12,6.31137,33.0,32.93895,32.4298935,33.138580000000005,32.53,32.4698195,3.65385,21,TMUS
01-16-2014,31.0,39.0,12,6.31137,33.0,32.439875,32.439875,32.958913,32.6,32.53969,3.65385,21,TMUS
01-17-2014,31.0,39.0,12,6.31137,33.0,33.457988,32.439875,33.497914,32.51,32.4498565,3.65385,21,TMUS
01-21-2014,31.14286,39.0,12,6.3885,33.5,32.9289685,32.3700045,33.208450500000005,33.17,33.1086355,3.65385,21,TMUS
01-22-2014,31.14286,39.0,12,6.3885,33.5,33.1884875,32.849116499999994,33.438025,33.44,33.378136,3.65385,21,TMUS
01-23-2014,31.14286,39.0,12,6.3885,33.5,33.078691,32.5496715,33.2284135,32.74,32.679431,3.65385,21,TMUS
01-24-2014,31.33333,39.0,12,6.29121,33.5,32.439875,31.3718545,32.519727,31.68,31.621392,3.65385,21,TMUS
01-27-2014,31.33333,39.0,12,6.29121,33.5,31.521577,30.9127055,32.1104855,31.82,31.761133,3.65385,21,TMUS
01-28-2014,31.33333,39.0,12,6.29121,33.5,31.74117,31.74117,32.397054364999995,32.31,32.250226500000004,3.65385,21,TMUS
01-29-2014,31.33333,39.0,12,6.29121,33.5,31.2321135,30.922687,31.7112255,31.05,30.9925575,3.65385,21,TMUS
01-30-2014,31.33333,39.0,12,6.29121,33.5,32.1104855,30.283871,32.1104855,30.73,30.6731495,3.65385,21,TMUS
01-31-2014,31.33333,39.0,12,6.29121,33.5,30.363723,29.844685,30.6332235,30.57,30.5134455,3.65385,21,TMUS
02-03-2014,31.38095,39.0,12,6.28472,33.5,30.3936675,29.34061925,30.7130755,29.53,29.4753695,3.65385,21,TMUS
02-04-2014,31.38095,39.0,12,6.28472,33.5,29.724907,29.006239,30.14413,30.13,30.0742595,3.65385,21,TMUS
02-05-2014,31.38095,39.0,12,6.28472,33.5,29.9145555,29.33063775,31.9408,31.75,31.6912625,3.65385,21,TMUS
02-06-2014,31.38095,39.0,12,6.28472,33.5,31.182206,29.1759245,31.282021,29.55,29.4953325,3.65385,21,TMUS
02-07-2014,31.38095,39.0,12,6.28472,33.5,29.6949625,29.6151105,30.503464,30.43,30.3737045,3.65385,21,TMUS
02-10-2014,31.85714,39.0,12,6.23764,34.0,30.243945,29.565203,30.403649,30.07,30.0143705,3.69231,21,TMUS
02-11-2014,31.85714,39.0,12,6.23764,34.0,30.1740745,30.024352,30.483501,30.31,30.2539265,3.69231,21,TMUS
02-12-2014,31.85714,39.0,12,6.23764,34.0,30.363723,30.2938525,30.723057,30.7,30.643205,3.69231,21,TMUS
02-13-2014,31.85714,39.0,12,6.23764,34.0,30.204019,30.004389,31.222132,30.89,30.8328535,3.69231,21,TMUS
02-14-2014,31.9,39.0,12,6.38866,34.0,30.8727795,30.643205,31.361873000000003,31.29,31.2321135,3.72,20,TMUS
02-18-2014,31.9,39.0,12,6.38866,34.0,31.3319285,30.9925575,31.461688,31.2,31.14228,3.72,20,TMUS
02-19-2014,31.9,39.0,12,6.38866,34.0,30.8727795,30.802909,31.681281,31.25,31.1921875,3.72,20,TMUS
02-20-2014,31.9,39.0,12,6.38866,34.0,31.14228,31.022502,31.601429,31.57,31.5115955,3.72,20,TMUS
02-21-2014,31.9,39.0,12,6.38866,34.0,31.8310035,31.481651,32.419912,32.03,31.9707445,3.72,20,TMUS
02-24-2014,31.85,39.0,12,6.35236,34.0,32.120467,31.222132,32.639505,32.31,32.250226500000004,3.72,20,TMUS
02-25-2014,32.05,39.0,12,6.32238,34.0,32.14043,30.0942225,32.639505,30.47,30.4136305,3.76,20,TMUS
02-26-2014,32.475,42.0,12,6.48937,34.5,30.4535565,29.904574,30.7729645,30.33,30.2738895,3.76,20,TMUS
02-27-2014,32.475,42.0,12,6.48937,34.5,30.4136305,30.3936675,31.0923725,30.9,30.842835,3.76,20,TMUS
02-28-2014,32.475,42.0,12,6.48937,34.5,30.7530015,30.124167,30.7530015,30.5,30.443575,3.76,20,TMUS
03-03-2014,32.475,42.0,12,6.48937,34.5,30.204019,29.9544815,30.443575,30.5,30.443575,3.76,20,TMUS
03-04-2014,32.475,42.0,12,6.48937,34.5,30.922687,30.7729645,31.781096,31.79,31.7311885,3.76,20,TMUS
