 Date,BAC Price Target,BAC Price Target - High,BAC Price Target - Low,BAC Price Target - StdDev,BAC Price Target - Median,BAC Open,BAC Low,BAC High,BAC Close,BAC Adj. Close,BAC Rating,BAC Price Target - #,Ticker
04-25-2013,13.02692,16.0,10.0,1.54261,13.0,10.537508363235,10.51199381514,10.66508110371,12.44,10.58003261006,3.41935,26,BAC
04-26-2013,13.02692,16.0,10.0,1.54261,13.0,10.49498411641,10.452459869585,10.597042308790002,12.42,10.56302291133,3.41935,26,BAC
04-29-2013,13.02692,16.0,10.0,1.54261,13.0,10.588537459425,10.520498664505,10.61405200752,12.38,10.52900351387,3.41935,26,BAC
04-30-2013,13.02692,16.0,10.0,1.54261,13.0,10.537508363235,10.3759162253,10.5460132126,12.31,10.469469568315,3.41935,26,BAC
05-01-2013,13.02692,16.0,10.0,1.54261,13.0,10.3759162253,10.27385803292,10.435450170855,12.14,10.32488712911,3.41935,26,BAC
05-02-2013,13.02692,16.0,10.0,1.54261,13.0,10.350401677205,10.248343484825,10.384421074665,12.19,10.367411375935,3.41935,26,BAC
05-03-2013,13.00769,16.0,10.0,1.52086,13.0,10.51199381514,10.3801686499825,10.554518061965,12.24,10.40993562276,3.41935,26,BAC
05-06-2013,13.00769,16.0,10.0,1.52086,13.0,10.537508363235,10.51199381514,10.962750831485,12.88,10.954245982120002,3.41935,26,BAC
05-07-2013,13.08462,16.0,10.0,1.5927,13.0,10.98826537958,10.85218778974,11.149857517515,12.9,10.97125568085,3.41935,26,BAC
05-08-2013,13.08462,16.0,10.0,1.5927,13.0,10.928731434025,10.92022658466,11.20939146307,13.02,11.07331387323,3.41935,26,BAC
05-09-2013,13.16154,16.0,10.0,1.68091,13.0,11.098828421325,10.945741132755,11.10733327069,12.91,10.979760530215,3.41935,26,BAC
05-10-2013,13.16154,16.0,10.0,1.68091,13.0,11.00527507831,10.962750831485,11.09032357196,13.02,11.07331387323,3.41935,26,BAC
05-13-2013,13.16154,16.0,10.0,1.68091,13.0,11.03929447577,11.013779927675,11.14135266815,12.98,11.03929447577,3.41935,26,BAC
05-14-2013,13.16154,16.0,10.0,1.68091,13.0,11.09032357196,11.07331387323,11.36247875164,13.34,11.34546905291,3.41935,26,BAC
05-15-2013,13.23846,16.0,10.0,1.62506,13.0,11.302944806085,11.302944806085,11.524070889575,13.44,11.43051754656,3.41935,26,BAC
05-16-2013,13.23846,16.0,10.0,1.62506,13.0,11.405002998465,11.32845935418,11.524070889575,13.36,11.36247875164,3.41935,26,BAC
05-17-2013,13.23846,16.0,10.0,1.62506,13.0,11.48154664275,11.387993299735,11.49855634148,13.43,11.422012697195,3.41935,26,BAC
05-20-2013,13.23846,16.0,10.0,1.62506,13.0,11.387993299735,11.387993299735,11.5665951364,13.51,11.490051492115,3.3871,26,BAC
05-21-2013,13.23846,16.0,10.0,1.62506,13.0,11.5028087661625,11.36247875164,11.53257573894,13.44,11.43051754656,3.3871,26,BAC
05-22-2013,13.23846,16.0,10.0,1.62506,13.0,11.4687893687025,11.200886613705,11.677158178145,13.31,11.319954504815,3.3871,26,BAC
05-23-2013,13.27692,16.0,10.0,1.66579,13.0,10.996770228945,10.90321688593,11.41350784783,13.21,11.234906011165,3.3871,26,BAC
05-24-2013,13.35385,16.0,10.0,1.68574,13.25,11.200886613705,11.15836236688,11.27743025799,13.24,11.26042055926,3.3871,26,BAC
05-28-2013,13.35385,16.0,10.0,1.68574,13.25,11.473041793385,11.319954504815,11.490051492115,13.35,11.353973902275,3.3871,26,BAC
05-29-2013,13.35385,16.0,10.0,1.68574,13.25,11.319954504815,11.285935107355,11.5283233142575,13.48,11.46453694402,3.3871,26,BAC
05-30-2013,13.39231,16.0,10.0,1.68863,13.5,11.48154664275,11.422012697195,11.847255165445,13.83,11.762206671795,3.3871,26,BAC
05-31-2013,13.39231,16.0,10.0,1.68863,13.5,11.830245466715,11.61124559556625,11.898284261635,13.66,11.61762423259,3.3871,26,BAC
06-03-2013,13.39231,16.0,10.0,1.68863,13.5,11.643138780685,11.234906011165,11.677158178145,13.55,11.524070889575,3.3871,26,BAC
06-04-2013,13.39231,16.0,10.0,1.68863,13.5,11.490051492115,11.319954504815,11.626129081955,13.36,11.36247875164,3.3871,26,BAC
06-05-2013,13.43077,16.0,10.0,1.69065,13.5,11.3071558218115,11.039052390583,11.447590952455,13.09,11.141187031051,3.3871,26,BAC
06-06-2013,13.43077,16.0,10.0,1.69065,13.5,11.1284202009925,10.936917750115,11.268855331636,13.2,11.23481045148,3.3871,26,BAC
06-07-2013,13.37778,16.0,10.0,1.6809,13.5,11.345456311987,11.192254351285,11.396523632221,13.38,11.388012412182,3.3125,27,BAC
06-10-2013,13.37778,16.0,10.0,1.6809,13.5,11.481635832611,11.285877771714,11.532703152845,13.3,11.319922651870002,3.3125,27,BAC
06-11-2013,13.37778,16.0,10.0,1.6809,13.5,11.158209471129,11.124164590973,11.302900211792,13.12,11.166720691168,3.3125,27,BAC
06-12-2013,13.44444,16.5,10.0,1.76558,13.5,11.268855331636,11.039052390583,11.277366551675,13.06,11.115653370934002,3.3125,27,BAC
06-13-2013,13.44444,16.5,10.0,1.76558,13.5,11.0645860507,11.039052390583,11.285877771714,13.21,11.243321671519,3.3125,27,BAC
06-14-2013,13.44444,16.5,10.0,1.76558,13.5,11.260344111597,11.090119710817,11.268855331636,13.07,11.124164590973,3.3125,27,BAC
06-17-2013,13.44444,16.5,10.0,1.76558,13.5,11.209276791363,11.175231911207002,11.28732467912063,13.21,11.243321671519,3.3125,27,BAC
06-18-2013,13.44444,16.5,10.0,1.76558,13.5,11.2475772815385,11.23481045148,11.353967532026,13.27,11.294388991753,3.3125,27,BAC
06-19-2013,13.44444,16.5,10.0,1.76558,13.5,11.3071558218115,11.209276791363,11.40503485226,13.19,11.226299231441,3.3125,27,BAC
06-20-2013,13.44444,16.5,10.0,1.76558,13.5,11.132675811012,10.89436164992,11.183743131246,12.89,10.970962630271002,3.3125,27,BAC
06-21-2013,13.44444,16.5,10.0,1.76558,13.5,11.056074830661,10.545401628321,11.0645860507,12.69,10.800738229491,3.3125,27,BAC
06-24-2013,13.44444,16.5,10.0,1.76558,13.5,10.55391284836,10.324109907307,10.596468948555,12.3,10.46880064797,3.3125,27,BAC
06-25-2013,13.44444,16.5,10.0,1.76558,13.5,10.732648469179,10.57910605967544,10.868827989803,12.67,10.783715789413,3.3125,27,BAC
06-26-2013,13.44444,16.5,10.0,1.76558,13.5,10.928406530076,10.792227009452,10.939726452727871,12.76,10.860316769764,3.3125,27,BAC
06-27-2013,13.44444,16.5,10.0,1.76558,13.5,10.928406530076,10.877339209842,11.090119710817,13.01,11.073097270739,3.3125,27,BAC
06-28-2013,13.44444,16.5,10.0,1.76558,13.5,11.039052390583,10.928406530076,11.0645860507,12.86,10.945428970154,3.3125,27,BAC
07-01-2013,13.44444,16.5,10.0,1.76558,13.5,11.022029950505,10.996496290388,11.14969825109,12.93,11.005007510427,3.3125,27,BAC
07-02-2013,13.51852,16.5,10.0,1.74527,13.5,11.022029950505,10.89436164992,11.14969825109,12.9,10.97947385031,3.3125,27,BAC
07-03-2013,13.51852,16.5,10.0,1.74527,13.5,10.911384089998,10.834783109647,10.928406530076,12.83,10.919895310037,3.3125,27,BAC
07-05-2013,13.51852,16.5,10.0,1.74527,13.5,11.056074830661,10.987985070349,11.132675811012,13.06,11.115653370934002,3.3125,27,BAC
07-08-2013,13.51852,16.5,10.0,1.74527,13.5,11.158209471129,11.132675811012,11.379501192143,13.28,11.302900211792,3.3125,27,BAC
07-09-2013,13.57407,16.5,10.0,1.71973,13.5,11.379501192143,11.277366551675,11.515680712767,13.53,11.515680712767,3.3125,27,BAC
07-10-2013,13.61111,16.5,10.0,1.72848,14.0,11.498658272689,11.328433871909,11.515680712767,13.37,11.379501192143,3.3125,27,BAC
07-11-2013,13.61111,16.5,10.0,1.72848,14.0,11.524191932806,11.345456311987,11.558236812962,13.51,11.498658272689,3.3125,27,BAC
07-12-2013,13.61111,16.5,10.0,1.72848,14.0,11.524191932806,11.464613392533002,11.74548365382,13.78,11.728461213742,3.3125,27,BAC
07-15-2013,13.51786,16.5,10.0,1.80516,13.75,11.856129514327,11.711438773664,11.864640734366,13.88,11.813573414132,3.24242,28,BAC
07-16-2013,13.51786,16.5,10.0,1.80516,13.75,11.856129514327,11.719949993703,11.932730494678,13.92,11.847618294288,3.24242,28,BAC
07-17-2013,13.625,16.5,10.0,1.78598,14.0,11.9625197648145,11.949752934756,12.290201736316,14.31,12.179555875809,3.24242,28,BAC
07-18-2013,14.23214,17.0,10.0,1.87313,14.25,12.25615685616,12.25615685616,12.639161757915,14.76,12.562560777564,3.24242,28,BAC
07-19-2013,14.41786,17.0,10.0,1.92633,15.0,12.562560777564,12.42638125694,12.562560777564,14.75,12.554049557525,3.24242,28,BAC
07-22-2013,14.58148,17.0,10.0,1.76027,15.0,12.545538337486,12.468937357135,12.758318838461,14.92,12.698740298188,3.3125,27,BAC
07-23-2013,14.58148,17.0,10.0,1.76027,15.0,12.749807618422,12.647672977954,12.792363718617,14.94,12.715762738266,3.3125,27,BAC
07-24-2013,14.65556,17.0,10.0,1.73405,15.0,12.7668300585,12.494471017252,12.7668300585,14.71,12.520004677369002,3.3125,27,BAC
07-25-2013,14.84074,20.0,10.0,1.98797,15.0,12.443403697018,12.375313936706,12.639161757915,14.83,12.622139317837,3.3125,27,BAC
07-26-2013,14.84074,20.0,10.0,1.98797,15.0,12.51149345733,12.443403697018,12.562560777564,14.73,12.537027117447002,3.3125,27,BAC
07-29-2013,14.8963,20.0,10.0,2.02621,15.0,12.468937357135,12.298712956355,12.51149345733,14.52,12.358291496628,3.3125,27,BAC
07-30-2013,14.8963,20.0,10.0,2.02621,15.0,12.409358816862,12.307224176394,12.451914917057,14.52,12.358291496628,3.3125,27,BAC
07-31-2013,14.8963,20.0,10.0,2.02621,15.0,12.409358816862,12.400847596823,12.639161757915,14.6,12.42638125694,3.3125,27,BAC
08-01-2013,14.8963,20.0,10.0,2.02621,15.0,12.6349061478955,12.613628097798,12.741296398383,14.95,12.724273958305,3.3125,27,BAC
08-02-2013,14.8963,20.0,10.0,2.02621,15.0,12.664695418032002,12.579583217642,12.690229078149,14.84,12.630650537876,3.3125,27,BAC
08-05-2013,14.8963,20.0,10.0,2.02621,15.0,12.571071997603,12.51149345733,12.630650537876,14.8,12.59660565772,3.3125,27,BAC
08-06-2013,14.8963,20.0,10.0,2.02621,15.0,12.545538337486,12.451914917057,12.562560777564,14.64,12.460426137096,3.3125,27,BAC
08-07-2013,14.8963,20.0,10.0,2.02621,15.0,12.281690516277,12.128488555575,12.400847596823,14.53,12.366802716667,3.3125,27,BAC
08-08-2013,14.8963,20.0,10.0,2.02621,15.0,12.4902154072325,12.290201736316,12.51149345733,14.61,12.434892476979,3.3125,27,BAC
08-09-2013,14.8963,20.0,10.0,2.02621,15.0,12.392336376784002,12.25615685616,12.434892476979,14.45,12.298712956355,3.3125,27,BAC
08-12-2013,14.8963,20.0,10.0,2.02621,15.0,12.2178563659845,12.188067095848,12.315735396433,14.41,12.264668076199,3.3125,27,BAC
08-13-2013,14.8963,20.0,10.0,2.02621,15.0,12.315735396433,12.196578315887,12.443403697018,14.51,12.349780276589,3.3125,27,BAC
08-14-2013,14.8963,20.0,10.0,2.02621,15.0,12.383825156745,12.375313936706,12.554049557525,14.6,12.42638125694,3.3125,27,BAC
08-15-2013,14.8963,20.0,10.0,2.02621,15.0,12.307224176394,12.179555875809,12.315735396433,14.32,12.188067095848,3.3125,27,BAC
08-16-2013,14.8963,20.0,10.0,2.02621,15.0,12.162533435731,12.094443675419,12.315735396433,14.42,12.273179296238,3.3125,27,BAC
08-19-2013,14.8963,20.0,10.0,2.02621,15.0,12.230623196043,12.026353915107002,12.239134416082,14.15,12.043376355185,3.3125,27,BAC
08-20-2013,14.8963,20.0,10.0,2.02621,15.0,12.068910015302,11.898685614522002,12.239134416082,14.29,12.162533435731,3.3125,27,BAC
08-21-2013,14.93333,20.0,10.0,2.00019,15.0,12.136999775614,12.08593245538,12.324246616472,14.34,12.205089535926,3.3125,27,BAC
08-22-2013,14.93333,20.0,10.0,2.00019,15.0,12.315735396433,12.25615685616,12.42638125694,14.57,12.400847596823,3.3125,27,BAC
08-23-2013,15.04615,20.0,10.0,1.95216,15.0,12.417870036901,12.349780276589,12.502982237291,14.57,12.400847596823,3.32258,26,BAC
08-26-2013,15.04615,20.0,10.0,1.95216,15.0,12.366802716667,12.332757836511,12.51149345733,14.49,12.332757836511,3.32258,26,BAC
08-27-2013,15.04615,20.0,10.0,1.95216,15.0,12.136999775614,12.00082025499,12.264668076199,14.11,12.009331475029,3.32258,26,BAC
08-28-2013,15.04615,20.0,10.0,1.95216,15.0,11.975286594873,11.907196834561,12.128488555575,14.12,12.017842695068,3.32258,26,BAC
08-29-2013,15.04615,20.0,10.0,1.95216,15.0,12.034865135146,12.017842695068,12.17104465577,14.17,12.060398795263,3.32258,26,BAC
08-30-2013,15.04615,20.0,10.0,1.95216,15.0,12.111466115497,11.975286594873,12.128488555575,14.12,12.017842695068,3.32258,26,BAC
09-03-2013,15.04615,20.0,10.0,1.95216,15.0,12.17104465577,12.068910015302,12.239134416082,14.25,12.128488555575,3.32258,26,BAC
09-04-2013,15.04615,20.0,10.0,1.95216,15.0,12.1071955625085,12.0986783654895,12.26476370736,14.32,12.196626131208,3.32258,26,BAC
09-05-2013,15.04615,20.0,10.0,1.95216,15.0,12.273280904379,12.230694919284,12.392521662645,14.37,12.239212116303,3.32258,26,BAC
09-06-2013,15.04615,20.0,10.0,1.95216,15.0,12.324384086493,12.154040146113,12.34993567755,14.36,12.230694919284,3.32258,26,BAC
09-09-2013,15.04615,20.0,10.0,1.95216,15.0,12.273280904379,12.239212116303,12.341418480531,14.48,12.332901283512,3.32258,26,BAC
09-10-2013,15.04615,20.0,10.0,1.95216,15.0,12.366970071588,12.366970071588,12.511762420911,14.61,12.443624844759,3.32258,26,BAC
09-11-2013,15.04615,20.0,10.0,1.95216,15.0,12.401038859664,12.366970071588,12.503245223892,14.65,12.477693632835,3.32258,26,BAC
09-12-2013,15.04615,20.0,10.0,1.95216,15.0,12.477693632835,12.315866889474002,12.503245223892,14.48,12.332901283512,3.32258,26,BAC
09-13-2013,15.04615,20.0,10.0,1.95216,15.0,12.315866889474002,12.307349692455,12.392521662645,14.49,12.341418480531,3.32258,26,BAC
09-16-2013,15.04615,20.0,10.0,1.95216,15.0,12.443624844759,12.375487268607,12.503245223892,14.53,12.375487268607,3.32258,26,BAC
09-17-2013,15.04615,20.0,10.0,1.95216,15.0,12.375487268607,12.26476370736,12.452142041778,14.55,12.392521662645,3.32258,26,BAC
09-18-2013,15.06538,20.0,10.0,1.95899,15.0,12.375487268607,12.341418480531,12.622485982158,14.715,12.5330554134585,3.32258,26,BAC
09-19-2013,15.13704,20.0,10.0,1.95678,15.0,12.60545158812,12.418073253702,12.631003179177,14.61,12.443624844759,3.375,27,BAC
09-20-2013,15.13704,20.0,10.0,1.95678,15.0,12.4819522313445,12.298832495436,12.486210829854,14.44,12.298832495436,3.375,27,BAC
09-23-2013,15.13704,20.0,10.0,1.95678,15.0,12.188108934189,12.000730599771,12.2008847297175,14.14,12.043316584866,3.375,27,BAC
09-24-2013,15.13704,20.0,10.0,1.95678,15.0,12.077385372942,11.932593023619,12.137005752075,14.09,12.000730599771,3.375,27,BAC
09-25-2013,15.13704,20.0,10.0,1.95678,15.0,12.026282190828,11.949627417657,12.128488555056,14.14,12.043316584866,3.375,27,BAC
09-26-2013,15.17407,20.0,10.0,1.95384,15.5,12.085902569961,11.907041432562,12.111454161018,14.08,11.992213402752,3.375,27,BAC
09-27-2013,15.13704,20.0,10.0,1.92818,15.5,11.915558629581,11.821869462372002,11.949627417657,13.9,11.83890385641,3.3125,27,BAC
09-30-2013,15.13704,20.0,10.0,1.92818,15.5,11.6557841205015,11.58338794584,11.864455447467,13.8,11.75373188622,3.3125,27,BAC
10-01-2013,15.13704,20.0,10.0,1.92818,15.5,11.796317871315,11.762249083239,11.855938250448,13.9,11.83890385641,3.3125,27,BAC
10-02-2013,15.19259,20.0,10.0,1.94497,15.5,11.762249083239,11.745214689201,12.00924779679,14.06,11.975179008714,3.32258,27,BAC
10-03-2013,14.96,20.0,8.68,2.2602,15.5,11.983696205733,11.779283477277,12.00924779679,14.0,11.9240758266,3.28125,28,BAC
10-04-2013,14.96,20.0,8.68,2.2602,15.5,11.941110220638,11.890007038524,11.992213402752,14.05,11.966661811695,3.28125,28,BAC
10-07-2013,14.99586,20.0,8.68,2.22898,15.5,11.847421053429,11.75373188622,11.881489841505,13.81,11.762249083239,3.30303,29,BAC
10-08-2013,14.99586,20.0,8.68,2.22898,15.5,11.779283477277,11.651525521992,11.83890385641,13.69,11.660042719011,3.30303,29,BAC
10-09-2013,14.99586,20.0,8.68,2.22898,15.5,11.685594310068002,11.660042719011,11.864455447467,13.84,11.787800674296,3.30303,29,BAC
10-10-2013,14.99586,20.0,8.68,2.22898,15.5,11.949627417657,11.932593023619,12.137005752075,14.23,12.119971358037,3.30303,29,BAC
10-11-2013,14.99586,20.0,8.68,2.22898,15.5,12.128488555056,12.017764993809,12.162557343132,14.19,12.085902569961,3.30303,29,BAC
10-14-2013,14.99586,20.0,8.68,2.22898,15.5,11.975179008714,11.966661811695,12.256246510341,14.35,12.222177722265,3.30303,29,BAC
10-15-2013,14.99586,20.0,8.68,2.22898,15.5,12.256246510341,12.102936963999,12.290315298417,14.24,12.128488555056,3.30303,29,BAC
10-16-2013,14.99586,20.0,8.68,2.20565,15.5,12.196626131208,12.1923675326985,12.443624844759,14.56,12.401038859664,3.30303,29,BAC
10-17-2013,15.13379,20.0,8.68,2.18981,16.0,12.3030910939455,12.273280904379,12.486210829854,14.66,12.486210829854,3.27273,29,BAC
10-18-2013,15.13379,20.0,8.68,2.18981,16.0,12.503245223892,12.375487268607,12.537314011968,14.63,12.460659238797,3.27273,29,BAC
10-21-2013,15.13379,20.0,8.68,2.18981,16.0,12.375487268607,12.324384086493,12.426590450721,14.52,12.366970071588,3.27273,29,BAC
10-22-2013,15.13379,20.0,8.68,2.18981,16.0,12.392521662645,12.307349692455,12.460659238797,14.52,12.366970071588,3.27273,29,BAC
10-23-2013,15.13379,20.0,8.68,2.18981,16.0,12.307349692455,12.068868175923,12.332901283512,14.21,12.102936963999,3.27273,29,BAC
10-24-2013,15.13379,20.0,8.68,2.18981,16.0,12.026282190828,11.983696205733,12.09441976698,14.17,12.068868175923,3.27273,29,BAC
10-25-2013,15.13379,20.0,8.68,2.18981,16.0,12.051833781885,12.043316584866,12.154040146113,14.26,12.145522949094,3.27273,29,BAC
10-28-2013,15.13379,20.0,8.68,2.18981,16.0,12.171074540151,12.102936963999,12.196626131208,14.23,12.119971358037,3.27273,29,BAC
10-29-2013,15.19586,20.0,8.68,2.0654,16.0,12.145522949094,11.975179008714,12.171074540151,14.15,12.051833781885,3.27273,29,BAC
10-30-2013,15.19586,20.0,8.68,2.0654,16.0,12.085902569961,12.051833781885,12.171074540151,14.17,12.068868175923,3.27273,29,BAC
10-31-2013,15.18207,20.0,8.68,2.06131,15.6,12.0390579863565,11.890007038524,12.060350978904,13.97,11.898524235543,3.27273,29,BAC
11-01-2013,15.18207,20.0,8.68,2.06131,15.6,11.9198172280905,11.890007038524,12.00924779679,14.02,11.941110220638,3.27273,29,BAC
11-04-2013,15.18207,20.0,8.68,2.06131,15.6,12.000730599771,11.9240758266,12.026282190828,14.04,11.958144614676,3.27273,29,BAC
