 Date,BAC Price Target,BAC Price Target - High,BAC Price Target - Low,BAC Price Target - StdDev,BAC Price Target - Median,BAC Open,BAC Low,BAC High,BAC Close,BAC Adj. Close,BAC Rating,BAC Price Target - #,Ticker
09-22-2015,19.21429,21.0,16.0,1.49659,20.0,13.422209240643,13.387548919815,13.500194962506,15.57,13.491529882299,4.15625,28,BAC
09-23-2015,19.21429,21.0,16.0,1.49659,20.0,13.51752512292,13.500194962506,13.734152128095,15.72,13.621506085404,4.15625,28,BAC
09-24-2015,19.21429,21.0,16.0,1.49659,20.0,13.4612021015745,13.34422351878,13.534855283333998,15.55,13.474199721885,4.15625,28,BAC
09-25-2015,19.21429,21.0,16.0,1.49659,20.0,13.760147368716,13.699491807267,13.881458491614,15.89,13.768812448923,4.15625,28,BAC
09-28-2015,19.21429,21.0,16.0,1.49659,20.0,13.682161646853,13.326893358366,13.708156887474,15.47,13.404879080229,4.15625,28,BAC
09-29-2015,19.21429,21.0,16.0,1.49659,20.0,13.43087432085,13.214247315675,13.456869561471,15.35,13.300898117745,4.15625,28,BAC
09-30-2015,19.21429,21.0,16.0,1.49659,20.0,13.474199721885,13.274902877124,13.51752512292,15.58,13.500194962506,4.15625,28,BAC
10-01-2015,19.16071,21.0,16.0,1.49436,20.0,13.448204481264,13.309563197952,13.552185443748,15.55,13.474199721885,4.15625,28,BAC
10-02-2015,19.125,21.0,16.0,1.4858,20.0,13.066940952156,12.677012342841,13.326893358366,15.38,13.326893358366,4.15625,28,BAC
10-05-2015,19.05357,21.0,16.0,1.53727,20.0,13.387548919815,13.378883839608,13.682161646853,15.69,13.595510844783,4.15625,28,BAC
10-06-2015,18.98214,21.0,16.0,1.49094,19.5,13.586845764576,13.491529882299,13.708156887474,15.69,13.595510844783,4.15625,28,BAC
10-07-2015,18.875,21.0,16.0,1.44929,19.0,13.673496566646,13.491529882299,13.803472769751,15.75,13.647501326025,4.15625,28,BAC
10-08-2015,18.875,21.0,16.0,1.44929,19.0,13.621506085404,13.439539401057,13.673496566646,15.75,13.647501326025,4.15625,28,BAC
10-09-2015,18.85714,21.0,16.0,1.46298,19.0,13.647501326025,13.43087432085,13.708156887474,15.58,13.500194962506,4.15625,28,BAC
10-12-2015,18.85714,21.0,16.0,1.46298,19.0,13.51752512292,13.370218759401,13.534855283333998,15.52,13.448204481264,4.15625,28,BAC
10-13-2015,18.85714,21.0,16.0,1.46298,19.0,13.387548919815,13.34422351878,13.508860042713,15.52,13.448204481264,4.15625,28,BAC
10-14-2015,18.89286,21.0,16.0,1.4038,19.0,13.664831486439,13.474199721885,13.794807689544,15.64,13.552185443748,4.15625,28,BAC
10-15-2015,18.85714,21.0,16.0,1.33535,19.0,13.699491807267,13.621506085404,14.106750576996,16.19,14.028764855133002,4.15625,28,BAC
10-16-2015,18.78571,21.0,16.0,1.32577,19.0,14.1110831170995,13.890123571821,14.115415657202998,16.12,13.968109293684,4.15625,28,BAC
10-19-2015,18.78571,21.0,16.0,1.32577,19.0,13.8641283312,13.846798170786,14.046095015547,16.14,13.985439454098,4.15625,28,BAC
10-20-2015,18.78571,21.0,16.0,1.32577,19.0,14.002769614512,13.950779133270002,14.115415657202998,16.2,14.03742993534,4.15625,28,BAC
10-21-2015,18.78571,21.0,16.0,1.32577,19.0,14.089420416582,13.77747752913,14.115415657202998,15.9,13.77747752913,4.15625,28,BAC
10-22-2015,18.78571,21.0,16.0,1.32577,19.0,13.8641283312,13.8597957910965,14.03742993534,16.16,14.002769614512,4.15625,28,BAC
10-23-2015,18.78571,21.0,16.0,1.32577,19.0,14.115415657202998,14.080755336375,14.340707742585,16.52,14.314712501964,4.15625,28,BAC
10-26-2015,18.78571,21.0,16.0,1.32577,19.0,14.314712501964,14.158741058238,14.340707742585,16.51,14.306047421757,4.15625,28,BAC
10-27-2015,18.75,20.0,16.0,1.27825,19.0,14.21073153948,14.12408073741,14.271387100929,16.4,14.21073153948,4.15625,28,BAC
10-28-2015,18.75,20.0,16.0,1.27825,19.0,14.254056940515,14.2497244004115,14.999253838317,17.28,14.973258597696,4.15625,28,BAC
10-29-2015,18.75,20.0,16.0,1.27825,19.0,14.869277635212,14.704641111279,15.111899881008002,17.09,14.808622073763,4.15625,28,BAC
10-30-2015,18.75,20.0,16.0,1.27825,19.0,14.886607795626,14.522674426932,14.886607795626,16.78,14.540004587346,4.15625,28,BAC
11-02-2015,18.75,20.0,16.0,1.27825,19.0,14.64398554983,14.617990309209,14.851947474798,17.06,14.782626833142,4.15625,28,BAC
11-03-2015,18.75,20.0,16.0,1.27825,19.0,14.739301432107002,14.721971271693,14.955928437282,17.18,14.886607795626,4.15625,28,BAC
11-04-2015,18.75,20.0,16.0,1.27825,19.0,14.99058875811,14.695976031072,14.999253838317,17.01,14.739301432107002,4.15625,28,BAC
11-05-2015,18.75,20.0,16.0,1.27825,19.0,14.756631592521002,14.756631592521002,15.051244319559,17.31,14.999253838317,4.15625,28,BAC
11-06-2015,18.75,20.0,16.0,1.27825,19.0,15.458503089288,15.389182447632,15.675130094463,17.95,15.553818971565,4.15625,28,BAC
11-09-2015,18.75,20.0,16.0,1.27825,19.0,15.623139613221,15.215880843491998,15.666465014255998,17.68,15.319861805976,4.15625,28,BAC
11-10-2015,18.75,20.0,16.0,1.27825,19.0,15.276536404940998,15.215880843491998,15.545153891358002,17.85,15.467168169495,4.15625,28,BAC
11-11-2015,18.75,20.0,16.0,1.27825,19.0,15.588479292392998,15.319861805976,15.588479292392998,17.75,15.380517367425,4.15625,28,BAC
11-12-2015,18.75,20.0,16.0,1.27825,19.0,15.233211003905998,15.033914159145,15.276536404940998,17.37,15.051244319559,4.15625,28,BAC
11-13-2015,18.75,20.0,16.0,1.27825,19.0,14.843282394590998,14.808622073763,14.999253838317,17.2,14.90393795604,4.15625,28,BAC
11-16-2015,18.75,20.0,16.0,1.27825,19.0,14.843282394590998,14.739301432107002,15.129230041422,17.43,15.103234800801,4.15625,28,BAC
11-17-2015,18.80357,20.0,16.0,1.23447,19.0,15.16389036225,15.025249078938,15.25054116432,17.42,15.094569720594002,4.125,28,BAC
11-18-2015,18.80357,20.0,16.0,1.23447,19.0,15.103234800801,15.103234800801,15.484498329909,17.84,15.458503089288,4.125,28,BAC
11-19-2015,18.875,20.0,16.0,1.24373,19.0,15.406512608046,15.267871324734,15.467168169495,17.69,15.328526886183,4.125,28,BAC
11-20-2015,18.875,20.0,16.0,1.24373,19.0,15.432507848667,15.241876084113,15.45209092993482,17.65,15.293866565354998,4.125,28,BAC
11-23-2015,18.875,20.0,16.0,1.24373,19.0,15.267871324734,15.129230041422,15.363187207011,17.47,15.137895121629,4.125,28,BAC
11-24-2015,18.875,20.0,16.0,1.24373,19.0,14.955928437282,14.947263357075,15.224545923699,17.47,15.137895121629,4.125,28,BAC
11-25-2015,18.875,20.0,16.0,1.24373,19.0,15.172555442457002,15.085904640387,15.224545923699,17.44,15.111899881008002,4.125,28,BAC
11-27-2015,18.875,20.0,16.0,1.24373,19.0,15.129230041422,15.016583998731,15.16389036225,17.48,15.146560201836,4.125,28,BAC
11-30-2015,18.875,20.0,16.0,1.24373,19.0,15.146560201836,15.094569720594002,15.233211003905998,17.43,15.103234800801,4.125,28,BAC
12-01-2015,18.875,20.0,16.0,1.24373,19.0,15.181220522664,15.146560201836,15.432507848667,17.81,15.432507848667,4.125,28,BAC
12-02-2015,18.875,20.0,16.0,1.24373,19.0,15.53678155032,15.2500288707,15.54547102546,17.62,15.310855196680002,4.125,28,BAC
12-03-2015,18.875,20.0,16.0,1.24373,19.0,15.36299204752,14.9893446165,15.43685258621,17.3,15.032791992200002,4.125,28,BAC
12-04-2015,18.875,20.0,16.0,1.24373,19.0,15.154444644160002,15.10230779332,15.49333417462,17.8,15.4672657492,4.125,28,BAC
12-07-2015,18.875,20.0,16.0,1.24373,19.0,15.45857627406,15.154444644160002,15.4672657492,17.54,15.24133939556,4.125,28,BAC
12-08-2015,18.875,20.0,16.0,1.24373,19.0,15.11099726846,14.88507091482,15.170954646926,17.19,14.937207765660002,4.125,28,BAC
12-09-2015,18.875,20.0,16.0,1.24373,19.0,14.86769196454,14.659144561180002,15.10230779332,17.1,14.859002489400002,4.125,28,BAC
12-10-2015,18.875,20.0,16.0,1.24373,19.0,14.9024498651,14.737349837440002,15.12837621874,17.2,14.9458972408,4.125,28,BAC
12-11-2015,18.875,20.0,16.0,1.24373,19.0,14.74603931258,14.45928663296,14.82424458884,16.73,14.537491909220002,4.125,28,BAC
12-14-2015,18.875,20.0,16.0,1.24373,19.0,14.563560334640002,14.333289243430002,14.67652351146,16.8,14.5983182352,4.125,28,BAC
12-15-2015,18.875,20.0,16.0,1.24373,19.0,14.78948668828,14.763418262859998,15.19789201986,17.42,15.137065693880002,4.125,28,BAC
12-16-2015,18.875,20.0,16.0,1.24373,19.0,15.3369236221,14.97196566622,15.44988679892,17.75,15.4238183735,4.125,28,BAC
12-17-2015,18.91071,20.0,16.0,1.26105,19.0,15.4672657492,15.032791992200002,15.49333417462,17.3,15.032791992200002,4.125,28,BAC
12-18-2015,18.91071,20.0,16.0,1.26105,19.0,14.937207765660002,14.563560334640002,15.00237882921,16.76,14.563560334640002,4.125,28,BAC
12-21-2015,18.91071,20.0,16.0,1.26105,19.0,14.75472878772,14.57224980978,14.7980892686686,16.97,14.74603931258,4.125,28,BAC
12-22-2015,18.91071,20.0,16.0,1.26105,19.0,14.8155551137,14.641765610900002,14.86769196454,17.08,14.84162353912,4.125,28,BAC
12-23-2015,18.91071,20.0,16.0,1.26105,19.0,14.91113934024,14.85465775183,15.06754989276,17.34,15.06754989276,4.125,28,BAC
12-24-2015,18.91071,20.0,16.0,1.26105,19.0,15.05017094248,14.96327619108,15.10230779332,17.27,15.00672356678,4.125,28,BAC
12-28-2015,18.91071,20.0,16.0,1.26105,19.0,14.96327619108,14.75472878772,14.97196566622,17.13,14.88507091482,4.125,28,BAC
12-29-2015,18.91071,20.0,16.0,1.26105,19.0,14.9893446165,14.91113934024,15.0762393679,17.28,15.015413041920002,4.125,28,BAC
12-30-2015,18.91071,20.0,16.0,1.26105,19.0,14.9458972408,14.80686563856,14.98065514136,17.05,14.8155551137,4.125,28,BAC
12-31-2015,18.91071,20.0,16.0,1.26105,19.0,14.78079721314,14.62438666062,14.832934063980002,16.83,14.62438666062,4.125,28,BAC
01-04-2016,19.0,20.0,16.0,1.26067,19.5,14.2941866053,14.1203971025,14.32894450586,16.43,14.27680765502,4.125,28,BAC
01-05-2016,19.0,20.0,16.0,1.26067,19.5,14.35501293128,14.10301815222,14.41583925726,16.43,14.27680765502,4.125,28,BAC
01-06-2016,19.0,20.0,16.0,1.26067,19.5,14.068260251660002,13.92053917428,14.15515500306,16.08,13.972676025119998,4.125,28,BAC
01-07-2016,19.0,20.0,16.0,1.26067,19.5,13.66854439522,13.41654961616,13.8162654726,15.5,13.468686467,4.125,28,BAC
01-08-2016,19.0,20.0,16.0,1.26067,19.5,13.85102337316,13.17324431224,13.85102337316,15.2,13.2080022128,4.125,28,BAC
01-11-2016,18.91071,20.0,16.0,1.29597,19.0,13.26013906364,12.98207585916,13.35572329018,15.31,13.30358643934,4.15625,28,BAC
01-12-2016,18.91071,20.0,16.0,1.29597,19.0,13.50344436756,13.08634956084,13.53820226812,15.31,13.30358643934,4.15625,28,BAC
01-13-2016,18.91071,20.0,16.0,1.29597,19.0,13.44261804158,12.9038705829,13.48606541728,14.9,12.9473179586,4.15625,28,BAC
01-14-2016,18.91071,20.0,16.0,1.29597,19.0,13.04290218514,12.730081080100002,13.2080022128,14.99,13.02552323486,4.15625,28,BAC
01-15-2016,18.91071,20.0,16.0,1.29597,19.0,12.52153367674,12.27822837282,12.73877055524,14.46,12.564981052440002,4.15625,28,BAC
01-19-2016,18.82143,20.0,16.0,1.30394,19.0,12.76483898066,12.17395467114,12.85173373206,14.24,12.37381259936,4.15625,28,BAC
01-20-2016,18.48214,20.0,15.0,1.31259,18.75,11.98278621806,11.53093351078,12.165265196,13.69,11.89589146666,4.21875,28,BAC
01-21-2016,18.48214,20.0,15.0,1.31259,18.75,11.87851251638,11.5135545605,12.02623359376,13.36,11.60913878704,4.21875,28,BAC
01-22-2016,18.48214,20.0,15.0,1.31259,18.75,11.8611335661,11.70472301358,11.92195989208,13.56,11.78292828984,4.21875,28,BAC
01-25-2016,18.46296,20.0,15.0,1.33282,18.5,11.76554933956,11.24418083116,11.7742388147,12.96,11.26155978144,4.21875,27,BAC
01-26-2016,18.38889,20.0,15.0,1.35628,18.0,11.35714400798,11.33107558256,11.6004493119,13.31,11.56569141134,4.21875,27,BAC
01-27-2016,18.38889,20.0,15.0,1.35628,18.0,11.4701071848,11.46141770966,11.93064936722,13.36,11.60913878704,4.21875,27,BAC
01-28-2016,18.38889,20.0,15.0,1.35628,18.0,11.80899671526,11.52224403564,11.90892567937,13.53,11.75685986442,4.21875,27,BAC
01-29-2016,18.42593,20.0,16.0,1.27442,18.0,11.86982304124,11.80899671526,12.2956073231,14.14,12.286917847960002,4.3125,27,BAC
02-01-2016,18.42593,20.0,16.0,1.27442,18.0,12.2087125717,11.991475693200002,12.24347047226,13.96,12.13050729544,4.3125,27,BAC
02-02-2016,18.42593,20.0,16.0,1.27442,18.0,11.93933884236,11.40928085882,11.94368357993,13.23,11.496175610220002,4.3125,27,BAC
02-03-2016,18.38889,20.0,16.0,1.31468,18.0,11.53962298592,10.87922287528,11.54831246106,13.03,11.32238610742,4.3125,27,BAC
02-04-2016,18.38889,20.0,16.0,1.31468,18.0,11.200733455460002,11.19638871789,11.80899671526,13.25,11.5135545605,4.3125,27,BAC
02-05-2016,18.38889,20.0,16.0,1.31468,18.0,11.57438088648,11.200733455460002,11.6350334229572,12.95,11.2528703063,4.3125,27,BAC
02-08-2016,18.38889,20.0,16.0,1.31468,18.0,11.00956500238,10.54033334482,11.0356334278,12.27,10.66198599678,4.3125,27,BAC
02-09-2016,18.24074,20.0,15.0,1.45532,18.0,10.41868069286,10.39261226744,10.80101759902,12.2,10.6011596708,4.3125,27,BAC
02-10-2016,18.24074,20.0,15.0,1.45532,18.0,10.79232812388,10.34916489174,10.89660182556,11.98,10.40999121772,4.3125,27,BAC
02-11-2016,18.12963,20.0,15.0,1.43109,18.0,9.95813851044,9.54973317886,10.036343786700002,11.16,9.69745425624,4.3125,27,BAC
02-12-2016,18.12963,20.0,15.0,1.43109,18.0,9.97551746072,9.9060016596,10.45343859342,11.95,10.3839227923,4.3125,27,BAC
02-16-2016,18.12963,20.0,15.0,1.43109,18.0,10.757570223320002,10.52295439454,10.76625969846,12.25,10.6446070465,4.3125,27,BAC
02-17-2016,18.12963,20.0,15.0,1.43109,18.0,10.92267025098,10.83577549958,11.02694395266,12.56,10.91398077584,4.3125,27,BAC
02-18-2016,18.12963,20.0,15.0,1.43109,18.0,11.04432290294,10.5142649194,11.07039132836,12.24,10.63591757136,4.3125,27,BAC
02-19-2016,18.03704,20.0,14.5,1.57484,18.0,10.61853862108,10.40999121772,10.63591757136,12.13,10.54033334482,4.3125,27,BAC
02-22-2016,17.98148,20.0,14.5,1.58396,18.0,10.757570223320002,10.74019127304,10.89660182556,12.54,10.89660182556,4.3125,27,BAC
02-23-2016,17.98148,20.0,14.5,1.58396,18.0,10.83577549958,10.5142649194,10.84012023715,12.16,10.56640177024,4.3125,27,BAC
02-24-2016,17.94444,20.0,14.5,1.59474,18.0,10.39261226744,10.1232385381,10.5577122951,12.13,10.54033334482,4.3125,27,BAC
02-25-2016,17.87037,20.0,14.5,1.54316,18.0,10.54902281996,10.50557544426,10.71412284762,12.32,10.70543337248,4.3125,27,BAC
02-26-2016,17.87037,20.0,14.5,1.54316,18.0,10.85315444986,10.7749491736,11.2528703063,12.7,11.0356334278,4.3125,27,BAC
02-29-2016,17.87037,20.0,14.5,1.54316,18.0,11.0356334278,10.87053340014,11.17466503004,12.52,10.87922287528,4.3125,27,BAC
03-01-2016,17.53704,20.0,14.5,1.56303,18.0,10.98349657696,10.96611762668,11.47879665994,13.19,11.46141770966,4.25,27,BAC
03-02-2016,17.5,20.0,14.5,1.56347,17.0,11.51375295048,11.452695169682,11.784151694014,13.41,11.696926292874,4.25,27,BAC
03-03-2016,17.5,20.0,14.5,1.56347,17.0,11.670758672532,11.55736565105,11.81904185447,13.5,11.7754291539,4.25,27,BAC
03-04-2016,17.5,20.0,14.5,1.56347,17.0,12.002215196864,11.766706613786,12.115608218346,13.54,11.810319314356,4.25,27,BAC
03-07-2016,17.5,20.0,14.5,1.56347,17.0,11.73181645333,11.662036132418,11.880099635268,13.53,11.801596774242,4.25,27,BAC
03-08-2016,17.5,20.0,14.5,1.56347,17.0,11.688203752760002,11.38291484877,11.744900263501,13.06,11.391637388884002,4.25,27,BAC
03-09-2016,17.5,20.0,14.5,1.56347,17.0,11.487585330138,11.3393021482,11.574810731278,13.14,11.461417709796,4.25,27,BAC
03-10-2016,17.42593,20.0,14.5,1.53782,17.0,11.539920570822002,11.3393021482,11.688203752760002,13.27,11.574810731278,4.25,27,BAC
03-11-2016,17.42593,20.0,14.5,1.53782,17.0,11.723093913216,11.662036132418,12.071995517776,13.79,12.028382817206,4.25,27,BAC
03-14-2016,17.42593,20.0,14.5,1.53782,17.0,11.967325036408,11.766706613786,11.984770116636,13.64,11.897544715496,4.25,27,BAC
03-15-2016,17.42593,20.0,14.5,1.53782,17.0,11.784151694014,11.679481212646,11.86265455504,13.57,11.836486934698002,4.25,27,BAC
03-16-2016,17.42593,20.0,14.5,1.53782,17.0,11.784151694014,11.417805009226,12.045827897434,13.31,11.609700891734,4.25,27,BAC
03-17-2016,17.42593,20.0,14.5,1.53782,17.0,11.531198030708,11.38291484877,11.753622803615,13.4,11.688203752760002,4.25,27,BAC
03-18-2016,17.42593,20.0,14.5,1.53782,17.0,11.932434875952,11.81904185447,12.106885678232,13.79,12.028382817206,4.25,27,BAC
03-21-2016,17.48214,20.0,14.5,1.5381,17.0,12.037105357320002,11.967325036408,12.237723779942,13.84,12.071995517776,4.25,28,BAC
03-22-2016,17.48214,20.0,14.5,1.5381,17.0,11.923712335838,11.888822175382002,12.071995517776,13.76,12.002215196864,4.25,28,BAC
03-23-2016,17.48214,20.0,14.5,1.5381,17.0,12.010937736978,11.86265455504,12.063272977662,13.62,11.880099635268,4.25,28,BAC
03-24-2016,17.48214,20.0,14.5,1.5381,17.0,11.696926292874,11.574810731278,11.941157416066,13.68,11.932434875952,4.25,28,BAC
03-28-2016,17.48214,20.0,14.5,1.5381,17.0,11.976047576522,11.810319314356,11.984770116636,13.62,11.880099635268,4.25,28,BAC
03-29-2016,17.41071,20.0,14.5,1.55869,17.0,11.810319314356,11.566088191164,11.810319314356,13.42,11.705648832988,4.25,28,BAC
03-30-2016,17.41071,20.0,14.5,1.55869,17.0,11.766706613786,11.740538993444002,11.914989795724,13.48,11.757984073672,4.25,28,BAC
03-31-2016,17.42857,20.0,15.0,1.5278,17.0,11.766706613786,11.73181645333,11.958602496294,13.52,11.792874234128,4.25,28,BAC
04-01-2016,17.42857,20.0,15.0,1.5278,17.0,11.749261533558,11.618423431848,11.90626725561,13.56,11.827764394584,4.25,28,BAC
04-04-2016,17.39286,20.0,15.0,1.54895,17.0,11.810319314356,11.696926292874,11.90626725561,13.51,11.784151694014,4.25,28,BAC
04-05-2016,17.42857,20.0,15.0,1.57386,17.0,11.60097835162,11.478862790024,11.635868512076,13.19,11.505030410366,4.25,28,BAC
04-06-2016,17.42857,20.0,15.0,1.57386,17.0,11.51375295048,11.435250089454,11.60097835162,13.27,11.574810731278,4.25,28,BAC
04-07-2016,17.41071,20.0,15.0,1.58708,17.0,11.47014024991,11.12123864535,11.518114220537,12.85,11.20846404649,4.25,28,BAC
04-08-2016,17.41071,20.0,15.0,1.58708,17.0,11.365469768542,11.217186586604,11.461417709796,12.88,11.234631666832,4.25,28,BAC
04-11-2016,17.41071,20.0,15.0,1.58708,17.0,11.269521827288,11.234631666832,11.417805009226,12.97,11.313134527858,4.25,28,BAC
04-12-2016,17.41071,20.0,15.0,1.58708,17.0,11.3393021482,11.278244367402,11.627145971962,13.27,11.574810731278,4.25,28,BAC
04-13-2016,17.41071,20.0,15.0,1.58708,17.0,11.81904185447,11.801596774242,12.08071805789,13.79,12.028382817206,4.25,28,BAC
04-14-2016,17.51786,20.0,15.0,1.6118,17.0,11.958602496294,11.94987995618,12.455787282792,14.14,12.333671721196,4.25,28,BAC
04-15-2016,17.44643,20.0,15.0,1.58868,17.0,12.447064742678,12.16794345903,12.464509822906,14.0,12.2115561596,4.25,28,BAC
04-18-2016,17.48214,20.0,15.0,1.54389,17.0,12.08071805789,12.054550437548,12.420897122336,14.17,12.359839341538,4.25,28,BAC
04-19-2016,17.48214,20.0,15.0,1.54389,17.0,12.438342202564,12.420897122336,12.682573325756,14.45,12.60407046473,4.25,28,BAC
04-20-2016,17.48214,20.0,15.0,1.54389,17.0,12.700018405984,12.673850785642,13.031474930316,14.93,13.022752390202,4.21875,28,BAC
04-21-2016,17.48214,20.0,15.0,1.54389,17.0,13.066365090772,12.86574666815,13.201564462539,14.9,12.99658476986,4.21875,28,BAC
04-22-2016,17.48214,20.0,15.0,1.54389,17.0,12.966055879461,12.966055879461,13.205925732596,15.11,13.179758112254,4.21875,28,BAC
04-25-2016,17.48214,20.0,15.0,1.54389,17.0,13.101255251228,12.918081908834,13.205925732596,14.96,13.048920010544002,4.21875,28,BAC
04-26-2016,17.48214,20.0,15.0,1.54389,17.0,13.101255251228,12.90935936872,13.205925732596,15.09,13.162313032026,4.21875,28,BAC
04-27-2016,17.48214,20.0,15.0,1.54389,17.0,13.101255251228,13.066365090772,13.345486374420002,15.02,13.101255251228,4.21875,28,BAC
04-28-2016,17.48214,20.0,15.0,1.54389,17.0,13.014029850088,12.874469208264,13.153590491912,14.79,12.900636828606,4.21875,28,BAC
04-29-2016,17.48214,20.0,15.0,1.54389,17.0,12.848301587922,12.586625384502,12.95297206929,14.56,12.700018405984,4.21875,28,BAC
05-02-2016,17.48214,20.0,15.0,1.54389,17.0,12.717463486212,12.56045776416,12.891914288492,14.77,12.883191748378,4.21875,28,BAC
05-03-2016,17.48214,20.0,15.0,1.54389,17.0,12.656405705414,12.34239426131,12.656405705414,14.36,12.525567603704,4.21875,28,BAC
05-04-2016,17.48214,20.0,15.0,1.54389,17.0,12.290059020626,12.2115561596,12.447064742678,14.13,12.324949181082,4.21875,28,BAC
05-05-2016,17.48214,20.0,15.0,1.54389,17.0,12.34239426131,12.2115561596,12.490677443248,14.05,12.25516886017,4.21875,28,BAC
05-06-2016,17.48214,20.0,15.0,1.54389,17.0,12.063272977662,12.037105357320002,12.333671721196,14.11,12.307504100854,4.21875,28,BAC
05-09-2016,17.48214,20.0,15.0,1.54389,17.0,12.281336480512,12.133053298574,12.377284421766,13.99,12.202833619486,4.21875,28,BAC
05-10-2016,17.48214,20.0,15.0,1.54389,17.0,12.281336480512,12.25516886017,12.499399983362,14.3,12.47323236302,4.21875,28,BAC
05-11-2016,17.48214,20.0,15.0,1.54389,17.0,12.42961966245,12.377284421766,12.6476831653,14.2,12.38600696188,4.21875,28,BAC
05-12-2016,17.48214,20.0,15.0,1.54389,17.0,12.47323236302,12.25516886017,12.621515544958,14.14,12.333671721196,4.21875,28,BAC
05-13-2016,17.48214,20.0,15.0,1.54389,17.0,12.34239426131,12.098163138118,12.534290143818,13.88,12.106885678232,4.21875,28,BAC
05-16-2016,17.44643,20.0,15.0,1.56604,17.0,12.054550437548,12.037105357320002,12.229001239828,13.93,12.150498378802,4.1875,28,BAC
05-17-2016,17.44643,20.0,15.0,1.56604,17.0,12.115608218346,12.054550437548,12.324949181082,14.01,12.220278699714,4.1875,28,BAC
05-18-2016,17.44643,20.0,15.0,1.56604,17.0,12.229001239828,12.220278699714,12.86574666815,14.69,12.813411427466,4.1875,28,BAC
05-19-2016,17.44643,20.0,15.0,1.56604,17.0,12.730547296383,12.586625384502,12.966055879461,14.53,12.673850785642,4.1875,28,BAC
05-20-2016,17.44643,20.0,15.0,1.56604,17.0,12.769798726896,12.586625384502,12.82213396758,14.52,12.665128245528,4.1875,28,BAC
05-23-2016,17.44643,20.0,15.0,1.56604,17.0,12.682573325756,12.56045776416,12.73490856644,14.47,12.621515544958,4.1875,28,BAC
05-24-2016,17.44643,20.0,15.0,1.56604,17.0,12.73490856644,12.673850785642,12.86574666815,14.68,12.804688887352,4.1875,28,BAC
05-25-2016,17.44643,20.0,15.0,1.56604,17.0,12.935526989062,12.935526989062,13.21464827271,14.92,13.014029850088,4.1875,28,BAC
05-26-2016,17.44643,20.0,15.0,1.56604,17.0,13.066365090772,12.813411427466,13.075087630886,14.7,12.82213396758,4.1875,28,BAC
05-27-2016,17.44643,20.0,15.0,1.56604,17.0,12.874469208264,12.813411427466,12.979139689632,14.88,12.979139689632,4.1875,28,BAC
05-31-2016,17.44643,20.0,15.0,1.56604,17.0,13.109977791342,12.848301587922,13.12742287157,14.79,12.900636828606,4.1875,28,BAC
06-01-2016,17.44643,20.0,15.0,1.56604,17.0,12.77810703476,12.64682511317,13.04067087794,14.86,13.005662365516,4.1875,28,BAC
06-02-2016,17.44643,20.0,15.0,1.56604,17.0,13.08443151847,12.926893212562,13.110687902788,14.94,13.075679390364,4.1875,28,BAC
06-03-2016,17.44643,20.0,15.0,1.56604,17.0,12.655577241276,12.419269782414,12.6905857537,14.42,12.620568728852,4.1875,28,BAC
06-06-2016,17.44643,20.0,15.0,1.56604,17.0,12.638072985064,12.576808088322,12.86562831582,14.52,12.708090009912,4.1875,28,BAC
06-07-2016,17.44643,20.0,15.0,1.56604,17.0,12.725594266123998,12.550551704004,12.77810703476,14.35,12.55930383211,4.1875,28,BAC
06-08-2016,17.44643,20.0,15.0,1.56604,17.0,12.55930383211,12.51554319158,12.655577241276,14.43,12.629320856958,4.1875,28,BAC
06-09-2016,17.44643,20.0,15.0,1.56604,17.0,12.533047447792,12.322996373248,12.533047447792,14.19,12.419269782414,4.21875,28,BAC
06-10-2016,17.44643,20.0,15.0,1.56604,17.0,12.235475092188,12.03417614575,12.2529793484,13.83,12.104193170598,4.21875,28,BAC
06-13-2016,17.48214,20.0,15.0,1.52059,17.0,11.937902736584,11.885389967948,12.16992165267406,13.6,11.90289422416,4.21875,28,BAC
06-14-2016,17.48214,20.0,15.0,1.52059,17.0,11.867885711736,11.526552715602,12.01334608085772,13.26,11.605321868556,4.21875,28,BAC
06-15-2016,17.48214,20.0,15.0,1.52059,17.0,11.710347405828,11.622826124768,11.955406992796,13.34,11.675338893404,4.21875,28,BAC
06-16-2016,17.48214,20.0,15.0,1.52059,17.0,11.579065484238,11.395270794012,11.666586765298,13.31,11.649082509086,4.21875,28,BAC
06-17-2016,17.48214,20.0,15.0,1.52059,17.0,11.710347405828,11.622826124768,11.841629327418,13.4,11.72785166204,4.21875,28,BAC
06-20-2016,17.48214,20.0,15.0,1.52059,17.0,12.025424017644,11.824125071206,12.12169742681,13.54,11.850381455524,4.21875,28,BAC
06-21-2016,17.48214,20.0,15.0,1.52059,17.0,11.916022416319,11.767236238517,11.94665486469,13.62,11.920398480372,4.21875,28,BAC
06-22-2016,17.48214,20.0,15.0,1.52059,17.0,11.90289422416,11.894142096054,12.060432530068,13.61,11.911646352266,4.21875,28,BAC
06-23-2016,17.46429,20.0,15.0,1.54069,17.0,12.112945298704,12.095441042492,12.296739988930002,14.04,12.287987860824,4.21875,28,BAC
06-24-2016,17.46429,20.0,15.0,1.54069,17.0,11.42152717833,11.351510153482,11.762860174464,13.0,11.3777665378,4.21875,28,BAC
06-27-2016,17.46429,20.0,15.0,1.54069,17.0,11.176467591362,10.54631436773,11.176467591362,12.18,10.660092033108,4.21875,28,BAC
