 Date,BMY Price Target,BMY Price Target - High,BMY Price Target - Low,BMY Price Target - StdDev,BMY Price Target - Median,BMY Open,BMY Low,BMY High,BMY Close,BMY Adj. Close,BMY Rating,BMY Price Target - #,Ticker
02-05-2013,35.44118,40,26.0,3.47208,36.0,27.533305524581,27.40566271195,27.848658355787,36.51,27.413171112693,3.3913,17,BMY
02-06-2013,35.44118,40,26.0,3.47208,36.0,27.338087105263,27.323070303777,27.585864329782,36.55,27.443204715665,3.3913,17,BMY
02-07-2013,35.44118,40,26.0,3.47208,36.0,27.465729917894,27.240477895604,27.608389532011003,36.49,27.398154311207,3.3913,17,BMY
02-08-2013,35.44118,40,26.0,3.47208,36.0,27.40566271195,27.398154311207,27.803607951329,37.03,27.803607951329,3.3913,17,BMY
02-11-2013,35.44118,40,26.0,3.47208,36.0,27.668456737955,27.63091473424,27.841149955044,36.93,27.728523943899,3.3913,17,BMY
02-12-2013,35.55882,41,26.0,3.62135,36.0,27.713507142413,27.420679513436003,27.751049146128,36.52,27.420679513436003,3.3913,17,BMY
02-13-2013,35.55882,41,26.0,3.62135,36.0,27.398154311207,27.052767877029,27.428187914179,36.12,27.120343483716,3.3913,17,BMY
02-14-2013,35.55882,41,26.0,3.62135,36.0,27.075293079258003,27.060276277772,27.55583072681,36.58,27.465729917894,3.3913,17,BMY
02-15-2013,35.55882,41,26.0,3.62135,36.0,27.548322326067,27.390645910464,27.653439936469,36.58,27.465729917894,3.3913,17,BMY
02-19-2013,35.55882,41,26.0,3.62135,36.0,27.465729917894,27.461975717522503,27.766065947614,36.94,27.736032344642,3.3913,17,BMY
02-20-2013,35.55882,41,26.0,3.62135,36.0,27.668456737955,27.533305524581,27.773574348357,36.69,27.548322326067,3.3913,17,BMY
02-21-2013,35.55882,41,26.0,3.62135,36.0,27.488255120123,27.413171112693,27.615897932754,36.69,27.548322326067,3.3913,17,BMY
02-22-2013,35.55882,41,26.0,3.62135,36.0,27.563339127553,27.563339127553,27.758557546871,36.9,27.70599874167,3.3913,17,BMY
02-25-2013,35.55882,41,26.0,3.62135,36.0,27.766065947614,27.285528300062,27.848658355787,36.34,27.285528300062,3.3913,17,BMY
02-26-2013,35.55882,41,26.0,3.62135,36.0,27.435696314922,27.270511498576,27.615897932754,36.39,27.323070303777,3.3913,17,BMY
02-27-2013,35.55882,41,26.0,3.62135,36.0,27.345595506006003,27.263003097833,27.946267565446,37.1,27.85616675653,3.3913,17,BMY
02-28-2013,35.55882,41,26.0,3.62135,36.0,27.833641554301,27.593372730525,27.893708760245,36.97,27.758557546871,3.3913,17,BMY
03-01-2013,35.55882,41,26.0,3.62135,36.0,27.698490340927,27.6196521331255,27.968792767675,37.15,27.893708760245,3.3913,17,BMY
03-04-2013,35.61765,41,26.0,3.66834,36.0,27.353103906749,27.353103906749,27.743540745385,36.94,27.736032344642,3.30435,17,BMY
03-05-2013,35.61765,41,26.0,3.66834,36.0,27.7810827491,27.7810827491,28.23158679368,37.57,28.209061591451,3.375,17,BMY
03-06-2013,35.61765,41,26.0,3.66834,36.0,28.239095194423,28.148994385507,28.419296812255,37.76,28.351721205568,3.375,17,BMY
03-07-2013,35.61765,41,26.0,3.66834,36.0,28.366738007054,28.164011186993,28.389263209283,37.53,28.179027988479,3.375,17,BMY
03-08-2013,35.61765,41,26.0,3.66834,36.0,28.194044789965,28.00633477139,28.269128797395,37.4,28.08141877882,3.375,17,BMY
03-11-2013,35.61765,41,26.0,3.66834,36.0,27.998826370647,27.976301168418,28.276637198138,37.52,28.171519587736004,3.375,17,BMY
03-12-2013,35.61765,41,26.0,3.66834,36.0,28.179027988479,28.179027988479,28.697107639746,38.22,28.697107639746,3.375,17,BMY
03-13-2013,35.61765,41,26.0,3.66834,36.0,28.652057235288,28.501889220428,28.959901665751,38.49,28.899834459807,3.375,17,BMY
03-14-2013,35.61765,41,26.0,3.66834,36.0,28.90734286055,28.629532033059,28.989935268723,38.48,28.892326059064,3.375,17,BMY
03-15-2013,35.61765,41,26.0,3.66834,36.0,28.884817658321,28.727141242718,29.267746096214,38.96,29.252729294728,3.375,17,BMY
03-18-2013,35.61765,41,26.0,3.66834,36.0,28.862292456092,28.839767253863,29.380372107359,38.88,29.192662088784,3.375,17,BMY
03-19-2013,35.61765,41,26.0,3.66834,36.0,29.2339582928705,29.170136886555,29.590607328163,39.34,29.538048522962,3.375,17,BMY
03-20-2013,35.61765,41,26.0,3.66834,36.0,29.650674534107,29.568082125934,30.003569369028,39.87,29.935993762341,3.375,17,BMY
03-21-2013,35.61765,41,26.0,3.66834,36.0,29.890943357883,29.793334148224,29.95851896457,39.71,29.815859350453,3.375,17,BMY
03-22-2013,35.85294,44,26.0,4.05029,36.0,29.988552567542,29.88343495714,30.394006207664,40.39,30.326430600977,3.375,17,BMY
03-25-2013,35.90625,44,26.0,4.16915,37.0,30.378989406178,30.0275962514056,30.378989406178,40.26,30.228821391318,3.3913,16,BMY
03-26-2013,35.90625,44,26.0,4.16915,37.0,30.25885499429,30.146228983145,30.589224626982,40.68,30.544174222524,3.3913,16,BMY
03-27-2013,35.90625,44,26.0,4.16915,37.0,30.401514608407,30.303905398748,30.6605544340405,40.78,30.619258229954,3.3913,16,BMY
03-28-2013,35.90625,44,26.0,4.16915,37.0,30.746901042585,30.641783432183,30.972153064875,41.19,30.927102660417,3.3913,16,BMY
04-01-2013,35.90625,44,26.0,4.16915,37.0,30.874543855216,30.731884241099,31.054745473048,41.14,30.889560656702,3.3913,16,BMY
04-02-2013,35.90625,44,26.0,4.16915,37.0,30.919594259674,30.9083316585595,31.377606704997,41.68,31.295014296824,3.3913,16,BMY
04-03-2013,36.09375,44,26.0,4.36685,37.0,31.211722462662,31.007278865745004,31.325302238727,41.07,31.098142686597,3.3913,16,BMY
04-04-2013,36.09375,44,26.0,4.36685,37.0,31.014850850816003,30.787691298686,31.204150477591003,40.78,30.878555119538003,3.3913,16,BMY
04-05-2013,36.09375,44,26.0,4.36685,37.0,30.454523955562,30.325800209355,30.863411149396,40.61,30.749831373331,3.3913,16,BMY
04-08-2013,36.40625,44,26.0,4.66107,37.0,30.681683507692004,30.393948074994,30.848267179254,40.73,30.840695194183,3.3913,16,BMY
04-09-2013,36.40625,44,26.0,4.66107,37.0,30.817979238970004,30.795263283757,31.0451387911,40.83,30.916415044893,3.3913,16,BMY
04-10-2013,36.96875,45,26.0,5.0264,38.0,30.923987029964003,30.802835268828,31.211722462662,41.19,31.189006507449,3.3913,16,BMY
04-11-2013,36.96875,45,26.0,5.0264,38.0,31.249582388017004,31.090570701526,31.3896641118305,41.3,31.27229834323,3.3913,16,BMY
04-12-2013,36.96875,45,26.0,5.0264,38.0,31.067854746313003,31.060282761242004,31.42373804465,41.42,31.363162164082,3.3913,16,BMY
04-15-2013,37.53125,45,26.0,5.0543,38.0,31.317730253656,30.817979238970004,31.42373804465,40.75,30.855839164325,3.3913,16,BMY
04-16-2013,37.53125,45,26.0,5.0543,38.0,31.105714671668,30.711971447976,31.120858641810003,41.06,31.090570701526,3.3913,16,BMY
04-17-2013,37.53125,45,26.0,5.0543,38.0,30.954274970248004,30.689255492763003,31.128430626881,40.81,30.901271074751,3.3913,16,BMY
04-18-2013,37.53125,45,26.0,5.0543,38.0,30.833123209112,30.522671821201,30.916415044893,40.55,30.704399462905,3.3913,16,BMY
04-19-2013,37.53125,45,26.0,5.0543,38.0,30.825551224041003,30.681683507692004,31.238224410410503,41.15,31.158718567165,3.3913,16,BMY
04-22-2013,37.71875,45,26.0,5.26773,38.0,31.173862537307,31.007278865745004,31.8023372982,41.93,31.749333402703,3.3913,16,BMY
04-23-2013,37.71875,45,26.0,5.26773,38.0,31.968920969762,31.8023372982,32.461099999377,42.3,32.02949685033,3.3913,16,BMY
04-24-2013,37.71875,45,26.0,5.26773,38.0,31.999208910046,31.340446208869,32.014352880188,41.45,31.385878119295004,3.3913,16,BMY
04-25-2013,37.9375,45,26.0,5.11699,38.0,30.908843059822,30.310656239213003,30.976990925461,40.22,30.454523955562,3.3913,16,BMY
04-26-2013,38.125,45,29.0,4.71533,38.0,30.386376089923004,30.075924702012,30.598391671911,40.28,30.499955865988003,3.3913,16,BMY
04-29-2013,38.09375,45,29.0,4.71772,38.0,30.386376089923004,30.144072567651,30.499955865988003,39.91,30.219792418361,3.3913,16,BMY
04-30-2013,38.09375,45,29.0,4.71772,38.0,30.159216537793,29.667037508178,30.159216537793,39.72,30.075924702012,3.3913,16,BMY
05-01-2013,38.09375,45,29.0,4.71772,38.0,29.886625075237,29.667037508178,30.159216537793,39.72,30.075924702012,3.3913,16,BMY
