 Date,BMY Price Target,BMY Price Target - High,BMY Price Target - Low,BMY Price Target - StdDev,BMY Price Target - Median,BMY Open,BMY Low,BMY High,BMY Close,BMY Adj. Close,BMY Rating,BMY Price Target - #,Ticker
05-02-2013,38.09375,45,29.0,4.71772,38.0,30.204648448219,30.038064776657,30.310656239213003,40.01,30.295512269071,3.3913,16,BMY
05-03-2013,38.09375,45,29.0,4.71772,38.0,30.552959761485003,30.333372194426,30.5794617092335,40.2,30.439379985420004,3.3913,16,BMY
05-06-2013,38.09375,45,29.0,4.71772,38.0,30.378804104852,30.174360507935003,30.409092045136,40.02,30.303084254142004,3.3913,16,BMY
05-07-2013,38.09375,45,29.0,4.71772,38.0,30.424236015278,30.022920806515,30.439379985420004,40.02,30.303084254142004,3.3913,16,BMY
05-08-2013,38.09375,45,29.0,4.71772,38.0,30.333372194426,29.954772940876,30.431808000349,39.68,30.045636761728,3.3913,16,BMY
05-09-2013,38.34375,45,29.0,4.43255,38.0,30.068352716941003,29.773045299172,30.287940284,39.93,30.234936388503,3.3913,16,BMY
05-10-2013,38.34375,45,29.0,4.43255,38.0,30.333372194426,30.242508373574,30.658967552479,40.49,30.658967552479,3.3913,16,BMY
05-13-2013,38.36667,45,29.0,4.577,38.0,30.59081968684,30.484811895846,31.014850850816003,40.94,30.999706880674,3.40909,15,BMY
05-14-2013,38.36667,45,29.0,4.577,38.0,31.0451387911,31.007278865745004,32.044640820472004,42.21,31.961348984691003,3.33333,15,BMY
05-15-2013,38.63333,45,29.0,4.63489,38.0,31.968920969762,31.923489059336,34.52067993868901,44.34,33.574181804814,3.33333,15,BMY
05-16-2013,39.23333,48,29.0,5.3506,38.0,33.082002775199,32.279372357673005,33.725621506234,42.77,32.385380148667004,3.42857,15,BMY
05-17-2013,39.23333,48,29.0,5.3506,38.0,32.551963820229005,32.332376253170004,32.885131163353,43.3,32.78669535743,3.42857,15,BMY
05-20-2013,39.23333,48,29.0,5.3506,38.0,32.832127267856,32.824555282785,33.422742103394,43.76,33.135006670696,3.47619,15,BMY
05-21-2013,39.23333,48,29.0,5.3506,38.0,33.180438581122004,32.900275133495,33.649901655524,44.06,33.362166222826005,3.47619,15,BMY
05-22-2013,40.7,55,29.0,6.36082,40.0,33.952781058364,33.952781058364,35.951785117108,46.4,35.13401072944,3.57143,15,BMY
05-23-2013,40.7,55,29.0,6.36082,40.0,34.967427057878,34.732695520677,35.754913505262,47.0,35.5883298337,3.57143,15,BMY
05-24-2013,40.7,55,29.0,6.36082,40.0,35.255162490576005,34.687263610251,36.004789012605,47.4,35.89120923654,3.57143,15,BMY
05-28-2013,41.26667,55,29.0,7.05896,40.0,36.065364893173005,35.929069161895,36.974003101693,47.68,36.103224818528,3.57143,15,BMY
05-29-2013,42.125,55,29.0,7.60037,41.0,35.701909609765,34.990143013091,35.807917400759,46.71,35.368742266641,3.63636,16,BMY
05-30-2013,42.3125,55,29.0,7.45796,41.0,35.573185863558,35.459606087493,36.216804594593,47.02,35.603473803842,3.63636,16,BMY
05-31-2013,42.3125,55,29.0,7.45796,41.0,35.452034102422004,34.83302432286775,35.9177111842885,46.01,34.838703311671,3.63636,16,BMY
06-03-2013,43.375,55,29.0,7.96182,42.5,35.66404968441,35.399030206925005,37.534329996947,47.59,36.03507695288901,3.63636,16,BMY
06-04-2013,43.8125,55,29.0,8.11995,43.5,35.611045788913,35.13401072944,36.481824072078,46.83,35.459606087493,3.63636,16,BMY
06-05-2013,44.0,55,29.0,8.17962,44.25,35.383886236783,34.656975669967004,35.648905714268,46.17,34.959855072807,3.63636,16,BMY
06-06-2013,44.0,55,29.0,8.17962,44.25,35.118866759298,34.770555446032006,35.807917400759,47.0,35.5883298337,3.63636,16,BMY
06-07-2013,44.46875,55,29.0,8.13071,47.25,35.65647769933901,35.474750057635,35.96692908725,47.5,35.96692908725,3.63636,16,BMY
06-10-2013,44.46875,55,29.0,8.13071,47.25,36.04264893796,35.671621669481,36.209232609522005,47.31,35.823061370901,3.63636,16,BMY
06-11-2013,44.46875,55,29.0,8.13071,47.25,35.5883298337,35.399030206925005,36.133512758812,47.29,35.807917400759,3.63636,16,BMY
06-12-2013,44.46875,55,29.0,8.13071,47.25,36.03507695288901,35.255162490576005,36.292524445303,46.57,35.262734475647,3.63636,16,BMY
06-13-2013,44.46875,55,29.0,8.13071,47.25,35.035574923517004,35.020430953375,35.777629460475,47.17,35.717053579907,3.63636,16,BMY
06-14-2013,44.46875,55,29.0,8.13071,47.25,35.777629460475,35.414174177067004,35.959357102179005,46.8,35.43689013228,3.63636,16,BMY
06-17-2013,44.46875,55,29.0,8.13071,47.25,35.565613878487,34.929567132523005,35.648905714268,46.44,35.164298669724,3.63636,16,BMY
06-18-2013,45.09375,55,29.0,7.75447,47.25,35.28545043086,35.179442639866004,35.5883298337,46.85,35.474750057635,3.63636,16,BMY
06-19-2013,45.09375,55,29.0,7.75447,47.25,35.28545043086,34.853847281813,35.611045788913,46.05,34.868991251955,3.63636,16,BMY
06-20-2013,45.09375,55,29.0,7.75447,47.25,34.687263610251,33.559037834672004,34.732695520677,44.58,33.755909446518,3.63636,16,BMY
06-21-2013,45.15625,55,29.0,7.70089,47.25,34.081504804571,33.945209073293,34.884135222097,45.73,34.626687729683,3.63636,16,BMY
06-24-2013,45.15625,55,29.0,7.70089,47.25,34.316236341772004,33.99185250133036,34.800843386316004,45.47,34.429816117837,3.63636,16,BMY
06-25-2013,45.15625,55,29.0,7.70089,47.25,34.656975669967004,34.126936714997,34.656975669967004,45.18,34.210228550778,3.63636,16,BMY
06-26-2013,45.15625,55,29.0,7.70089,47.25,34.497963983476005,34.248088476133,35.376314251712,46.47,35.187014624937,3.63636,16,BMY
06-27-2013,45.73529,55,29.0,7.82176,48.0,35.262734475647,34.959855072807,35.474750057635,46.3,35.05829087873,3.63636,17,BMY
06-28-2013,45.73529,55,29.0,7.82176,48.0,34.838703311671,33.831629297228,35.232446535363,44.69,33.839201282299,3.63636,17,BMY
07-01-2013,45.73529,55,29.0,7.82176,48.0,34.119364729926005,33.793769371873005,34.482820013334,44.82,33.937637088222004,3.63636,17,BMY
07-02-2013,45.73529,55,29.0,7.82176,48.0,33.899479186212,33.479742275982,34.26579503514,43.99,33.571321238214004,3.63636,17,BMY
07-03-2013,46.21875,55,29.0,7.81219,48.0,33.54079491747,32.785268479056,33.54079491747,43.32,33.060005365752,3.61905,16,BMY
07-05-2013,46.21875,55,29.0,7.81219,48.0,33.380531733564,33.128689587425995,33.76981863885186,44.18,33.716321261748,3.61905,16,BMY
07-08-2013,46.21875,55,29.0,7.81219,48.0,33.624742299516,33.498821226447,33.899479186212,43.97,33.556058077842,3.61905,16,BMY
07-09-2013,46.84375,55,29.0,7.27092,48.0,33.792637063608,33.685794941004,34.101716061141,44.54,33.991058148444,3.61905,16,BMY
07-10-2013,46.84375,55,29.0,7.27092,48.0,33.930005506956,33.930005506956,34.380268737929995,44.86,34.235268714396,3.61905,16,BMY
07-11-2013,46.84375,55,29.0,7.27092,48.0,34.7236898463,34.632110884068,35.212110978204,46.03,35.128163596158004,3.61905,16,BMY
07-12-2013,46.59375,55,29.0,7.12219,48.0,34.845795129276,34.53290034165,35.112900435786,45.81,34.960268832066,3.52381,16,BMY
07-15-2013,46.59375,55,29.0,7.12219,48.0,34.845795129276,34.372637157744,34.861058289648,45.16,34.464216119975994,3.52381,16,BMY
07-16-2013,46.59375,55,29.0,7.12219,48.0,34.487110860534,34.258163454954,34.738953006672,44.99,34.334479256814,3.52381,16,BMY
07-17-2013,46.78125,55,29.0,7.03777,48.0,34.479479280348,33.968163407886,34.677900365183994,44.51,33.968163407886,3.52381,16,BMY
07-18-2013,46.78125,55,29.0,7.03777,48.0,34.052110789931994,33.460663325517,34.067373950304,43.95,33.54079491747,3.52381,16,BMY
07-19-2013,46.59375,55,29.0,7.04277,47.25,33.571321238214004,33.220268549658,33.838426544724,44.19,33.723952841934,3.52381,16,BMY
07-22-2013,46.59375,55,29.0,7.04277,47.25,33.777373903236,33.685794941004,34.342110837,45.0,34.342110837,3.52381,16,BMY
07-23-2013,46.59375,55,29.0,7.04277,47.25,34.357373997372,34.120795011606,34.586321402952,45.19,34.487110860534,3.52381,16,BMY
07-24-2013,46.59375,55,29.0,7.04277,47.25,34.502374020906,33.968163407886,34.639742464254,44.59,34.029216049374,3.55,16,BMY
07-25-2013,46.84375,55,29.0,6.9095,47.25,33.449215955238,33.1973738091,34.68553194537,43.93,33.525531757098,3.55,16,BMY
07-26-2013,46.8125,55,29.0,6.7474,48.0,33.441584375052,32.93026850259,33.785005483422005,44.22,33.746847582492,3.55,16,BMY
07-29-2013,46.8125,55,29.0,6.7474,48.0,33.65526862026,33.35000541282,33.823163384352,43.76,33.395794893936,3.55,16,BMY
07-30-2013,46.8125,55,29.0,6.7474,48.0,33.594215978772,32.846321120544,33.61711071933,43.33,33.067636945938,3.55,16,BMY
07-31-2013,46.8125,55,29.0,6.7474,48.0,33.105794846868,32.960794823334,33.31184751189,43.24,32.998952724264,3.55,16,BMY
08-01-2013,46.8125,55,29.0,6.7474,48.0,33.35000541282,33.166847488356,33.754479162677995,43.99,33.571321238214004,3.55,16,BMY
08-02-2013,46.8125,55,29.0,6.7474,48.0,33.632373879702,33.395794893936,33.792637063608,43.84,33.456847535424004,3.55,16,BMY
08-05-2013,46.5625,55,29.0,6.73581,47.0,33.357636993006,33.121058007239995,33.571321238214004,43.62,33.288952771332,3.55,16,BMY
08-06-2013,46.5625,55,29.0,6.73581,47.0,33.380531733564,33.159215908170005,33.876584445654,44.14,33.685794941004,3.55,16,BMY
08-07-2013,46.5625,55,29.0,6.73581,47.0,33.548426497656,33.342373832634,33.632373879702,43.74,33.380531733564,3.55,16,BMY
08-08-2013,46.5625,55,29.0,6.73581,47.0,33.594215978772,33.113426427054,33.723952841934,44.0,33.5789528184,3.55,16,BMY
08-09-2013,46.5625,55,29.0,6.73581,47.0,33.418689634494,33.189742228914,33.65526862026,43.69,33.342373832634,3.55,16,BMY
08-12-2013,46.5625,55,29.0,6.73581,47.0,33.113426427054,32.823426379986,33.159215908170005,43.11,32.899742181846,3.55,16,BMY
08-13-2013,46.5625,55,29.0,6.73581,47.0,32.838689540358,32.632636875336,33.098163266682,43.33,33.067636945938,3.55,16,BMY
08-14-2013,46.5625,55,29.0,6.73581,47.0,32.953163243148,32.747110578126,33.342373832634,42.93,32.762373738498,3.55,16,BMY
08-15-2013,46.5625,55,29.0,6.73581,47.0,32.480005271616,31.831320955806,32.525794752732,41.98,32.037373620828,3.55,16,BMY
08-16-2013,46.5625,55,29.0,6.73581,47.0,31.93816307841,31.487899847436,32.159478903804,41.68,31.808426215248,3.6,16,BMY
08-19-2013,46.5625,55,29.0,6.73581,47.0,31.663426191714,31.640531451156,32.228163125478,41.95,32.014478880270005,3.6,16,BMY
08-20-2013,46.5625,55,29.0,6.73581,47.0,32.014478880270005,31.724478833202,32.251057866036,41.57,31.724478833202,3.6,16,BMY
08-21-2013,46.5625,55,29.0,6.73581,47.0,31.6710577719,31.457373526692,31.838952535992,41.32,31.533689328552,3.6,16,BMY
08-22-2013,46.5625,55,29.0,6.73581,47.0,31.571847229482,31.373426144646,31.907636757666,41.66,31.793163054876,3.6,16,BMY
08-23-2013,46.5625,55,29.0,6.73581,47.0,31.869478856736,31.800794635062,32.312110507524004,42.24,32.235794705664,3.6,16,BMY
08-26-2013,46.5625,55,29.0,6.73581,47.0,32.235794705664,32.113689422688,32.457110531058,42.42,32.373163149012,3.6,16,BMY
08-27-2013,46.5625,55,29.0,6.73581,47.0,32.060268361386,31.6710577719,32.098426262316,41.67,31.800794635062,3.6,16,BMY
08-28-2013,46.5625,55,29.0,6.73581,47.0,31.816057795434,31.571847229482,32.182373644362,42.03,32.075531521758,3.6,16,BMY
08-29-2013,46.5625,55,29.0,6.73581,47.0,31.999215719898,31.831320955806,32.205268384920004,41.79,31.892373597294,3.6,16,BMY
08-30-2013,46.5625,55,29.0,6.73581,47.0,31.90000517748,31.602373550226,31.915268337852,41.69,31.816057795434,3.6,16,BMY
09-03-2013,46.5625,55,29.0,6.73581,47.0,32.060268361386,31.707307777783495,32.144215743432,41.72,31.838952535992,3.6,16,BMY
09-04-2013,46.5625,55,29.0,6.73581,47.0,31.86184727655,31.716847253016,32.0526367812,41.99,32.045005201014,3.6,16,BMY
09-05-2013,46.5625,55,29.0,6.73581,47.0,31.991584139712,31.533689328552,31.991584139712,41.72,31.838952535992,3.6,16,BMY
09-06-2013,46.5625,55,29.0,6.73581,47.0,31.915268337852,31.762636734132,32.205268384920004,41.89,31.968689399154,3.6,16,BMY
09-09-2013,46.5625,55,29.0,6.73581,47.0,32.014478880270005,32.014478880270005,32.304478927338,42.3,32.281584186779995,3.6,16,BMY
09-10-2013,46.3125,55,29.0,6.8622,47.0,32.418952630128,32.235794705664,32.525794752732,42.52,32.449478950872,3.6,16,BMY
09-11-2013,46.3125,55,29.0,6.8622,47.0,32.518163172546,32.411321049942,33.037110625194,43.26,33.014215884635995,3.6,16,BMY
09-12-2013,46.3125,55,29.0,6.8622,47.0,32.976057983706,32.907373762031995,33.395794893936,43.68,33.334742252448,3.6,16,BMY
09-13-2013,46.3125,55,29.0,6.8622,47.0,33.35000541282,33.033294835101,33.35000541282,43.56,33.243163290216,3.6,16,BMY
09-16-2013,46.4375,55,29.0,6.94594,47.0,33.945268667327994,33.861321285282,34.662637204812,45.14,34.448952959604,3.65,16,BMY
09-17-2013,46.4375,55,29.0,6.94594,47.0,34.410795058674005,34.403163478488,34.700795105742,45.4,34.64737404444,3.65,16,BMY
09-18-2013,46.4375,55,29.0,6.94594,47.0,34.708426685928,34.655005624626,35.593689987504,46.52,35.502111025272,3.65,16,BMY
09-19-2013,46.4375,55,29.0,6.94594,47.0,35.494479445086,35.395268902668,36.311058524988,47.53,36.272900624058,3.65,16,BMY
09-20-2013,46.4375,55,29.0,6.94594,47.0,36.295795364616,35.616584728062,36.318690105174,46.78,35.700532110108,3.65,16,BMY
09-23-2013,46.4375,55,29.0,6.94594,47.0,35.570795246946,35.090005695227994,35.578426827132,46.55,35.525005765829995,3.65,16,BMY
09-24-2013,46.4375,55,29.0,6.94594,47.0,35.380005742296,35.303689940436,35.960005836432,46.82,35.731058430852,3.65,16,BMY
09-25-2013,46.4375,55,29.0,6.94594,47.0,35.67763736955,35.418163643225995,35.784479492154,46.61,35.570795246946,3.65,16,BMY
09-26-2013,46.4375,55,29.0,6.94594,47.0,35.570795246946,35.502111025272,35.937111095874,46.93,35.815005812898,3.65,16,BMY
09-27-2013,46.4375,55,29.0,6.94594,47.0,35.555532086574004,35.029716211758604,35.654742628992,46.2,35.25790045932,3.65,16,BMY
09-30-2013,46.4375,55,29.0,6.94594,47.0,34.883953030206,34.87632145002,35.517374185644,46.28,35.318953100808,3.6,16,BMY
10-01-2013,46.4375,55,29.0,6.94594,47.0,35.448689963970004,35.425795223412,36.066847959036,47.24,36.051584798664,3.6,16,BMY
10-02-2013,46.4375,55,29.0,6.94594,47.0,36.020830621755,35.67484612272,36.320683854252,46.93,36.082338977139,3.6,16,BMY
10-03-2013,46.4375,55,29.0,6.94594,47.0,35.967010810794,35.474943967722,36.082338977139,46.56,35.797862833488004,3.6,16,BMY
10-04-2013,46.4375,55,29.0,6.94594,47.0,35.890125366564,35.621026311759,36.559028731365,47.52,36.535963098096005,3.6,16,BMY
10-07-2013,46.4375,55,29.0,6.94594,47.0,36.297618220983,36.143847332523,36.497520375981,47.02,36.151535876946,3.6,16,BMY
10-08-2013,46.94118,55,29.0,7.03329,48.0,36.082338977139,35.805551377911,36.166912965792,46.6,35.82861701118,3.61905,17,BMY
10-09-2013,46.94118,55,29.0,7.03329,48.0,35.897813910987,35.490321056568,35.98238789964,46.41,35.682534667142995,3.61905,17,BMY
10-10-2013,46.94118,55,29.0,7.03329,48.0,36.020830621755,35.974699355217,36.82812778617,47.84,36.781996519632,3.61905,17,BMY
10-11-2013,47.11765,55,29.0,6.91871,48.0,36.812750697324,36.412946387328,36.812750697324,47.68,36.658979808864,3.61905,17,BMY
10-14-2013,47.11765,55,29.0,6.91871,48.0,36.420634931751,36.2722460243871,36.8550376916505,47.67,36.651291264441,3.61905,17,BMY
10-15-2013,47.11765,55,29.0,6.91871,48.0,36.535963098096005,36.4091021151165,36.858881963862,47.39,36.436012020597,3.61905,17,BMY
10-16-2013,47.17647,55,29.0,6.9132,48.0,36.789685064055,36.674356897710005,37.5777608674125,48.8,37.52009678424,3.61905,17,BMY
10-17-2013,47.17647,55,29.0,6.9132,48.0,37.350948806934,37.297128995973,38.273574137694,49.67,38.189000149041,3.61905,17,BMY
10-18-2013,47.35294,55,29.0,6.89366,48.0,38.373525215193,37.804572927891,38.373525215193,49.72,38.227442871156,3.61905,17,BMY
10-21-2013,47.35294,55,29.0,6.89366,48.0,38.189000149041,37.481654062125,38.189000149041,49.27,37.881458372121,3.61905,17,BMY
10-22-2013,47.52941,55,29.0,6.94616,48.0,37.866081283275,37.835327105583,38.381213759616,49.73,38.235131415579,3.61905,17,BMY
10-23-2013,47.76471,55,29.0,7.14167,48.0,38.304328315386,37.427834251164,38.319705404232,48.96,37.643113495008,3.61905,17,BMY
10-24-2013,47.76471,55,29.0,7.14167,48.0,37.966032360774,37.8007286556795,38.21206578231,49.37,37.958343816351,3.57143,17,BMY
10-25-2013,47.76471,55,29.0,7.14167,48.0,37.850704194429,37.312506084819,37.942966727505,48.77,37.49703115097101,3.57143,17,BMY
10-28-2013,48.64706,60,29.0,7.65384,49.0,38.719509714228,38.681066992113,40.253374326616495,52.02,39.995808088446005,3.61905,17,BMY
10-29-2013,48.76471,60,29.0,7.51883,49.0,39.988119544023,39.90354555537,41.272106462664,53.32,40.995318863436,3.61905,17,BMY
10-30-2013,48.76471,60,29.0,7.51883,49.0,41.202909562857,40.464809298249,41.202909562857,53.13,40.849236519399,3.61905,17,BMY
10-31-2013,49.11765,60,29.0,7.61486,51.0,40.818482341707,40.36485822075,40.856925063822,52.52,40.380235309596,3.61905,17,BMY
11-01-2013,49.11765,60,29.0,7.61486,51.0,40.464809298249,40.253374326616495,40.90305633036,52.48,40.349481131904,3.61905,17,BMY
11-04-2013,49.11765,60,29.0,7.61486,51.0,40.526317653633,40.49748561204675,40.856925063822,53.04,40.780039619592,3.61905,17,BMY
11-05-2013,49.11765,60,29.0,7.61486,51.0,40.818482341707,40.0765378048875,40.82617088613,52.52,40.380235309596,3.61905,17,BMY
11-06-2013,49.64706,60,29.0,7.89595,54.0,40.649334364401,39.911234099793,40.664711453247,52.04,40.011185177292,3.61905,17,BMY
11-07-2013,49.64706,60,29.0,7.89595,54.0,40.065004988253,39.219265101723,40.164956065752,51.3,39.44223288999,3.61905,17,BMY
11-08-2013,50.17647,60,29.0,8.06033,54.0,39.457609978836,39.411478712298,40.303349865366,52.35,40.249530054405,3.61905,17,BMY
11-11-2013,50.47059,60,29.0,8.31807,54.0,40.272595687674,40.249530054405,40.933810508052,52.58,40.426366576134,3.61905,17,BMY
