 Date,GOOG Price Target,GOOG Price Target - High,GOOG Price Target - Low,GOOG Price Target - StdDev,GOOG Price Target - Median,GOOG Open,GOOG Low,GOOG High,GOOG Close,GOOG Adj. Close,GOOG Rating,GOOG Price Target - #,Ticker
05-15-2014,32.36028,37.5,20.5,3.28321,32.85,26.213032,25.800165,26.221508,25.927815,25.927815,4.42308,45,GOOG
05-16-2014,32.36028,37.5,20.5,3.28321,32.85,25.998122,25.701436,26.018565,25.960226,25.960226,4.42308,45,GOOG
05-19-2014,32.36028,37.5,20.5,3.28321,32.85,25.913853,25.808293,26.416473,26.370599,26.370599,4.42308,45,GOOG
05-20-2014,32.36028,37.5,20.5,3.28321,32.85,26.414478,26.242949,26.73809,26.415974,26.415974,4.42308,45,GOOG
05-21-2014,32.36028,37.5,20.5,3.28321,32.85,26.572046,26.522681,26.885326,26.873219,26.873219,4.42308,45,GOOG
05-22-2014,32.36028,37.5,20.5,3.28321,32.85,26.982419,26.964967,27.305028,27.178381,27.178381,4.42308,45,GOOG
05-23-2014,32.36028,37.5,20.5,3.28321,32.85,27.28808,27.110567,27.606207,27.559335,27.559335,4.42308,45,GOOG
05-27-2014,32.36028,37.5,20.5,3.28321,32.85,27.723884,27.641609,28.222515,28.220021,28.220021,4.42308,45,GOOG
05-28-2014,32.36028,37.5,20.5,3.28321,32.85,28.15121,27.973199,28.314263,28.007106,28.007106,4.42308,45,GOOG
05-29-2014,32.36028,37.5,20.5,3.28321,32.85,28.090377,27.859013,28.122788,27.927325,27.927325,4.42308,45,GOOG
05-30-2014,32.36028,37.5,20.5,3.28321,32.85,27.963226,27.719396,27.990651,27.917851,27.917851,4.42308,45,GOOG
06-02-2014,32.36028,37.5,20.5,3.28321,32.85,27.95824,27.211789,27.968213,27.620667,27.620667,4.42308,45,GOOG
06-03-2014,32.36028,37.5,20.5,3.28321,32.85,27.474069,27.053225,27.541385,27.172398,27.172398,4.42308,45,GOOG
06-04-2014,32.36028,37.5,20.5,3.28321,32.85,27.000869,26.863745,27.355395,27.158436,27.158436,4.42308,45,GOOG
06-05-2014,32.36028,37.5,20.5,3.28321,32.85,27.245198,27.147965,27.671527,27.619171,27.619171,4.42308,45,GOOG
06-06-2014,32.36028,37.5,20.5,3.28321,32.85,27.826602,27.371351,27.826602,27.740338,27.740338,4.42308,45,GOOG
06-09-2014,32.36028,37.5,20.5,3.28321,32.85,27.781226,27.725878,28.067939,28.029046,28.029046,4.42308,45,GOOG
06-10-2014,32.36028,37.5,20.5,3.28321,32.85,27.948766,27.818623,28.102843,27.950761,27.950761,4.42308,45,GOOG
06-11-2014,32.62983,37.5,23.125,2.78475,32.925,27.82361,27.675023,27.917352,27.865495,27.865495,4.41176,44,GOOG
06-12-2014,32.62983,37.5,23.125,2.78475,32.925,27.788706,27.347916,27.823111,27.49202,27.49202,4.41176,44,GOOG
06-13-2014,32.62983,37.5,23.125,2.78475,32.925,27.537396,27.203313,27.53939,27.512464,27.512464,4.44,44,GOOG
06-16-2014,32.62983,37.5,23.125,2.78475,32.925,27.387806,27.001866,27.405757,27.139488,27.139488,4.44,44,GOOG
06-17-2014,32.62983,37.5,23.125,2.78475,32.925,27.135499,26.892666,27.191346,27.076162,27.076162,4.44,44,GOOG
06-18-2014,32.62983,37.5,23.125,2.78475,32.925,27.168409,27.125526,27.602218,27.592744,27.592744,4.44,44,GOOG
06-19-2014,32.62983,37.5,23.125,2.78475,32.925,27.636125,27.350409,27.67402,27.669034,27.669034,4.44,44,GOOG
06-20-2014,32.62983,37.5,23.125,2.78475,32.925,27.766267,27.444226,27.802667,27.741834,27.741834,4.44,44,GOOG
06-23-2014,32.62983,37.5,23.125,2.78475,32.925,27.6815,27.636623,28.172651,28.170158,28.170158,4.44,44,GOOG
06-24-2014,32.62983,37.5,23.125,2.78475,32.925,28.182125,27.973698,28.553905,28.153704,28.153704,4.44,44,GOOG
06-25-2014,32.62694,37.5,23.125,2.7537,32.85,28.185616,28.183621,28.918603,28.853283,28.853283,4.43137,45,GOOG
06-26-2014,32.62983,37.5,23.125,2.78475,32.925,28.970461,28.514214,29.042763,28.721146,28.721146,4.42,44,GOOG
06-27-2014,32.62983,37.5,23.125,2.78475,32.925,28.779984,28.611447,28.914116,28.782976,28.782976,4.42,44,GOOG
06-30-2014,32.64233,37.5,23.125,2.79098,32.925,28.853781,28.658817,28.899157,28.685244,28.685244,4.42,44,GOOG
07-01-2014,32.67074,37.5,23.125,2.79575,33.0625,28.836828,28.753557,29.139996,29.053732,29.053732,4.42,44,GOOG
07-02-2014,32.67074,37.5,23.125,2.79575,33.0625,29.087639,28.940045,29.191848,29.037028,29.037028,4.42,44,GOOG
07-03-2014,32.68052,37.5,23.125,2.82732,33.125,29.087639,28.966472,29.170412,29.15645,29.15645,4.42857,43,GOOG
07-07-2014,32.68052,37.5,23.125,2.82732,33.125,29.108083,28.900154,29.241213,29.03279,29.03279,4.38776,43,GOOG
07-08-2014,32.68052,37.5,23.125,2.82732,33.125,28.803918,28.229246,28.897083,28.476318,28.476318,4.38776,43,GOOG
07-09-2014,32.6689,37.5,23.125,2.84546,33.125,28.500751,28.390852,28.757047,28.725135,28.725135,4.38776,43,GOOG
07-10-2014,32.6689,37.5,23.125,2.84546,33.125,28.218027,28.17315,28.750565,28.476816,28.476816,4.38776,43,GOOG
07-11-2014,32.6689,37.5,23.125,2.84546,33.125,28.517206,28.492773,28.962982,28.87971,28.87971,4.38776,43,GOOG
07-14-2014,32.70028,37.5,23.125,2.82905,33.1875,29.050242,28.822368,29.180385,29.163431,29.163431,4.4,44,GOOG
07-15-2014,32.70028,37.5,23.125,2.82905,33.1875,29.206812,28.749069,29.210028,29.158944,29.158944,4.4,44,GOOG
07-16-2014,32.64688,37.1,23.125,2.7188,33.1875,29.319503,29.030297,29.339448,29.053234,29.053234,4.4,44,GOOG
07-17-2014,32.64688,37.1,23.125,2.7188,33.1875,28.897162,28.352657,28.969962,28.607951,28.607951,4.4,44,GOOG
07-18-2014,33.00369,37.5,23.125,2.61425,33.5,29.568818,29.020324,29.758298,29.672534,29.672534,4.4,44,GOOG
07-21-2014,33.06051,37.5,23.125,2.68328,33.5,29.506489,29.181512,29.638627,29.392802,29.392802,4.44,44,GOOG
07-22-2014,33.06051,37.5,23.125,2.68328,33.5,29.45513,29.449147,29.900408,29.65558,29.65558,4.44,44,GOOG
07-23-2014,33.06051,37.5,23.125,2.68328,33.5,29.580287,29.543887,29.810654,29.71741,29.71741,4.44,44,GOOG
07-24-2014,33.06051,37.5,23.125,2.68328,33.5,29.740846,29.507487,29.892928,29.58627,29.58627,4.44,44,GOOG
07-25-2014,33.06051,37.5,23.125,2.68328,33.5,29.439174,29.271136,29.511974,29.370363,29.370363,4.44,44,GOOG
07-28-2014,33.06051,37.5,23.125,2.68328,33.5,29.322993,29.157612,29.543887,29.449147,29.449147,4.44,44,GOOG
07-29-2014,33.06074,37.5,23.125,2.68319,33.5,29.3569,29.095867,29.40427,29.20033,29.20033,4.44,44,GOOG
07-30-2014,33.06074,37.5,23.125,2.68319,33.5,29.247201,29.12005,29.394297,29.290582,29.290582,4.44,44,GOOG
07-31-2014,33.06074,37.5,23.125,2.68319,33.5,28.950516,28.421967,29.102593,28.501748,28.501748,4.44,44,GOOG
08-01-2014,33.06074,37.5,23.125,2.68319,33.5,28.441912,28.065446,28.719146,28.226005,28.226005,4.44,44,GOOG
08-04-2014,33.06074,37.5,23.125,2.68319,33.5,28.374098,28.127775,28.688735,28.579036,28.579036,4.44,44,GOOG
08-05-2014,33.06074,37.5,23.125,2.68319,33.5,28.42446,28.053479,28.520696,28.176142,28.176142,4.44,44,GOOG
08-06-2014,33.06074,37.5,23.125,2.68319,33.5,28.012092,27.923336,28.456871,28.241163,28.241163,4.44,44,GOOG
08-07-2014,33.06074,37.5,23.125,2.68319,33.5,28.322241,27.978185,28.416482,28.090876,28.090876,4.44,44,GOOG
08-08-2014,33.06074,37.5,23.125,2.68319,33.5,28.100849,27.940788,28.434433,28.360635,28.360635,4.44,44,GOOG
08-11-2014,33.06074,37.5,23.125,2.68319,33.5,28.421468,28.222515,28.4464,28.316257,28.316257,4.44,44,GOOG
08-12-2014,33.10383,37.5,23.125,2.66856,33.5,28.148717,27.967216,28.217528,28.059462,28.059462,4.45098,45,GOOG
08-13-2014,33.10383,37.5,23.125,2.66856,33.5,28.287835,28.210049,28.671282,28.660313,28.660313,4.41176,45,GOOG
08-14-2014,33.10383,37.5,23.125,2.66856,33.5,28.730121,28.465847,28.815885,28.65383,28.65383,4.41176,45,GOOG
08-15-2014,33.28994,37.5,27.25,2.22057,33.5,28.813891,28.447896,28.889683,28.595491,28.595491,4.41176,45,GOOG
08-18-2014,33.28994,37.5,27.25,2.22057,33.5,28.72663,28.721146,29.145481,29.028302,29.028302,4.41176,45,GOOG
08-19-2014,33.28994,37.5,27.25,2.22057,33.5,29.169914,29.12005,29.286593,29.262659,29.262659,4.41176,45,GOOG
08-20-2014,33.28994,37.5,27.25,2.22057,33.5,29.213793,29.048746,29.254681,29.144483,29.144483,4.41176,45,GOOG
08-21-2014,33.28994,37.5,27.25,2.22057,33.5,29.111075,28.977442,29.144982,29.088637,29.088637,4.41176,45,GOOG
08-22-2014,33.28994,37.5,27.25,2.22057,33.5,29.099606,28.95251,29.181681,29.048247,29.048247,4.41176,45,GOOG
08-25-2014,33.28994,37.5,27.25,2.22057,33.5,29.155952,28.870735,29.169914,28.930571,28.930571,4.41176,45,GOOG
08-26-2014,33.28994,37.5,27.25,2.22057,33.5,28.983426,28.750066,29.010352,28.813891,28.813891,4.41176,45,GOOG
08-27-2014,33.28994,37.5,27.25,2.22057,33.5,28.784472,28.427103,28.845305,28.47183,28.47183,4.41176,45,GOOG
08-28-2014,33.28994,37.5,27.25,2.22057,33.5,28.400027,28.277364,28.584022,28.382077,28.382077,4.41176,45,GOOG
08-29-2014,33.28994,37.5,27.25,2.22057,33.5,28.488285,28.275828,28.523688,28.501748,28.501748,4.41176,45,GOOG
09-02-2014,33.29369,37.5,27.25,2.24552,33.5,28.514214,28.481304,28.812395,28.787464,28.787464,4.4,44,GOOG
09-03-2014,33.29369,37.5,27.25,2.24552,33.5,28.920598,28.671282,29.069689,28.81788,28.81788,4.4,44,GOOG
09-04-2014,33.29369,37.5,27.25,2.24552,33.5,28.920598,28.881705,29.219777,29.019327,29.019327,4.4,44,GOOG
09-05-2014,33.3221,37.5,27.25,2.2902,33.5,29.119053,29.017831,29.247201,29.223766,29.223766,4.4,44,GOOG
09-08-2014,33.3221,37.5,27.25,2.2902,33.5,29.249694,29.234735,29.507487,29.405267,29.405267,4.4,44,GOOG
09-09-2014,33.3221,37.5,27.25,2.2902,33.5,29.36438,28.920598,29.369366,28.97096,28.97096,4.4,44,GOOG
09-10-2014,33.3221,37.5,27.25,2.2902,33.5,28.995393,28.768017,29.095119,29.075174,29.075174,4.4,44,GOOG
09-11-2014,33.3221,37.5,27.25,2.2902,33.5,28.938549,28.73411,29.01085,28.987913,28.987913,4.4,44,GOOG
09-12-2014,33.3221,37.5,27.25,2.2902,33.5,28.970461,28.644356,29.002373,28.702198,28.702198,4.4,44,GOOG
09-15-2014,33.3221,37.5,27.25,2.2902,33.5,28.568565,28.332712,28.668789,28.576543,28.576543,4.4,44,GOOG
09-16-2014,33.3221,37.5,27.25,2.2902,33.5,28.559589,28.554603,28.995393,28.918105,28.918105,4.4,44,GOOG
09-17-2014,33.3221,37.5,27.25,2.2902,33.5,28.921097,28.859516,29.295563,29.158445,29.158445,4.4,44,GOOG
09-18-2014,33.3221,37.5,27.25,2.2902,33.5,29.26964,29.169914,29.396292,29.382829,29.382829,4.4,44,GOOG
09-19-2014,33.3221,37.5,27.25,2.2902,33.5,29.494024,29.394297,29.742342,29.722397,29.722397,4.4,44,GOOG
09-22-2014,33.3221,37.5,27.25,2.2902,33.5,29.609706,29.093124,29.616138,29.288089,29.288089,4.4,44,GOOG
09-23-2014,33.3221,37.5,27.25,2.2902,33.5,29.26216,28.970461,29.26216,28.976943,28.976943,4.4,44,GOOG
09-24-2014,33.32778,37.5,27.25,2.29157,33.5,28.993398,28.946527,29.40078,29.319004,29.319004,4.4,44,GOOG
09-25-2014,33.32778,37.5,27.25,2.29157,33.5,29.297064,28.630395,29.318505,28.674274,28.674274,4.4,44,GOOG
09-26-2014,33.32778,37.5,27.25,2.29157,33.5,28.724137,28.654329,28.883201,28.775995,28.775995,4.4,44,GOOG
09-29-2014,33.41869,37.5,27.25,2.33584,33.6,28.509227,28.480307,28.830346,28.739096,28.739096,4.38776,44,GOOG
09-30-2014,33.41869,37.5,27.25,2.33584,33.6,28.767518,28.564077,28.913118,28.788959,28.788959,4.38776,44,GOOG
10-01-2014,33.41869,37.5,27.25,2.33584,33.6,28.721644,28.272876,28.799924,28.335704,28.335704,4.38776,44,GOOG
10-02-2014,33.41869,37.5,27.25,2.33584,33.6,28.287835,28.088881,28.517206,28.425956,28.425956,4.38776,44,GOOG
10-03-2014,33.41869,37.5,27.25,2.33584,33.6,28.574049,28.546625,28.782228,28.685244,28.685244,4.38776,44,GOOG
10-06-2014,33.41869,37.5,27.25,2.33584,33.6,28.860762,28.643359,28.970461,28.788461,28.788461,4.38776,44,GOOG
10-07-2014,33.41869,37.5,27.25,2.33584,33.6,28.641365,28.109824,28.684745,28.109824,28.109824,4.38776,44,GOOG
10-08-2014,33.41869,37.5,27.25,2.33584,33.6,28.201073,27.79818,28.615436,28.546625,28.546625,4.38776,44,GOOG
10-09-2014,33.41869,37.5,27.25,2.33584,33.6,28.480805,27.876465,28.496263,27.967216,27.967216,4.38776,44,GOOG
10-10-2014,33.37324,37.5,27.25,2.32406,33.5,27.809648,27.12802,28.179129,27.149959,27.149959,4.38776,44,GOOG
10-13-2014,33.33347,37.5,27.25,2.32369,33.5,27.174891,26.582019,27.399773,26.587504,26.587504,4.38776,44,GOOG
10-14-2014,33.34256,37.5,27.25,2.22546,33.5,26.871225,26.585484,27.28459,26.823356,26.823356,4.38776,44,GOOG
10-15-2014,33.26983,37.5,27.25,2.19347,33.5,26.477805,25.844045,26.56706,26.428939,26.428939,4.38776,44,GOOG
10-16-2014,33.26983,37.5,27.25,2.19347,33.5,25.878949,25.679496,26.399021,26.153694,26.153694,4.38776,44,GOOG
10-17-2014,32.45733,37.5,26.5,2.25958,32.5,26.290319,25.356882,26.476309,25.488521,25.488521,4.38776,44,GOOG
10-20-2014,32.45733,37.5,26.5,2.25958,32.5,25.402756,25.335441,26.016571,25.970697,25.970697,4.38776,44,GOOG
10-21-2014,32.45733,37.5,26.5,2.25958,32.5,26.187601,25.884434,26.267382,26.254917,26.254917,4.38776,44,GOOG
10-22-2014,32.45733,37.5,26.5,2.25958,32.5,26.421958,26.367607,26.916101,26.562572,26.562572,4.38776,44,GOOG
10-23-2014,32.42378,37.5,26.5,2.27485,32.5,26.892167,26.719142,27.286086,27.124529,27.124529,4.38776,43,GOOG
10-24-2014,32.42378,37.5,26.5,2.27485,32.5,27.143477,26.71615,27.169406,26.915104,26.915104,4.38776,43,GOOG
10-27-2014,32.37438,37.5,26.5,2.27206,32.375,26.777981,26.777981,27.14597,26.964469,26.964469,4.36,44,GOOG
10-28-2014,32.37438,37.5,26.5,2.27206,32.375,27.075663,27.006852,27.373845,27.369856,27.369856,4.36,44,GOOG
10-29-2014,32.37438,37.5,26.5,2.27206,32.375,27.424705,27.274118,27.633631,27.391297,27.391297,4.36,44,GOOG
10-30-2014,32.37438,37.5,26.5,2.27206,32.375,27.372349,27.101093,27.564322,27.440162,27.440162,4.36,44,GOOG
10-31-2014,32.37438,37.5,26.5,2.27206,32.375,27.890925,27.661555,27.901895,27.877462,27.877462,4.36,44,GOOG
11-03-2014,32.29201,37.5,26.5,2.32004,32.25,27.698952,27.585763,27.818623,27.68499,27.68499,4.33333,41,GOOG
11-04-2014,32.24323,37.5,26.5,2.30459,32.01,27.574294,27.389801,27.698952,27.629642,27.629642,4.33333,41,GOOG
11-05-2014,32.29931,37.5,26.5,2.30542,32.13,27.763774,27.12802,27.763774,27.221264,27.221264,4.36,40,GOOG
11-06-2014,32.24323,37.5,26.5,2.30459,32.01,27.200321,26.974441,27.269381,27.027795,27.027795,4.33333,41,GOOG
11-07-2014,32.24323,37.5,26.5,2.30459,32.01,27.235724,26.859756,27.235724,26.976436,26.976436,4.33333,41,GOOG
11-10-2014,32.24323,37.5,26.5,2.30459,32.01,26.998874,26.976934,27.404261,27.299549,27.299549,4.33333,41,GOOG
11-11-2014,32.24323,37.5,26.5,2.30459,32.01,27.349412,27.240211,27.521434,27.439165,27.439165,4.33333,41,GOOG
11-12-2014,32.24323,37.5,26.5,2.30459,32.01,27.444152,27.183866,27.447642,27.290573,27.290573,4.33333,41,GOOG
11-13-2014,32.22494,37.5,26.5,2.30743,32.0,27.414732,27.099598,27.414732,27.194337,27.194337,4.33333,41,GOOG
11-14-2014,32.22494,37.5,26.5,2.30743,32.0,27.259159,27.03328,27.259159,27.145472,27.145472,4.33333,41,GOOG
11-17-2014,32.22494,37.5,26.5,2.30743,32.0,27.104584,26.629937,27.115055,26.752052,26.752052,4.33333,41,GOOG
11-18-2014,32.22494,37.5,26.5,2.30743,32.0,26.801416,26.635372,27.022808,26.678254,26.678254,4.33333,41,GOOG
11-19-2014,32.22494,37.5,26.5,2.30743,32.0,26.676758,26.431432,26.838315,26.775986,26.775986,4.33333,41,GOOG
11-20-2014,32.22372,37.5,26.5,2.30537,32.0,26.489772,26.481295,26.682243,26.668282,26.668282,4.33333,41,GOOG
11-21-2014,32.22372,37.5,26.5,2.30537,32.0,27.006354,26.754545,27.032781,26.801416,26.801416,4.33333,41,GOOG
11-24-2014,32.22372,37.5,26.5,2.30537,32.0,26.808896,26.707674,27.060704,26.889674,26.889674,4.33333,41,GOOG
11-25-2014,32.22372,37.5,26.5,2.30537,32.0,26.876211,26.856365,27.124529,26.979926,26.979926,4.33333,41,GOOG
11-26-2014,32.22372,37.5,26.5,2.30537,32.0,26.969953,26.778579,27.003362,26.944523,26.944523,4.33333,41,GOOG
11-28-2014,32.22372,37.5,26.5,2.30537,32.0,26.956989,26.756539,27.0258,27.017323,27.017323,4.33333,41,GOOG
12-01-2014,32.22372,37.5,26.5,2.30537,32.0,26.871225,26.520188,26.996381,26.616923,26.616923,4.33333,41,GOOG
12-02-2014,32.22372,37.5,26.5,2.30537,32.0,26.602462,26.41747,26.70169,26.61443,26.61443,4.33333,41,GOOG
12-03-2014,32.22372,37.5,26.5,2.30537,32.0,26.499246,26.390544,26.726422,26.493262,26.493262,4.33333,41,GOOG
12-04-2014,32.22372,37.5,26.5,2.30537,32.0,26.485284,26.357136,26.793438,26.791942,26.791942,4.33333,41,GOOG
12-05-2014,32.19933,37.5,26.5,2.33388,32.0,26.477306,26.142226,26.571547,26.191092,26.191092,4.29412,41,GOOG
12-08-2014,32.13902,37.5,26.5,2.41404,32.0,26.284336,26.117793,26.477306,26.276856,26.276856,4.29412,41,GOOG
12-09-2014,32.07805,37.5,26.5,2.49743,32.0,26.035519,25.953743,26.636369,26.595482,26.595482,4.29412,41,GOOG
12-10-2014,32.07805,37.5,26.5,2.49743,32.0,26.581021,26.206051,26.743076,26.230982,26.230982,4.29412,41,GOOG
12-11-2014,32.07805,37.5,26.5,2.49743,32.0,26.317744,26.28284,26.622906,26.34467,26.34467,4.29412,41,GOOG
12-12-2014,32.07805,37.5,26.5,2.49743,32.0,26.103831,25.861995,26.352648,25.861995,25.861995,4.29412,41,GOOG
12-15-2014,32.07805,37.5,26.5,2.49743,32.0,26.065437,25.593233,26.083388,25.619661,25.619661,4.29412,41,GOOG
12-16-2014,31.99268,37.5,26.5,2.50717,31.6,25.507967,24.383056,25.582263,24.701681,24.701681,4.29412,41,GOOG
12-17-2014,31.99268,37.5,26.5,2.50717,31.6,24.781961,24.772487,25.280592,25.17538,25.17538,4.33333,41,GOOG
12-18-2014,31.96286,37.5,26.5,2.48437,31.55,25.577277,25.165907,25.623151,25.48503,25.48503,4.33333,42,GOOG
12-19-2014,31.90333,37.5,26.5,2.52437,31.55,25.505474,25.276134,25.815124,25.746812,25.746812,4.33333,42,GOOG
12-22-2014,31.90333,37.5,26.5,2.52437,31.55,25.733349,25.733349,26.250928,26.171645,26.171645,4.33333,42,GOOG
12-23-2014,31.90333,37.5,26.5,2.52437,31.55,26.277854,26.242451,26.654819,26.456862,26.456862,4.33333,42,GOOG
12-24-2014,31.90333,37.5,26.5,2.52437,31.55,26.452873,26.278851,26.515152,26.366111,26.366111,4.33333,42,GOOG
12-26-2014,31.90333,37.5,26.5,2.52437,31.55,26.366111,26.293311,26.639361,26.628391,26.628391,4.33333,42,GOOG
12-29-2014,31.90333,37.5,26.5,2.52437,31.55,26.536643,26.427991,26.700693,26.443898,26.443898,4.33333,42,GOOG
12-30-2014,31.90333,37.5,26.5,2.52437,31.55,26.332204,26.284336,26.484786,26.448385,26.448385,4.33333,42,GOOG
12-31-2014,31.90333,37.5,26.5,2.52437,31.55,26.489772,26.218018,26.557087,26.247936,26.247936,4.33333,42,GOOG
01-02-2015,31.90333,37.5,26.5,2.52437,31.55,26.378078,26.133251,26.490769,26.168653,26.168653,4.33333,42,GOOG
01-05-2015,31.91317,37.5,26.5,2.55418,31.6,26.091366,25.582762,26.144719,25.623151,25.623151,4.34,41,GOOG
01-06-2015,31.91317,37.5,26.5,2.55418,31.6,25.679496,24.983906,25.738086,25.029282,25.029282,4.34,41,GOOG
01-07-2015,31.87049,37.5,26.5,2.6,31.6,25.280592,24.914098,25.292758,24.986399,24.986399,4.34,41,GOOG
01-08-2015,31.8235,37.5,26.5,2.54909,31.55,24.831325,24.482782,25.105074,25.065183,25.065183,4.3,40,GOOG
01-09-2015,31.8235,37.5,26.5,2.54909,31.55,25.168898,24.671763,25.176876,24.740574,24.740574,4.3,40,GOOG
01-12-2015,31.6585,37.5,26.5,2.57748,31.5,24.679243,24.311253,24.730901,24.56007,24.56007,4.26,40,GOOG
01-13-2015,31.6585,37.5,26.5,2.57748,31.5,24.873709,24.552092,25.080142,24.741073,24.741073,4.26,40,GOOG
01-14-2015,31.68878,37.5,26.5,2.53088,31.5,24.664782,24.582508,25.092608,24.974931,24.974931,4.28571,41,GOOG
01-15-2015,31.65829,37.5,26.5,2.54348,31.5,25.209287,24.819857,25.214772,25.020805,25.020805,4.28571,41,GOOG
01-16-2015,31.65829,37.5,26.5,2.54348,31.5,24.932049,24.93155,25.339929,25.334444,25.334444,4.28571,41,GOOG
01-20-2015,31.65829,37.5,26.5,2.54348,31.5,25.480044,25.231526,25.554839,25.275605,25.275605,4.28571,41,GOOG
01-21-2015,31.60951,37.5,26.5,2.49769,31.5,25.293057,25.240701,25.892911,25.83108,25.83108,4.28571,41,GOOG
01-22-2015,31.58905,37.5,26.5,2.47125,31.5,26.002609,25.913853,26.743076,26.646342,26.646342,4.3,42,GOOG
01-23-2015,31.58905,37.5,26.5,2.47125,31.5,26.706178,26.577032,27.034277,26.923581,26.923581,4.3,42,GOOG
