 Date,PEP Price Target,PEP Price Target - High,PEP Price Target - Low,PEP Price Target - StdDev,PEP Price Target - Median,PEP Open,PEP Low,PEP High,PEP Close,PEP Adj. Close,PEP Rating,PEP Price Target - #,Ticker
03-11-2013,78.82688,85.0,74.0,3.18309,78.615,58.280315105312006,58.030930976879006,58.48435666493901,76.85,58.076273545685,3.86364,16,PEP
03-12-2013,78.82688,85.0,74.0,3.18309,78.615,58.061159356083,57.955360028869,58.32565767411801,76.89,58.106501924889,3.86364,16,PEP
03-13-2013,78.82688,85.0,74.0,3.18309,78.615,58.106501924889,57.925131649665005,58.26520091571,76.95,58.15184449369501,3.86364,16,PEP
03-14-2013,78.82688,85.0,74.0,3.18309,78.615,58.23497253650601,58.083830640486006,58.355886053322,77.19,58.333214768919,3.86364,16,PEP
03-15-2013,78.82688,85.0,74.0,3.18309,78.615,58.076273545685,57.96291712367,58.30298638971501,77.04,58.21985834690401,3.86364,16,PEP
03-18-2013,78.82688,85.0,74.0,3.18309,78.615,57.932688744466,57.88734617566,58.182072872899,76.68,57.94780293406801,3.86364,16,PEP
03-19-2013,78.82688,85.0,74.0,3.18309,78.615,58.023373882078005,57.81177522765,58.15184449369501,76.67,57.94024583926701,3.86364,16,PEP
03-20-2013,78.82688,85.0,74.0,3.18309,78.615,58.15184449369501,57.486820151207,58.242529631307,76.32,57.675747521232,3.86364,16,PEP
03-21-2013,79.14867,85.0,75.0,3.02502,79.0,57.65307623682901,57.433920487600005,58.000702597675,76.15,57.54727690961501,3.90476,15,PEP
03-22-2013,79.14867,85.0,75.0,3.02502,79.0,57.993145502874,57.932688744466,59.905090487527,78.64,59.42899351506401,3.90476,15,PEP
03-25-2013,79.882,85.0,75.0,3.06512,80.0,59.40632223066101,58.64305565576,59.42899351506401,77.83,58.816868836183005,3.90476,15,PEP
03-26-2013,79.882,85.0,75.0,3.06512,80.0,58.869768499790005,58.78664045697901,59.655706359094005,78.92,59.640592169492,3.90476,15,PEP
03-27-2013,79.882,85.0,75.0,3.06512,80.0,59.32319418785001,58.877325594591,59.43655060986501,78.29,59.16449519702901,3.90476,15,PEP
03-28-2013,79.882,85.0,75.0,3.06512,80.0,59.32319418785001,58.998239111407,59.79929116031301,79.11,59.784176970711,3.90476,15,PEP
04-01-2013,79.882,85.0,75.0,3.06512,80.0,59.519678652676006,59.519678652676006,59.87486210832301,79.1,59.77661987591,3.90476,15,PEP
04-02-2013,79.882,85.0,75.0,3.06512,80.0,59.965547245935,59.905090487527,60.366073270388,79.74,60.260273943174,3.90476,15,PEP
04-03-2013,80.41533,87.0,75.0,3.52652,80.0,60.358516175587006,59.54990703188,60.366073270388,78.96,59.670820548696,3.90476,15,PEP
04-04-2013,80.41533,87.0,75.0,3.52652,80.0,59.17205229183,59.17205229183,60.131803331557,79.53,60.101574952353005,3.85714,15,PEP
04-05-2013,80.41533,87.0,75.0,3.52652,80.0,59.663263453895006,59.24762323984001,59.761505686308006,78.59,59.39120804105901,3.85714,15,PEP
04-08-2013,80.41533,87.0,75.0,3.52652,80.0,59.3723153040565,59.134266817825,60.08646076275101,79.5,60.07890366795,3.85714,15,PEP
04-09-2013,80.61533,87.0,75.0,3.69191,80.0,60.15447461596,59.81818389731551,60.245159753572,79.21,59.859747918721,3.85714,15,PEP
04-10-2013,80.61533,87.0,75.0,3.69191,80.0,60.02600400434301,59.89753339272601,60.5285508086095,80.06,60.502100976806005,3.85714,15,PEP
04-11-2013,80.445,87.0,75.0,3.76412,80.0,60.479429692403,60.305616511980006,60.81949895844801,79.96,60.426530028796,3.80952,14,PEP
04-12-2013,80.445,87.0,75.0,3.76412,80.0,59.64814926429301,59.504564463074,60.4832082398035,79.99,60.449201313199,3.80952,14,PEP
04-15-2013,80.445,87.0,75.0,3.76412,80.0,60.101574952353005,59.633035074691,60.471872597602,78.92,59.640592169492,3.80952,14,PEP
04-16-2013,80.80214,87.0,75.0,3.93814,80.5,59.87486210832301,59.76906278110901,60.479429692403,80.0,60.456758408000006,3.80952,14,PEP
04-17-2013,80.80214,87.0,75.0,3.93814,80.5,60.260273943174,59.527235747477,60.57011483001501,78.85,59.587692505885,3.80952,14,PEP
04-18-2013,82.445,88.0,75.0,3.77435,82.0,60.615457398821,60.53988645081101,63.06395611434501,81.25,61.40139525812501,3.7619,14,PEP
04-19-2013,84.51643,91.0,75.0,4.78509,85.5,61.97573446300101,61.86993513578701,62.927928407927,82.77,62.550073667877,3.7619,14,PEP
04-22-2013,84.51643,91.0,75.0,4.78509,85.5,62.187333117429006,62.005962842205,63.199983820763,83.38,63.011056450738,3.7619,14,PEP
04-23-2013,84.51643,91.0,75.0,4.78509,85.5,63.230212199967006,63.10174158835,63.721423362032,84.1,63.55516727641,3.7619,14,PEP
04-24-2013,84.51643,91.0,75.0,4.78509,85.5,63.524938897206006,62.134433453822005,63.69875207762901,82.34,62.225118591434,3.7619,14,PEP
04-25-2013,84.51643,91.0,75.0,4.78509,85.5,62.278018255041005,62.10420507461801,62.79190070150901,82.82,62.587859141882,3.7619,14,PEP
04-26-2013,84.51643,91.0,75.0,4.78509,85.5,62.504731099071,62.19489021223,62.71632975349901,82.51,62.35358920305101,3.7619,14,PEP
04-29-2013,84.51643,91.0,75.0,4.78509,85.5,62.35358920305101,62.285575349842006,62.65965154249151,82.65,62.45938853026501,3.7619,14,PEP
04-30-2013,84.51643,91.0,75.0,4.78509,85.5,62.278018255041005,61.983291557802,62.4556099828645,82.47,62.32336082384701,3.7619,14,PEP
05-01-2013,84.51643,91.0,75.0,4.78509,85.5,62.240232781036006,62.028634126608,62.5991947840835,82.21,62.126876359021,3.7619,14,PEP
05-02-2013,84.51643,91.0,75.0,4.78509,85.5,62.073976695414,62.028634126608,62.67098718469301,82.56,62.39137467705601,3.7619,14,PEP
05-03-2013,84.51643,91.0,75.0,4.78509,85.5,62.693658469096,62.315803729046,62.912814218325,82.83,62.595416236683,3.7619,14,PEP
05-06-2013,84.51643,91.0,75.0,4.78509,85.5,62.49717400427001,62.134433453822005,62.49717400427001,82.5,62.34603210825001,3.7619,14,PEP
05-07-2013,84.51643,91.0,75.0,4.78509,85.5,62.41404596145901,62.24778987583701,62.980828071534006,83.34,62.980828071534006,3.7619,14,PEP
05-08-2013,84.51643,91.0,75.0,4.78509,85.5,62.95059969233,62.580302047081005,63.21509801036501,83.25,62.912814218325,3.7619,14,PEP
05-09-2013,84.51643,91.0,75.0,4.78509,85.5,62.988385166335,62.42160305626,63.162198346758,82.85,62.610530426285,3.7619,14,PEP
05-10-2013,84.51643,91.0,75.0,4.78509,85.5,62.70877265869801,62.406488866658,62.916592765725504,83.0,62.723886848300005,3.7619,14,PEP
05-13-2013,85.30214,91.0,75.0,4.5478,86.5,62.512288193872,62.361146297852,62.988385166335,83.03,62.74655813270301,3.7619,14,PEP
05-14-2013,85.30214,91.0,75.0,4.5478,86.5,62.769229417106,62.663430089892,63.116855777952,83.5,63.10174158835,3.7619,14,PEP
05-15-2013,85.30214,91.0,75.0,4.5478,86.5,63.011056450738,62.905257123524,63.819665594445006,84.25,63.668523698425005,3.7619,14,PEP
05-16-2013,85.30214,91.0,75.0,4.5478,86.5,63.50982470760401,63.230212199967006,64.069049722878,83.74,63.283111863574,3.7619,14,PEP
05-17-2013,85.30214,91.0,75.0,4.5478,86.5,63.41158247519101,62.807014891111,63.50982470760401,83.8,63.32845443238,3.7619,14,PEP
05-20-2013,85.30214,91.0,75.0,4.5478,86.5,63.32089733757901,62.32336082384701,63.358682811584,82.59,62.41404596145901,3.7619,14,PEP
05-21-2013,85.74867,92.0,75.0,4.70053,87.0,62.444274340663,62.05886250581201,62.6672086372925,82.63,62.444274340663,3.81818,15,PEP
05-22-2013,86.61533,92.0,78.23,3.73892,88.0,62.41404596145901,62.406488866658,63.683637888027,82.97,62.701215563897,3.90909,15,PEP
05-23-2013,86.61533,92.0,78.23,3.73892,88.0,62.19489021223,61.597879722951006,62.51984528867301,82.12,62.05886250581201,3.90909,15,PEP
05-24-2013,86.61533,92.0,78.23,3.73892,88.0,61.824592566981,61.62810810215501,62.557630762678,82.58,62.406488866658,3.90909,15,PEP
05-28-2013,86.61533,92.0,78.23,3.73892,88.0,62.79190070150901,62.09664797981701,63.088138817708206,82.43,62.29313244464301,3.90909,15,PEP
05-29-2013,86.61533,92.0,78.23,3.73892,88.0,62.141990548623006,61.152011129692006,62.141990548623006,81.12,61.30315302571201,3.90909,15,PEP
05-30-2013,86.61533,92.0,78.23,3.73892,88.0,61.318267215314,60.98575504407,61.582765533349,81.22,61.378723973722,3.90909,15,PEP
05-31-2013,86.61533,92.0,78.23,3.73892,88.0,61.227582077702,61.000869233672006,61.673450670961,80.77,61.03865470767701,3.90909,15,PEP
06-03-2013,86.61533,92.0,78.23,3.73892,88.0,60.96308375966701,60.252716848373005,61.582765533349,81.4,61.51475168014001,3.90909,15,PEP
06-04-2013,86.61533,92.0,78.23,3.73892,88.0,61.70367905016501,61.227582077702,62.01351993700601,81.63,61.688564860563,3.90909,15,PEP
06-05-2013,86.61533,92.0,78.23,3.73892,88.0,61.557292353899,61.427922348952,62.040527372377504,81.2,61.79320236292,3.90909,15,PEP
06-06-2013,86.61533,92.0,78.23,3.73892,88.0,61.785592362629,61.42031234866099,62.143262376306,81.66,62.143262376306,3.90909,15,PEP
06-07-2013,86.61533,92.0,78.23,3.73892,88.0,62.386782385618,62.01389237135899,62.790112401041,82.51,62.790112401041,3.90909,15,PEP
06-10-2013,86.61533,92.0,78.23,3.73892,88.0,62.85860240366,62.48152688924095,63.208662417046,82.85,63.04885241093499,3.90909,15,PEP
06-11-2013,86.61533,92.0,78.23,3.73892,88.0,62.691182397258,62.265022380962,63.018412409771,82.53,62.805332401623,3.90909,15,PEP
06-12-2013,86.61533,92.0,78.23,3.73892,88.0,63.018412409771,62.432442387364006,63.307592420829,82.11,62.485712389400994,3.90909,15,PEP
06-13-2013,86.61533,92.0,78.23,3.73892,88.0,62.447662387946,61.831252364375,62.58464239318399,81.98,62.386782385618,3.90909,15,PEP
06-14-2013,86.61533,92.0,78.23,3.73892,88.0,62.4020023862,62.39439238590899,63.1630024153,82.13,62.50093238998299,3.90909,15,PEP
06-17-2013,88.07688,110.0,78.23,6.71918,88.0,62.850992403369,62.46668738867349,63.109732413263,82.55,62.820552402205,3.95652,16,PEP
06-18-2013,87.89588,110.0,78.23,6.55864,88.0,62.683572396967,62.4020023862,62.927092406278994,82.57,62.83577240278699,3.91667,17,PEP
06-19-2013,87.89588,110.0,78.23,6.55864,88.0,62.599862393766,61.557292353899,62.911872405697,80.89,61.557292353899,3.91667,17,PEP
06-20-2013,87.89588,110.0,78.23,6.55864,88.0,61.245282341968,59.940167292061496,61.54968235360799,78.91,60.05051229628099,3.91667,17,PEP
06-21-2013,87.89588,110.0,78.23,6.55864,88.0,60.545162315196,60.286422305302,61.199622340222,80.13,60.97893233178299,3.91667,17,PEP
06-24-2013,87.83706,110.0,78.23,6.55296,88.0,59.875482289588,59.51020227562,61.450752349825,80.13,60.97893233178299,3.91667,17,PEP
06-25-2013,87.95471,110.0,78.23,6.51883,88.0,61.199622340222,60.628872318397,61.298552344005,80.04,60.910442329164006,3.91667,17,PEP
06-26-2013,87.95471,110.0,78.23,6.51883,88.0,61.351822346042,61.351822346042,62.07477237368699,81.3,61.86930236583,3.91667,17,PEP
06-27-2013,87.95471,110.0,78.23,6.51883,88.0,62.226972379507,62.03672237223199,62.81484490198675,81.74,62.204142378634,3.91667,17,PEP
06-28-2013,87.95471,110.0,78.23,6.51883,88.0,62.379172385327,62.09760237455999,62.607472394057,81.79,62.242192380089,3.91667,17,PEP
07-01-2013,87.95471,110.0,78.23,6.51883,88.0,62.37156238503599,62.219362379216,62.78250240075,82.04,62.432442387364006,3.91667,17,PEP
07-02-2013,88.32688,110.0,78.23,6.5419,88.0,62.356342384454,61.88452236641199,62.577032392893,81.68,62.158482376888,3.95652,16,PEP
07-03-2013,88.32688,110.0,78.23,6.5419,88.0,61.975842369904,61.12352233731199,61.975842369904,80.73,61.435532349243005,3.95652,16,PEP
07-05-2013,88.32688,110.0,78.23,6.5419,88.0,61.71710236001,61.100692336439,61.854082365248,80.8,61.48880235127999,3.95652,16,PEP
07-08-2013,88.32688,110.0,78.23,6.5419,88.0,61.88452236641199,61.694272359137,62.280242381544,81.78,62.234582379798,3.95652,16,PEP
07-09-2013,88.32688,110.0,78.23,6.5419,88.0,62.56181239231099,62.37156238503599,63.064072411517,82.77,62.98797240860699,3.95652,16,PEP
07-10-2013,88.32688,110.0,78.23,6.5419,88.0,62.98797240860699,62.911872405697,63.482622427522,82.99,63.155392415009,3.95652,16,PEP
07-11-2013,88.57688,110.0,78.23,6.50542,88.0,63.657652434215,63.657652434215,64.403432462733,84.55,64.342552460405,3.95652,16,PEP
07-12-2013,88.57688,110.0,78.23,6.50542,88.0,63.962052445854994,63.802242439744,64.31972245953199,84.32,64.167522453712,3.95652,16,PEP
07-15-2013,88.66059,110.0,78.23,6.32006,88.0,64.251232456913,64.17513245400299,64.624122471172,84.72,64.471922465352,3.95833,17,PEP
07-16-2013,88.66059,110.0,78.23,6.32006,88.0,63.870732442363,63.398912424321,64.15230245312999,84.02,63.93922244498199,3.95833,17,PEP
07-17-2013,88.66059,110.0,78.23,6.32006,88.0,63.962052445854994,63.870732442363,65.073112488341,85.24,64.867642480484,3.91667,17,PEP
07-18-2013,88.95471,110.0,78.23,6.53478,88.0,64.936132483103,64.91330248223,66.252662533446,86.8,66.05480252587999,3.91667,17,PEP
07-19-2013,88.95471,110.0,78.23,6.53478,88.0,65.704742512494,65.347072498817,66.085242527044,86.41,65.75801251453099,3.91667,17,PEP
07-22-2013,88.88938,110.0,78.23,6.73051,88.0,65.59059250812899,65.468832503473,66.161342529954,86.4,65.75040251424001,3.91304,16,PEP
07-23-2013,88.88938,110.0,78.23,6.73051,88.0,65.72757251336701,65.423172501727,65.77323251511301,86.2,65.59820250842,3.91304,16,PEP
07-24-2013,89.07688,110.0,78.23,6.57599,88.0,65.97870252297,65.17204249212399,65.97870252297,85.64,65.17204249212399,3.91304,16,PEP
07-25-2013,90.36647,110.0,78.23,6.83525,90.0,65.17204249212399,64.898082481648,65.29380249677999,85.55,65.10355248950499,3.91304,17,PEP
07-26-2013,90.36647,110.0,78.23,6.83525,90.0,64.57085246913499,64.19796245487599,64.943742483394,85.31,64.920912482521,3.91304,17,PEP
07-29-2013,90.88938,110.0,78.23,6.70763,90.0,64.882862481066,64.654562472336,65.14160249096,85.25,64.875252480775,3.91304,16,PEP
07-30-2013,90.88938,110.0,78.23,6.70763,90.0,65.118772490087,64.768712476701,65.438392502309,85.11,64.768712476701,3.91304,16,PEP
07-31-2013,90.88938,110.0,78.23,6.70763,90.0,64.905692481939,63.490232427813005,65.187262492706,83.54,63.573942431014,3.91304,16,PEP
08-01-2013,90.88938,110.0,78.23,6.70763,90.0,63.954442445564005,63.825072440617,64.22840245604,84.2,64.07620245022,3.91304,16,PEP
08-02-2013,90.88938,110.0,78.23,6.70763,90.0,63.9240024444,63.46816342696909,64.182742454294,84.29,64.144692452839,3.91304,16,PEP
08-05-2013,90.36647,110.0,78.23,6.83525,90.0,64.182742454294,63.748972437707,64.411042463024,84.48,64.289282458368,3.91304,17,PEP
08-06-2013,90.19,107.0,78.23,6.34739,90.0,64.258842457204,64.015322447892,65.012232486013,85.05,64.723052474955,3.91304,17,PEP
08-07-2013,90.19,107.0,78.23,6.34739,90.0,64.631732471463,64.2017674550215,64.677392473209,84.76,64.502362466516,3.91304,17,PEP
08-08-2013,90.19,107.0,78.23,6.34739,90.0,64.669782472918,64.258842457204,64.753492476119,84.68,64.441482464188,3.91304,17,PEP
08-09-2013,90.19,107.0,78.23,6.34739,90.0,64.441482464188,64.060982449638,64.509972466807,84.34,64.182742454294,3.91304,17,PEP
08-12-2013,90.19,107.0,78.23,6.34739,90.0,63.870732442363,63.566332430723,63.946832445273,83.81,63.779412438871,3.91304,17,PEP
08-13-2013,90.19,107.0,78.23,6.34739,90.0,63.855512441781,63.360862422866,64.0000263473071,83.39,63.459792426649,3.91304,17,PEP
08-14-2013,90.19,107.0,78.23,6.34739,90.0,63.421742425194,62.95753240744301,63.573942431014,82.75,62.972752408025,3.91304,17,PEP
08-15-2013,90.19,107.0,78.23,6.34739,90.0,62.58464239318399,61.51163235215299,62.615082394348,80.91,61.572512354481,3.91304,17,PEP
08-16-2013,90.19,107.0,78.23,6.34739,90.0,61.33660234546,60.834342326254,61.450752349825,80.18,61.016982333238005,3.91304,17,PEP
08-19-2013,90.19,107.0,78.23,6.34739,90.0,60.963712331201,60.743022322762,61.679052358555,80.88,61.54968235360799,3.91304,17,PEP
08-20-2013,90.19,107.0,78.23,6.34739,90.0,61.61056235593599,61.077862335566,61.61056235593599,80.29,61.100692336439,3.91304,17,PEP
08-21-2013,90.19,107.0,78.23,6.34739,90.0,60.925662329746,60.126612299191,61.00176233265599,79.08,60.179882301228,3.91304,17,PEP
08-22-2013,90.19,107.0,78.23,6.34739,90.0,60.111392298609,59.89831229046099,60.6402873188335,79.25,60.309252306175,3.91304,17,PEP
08-23-2013,90.19,107.0,78.23,6.34739,90.0,60.51472231403199,60.324472306757,60.864782327418,79.85,60.765852323635,3.91304,17,PEP
08-26-2013,89.89588,107.0,78.23,6.08928,90.0,60.857172327127,60.628872318397,60.95610233090999,79.69,60.644092318979,3.91304,17,PEP
08-27-2013,89.89588,107.0,78.23,6.08928,90.0,60.263592304429,59.822212287551,60.415792310249,79.06,60.164662300646,3.91304,17,PEP
08-28-2013,89.89588,107.0,78.23,6.08928,90.0,60.08856229773599,60.073342297154,60.636482318688,79.37,60.400572309667,3.91304,17,PEP
08-29-2013,89.89588,107.0,78.23,6.08928,90.0,60.309252306175,60.157052300355,60.682142320434,79.33,60.370132308503,3.91304,17,PEP
08-30-2013,89.89588,107.0,78.23,6.08928,90.0,60.438622311122,60.294032305593,60.758242323344,79.73,60.674532320143,3.91304,17,PEP
09-03-2013,89.89588,107.0,78.23,6.08928,90.0,61.245282341968,60.910442329164006,61.481192350989005,80.2,61.03220233382,3.91304,17,PEP
09-04-2013,89.89588,107.0,78.23,6.08928,90.0,61.091600143002,60.5474396098,61.091600143002,79.53,60.953643951486,3.91304,17,PEP
09-05-2013,89.89588,107.0,78.23,6.08928,90.0,60.953643951486,60.39415495256,61.0900672964296,79.07,60.601089239834,3.91304,17,PEP
09-06-2013,89.66059,107.0,78.23,6.15761,88.0,60.631746171282,60.02627177518399,61.068607444416,79.26,60.746709664212005,3.91304,17,PEP
09-09-2013,89.66059,107.0,78.23,6.15761,88.0,60.73904543135,60.386490719698,60.915322787176,79.38,60.838680458556,3.91304,17,PEP
09-10-2013,89.66059,107.0,78.23,6.15761,88.0,61.129921307312,60.570432308386,61.16057823876,79.43,60.877001622866,3.91304,17,PEP
09-11-2013,89.66059,107.0,78.23,6.15761,88.0,60.907658554314,60.654738869868,61.23722056738001,79.85,61.19889940307,3.91304,17,PEP
09-12-2013,90.375,107.0,82.0,5.62222,89.0,61.290870197414,60.976636650072,61.35218406031,79.87,61.214227868794005,3.95455,16,PEP
09-13-2013,90.375,107.0,82.0,5.62222,89.0,61.39050522461999,61.23722056738001,61.62043221048,80.32,61.559118347584,3.95455,16,PEP
09-16-2013,90.375,107.0,82.0,5.62222,89.0,61.91933729209801,61.781381100582,62.248899305164,81.02,62.095614647924,3.95455,16,PEP
09-17-2013,90.375,107.0,82.0,5.62222,89.0,62.087950415062,62.057293483614,62.724081742608,81.66,62.586125551092,3.95455,16,PEP
09-18-2013,90.375,107.0,82.0,5.62222,89.0,62.609118249678,62.275724120181,63.55948312456601,82.88,63.521161960256,3.95455,16,PEP
09-19-2013,90.3125,107.0,82.0,5.66479,89.0,63.521161960256,62.340870099508,63.567147357428,81.82,62.708753276884,3.95455,16,PEP
09-20-2013,90.3125,107.0,82.0,5.66479,89.0,62.8467094684,62.448169359576006,62.8467094684,81.74,62.647439413988,3.95455,16,PEP
09-23-2013,90.3125,107.0,82.0,5.66479,89.0,62.509483222472,62.04196501789,62.524811688196,81.02,62.095614647924,3.95455,16,PEP
09-24-2013,90.3125,107.0,82.0,5.66479,89.0,62.049629250752,61.666417607652,62.2538810565243,80.54,61.72773147054801,3.95455,16,PEP
09-25-2013,90.3125,107.0,82.0,5.66479,89.0,61.835030730616005,61.375176758896,62.202913907992,80.21,61.474811786102,3.95455,16,PEP
09-26-2013,90.3125,107.0,82.0,5.66479,89.0,61.528461416136,61.19889940307,61.750724169134,80.54,61.72773147054801,3.95455,16,PEP
09-27-2013,90.3125,107.0,82.0,5.66479,89.0,61.589775279032,61.23722056738001,61.835030730616005,80.2,61.46714755324,3.95455,16,PEP
09-30-2013,90.3125,107.0,82.0,5.66479,89.0,61.206563635932,60.73904543135,61.252549033104,79.5,60.9306512529,3.95455,16,PEP
10-01-2013,90.3125,107.0,82.0,5.66479,89.0,60.838680458556,60.562768075524,61.17590670448399,79.82,61.17590670448399,3.95455,16,PEP
10-02-2013,90.5,107.0,82.0,5.76628,89.0,60.953643951486,60.294519925354,60.991965115796,79.56,60.976636650072,3.95455,16,PEP
10-03-2013,90.5,107.0,82.0,5.76628,89.0,60.984300882934,60.76970236279801,61.2433519536696,79.44,60.884665855728,3.95455,16,PEP
10-04-2013,90.5,107.0,82.0,5.76628,89.0,60.991965115796,60.647074637006,61.26021326596601,79.62,61.022622047244006,3.95455,16,PEP
10-07-2013,90.5,107.0,82.0,5.76628,89.0,60.73904543135,60.516782678352,60.999629348658,79.06,60.593425006972005,3.95455,16,PEP
10-08-2013,90.5,107.0,82.0,5.76628,89.0,60.76970236279801,60.440140349732,60.81568775997,78.93,60.49378997976601,3.95455,16,PEP
10-09-2013,90.5,107.0,82.0,5.76628,89.0,60.631746171282,60.4451221010923,61.459483320378,79.5,60.9306512529,3.95455,16,PEP
10-10-2013,90.5,107.0,82.0,5.76628,89.0,61.283205964552,61.168242471622,61.842694963478,80.69,61.842694963478,3.95455,16,PEP
10-11-2013,90.5,107.0,82.0,5.76628,89.0,61.873351894926,61.65875337479,62.149264277958,80.83,61.949994223546,3.95455,16,PEP
10-14-2013,90.5,107.0,82.0,5.76628,89.0,61.65875337479,61.574446813308,62.172256976544006,81.09,62.149264277958,3.95455,16,PEP
10-15-2013,90.5,107.0,82.0,5.76628,89.0,62.210578140854,61.62043221048,62.486490523886,80.6,61.77371686772,3.95455,16,PEP
10-16-2013,90.5,107.0,82.0,5.76628,89.0,62.8467094684,62.371527030956,63.15327878288,82.27,63.053643755674,4.0,16,PEP
10-17-2013,91.33333,107.0,85.0,5.42423,90.0,62.88503063271,62.563132852506,63.321891905844005,82.58,63.291234974396,4.04762,15,PEP
10-18-2013,91.33333,107.0,85.0,5.42423,90.0,63.34488460443001,63.022986824226,63.620796987462,83.01,63.620796987462,4.04762,15,PEP
10-21-2013,91.33333,107.0,85.0,5.42423,90.0,63.590140056014,62.992329892778,63.590140056014,82.37,63.130286084294006,4.04762,15,PEP
10-22-2013,91.33333,107.0,85.0,5.42423,90.0,63.19159994719,63.07663645426,64.172621753526,83.44,63.950359000528,4.04762,15,PEP
10-23-2013,91.33333,107.0,85.0,5.42423,90.0,63.820067041874,63.452183864498,63.950359000528,83.33,63.866052439046,4.04762,15,PEP
10-24-2013,91.33333,107.0,85.0,5.42423,90.0,63.927366301942,63.260578042948005,63.927366301942,82.54,63.260578042948005,4.04762,15,PEP
10-25-2013,91.33333,107.0,85.0,5.42423,90.0,63.26824227581,63.183935714328,63.896709370494,83.35,63.88138090477,4.04762,15,PEP
10-28-2013,91.33333,107.0,85.0,5.42423,90.0,63.889045137632,63.789410110426005,64.923716574002,84.61,64.847074245382,4.04762,15,PEP
10-29-2013,91.33333,107.0,85.0,5.42423,90.0,64.95437350545,64.7627676839,65.5291909701,85.49,65.52152673723799,4.04762,15,PEP
10-30-2013,91.4,108.0,85.0,5.61902,90.0,65.506198271514,64.84615453743857,65.52152673723799,84.72,64.931380806864,4.04762,15,PEP
10-31-2013,91.4,108.0,85.0,5.61902,90.0,64.87773117683001,64.448534136558,65.06933699838001,84.09,64.448534136558,4.04762,15,PEP
