 Date,AMD Price Target,AMD Price Target - High,AMD Price Target - Low,AMD Price Target - StdDev,AMD Price Target - Median,AMD Open,AMD Low,AMD High,AMD Close,AMD Adj. Close,AMD Rating,AMD Price Target - #,Ticker
11-18-2015,2.23125,5.0,1.25,0.77819,2.0,1.99,1.98,2.15,2.12,2.12,2.8,24,AMD
11-19-2015,2.23125,5.0,1.25,0.77819,2.0,2.1,2.09,2.16,2.14,2.14,2.8,24,AMD
11-20-2015,2.23125,5.0,1.25,0.77819,2.0,2.14,2.13,2.25,2.22,2.22,2.8,24,AMD
11-23-2015,2.23125,5.0,1.25,0.77819,2.0,2.22,2.18,2.24,2.22,2.22,2.8,24,AMD
11-24-2015,2.23125,5.0,1.25,0.77819,2.0,2.2,2.17,2.4,2.34,2.34,2.8,24,AMD
11-25-2015,2.23125,5.0,1.25,0.77819,2.0,2.36,2.31,2.395,2.38,2.38,2.8,24,AMD
11-27-2015,2.23125,5.0,1.25,0.77819,2.0,2.37,2.32,2.38,2.33,2.33,2.8,24,AMD
11-30-2015,2.23125,5.0,1.25,0.77819,2.0,2.34,2.25,2.37,2.36,2.36,2.8,24,AMD
12-01-2015,2.23125,5.0,1.25,0.77819,2.0,2.36,2.31,2.37,2.34,2.34,2.8,24,AMD
12-02-2015,2.23125,5.0,1.25,0.77819,2.0,2.31,2.23,2.335,2.27,2.27,2.8,24,AMD
12-03-2015,2.23125,5.0,1.25,0.77819,2.0,2.25,2.2,2.31,2.23,2.23,2.8,24,AMD
12-04-2015,2.23125,5.0,1.25,0.77819,2.0,2.23,2.21,2.29,2.28,2.28,2.8,24,AMD
12-07-2015,2.23125,5.0,1.25,0.77819,2.0,2.26,2.21,2.36,2.355,2.355,2.8,24,AMD
12-08-2015,2.262,5.0,1.25,0.77721,2.0,2.34,2.25,2.4,2.39,2.39,2.83871,25,AMD
12-09-2015,2.262,5.0,1.25,0.77721,2.0,2.37,2.32,2.4,2.35,2.35,2.83871,25,AMD
12-10-2015,2.262,5.0,1.25,0.77721,2.0,2.36,2.33,2.5,2.45,2.45,2.83871,25,AMD
12-11-2015,2.262,5.0,1.25,0.77721,2.0,2.41,2.36,2.47,2.36,2.36,2.83871,25,AMD
12-14-2015,2.262,5.0,1.25,0.77721,2.0,2.36,2.3,2.39,2.34,2.34,2.83871,25,AMD
12-15-2015,2.262,5.0,1.25,0.77721,2.0,2.35,2.32,2.43,2.36,2.36,2.83871,25,AMD
12-16-2015,2.262,5.0,1.25,0.77721,2.0,2.39,2.365,2.55,2.54,2.54,2.83871,25,AMD
12-17-2015,2.29167,5.0,1.25,0.77924,2.0,2.52,2.52,2.6,2.56,2.56,2.86667,24,AMD
12-18-2015,2.29167,5.0,1.25,0.77924,2.0,2.51,2.42,2.55,2.45,2.45,2.86667,24,AMD
12-21-2015,2.29167,5.0,1.25,0.77924,2.0,2.47,2.43,2.53,2.53,2.53,2.86667,24,AMD
12-22-2015,2.31304,5.0,1.25,0.78909,2.0,2.55,2.54,2.78,2.77,2.77,2.89655,23,AMD
12-23-2015,2.31304,5.0,1.25,0.78909,2.0,2.76,2.75,2.94,2.83,2.83,2.89655,23,AMD
12-24-2015,2.31304,5.0,1.25,0.78909,2.0,2.88,2.86,3.0,2.92,2.92,2.89655,23,AMD
12-28-2015,2.31304,5.0,1.25,0.78909,2.0,2.91,2.86,3.02,3.0,3.0,2.89655,23,AMD
12-29-2015,2.31304,5.0,1.25,0.78909,2.0,3.04,2.97,3.06,3.0,3.0,2.89655,23,AMD
12-30-2015,2.31304,5.0,1.25,0.78909,2.0,2.99,2.93,3.04,2.98,2.98,2.89655,23,AMD
12-31-2015,2.31304,5.0,1.25,0.78909,2.0,2.97,2.87,3.01,2.87,2.87,2.89655,23,AMD
01-04-2016,2.31304,5.0,1.25,0.78909,2.0,2.77,2.63,2.82,2.77,2.77,2.89655,23,AMD
01-05-2016,2.31304,5.0,1.25,0.78909,2.0,2.77,2.64,2.8,2.75,2.75,2.89655,23,AMD
01-06-2016,2.31304,5.0,1.25,0.78909,2.0,2.66,2.47,2.71,2.505,2.505,2.89655,23,AMD
01-07-2016,2.31304,5.0,1.25,0.78909,2.0,2.43,2.26,2.48,2.275,2.275,2.89655,23,AMD
01-08-2016,2.31304,5.0,1.25,0.78909,2.0,2.36,2.1,2.425,2.14,2.14,2.89655,23,AMD
01-11-2016,2.31304,5.0,1.25,0.78909,2.0,2.16,2.12,2.36,2.34,2.34,2.89655,23,AMD
01-12-2016,2.33043,5.0,1.25,0.7864,2.0,2.4,2.28,2.46,2.39,2.39,2.89655,23,AMD
01-13-2016,2.33043,5.0,1.25,0.7864,2.0,2.4,2.21,2.45,2.25,2.25,2.89655,23,AMD
01-14-2016,2.33043,5.0,1.25,0.7864,2.0,2.29,2.21,2.35,2.21,2.21,2.89655,23,AMD
01-15-2016,2.33043,5.0,1.25,0.7864,2.0,2.1,1.99,2.13,2.03,2.03,2.89655,23,AMD
01-19-2016,2.33043,5.0,1.25,0.7864,2.0,2.08,1.9,2.11,1.95,1.95,2.89655,23,AMD
01-20-2016,2.31875,5.0,1.5,0.74173,2.0,1.81,1.75,1.95,1.8,1.8,2.86667,24,AMD
01-21-2016,2.31875,5.0,1.5,0.74173,2.0,1.82,1.81,2.18,2.09,2.09,2.86667,24,AMD
01-22-2016,2.31875,5.0,1.5,0.74173,2.0,2.11,1.98,2.17,2.02,2.02,2.86667,24,AMD
01-25-2016,2.31875,5.0,1.5,0.74173,2.0,2.01,2.01,2.15,2.12,2.12,2.86667,24,AMD
01-26-2016,2.31875,5.0,1.5,0.74173,2.0,2.14,2.03,2.15,2.07,2.07,2.86667,24,AMD
01-27-2016,2.31875,5.0,1.5,0.74173,2.0,2.08,2.07,2.18,2.13,2.13,2.86667,24,AMD
01-28-2016,2.31875,5.0,1.5,0.74173,2.0,2.16,2.07,2.17,2.08,2.08,2.86667,24,AMD
01-29-2016,2.31875,5.0,1.5,0.74173,2.0,2.09,2.07,2.2,2.2,2.2,2.86667,24,AMD
02-01-2016,2.31875,5.0,1.5,0.74173,2.0,2.17,2.11,2.19,2.14,2.14,2.86667,24,AMD
02-02-2016,2.31875,5.0,1.5,0.74173,2.0,2.11,1.96,2.14,1.99,1.99,2.86667,24,AMD
02-03-2016,2.31875,5.0,1.5,0.74173,2.0,2.04,1.95,2.075,2.07,2.07,2.86667,24,AMD
02-04-2016,2.31875,5.0,1.5,0.74173,2.0,2.06,2.03,2.17,2.09,2.09,2.86667,24,AMD
02-05-2016,2.31875,5.0,1.5,0.74173,2.0,2.06,1.98,2.075,1.98,1.98,2.86667,24,AMD
02-08-2016,2.31875,5.0,1.5,0.74173,2.0,1.97,1.87,1.98,1.93,1.93,2.86667,24,AMD
02-09-2016,2.31875,5.0,1.5,0.74173,2.0,1.89,1.85,1.995,1.9,1.9,2.86667,24,AMD
02-10-2016,2.31875,5.0,1.5,0.74173,2.0,1.92,1.83,1.98,1.84,1.84,2.86667,24,AMD
02-11-2016,2.31875,5.0,1.5,0.74173,2.0,1.82,1.81,1.94,1.86,1.86,2.86667,24,AMD
02-12-2016,2.31875,5.0,1.5,0.74173,2.0,1.89,1.82,1.91,1.83,1.83,2.86667,24,AMD
02-16-2016,2.31875,5.0,1.5,0.74173,2.0,1.86,1.82,1.9,1.83,1.83,2.86667,24,AMD
02-17-2016,2.31875,5.0,1.5,0.74173,2.0,1.85,1.85,1.94,1.9,1.9,2.86667,24,AMD
02-18-2016,2.31875,5.0,1.5,0.74173,2.0,1.93,1.9,1.98,1.91,1.91,2.86667,24,AMD
02-19-2016,2.31875,5.0,1.5,0.74173,2.0,1.93,1.83,1.93,1.91,1.91,2.86667,24,AMD
02-22-2016,2.31875,5.0,1.5,0.74173,2.0,1.94,1.925,2.04,2.01,2.01,2.86667,24,AMD
02-23-2016,2.31875,5.0,1.5,0.74173,2.0,2.04,1.97,2.06,1.97,1.97,2.86667,24,AMD
02-24-2016,2.31875,5.0,1.5,0.74173,2.0,1.98,1.93,2.04,2.02,2.02,2.86667,24,AMD
02-25-2016,2.31875,5.0,1.5,0.74173,2.0,2.02,1.98,2.04,2.03,2.03,2.86667,24,AMD
02-26-2016,2.31875,5.0,1.5,0.74173,2.0,2.04,2.03,2.1,2.07,2.07,2.86667,24,AMD
02-29-2016,2.31875,5.0,1.5,0.74173,2.0,2.06,2.05,2.15,2.14,2.14,2.86667,24,AMD
03-01-2016,2.31875,5.0,1.5,0.74173,2.0,2.16,2.12,2.2,2.18,2.18,2.86667,24,AMD
03-02-2016,2.31875,5.0,1.5,0.74173,2.0,2.2,2.18,2.33,2.32,2.32,2.86667,24,AMD
03-03-2016,2.31875,5.0,1.5,0.74173,2.0,2.32,2.295,2.55,2.46,2.46,2.86667,24,AMD
03-04-2016,2.31875,5.0,1.5,0.74173,2.0,2.42,2.34,2.5,2.37,2.37,2.86667,24,AMD
03-07-2016,2.31875,5.0,1.5,0.74173,2.0,2.36,2.36,2.47,2.47,2.47,2.86667,24,AMD
03-08-2016,2.31875,5.0,1.5,0.74173,2.0,2.44,2.3,2.46,2.3,2.3,2.86667,24,AMD
03-09-2016,2.31875,5.0,1.5,0.74173,2.0,2.32,2.2,2.35,2.26,2.26,2.86667,24,AMD
03-10-2016,2.31875,5.0,1.5,0.74173,2.0,2.29,2.15,2.31,2.26,2.26,2.86667,24,AMD
03-11-2016,2.31875,5.0,1.5,0.74173,2.0,2.29,2.29,2.54,2.52,2.52,2.86667,24,AMD
03-14-2016,2.33261,5.0,1.5,0.75464,2.0,2.53,2.5,2.75,2.72,2.72,2.89655,23,AMD
03-15-2016,2.33261,5.0,1.5,0.75464,2.0,2.67,2.45,2.69,2.49,2.49,2.89655,23,AMD
03-16-2016,2.33261,5.0,1.5,0.75464,2.0,2.5,2.49,2.64,2.63,2.63,2.89655,23,AMD
03-17-2016,2.33261,5.0,1.5,0.75464,2.0,2.77,2.7,2.81,2.8,2.8,2.89655,23,AMD
03-18-2016,2.34348,5.0,1.5,0.7443,2.0,2.8,2.77,2.93,2.93,2.93,2.89655,23,AMD
03-21-2016,2.38696,5.0,1.5,0.75213,2.0,2.9,2.75,2.9,2.8,2.8,2.89655,23,AMD
03-22-2016,2.38696,5.0,1.5,0.75213,2.0,2.73,2.71,2.85,2.79,2.79,2.89655,23,AMD
03-23-2016,2.40455,5.0,1.5,0.76439,2.0,2.8,2.68,2.825,2.68,2.68,2.89286,22,AMD
03-24-2016,2.40455,5.0,1.5,0.76439,2.0,2.69,2.62,2.81,2.79,2.79,2.89286,22,AMD
03-28-2016,2.40455,5.0,1.5,0.76439,2.0,2.81,2.73,2.84,2.78,2.78,2.89286,22,AMD
03-29-2016,2.40455,5.0,1.5,0.76439,2.0,2.74,2.7,2.88,2.86,2.86,2.89286,22,AMD
03-30-2016,2.40455,5.0,1.5,0.76439,2.0,2.88,2.85,2.98,2.86,2.86,2.89286,22,AMD
03-31-2016,2.40455,5.0,1.5,0.76439,2.0,2.84,2.8,2.88,2.85,2.85,2.89286,22,AMD
04-01-2016,2.40455,5.0,1.5,0.76439,2.0,2.79,2.76,2.88,2.83,2.83,2.89286,22,AMD
04-04-2016,2.40455,5.0,1.5,0.76439,2.0,2.83,2.8,2.87,2.83,2.83,2.89286,22,AMD
04-05-2016,2.40455,5.0,1.5,0.76439,2.0,2.76,2.72,2.84,2.76,2.76,2.89286,22,AMD
04-06-2016,2.40455,5.0,1.5,0.76439,2.0,2.75,2.72,2.8,2.8,2.8,2.89286,22,AMD
04-07-2016,2.43043,5.0,1.5,0.75739,2.0,2.76,2.61,2.83,2.64,2.64,2.89655,23,AMD
04-08-2016,2.43043,5.0,1.5,0.75739,2.0,2.7,2.68,2.76,2.74,2.74,2.89655,23,AMD
04-11-2016,2.43043,5.0,1.5,0.75739,2.0,2.76,2.74,2.82,2.76,2.76,2.89655,23,AMD
04-12-2016,2.43043,5.0,1.5,0.75739,2.0,2.79,2.76,2.85,2.81,2.81,2.89655,23,AMD
04-13-2016,2.4087,5.0,1.5,0.77637,2.0,2.78,2.73,2.82,2.8,2.8,2.89655,23,AMD
04-14-2016,2.4087,5.0,1.5,0.77637,2.0,2.77,2.7,2.79,2.72,2.72,2.89655,23,AMD
04-15-2016,2.42609,5.0,1.5,0.78268,2.0,2.72,2.68,2.75,2.7,2.7,2.89655,23,AMD
04-18-2016,2.42609,5.0,1.5,0.78268,2.0,2.67,2.65,2.8,2.76,2.76,2.89655,23,AMD
04-19-2016,2.42609,5.0,1.5,0.78268,2.0,2.78,2.61,2.78,2.62,2.62,2.89655,23,AMD
04-20-2016,2.42609,5.0,1.5,0.78268,2.0,2.62,2.61,2.72,2.7,2.7,2.89655,23,AMD
04-21-2016,2.42273,5.0,1.5,0.8001,2.0,2.65,2.6,2.7,2.62,2.62,2.89286,22,AMD
04-22-2016,3.18818,6.0,1.5,1.00579,3.0,3.19,3.18,3.99,3.99,3.99,3.07143,22,AMD
04-25-2016,3.25636,6.0,2.0,0.93757,3.0,3.81,3.31,3.82,3.45,3.45,3.07143,22,AMD
04-26-2016,3.32455,6.0,2.0,0.97041,3.07,3.45,3.44,3.75,3.66,3.66,3.07143,22,AMD
04-27-2016,3.32455,6.0,2.0,0.97041,3.07,3.55,3.53,3.75,3.73,3.73,3.07143,22,AMD
04-28-2016,3.32455,6.0,2.0,0.97041,3.07,3.69,3.6,3.8,3.61,3.61,3.07143,22,AMD
04-29-2016,3.32455,6.0,2.0,0.97041,3.07,3.69,3.45,3.69,3.55,3.55,3.07143,22,AMD
05-02-2016,3.32455,6.0,2.0,0.97041,3.07,3.58,3.57,3.75,3.74,3.74,3.07143,22,AMD
05-03-2016,3.32455,6.0,2.0,0.97041,3.07,3.7,3.58,3.71,3.6,3.6,3.07143,22,AMD
05-04-2016,3.32455,6.0,2.0,0.97041,3.07,3.54,3.54,3.67,3.6,3.6,3.07143,22,AMD
05-05-2016,3.32455,6.0,2.0,0.97041,3.07,3.64,3.605,3.8,3.66,3.66,3.07143,22,AMD
05-06-2016,3.32455,6.0,2.0,0.97041,3.07,3.65,3.64,3.75,3.68,3.68,3.07143,22,AMD
05-09-2016,3.32455,6.0,2.0,0.97041,3.07,3.66,3.45,3.68,3.65,3.65,3.07143,22,AMD
05-10-2016,3.32455,6.0,2.0,0.97041,3.07,3.66,3.56,3.68,3.64,3.64,3.07143,22,AMD
05-11-2016,3.32455,6.0,2.0,0.97041,3.07,3.61,3.6,3.68,3.65,3.65,3.07143,22,AMD
05-12-2016,3.32455,6.0,2.0,0.97041,3.07,3.65,3.55,3.68,3.59,3.59,3.07143,22,AMD
05-13-2016,3.32455,6.0,2.0,0.97041,3.07,3.56,3.55,3.73,3.67,3.67,3.07143,22,AMD
05-16-2016,3.32455,6.0,2.0,0.97041,3.07,3.67,3.65,3.85,3.79,3.79,3.07143,22,AMD
05-17-2016,3.32455,6.0,2.0,0.97041,3.07,3.8,3.69,3.98,3.79,3.79,3.07143,22,AMD
05-18-2016,3.32455,6.0,2.0,0.97041,3.07,3.79,3.77,3.97,3.84,3.84,3.07143,22,AMD
05-19-2016,3.32455,6.0,2.0,0.97041,3.07,3.83,3.69,3.85,3.77,3.77,3.07143,22,AMD
05-20-2016,3.32455,6.0,2.0,0.97041,3.07,3.83,3.81,3.9,3.87,3.87,3.07143,22,AMD
05-23-2016,3.32455,6.0,2.0,0.97041,3.07,3.9,3.88,4.2,4.04,4.04,3.07143,22,AMD
05-24-2016,3.32455,6.0,2.0,0.97041,3.07,4.09,3.92,4.21,4.2,4.2,3.07143,22,AMD
05-25-2016,3.32455,6.0,2.0,0.97041,3.07,4.24,4.15,4.35,4.18,4.18,3.07143,22,AMD
05-26-2016,3.32455,6.0,2.0,0.97041,3.07,4.19,4.17,4.38,4.35,4.35,3.07143,22,AMD
05-27-2016,3.32455,6.0,2.0,0.97041,3.07,4.39,4.37,4.63,4.6,4.6,3.07143,22,AMD
05-31-2016,3.39273,6.0,2.0,0.99753,3.195,4.67,4.5,4.71,4.57,4.57,3.07143,22,AMD
06-01-2016,3.39273,6.0,2.0,0.99753,3.195,4.6,4.38,4.64,4.43,4.43,3.07143,22,AMD
06-02-2016,3.39273,6.0,2.0,0.99753,3.195,4.37,4.07,4.4,4.24,4.24,3.07143,22,AMD
06-03-2016,3.39273,6.0,2.0,0.99753,3.195,4.16,4.08,4.2,4.16,4.16,3.07143,22,AMD
06-06-2016,3.39273,6.0,2.0,0.99753,3.195,4.2,4.17,4.51,4.47,4.47,3.07143,22,AMD
06-07-2016,3.43818,6.0,2.0,1.04578,3.195,4.56,4.47,4.67,4.51,4.51,3.07143,22,AMD
06-08-2016,3.43818,6.0,2.0,1.04578,3.195,4.54,4.38,4.56,4.46,4.46,3.07143,22,AMD
06-09-2016,3.43818,6.0,2.0,1.04578,3.195,4.41,4.315,4.54,4.52,4.52,3.07143,22,AMD
06-10-2016,3.43818,6.0,2.0,1.04578,3.195,4.4,4.3,4.47,4.32,4.32,3.07143,22,AMD
06-13-2016,3.50667,6.0,2.0,1.13166,3.25,4.32,4.32,4.48,4.4,4.4,3.07407,21,AMD
06-14-2016,3.56381,6.0,2.0,1.14993,3.25,4.4,4.33,4.51,4.39,4.39,3.07407,21,AMD
06-15-2016,3.56381,6.0,2.0,1.14993,3.25,4.44,4.3,4.48,4.42,4.42,3.07407,21,AMD
06-16-2016,3.69476,6.0,2.0,1.25822,3.5,4.5,4.455,4.75,4.75,4.75,3.14815,21,AMD
06-17-2016,3.69476,6.0,2.0,1.25822,3.5,4.75,4.68,5.27,5.26,5.26,3.14815,21,AMD
06-20-2016,3.69476,6.0,2.0,1.25822,3.5,5.39,5.09,5.45,5.1,5.1,3.14815,21,AMD
06-21-2016,3.69476,6.0,2.0,1.25822,3.5,5.1,5.09,5.5,5.45,5.45,3.14815,21,AMD
06-22-2016,3.69476,6.0,2.0,1.25822,3.5,5.46,4.96,5.52,5.02,5.02,3.14815,21,AMD
06-23-2016,3.81381,6.0,2.0,1.34915,3.5,5.17,5.05,5.26,5.21,5.21,3.14815,21,AMD
06-24-2016,3.81381,6.0,2.0,1.34915,3.5,4.82,4.76,5.0675,4.88,4.88,3.14815,21,AMD
06-27-2016,3.8545,6.0,2.0,1.36983,3.5,4.88,4.65,5.05,4.72,4.72,3.15385,20,AMD
06-28-2016,3.8545,6.0,2.0,1.36983,3.5,4.95,4.91,5.185,5.12,5.12,3.15385,20,AMD
06-29-2016,3.87316,6.0,2.0,1.40294,3.5,5.31,5.1,5.4,5.13,5.13,3.16,19,AMD
06-30-2016,3.87316,6.0,2.0,1.40294,3.5,5.13,4.95,5.19,5.14,5.14,3.16,19,AMD
07-01-2016,3.87316,6.0,2.0,1.40294,3.5,5.09,5.0,5.14,5.07,5.07,3.16,19,AMD
07-05-2016,3.95211,6.0,2.0,1.47628,3.5,5.03,4.875,5.05,4.96,4.96,3.16,19,AMD
07-06-2016,3.95211,6.0,2.0,1.47628,3.5,4.91,4.9,5.11,5.04,5.04,3.16,19,AMD
07-07-2016,3.95211,6.0,2.0,1.47628,3.5,5.07,4.94,5.1,5.02,5.02,3.16,19,AMD
07-08-2016,3.95211,6.0,2.0,1.47628,3.5,4.84,4.82,5.15,5.1,5.1,3.12,19,AMD
07-11-2016,3.95211,6.0,2.0,1.47628,3.5,5.13,5.0,5.19,5.01,5.01,3.12,19,AMD
07-12-2016,3.95211,6.0,2.0,1.47628,3.5,5.01,5.01,5.17,5.14,5.14,3.12,19,AMD
07-13-2016,3.95211,6.0,2.0,1.47628,3.5,5.14,5.04,5.19,5.09,5.09,3.12,19,AMD
07-14-2016,3.95211,6.0,2.0,1.47628,3.5,5.15,5.06,5.235,5.17,5.17,3.12,19,AMD
07-15-2016,3.83833,6.0,2.0,1.43337,3.32,5.2,5.1,5.2,5.14,5.14,3.08333,18,AMD
07-18-2016,3.83833,6.0,2.0,1.43337,3.32,5.19,5.13,5.57,5.51,5.51,3.08333,18,AMD
07-19-2016,3.96412,6.3,2.0,1.54768,3.5,5.5,5.34,5.55,5.41,5.41,3.08696,17,AMD
07-20-2016,3.96412,6.3,2.0,1.54768,3.5,5.48,5.4,5.5,5.41,5.41,3.08696,17,AMD
07-21-2016,3.96412,6.3,2.0,1.54768,3.5,5.43,5.1,5.45,5.22,5.22,3.08696,17,AMD
07-22-2016,5.08333,8.5,2.0,1.78715,5.4,5.73,5.45,5.97,5.84,5.84,3.08696,18,AMD
07-25-2016,5.16667,8.5,2.5,1.65605,5.4,5.93,5.92,6.95,6.7,6.7,3.04348,18,AMD
07-26-2016,5.175,8.5,2.5,1.6437,5.4,6.76,6.71,7.1599,6.98,6.98,3.04348,18,AMD
07-27-2016,5.175,8.5,2.5,1.6437,5.4,6.93,6.68,6.98,6.85,6.85,3.04348,18,AMD
07-28-2016,5.175,8.5,2.5,1.6437,5.4,6.79,6.735,6.98,6.82,6.82,3.04348,18,AMD
07-29-2016,5.175,8.5,2.5,1.6437,5.4,6.88,6.75,6.96,6.86,6.86,3.04348,18,AMD
08-01-2016,5.175,8.5,2.5,1.6437,5.4,6.89,6.57,6.92,6.64,6.64,3.04348,18,AMD
08-02-2016,5.175,8.5,2.5,1.6437,5.4,6.56,6.15,6.6,6.26,6.26,3.04348,18,AMD
08-03-2016,5.175,8.5,2.5,1.6437,5.4,6.18,6.15,6.45,6.3,6.3,3.04348,18,AMD
08-04-2016,5.23056,8.5,2.5,1.70336,5.4,6.39,6.37,6.61,6.47,6.47,3.04348,18,AMD
08-05-2016,5.325,8.5,2.5,1.80418,5.4,6.56,6.47,6.76,6.61,6.61,3.04348,18,AMD
08-08-2016,5.325,8.5,2.5,1.80418,5.4,6.7,6.65,6.85,6.68,6.68,3.04348,18,AMD
08-09-2016,5.38056,8.5,2.5,1.83917,5.4,6.75,6.54,6.78,6.6,6.6,3.0,18,AMD
08-10-2016,5.38056,8.5,2.5,1.83917,5.4,6.35,6.25,6.58,6.49,6.49,3.0,18,AMD
08-11-2016,5.57105,9.0,2.5,1.96411,5.5,6.5,6.46,6.59,6.58,6.58,3.08333,19,AMD
08-12-2016,5.57105,9.0,2.5,1.96411,5.5,6.6,6.55,6.79,6.73,6.73,3.08333,19,AMD
08-15-2016,5.57105,9.0,2.5,1.96411,5.5,6.79,6.78,6.97,6.95,6.95,3.08333,19,AMD
08-16-2016,5.57105,9.0,2.5,1.96411,5.5,6.94,6.65,6.94,6.78,6.78,3.08333,19,AMD
08-17-2016,5.57105,9.0,2.5,1.96411,5.5,6.7,6.61,6.75,6.68,6.68,3.08333,19,AMD
08-18-2016,5.57105,9.0,2.5,1.96411,5.5,6.74,6.725,7.07,7.04,7.04,3.08333,19,AMD
08-19-2016,5.57105,9.0,2.5,1.96411,5.5,7.24,7.22,8.0,7.62,7.62,3.04167,19,AMD
08-22-2016,5.57105,9.0,2.5,1.96411,5.5,7.83,7.37,7.95,7.58,7.58,3.04167,19,AMD
08-23-2016,5.57105,9.0,2.5,1.96411,5.5,7.66,7.53,7.74,7.67,7.67,3.04167,19,AMD
08-24-2016,5.57105,9.0,2.5,1.96411,5.5,7.67,7.37,7.67,7.43,7.43,3.04167,19,AMD
08-25-2016,5.62368,9.0,2.5,2.02747,5.5,7.49,7.2,7.49,7.465,7.465,3.04167,19,AMD
08-26-2016,5.62368,9.0,2.5,2.02747,5.5,7.49,7.46,7.8,7.67,7.67,3.04167,19,AMD
08-29-2016,5.62368,9.0,2.5,2.02747,5.5,7.72,7.57,7.79,7.59,7.59,3.04167,19,AMD
08-30-2016,5.62368,9.0,2.5,2.02747,5.5,7.61,7.41,7.64,7.49,7.49,3.04167,19,AMD
08-31-2016,5.62368,9.0,2.5,2.02747,5.5,7.52,7.28,7.52,7.4,7.4,3.04167,19,AMD
09-01-2016,5.82105,9.0,2.5,2.16882,5.5,7.18,7.09,7.44,7.35,7.35,3.04167,19,AMD
09-02-2016,5.82105,9.0,2.5,2.16882,5.5,7.49,7.38,7.64,7.51,7.51,3.04167,19,AMD
09-06-2016,5.86667,9.0,2.5,2.21936,5.75,7.56,7.25,7.6,7.34,7.34,3.08696,18,AMD
09-07-2016,5.88824,9.0,2.5,2.28187,6.0,7.05,6.78,7.07,6.84,6.84,3.13636,17,AMD
09-08-2016,5.88824,9.0,2.5,2.28187,6.0,6.64,6.15,6.65,6.225,6.225,3.13636,17,AMD
09-09-2016,5.83889,9.0,2.5,2.22689,5.65,6.23,5.85,6.24,5.9,5.9,3.08696,18,AMD
09-12-2016,5.83889,9.0,2.5,2.22689,5.65,5.83,5.77,6.065,5.94,5.94,3.08696,18,AMD
09-13-2016,5.89444,9.0,2.5,2.19253,5.65,5.92,5.66,5.95,5.74,5.74,3.08696,18,AMD
09-14-2016,5.89444,9.0,2.5,2.19253,5.65,5.75,5.75,6.0766,6.04,6.04,3.08696,18,AMD
09-15-2016,5.89444,9.0,2.5,2.19253,5.65,6.09,5.95,6.2,6.02,6.02,3.08696,18,AMD
09-16-2016,5.89444,9.0,2.5,2.19253,5.65,6.22,5.97,6.22,6.05,6.05,3.08696,18,AMD
09-19-2016,5.92632,9.0,2.5,2.13833,6.0,6.12,6.08,6.275,6.16,6.16,3.08333,19,AMD
09-20-2016,6.03158,9.0,2.5,2.03859,6.0,6.23,6.12,6.28,6.17,6.17,3.125,19,AMD
09-21-2016,6.03158,9.0,2.5,2.03859,6.0,6.2,6.14,6.32,6.29,6.29,3.125,19,AMD
09-22-2016,6.005,9.0,2.5,1.99035,5.75,6.35,6.33,6.44,6.37,6.37,3.08,20,AMD
09-23-2016,6.005,9.0,2.5,1.99035,5.75,6.31,6.31,6.65,6.55,6.55,3.08,20,AMD
09-26-2016,6.005,9.0,2.5,1.99035,5.75,6.54,6.31,6.54,6.32,6.32,3.08,20,AMD
09-27-2016,6.04286,9.0,2.5,1.94974,6.0,6.45,6.29,6.58,6.54,6.54,3.08,21,AMD
09-28-2016,6.04286,9.0,2.5,1.94974,6.0,6.57,6.48,6.65,6.59,6.59,3.08,21,AMD
09-29-2016,6.04286,9.0,2.5,1.94974,6.0,6.57,6.54,6.73,6.67,6.67,3.12,21,AMD
09-30-2016,6.04286,9.0,2.5,1.94974,6.0,6.7,6.7,7.04,6.91,6.91,3.12,21,AMD
10-03-2016,6.04286,9.0,2.5,1.94974,6.0,6.95,6.87,7.15,6.95,6.95,3.12,21,AMD
10-04-2016,6.04286,9.0,2.5,1.94974,6.0,7.0,6.89,7.09,6.97,6.97,3.12,21,AMD
10-05-2016,6.04286,9.0,2.5,1.94974,6.0,6.97,6.7,7.01,6.78,6.78,3.12,21,AMD
10-06-2016,6.04286,9.0,2.5,1.94974,6.0,6.72,6.63,6.98,6.96,6.96,3.12,21,AMD
10-07-2016,6.08636,9.0,2.5,1.91532,6.25,6.92,6.62,6.96,6.75,6.75,3.11538,22,AMD
10-10-2016,6.08636,9.0,2.5,1.91532,6.25,6.82,6.8,6.94,6.84,6.84,3.11538,22,AMD
10-11-2016,6.08636,9.0,2.5,1.91532,6.25,6.8,6.38,6.84,6.5,6.5,3.11538,22,AMD
10-12-2016,6.15455,9.0,2.5,1.91993,6.65,6.64,6.42,6.77,6.62,6.62,3.15385,22,AMD
10-13-2016,6.15455,9.0,2.5,1.91993,6.65,6.5,6.24,6.54,6.49,6.49,3.15385,22,AMD
10-14-2016,6.2,9.0,2.5,1.90382,6.65,6.92,6.74,7.12,6.75,6.75,3.15385,22,AMD
10-17-2016,6.3,9.0,2.5,1.7761,6.65,6.92,6.64,6.97,6.67,6.67,3.23077,22,AMD
10-18-2016,6.3,9.0,2.5,1.7761,6.65,6.76,6.69,6.89,6.73,6.73,3.23077,22,AMD
10-19-2016,6.3,9.0,2.5,1.7761,6.65,6.7,6.57,6.8,6.77,6.77,3.23077,22,AMD
