 Date,AMD Price Target,AMD Price Target - High,AMD Price Target - Low,AMD Price Target - StdDev,AMD Price Target - Median,AMD Open,AMD Low,AMD High,AMD Close,AMD Adj. Close,AMD Rating,AMD Price Target - #,Ticker
05-28-2013,3.04783,5.0,2.0,0.94759,2.75,4.13,4.02,4.15,4.05,4.05,3.03226,23,AMD
05-29-2013,3.04783,5.0,2.0,0.94759,2.75,4.01,3.96,4.05,3.98,3.98,3.03226,23,AMD
05-30-2013,3.04783,5.0,2.0,0.94759,2.75,4.0,3.99,4.06,4.04,4.04,3.03226,23,AMD
05-31-2013,3.04783,5.0,2.0,0.94759,2.75,4.07,3.99,4.11,4.0,4.0,3.03226,23,AMD
06-03-2013,3.13478,5.0,2.0,0.93918,2.75,4.02,3.81,4.03,3.96,3.96,3.03226,23,AMD
06-04-2013,3.13478,5.0,2.0,0.93918,2.75,3.95,3.94,4.04,4.01,4.01,3.03226,23,AMD
06-05-2013,3.13478,5.0,2.0,0.93918,2.75,4.01,3.89,4.03,3.91,3.91,3.03226,23,AMD
06-06-2013,3.13478,5.0,2.0,0.93918,2.75,3.87,3.81,3.94,3.94,3.94,3.03226,23,AMD
06-07-2013,3.13478,5.0,2.0,0.93918,2.75,3.98,3.875,3.99,3.91,3.91,3.03226,23,AMD
06-10-2013,3.13478,5.0,2.0,0.93918,2.75,3.95,3.92,4.08,4.06,4.06,3.03226,23,AMD
06-11-2013,3.13478,5.0,2.0,0.93918,2.75,4.0,3.96,4.11,3.96,3.96,3.03226,23,AMD
06-12-2013,3.13478,5.0,2.0,0.93918,2.75,4.0,3.9,4.03,3.9,3.9,3.03226,23,AMD
06-13-2013,3.13478,5.0,2.0,0.93918,2.75,3.9,3.87,3.96,3.95,3.95,3.03226,23,AMD
06-14-2013,3.18913,5.0,2.0,0.95142,3.0,3.98,3.91,4.04,3.94,3.94,3.03226,23,AMD
06-17-2013,3.18913,5.0,2.0,0.95142,3.0,4.12,4.015,4.14,4.05,4.05,3.03226,23,AMD
06-18-2013,3.23261,5.0,2.0,0.93246,3.0,4.1,4.05,4.11,4.09,4.09,3.03226,23,AMD
06-19-2013,3.31957,7.0,2.0,1.15897,3.0,4.15,4.04,4.18,4.07,4.07,3.03226,23,AMD
06-20-2013,3.31957,7.0,2.0,1.15897,3.0,4.02,3.86,4.03,3.87,3.87,3.03226,23,AMD
