 Date,ACN Price Target,ACN Price Target - High,ACN Price Target - Low,ACN Price Target - StdDev,ACN Price Target - Median,ACN Open,ACN Low,ACN High,ACN Close,ACN Adj. Close,ACN Rating,ACN Price Target - #,Ticker
04-30-2013,78.46,88.0,69,5.5352,79.0,67.850152274912,67.103901218008,68.286164128384,81.44,68.286164128384,3.96667,25,ACN
05-01-2013,78.46,88.0,69,5.5352,79.0,68.286164128384,66.83558623125599,68.906642535248,79.77,66.88589529127199,3.96667,25,ACN
05-02-2013,78.46,88.0,69,5.5352,79.0,67.20451933804,66.52115460615599,67.724379624872,79.49,66.65111967786399,3.96667,25,ACN
05-03-2013,78.46,88.0,69,5.5352,79.0,67.14582543468799,66.441498594464,67.321907144744,79.5,66.65950452119999,3.96667,25,ACN
05-06-2013,78.46,88.0,69,5.5352,79.0,66.57565608784,66.02225642766399,66.95297403795999,78.82,66.08933517435199,3.96667,25,ACN
05-07-2013,78.46,88.0,69,5.5352,79.0,66.131259391032,66.02225642766399,66.53373187115999,79.05,66.28218657107999,3.96667,25,ACN
05-08-2013,78.46,88.0,69,5.5352,79.0,66.34926531776799,66.2402623544,67.078746688,80.0,67.078746688,3.96667,25,ACN
05-09-2013,78.46,88.0,69,5.5352,79.0,66.860740761264,66.818816544584,67.724379624872,80.09,67.154210278024,3.96667,25,ACN
05-10-2013,78.46,88.0,69,5.5352,79.0,67.363831361424,67.20451933804,68.319703501728,80.48,67.481219168128,3.96667,25,ACN
05-13-2013,78.46,88.0,69,5.5352,79.0,67.129055748016,66.95297403795999,67.65730087818399,79.92,67.011667941312,3.96667,25,ACN
05-14-2013,78.46,88.0,69,5.5352,79.0,67.003283097976,66.961358881296,67.606991818168,80.55,67.53991307148,3.96667,25,ACN
05-15-2013,78.46,88.0,69,5.5352,79.0,67.4979888548,66.923627086284,67.866921961584,80.76,67.715994781536,3.96667,25,ACN
05-16-2013,78.46,88.0,69,5.5352,79.0,67.548297914816,66.483422811144,68.353242875072,80.61,67.59022213149599,3.96667,25,ACN
05-17-2013,78.46,88.0,69,5.5352,79.0,67.66568572152,67.4979888548,68.95695159526399,82.24,68.95695159526399,3.96667,25,ACN
05-20-2013,79.18,90.0,69,5.81185,79.0,69.543890628784,69.032415185288,70.281756842352,82.53,69.200112052008,4.0,25,ACN
05-21-2013,79.18,90.0,69,5.81185,79.0,69.30073017204,68.856333475232,69.870899518888,82.9,69.51035125544,4.0,25,ACN
05-22-2013,79.5625,90.0,69,5.61492,79.5,69.569045158792,68.92341222192,70.62134299745999,82.52,69.19172720867199,4.0,24,ACN
05-23-2013,79.5625,90.0,69,5.61492,79.5,68.554479115136,68.00107945495999,69.3845786054,82.52,69.19172720867199,4.0,24,ACN
05-24-2013,79.5625,90.0,69,5.61492,79.5,68.78925472854401,67.732764468208,69.082724245304,82.22,68.940181908592,4.03448,24,ACN
05-28-2013,79.5625,90.0,69,5.61492,79.5,69.82059045887199,69.392963448736,69.963132795584,83.09,69.669663278824,4.03448,24,ACN
05-29-2013,79.5625,90.0,69,5.61492,79.5,69.19172720867199,69.04918487196,69.904438892232,82.95,69.55227547212,4.03448,24,ACN
05-30-2013,79.89583,90.0,69,5.74815,80.0,69.610969375472,69.409733135408,69.92959342224,82.84,69.460042195424,4.03448,24,ACN
05-31-2013,79.89583,90.0,69,5.74815,80.0,68.96533643859999,68.7557153552,70.01344185559999,82.11,68.847948631896,4.0,24,ACN
06-03-2013,79.89583,90.0,69,5.74815,80.0,69.15818783532801,68.42032162176,69.26719079869599,82.1,68.83956378855999,4.0,24,ACN
06-04-2013,79.89583,90.0,69,5.74815,80.0,68.7557153552,67.866921961584,68.998875811944,81.25,68.126852105,4.0,24,ACN
06-05-2013,79.89583,90.0,69,5.74815,80.0,68.126852105,66.550501557832,68.126852105,79.58,66.72658326788799,4.0,24,ACN
06-06-2013,79.89583,90.0,69,5.74815,80.0,66.860740761264,66.047410957672,67.12067090468,79.55,66.70142873788,4.0,24,ACN
06-07-2013,79.89583,90.0,69,5.74815,80.0,67.783073528224,67.129055748016,67.87530680492,80.9,67.83338258824,4.0,24,ACN
06-10-2013,79.89583,90.0,69,5.74815,80.0,68.152006635008,67.58183728815999,68.411936778424,81.55,68.37839740508,4.0,24,ACN
06-11-2013,79.89583,90.0,69,5.74815,80.0,67.615376661504,67.380601048096,68.42032162176,80.41,67.422525264776,3.96552,24,ACN
06-12-2013,79.89583,90.0,69,5.74815,80.0,67.783073528224,66.78527717124,67.9172310216,79.71,66.83558623125599,3.96552,24,ACN
06-13-2013,79.89583,90.0,69,5.74815,80.0,66.986513411304,66.609195461184,68.235855068368,81.08,67.984309768288,3.96552,24,ACN
06-14-2013,79.89583,90.0,69,5.74815,80.0,67.84176743157599,67.35125409641999,68.46224583844,80.55,67.53991307148,3.96552,24,ACN
06-17-2013,80.38,92.0,69,6.1111,80.0,68.152006635008,68.009464298296,69.55227547212,82.45,69.13303330532,3.96552,25,ACN
06-18-2013,80.38,92.0,69,6.1111,80.0,69.292345328704,68.873103161904,69.84574498888,82.93,69.53550578544801,3.96552,25,ACN
06-19-2013,80.38,92.0,69,6.1111,80.0,69.485196725432,68.604788175152,69.619354218808,81.83,68.613173018488,3.96552,25,ACN
06-20-2013,80.38,92.0,69,6.1111,80.0,68.009464298296,66.550501557832,68.344858031736,79.52,66.676274207872,3.96552,25,ACN
06-21-2013,80.62,92.0,69,5.97207,80.0,66.818816544584,66.055795801008,67.011667941312,79.4,66.57565608784,3.96552,25,ACN
06-24-2013,81.34,92.0,69,6.19794,82.5,66.290571414416,66.11448970436,66.969743724632,79.16,66.374419847776,3.96552,25,ACN
06-25-2013,81.88,92.0,69,6.08979,83.0,67.12067090468,66.4498834378,67.221289024712,79.66,66.793662014576,3.96552,25,ACN
06-26-2013,81.8,92.0,69,6.21772,83.0,67.481219168128,66.600810617848,67.481219168128,79.56,66.709813581216,3.96552,25,ACN
06-27-2013,82.0,92.0,69,6.30079,84.0,67.263213241392,66.944589194624,67.850152274912,80.22,67.263213241392,3.96552,25,ACN
06-28-2013,79.875,92.0,69,6.2354,80.0,60.20317515247999,57.8554190184,60.5804931026,71.96,60.337332645856,3.86207,24,ACN
07-01-2013,79.95833,92.0,69,6.28311,80.0,60.488259825904,60.3708720192,61.636983362936,72.1,60.45472045255999,3.86207,24,ACN
07-02-2013,79.95833,92.0,69,6.28311,80.0,60.144481249128,59.859396575704,60.74818996932,72.12,60.471490139232,3.7931,24,ACN
07-03-2013,79.95833,92.0,69,6.28311,80.0,60.27025389916799,60.27025389916799,61.2093563528,72.68,60.941041366048005,3.78571,24,ACN
07-05-2013,79.95833,92.0,69,6.28311,80.0,61.4189774362,61.2101948371336,62.123304276424,73.64,61.745986326304,3.78571,24,ACN
07-08-2013,79.95833,92.0,69,6.28311,80.0,62.056225529736,61.846604446336,62.768937213296,74.47,62.441928323192,3.78571,24,ACN
07-09-2013,79.95833,92.0,69,6.28311,80.0,62.768937213296,61.913683193024,62.869555333328,74.1,62.13168911975999,3.78571,24,ACN
07-10-2013,79.95833,92.0,69,6.28311,80.0,62.23230723979199,61.821449916328,62.4670828532,74.35,62.34131020315999,3.78571,24,ACN
07-11-2013,79.95833,92.0,69,6.28311,80.0,62.88632502,62.794091743304,63.372645933488,75.2,63.05402188672,3.78571,24,ACN
07-12-2013,79.95833,92.0,69,6.28311,80.0,63.3055671868,62.852785646656,63.506803426864,75.52,63.322336873472,3.78571,24,ACN
07-15-2013,79.95833,92.0,69,6.28311,80.0,63.565497330216,63.17979453675999,63.967969810344,76.25,63.934430437,3.78571,24,ACN
07-16-2013,79.95833,92.0,69,6.28311,80.0,63.708039666928,62.618010033248005,64.24466964043201,75.29,63.129485476744,3.78571,24,ACN
07-17-2013,79.95833,92.0,69,6.28311,80.0,63.523573113536,62.861170489992,63.53195795687199,75.16,63.020482513376,3.78571,24,ACN
07-18-2013,79.95833,92.0,69,6.28311,80.0,62.92824923668,62.894709863336,63.708039666928,75.44,63.25525812678399,3.78571,24,ACN
07-19-2013,79.95833,92.0,69,6.28311,80.0,63.355876246816,62.500622226544,63.355876246816,75.22,63.07079157339199,3.78571,24,ACN
07-22-2013,79.95833,92.0,69,6.28311,80.0,63.582267016888,62.78570689996799,63.636768498572,75.0,62.88632502,3.78571,24,ACN
07-23-2013,79.95833,92.0,69,6.28311,80.0,63.003712826704,62.240692083128,63.045637043384,74.25,62.2574617698,3.78571,24,ACN
07-24-2013,79.95833,92.0,69,6.28311,80.0,62.542546443224,61.636983362936,62.84440080332,73.72,61.813065072992,3.78571,24,ACN
07-25-2013,79.95833,92.0,69,6.28311,80.0,61.6285985196,61.22612603947199,62.03123869659471,73.14,61.326744159504,3.78571,24,ACN
07-26-2013,79.95833,92.0,69,6.28311,80.0,61.326744159504,60.505029512576,61.33512900284,73.12,61.309974472832,3.78571,24,ACN
07-29-2013,79.95833,92.0,69,6.28311,80.0,61.075198859424,60.496644669240005,61.075198859424,72.37,60.681111222632,3.78571,24,ACN
07-30-2013,79.95833,92.0,69,6.28311,80.0,61.511210712896,60.83203840268,61.980761939712,73.74,61.829834759664,3.78571,24,ACN
07-31-2013,79.95833,92.0,69,6.28311,80.0,61.787910542984,61.603443989592,62.743782683288,73.81,61.888528663016,3.78571,24,ACN
08-01-2013,79.95833,92.0,69,6.28311,80.0,62.22392239645599,61.838219603,62.861170489992,74.85,62.76055236996,3.78571,24,ACN
08-02-2013,79.95833,92.0,69,6.28311,80.0,62.332925359824,62.0478406864,62.588663081572,74.59,62.542546443224,3.78571,24,ACN
08-05-2013,79.95833,92.0,69,6.28311,80.0,62.374849576504,62.13168911975999,62.701858466608,74.23,62.240692083128,3.78571,24,ACN
08-06-2013,79.95833,92.0,69,6.28311,80.0,62.056225529736,61.368668376184,62.4670828532,73.25,61.4189774362,3.78571,24,ACN
08-07-2013,79.95833,92.0,69,6.28311,80.0,61.268050256152,60.84880808935199,61.54475008624,73.0,61.2093563528,3.78571,24,ACN
08-08-2013,79.95833,92.0,69,6.28311,80.0,61.050044329416,60.890732306032,61.71244695295999,72.98,61.192586666128,3.78571,24,ACN
08-09-2013,80.29167,92.0,69,6.3818,81.0,61.234510882808,61.234510882808,61.968184674708,73.53,61.653753049608,3.85714,24,ACN
08-12-2013,80.29167,92.0,69,6.3818,81.0,61.20097150946399,60.857192932688,61.79629538632,72.79,61.033274642744,3.85714,24,ACN
08-13-2013,80.29167,92.0,69,6.3818,81.0,61.2093563528,60.882347462696,61.360283532848,72.88,61.10873823276799,3.85714,24,ACN
08-14-2013,80.29167,92.0,69,6.3818,81.0,60.96619589605599,59.859396575704,61.100353389432,71.5,59.9516298524,3.85714,24,ACN
08-15-2013,80.29167,92.0,69,6.3818,81.0,59.255687855512,59.1131455188,60.337332645856,71.53,59.976784382408,3.85714,24,ACN
08-16-2013,80.29167,92.0,69,6.3818,81.0,59.842626889032005,59.674930022312,60.261869055832,71.65,60.07740250244,3.85714,24,ACN
08-19-2013,80.29167,92.0,69,6.3818,81.0,60.060632815768,59.86778141904,60.681111222632,71.67,60.094172189112,3.85714,24,ACN
08-20-2013,80.29167,92.0,69,6.3818,81.0,60.102557032448,59.86778141904,60.91588683604,72.16,60.505029512576,3.85714,24,ACN
08-21-2013,80.29167,92.0,69,6.3818,81.0,60.471490139232,60.354102332528,61.431554701204,72.81,61.050044329416,3.85714,24,ACN
08-22-2013,80.29167,92.0,69,6.3818,81.0,61.075198859424,61.033274642744,62.4670828532,74.1,62.13168911975999,3.85714,24,ACN
08-23-2013,80.29167,92.0,69,6.3818,81.0,62.500622226544,61.76275601297599,62.59277165480664,74.01,62.056225529736,3.85714,24,ACN
08-26-2013,80.29167,92.0,69,6.3818,81.0,61.94722256636799,61.808872651324,62.517391913216,73.73,61.821449916328,3.85714,24,ACN
08-27-2013,80.29167,92.0,69,6.3818,81.0,61.142277606112,60.4622668115624,61.402207749528,72.24,60.57210825926399,3.85714,24,ACN
08-28-2013,80.16667,92.0,69,6.25777,81.0,60.66434153595999,60.3708720192,61.01650495607199,72.45,60.74818996932,3.85714,24,ACN
08-29-2013,80.16667,92.0,69,6.25777,81.0,60.63918700595199,60.488259825904,61.393822906192,72.72,60.974580739392,3.85714,24,ACN
08-30-2013,80.16667,92.0,69,6.25777,81.0,61.01650495607199,60.178020622472,61.098257178598,72.25,60.5804931026,3.85714,24,ACN
09-03-2013,80.16667,92.0,69,6.25777,81.0,60.974580739392,60.932656522712,61.657945471276,73.08,61.276435099488,3.85714,24,ACN
09-04-2013,80.16667,92.0,69,6.25777,81.0,61.276435099488,60.815268716008,61.486056182888,73.05,61.25128056948,3.85714,24,ACN
09-05-2013,80.16667,92.0,69,6.25777,81.0,61.2093563528,61.2093563528,62.265846613136,74.0,62.0478406864,3.85714,24,ACN
09-06-2013,80.16667,92.0,69,6.25777,81.0,62.148458806432,61.33512900284,62.55093128656,73.21,61.38543806285599,3.85714,24,ACN
09-09-2013,80.16667,92.0,69,6.25777,81.0,61.6285985196,61.427362279536,61.838219603,73.58,61.695677266288,3.85714,24,ACN
09-10-2013,80.16667,92.0,69,6.25777,81.0,62.0478406864,61.997531626384,62.836015959984,74.74,62.668319093264,3.85714,24,ACN
09-11-2013,80.16667,92.0,69,6.25777,81.0,62.685088779936,62.64316456325599,63.43972468017599,75.0,62.88632502,3.85714,24,ACN
09-12-2013,80.16667,92.0,69,6.25777,81.0,62.87794017666399,62.114919433088,63.079176416728,74.16,62.181998179776,3.85714,24,ACN
09-13-2013,80.16667,92.0,69,6.25777,81.0,62.4670828532,62.06461037307199,62.659934249928,74.5,62.4670828532,3.85714,24,ACN
09-16-2013,80.16667,92.0,69,6.25777,81.0,63.171409693424,63.171409693424,64.152436363736,76.34,64.009894027024,3.85714,24,ACN
09-17-2013,80.16667,92.0,69,6.25777,81.0,63.951200123672,63.708039666928,64.4609985985008,76.61,64.23628479709599,3.85714,24,ACN
09-18-2013,80.16667,92.0,69,6.25777,81.0,64.34528776046399,64.01215793472471,65.4491523856484,77.79,65.225696310744,3.85714,24,ACN
09-19-2013,80.16667,92.0,69,6.25777,81.0,65.44370223748,64.94899648065599,65.678477850888,77.55,65.02446007068,3.85714,24,ACN
09-20-2013,80.29167,92.0,69,6.22314,81.0,65.06638428736,64.756145083928,65.686862694224,77.32,64.83160867395199,3.85714,24,ACN
09-23-2013,80.58333,92.0,69,6.17904,82.0,64.64714212055999,63.967969810344,64.98253585399999,76.36,64.026663713696,3.85714,24,ACN
09-24-2013,80.79167,92.0,69,5.96678,82.0,63.967969810344,62.6767039366,64.26982417044,75.14,63.003712826704,3.85714,24,ACN
09-25-2013,80.85417,92.0,69,6.01297,82.0,63.25525812678399,62.88632502,63.99731676202,76.12,63.825427473632,3.85714,24,ACN
09-26-2013,80.72917,92.0,69,5.91428,82.0,64.1440515204,63.406185306832,64.336902917128,75.87,63.615806390232,3.85714,24,ACN
09-27-2013,80.97917,92.0,69,6.0043,82.5,62.4670828532,60.672726379296,62.59285550324,74.09,62.123304276424,3.85714,24,ACN
09-30-2013,81.1875,92.0,69,5.69871,82.5,62.098149746416,61.6285985196,62.207152709784,73.64,61.745986326304,3.92857,24,ACN
10-01-2013,81.1875,92.0,69,5.69871,82.5,61.662137892944,61.469286496216,62.483852539872,73.82,61.89691350635199,3.92857,24,ACN
10-02-2013,81.02174,92.0,69,5.76435,82.0,61.527980399568,61.217741196136,61.79629538632,73.51,61.636983362936,3.92593,23,ACN
10-03-2013,81.02174,92.0,69,5.76435,82.0,61.519595556232,61.217741196136,61.71244695295999,73.14,61.326744159504,3.92593,23,ACN
10-04-2013,81.02174,92.0,69,5.76435,82.0,61.486056182888,61.20097150946399,61.892721084684,73.26,61.427362279536,3.92593,23,ACN
10-07-2013,81.02174,92.0,69,5.76435,82.0,60.798499029336,60.630802162616,61.603443989592,72.35,60.66434153595999,3.92593,23,ACN
10-08-2013,81.02174,92.0,69,5.76435,82.0,60.798499029336,59.305996915528,61.142277606112,71.09,59.607851275624,3.92593,23,ACN
10-09-2013,81.02174,92.0,69,5.76435,82.0,59.964682767592,59.285003733672,60.1091145623,70.28,59.709803129872,3.92593,23,ACN
10-10-2013,81.02174,92.0,69,5.76435,82.0,60.313018272476,60.160090489844,60.691089735094,71.26,60.54240994642401,3.92593,23,ACN
10-11-2013,81.02174,92.0,69,5.76435,82.0,60.797289584144,60.61887383774,61.8083121471,72.71,61.774328195404,3.92593,23,ACN
10-14-2013,81.02174,92.0,69,5.76435,82.0,61.315544847508,61.12863311318,61.876280050492,72.66,61.731848255784,3.92593,23,ACN
10-15-2013,81.02174,92.0,69,5.76435,82.0,61.392008738824,60.797289584144,61.612904424848,71.6,60.83127353584,3.92593,23,ACN
10-16-2013,81.02174,92.0,69,5.76435,82.0,61.179609040724,61.026681258092,61.740344243708,72.43,61.53644053353201,3.92593,23,ACN
10-17-2013,81.02174,92.0,69,5.76435,82.0,61.009689282244,60.797289584144,61.944247953884,72.85,61.89327202634,3.92593,23,ACN
10-18-2013,81.02174,92.0,69,5.76435,82.0,61.97823190558,61.434488678444005,62.114167712364,72.88,61.918759990112,3.92593,23,ACN
10-21-2013,81.02174,92.0,69,5.76435,82.0,62.046199808972005,61.89327202634,62.53047112064,73.53,62.470999205172,3.92593,23,ACN
10-22-2013,81.02174,92.0,69,5.76435,82.0,62.54746309648801,62.25129295745736,63.006246444384,73.95,62.827830697980005,3.92593,23,ACN
10-23-2013,81.02174,92.0,69,5.76435,82.0,62.57295106026001,62.250103519148,62.793846746284,73.78,62.683398903272,3.92593,23,ACN
10-24-2013,81.02174,92.0,69,5.76435,82.0,62.649414951576,62.31807142254,62.844822673828,73.5,62.4455112414,3.92593,23,ACN
10-25-2013,81.02174,92.0,69,5.76435,82.0,62.4455112414,62.27559148292,62.666406927424006,73.61,62.538967108564,3.92593,23,ACN
10-28-2013,81.02174,92.0,69,5.76435,82.0,62.53047112064,62.394535313856,63.244134106256,74.32,63.142182251168,3.92593,23,ACN
10-29-2013,81.02174,92.0,69,5.76435,82.0,63.252630094180006,63.12519027532,63.67742949038001,74.91,63.643445538684,3.92593,23,ACN
10-30-2013,81.02174,92.0,69,5.76435,82.0,63.532997695672,63.048726384004,63.94080511602401,74.25,63.0827103357,3.92593,23,ACN
10-31-2013,81.02174,92.0,69,5.76435,82.0,63.074214347776,62.4455112414,63.184662190788,73.5,62.4455112414,3.92593,23,ACN
11-01-2013,81.02174,92.0,69,5.76435,82.0,62.776854770436,61.948495947846006,63.006246444384,73.0,62.020711845200005,3.92593,23,ACN
11-04-2013,81.36957,92.0,69,5.50537,82.0,62.10567172444,61.629896400696005,62.216119567452,72.71,61.774328195404,3.92593,23,ACN
11-05-2013,81.36957,92.0,69,5.50537,82.0,61.842296098796005,61.451480654292,62.6579109395,73.36,62.326567410464,3.92593,23,ACN
11-06-2013,81.36957,92.0,69,5.50537,82.0,62.394535313856,62.38603932593201,63.91531715225201,75.04,63.75389338169601,3.92593,23,ACN
11-07-2013,81.36957,92.0,69,5.50537,82.0,63.184662190788,63.184662190788,64.807395884272,75.55,64.18718876582,3.92593,23,ACN
11-08-2013,81.36957,92.0,69,5.50537,82.0,64.051252959036,63.736901405848,64.561012234476,75.24,63.923813140176,3.92593,23,ACN
11-11-2013,81.36957,92.0,69,5.50537,82.0,63.847349248860006,63.71990943,64.325248569585,75.49,64.136212838276,3.92593,23,ACN
