 Date,CHTR Price Target,CHTR Price Target - High,CHTR Price Target - Low,CHTR Price Target - StdDev,CHTR Price Target - Median,CHTR Open,CHTR Low,CHTR High,CHTR Close,CHTR Adj. Close,CHTR Rating,CHTR Price Target - #,Ticker
03-08-2013,96.53364,118.33665,80.73435,11.19633,94.00575,99.5355,95.952222,99.911523,98.495907,98.495907,3.625,14,CHTR
03-11-2013,98.74554,119.4426,80.73435,13.04183,94.00575,98.584383,98.086706,98.971466,98.374253,98.374253,3.625,14,CHTR
03-12-2013,99.5355,119.4426,80.73435,13.71811,94.00575,98.916168,98.318955,99.137358,98.982525,98.982525,3.625,14,CHTR
03-13-2013,99.5355,119.4426,80.73435,13.71811,94.00575,100.453439,98.88299,100.586153,99.402786,99.402786,3.625,14,CHTR
03-14-2013,99.5355,119.4426,80.73435,13.71811,94.00575,99.402786,97.240654,99.745631,99.657155,99.657155,3.625,14,CHTR
03-15-2013,99.5355,119.4426,80.73435,13.71811,94.00575,99.889404,98.562264,100.342844,99.637248,99.637248,3.625,14,CHTR
03-18-2013,99.5355,119.4426,80.73435,13.71811,94.00575,98.352134,98.097765,110.517584,108.427339,108.427339,3.625,14,CHTR
03-19-2013,100.64145,119.4426,80.73435,13.49337,97.3236,110.207918,108.250387,111.313868,111.015262,111.015262,3.625,14,CHTR
03-20-2013,101.43141,129.39615,80.73435,14.76959,97.3236,111.700951,111.424463,117.551426,116.976332,116.976332,3.625,14,CHTR
03-21-2013,102.55843,129.39615,80.73435,14.87885,100.64145,115.328467,112.231807,116.014156,113.205043,113.205043,3.58824,15,CHTR
03-22-2013,103.73811,129.39615,80.73435,14.76737,105.06525,113.470471,112.806901,114.233576,114.222517,114.222517,3.58824,15,CHTR
03-25-2013,103.73811,129.39615,80.73435,14.76737,105.06525,114.465826,112.873258,114.908206,113.293519,113.293519,3.58824,15,CHTR
03-26-2013,103.73811,129.39615,80.73435,14.76737,105.06525,113.802256,113.160805,114.134041,113.901791,113.901791,3.58824,15,CHTR
03-27-2013,103.73811,129.39615,80.73435,14.76737,105.06525,113.49259,113.49259,116.733023,115.339526,115.339526,3.58824,15,CHTR
03-28-2013,103.73811,129.39615,80.73435,14.76737,105.06525,115.494359,114.841849,116.199955,115.217872,115.217872,3.58824,15,CHTR
04-01-2013,103.73811,129.39615,80.73435,14.76737,105.06525,115.737668,113.868613,116.445476,114.775492,114.775492,3.58824,15,CHTR
04-02-2013,103.73811,129.39615,80.73435,14.76737,105.06525,115.538597,114.775492,116.710904,114.797611,114.797611,3.58824,15,CHTR
04-03-2013,103.73811,129.39615,80.73435,14.76737,105.06525,114.919265,111.778367,115.173634,113.116567,113.116567,3.58824,15,CHTR
04-04-2013,104.71964,129.39615,80.73435,14.79515,107.83012,113.359876,112.572882,115.682371,115.627073,115.627073,3.55556,16,CHTR
04-05-2013,104.71964,129.39615,80.73435,14.79515,107.83012,113.536828,112.364521,116.677726,116.666666,116.666666,3.55556,16,CHTR
04-08-2013,104.71964,129.39615,80.73435,14.79515,107.83012,116.622428,114.631718,118.314532,115.848263,115.848263,3.55556,16,CHTR
04-09-2013,104.71964,129.39615,80.73435,14.79515,107.83012,115.936739,114.034505,116.224286,114.554302,114.554302,3.55556,16,CHTR
04-10-2013,105.41086,129.39615,80.73435,15.64889,107.83012,115.527538,113.879672,115.947799,114.653837,114.653837,3.55556,16,CHTR
04-11-2013,105.41086,129.39615,80.73435,15.64889,107.83012,114.764432,114.234682,115.947799,115.947799,115.947799,3.55556,16,CHTR
04-12-2013,106.44769,129.39615,80.73435,14.6434,107.83012,115.228931,115.228931,116.644437,116.191108,116.191108,3.55556,16,CHTR
04-15-2013,106.44769,129.39615,80.73435,14.6434,107.83012,115.306348,113.791196,115.306348,114.001327,114.001327,3.55556,16,CHTR
04-16-2013,107.48452,129.39615,80.73435,15.46462,107.83012,115.284229,113.857553,116.345941,116.025215,116.025215,3.55556,16,CHTR
04-17-2013,107.48452,129.39615,80.73435,15.46462,107.83012,115.726609,114.15616,116.556071,115.051979,115.051979,3.55556,16,CHTR
04-18-2013,108.65959,129.39615,80.73435,14.93288,110.595,115.494359,112.242866,115.494359,113.614244,113.614244,3.55556,16,CHTR
04-19-2013,108.65959,129.39615,80.73435,14.93288,110.595,114.15616,113.293519,114.388409,113.957089,113.957089,3.55556,16,CHTR
04-22-2013,108.65959,129.39615,80.73435,14.93288,110.595,115.129396,113.348816,115.62641,114.852908,114.852908,3.55556,16,CHTR
04-23-2013,108.65959,129.39615,80.73435,14.93288,110.595,115.350586,114.334881,116.755142,115.47224,115.47224,3.55556,16,CHTR
04-24-2013,108.65959,129.39615,80.73435,14.93288,110.595,115.958858,111.72307,116.290643,113.968148,113.968148,3.55556,16,CHTR
04-25-2013,108.65959,129.39615,80.73435,14.93288,110.595,113.680601,111.612475,114.244636,111.822605,111.822605,3.55556,16,CHTR
04-26-2013,108.65959,129.39615,80.73435,14.93288,110.595,111.689891,110.628179,113.511944,112.408759,112.408759,3.55556,16,CHTR
04-29-2013,108.65959,129.39615,80.73435,14.93288,110.595,112.994912,111.380225,112.994912,112.38664,112.38664,3.55556,16,CHTR
04-30-2013,108.65959,129.39615,80.73435,14.93288,110.595,112.121212,109.94249,112.121212,111.413404,111.413404,3.55556,16,CHTR
05-01-2013,108.65959,129.39615,80.73435,14.93288,110.595,111.125857,111.125857,112.497235,111.888962,111.888962,3.55556,16,CHTR
05-02-2013,108.65959,129.39615,80.73435,14.93288,110.595,112.618889,112.010617,114.1451,114.056624,114.056624,3.55556,16,CHTR
05-03-2013,108.65959,129.39615,80.73435,14.93288,110.595,114.897146,114.698075,116.445476,115.69343,115.69343,3.55556,16,CHTR
05-06-2013,108.65959,129.39615,80.73435,14.93288,110.595,115.726609,115.184693,116.976332,116.157929,116.157929,3.55556,16,CHTR
05-07-2013,111.83919,131.60805,80.73435,13.93933,116.12475,116.047334,116.047334,123.247069,121.311656,121.311656,3.55556,16,CHTR
05-08-2013,114.88056,138.24375,80.73435,14.17858,117.2307,120.283123,119.066578,122.196416,121.698739,121.698739,3.55556,16,CHTR
05-09-2013,117.29982,138.24375,80.73435,13.13516,119.4426,120.725503,120.725503,122.262773,121.798274,121.798274,3.55556,16,CHTR
05-10-2013,117.29982,138.24375,80.73435,13.13516,119.4426,122.019464,121.720858,123.98142,121.720858,121.720858,3.55556,16,CHTR
05-13-2013,118.61314,138.24375,100.64145,10.11733,119.4426,121.566025,121.499668,123.965936,123.479318,123.479318,3.55556,16,CHTR
05-14-2013,118.61314,138.24375,100.64145,10.11733,119.4426,123.22495,122.859986,126.111479,125.834992,125.834992,3.55556,16,CHTR
05-15-2013,118.61314,138.24375,100.64145,10.11733,119.4426,125.87923,125.569564,126.819287,126.664454,126.664454,3.55556,16,CHTR
05-16-2013,120.47943,159.2568,100.64145,13.95903,119.4426,126.885644,125.248838,128.7547,125.64698,125.64698,3.55556,16,CHTR
05-17-2013,120.47943,159.2568,100.64145,13.95903,119.4426,126.786109,123.910639,126.874585,124.021234,124.021234,3.55556,16,CHTR
05-20-2013,122.13835,159.2568,100.64145,15.13359,120.54855,124.463614,123.000995,125.315195,123.21389,123.21389,3.55556,16,CHTR
05-21-2013,122.13835,159.2568,100.64145,15.13359,120.54855,123.623092,123.169652,126.98518,126.078301,126.078301,3.55556,16,CHTR
05-22-2013,122.13835,159.2568,100.64145,15.13359,120.54855,125.547445,124.297721,127.328024,124.905994,124.905994,3.55556,16,CHTR
05-23-2013,122.13835,159.2568,100.64145,15.13359,120.54855,123.280247,123.280247,125.680159,125.569564,125.569564,3.55556,16,CHTR
05-24-2013,122.13835,159.2568,100.64145,15.13359,120.54855,125.016589,123.578854,125.016589,124.806458,124.806458,3.55556,16,CHTR
05-28-2013,122.13835,159.2568,100.64145,15.13359,120.54855,126.664454,125.635921,127.681928,126.188896,126.188896,3.55556,16,CHTR
05-29-2013,122.13835,159.2568,100.64145,15.13359,120.54855,125.370493,124.529971,126.54833,124.585268,124.585268,3.55556,16,CHTR
05-30-2013,122.13835,159.2568,100.64145,15.13359,120.54855,124.928113,123.125414,125.127184,123.65627,123.65627,3.55556,16,CHTR
05-31-2013,122.13835,159.2568,100.64145,15.13359,120.54855,122.9927,122.9927,125.403671,123.866401,123.866401,3.55556,16,CHTR
06-03-2013,122.13835,159.2568,100.64145,15.13359,120.54855,124.684804,121.245299,124.684804,123.44614,123.44614,3.55556,16,CHTR
06-04-2013,122.13835,159.2568,100.64145,15.13359,120.54855,123.236009,123.236009,127.63769,127.128953,127.128953,3.55556,16,CHTR
06-05-2013,122.13835,159.2568,100.64145,15.13359,120.54855,126.76399,125.989825,128.400796,125.989825,125.989825,3.55556,16,CHTR
06-06-2013,122.13835,159.2568,100.64145,15.13359,120.54855,125.989825,123.280247,126.598097,124.563149,124.563149,3.55556,16,CHTR
06-07-2013,122.13835,159.2568,100.64145,15.13359,120.54855,125.370493,124.292191,126.736341,125.978765,125.978765,3.55556,16,CHTR
06-10-2013,124.21201,160.36275,100.64145,17.73283,120.54855,127.040477,124.142888,127.350143,124.452554,124.452554,3.55556,16,CHTR
06-11-2013,124.21201,160.36275,100.64145,17.73283,120.54855,123.855341,122.948462,125.746516,124.375138,124.375138,3.55556,16,CHTR
06-12-2013,124.21201,160.36275,100.64145,17.73283,120.54855,124.872815,123.036496,125.857111,123.191771,123.191771,3.55556,16,CHTR
06-13-2013,124.21201,160.36275,100.64145,17.73283,120.54855,123.44614,122.605618,123.800044,122.638796,122.638796,3.55556,16,CHTR
06-14-2013,124.21201,160.36275,100.64145,17.73283,120.54855,122.395487,121.89781,129.495686,128.96483,128.96483,3.55556,16,CHTR
06-17-2013,124.21201,160.36275,100.64145,17.73283,120.54855,129.960185,128.96483,131.873479,130.192435,130.192435,3.55556,16,CHTR
06-18-2013,124.21201,160.36275,100.64145,17.73283,120.54855,129.705817,129.119663,132.548108,130.446803,130.446803,3.55556,16,CHTR
06-19-2013,124.21201,160.36275,100.64145,17.73283,120.54855,130.634815,129.683698,131.608051,130.280911,130.280911,3.55556,16,CHTR
06-20-2013,124.21201,160.36275,100.64145,17.73283,120.54855,129.993364,125.846051,130.103959,126.134704,126.134704,3.55556,16,CHTR
06-21-2013,124.21201,160.36275,100.64145,17.73283,120.54855,126.465383,126.465273,133.377571,132.360097,132.360097,3.55556,16,CHTR
06-24-2013,124.21201,160.36275,100.64145,17.73283,120.54855,131.552753,128.787878,133.565582,130.988719,130.988719,3.55556,16,CHTR
06-25-2013,124.21201,160.36275,100.64145,17.73283,120.54855,131.552753,130.126078,132.636584,130.252156,130.252156,3.55556,16,CHTR
06-26-2013,124.21201,160.36275,100.64145,17.73283,120.54855,130.844945,130.502101,133.443928,131.608051,131.608051,3.55556,16,CHTR
06-27-2013,124.21201,160.36275,100.64145,17.73283,120.54855,132.437513,131.530634,142.191992,136.92767,136.92767,3.55556,16,CHTR
06-28-2013,124.21201,160.36275,100.64145,17.73283,120.54855,137.646538,136.817075,140.488829,136.971908,136.971908,3.55556,16,CHTR
07-01-2013,124.21201,160.36275,100.64145,17.73283,120.54855,137.358991,134.262331,138.332227,135.16921,135.16921,3.55556,16,CHTR
07-02-2013,126.6638,165.8925,100.64145,19.80244,121.6545,136.369166,135.545233,139.128511,138.398584,138.398584,3.57895,17,CHTR
07-03-2013,126.6638,165.8925,100.64145,19.80244,121.6545,137.679716,137.248396,141.666666,141.163459,141.163459,3.57895,17,CHTR
07-05-2013,126.6638,165.8925,100.64145,19.80244,121.6545,142.214111,138.802256,142.214111,140.875912,140.875912,3.57895,17,CHTR
07-08-2013,126.6638,165.8925,100.64145,19.80244,121.6545,141.451006,139.869497,144.425127,141.384649,141.384649,3.57895,17,CHTR
07-09-2013,130.11176,165.8925,100.64145,23.1736,121.6545,142.23623,138.774607,142.534837,138.984737,138.984737,3.57895,17,CHTR
07-10-2013,130.11176,165.8925,100.64145,23.1736,121.6545,138.641893,136.772837,140.112806,138.630833,138.630833,3.57895,17,CHTR
07-11-2013,130.11176,165.8925,100.64145,23.1736,121.6545,138.796726,137.878787,139.980092,138.464941,138.464941,3.57895,17,CHTR
07-12-2013,130.11176,165.8925,100.64145,23.1736,121.6545,138.243751,137.547002,139.338641,137.878787,137.878787,3.57895,17,CHTR
07-15-2013,130.11176,165.8925,100.64145,23.1736,121.6545,138.144215,137.779252,139.327582,137.779252,137.779252,3.57895,17,CHTR
07-16-2013,130.76232,165.8925,100.64145,23.0821,121.6545,137.580181,136.452112,138.840964,136.93873,136.93873,3.57895,17,CHTR
07-17-2013,130.76232,165.8925,100.64145,23.0821,121.6545,137.414288,136.241981,138.829904,137.303693,137.303693,3.57895,17,CHTR
07-18-2013,130.76232,165.8925,100.64145,23.0821,121.6545,137.867728,136.374806,138.962618,137.768192,137.768192,3.57895,17,CHTR
07-19-2013,130.76232,165.8925,100.64145,23.0821,121.6545,139.416058,139.416058,143.231585,141.904445,141.904445,3.57895,17,CHTR
07-22-2013,132.25861,165.8925,100.64145,22.6908,121.6545,141.428887,140.494359,142.24729,141.771731,141.771731,3.57895,17,CHTR
07-23-2013,133.94283,165.8925,100.64145,23.11905,127.18425,143.043574,139.692545,143.729263,141.307232,141.307232,3.6,18,CHTR
07-24-2013,133.94283,165.8925,100.64145,23.11905,127.18425,141.307232,140.389294,142.778146,141.80491,141.80491,3.6,18,CHTR
07-25-2013,133.94283,165.8925,100.64145,23.11905,127.18425,141.58372,140.300818,142.656491,141.285113,141.285113,3.6,18,CHTR
07-26-2013,133.94283,165.8925,100.64145,23.11905,127.18425,140.25658,139.051094,140.853793,140.02433,140.02433,3.6,18,CHTR
07-29-2013,134.49581,165.8925,100.64145,22.72254,127.73722,140.123866,138.409643,140.488829,139.006856,139.006856,3.6,18,CHTR
07-30-2013,135.33336,165.8925,100.64145,22.40013,132.714,139.438177,136.573766,139.736783,136.894492,136.894492,3.57143,19,CHTR
07-31-2013,135.33336,165.8925,100.64145,22.40013,132.714,137.779252,136.994027,140.068568,139.062154,139.062154,3.57143,19,CHTR
08-01-2013,135.33336,165.8925,100.64145,22.40013,132.714,139.073213,139.073213,143.214996,141.517363,141.517363,3.57143,19,CHTR
08-02-2013,135.33336,165.8925,100.64145,22.40013,132.714,141.561601,140.665781,151.835877,148.197301,148.197301,3.6,19,CHTR
08-05-2013,135.33336,165.8925,100.64145,22.40013,132.714,146.516257,142.285998,148.686684,143.939393,143.939393,3.6,19,CHTR
08-06-2013,135.33336,165.8925,100.64145,22.40013,132.714,144.879451,138.675071,147.907542,140.510948,140.510948,3.6,19,CHTR
08-07-2013,137.8945,171.42225,100.64145,22.80695,143.7735,139.648307,137.867728,143.718203,143.364299,143.364299,3.6,19,CHTR
08-08-2013,140.28103,171.42225,100.64145,21.84449,144.87945,143.607608,140.69896,144.879451,141.627958,141.627958,3.6,19,CHTR
08-09-2013,140.28103,171.42225,100.64145,21.84449,144.87945,141.174518,139.924795,142.203052,141.860207,141.860207,3.6,19,CHTR
08-12-2013,140.28103,171.42225,100.64145,21.84449,144.87945,140.986507,132.06149,141.273943,139.969033,139.969033,3.6,19,CHTR
08-13-2013,140.28103,171.42225,100.64145,21.84449,144.87945,140.654722,139.15063,142.114576,139.460296,139.460296,3.6,19,CHTR
08-14-2013,140.28103,171.42225,100.64145,21.84449,144.87945,139.349701,137.104622,139.990046,137.646538,137.646538,3.6,19,CHTR
08-15-2013,140.63027,171.42225,100.64145,22.1953,144.87945,136.662242,135.279805,136.994027,136.164565,136.164565,3.6,19,CHTR
08-16-2013,140.45565,171.42225,100.64145,22.13064,144.87945,135.788542,133.84207,136.098208,135.589471,135.589471,3.57143,19,CHTR
08-19-2013,141.91085,171.42225,100.64145,20.61266,144.87945,136.164565,135.633709,137.126741,136.308338,136.308338,3.57143,19,CHTR
08-20-2013,143.7735,171.42225,100.64145,20.09058,147.09135,136.374695,136.087148,138.464941,138.122096,138.122096,3.57143,19,CHTR
08-21-2013,143.7735,171.42225,100.64145,20.09058,147.09135,137.392169,135.799601,137.867728,136.286219,136.286219,3.57143,19,CHTR
08-22-2013,143.7735,171.42225,100.64145,20.09058,147.09135,135.888077,135.888077,138.376465,137.082503,137.082503,3.57143,19,CHTR
08-23-2013,143.7735,171.42225,100.64145,20.09058,147.09135,137.945144,135.434638,139.128511,135.700066,135.700066,3.57143,19,CHTR
08-26-2013,143.7735,171.42225,100.64145,20.09058,147.09135,135.61159,134.881663,137.558062,135.113912,135.113912,3.57143,19,CHTR
08-27-2013,143.88992,171.42225,100.64145,20.06459,147.09135,134.859544,133.631939,135.434638,133.83101,133.83101,3.57143,19,CHTR
08-28-2013,143.88992,171.42225,100.64145,20.06459,147.09135,133.676177,132.083609,134.470249,132.714001,132.714001,3.57143,19,CHTR
08-29-2013,143.88992,171.42225,100.64145,20.06459,147.09135,131.917717,131.674408,134.848484,133.709356,133.709356,3.57143,19,CHTR
08-30-2013,143.88992,171.42225,100.64145,20.06459,147.09135,134.107498,133.101083,134.870603,134.28445,134.28445,3.57143,19,CHTR
09-03-2013,143.88992,171.42225,100.64145,20.06459,147.09135,135.655828,134.981198,137.408759,136.087148,136.087148,3.57143,19,CHTR
09-04-2013,143.88992,171.42225,100.64145,20.06459,147.09135,136.374695,136.374695,138.221632,137.757133,137.757133,3.57143,19,CHTR
09-05-2013,143.88992,171.42225,100.64145,20.06459,147.09135,137.624419,136.573766,138.442822,137.867728,137.867728,3.57143,19,CHTR
09-06-2013,143.88992,171.42225,100.64145,20.06459,147.09135,138.774607,136.695421,139.58195,138.26587,138.26587,3.57143,19,CHTR
09-09-2013,143.88992,171.42225,100.64145,20.06459,147.09135,138.25481,138.25481,140.577305,140.123866,140.123866,3.57143,19,CHTR
09-10-2013,143.88992,171.42225,100.64145,20.06459,147.09135,140.400353,140.123866,141.981862,140.942269,140.942269,3.57143,19,CHTR
09-11-2013,143.88992,171.42225,100.64145,20.06459,147.09135,140.831674,139.283454,142.988276,142.789205,142.789205,3.57143,19,CHTR
09-12-2013,143.88992,171.42225,100.64145,20.06459,147.09135,142.446361,141.108161,142.977217,141.871267,141.871267,3.57143,19,CHTR
09-13-2013,143.88992,171.42225,100.64145,20.06459,147.09135,142.590134,141.074983,142.789205,142.391063,142.391063,3.57143,19,CHTR
09-16-2013,143.88992,171.42225,100.64145,20.06459,147.09135,144.00575,141.196637,144.177173,142.866622,142.866622,3.57143,19,CHTR
09-17-2013,145.11228,171.42225,100.64145,20.78226,150.4092,143.143109,142.512718,144.879451,144.061048,144.061048,3.57143,19,CHTR
09-18-2013,145.11228,171.42225,100.64145,20.78226,150.4092,143.895155,143.895155,147.655385,146.416721,146.416721,3.57143,19,CHTR
09-19-2013,145.11228,171.42225,100.64145,20.78226,150.4092,146.494138,146.494138,148.905109,147.345719,147.345719,3.57143,19,CHTR
09-20-2013,145.11228,171.42225,100.64145,20.78226,150.4092,147.743861,147.412076,149.137358,148.020349,148.020349,3.57143,19,CHTR
09-23-2013,145.11228,171.42225,100.64145,20.78226,150.4092,147.467374,145.753151,148.761335,147.577969,147.577969,3.57143,19,CHTR
09-24-2013,145.11228,171.42225,100.64145,20.78226,150.4092,147.168767,144.846272,148.750276,145.045343,145.045343,3.57143,19,CHTR
09-25-2013,145.11228,171.42225,100.64145,20.78226,150.4092,145.432426,144.90157,148.838752,148.20836,148.20836,3.57143,19,CHTR
09-26-2013,145.11228,171.42225,100.64145,20.78226,150.4092,148.938287,148.197301,150.763105,150.398142,150.398142,3.57143,19,CHTR
09-27-2013,145.11228,171.42225,100.64145,20.78226,150.4092,149.889404,147.201946,150.165892,147.721742,147.721742,3.57143,19,CHTR
09-30-2013,145.11228,171.42225,100.64145,20.78226,150.4092,147.058172,146.748506,149.480203,149.037823,149.037823,3.57143,19,CHTR
10-01-2013,145.11228,171.42225,100.64145,20.78226,150.4092,149.082061,148.706038,150.685689,149.825259,149.825259,3.57143,19,CHTR
10-02-2013,145.11228,171.42225,100.64145,20.78226,150.4092,148.407431,147.434195,149.579738,147.965051,147.965051,3.57143,19,CHTR
10-03-2013,145.11228,171.42225,100.64145,20.78226,150.4092,147.54479,144.691439,147.98717,145.487723,145.487723,3.57143,19,CHTR
10-04-2013,145.11228,171.42225,100.64145,20.78226,150.4092,146.029639,145.266533,147.434195,146.693209,146.693209,3.57143,19,CHTR
10-07-2013,145.11228,171.42225,100.64145,20.78226,150.4092,145.587259,144.879451,147.091351,146.527316,146.527316,3.57143,19,CHTR
10-08-2013,147.25724,188.0115,100.64145,22.30971,152.6211,147.378898,145.211236,148.495907,145.55408,145.55408,3.63636,20,CHTR
10-09-2013,147.25724,188.0115,100.64145,22.30971,152.6211,146.140234,143.839858,147.77704,145.432426,145.432426,3.63636,20,CHTR
10-10-2013,147.25724,188.0115,100.64145,22.30971,152.6211,147.788099,147.688564,151.846936,150.508737,150.508737,3.63636,20,CHTR
10-11-2013,147.25724,188.0115,100.64145,22.30971,152.6211,149.97788,148.905109,151.54833,150.66357,150.66357,3.63636,20,CHTR
10-14-2013,147.25724,188.0115,100.64145,22.30971,152.6211,149.845166,149.845166,152.222959,151.725282,151.725282,3.63636,20,CHTR
10-15-2013,147.25724,188.0115,100.64145,22.30971,152.6211,151.481973,149.961291,152.897589,152.001769,152.001769,3.63636,20,CHTR
10-16-2013,147.25724,188.0115,100.64145,22.30971,152.6211,153.229374,151.017474,154.025658,153.738111,153.738111,3.63636,20,CHTR
10-17-2013,147.25724,188.0115,100.64145,22.30971,152.6211,153.395266,151.526211,153.992479,152.300376,152.300376,3.63636,20,CHTR
10-18-2013,147.25724,188.0115,100.64145,22.30971,152.6211,152.222959,151.338199,153.638575,151.857996,151.857996,3.63636,20,CHTR
10-21-2013,147.25724,188.0115,100.64145,22.30971,152.6211,152.234019,150.298606,152.919708,151.625746,151.625746,3.63636,20,CHTR
10-22-2013,147.25724,188.0115,100.64145,22.30971,152.6211,151.835877,150.320725,153.724839,151.194426,151.194426,3.63636,20,CHTR
10-23-2013,147.25724,188.0115,100.64145,22.30971,152.6211,151.006414,149.082061,151.655607,149.544348,149.544348,3.63636,20,CHTR
10-24-2013,147.25724,188.0115,100.64145,22.30971,152.6211,150.121654,149.026763,152.997124,152.587923,152.587923,3.63636,20,CHTR
10-25-2013,147.25724,188.0115,100.64145,22.30971,152.6211,152.731696,151.515151,154.169431,153.262552,153.262552,3.63636,20,CHTR
10-28-2013,147.25724,188.0115,100.64145,22.30971,152.6211,153.516921,150.276487,153.97036,151.006414,151.006414,3.63636,20,CHTR
10-29-2013,147.25724,188.0115,100.64145,22.30971,152.6211,151.039593,150.298606,151.780579,151.76952,151.76952,3.63636,20,CHTR
10-30-2013,147.25724,188.0115,100.64145,22.30971,152.6211,159.27892,148.529086,159.27892,149.32537,149.32537,3.63636,20,CHTR
10-31-2013,147.25724,188.0115,100.64145,22.30971,152.6211,149.369608,147.710683,152.532625,148.241539,148.241539,3.63636,20,CHTR
11-01-2013,147.25724,188.0115,100.64145,22.30971,152.6211,148.971466,148.299048,152.842291,152.698518,152.698518,3.63636,20,CHTR
11-04-2013,147.25724,188.0115,100.64145,22.30971,152.6211,153.881884,148.838752,153.881884,150.154833,150.154833,3.63636,20,CHTR
11-05-2013,149.74563,188.0115,100.64145,22.15878,154.833,150.387082,143.286883,150.387082,144.945808,144.945808,3.63636,20,CHTR
11-06-2013,152.23402,188.0115,100.64145,20.58159,155.93895,144.813094,141.782791,145.244414,142.579075,142.579075,3.63636,20,CHTR
11-07-2013,152.23402,188.0115,100.64145,20.58159,155.93895,142.733908,139.626188,143.386418,140.975447,140.975447,3.63636,20,CHTR
11-08-2013,152.45521,188.0115,100.64145,20.60832,155.93895,141.119221,140.378234,142.568015,141.627958,141.627958,3.63636,20,CHTR
11-11-2013,152.45521,188.0115,100.64145,20.60832,155.93895,141.484184,138.995797,141.782791,140.499889,140.499889,3.63636,20,CHTR
11-12-2013,152.45521,188.0115,100.64145,20.60832,155.93895,140.455651,139.416058,142.280468,142.070338,142.070338,3.63636,20,CHTR
11-13-2013,152.45521,188.0115,100.64145,20.60832,155.93895,140.820614,139.913735,142.501658,142.402123,142.402123,3.63636,20,CHTR
11-14-2013,152.45521,188.0115,100.64145,20.60832,155.93895,142.667551,141.296173,142.700729,141.639017,141.639017,3.63636,20,CHTR
11-15-2013,152.45521,188.0115,100.64145,20.60832,155.93895,142.037159,141.451006,142.722848,142.324706,142.324706,3.63636,20,CHTR
11-18-2013,152.45521,188.0115,100.64145,20.60832,155.93895,143.032514,142.335766,144.602963,143.264764,143.264764,3.63636,20,CHTR
