 Date,AMT Price Target,AMT Price Target - High,AMT Price Target - Low,AMT Price Target - StdDev,AMT Price Target - Median,AMT Open,AMT Low,AMT High,AMT Close,AMT Adj. Close,AMT Rating,AMT Price Target - #,Ticker
02-28-2013,86.09524,100,75,5.6138,85.0,63.685072464324,63.58613138851201,64.567297056981,77.6,63.98189569176,4.20833,21,AMT
03-01-2013,86.19048,100,75,5.56022,85.0,63.932425153854005,63.709807733277,64.468355981169,78.13,64.418885443263,4.20833,21,AMT
03-04-2013,86.19048,100,75,5.56022,85.0,64.303454188149,64.14679748478,65.05375734639001,78.86,65.02077698778601,4.20833,21,AMT
03-05-2013,86.57143,100,75,5.67007,85.0,65.400051111732,64.575542146632,65.42478638068499,78.65,64.847630105115,4.20833,21,AMT
03-06-2013,86.57143,100,75,5.67007,85.0,64.963061360229,63.784013540136,65.127963153249,77.5,63.899444795250005,4.20833,21,AMT
03-07-2013,86.66667,100,75,5.64281,85.0,63.759278271183,63.62735683676701,64.212758201988,77.56,63.94891533315601,4.20833,21,AMT
03-08-2013,86.71429,100,75,5.64963,85.0,64.22924838129,63.3429012438075,64.369414905357,77.14,63.602621567814005,4.20833,21,AMT
03-11-2013,86.80952,100,75,5.61985,85.0,63.594376478163,63.14914163700901,63.874709526297,76.9,63.40473941619001,4.20833,21,AMT
03-12-2013,86.80952,100,75,5.61985,85.0,63.35526887828401,62.48953446492901,63.577886298861,76.03,62.687416616553,4.20833,21,AMT
03-13-2013,86.80952,100,75,5.61985,85.0,62.64619116829801,62.464799195976006,62.943014395734,76.12,62.76162242341201,4.20833,21,AMT
03-14-2013,86.80952,100,75,5.61985,85.0,62.868808588875005,62.835828230271,63.35526887828401,76.41,63.000730023291,4.20833,21,AMT
03-15-2013,86.80952,100,75,5.61985,85.0,62.703906795855,62.05254471342601,62.769867513063,75.56,62.299897402956006,4.20833,21,AMT
03-18-2013,86.80952,100,75,5.61985,85.0,61.895888010057,61.747476396339,62.25042686505,75.05,61.879397830755,4.20833,21,AMT
03-19-2013,86.80952,100,75,5.61985,85.0,62.02780944447301,60.939457610541,62.102015251332,74.53,61.450653168903,4.20833,21,AMT
03-20-2013,86.80952,100,75,5.61985,85.0,61.541349155064005,61.46838011165266,62.14324069958701,75.32,62.102015251332,4.20833,21,AMT
03-21-2013,86.80952,100,75,5.61985,85.0,62.011319265171,62.003074175520005,63.503680492002,76.29,62.901788947479005,4.20833,21,AMT
03-22-2013,86.80952,100,75,5.61985,85.0,63.08318091980101,62.901788947479005,63.544905940257,76.73,63.264572892123006,4.20833,21,AMT
03-25-2013,86.80952,100,75,5.61985,85.0,63.396494326539006,62.728642064808,63.553151029908,76.26,62.87705367852601,4.20833,21,AMT
03-26-2013,86.80952,100,75,5.61985,85.0,63.173876905962,62.506024644231005,63.454209954096,75.89,62.571985361439005,4.20833,21,AMT
03-27-2013,86.80952,100,75,5.61985,85.0,62.225691596097,62.225691596097,63.598499022988506,76.86,63.371759057586,4.20833,21,AMT
03-28-2013,86.7619,100,75,5.63074,85.0,63.412984505841,62.89618228651632,63.660337195371,76.92,63.42122959549201,4.20833,21,AMT
04-01-2013,86.7619,100,75,5.63074,85.0,63.462455043747,63.15738672666,64.105572036525,77.75,64.105572036525,4.20833,21,AMT
04-02-2013,86.7619,100,75,5.63074,85.0,64.212758201988,64.04785640896802,65.02893962654049,78.73,64.913590822323,4.20833,21,AMT
04-03-2013,86.7619,100,75,5.63074,85.0,64.87236537406801,63.891199705599,64.93832609127601,78.02,64.328189457102,4.20833,21,AMT
04-04-2013,86.7619,100,75,5.63074,85.0,64.443620712216,64.443620712216,65.029022077437,78.58,64.789914477558,4.20833,21,AMT
04-05-2013,86.7619,100,75,5.63074,85.0,64.122062215827,63.69331755397501,64.418885443263,77.82,64.16328766408199,4.20833,21,AMT
04-08-2013,86.7619,100,75,5.63074,85.0,64.337014980623,64.262560417832,65.35456067209999,79.0,65.35456067209999,4.20833,21,AMT
04-09-2013,86.7619,100,75,5.63074,85.0,65.42074250569199,64.883015107757,65.718560756856,79.29,65.594469818871,4.20833,21,AMT
04-10-2013,86.7619,100,75,5.63074,85.0,65.751651673652,65.677197110861,66.165288133602,79.87,66.074288112413,4.20833,21,AMT
04-11-2013,86.7619,100,75,5.63074,85.0,66.107379029209,66.032924466418,66.785742823527,80.32,66.446560926368,4.20833,21,AMT
04-12-2013,86.7619,100,75,5.63074,85.0,66.380379092776,66.074288112413,66.744379177532,80.67,66.736106448333,4.20833,21,AMT
04-15-2013,86.7619,100,75,5.63074,85.0,66.70301553153699,65.710288027657,66.95111468021501,79.43,65.710288027657,4.20833,21,AMT
04-16-2013,86.80952,100,75,5.61985,85.0,66.024651737219,65.445560693289,66.694742802338,80.59,66.669924614741,4.20833,21,AMT
04-17-2013,86.80952,100,75,5.61985,85.0,66.165288133602,65.77655258854098,66.34728817598,79.78,65.999833549622,4.20833,21,AMT
04-18-2013,86.80952,100,75,5.61985,85.0,66.123924487607,65.42074250569199,66.26456088398999,80.06,66.231469967194,4.20833,21,AMT
04-19-2013,86.80952,100,75,5.61985,85.0,66.463106384766,66.28118906967998,67.348288409059,81.05,67.05047015789499,4.20833,21,AMT
04-22-2013,86.95238,100,75,5.61016,86.0,67.331742950661,66.653379156343,67.488924805442,81.02,67.025651970298,4.20833,21,AMT
04-23-2013,86.95238,100,75,5.61016,86.0,67.215924741875,66.83620647164089,68.1912795144371,81.9,67.75365213981,4.20833,21,AMT
04-24-2013,86.95238,100,75,5.61016,86.0,67.8363794318,66.885015573915,67.886015806994,81.0,67.0091065119,4.20833,21,AMT
04-25-2013,86.95238,100,75,5.61016,86.0,67.30692476306399,67.124924720686,69.730834418371,83.84,69.358561604416,4.20833,21,AMT
04-26-2013,87.0,100,75,5.59762,86.0,69.32547068762,68.29137953774499,69.482652542401,82.97,68.638834164103,4.20833,21,AMT
04-29-2013,86.4,100,75,5.03389,86.0,68.69674326849601,68.22519770415299,68.787743289685,83.04,68.69674326849601,4.21739,20,AMT
04-30-2013,86.4,100,75,5.03389,86.0,69.011106978058,68.52301595531699,69.50747072999799,83.99,69.482652542401,4.21739,20,AMT
05-01-2013,87.90476,100,75,5.78919,87.0,64.97401512894601,64.97401512894601,69.66465258477899,83.93,69.433016167207,4.20833,21,AMT
05-02-2013,91.61905,100,83,3.94578,92.0,69.69774350157499,68.870470581675,70.301652733102,83.85,69.36683433361499,4.20833,21,AMT
05-03-2013,91.80952,100,85,3.60712,92.0,69.962470835943,68.853925123277,70.04519812793299,83.56,69.126925186844,4.20833,21,AMT
05-06-2013,91.80952,100,85,3.60712,92.0,69.151743374441,68.465106850924,69.391652521212,83.08,68.72983418529199,4.20833,21,AMT
05-07-2013,91.80952,100,85,3.60712,92.0,68.99456151966,68.787743289685,69.251016124829,83.55,69.118652457645,4.20833,21,AMT
05-08-2013,91.80952,100,85,3.60712,92.0,69.07728881164999,68.870470581675,70.442289129485,84.63,70.01210721113699,4.20833,21,AMT
05-09-2013,91.80952,100,85,3.60712,92.0,70.07001631553,68.93665241526699,70.12792541992299,83.56,69.126925186844,4.20833,21,AMT
05-10-2013,91.80952,100,85,3.60712,92.0,69.391652521212,68.58092505971,70.103107232326,83.1,68.74637964368999,4.20833,21,AMT
05-13-2013,91.80952,100,85,3.60712,92.0,68.787743289685,68.597470518108,69.391652521212,82.96,68.630561434904,4.20833,21,AMT
05-14-2013,91.80952,100,85,3.60712,92.0,68.72983418529199,68.72983418529199,69.474379813202,83.73,69.267561583227,4.20833,21,AMT
05-15-2013,91.80952,100,85,3.60712,92.0,69.176561562038,69.011106978058,69.813561710361,84.33,69.763925335167,4.20833,21,AMT
05-16-2013,92.09091,100,85,3.75268,92.0,69.524016188396,68.72983418529199,69.83837989795799,83.21,68.837379664879,4.2,22,AMT
05-17-2013,92.09091,100,85,3.75268,92.0,68.771197831287,68.771197831287,69.888016273152,84.45,69.863198085555,4.2,22,AMT
05-20-2013,92.09091,100,85,3.75268,92.0,69.87147081475399,69.259288854028,70.07828904472899,83.92,69.424743438008,4.2,22,AMT
05-21-2013,92.45455,100,85,3.62726,92.0,69.797016251963,69.581925292789,70.533289150674,84.64,70.020379940336,4.28,22,AMT
05-22-2013,92.45455,100,85,3.62726,92.0,70.01210721113699,67.563379368233,70.301652733102,82.17,67.977015828183,4.28,22,AMT
05-23-2013,92.45455,100,85,3.62726,92.0,67.59647028502899,66.578924593552,67.75365213981,81.58,67.488924805442,4.28,22,AMT
05-24-2013,92.45455,100,85,3.62726,92.0,67.141470179084,66.918106490711,67.712288493815,81.72,67.60474301422799,4.28,22,AMT
05-28-2013,92.45455,100,85,3.62726,92.0,68.30792499614299,67.141470179084,68.72983418529199,81.5,67.42274297185,4.28,22,AMT
05-29-2013,92.45455,100,85,3.62726,92.0,66.942924678308,65.27183338011,66.95947013670599,79.44,65.718560756856,4.28,22,AMT
05-30-2013,92.22727,100,85,3.86043,92.0,65.751651673652,65.081560608533,66.305924529985,78.77,65.164287900523,4.28,22,AMT
05-31-2013,92.22727,100,85,3.86043,92.0,65.147742442125,64.394924085016,65.710288027657,77.84,64.394924085016,4.28,22,AMT
06-03-2013,92.22727,100,85,3.86043,92.0,64.386651355817,63.86546941628,65.015378774941,77.42,64.047469458658,4.28,22,AMT
06-04-2013,92.22727,100,85,3.86043,92.0,63.956469437469,63.34428747674299,64.50246956460299,76.63,63.393923851937,4.28,22,AMT
06-05-2013,92.22727,100,85,3.86043,92.0,63.402196581136,62.682469140823,63.94819670827,75.87,62.765196432813,4.28,22,AMT
06-06-2013,92.22727,100,85,3.86043,92.0,62.74865097441499,62.699014599221,64.957469670548,78.48,64.924378753752,4.28,22,AMT
06-07-2013,92.22727,100,85,3.86043,92.0,65.180833358921,63.92337852067299,65.395924318095,78.77,65.164287900523,4.28,22,AMT
06-10-2013,92.22727,100,85,3.86043,92.0,65.180833358921,63.20365108036,65.238742463314,76.45,63.245014726355,4.28,22,AMT
06-11-2013,92.22727,100,85,3.86043,92.0,62.856196454002,62.21919630567899,63.211923809559,75.82,62.723832786818,4.28,22,AMT
06-12-2013,92.22727,100,85,3.86043,92.0,63.03819649638,61.573923428157,63.16228743436499,74.6,61.71455982453999,4.28,22,AMT
06-13-2013,92.22727,100,85,3.86043,92.0,61.79758761753901,61.714559822809,63.620047711862505,76.48,63.499657409504,4.28,22,AMT
06-14-2013,92.22727,100,85,3.86043,92.0,63.258876804787,63.258876804787,65.04829183680796,77.33,64.205393664709,4.28,22,AMT
06-17-2013,92.22727,100,85,3.86043,92.0,64.529202064156,63.449840732666,64.662046535724,76.92,63.86497970631601,4.28,22,AMT
06-18-2013,92.22727,100,85,3.86043,92.0,64.02273251630301,63.952158890782506,64.87791880202201,77.29,64.17218254681701,4.28,22,AMT
06-19-2013,92.22727,100,85,3.86043,92.0,64.197090885236,61.780982058593,64.321632577331,74.44,61.805890397012,4.28,22,AMT
06-20-2013,92.22727,100,85,3.86043,92.0,61.249604172321,58.318723018352,61.249604172321,70.44,58.484778607812,4.28,22,AMT
06-21-2013,92.22727,100,85,3.86043,92.0,58.883312022516,58.642531417799,60.33214704055451,71.99,59.771709426127,4.28,22,AMT
06-24-2013,92.04545,100,82,4.2263,92.0,59.149000965652,57.73752845524201,60.012490030844006,71.09,59.02445927355701,4.28,22,AMT
06-25-2013,92.04545,100,82,4.2263,92.0,59.331662114058,59.207120421963005,60.875979096036,72.9,60.527262358170006,4.28,22,AMT
06-26-2013,92.04545,100,82,4.2263,92.0,61.017126347077,60.96730967023901,61.506990335984,73.83,61.299420849159,4.28,22,AMT
06-27-2013,92.04545,100,82,4.2263,92.0,61.506990335984,61.365843084943,62.727498918515,74.23,61.63153202807901,4.28,22,AMT
06-28-2013,92.04545,100,82,4.2263,92.0,61.606623689660005,60.535565137643,61.623229248606,73.17,60.75143740394101,4.28,22,AMT
07-01-2013,92.04545,100,82,4.2263,92.0,60.96730967023901,59.63886495455901,61.407356982308,72.01,59.78831498507301,4.28,22,AMT
07-02-2013,91.95455,100,80,4.45663,92.0,59.58074549824801,59.58074549824801,60.4492162311238,72.17,59.92115945664101,4.28,22,AMT
07-03-2013,91.95455,100,80,4.45663,92.0,59.688681631397,58.883312022516,60.20345395872301,72.38,60.095517825574,4.28,22,AMT
07-05-2013,91.90909,100,80,4.43036,92.0,60.419326225021,58.136061869946,60.419326225021,71.67,59.506020482991005,4.28,22,AMT
07-08-2013,91.90909,100,80,4.43036,92.0,59.7800122056,59.506020482991005,60.327995650818,72.05,59.821526102965,4.28,22,AMT
07-09-2013,91.63636,100,80,4.59788,92.0,60.377812327656,59.846434441384,60.535565137643,72.86,60.494051240278,4.28,22,AMT
07-10-2013,91.95455,100,80,4.57739,92.0,60.286481753453,60.253270635561,62.984885082178,75.74,62.885251728502,4.28,22,AMT
07-11-2013,91.95455,100,80,4.57739,92.0,63.881585265262,63.607593542653,65.035671612009,77.23,64.122365869979,4.28,22,AMT
07-12-2013,91.95455,100,80,4.57739,92.0,64.620532638359,63.856676926843,65.0232174427995,77.84,64.62883541783201,4.28,22,AMT
07-15-2013,91.95455,100,80,4.57739,92.0,63.47474907108501,62.60295722642001,64.529202064156,76.16,63.233968466368,4.24,22,AMT
07-16-2013,91.95455,100,80,4.57739,92.0,63.059610097435005,61.7270139920185,63.466446291612,74.71,62.030065442783,4.24,22,AMT
07-17-2013,91.95455,100,80,4.57739,92.0,60.626895711846,59.36487323195,62.02176266331001,73.87,61.33263196705101,4.24,22,AMT
07-18-2013,91.95455,100,80,4.57739,92.0,61.855707073850006,61.498687556510994,62.536534990636,74.44,61.805890397012,4.24,22,AMT
07-19-2013,91.95455,100,80,4.57739,92.0,61.897220971215,61.72286260228201,62.403690519068,75.13,62.378782180649,4.24,22,AMT
07-22-2013,91.95455,100,80,4.57739,92.0,62.39538773959501,61.10845692128,62.48671831379801,74.32,61.706257043336,4.24,22,AMT
07-23-2013,91.59091,100,80,4.39689,92.0,61.963643206999,61.52359589493,62.27914882697301,74.75,62.063276560675,4.24,22,AMT
07-24-2013,91.59091,100,80,4.39689,92.0,62.088184899094,61.100154141807,62.10470743024527,73.94,61.390751423362,4.24,22,AMT
07-25-2013,91.59091,100,80,4.39689,92.0,60.89258465498201,59.8505858311205,61.03373190602301,72.31,60.037398369263,4.24,22,AMT
07-26-2013,91.59091,100,80,4.39689,92.0,59.94606779506,59.804920544019005,60.319692871345005,72.58,60.261573415034,4.24,22,AMT
07-29-2013,91.59091,100,80,4.39689,92.0,60.253270635561,59.970976133479006,60.64350127079201,72.42,60.128728943466,4.24,22,AMT
07-30-2013,91.59091,100,80,4.39689,92.0,60.460840122386,60.170242840831,60.98391522918501,72.67,60.336298430291,4.24,22,AMT
07-31-2013,91.18182,100,80,4.18478,91.5,60.43593178396701,57.903584044702,60.743134624468,70.79,58.775375889367005,4.24,22,AMT
08-01-2013,90.52174,100,80,4.90669,90.0,59.28184543722001,58.95803703777301,60.20345395872301,71.28,59.182212083544,4.28,23,AMT
08-02-2013,90.52174,100,80,4.90669,90.0,59.124092627233,58.526292505177,59.93776501558701,70.5,58.53459528465,4.28,23,AMT
08-05-2013,90.52174,100,80,4.90669,90.0,58.302117459406,58.302117459406,58.949734258300005,70.94,58.899917581462,4.28,23,AMT
08-06-2013,90.52174,100,80,4.90669,90.0,58.717256433056,58.169272987838006,59.182212083544,70.27,58.343631356771,4.28,23,AMT
08-07-2013,90.52174,100,80,4.90669,90.0,58.36853969519,57.2891783637,58.5080263903364,69.09,57.363903378957005,4.28,23,AMT
08-08-2013,90.52174,100,80,4.90669,90.0,57.29748114317301,56.4879601445555,57.621289542620005,68.99,57.280875584227,4.28,23,AMT
08-09-2013,90.52174,100,80,4.90669,90.0,57.098214435821,57.098214435821,58.54289806412301,70.16,58.252300782568,4.32,23,AMT
08-12-2013,90.47826,100,79,5.00321,90.0,58.20248410573,57.579775645255,58.26890634151401,69.66,57.837161808918,4.32,23,AMT
08-13-2013,90.47826,100,79,5.00321,90.0,58.20248410573,57.264270025281,58.277209120987,69.28,57.52165618894401,4.32,23,AMT
08-14-2013,90.47826,100,79,5.00321,90.0,57.654500660512,57.314086702119006,58.06133685468901,69.7,57.870372926810006,4.32,23,AMT
08-15-2013,90.47826,100,79,5.00321,90.0,57.19784778949701,56.92385606688801,57.7831937423435,69.48,57.68771177840401,4.32,23,AMT
08-16-2013,90.47826,100,79,5.00321,90.0,57.422022835268,56.915553287415,57.770739573134,68.58,56.940461625834,4.32,23,AMT
08-19-2013,90.47826,100,79,5.00321,90.0,56.932158846361,56.74119491848201,57.612986763147006,68.36,56.757800477428,4.36,23,AMT
08-20-2013,90.47826,100,79,5.00321,90.0,56.79101159532001,56.782708815847,58.111153531527,69.38,57.604683983674,4.36,23,AMT
08-21-2013,90.47826,100,79,5.00321,90.0,57.446931173687,57.13142555371301,57.936795162594,69.03,57.314086702119006,4.36,23,AMT
08-22-2013,90.47826,100,79,5.00321,90.0,57.048397758983,56.367569842197,57.29748114317301,68.88,57.189545010024,4.36,23,AMT
08-23-2013,90.47826,100,79,5.00321,90.0,57.322389481592005,57.13142555371301,58.20248410573,70.06,58.169272987838006,4.36,23,AMT
08-26-2013,90.47826,100,79,5.00321,90.0,58.136061869946,57.870372926810006,58.526292505177,69.94,58.069639634162,4.36,23,AMT
08-27-2013,90.47826,100,79,5.00321,90.0,57.45523395316,57.322389481592005,58.318723018352,70.06,58.169272987838006,4.36,23,AMT
08-28-2013,90.47826,100,79,5.00321,90.0,58.07794241363501,57.355600599484,58.389296643872505,69.09,57.363903378957005,4.36,23,AMT
08-29-2013,90.3913,100,79,5.09679,90.0,57.330692261065,57.156333892132,58.06133685468901,69.69,57.862070147337,4.36,23,AMT
08-30-2013,90.3913,100,79,5.09679,90.0,57.920189603648005,57.554867306836,58.069639634162,69.49,57.696014557877,4.36,23,AMT
09-03-2013,90.3913,100,79,5.09679,90.0,57.970006280486,57.11481999476701,58.36853969519,69.23,57.48014229157901,4.36,23,AMT
09-04-2013,90.3913,100,79,5.09679,90.0,57.48014229157901,57.22275612791601,57.696014557877,69.24,57.488445071052,4.36,23,AMT
09-05-2013,90.3913,100,79,5.09679,90.0,57.529958968417006,57.031792200037,57.862070147337,68.75,57.081608876875,4.36,23,AMT
09-06-2013,90.52174,100,80,4.83528,90.0,58.991248155665,58.708953653583,60.145334502412,71.91,59.705287190343,4.375,23,AMT
09-09-2013,91.22727,110,80,6.34559,90.5,59.912856677168,59.912856677168,61.664743145971,74.26,61.65644036649801,4.43478,22,AMT
09-10-2013,91.22727,110,80,6.34559,90.5,62.013459883837,61.515293115457006,62.22933215013501,74.58,61.922129309634,4.43478,22,AMT
09-11-2013,91.22727,110,80,6.34559,90.5,62.013459883837,61.664743145971,62.287451606446,75.02,62.287451606446,4.43478,22,AMT
09-12-2013,91.22727,110,80,6.34559,90.5,62.39538773959501,61.208090274956,62.39538773959501,74.12,61.54020145387601,4.43478,22,AMT
09-13-2013,91.22727,110,80,6.34559,90.5,61.648137587025005,60.900887434455,61.664743145971,73.71,61.199787495483,4.43478,22,AMT
09-16-2013,91.45455,110,80,6.2065,90.5,62.403690519068,61.623229248606,62.885251728502,74.27,61.664743145971,4.47826,22,AMT
09-17-2013,91.63636,110,80,6.04186,90.5,61.548504233349,61.174879157064005,62.00515710436401,73.92,61.37414586441601,4.47826,22,AMT
09-18-2013,91.81818,110,80,6.10988,90.5,61.4405681002,60.411023445548,63.092821215327,75.75,62.89355450797501,4.47826,22,AMT
09-19-2013,91.81818,110,80,6.10988,90.5,63.143562012806,62.318537248484,63.18522993019599,74.82,62.351871582396,4.47826,22,AMT
09-20-2013,91.81818,110,80,6.10988,90.5,62.443541000654,61.368508731992,62.518543251956,73.92,61.601849069376,4.47826,22,AMT
09-23-2013,91.81818,110,80,6.10988,90.5,61.37684231547,60.780991096793,62.018528243276,72.96,60.80182505548799,4.47826,22,AMT
09-24-2013,91.81818,110,80,6.10988,90.5,60.868493723312,60.310143630286,61.181003103737005,72.85,60.71015563723,4.47826,22,AMT
09-25-2013,91.81818,110,80,6.10988,90.5,60.518483217236,60.426813798978,61.526846818074,73.77,61.47684531720599,4.47826,22,AMT
09-26-2013,91.81818,110,80,6.10988,90.5,61.58518190242,61.526846818074,62.19353349631399,74.63,62.19353349631399,4.47826,22,AMT
09-27-2013,91.81818,110,80,6.10988,90.5,62.118531245012,61.85619003712456,62.418540250220005,74.52,62.101864078056,4.47826,22,AMT
09-30-2013,91.81818,110,80,6.10988,90.5,61.54351398502999,61.343507981558,62.135198411968,74.13,61.776854322414,4.47826,22,AMT
10-01-2013,91.81818,110,80,6.10988,90.5,61.776854322414,61.510179651118,62.04352899371,74.06,61.718519238068,4.47826,22,AMT
10-02-2013,91.81818,110,80,6.10988,90.5,61.54351398502999,61.260172146778,61.901858074584,73.99,61.66018415372199,4.47826,22,AMT
10-03-2013,91.81818,110,80,6.10988,90.5,61.54351398502999,60.993580811316775,61.643516986766,73.43,61.193503478954,4.47826,22,AMT
10-04-2013,91.81818,110,80,6.10988,90.5,61.068499726784,60.301810046808,61.451844566772,72.69,60.576818301582,4.47826,22,AMT
10-07-2013,91.82609,110,80,5.97569,91.0,60.326810797242,60.260142129418,61.29350648068999,73.03,60.860160139834,4.5,23,AMT
10-08-2013,92.09091,110,80,5.97654,91.5,60.62681980245,59.860130122474,60.935162391136,71.89,59.910131623342,4.56522,22,AMT
10-09-2013,92.09091,110,80,5.97654,91.5,60.068469709424,59.62678978509,60.31847721376399,71.62,59.685124869436,4.56522,22,AMT
10-10-2013,92.09091,110,80,5.97654,91.5,60.093470459858,60.04346895899,61.368508731992,73.59,61.326840814602,4.56522,22,AMT
10-11-2013,92.09091,110,80,5.97654,91.5,61.351841565036,61.33517439807999,62.276869331094,74.44,62.03519541023199,4.56522,22,AMT
10-14-2013,92.09091,110,80,5.97654,91.5,61.676851320678,61.51851323459599,62.28520291457199,74.64,62.201867079792,4.56522,22,AMT
10-15-2013,92.36364,110,80,6.11663,91.5,61.910191658062,61.89352449110599,62.643547004126,74.73,62.276869331094,4.54167,22,AMT
10-16-2013,92.36364,110,80,6.11663,91.5,62.718549255428,62.518543251956,64.37693236755,77.12,64.268595782336,4.54167,22,AMT
10-17-2013,92.36364,110,80,6.11663,91.5,64.12692486321,63.985253944084,66.235321483144,79.34,66.118651314452,4.54167,22,AMT
10-18-2013,92.36364,110,80,6.11663,91.5,66.41866031965999,65.61863630577199,66.62699990661,79.01,65.843643059678,4.54167,22,AMT
10-21-2013,92.36364,110,80,6.11663,91.5,65.58530197186,65.218624298828,66.46449502878899,79.51,66.260322233578,4.54167,22,AMT
10-22-2013,92.36364,110,80,6.11663,91.5,66.33532448487999,66.106150939235,67.477025421366,80.13,66.77700440921399,4.54167,22,AMT
10-23-2013,92.36364,110,80,6.11663,91.5,66.301990150968,65.285292966652,66.368658818792,79.0,65.8353094762,4.54167,22,AMT
10-24-2013,92.36364,110,80,6.11663,91.5,66.160319231842,65.96864681184799,67.135348498768,80.38,66.98534399616399,4.54167,22,AMT
10-25-2013,92.59091,110,80,5.96702,91.5,66.91867532834,66.426993903138,67.3923562132295,80.82,67.35202166919599,4.54167,22,AMT
10-28-2013,92.59091,110,80,5.96702,91.5,67.45202467093199,66.58533198922,67.46869183788799,80.3,66.91867532834,4.54167,22,AMT
10-29-2013,92.38095,110,80,6.02753,91.0,66.885340994428,66.393659569226,67.10201416485599,80.29,66.910341744862,4.56522,21,AMT
10-30-2013,92.7619,110,80,5.6138,92.0,65.87697739359,65.62696988924999,67.802035177008,80.69,67.243685083982,4.52174,21,AMT
10-31-2013,94.90476,115,88,6.1327,95.0,66.87700741095,65.93947926967499,67.46869183788799,79.35,66.12698489792999,4.52174,21,AMT
11-01-2013,95.19048,115,88,6.31415,95.0,66.21032073271,65.510299720558,67.027011913554,79.37,66.143652064886,4.52174,21,AMT
11-04-2013,95.19048,115,88,6.31415,95.0,66.185319982276,65.556134429687,66.426993903138,79.0,65.8353094762,4.52174,21,AMT
11-05-2013,95.19048,115,88,6.31415,95.0,65.75197364142001,65.260292216218,66.50199615444,78.6,65.50196613707999,4.52174,21,AMT
11-06-2013,95.19048,115,88,6.31415,95.0,65.79364155881,65.651970639684,66.510329737918,79.53,66.27698940053399,4.52174,21,AMT
11-07-2013,95.19048,115,88,6.31415,95.0,66.31032373444599,65.535300470992,66.71025240555521,78.77,65.64363705620599,4.52174,21,AMT
11-08-2013,95.19048,115,88,6.31415,95.0,65.393629551866,63.701912105832,65.64363705620599,77.79,64.826945875362,4.52174,21,AMT
11-11-2013,95.19048,115,88,6.31415,95.0,65.843643059678,64.514436494937,65.843643059678,77.45,64.54360403711,4.52174,21,AMT
11-12-2013,95.19048,115,88,6.31415,95.0,64.768610791016,64.32693086668199,65.34362805099799,77.96,64.96861679448799,4.6087,21,AMT
11-13-2013,95.19048,115,88,6.31415,95.0,64.64360703884599,64.51026970319799,65.25195863274,78.17,65.143622047526,4.6087,21,AMT
11-14-2013,95.33333,115,89,6.18241,95.0,65.535300470992,65.0019511284,66.185319982276,79.1,65.91864531098,4.6087,21,AMT
11-15-2013,95.33333,115,89,6.18241,95.0,65.735306474464,65.660304223162,66.243655066622,79.28,66.068649813584,4.6087,21,AMT
