 Date,VZ Price Target,VZ Price Target - High,VZ Price Target - Low,VZ Price Target - StdDev,VZ Price Target - Median,VZ Open,VZ Low,VZ High,VZ Close,VZ Adj. Close,VZ Rating,VZ Price Target - #,Ticker
02-05-2013,47.4,53,40,3.01773,48.0,28.269286648642,28.161798866708,28.376774430576003,44.56,28.174444488112,3.71053,30,VZ
02-06-2013,47.4,53,40,3.01773,48.0,28.003728599158,27.97843735635,28.376774430576003,44.75,28.29457789145,3.71053,30,VZ
02-07-2013,47.4,53,40,3.01773,48.0,28.225026973728003,27.896240817224,28.29457789145,44.46,28.111216381092003,3.71053,30,VZ
02-08-2013,47.4,53,40,3.01773,48.0,28.142830434602,27.927854870734,28.206058541622,44.35,28.04166546337,3.71053,30,VZ
02-11-2013,47.37931,53,40,3.06722,48.0,28.01005140986,27.896240817224,28.098570759688,44.32,28.022697031264,3.72973,29,VZ
02-12-2013,47.37931,53,40,3.06722,48.0,28.054311084774,27.953146113542,28.187090109516,44.44,28.098570759688,3.72973,29,VZ
02-13-2013,47.37931,53,40,3.06722,48.0,28.161798866708,27.997405788456003,28.262963837940003,44.52,28.149153245304003,3.72973,29,VZ
02-14-2013,47.4,53,40,3.01773,48.0,28.16812167741,27.889918006522,28.3148108856964,44.33,28.029019841966,3.75676,30,VZ
02-15-2013,47.4,53,40,3.01773,48.0,28.066956706178,27.921532060032,28.212381352324,44.4,28.07327951688,3.75676,30,VZ
02-19-2013,47.4,53,40,3.01773,48.0,27.984760167052,27.984760167052,28.269286648642,44.5,28.1365076239,3.75676,30,VZ
02-20-2013,47.4,53,40,3.01773,48.0,28.04166546337,28.035342652668003,28.585427183742,44.92,28.402065673384,3.75676,30,VZ
02-21-2013,47.37931,53,40,3.06722,48.0,28.281932270046,28.07327951688,28.629686858656,45.12,28.528521887424,3.72222,29,VZ
02-22-2013,47.37931,53,40,3.06722,48.0,28.598072805146,28.275609459344,28.730851829888,45.4,28.70556058708,3.72222,29,VZ
02-25-2013,47.37931,53,40,3.06722,48.0,28.7687886941,28.724529019186,29.078606418498,45.72,28.907890529544,3.72222,29,VZ
02-26-2013,47.37931,53,40,3.06722,48.0,29.034346743584003,28.964795825862,29.217708253942,46.12,29.160802957624,3.72222,29,VZ
02-27-2013,47.37931,53,40,3.06722,48.0,29.167125768326,28.99008706867,29.350487278684003,46.35,29.30622760377,3.72222,29,VZ
02-28-2013,47.37931,53,40,3.06722,48.0,29.30622760377,29.27461355026,29.672950624486,46.53,29.420038196406,3.72222,29,VZ
03-01-2013,47.57143,53,40,2.94508,48.0,29.224031064644,29.154480146922,29.565462842552,46.72,29.540171599744,3.74286,28,VZ
03-04-2013,47.57143,53,40,2.94508,48.0,29.52752597834,29.457975060618004,29.786761217122,47.11,29.786761217122,3.74286,28,VZ
03-05-2013,47.57143,53,40,2.94508,48.0,29.97012272748,29.805729649228,30.273617641176003,47.69,30.153484237838,3.74286,28,VZ
03-06-2013,47.64286,53,40,3.00255,48.0,30.22303515556,29.805729649228,30.260972019772,47.28,29.894248999056,3.74286,28,VZ
03-07-2013,47.64286,53,40,3.00255,48.0,29.97012272748,29.849989324142,30.077610509414,47.48,30.020705213096,3.74286,28,VZ
03-08-2013,47.62963,53,40,3.05685,48.0,30.172452669944,30.140838616434003,30.336845748196,47.96,30.324200126792,3.76471,27,VZ
03-11-2013,47.65385,53,40,3.11253,48.0,30.260972019772,30.06496488801,30.333684342845,47.81,30.229357966262004,3.76471,26,VZ
03-12-2013,47.65385,53,40,3.11253,48.0,30.166129859242,30.0927852550988,30.69724595821,48.36,30.577112554872,3.76471,26,VZ
03-13-2013,47.65385,53,40,3.11253,48.0,30.583435365574,30.216712344858,30.709891579614,47.94,30.311554505388,3.76471,26,VZ
03-14-2013,47.80769,53,40,3.17465,48.0,30.456979151534004,30.38110542311,30.766796875932,48.48,30.652986283296,3.76471,26,VZ
03-15-2013,48.0,53,40,3.15009,48.0,30.469624772938,30.121870184328,30.589758176276003,48.02,30.362136991004004,3.76471,26,VZ
03-18-2013,48.30769,54,40,3.32553,48.5,30.324200126792,30.324200126792,31.07813207489848,48.75,30.82370217225,3.82353,26,VZ
03-19-2013,48.30769,54,40,3.32553,48.5,30.91854433278,30.703568768912003,31.038677736118004,48.95,30.950158386290003,3.82353,26,VZ
03-20-2013,48.30769,54,40,3.32553,48.5,31.019709304012004,30.684600336806003,31.089260221734,48.6,30.72886001172,3.82353,26,VZ
03-21-2013,48.30769,54,40,3.32553,48.5,30.558144122766,30.526530069256,30.905898711376004,48.8,30.85531622576,3.82353,26,VZ
03-22-2013,48.30769,54,40,3.32553,48.5,30.937512764886,30.804733740144,31.073453194979,49.02,30.994418061204,3.82353,26,VZ
03-25-2013,48.30769,54,40,3.32553,48.5,31.101905843138,30.962804007694,31.259976110688,49.16,31.082937411032,3.82353,26,VZ
03-26-2013,48.30769,54,40,3.32553,48.5,31.222039246476,31.082937411032,31.354818271218004,49.48,31.285267353496,3.82353,26,VZ
03-27-2013,48.42308,54,40,3.36467,49.5,31.177779571562,30.82370217225,31.23468486788,48.94,30.943835575588,3.82353,26,VZ
03-28-2013,48.42308,54,40,3.36467,49.5,30.975449629098,30.91854433278,31.101905843138,49.15,31.07661460033,3.82353,26,VZ
04-01-2013,48.42308,54,40,3.36467,49.5,31.019709304012004,30.986830688361604,31.222039246476,49.22,31.120874275244,3.82353,26,VZ
04-02-2013,48.42308,54,40,3.36467,49.5,31.316881407006,31.146165518052,31.525534160172,49.5,31.2979129749,3.82353,26,VZ
04-03-2013,48.42308,54,40,3.36467,49.5,31.253653299986,30.766796875932,31.348495460516,48.99,30.975449629098,3.79412,26,VZ
04-04-2013,48.77778,54,40,3.47833,50.0,30.9817724398,30.811056550846,31.177779571562,49.3,31.17145676086,3.79412,27,VZ
04-05-2013,48.77778,54,40,3.47833,50.0,31.01338649331,30.950158386290003,31.348495460516,49.56,31.335849839112,3.79412,27,VZ
04-08-2013,48.77778,54,40,3.47833,50.0,31.300709215341,31.160146732643,31.581834180737,49.43,31.581834180737,3.79412,27,VZ
04-09-2013,48.77778,54,40,3.47833,50.0,31.639337014568,31.409325679243995,31.709618255917,49.36,31.537109754424,3.79412,27,VZ
04-10-2013,48.88889,54,40,3.49956,50.0,31.607390995772995,31.498774531869994,31.856569942374,49.86,31.856569942374,3.79412,27,VZ
04-11-2013,48.88889,54,40,3.49956,50.0,31.824623923579,31.824623923579,32.354927835576,50.51,32.27186818670899,3.79412,27,VZ
04-12-2013,48.92593,54,40,3.52689,50.0,32.259089779191,32.227143760396,32.495490318273994,50.86,32.495490318273994,3.79412,27,VZ
04-15-2013,49.2963,55,40,3.49407,50.0,32.367706243094,32.11213809273399,32.6207187119504,50.64,32.354927835576,3.79412,27,VZ
04-16-2013,49.2963,55,40,3.49407,50.0,32.45715509572,32.156862519047,32.680777227285,50.46,32.239922167914,3.79412,27,VZ
04-17-2013,49.59259,56,40,3.70444,50.0,32.080192073939,31.620169403291,32.169640926565,49.54,31.652115422086,3.79412,27,VZ
04-18-2013,50.5,58,40,4.38643,51.0,32.616885189695,32.437987484443,33.013015822753,50.91,32.527436337069,3.82353,27,VZ
04-19-2013,52.35185,58,40,3.89162,53.0,32.783004487429,32.7478638667545,33.447481678365,52.25,33.383589640775,3.85294,27,VZ
04-22-2013,52.83333,58,40,3.88968,54.0,33.35164362198,33.153578305451,33.4085075354351,52.19,33.345254418221,3.79412,27,VZ
04-23-2013,52.83333,58,40,3.88968,54.0,33.447481678365,32.929956173886,33.536930530991,52.32,33.428314067088,3.79412,27,VZ
04-24-2013,52.83333,58,40,3.88968,54.0,33.2238595468,32.693555634803,33.30052999190799,51.8,33.09607547162,3.79412,27,VZ
04-25-2013,52.83333,58,40,3.88968,54.0,33.530541327231994,33.453870882123994,34.073623646746995,53.22,34.003342405397994,3.79412,27,VZ
04-26-2013,53.01852,58,40,3.86935,54.0,34.022510016675,33.99056399788,34.316413389588995,53.63,34.265299759517,3.79412,27,VZ
04-29-2013,53.01852,58,40,3.86935,54.0,34.278078167035,34.028899220434,34.322802593347994,53.46,34.156683295613995,3.79412,27,VZ
04-30-2013,53.01852,58,40,3.86935,54.0,34.188629314409,34.150294091855,34.699765615129,53.91,34.444197464769,3.79412,27,VZ
05-01-2013,53.01852,58,40,3.86935,54.0,34.354748612143,33.281362380631,34.482532687322994,52.4,33.47942769716,3.79412,27,VZ
05-02-2013,53.01852,58,40,3.86935,54.0,33.536930530991,33.3101137975465,33.747774255038,52.53,33.562487346027,3.79412,27,VZ
05-03-2013,53.01852,58,40,3.86935,54.0,33.811666292628,33.556098142268,33.894725941495,52.68,33.658325402412,3.79412,27,VZ
05-06-2013,53.01852,58,40,3.86935,54.0,33.588044161063,33.185524324246,33.639157791135,52.05,33.255805565595,3.79412,27,VZ
05-07-2013,53.01852,58,40,3.86935,54.0,33.364422029497995,33.28775158439,33.811666292628,52.92,33.811666292628,3.79412,27,VZ
05-08-2013,53.01852,58,40,3.86935,54.0,33.754163458796995,33.651936198653,33.958617979085,53.11,33.93306116404899,3.79412,27,VZ
05-09-2013,53.01852,58,40,3.86935,54.0,33.875558330218,33.568876549786,33.881947533977,52.71,33.677493013688995,3.79412,27,VZ
05-10-2013,53.01852,58,40,3.86935,54.0,33.728606643761,33.570537742763335,33.830833903905,52.89,33.792498681351,3.79412,27,VZ
