 Date,BKNG Price Target,BKNG Price Target - High,BKNG Price Target - Low,BKNG Price Target - StdDev,BKNG Price Target - Median,BKNG Open,BKNG Low,BKNG High,BKNG Close,BKNG Adj. Close,BKNG Rating,BKNG Price Target - #,Ticker
11-23-2015,1504.8,1830.0,1225.0,129.07734,1500.0,1285.0,1256.0,1292.76,1264.32,1264.32,4.2,25,BKNG
11-24-2015,1504.8,1830.0,1225.0,129.07734,1500.0,1244.3,1212.0,1246.565,1240.18,1240.18,4.2,25,BKNG
11-25-2015,1504.8,1830.0,1225.0,129.07734,1500.0,1245.0,1242.9,1256.0,1245.75,1245.75,4.2,25,BKNG
11-27-2015,1504.8,1830.0,1225.0,129.07734,1500.0,1248.81,1235.62,1250.56,1244.99,1244.99,4.2,25,BKNG
11-30-2015,1504.8,1830.0,1225.0,129.07734,1500.0,1246.41,1244.18,1266.69,1248.85,1248.85,4.2,25,BKNG
12-01-2015,1504.8,1830.0,1225.0,129.07734,1500.0,1258.8,1255.5,1285.55,1282.5,1282.5,4.2,25,BKNG
12-02-2015,1504.8,1830.0,1225.0,129.07734,1500.0,1286.74,1272.12,1297.2,1275.44,1275.44,4.2,25,BKNG
12-03-2015,1504.8,1830.0,1225.0,129.07734,1500.0,1284.19,1271.17,1295.42,1280.08,1280.08,4.2,25,BKNG
12-04-2015,1504.8,1830.0,1225.0,129.07734,1500.0,1283.88,1283.88,1302.87,1300.48,1300.48,4.2,25,BKNG
12-07-2015,1508.0,1830.0,1225.0,129.90766,1500.0,1300.31,1293.08,1309.79,1302.42,1302.42,4.2,25,BKNG
12-08-2015,1508.0,1830.0,1225.0,129.90766,1500.0,1287.85,1281.17,1309.93,1303.97,1303.97,4.2,25,BKNG
12-09-2015,1508.0,1830.0,1225.0,129.90766,1500.0,1301.49,1285.09,1314.96,1294.99,1294.99,4.2,25,BKNG
12-10-2015,1508.0,1830.0,1225.0,129.90766,1500.0,1300.0,1286.69,1307.28,1306.5,1306.5,4.2,25,BKNG
12-11-2015,1508.0,1830.0,1225.0,129.90766,1500.0,1290.53,1282.19,1299.74,1285.33,1285.33,4.2,25,BKNG
